is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)","Сбор жалоб, консультирование, составление плана лечения и взаимодейтвие со смежными специалистами (3405_12)","Личные установки и ценности, мировоззрение (2043_4)",Командность (СК) (1371_4),Ведение медицинской документации (врач-стоматолог) (2515_12),Протезирование и восстановление зубов (3607_12),Коммуникабельность (СК) (617_4),"Ведение амбулаторного ортопедического приема, ортопедического лечения, консультирование (3587_12)",Дисциплинированность (СК) (593_4),"Осмотр, обследование и диагностика пациентов, зубов и полости рта (3408_12)",Лечение и оказание стоматологической (медицицинской) помощи (3591_12),Ведение амбулаторного приема (врач-стоматолог) (2508_12),Пунктуальность (СК) (612_4),"Владение методами лечения, диагностики, стоматологическими материалами, аппаратурой (3761_12)","Лечение зубов, каналов, заболеваний (3614_12)","Саморазвитие, обучаемость (СК) (604_4)",Доброжелательность (СК) (1126_4),Проведение профессиональной гигиены полости рта (3589_12),"Работа по протоколам, соблюдение протоколов лечения (3758_12)",Работа с детьми (врач-стоматолог) (2509_12),Аккуратность (СК) (575_4),"Владение и работа с ПК, MS Office, 1С, проф. программами, офисной техникой (2237_12)",Лечение пациентов (3759_12),Имплантация зубов (3601_12),Знание амбулаторной помощи (врач-стоматолог) (2533_12),Эндодонтия и эндодонтическое лечение (3773_12),Реставрация/реконструкция зубов (3611_12),"Чтение и анализ снимков, КТ, КЛКТ, фотографий, интерпретация результатов исследований (3403_12)",Высокая работоспособность (СК) (586_4),Клиентоцентричность (клиенториентированность) (СК) (626_4),"Знание методов лечения, диагностики и стоматологических материалов (2697_12)",Выполнение анестезиологических процедур и(или) работа под седацией (врач-стоматолог) (2513_12),Стрессоустойчивость (СК) (601_4),Ведение амбулаторного ортодонтического приема  и ортодонтического лечения (3588_12),Нравственность (СК) (622_4),"Удаление зубов, опухолей, кист (3600_12)",Ведение амбулаторного хирургического приема и хирургического лечения (3586_12),Вежливость (СК) (581_4),Внимательность (СК) (536_4)
False,0.0,Ульяновская область,1,True,15000.0,25000.0,2226.2077,2119.2576,1969.5274,1859.2866,1714.4926,1592.734,1163.2881,1034.948,980.6503,924.7071,830.9201,776.6224,732.1969,709.1615,700.9346,516.6513,472.2259,457.4174,411.3466,327.4319,322.4957,317.5596,269.8434,246.808,215.5456,207.3187,205.6733,202.3825,187.574,166.184,154.6663,153.0209,149.7302,131.6309,128.3401,126.6947,100.3686,100.3686,93.787
False,0.0,Курская область,2,False,15000.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,0.0,Калининградская область,1,False,15000.0,60000.0,5342.8985,5086.2182,4726.8659,4462.2877,4114.7822,3822.5615,2791.8915,2483.8752,2353.5606,2219.2971,1994.2082,1863.8936,1757.2726,1701.9876,1682.243,1239.9631,1133.3421,1097.8018,987.2318,785.8365,773.9897,762.143,647.6241,592.3391,517.3095,497.5648,493.6159,485.718,450.1777,398.8416,371.1992,367.2502,359.3524,315.9142,308.0163,304.0674,240.8846,240.8846,225.0889
False,0.0,Калининградская область,1,True,22301.75,33350.0,2969.7611,2827.0896,2627.3496,2480.2883,2287.1331,2124.7071,1551.8264,1380.6206,1308.1874,1233.5593,1108.4474,1036.0142,976.7507,946.0215,935.0467,689.2128,629.9493,610.1948,548.7363,436.7941,430.2093,423.6245,359.971,329.2418,287.5378,276.5631,274.3682,269.9783,250.2238,221.6895,206.3249,204.1299,199.74,175.5956,171.2057,169.0108,133.8917,133.8917,125.1119
False,0.0,Кемеровская область,1,False,15000.0,70000.0,6233.3816,5933.9213,5514.6768,5206.0024,4800.5792,4459.6551,3257.2068,2897.8544,2745.8207,2589.1799,2326.5763,2174.5426,2050.1514,1985.6522,1962.6168,1446.6237,1322.2325,1280.7687,1151.7704,916.8093,902.988,889.1668,755.5614,691.0623,603.5277,580.4923,575.8852,566.6711,525.2073,465.3153,433.0657,428.4586,419.2444,368.5665,359.3524,354.7453,281.032,281.032,262.6037
False,0.0,Кемеровская область,1,True,15000.0,25750.0,2292.9939,2182.8353,2028.6133,1915.0652,1765.9273,1640.516,1198.1868,1065.9964,1010.0698,952.4483,855.8477,799.921,754.1628,730.4364,721.9626,532.1508,486.3927,471.1399,423.687,337.2548,332.1706,327.0863,277.9387,254.2122,222.012,213.5382,211.8435,208.454,193.2013,171.1695,159.3063,157.6116,154.2221,135.5798,132.1903,130.4956,103.3796,103.3796,96.6006
False,0.0,Ивановская область,1,False,15000.0,200000.0,17809.6617,16954.0608,15756.2196,14874.2925,13715.9405,12741.8718,9306.3051,8279.584,7845.2021,7397.657,6647.3608,6212.9788,5857.5754,5673.2921,5607.4766,4133.2105,3777.807,3659.3392,3290.7727,2619.455,2579.9658,2540.4765,2158.7469,1974.4636,1724.3649,1658.5494,1645.3863,1619.0602,1500.5923,1329.4722,1237.3305,1224.1674,1197.8413,1053.0473,1026.7211,1013.558,802.9485,802.9485,750.2962
False,0.0,Ивановская область,1,True,20000.0,20000.0,1780.9662,1695.4061,1575.622,1487.4292,1371.5941,1274.1872,930.6305,827.9584,784.5202,739.7657,664.7361,621.2979,585.7575,567.3292,560.7477,413.321,377.7807,365.9339,329.0773,261.9455,257.9966,254.0477,215.8747,197.4464,172.4365,165.8549,164.5386,161.906,150.0592,132.9472,123.7331,122.4167,119.7841,105.3047,102.6721,101.3558,80.2949,80.2949,75.0296
False,0.0,Забайкальский край,1,False,15000.0,64916.0,5780.66,5502.9491,5114.1537,4827.8979,4451.92,4135.7567,3020.6405,2687.3874,2546.3957,2401.1315,2157.6004,2016.6087,1901.2518,1841.4371,1820.0748,1341.5575,1226.2006,1187.7483,1068.119,850.2227,837.4053,824.5879,700.6861,640.8714,559.6944,538.332,534.0595,525.5145,487.0623,431.5201,401.6127,397.3403,388.7953,341.7981,333.2531,328.9807,260.621,260.621,243.5311
False,0.0,Забайкальский край,1,True,17012.5,21700.0,1932.3483,1839.5156,1709.5498,1613.8607,1488.1795,1382.4931,1009.7341,898.3349,851.2044,802.6458,721.2386,674.1082,635.5469,615.5522,608.4112,448.4533,409.8921,397.0383,357.0488,284.2109,279.9263,275.6417,234.224,214.2293,187.0936,179.9526,178.5244,175.668,162.8143,144.2477,134.2504,132.8222,129.9658,114.2556,111.3992,109.971,87.1199,87.1199,81.4071
False,0.0,Белгородская область,2,False,15000.0,60000.0,5342.8985,5086.2182,4726.8659,4462.2877,4114.7822,3822.5615,2791.8915,2483.8752,2353.5606,2219.2971,1994.2082,1863.8936,1757.2726,1701.9876,1682.243,1239.9631,1133.3421,1097.8018,987.2318,785.8365,773.9897,762.143,647.6241,592.3391,517.3095,497.5648,493.6159,485.718,450.1777,398.8416,371.1992,367.2502,359.3524,315.9142,308.0163,304.0674,240.8846,240.8846,225.0889
False,0.0,Белгородская область,2,True,45000.0,45000.0,4007.1739,3814.6637,3545.1494,3346.7158,3086.0866,2866.9212,2093.9187,1862.9064,1765.1705,1664.4728,1495.6562,1397.9202,1317.9545,1276.4907,1261.6822,929.9724,850.0066,823.3513,740.4239,589.3774,580.4923,571.6072,485.718,444.2543,387.9821,373.1736,370.2119,364.2885,337.6333,299.1312,278.3994,275.4377,269.5143,236.9356,231.0122,228.0505,180.6634,180.6634,168.8166
False,0.0,Республика Ингушетия,1,False,17012.5,60000.0,5342.8985,5086.2182,4726.8659,4462.2877,4114.7822,3822.5615,2791.8915,2483.8752,2353.5606,2219.2971,1994.2082,1863.8936,1757.2726,1701.9876,1682.243,1239.9631,1133.3421,1097.8018,987.2318,785.8365,773.9897,762.143,647.6241,592.3391,517.3095,497.5648,493.6159,485.718,450.1777,398.8416,371.1992,367.2502,359.3524,315.9142,308.0163,304.0674,240.8846,240.8846,225.0889
False,0.0,Республика Северная Осетия,1,False,25750.0,60000.0,5342.8985,5086.2182,4726.8659,4462.2877,4114.7822,3822.5615,2791.8915,2483.8752,2353.5606,2219.2971,1994.2082,1863.8936,1757.2726,1701.9876,1682.243,1239.9631,1133.3421,1097.8018,987.2318,785.8365,773.9897,762.143,647.6241,592.3391,517.3095,497.5648,493.6159,485.718,450.1777,398.8416,371.1992,367.2502,359.3524,315.9142,308.0163,304.0674,240.8846,240.8846,225.0889
False,0.0,Город федерального значения Санкт-Петербург,0,False,25000.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,0.0,Город федерального значения Санкт-Петербург,0,True,20750.0,70000.0,6233.3816,5933.9213,5514.6768,5206.0024,4800.5792,4459.6551,3257.2068,2897.8544,2745.8207,2589.1799,2326.5763,2174.5426,2050.1514,1985.6522,1962.6168,1446.6237,1322.2325,1280.7687,1151.7704,916.8093,902.988,889.1668,755.5614,691.0623,603.5277,580.4923,575.8852,566.6711,525.2073,465.3153,433.0657,428.4586,419.2444,368.5665,359.3524,354.7453,281.032,281.032,262.6037
False,0.0,Красноярский край,1,False,12000.0,70000.0,6233.3816,5933.9213,5514.6768,5206.0024,4800.5792,4459.6551,3257.2068,2897.8544,2745.8207,2589.1799,2326.5763,2174.5426,2050.1514,1985.6522,1962.6168,1446.6237,1322.2325,1280.7687,1151.7704,916.8093,902.988,889.1668,755.5614,691.0623,603.5277,580.4923,575.8852,566.6711,525.2073,465.3153,433.0657,428.4586,419.2444,368.5665,359.3524,354.7453,281.032,281.032,262.6037
False,0.0,Красноярский край,1,True,30000.0,150000.0,13357.2463,12715.5456,11817.1647,11155.7194,10286.9554,9556.4038,6979.7288,6209.688,5883.9015,5548.2427,4985.5206,4659.7341,4393.1815,4254.9691,4205.6075,3099.9079,2833.3553,2744.5044,2468.0795,1964.5913,1934.9743,1905.3574,1619.0602,1480.8477,1293.2737,1243.9121,1234.0398,1214.2951,1125.4443,997.1041,927.9979,918.1256,898.3809,789.7854,770.0408,760.1685,602.2114,602.2114,562.7221
False,0.0,Иркутская область,1,False,20750.0,80000.0,7123.8647,6781.6243,6302.4878,5949.717,5486.3762,5096.7487,3722.522,3311.8336,3138.0808,2959.0628,2658.9443,2485.1915,2343.0301,2269.3168,2242.9907,1653.2842,1511.1228,1463.7357,1316.3091,1047.782,1031.9863,1016.1906,863.4987,789.7854,689.746,663.4198,658.1545,647.6241,600.2369,531.7889,494.9322,489.667,479.1365,421.2189,410.6884,405.4232,321.1794,321.1794,300.1185
False,0.0,Иркутская область,1,True,25000.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,0.0,Самарская область,0,False,12000.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,0.0,Самарская область,0,True,30000.0,250000.0,22262.0771,21192.576,19695.2745,18592.8656,17144.9256,15927.3397,11632.8814,10349.4801,9806.5026,9247.0712,8309.201,7766.2235,7321.9692,7091.6151,7009.3458,5166.5131,4722.2588,4574.174,4113.4658,3274.3188,3224.9572,3175.5956,2698.4336,2468.0795,2155.4561,2073.1868,2056.7329,2023.8252,1875.7404,1661.8402,1546.6632,1530.2093,1497.3016,1316.3091,1283.4013,1266.9475,1003.6857,1003.6857,937.8702
False,0.0,Камчатский край,1,False,30000.0,70000.0,6233.3816,5933.9213,5514.6768,5206.0024,4800.5792,4459.6551,3257.2068,2897.8544,2745.8207,2589.1799,2326.5763,2174.5426,2050.1514,1985.6522,1962.6168,1446.6237,1322.2325,1280.7687,1151.7704,916.8093,902.988,889.1668,755.5614,691.0623,603.5277,580.4923,575.8852,566.6711,525.2073,465.3153,433.0657,428.4586,419.2444,368.5665,359.3524,354.7453,281.032,281.032,262.6037
False,0.0,Омская область,1,False,12000.0,70000.0,6233.3816,5933.9213,5514.6768,5206.0024,4800.5792,4459.6551,3257.2068,2897.8544,2745.8207,2589.1799,2326.5763,2174.5426,2050.1514,1985.6522,1962.6168,1446.6237,1322.2325,1280.7687,1151.7704,916.8093,902.988,889.1668,755.5614,691.0623,603.5277,580.4923,575.8852,566.6711,525.2073,465.3153,433.0657,428.4586,419.2444,368.5665,359.3524,354.7453,281.032,281.032,262.6037
False,0.0,Омская область,1,True,20750.0,70000.0,6233.3816,5933.9213,5514.6768,5206.0024,4800.5792,4459.6551,3257.2068,2897.8544,2745.8207,2589.1799,2326.5763,2174.5426,2050.1514,1985.6522,1962.6168,1446.6237,1322.2325,1280.7687,1151.7704,916.8093,902.988,889.1668,755.5614,691.0623,603.5277,580.4923,575.8852,566.6711,525.2073,465.3153,433.0657,428.4586,419.2444,368.5665,359.3524,354.7453,281.032,281.032,262.6037
False,0.0,Магаданская область,1,False,35000.0,102000.0,9082.9275,8646.571,8035.672,7585.8892,6995.1297,6498.3546,4746.2156,4222.5879,4001.053,3772.8051,3390.154,3168.6192,2987.3634,2893.379,2859.8131,2107.9373,1926.6816,1866.263,1678.2941,1335.9221,1315.7825,1295.643,1100.9609,1006.9764,879.4261,845.8602,839.147,825.7207,765.3021,678.0308,631.0386,624.3254,610.899,537.0541,523.6277,516.9146,409.5038,409.5038,382.651
False,0.0,Калужская область,1,False,12000.0,70000.0,6233.3816,5933.9213,5514.6768,5206.0024,4800.5792,4459.6551,3257.2068,2897.8544,2745.8207,2589.1799,2326.5763,2174.5426,2050.1514,1985.6522,1962.6168,1446.6237,1322.2325,1280.7687,1151.7704,916.8093,902.988,889.1668,755.5614,691.0623,603.5277,580.4923,575.8852,566.6711,525.2073,465.3153,433.0657,428.4586,419.2444,368.5665,359.3524,354.7453,281.032,281.032,262.6037
False,0.0,Калужская область,1,True,25000.0,30000.0,2671.4493,2543.1091,2363.4329,2231.1439,2057.3911,1911.2808,1395.9458,1241.9376,1176.7803,1109.6485,997.1041,931.9468,878.6363,850.9938,841.1215,619.9816,566.6711,548.9009,493.6159,392.9183,386.9949,381.0715,323.812,296.1695,258.6547,248.7824,246.808,242.859,225.0889,199.4208,185.5996,183.6251,179.6762,157.9571,154.0082,152.0337,120.4423,120.4423,112.5444
False,0.0,Чукотский автономный округ,1,False,30000.0,60000.0,5342.8985,5086.2182,4726.8659,4462.2877,4114.7822,3822.5615,2791.8915,2483.8752,2353.5606,2219.2971,1994.2082,1863.8936,1757.2726,1701.9876,1682.243,1239.9631,1133.3421,1097.8018,987.2318,785.8365,773.9897,762.143,647.6241,592.3391,517.3095,497.5648,493.6159,485.718,450.1777,398.8416,371.1992,367.2502,359.3524,315.9142,308.0163,304.0674,240.8846,240.8846,225.0889
False,0.0,Сахалинская область,1,False,30000.0,120000.0,10685.797,10172.4365,9453.7317,8924.5755,8229.5643,7645.1231,5583.7831,4967.7504,4707.1212,4438.5942,3988.4165,3727.7873,3514.5452,3403.9753,3364.486,2479.9263,2266.6842,2195.6035,1974.4636,1571.673,1547.9795,1524.2859,1295.2481,1184.6782,1034.6189,995.1297,987.2318,971.4361,900.3554,797.6833,742.3983,734.5005,718.7048,631.8284,616.0326,608.1348,481.7691,481.7691,450.1777
False,0.0,Тюменская область,1,False,12000.0,75000.0,6678.6231,6357.7728,5908.5823,5577.8597,5143.4777,4778.2019,3489.8644,3104.844,2941.9508,2774.1214,2492.7603,2329.8671,2196.5908,2127.4845,2102.8037,1549.9539,1416.6776,1372.2522,1234.0398,982.2956,967.4872,952.6787,809.5301,740.4239,646.6368,621.956,617.0199,607.1476,562.7221,498.5521,463.9989,459.0628,449.1905,394.8927,385.0204,380.0842,301.1057,301.1057,281.3611
False,0.0,Тюменская область,1,True,30000.0,70000.0,6233.3816,5933.9213,5514.6768,5206.0024,4800.5792,4459.6551,3257.2068,2897.8544,2745.8207,2589.1799,2326.5763,2174.5426,2050.1514,1985.6522,1962.6168,1446.6237,1322.2325,1280.7687,1151.7704,916.8093,902.988,889.1668,755.5614,691.0623,603.5277,580.4923,575.8852,566.6711,525.2073,465.3153,433.0657,428.4586,419.2444,368.5665,359.3524,354.7453,281.032,281.032,262.6037
False,0.0,Ненецкий автономный округ,1,False,16500.0,60000.0,5342.8985,5086.2182,4726.8659,4462.2877,4114.7822,3822.5615,2791.8915,2483.8752,2353.5606,2219.2971,1994.2082,1863.8936,1757.2726,1701.9876,1682.243,1239.9631,1133.3421,1097.8018,987.2318,785.8365,773.9897,762.143,647.6241,592.3391,517.3095,497.5648,493.6159,485.718,450.1777,398.8416,371.1992,367.2502,359.3524,315.9142,308.0163,304.0674,240.8846,240.8846,225.0889
False,0.0,Республика Саха (Якутия),1,False,30000.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,0.0,Республика Саха (Якутия),1,True,30000.0,31200.0,2778.3072,2644.8335,2457.9703,2320.3896,2139.6867,1987.732,1451.7836,1291.6151,1223.8515,1154.0345,1036.9883,969.2247,913.7818,885.0336,874.7664,644.7808,589.3379,570.8569,513.3605,408.635,402.4747,396.3143,336.7645,308.0163,269.0009,258.7337,256.6803,252.5734,234.0924,207.3977,193.0236,190.9701,186.8632,164.2754,160.1685,158.115,125.26,125.26,117.0462
False,0.0,Амурская область,1,False,25000.0,70000.0,6233.3816,5933.9213,5514.6768,5206.0024,4800.5792,4459.6551,3257.2068,2897.8544,2745.8207,2589.1799,2326.5763,2174.5426,2050.1514,1985.6522,1962.6168,1446.6237,1322.2325,1280.7687,1151.7704,916.8093,902.988,889.1668,755.5614,691.0623,603.5277,580.4923,575.8852,566.6711,525.2073,465.3153,433.0657,428.4586,419.2444,368.5665,359.3524,354.7453,281.032,281.032,262.6037
False,0.0,Амурская область,1,True,50000.0,50000.0,4452.4154,4238.5152,3939.0549,3718.5731,3428.9851,3185.4679,2326.5763,2069.896,1961.3005,1849.4142,1661.8402,1553.2447,1464.3938,1418.323,1401.8692,1033.3026,944.4518,914.8348,822.6932,654.8638,644.9914,635.1191,539.6867,493.6159,431.0912,414.6374,411.3466,404.765,375.1481,332.368,309.3326,306.0419,299.4603,263.2618,256.6803,253.3895,200.7371,200.7371,187.574
False,0.0,Республика Дагестан,1,False,25000.0,200000.0,17809.6617,16954.0608,15756.2196,14874.2925,13715.9405,12741.8718,9306.3051,8279.584,7845.2021,7397.657,6647.3608,6212.9788,5857.5754,5673.2921,5607.4766,4133.2105,3777.807,3659.3392,3290.7727,2619.455,2579.9658,2540.4765,2158.7469,1974.4636,1724.3649,1658.5494,1645.3863,1619.0602,1500.5923,1329.4722,1237.3305,1224.1674,1197.8413,1053.0473,1026.7211,1013.558,802.9485,802.9485,750.2962
False,0.0,Московская область,2,False,19312.5,150000.0,13357.2463,12715.5456,11817.1647,11155.7194,10286.9554,9556.4038,6979.7288,6209.688,5883.9015,5548.2427,4985.5206,4659.7341,4393.1815,4254.9691,4205.6075,3099.9079,2833.3553,2744.5044,2468.0795,1964.5913,1934.9743,1905.3574,1619.0602,1480.8477,1293.2737,1243.9121,1234.0398,1214.2951,1125.4443,997.1041,927.9979,918.1256,898.3809,789.7854,770.0408,760.1685,602.2114,602.2114,562.7221
False,0.0,Московская область,2,True,40000.0,94654.0,8428.7786,8023.8484,7456.946,7039.5564,6491.3432,6030.3457,4404.395,3918.4787,3712.8988,3501.0891,3145.9964,2940.4165,2772.2147,2684.9989,2653.8505,1956.1245,1787.9227,1731.8555,1557.424,1239.7095,1221.0204,1202.3313,1021.6701,934.4544,816.0902,784.9417,778.712,766.2526,710.1853,629.1993,585.5914,579.3617,566.9023,498.3757,485.9163,479.6866,380.0115,380.0115,355.0927
False,0.0,Мурманская область,1,False,19312.5,80000.0,7123.8647,6781.6243,6302.4878,5949.717,5486.3762,5096.7487,3722.522,3311.8336,3138.0808,2959.0628,2658.9443,2485.1915,2343.0301,2269.3168,2242.9907,1653.2842,1511.1228,1463.7357,1316.3091,1047.782,1031.9863,1016.1906,863.4987,789.7854,689.746,663.4198,658.1545,647.6241,600.2369,531.7889,494.9322,489.667,479.1365,421.2189,410.6884,405.4232,321.1794,321.1794,300.1185
False,0.0,Мурманская область,1,True,34375.0,64947.0,5783.4205,5505.5769,5116.596,4830.2034,4454.0459,4137.7317,3022.083,2688.6707,2547.6117,2402.2781,2158.6307,2017.5717,1902.1597,1842.3165,1820.9439,1342.1981,1226.7862,1188.3155,1068.6291,850.6287,837.8052,824.9816,701.0207,641.1774,559.9616,538.589,534.3145,525.7655,487.2949,431.7261,401.8045,397.53,388.981,341.9613,333.4123,329.1378,260.7455,260.7455,243.6474
False,0.0,Ямало-Ненецкий автономный округ,1,False,26822.0,120000.0,10685.797,10172.4365,9453.7317,8924.5755,8229.5643,7645.1231,5583.7831,4967.7504,4707.1212,4438.5942,3988.4165,3727.7873,3514.5452,3403.9753,3364.486,2479.9263,2266.6842,2195.6035,1974.4636,1571.673,1547.9795,1524.2859,1295.2481,1184.6782,1034.6189,995.1297,987.2318,971.4361,900.3554,797.6833,742.3983,734.5005,718.7048,631.8284,616.0326,608.1348,481.7691,481.7691,450.1777
False,0.0,Город федерального значения Москва,0,False,25000.0,150000.0,13357.2463,12715.5456,11817.1647,11155.7194,10286.9554,9556.4038,6979.7288,6209.688,5883.9015,5548.2427,4985.5206,4659.7341,4393.1815,4254.9691,4205.6075,3099.9079,2833.3553,2744.5044,2468.0795,1964.5913,1934.9743,1905.3574,1619.0602,1480.8477,1293.2737,1243.9121,1234.0398,1214.2951,1125.4443,997.1041,927.9979,918.1256,898.3809,789.7854,770.0408,760.1685,602.2114,602.2114,562.7221
False,0.0,Город федерального значения Москва,0,True,36250.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,0.0,Донецкая область,1,False,48750.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,2.0,Саратовская область,2,False,16242.0,400000.0,35619.3234,33908.1216,31512.4391,29748.585,27431.881,25483.7436,18612.6102,16559.1681,15690.4041,14795.3139,13294.7216,12425.9576,11715.1507,11346.5842,11214.9533,8266.421,7555.6141,7318.6784,6581.5453,5238.9101,5159.9316,5080.953,4317.4937,3948.9272,3448.7298,3317.0989,3290.7727,3238.1203,3001.1847,2658.9443,2474.6611,2448.3349,2395.6825,2106.0945,2053.4421,2027.116,1605.8971,1605.8971,1500.5923
False,2.0,Саратовская область,2,True,20000.0,30000.0,2671.4493,2543.1091,2363.4329,2231.1439,2057.3911,1911.2808,1395.9458,1241.9376,1176.7803,1109.6485,997.1041,931.9468,878.6363,850.9938,841.1215,619.9816,566.6711,548.9009,493.6159,392.9183,386.9949,381.0715,323.812,296.1695,258.6547,248.7824,246.808,242.859,225.0889,199.4208,185.5996,183.6251,179.6762,157.9571,154.0082,152.0337,120.4423,120.4423,112.5444
False,2.0,Удмуртская Республика,1,False,20000.0,200000.0,17809.6617,16954.0608,15756.2196,14874.2925,13715.9405,12741.8718,9306.3051,8279.584,7845.2021,7397.657,6647.3608,6212.9788,5857.5754,5673.2921,5607.4766,4133.2105,3777.807,3659.3392,3290.7727,2619.455,2579.9658,2540.4765,2158.7469,1974.4636,1724.3649,1658.5494,1645.3863,1619.0602,1500.5923,1329.4722,1237.3305,1224.1674,1197.8413,1053.0473,1026.7211,1013.558,802.9485,802.9485,750.2962
False,2.0,Удмуртская Республика,1,True,20000.0,20000.0,1780.9662,1695.4061,1575.622,1487.4292,1371.5941,1274.1872,930.6305,827.9584,784.5202,739.7657,664.7361,621.2979,585.7575,567.3292,560.7477,413.321,377.7807,365.9339,329.0773,261.9455,257.9966,254.0477,215.8747,197.4464,172.4365,165.8549,164.5386,161.906,150.0592,132.9472,123.7331,122.4167,119.7841,105.3047,102.6721,101.3558,80.2949,80.2949,75.0296
False,2.0,Республика Башкортостан,0,False,20000.0,150000.0,13357.2463,12715.5456,11817.1647,11155.7194,10286.9554,9556.4038,6979.7288,6209.688,5883.9015,5548.2427,4985.5206,4659.7341,4393.1815,4254.9691,4205.6075,3099.9079,2833.3553,2744.5044,2468.0795,1964.5913,1934.9743,1905.3574,1619.0602,1480.8477,1293.2737,1243.9121,1234.0398,1214.2951,1125.4443,997.1041,927.9979,918.1256,898.3809,789.7854,770.0408,760.1685,602.2114,602.2114,562.7221
False,2.0,Республика Башкортостан,0,True,27000.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,2.0,Республика Карелия,1,False,28750.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,2.0,Республика Карелия,1,True,67500.0,67500.0,6010.7608,5721.9955,5317.7241,5020.0737,4629.1299,4300.3817,3140.878,2794.3596,2647.7557,2496.7092,2243.4843,2096.8803,1976.9317,1914.7361,1892.5234,1394.9585,1275.0099,1235.027,1110.6358,884.0661,870.7384,857.4108,728.5771,666.3815,581.9731,559.7604,555.3179,546.4328,506.4499,448.6969,417.5991,413.1565,404.2714,355.4034,346.5184,342.0758,270.9951,270.9951,253.225
