is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Дисциплинированность (СК) (593_4),"Ответственность , добросовестность (СК) (614_4)",Подача корма в кормушки (5322_14),Содержание сельскохозяйственных животных (4689_14),"Личные установки и ценности, мировоззрение (2043_4)",Выполнение работ по уходу за животными (5326_14),Пунктуальность (СК) (612_4),Соблюдение правил внутреннего распорядка и режима работы (4476_14),Кормление сельскохозяйственных животных (4684_14),Командность (СК) (1371_4),Коммуникабельность (СК) (617_4),Целеустремленность (СК) (588_4),Лечение скота и птицы (4350_14),Аккуратность (СК) (575_4),Трудолюбие (СК) (597_4)
False,0.0,Астраханская область,1,False,12972.0,20000.0,2480.5195,2272.7273,2194.8052,1688.3117,1662.3377,1337.6623,1129.8701,1051.9481,1038.961,1025.974,974.026,909.0909,805.1948,740.2597,688.3117
False,0.0,Республика Северная Осетия,1,False,12972.0,15000.0,1860.3896,1704.5455,1646.1039,1266.2338,1246.7532,1003.2468,847.4026,788.961,779.2208,769.4805,730.5195,681.8182,603.8961,555.1948,516.2338
False,0.0,Кабардино-Балкарская Республика,1,False,12972.0,12972.0,1608.8649,1474.0909,1423.5506,1095.039,1078.1922,867.6078,732.8338,682.2935,673.8701,665.4468,631.7532,589.6364,522.2494,480.1325,446.439
False,0.0,Республика Алтай,1,False,16000.0,16491.0,2045.3123,1873.9773,1809.7266,1392.0974,1370.6805,1102.9695,931.6344,867.3838,856.6753,845.9669,803.1331,749.5909,663.9234,610.3812,567.5474
False,0.0,Республика Дагестан,1,False,13950.0,16000.0,1984.4156,1818.1818,1755.8442,1350.6494,1329.8701,1070.1299,903.8961,841.5584,831.1688,820.7792,779.2208,727.2727,644.1558,592.2078,550.6494
False,0.0,Пермский край,1,False,14720.0,24125.0,2992.1266,2741.4773,2647.4838,2036.526,2005.1948,1613.5552,1362.9058,1268.9123,1253.2468,1237.5812,1174.9188,1096.5909,971.2662,892.9383,830.276
False,0.0,Орловская область,1,False,12000.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
False,0.0,Брянская область,1,False,12000.0,35000.0,4340.9091,3977.2727,3840.9091,2954.5455,2909.0909,2340.9091,1977.2727,1840.9091,1818.1818,1795.4545,1704.5455,1590.9091,1409.0909,1295.4545,1204.5455
False,0.0,Воронежская область,2,False,12000.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
False,0.0,Липецкая область,1,False,15000.0,54000.0,6697.4026,6136.3636,5925.974,4558.4416,4488.3117,3611.6883,3050.6494,2840.2597,2805.1948,2770.1299,2629.8701,2454.5455,2174.026,1998.7013,1858.4416
False,0.0,Псковская область,1,False,12000.0,40000.0,4961.039,4545.4545,4389.6104,3376.6234,3324.6753,2675.3247,2259.7403,2103.8961,2077.9221,2051.9481,1948.0519,1818.1818,1610.3896,1480.5195,1376.6234
False,0.0,Новгородская область,1,False,15000.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
False,0.0,Амурская область,1,False,20000.0,25000.0,3100.6494,2840.9091,2743.5065,2110.3896,2077.9221,1672.0779,1412.3377,1314.9351,1298.7013,1282.4675,1217.5325,1136.3636,1006.4935,925.3247,860.3896
False,0.0,Иркутская область,1,False,20000.0,35000.0,4340.9091,3977.2727,3840.9091,2954.5455,2909.0909,2340.9091,1977.2727,1840.9091,1818.1818,1795.4545,1704.5455,1590.9091,1409.0909,1295.4545,1204.5455
False,0.0,Архангельская область,1,False,15000.0,35000.0,4340.9091,3977.2727,3840.9091,2954.5455,2909.0909,2340.9091,1977.2727,1840.9091,1818.1818,1795.4545,1704.5455,1590.9091,1409.0909,1295.4545,1204.5455
False,0.0,Ямало-Ненецкий автономный округ,1,False,30000.0,46000.0,5705.1948,5227.2727,5048.0519,3883.1169,3823.3766,3076.6234,2598.7013,2419.4805,2389.6104,2359.7403,2240.2597,2090.9091,1851.9481,1702.5974,1583.1169
False,0.0,Камчатский край,1,False,29023.0,29023.0,3599.6058,3298.0682,3184.9916,2449.9935,2412.3013,1941.1487,1639.611,1526.5344,1507.6883,1488.8422,1413.4578,1319.2273,1168.4584,1074.2279,998.8435
False,2.0,Республика Башкортостан,0,False,15000.0,22500.0,2790.5844,2556.8182,2469.1558,1899.3506,1870.1299,1504.8701,1271.1039,1183.4416,1168.8312,1154.2208,1095.7792,1022.7273,905.8442,832.7922,774.3506
False,2.0,Оренбургская область,2,False,20000.0,20000.0,2480.5195,2272.7273,2194.8052,1688.3117,1662.3377,1337.6623,1129.8701,1051.9481,1038.961,1025.974,974.026,909.0909,805.1948,740.2597,688.3117
False,2.0,Волгоградская область,2,False,15000.0,20000.0,2480.5195,2272.7273,2194.8052,1688.3117,1662.3377,1337.6623,1129.8701,1051.9481,1038.961,1025.974,974.026,909.0909,805.1948,740.2597,688.3117
False,2.0,Самарская область,0,False,20000.0,20000.0,2480.5195,2272.7273,2194.8052,1688.3117,1662.3377,1337.6623,1129.8701,1051.9481,1038.961,1025.974,974.026,909.0909,805.1948,740.2597,688.3117
False,2.0,Новосибирская область,0,False,15487.5,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
False,2.0,Алтайский край,2,False,12972.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
False,2.0,Свердловская область,0,False,20000.0,20000.0,2480.5195,2272.7273,2194.8052,1688.3117,1662.3377,1337.6623,1129.8701,1051.9481,1038.961,1025.974,974.026,909.0909,805.1948,740.2597,688.3117
False,2.0,Республика Крым,1,False,14000.0,14000.0,1736.3636,1590.9091,1536.3636,1181.8182,1163.6364,936.3636,790.9091,736.3636,727.2727,718.1818,681.8182,636.3636,563.6364,518.1818,481.8182
False,2.0,Челябинская область,0,False,15487.5,15487.5,1920.8523,1759.9432,1699.6023,1307.3864,1287.2727,1035.8523,874.9432,814.6023,804.5455,794.4886,754.2614,703.9773,623.5227,573.2386,533.0114
False,2.0,Тюменская область,1,False,15000.0,15000.0,1860.3896,1704.5455,1646.1039,1266.2338,1246.7532,1003.2468,847.4026,788.961,779.2208,769.4805,730.5195,681.8182,603.8961,555.1948,516.2338
False,2.0,Чувашская Республика,1,False,22500.0,22500.0,2790.5844,2556.8182,2469.1558,1899.3506,1870.1299,1504.8701,1271.1039,1183.4416,1168.8312,1154.2208,1095.7792,1022.7273,905.8442,832.7922,774.3506
False,2.0,Калужская область,1,False,35000.0,35000.0,4340.9091,3977.2727,3840.9091,2954.5455,2909.0909,2340.9091,1977.2727,1840.9091,1818.1818,1795.4545,1704.5455,1590.9091,1409.0909,1295.4545,1204.5455
False,2.0,Краснодарский край,0,False,12000.0,35000.0,4340.9091,3977.2727,3840.9091,2954.5455,2909.0909,2340.9091,1977.2727,1840.9091,1818.1818,1795.4545,1704.5455,1590.9091,1409.0909,1295.4545,1204.5455
False,2.0,Приморский край,1,False,14500.0,35000.0,4340.9091,3977.2727,3840.9091,2954.5455,2909.0909,2340.9091,1977.2727,1840.9091,1818.1818,1795.4545,1704.5455,1590.9091,1409.0909,1295.4545,1204.5455
False,2.0,Еврейская автономная область,1,False,20468.0,21000.0,2604.5455,2386.3636,2304.5455,1772.7273,1745.4545,1404.5455,1186.3636,1104.5455,1090.9091,1077.2727,1022.7273,954.5455,845.4545,777.2727,722.7273
False,2.0,Забайкальский край,1,False,20000.0,25000.0,3100.6494,2840.9091,2743.5065,2110.3896,2077.9221,1672.0779,1412.3377,1314.9351,1298.7013,1282.4675,1217.5325,1136.3636,1006.4935,925.3247,860.3896
False,2.0,Владимирская область,1,False,25000.0,25000.0,3100.6494,2840.9091,2743.5065,2110.3896,2077.9221,1672.0779,1412.3377,1314.9351,1298.7013,1282.4675,1217.5325,1136.3636,1006.4935,925.3247,860.3896
False,2.0,Ленинградская область,1,False,20000.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
False,2.0,Республика Карелия,1,False,25000.0,25000.0,3100.6494,2840.9091,2743.5065,2110.3896,2077.9221,1672.0779,1412.3377,1314.9351,1298.7013,1282.4675,1217.5325,1136.3636,1006.4935,925.3247,860.3896
False,2.0,Томская область,1,False,29000.0,29000.0,3596.7532,3295.4545,3182.4675,2448.0519,2410.3896,1939.6104,1638.3117,1525.3247,1506.4935,1487.6623,1412.3377,1318.1818,1167.5325,1073.3766,998.0519
False,2.0,Тульская область,1,False,45000.0,45000.0,5581.1688,5113.6364,4938.3117,3798.7013,3740.2597,3009.7403,2542.2078,2366.8831,2337.6623,2308.4416,2191.5584,2045.4545,1811.6883,1665.5844,1548.7013
False,2.0,Белгородская область,2,False,30000.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
False,2.0,Московская область,2,False,25000.0,25000.0,3100.6494,2840.9091,2743.5065,2110.3896,2077.9221,1672.0779,1412.3377,1314.9351,1298.7013,1282.4675,1217.5325,1136.3636,1006.4935,925.3247,860.3896
False,2.0,Сахалинская область,1,False,25168.75,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
False,2.0,Город федерального значения Санкт-Петербург,0,False,70000.0,70000.0,8681.8182,7954.5455,7681.8182,5909.0909,5818.1818,4681.8182,3954.5455,3681.8182,3636.3636,3590.9091,3409.0909,3181.8182,2818.1818,2590.9091,2409.0909
False,2.0,Пермский край,1,False,30000.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
False,2.0,Воронежская область,2,False,12000.0,12000.0,1488.3117,1363.6364,1316.8831,1012.987,997.4026,802.5974,677.9221,631.1688,623.3766,615.5844,584.4156,545.4545,483.1169,444.1558,412.987
False,2.0,Амурская область,1,False,20000.0,20000.0,2480.5195,2272.7273,2194.8052,1688.3117,1662.3377,1337.6623,1129.8701,1051.9481,1038.961,1025.974,974.026,909.0909,805.1948,740.2597,688.3117
False,2.0,Камчатский край,1,False,90000.0,90000.0,11162.3377,10227.2727,9876.6234,7597.4026,7480.5195,6019.4805,5084.4156,4733.7662,4675.3247,4616.8831,4383.1169,4090.9091,3623.3766,3331.1688,3097.4026
False,2.0,Магаданская область,1,False,31980.0,31980.0,3966.3506,3634.0909,3509.4935,2699.6104,2658.0779,2138.9221,1806.6623,1682.0649,1661.2987,1640.5325,1557.4675,1453.6364,1287.5065,1183.6753,1100.6104
True,1.0,Нижегородская область,0,False,16171.25,16171.25,2005.655,1837.642,1774.6372,1365.1055,1344.1039,1081.5836,913.5706,850.5657,840.0649,829.5641,787.5609,735.0568,651.0503,598.5463,556.543
True,1.0,Тюменская область,1,False,25000.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
True,1.0,Забайкальский край,1,False,20000.0,20000.0,2480.5195,2272.7273,2194.8052,1688.3117,1662.3377,1337.6623,1129.8701,1051.9481,1038.961,1025.974,974.026,909.0909,805.1948,740.2597,688.3117
True,1.0,Томская область,1,False,24000.0,24000.0,2976.6234,2727.2727,2633.7662,2025.974,1994.8052,1605.1948,1355.8442,1262.3377,1246.7532,1231.1688,1168.8312,1090.9091,966.2338,888.3117,825.974
True,1.0,Хабаровский край,1,False,77000.0,77000.0,9550.0,8750.0,8450.0,6500.0,6400.0,5150.0,4350.0,4050.0,4000.0,3950.0,3750.0,3500.0,3100.0,2850.0,2650.0
True,1.0,Город федерального значения Санкт-Петербург,0,False,40000.0,40000.0,4961.039,4545.4545,4389.6104,3376.6234,3324.6753,2675.3247,2259.7403,2103.8961,2077.9221,2051.9481,1948.0519,1818.1818,1610.3896,1480.5195,1376.6234
True,0.0,Республика Башкортостан,0,False,13950.0,13950.0,1730.1623,1585.2273,1530.8766,1177.5974,1159.4805,933.0195,788.0844,733.7338,724.6753,715.6169,679.3831,634.0909,561.6234,516.3312,480.0974
True,0.0,Кировская область,1,False,20000.0,20000.0,2480.5195,2272.7273,2194.8052,1688.3117,1662.3377,1337.6623,1129.8701,1051.9481,1038.961,1025.974,974.026,909.0909,805.1948,740.2597,688.3117
True,0.0,Нижегородская область,0,False,24125.0,24125.0,2992.1266,2741.4773,2647.4838,2036.526,2005.1948,1613.5552,1362.9058,1268.9123,1253.2468,1237.5812,1174.9188,1096.5909,971.2662,892.9383,830.276
True,0.0,Волгоградская область,2,False,14720.0,14720.0,1825.6623,1672.7273,1615.3766,1242.5974,1223.4805,984.5195,831.5844,774.2338,764.6753,755.1169,716.8831,669.0909,592.6234,544.8312,506.5974
True,0.0,Рязанская область,1,False,15000.0,15000.0,1860.3896,1704.5455,1646.1039,1266.2338,1246.7532,1003.2468,847.4026,788.961,779.2208,769.4805,730.5195,681.8182,603.8961,555.1948,516.2338
True,0.0,Тверская область,1,False,15000.0,15000.0,1860.3896,1704.5455,1646.1039,1266.2338,1246.7532,1003.2468,847.4026,788.961,779.2208,769.4805,730.5195,681.8182,603.8961,555.1948,516.2338
True,0.0,Смоленская область,1,False,15000.0,24125.0,2992.1266,2741.4773,2647.4838,2036.526,2005.1948,1613.5552,1362.9058,1268.9123,1253.2468,1237.5812,1174.9188,1096.5909,971.2662,892.9383,830.276
True,0.0,Тамбовская область,2,False,20000.0,20000.0,2480.5195,2272.7273,2194.8052,1688.3117,1662.3377,1337.6623,1129.8701,1051.9481,1038.961,1025.974,974.026,909.0909,805.1948,740.2597,688.3117
True,0.0,Алтайский край,2,False,15000.0,15000.0,1860.3896,1704.5455,1646.1039,1266.2338,1246.7532,1003.2468,847.4026,788.961,779.2208,769.4805,730.5195,681.8182,603.8961,555.1948,516.2338
True,0.0,Ростовская область,0,False,20000.0,20000.0,2480.5195,2272.7273,2194.8052,1688.3117,1662.3377,1337.6623,1129.8701,1051.9481,1038.961,1025.974,974.026,909.0909,805.1948,740.2597,688.3117
True,0.0,Ивановская область,1,False,14720.0,15000.0,1860.3896,1704.5455,1646.1039,1266.2338,1246.7532,1003.2468,847.4026,788.961,779.2208,769.4805,730.5195,681.8182,603.8961,555.1948,516.2338
True,0.0,Саратовская область,2,False,20000.0,20000.0,2480.5195,2272.7273,2194.8052,1688.3117,1662.3377,1337.6623,1129.8701,1051.9481,1038.961,1025.974,974.026,909.0909,805.1948,740.2597,688.3117
True,0.0,Калужская область,1,False,20000.0,35000.0,4340.9091,3977.2727,3840.9091,2954.5455,2909.0909,2340.9091,1977.2727,1840.9091,1818.1818,1795.4545,1704.5455,1590.9091,1409.0909,1295.4545,1204.5455
True,0.0,Владимирская область,1,False,20000.0,20000.0,2480.5195,2272.7273,2194.8052,1688.3117,1662.3377,1337.6623,1129.8701,1051.9481,1038.961,1025.974,974.026,909.0909,805.1948,740.2597,688.3117
True,0.0,Томская область,1,False,16000.0,25000.0,3100.6494,2840.9091,2743.5065,2110.3896,2077.9221,1672.0779,1412.3377,1314.9351,1298.7013,1282.4675,1217.5325,1136.3636,1006.4935,925.3247,860.3896
True,0.0,Курская область,2,False,30000.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
True,0.0,Красноярский край,1,False,70000.0,70000.0,8681.8182,7954.5455,7681.8182,5909.0909,5818.1818,4681.8182,3954.5455,3681.8182,3636.3636,3590.9091,3409.0909,3181.8182,2818.1818,2590.9091,2409.0909
True,0.0,Тульская область,1,False,35000.0,35000.0,4340.9091,3977.2727,3840.9091,2954.5455,2909.0909,2340.9091,1977.2727,1840.9091,1818.1818,1795.4545,1704.5455,1590.9091,1409.0909,1295.4545,1204.5455
True,0.0,Белгородская область,2,False,40000.0,45000.0,5581.1688,5113.6364,4938.3117,3798.7013,3740.2597,3009.7403,2542.2078,2366.8831,2337.6623,2308.4416,2191.5584,2045.4545,1811.6883,1665.5844,1548.7013
True,0.0,Ханты-Мансийский автономный округ — Югра,1,False,27000.0,27000.0,3348.7013,3068.1818,2962.987,2279.2208,2244.1558,1805.8442,1525.3247,1420.1299,1402.5974,1385.0649,1314.9351,1227.2727,1087.013,999.3506,929.2208
True,0.0,Орловская область,1,False,30000.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
True,0.0,Брянская область,1,False,20000.0,35000.0,4340.9091,3977.2727,3840.9091,2954.5455,2909.0909,2340.9091,1977.2727,1840.9091,1818.1818,1795.4545,1704.5455,1590.9091,1409.0909,1295.4545,1204.5455
True,0.0,Воронежская область,2,False,30000.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
True,0.0,Липецкая область,1,False,30000.0,35000.0,4340.9091,3977.2727,3840.9091,2954.5455,2909.0909,2340.9091,1977.2727,1840.9091,1818.1818,1795.4545,1704.5455,1590.9091,1409.0909,1295.4545,1204.5455
True,0.0,Псковская область,1,False,20000.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
True,0.0,Город федерального значения Москва,0,False,40000.0,40000.0,4961.039,4545.4545,4389.6104,3376.6234,3324.6753,2675.3247,2259.7403,2103.8961,2077.9221,2051.9481,1948.0519,1818.1818,1610.3896,1480.5195,1376.6234
True,2.0,Город федерального значения Москва,0,False,35000.0,35000.0,4340.9091,3977.2727,3840.9091,2954.5455,2909.0909,2340.9091,1977.2727,1840.9091,1818.1818,1795.4545,1704.5455,1590.9091,1409.0909,1295.4545,1204.5455
