is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",(крановщик) Управление автомобильным краном (5200_30),Дисциплинированность (СК) (593_4),(крановщик) Управление мостовыми кранами (5203_30),(стропальщик) Работы по погрузке выгрузке (обобщенные) (1941_30),"Личные установки и ценности, мировоззрение (2043_4)",Аккуратность (СК) (575_4),(крановщик) Работа на кране (4417_30),(крановщик) Эксплуатация мостовых кранов (4866_30),"(крановщик) Эксплуатация пневмоколесных, гусеничных кранов (5011_30)",(АГП) Обслуживание и ремонт (3691_30),(крановщик) Выполнять погрузочно-разгрузочные работы (5355_30),(крановщик) Управление автомобильным краном 25-60т (5201_30),(АГП) Выявление и устранение неисправностей (4337_30),Склонность к здоровому образу жизни (СК) (1662_4),Командность (СК) (1371_4),(крановщик) автокран сортировка (5219_30),"(крановщик) (Проходная) Управление грузоподъемными механизмами, кранами, и специальными погрузочными машинами (4416_30)",(крановщик) Знание устройства и конструктивных особенностей ГПМ (4831_30),(крановщик) Подготовка крана (4419_30),(крановщик) Управление пневмоколесными кранами (5209_30),(крановщик) Регулирование грузоподъемных механизмов и погрузочных устройств (5390_30),Высокая работоспособность (СК) (586_4),(крановщик) Управление шлюзовыми кранами (5211_30),(крановщик) Эксплуатация автомобильного крана (5009_30),(крановщик) Погрузка-разгрузка (4421_30),"(крановщик) Осмотр, обслуживание креплений, и регулировка механизмов (5388_30)",(крановщик) Техническое обслуживание и ремонт грузоподъемного механизма (5414_30),(крановщик) Перемещение различных грузов (5331_30),(крановщик) Управление механизмами крана (5226_30),Коммуникабельность (СК) (617_4),(крановщик) Неоднородные группы разбор (5302_30),(крановщик) Выявление и устранение неисправностей обслуживаемых автокранов грузоподъемных механизмов машин (4829_30)
False,0.0,Ростовская область,0,False,16500.0,140000.0,20159.369,14773.02,13263.0393,8518.9955,8045.718,7854.1533,5746.9414,5025.7566,4946.877,4834.1919,4586.2846,3989.0534,3200.2576,3121.378,2817.1281,2456.5357,2231.1655,2197.3599,1983.2582,1848.0361,1780.425,1690.2769,1588.8603,1543.7862,1476.1751,1408.5641,1408.5641,1363.49,1295.8789,1250.8049,1250.8049,1205.7308,1138.1198
False,0.0,Ростовская область,0,True,16500.0,16500.0,2375.9256,1741.1059,1563.1439,1004.0245,948.2453,925.6681,677.3181,592.3213,583.0248,569.744,540.5264,470.1384,377.1732,367.8767,332.0187,289.5203,262.9588,258.9746,233.7411,217.8042,209.8358,199.2112,187.2585,181.9462,173.9778,166.0093,166.0093,160.697,152.7286,147.4163,147.4163,142.104,134.1355
False,0.0,Тверская область,1,False,15000.0,50000.0,7199.7746,5276.0786,4736.7997,3042.4984,2873.4707,2805.0547,2052.4791,1794.9131,1766.7418,1726.4971,1637.9588,1424.6619,1142.9491,1114.7778,1006.1172,877.3342,796.8448,784.7714,708.3065,660.0129,635.8661,603.6703,567.4501,551.3522,527.2054,503.0586,503.0586,486.9607,462.8139,446.716,446.716,430.6182,406.4713
False,0.0,Кемеровская область,1,False,16500.0,66000.0,9503.7025,6964.4237,6252.5757,4016.0979,3792.9813,3702.6722,2709.2724,2369.2853,2332.0992,2278.9762,2162.1056,1880.5538,1508.6929,1471.5068,1328.0747,1158.0811,1051.8352,1035.8983,934.9646,871.217,839.3432,796.8448,749.0341,727.7849,695.9111,664.0373,664.0373,642.7882,610.9144,589.6652,589.6652,568.416,536.5422
False,0.0,Тульская область,1,False,15000.0,55000.0,7919.7521,5803.6864,5210.4797,3346.7482,3160.8178,3085.5602,2257.727,1974.4044,1943.416,1899.1468,1801.7547,1567.1281,1257.244,1226.2556,1106.7289,965.0676,876.5293,863.2486,779.1372,726.0142,699.4527,664.0373,624.1951,606.4874,579.9259,553.3645,553.3645,535.6568,509.0953,491.3876,491.3876,473.68,447.1185
False,0.0,Калужская область,1,False,15000.0,50000.0,7199.7746,5276.0786,4736.7997,3042.4984,2873.4707,2805.0547,2052.4791,1794.9131,1766.7418,1726.4971,1637.9588,1424.6619,1142.9491,1114.7778,1006.1172,877.3342,796.8448,784.7714,708.3065,660.0129,635.8661,603.6703,567.4501,551.3522,527.2054,503.0586,503.0586,486.9607,462.8139,446.716,446.716,430.6182,406.4713
False,0.0,Самарская область,0,False,16500.0,55000.0,7919.7521,5803.6864,5210.4797,3346.7482,3160.8178,3085.5602,2257.727,1974.4044,1943.416,1899.1468,1801.7547,1567.1281,1257.244,1226.2556,1106.7289,965.0676,876.5293,863.2486,779.1372,726.0142,699.4527,664.0373,624.1951,606.4874,579.9259,553.3645,553.3645,535.6568,509.0953,491.3876,491.3876,473.68,447.1185
False,0.0,Орловская область,1,False,15000.0,55000.0,7919.7521,5803.6864,5210.4797,3346.7482,3160.8178,3085.5602,2257.727,1974.4044,1943.416,1899.1468,1801.7547,1567.1281,1257.244,1226.2556,1106.7289,965.0676,876.5293,863.2486,779.1372,726.0142,699.4527,664.0373,624.1951,606.4874,579.9259,553.3645,553.3645,535.6568,509.0953,491.3876,491.3876,473.68,447.1185
False,0.0,Республика Татарстан,0,False,15000.0,65600.0,9446.1043,6922.2151,6214.6813,3991.7579,3769.9936,3680.2318,2692.8525,2354.9259,2317.9652,2265.1642,2149.0019,1869.1565,1499.5493,1462.5885,1320.0258,1151.0625,1045.4604,1029.6201,929.2981,865.9369,834.2563,792.0155,744.4945,723.3741,691.6935,660.0129,660.0129,638.8925,607.2118,586.0914,586.0914,564.971,533.2904
False,0.0,Республика Татарстан,0,True,26000.0,26000.0,3743.8828,2743.5608,2463.1359,1582.0992,1494.2048,1458.6285,1067.2891,933.3548,918.7057,897.7785,851.7386,740.8242,594.3335,579.6845,523.1809,456.2138,414.3593,408.0811,368.3194,343.2067,330.6504,313.9086,295.0741,286.7032,274.1468,261.5905,261.5905,253.2196,240.6632,232.2923,232.2923,223.9214,211.3651
False,0.0,Республика Мордовия,1,False,15000.0,80000.0,11519.6394,8441.7257,7578.8796,4867.9974,4597.5531,4488.0876,3283.9665,2871.8609,2826.7869,2762.3954,2620.7341,2279.4591,1828.7186,1783.6446,1609.7875,1403.7347,1274.9517,1255.6343,1133.2904,1056.0206,1017.3857,965.8725,907.9202,882.1636,843.5287,804.8938,804.8938,779.1372,740.5023,714.7457,714.7457,688.9891,650.3542
False,0.0,Вологодская область,1,False,15000.0,60000.0,8639.7296,6331.2943,5684.1597,3650.9981,3448.1648,3366.0657,2462.9749,2153.8957,2120.0901,2071.7965,1965.5505,1709.5943,1371.539,1337.7334,1207.3406,1052.801,956.2138,941.7257,849.9678,792.0155,763.0393,724.4044,680.9401,661.6227,632.6465,603.6703,603.6703,584.3529,555.3767,536.0592,536.0592,516.7418,487.7656
False,0.0,Нижегородская область,0,False,15000.0,80000.0,11519.6394,8441.7257,7578.8796,4867.9974,4597.5531,4488.0876,3283.9665,2871.8609,2826.7869,2762.3954,2620.7341,2279.4591,1828.7186,1783.6446,1609.7875,1403.7347,1274.9517,1255.6343,1133.2904,1056.0206,1017.3857,965.8725,907.9202,882.1636,843.5287,804.8938,804.8938,779.1372,740.5023,714.7457,714.7457,688.9891,650.3542
False,0.0,Нижегородская область,0,True,45000.0,45000.0,6479.7972,4748.4707,4263.1198,2738.2486,2586.1236,2524.5493,1847.2312,1615.4218,1590.0676,1553.8474,1474.1629,1282.1958,1028.6542,1003.3001,905.5055,789.6008,717.1603,706.2943,637.4759,594.0116,572.2795,543.3033,510.7051,496.217,474.4849,452.7527,452.7527,438.2646,416.5325,402.0444,402.0444,387.5563,365.8242
False,0.0,Ставропольский край,2,False,15000.0,55000.0,7919.7521,5803.6864,5210.4797,3346.7482,3160.8178,3085.5602,2257.727,1974.4044,1943.416,1899.1468,1801.7547,1567.1281,1257.244,1226.2556,1106.7289,965.0676,876.5293,863.2486,779.1372,726.0142,699.4527,664.0373,624.1951,606.4874,579.9259,553.3645,553.3645,535.6568,509.0953,491.3876,491.3876,473.68,447.1185
False,0.0,Брянская область,1,False,15000.0,64600.0,9302.1088,6816.6935,6119.9453,3930.9079,3712.5241,3624.1307,2651.803,2319.0277,2282.6304,2230.6343,2116.2428,1840.6632,1476.6903,1440.293,1299.9034,1133.5158,1029.5235,1013.9247,915.132,852.7366,821.539,779.942,733.1455,712.3471,681.1494,649.9517,649.9517,629.1533,597.9556,577.1571,577.1571,556.3587,525.161
False,0.0,Белгородская область,2,False,16500.0,70000.0,10079.6845,7386.51,6631.5196,4259.4977,4022.859,3927.0766,2873.4707,2512.8783,2473.4385,2417.0959,2293.1423,1994.5267,1600.1288,1560.689,1408.5641,1228.2679,1115.5827,1098.68,991.6291,924.018,890.2125,845.1384,794.4301,771.8931,738.0876,704.282,704.282,681.745,647.9395,625.4024,625.4024,602.8654,569.0599
False,0.0,Пензенская область,1,False,15000.0,80000.0,11519.6394,8441.7257,7578.8796,4867.9974,4597.5531,4488.0876,3283.9665,2871.8609,2826.7869,2762.3954,2620.7341,2279.4591,1828.7186,1783.6446,1609.7875,1403.7347,1274.9517,1255.6343,1133.2904,1056.0206,1017.3857,965.8725,907.9202,882.1636,843.5287,804.8938,804.8938,779.1372,740.5023,714.7457,714.7457,688.9891,650.3542
False,0.0,Ленинградская область,1,False,16500.0,59000.0,8495.7341,6225.7727,5589.4237,3590.1481,3390.6954,3309.9646,2421.9253,2117.9974,2084.7553,2037.2666,1932.7914,1681.1011,1348.68,1315.4379,1187.2183,1035.2543,940.2769,926.0303,835.8017,778.8152,750.322,712.331,669.5911,650.5956,622.1024,593.6091,593.6091,574.6137,546.1204,527.1249,527.1249,508.1294,479.6362
False,0.0,Оренбургская область,2,False,15000.0,105000.0,15119.5267,11079.765,9947.2795,6389.2466,6034.2885,5890.6149,4310.2061,3769.3175,3710.1578,3625.6439,3439.7135,2991.7901,2400.1932,2341.0335,2112.8461,1842.4018,1673.3741,1648.02,1487.4437,1386.027,1335.3187,1267.7077,1191.6452,1157.8397,1107.1314,1056.4231,1056.4231,1022.6175,971.9092,938.1037,938.1037,904.2981,853.5898
False,0.0,Липецкая область,1,False,15000.0,80000.0,11519.6394,8441.7257,7578.8796,4867.9974,4597.5531,4488.0876,3283.9665,2871.8609,2826.7869,2762.3954,2620.7341,2279.4591,1828.7186,1783.6446,1609.7875,1403.7347,1274.9517,1255.6343,1133.2904,1056.0206,1017.3857,965.8725,907.9202,882.1636,843.5287,804.8938,804.8938,779.1372,740.5023,714.7457,714.7457,688.9891,650.3542
False,0.0,Чувашская Республика,1,False,15000.0,80000.0,11519.6394,8441.7257,7578.8796,4867.9974,4597.5531,4488.0876,3283.9665,2871.8609,2826.7869,2762.3954,2620.7341,2279.4591,1828.7186,1783.6446,1609.7875,1403.7347,1274.9517,1255.6343,1133.2904,1056.0206,1017.3857,965.8725,907.9202,882.1636,843.5287,804.8938,804.8938,779.1372,740.5023,714.7457,714.7457,688.9891,650.3542
False,0.0,Курская область,2,False,15000.0,55000.0,7919.7521,5803.6864,5210.4797,3346.7482,3160.8178,3085.5602,2257.727,1974.4044,1943.416,1899.1468,1801.7547,1567.1281,1257.244,1226.2556,1106.7289,965.0676,876.5293,863.2486,779.1372,726.0142,699.4527,664.0373,624.1951,606.4874,579.9259,553.3645,553.3645,535.6568,509.0953,491.3876,491.3876,473.68,447.1185
False,0.0,Республика Крым,1,False,23600.0,30000.0,4319.8648,3165.6471,2842.0798,1825.499,1724.0824,1683.0328,1231.4874,1076.9478,1060.0451,1035.8983,982.7753,854.7972,685.7695,668.8667,603.6703,526.4005,478.1069,470.8628,424.9839,396.0077,381.5196,362.2022,340.4701,330.8113,316.3232,301.8352,301.8352,292.1764,277.6883,268.0296,268.0296,258.3709,243.8828
False,0.0,Владимирская область,1,False,500.0,55000.0,7919.7521,5803.6864,5210.4797,3346.7482,3160.8178,3085.5602,2257.727,1974.4044,1943.416,1899.1468,1801.7547,1567.1281,1257.244,1226.2556,1106.7289,965.0676,876.5293,863.2486,779.1372,726.0142,699.4527,664.0373,624.1951,606.4874,579.9259,553.3645,553.3645,535.6568,509.0953,491.3876,491.3876,473.68,447.1185
False,0.0,Рязанская область,1,False,16500.0,55000.0,7919.7521,5803.6864,5210.4797,3346.7482,3160.8178,3085.5602,2257.727,1974.4044,1943.416,1899.1468,1801.7547,1567.1281,1257.244,1226.2556,1106.7289,965.0676,876.5293,863.2486,779.1372,726.0142,699.4527,664.0373,624.1951,606.4874,579.9259,553.3645,553.3645,535.6568,509.0953,491.3876,491.3876,473.68,447.1185
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,24000.0,117000.0,16847.4726,12346.0238,11084.1114,7119.4462,6723.9214,6563.8281,4802.801,4200.0966,4134.1758,4040.0032,3832.8236,3333.709,2674.501,2608.5802,2354.3142,2052.962,1864.6169,1836.3651,1657.4372,1544.4301,1487.9266,1412.5885,1327.8332,1290.1642,1233.6607,1177.1571,1177.1571,1139.4881,1082.9845,1045.3155,1045.3155,1007.6465,951.1429
False,0.0,Хабаровский край,1,False,18000.0,100000.0,14399.5493,10552.1571,9473.5995,6084.9968,5746.9414,5610.1095,4104.9581,3589.8261,3533.4836,3452.9942,3275.9176,2849.3239,2285.8983,2229.5557,2012.2344,1754.6684,1593.6896,1569.5428,1416.613,1320.0258,1271.7321,1207.3406,1134.9002,1102.7044,1054.4108,1006.1172,1006.1172,973.9214,925.6278,893.4321,893.4321,861.2363,812.9427
False,0.0,Город федерального значения Москва,0,False,25000.0,100000.0,14399.5493,10552.1571,9473.5995,6084.9968,5746.9414,5610.1095,4104.9581,3589.8261,3533.4836,3452.9942,3275.9176,2849.3239,2285.8983,2229.5557,2012.2344,1754.6684,1593.6896,1569.5428,1416.613,1320.0258,1271.7321,1207.3406,1134.9002,1102.7044,1054.4108,1006.1172,1006.1172,973.9214,925.6278,893.4321,893.4321,861.2363,812.9427
False,0.0,Краснодарский край,0,False,18000.0,100000.0,14399.5493,10552.1571,9473.5995,6084.9968,5746.9414,5610.1095,4104.9581,3589.8261,3533.4836,3452.9942,3275.9176,2849.3239,2285.8983,2229.5557,2012.2344,1754.6684,1593.6896,1569.5428,1416.613,1320.0258,1271.7321,1207.3406,1134.9002,1102.7044,1054.4108,1006.1172,1006.1172,973.9214,925.6278,893.4321,893.4321,861.2363,812.9427
False,0.0,Краснодарский край,0,True,25000.0,25000.0,3599.8873,2638.0393,2368.3999,1521.2492,1436.7354,1402.5274,1026.2395,897.4565,883.3709,863.2486,818.9794,712.331,571.4746,557.3889,503.0586,438.6671,398.4224,392.3857,354.1533,330.0064,317.933,301.8352,283.725,275.6761,263.6027,251.5293,251.5293,243.4804,231.407,223.358,223.358,215.3091,203.2357
False,0.0,Республика Коми,1,False,18000.0,70000.0,10079.6845,7386.51,6631.5196,4259.4977,4022.859,3927.0766,2873.4707,2512.8783,2473.4385,2417.0959,2293.1423,1994.5267,1600.1288,1560.689,1408.5641,1228.2679,1115.5827,1098.68,991.6291,924.018,890.2125,845.1384,794.4301,771.8931,738.0876,704.282,704.282,681.745,647.9395,625.4024,625.4024,602.8654,569.0599
False,0.0,Республика Башкортостан,0,False,18000.0,100000.0,14399.5493,10552.1571,9473.5995,6084.9968,5746.9414,5610.1095,4104.9581,3589.8261,3533.4836,3452.9942,3275.9176,2849.3239,2285.8983,2229.5557,2012.2344,1754.6684,1593.6896,1569.5428,1416.613,1320.0258,1271.7321,1207.3406,1134.9002,1102.7044,1054.4108,1006.1172,1006.1172,973.9214,925.6278,893.4321,893.4321,861.2363,812.9427
False,0.0,Алтайский край,2,False,18000.0,80000.0,11519.6394,8441.7257,7578.8796,4867.9974,4597.5531,4488.0876,3283.9665,2871.8609,2826.7869,2762.3954,2620.7341,2279.4591,1828.7186,1783.6446,1609.7875,1403.7347,1274.9517,1255.6343,1133.2904,1056.0206,1017.3857,965.8725,907.9202,882.1636,843.5287,804.8938,804.8938,779.1372,740.5023,714.7457,714.7457,688.9891,650.3542
False,0.0,Удмуртская Республика,1,False,18000.0,80000.0,11519.6394,8441.7257,7578.8796,4867.9974,4597.5531,4488.0876,3283.9665,2871.8609,2826.7869,2762.3954,2620.7341,2279.4591,1828.7186,1783.6446,1609.7875,1403.7347,1274.9517,1255.6343,1133.2904,1056.0206,1017.3857,965.8725,907.9202,882.1636,843.5287,804.8938,804.8938,779.1372,740.5023,714.7457,714.7457,688.9891,650.3542
False,0.0,Сахалинская область,1,False,20000.0,150000.0,21599.3239,15828.2357,14210.3992,9127.4952,8620.4121,8415.1642,6157.4372,5384.7392,5300.2254,5179.4913,4913.8764,4273.9858,3428.8474,3344.3335,3018.3516,2632.0026,2390.5344,2354.3142,2124.9195,1980.0386,1907.5982,1811.0109,1702.3503,1654.0567,1581.6162,1509.1758,1509.1758,1460.8822,1388.4417,1340.1481,1340.1481,1291.8545,1219.414
False,0.0,Тюменская область,1,False,18000.0,100000.0,14399.5493,10552.1571,9473.5995,6084.9968,5746.9414,5610.1095,4104.9581,3589.8261,3533.4836,3452.9942,3275.9176,2849.3239,2285.8983,2229.5557,2012.2344,1754.6684,1593.6896,1569.5428,1416.613,1320.0258,1271.7321,1207.3406,1134.9002,1102.7044,1054.4108,1006.1172,1006.1172,973.9214,925.6278,893.4321,893.4321,861.2363,812.9427
False,0.0,Иркутская область,1,False,18000.0,100000.0,14399.5493,10552.1571,9473.5995,6084.9968,5746.9414,5610.1095,4104.9581,3589.8261,3533.4836,3452.9942,3275.9176,2849.3239,2285.8983,2229.5557,2012.2344,1754.6684,1593.6896,1569.5428,1416.613,1320.0258,1271.7321,1207.3406,1134.9002,1102.7044,1054.4108,1006.1172,1006.1172,973.9214,925.6278,893.4321,893.4321,861.2363,812.9427
False,0.0,Кировская область,1,False,18000.0,80000.0,11519.6394,8441.7257,7578.8796,4867.9974,4597.5531,4488.0876,3283.9665,2871.8609,2826.7869,2762.3954,2620.7341,2279.4591,1828.7186,1783.6446,1609.7875,1403.7347,1274.9517,1255.6343,1133.2904,1056.0206,1017.3857,965.8725,907.9202,882.1636,843.5287,804.8938,804.8938,779.1372,740.5023,714.7457,714.7457,688.9891,650.3542
False,0.0,Архангельская область,1,False,18000.0,80000.0,11519.6394,8441.7257,7578.8796,4867.9974,4597.5531,4488.0876,3283.9665,2871.8609,2826.7869,2762.3954,2620.7341,2279.4591,1828.7186,1783.6446,1609.7875,1403.7347,1274.9517,1255.6343,1133.2904,1056.0206,1017.3857,965.8725,907.9202,882.1636,843.5287,804.8938,804.8938,779.1372,740.5023,714.7457,714.7457,688.9891,650.3542
False,0.0,Приморский край,1,False,18000.0,100000.0,14399.5493,10552.1571,9473.5995,6084.9968,5746.9414,5610.1095,4104.9581,3589.8261,3533.4836,3452.9942,3275.9176,2849.3239,2285.8983,2229.5557,2012.2344,1754.6684,1593.6896,1569.5428,1416.613,1320.0258,1271.7321,1207.3406,1134.9002,1102.7044,1054.4108,1006.1172,1006.1172,973.9214,925.6278,893.4321,893.4321,861.2363,812.9427
False,0.0,Пермский край,1,False,18700.0,55000.0,7919.7521,5803.6864,5210.4797,3346.7482,3160.8178,3085.5602,2257.727,1974.4044,1943.416,1899.1468,1801.7547,1567.1281,1257.244,1226.2556,1106.7289,965.0676,876.5293,863.2486,779.1372,726.0142,699.4527,664.0373,624.1951,606.4874,579.9259,553.3645,553.3645,535.6568,509.0953,491.3876,491.3876,473.68,447.1185
False,0.0,Костромская область,1,False,18000.0,70000.0,10079.6845,7386.51,6631.5196,4259.4977,4022.859,3927.0766,2873.4707,2512.8783,2473.4385,2417.0959,2293.1423,1994.5267,1600.1288,1560.689,1408.5641,1228.2679,1115.5827,1098.68,991.6291,924.018,890.2125,845.1384,794.4301,771.8931,738.0876,704.282,704.282,681.745,647.9395,625.4024,625.4024,602.8654,569.0599
False,0.0,Астраханская область,1,False,17571.0,100000.0,14399.5493,10552.1571,9473.5995,6084.9968,5746.9414,5610.1095,4104.9581,3589.8261,3533.4836,3452.9942,3275.9176,2849.3239,2285.8983,2229.5557,2012.2344,1754.6684,1593.6896,1569.5428,1416.613,1320.0258,1271.7321,1207.3406,1134.9002,1102.7044,1054.4108,1006.1172,1006.1172,973.9214,925.6278,893.4321,893.4321,861.2363,812.9427
False,0.0,Калининградская область,1,False,18000.0,70000.0,10079.6845,7386.51,6631.5196,4259.4977,4022.859,3927.0766,2873.4707,2512.8783,2473.4385,2417.0959,2293.1423,1994.5267,1600.1288,1560.689,1408.5641,1228.2679,1115.5827,1098.68,991.6291,924.018,890.2125,845.1384,794.4301,771.8931,738.0876,704.282,704.282,681.745,647.9395,625.4024,625.4024,602.8654,569.0599
False,0.0,Мурманская область,1,False,18000.0,100000.0,14399.5493,10552.1571,9473.5995,6084.9968,5746.9414,5610.1095,4104.9581,3589.8261,3533.4836,3452.9942,3275.9176,2849.3239,2285.8983,2229.5557,2012.2344,1754.6684,1593.6896,1569.5428,1416.613,1320.0258,1271.7321,1207.3406,1134.9002,1102.7044,1054.4108,1006.1172,1006.1172,973.9214,925.6278,893.4321,893.4321,861.2363,812.9427
False,0.0,Ивановская область,1,False,20000.0,100000.0,14399.5493,10552.1571,9473.5995,6084.9968,5746.9414,5610.1095,4104.9581,3589.8261,3533.4836,3452.9942,3275.9176,2849.3239,2285.8983,2229.5557,2012.2344,1754.6684,1593.6896,1569.5428,1416.613,1320.0258,1271.7321,1207.3406,1134.9002,1102.7044,1054.4108,1006.1172,1006.1172,973.9214,925.6278,893.4321,893.4321,861.2363,812.9427
False,0.0,Смоленская область,1,False,16242.0,45000.0,6479.7972,4748.4707,4263.1198,2738.2486,2586.1236,2524.5493,1847.2312,1615.4218,1590.0676,1553.8474,1474.1629,1282.1958,1028.6542,1003.3001,905.5055,789.6008,717.1603,706.2943,637.4759,594.0116,572.2795,543.3033,510.7051,496.217,474.4849,452.7527,452.7527,438.2646,416.5325,402.0444,402.0444,387.5563,365.8242
False,0.0,Ульяновская область,1,False,18000.0,45000.0,6479.7972,4748.4707,4263.1198,2738.2486,2586.1236,2524.5493,1847.2312,1615.4218,1590.0676,1553.8474,1474.1629,1282.1958,1028.6542,1003.3001,905.5055,789.6008,717.1603,706.2943,637.4759,594.0116,572.2795,543.3033,510.7051,496.217,474.4849,452.7527,452.7527,438.2646,416.5325,402.0444,402.0444,387.5563,365.8242
False,0.0,Республика Марий Эл,1,False,16242.0,70000.0,10079.6845,7386.51,6631.5196,4259.4977,4022.859,3927.0766,2873.4707,2512.8783,2473.4385,2417.0959,2293.1423,1994.5267,1600.1288,1560.689,1408.5641,1228.2679,1115.5827,1098.68,991.6291,924.018,890.2125,845.1384,794.4301,771.8931,738.0876,704.282,704.282,681.745,647.9395,625.4024,625.4024,602.8654,569.0599
False,0.0,Республика Хакасия,1,False,18000.0,100000.0,14399.5493,10552.1571,9473.5995,6084.9968,5746.9414,5610.1095,4104.9581,3589.8261,3533.4836,3452.9942,3275.9176,2849.3239,2285.8983,2229.5557,2012.2344,1754.6684,1593.6896,1569.5428,1416.613,1320.0258,1271.7321,1207.3406,1134.9002,1102.7044,1054.4108,1006.1172,1006.1172,973.9214,925.6278,893.4321,893.4321,861.2363,812.9427
False,0.0,Город федерального значения Севастополь,1,False,18000.0,70000.0,10079.6845,7386.51,6631.5196,4259.4977,4022.859,3927.0766,2873.4707,2512.8783,2473.4385,2417.0959,2293.1423,1994.5267,1600.1288,1560.689,1408.5641,1228.2679,1115.5827,1098.68,991.6291,924.018,890.2125,845.1384,794.4301,771.8931,738.0876,704.282,704.282,681.745,647.9395,625.4024,625.4024,602.8654,569.0599
False,0.0,Республика Карелия,1,False,23000.0,100000.0,14399.5493,10552.1571,9473.5995,6084.9968,5746.9414,5610.1095,4104.9581,3589.8261,3533.4836,3452.9942,3275.9176,2849.3239,2285.8983,2229.5557,2012.2344,1754.6684,1593.6896,1569.5428,1416.613,1320.0258,1271.7321,1207.3406,1134.9002,1102.7044,1054.4108,1006.1172,1006.1172,973.9214,925.6278,893.4321,893.4321,861.2363,812.9427
False,0.0,Тамбовская область,2,False,16242.0,45000.0,6479.7972,4748.4707,4263.1198,2738.2486,2586.1236,2524.5493,1847.2312,1615.4218,1590.0676,1553.8474,1474.1629,1282.1958,1028.6542,1003.3001,905.5055,789.6008,717.1603,706.2943,637.4759,594.0116,572.2795,543.3033,510.7051,496.217,474.4849,452.7527,452.7527,438.2646,416.5325,402.0444,402.0444,387.5563,365.8242
False,0.0,Красноярский край,1,False,20000.0,120000.0,17279.4591,12662.5885,11368.3194,7301.9961,6896.3297,6732.1314,4925.9498,4307.7914,4240.1803,4143.593,3931.1011,3419.1887,2743.0779,2675.4668,2414.6813,2105.6021,1912.4276,1883.4514,1699.9356,1584.0309,1526.0786,1448.8088,1361.8802,1323.2453,1265.293,1207.3406,1207.3406,1168.7057,1110.7534,1072.1185,1072.1185,1033.4836,975.5312
False,0.0,Республика Бурятия,1,False,23000.0,120000.0,17279.4591,12662.5885,11368.3194,7301.9961,6896.3297,6732.1314,4925.9498,4307.7914,4240.1803,4143.593,3931.1011,3419.1887,2743.0779,2675.4668,2414.6813,2105.6021,1912.4276,1883.4514,1699.9356,1584.0309,1526.0786,1448.8088,1361.8802,1323.2453,1265.293,1207.3406,1207.3406,1168.7057,1110.7534,1072.1185,1072.1185,1033.4836,975.5312
False,0.0,Республика Саха (Якутия),1,False,23000.0,120000.0,17279.4591,12662.5885,11368.3194,7301.9961,6896.3297,6732.1314,4925.9498,4307.7914,4240.1803,4143.593,3931.1011,3419.1887,2743.0779,2675.4668,2414.6813,2105.6021,1912.4276,1883.4514,1699.9356,1584.0309,1526.0786,1448.8088,1361.8802,1323.2453,1265.293,1207.3406,1207.3406,1168.7057,1110.7534,1072.1185,1072.1185,1033.4836,975.5312
False,0.0,Новгородская область,1,False,23000.0,83800.0,12066.8223,8842.7077,7938.8764,5099.2273,4815.9369,4701.2717,3439.9549,3008.2743,2961.0592,2893.6091,2745.2189,2387.7334,1915.5827,1868.3677,1686.2524,1470.4121,1335.5119,1315.2769,1187.1217,1106.1816,1065.7115,1011.7514,951.0464,924.0663,883.5963,843.1262,843.1262,816.1462,775.6761,748.6961,748.6961,721.716,681.246
False,0.0,Забайкальский край,1,False,17000.0,120000.0,17279.4591,12662.5885,11368.3194,7301.9961,6896.3297,6732.1314,4925.9498,4307.7914,4240.1803,4143.593,3931.1011,3419.1887,2743.0779,2675.4668,2414.6813,2105.6021,1912.4276,1883.4514,1699.9356,1584.0309,1526.0786,1448.8088,1361.8802,1323.2453,1265.293,1207.3406,1207.3406,1168.7057,1110.7534,1072.1185,1072.1185,1033.4836,975.5312
False,0.0,Курганская область,1,False,18679.0,120000.0,17279.4591,12662.5885,11368.3194,7301.9961,6896.3297,6732.1314,4925.9498,4307.7914,4240.1803,4143.593,3931.1011,3419.1887,2743.0779,2675.4668,2414.6813,2105.6021,1912.4276,1883.4514,1699.9356,1584.0309,1526.0786,1448.8088,1361.8802,1323.2453,1265.293,1207.3406,1207.3406,1168.7057,1110.7534,1072.1185,1072.1185,1033.4836,975.5312
False,0.0,Еврейская автономная область,1,False,23000.0,83800.0,12066.8223,8842.7077,7938.8764,5099.2273,4815.9369,4701.2717,3439.9549,3008.2743,2961.0592,2893.6091,2745.2189,2387.7334,1915.5827,1868.3677,1686.2524,1470.4121,1335.5119,1315.2769,1187.1217,1106.1816,1065.7115,1011.7514,951.0464,924.0663,883.5963,843.1262,843.1262,816.1462,775.6761,748.6961,748.6961,721.716,681.246
