is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Работать с библиотечными каталогами / картотеками (без указания формы) (Библиотека) (1646_19),Пунктуальность (СК) (612_4),Дисциплинированность (СК) (593_4),"Встречать, записывать/регистрироваь читателей/пользователей в библиотеку / Перерегистрировать читателей/пользователей библиотеки (Библиотека) (1429_19)",Доброжелательность (СК) (1126_4),Коммуникабельность (СК) (617_4),"Организовывать и проводить библиотечные/культурно-просветительские мероприятия / клубы / кружки, пропагандировать чтение (Библиотека) (635_19)",Осуществлять работу с библиотечным / книжным фондом (Библиотека) (1840_19)
False,1.0,Брянская область,1,False,21000.0,21000.0,4063.5155,3039.8818,2512.5554,2233.3826,2109.3058,1861.1521,1830.1329,1737.0753,1612.9985
False,1.0,Ярославская область,1,False,10648.0,19320.0,3738.4343,2796.6913,2311.551,2054.712,1940.5613,1712.26,1683.7223,1598.1093,1483.9586
False,1.0,Тульская область,1,False,16000.0,17425.0,3371.7504,2522.3781,2084.8227,1853.1758,1750.2216,1544.3131,1518.5746,1441.3589,1338.4047
False,1.0,Город федерального значения Севастополь,1,False,11163.0,16000.0,3096.0118,2316.1004,1914.3279,1701.6248,1607.0901,1418.0207,1394.387,1323.486,1228.9513
False,1.0,Саратовская область,2,False,8675.25,20000.0,3870.0148,2895.1256,2392.9099,2127.031,2008.8626,1772.5258,1742.9838,1654.3575,1536.1891
False,1.0,Кемеровская область,1,False,10648.0,21115.0,4085.7681,3056.5288,2526.3146,2245.613,2120.8567,1871.3442,1840.1551,1746.5879,1621.8316
False,1.0,Самарская область,0,False,11163.0,21000.0,4063.5155,3039.8818,2512.5554,2233.3826,2109.3058,1861.1521,1830.1329,1737.0753,1612.9985
False,1.0,Самарская область,0,True,15753.5,15753.5,3048.3139,2280.418,1884.8353,1675.4092,1582.3309,1396.1743,1372.9047,1303.096,1210.0177
False,1.0,Тамбовская область,2,False,8675.25,25000.0,4837.5185,3618.9069,2991.1374,2658.7888,2511.0783,2215.6573,2178.7297,2067.9468,1920.2363
False,1.0,Ростовская область,0,False,8675.25,21000.0,4063.5155,3039.8818,2512.5554,2233.3826,2109.3058,1861.1521,1830.1329,1737.0753,1612.9985
False,1.0,Рязанская область,1,False,11280.0,15753.5,3048.3139,2280.418,1884.8353,1675.4092,1582.3309,1396.1743,1372.9047,1303.096,1210.0177
False,1.0,Калужская область,1,False,16000.0,16000.0,3096.0118,2316.1004,1914.3279,1701.6248,1607.0901,1418.0207,1394.387,1323.486,1228.9513
False,1.0,Липецкая область,1,False,11280.0,11280.0,2182.6883,1632.8508,1349.6012,1199.6455,1132.9985,999.7046,983.0428,933.0576,866.4106
False,1.0,Республика Бурятия,1,False,17425.0,35093.0,6790.5214,5079.9321,4198.7194,3732.195,3524.8508,3110.1625,3058.3264,2902.8183,2695.4742
False,1.0,Республика Адыгея,1,False,11163.0,11163.0,2160.0487,1615.9143,1335.6027,1187.2024,1121.2467,989.3353,972.8464,923.3796,857.4239
False,1.0,Смоленская область,1,False,8675.25,21000.0,4063.5155,3039.8818,2512.5554,2233.3826,2109.3058,1861.1521,1830.1329,1737.0753,1612.9985
False,1.0,Республика Дагестан,1,False,17425.0,17425.0,3371.7504,2522.3781,2084.8227,1853.1758,1750.2216,1544.3131,1518.5746,1441.3589,1338.4047
False,1.0,Карачаево-Черкесская Республика,1,False,8675.25,8675.25,1678.6673,1255.7969,1037.9546,922.6263,871.3693,768.8552,756.041,717.5982,666.3412
False,1.0,Республика Крым,1,False,8675.25,17576.5,3401.0657,2544.3087,2102.949,1869.288,1765.4387,1557.74,1531.7777,1453.8907,1350.0414
False,1.0,Республика Северная Осетия,1,False,8675.25,16242.0,3142.839,2351.1315,1943.2821,1727.3619,1631.3973,1439.4682,1415.4771,1343.5037,1247.5391
False,1.0,Чеченская Республика,1,False,15753.5,15753.5,3048.3139,2280.418,1884.8353,1675.4092,1582.3309,1396.1743,1372.9047,1303.096,1210.0177
False,1.0,Пермский край,1,False,14711.0,17576.5,3401.0657,2544.3087,2102.949,1869.288,1765.4387,1557.74,1531.7777,1453.8907,1350.0414
False,1.0,Хабаровский край,1,False,10648.0,35000.0,6772.5258,5066.4697,4187.5923,3722.3043,3515.5096,3101.9202,3050.2216,2895.1256,2688.3309
False,1.0,Город федерального значения Санкт-Петербург,0,False,11000.0,45000.0,8707.5332,6514.0325,5384.0473,4785.8198,4519.9409,3988.1832,3921.7134,3722.3043,3456.4254
False,1.0,Город федерального значения Санкт-Петербург,0,True,14552.0,22000.0,4257.0162,3184.6381,2632.2009,2339.7341,2209.7489,1949.7784,1917.2821,1819.7932,1689.808
False,1.0,Город федерального значения Москва,0,False,13750.0,80000.0,15480.0591,11580.5022,9571.6396,8508.1241,8035.4505,7090.1034,6971.935,6617.4298,6144.7563
False,1.0,Город федерального значения Москва,0,True,19750.0,30250.0,5853.3973,4378.8774,3619.2762,3217.1344,3038.4047,2680.9453,2636.2629,2502.2157,2323.486
False,1.0,Томская область,1,False,15000.0,29236.0,5657.1876,4232.0945,3497.9557,3109.2939,2936.5554,2591.0783,2547.8936,2418.3397,2245.6012
False,1.0,Красноярский край,1,False,15000.0,26303.75,5089.7951,3807.6329,3147.1252,2797.4446,2642.031,2331.2038,2292.3504,2175.7903,2020.3767
False,1.0,Приморский край,1,False,10648.0,28000.0,5418.0207,4053.1758,3350.0739,2977.8434,2812.4077,2481.5362,2440.1773,2316.1004,2150.6647
False,1.0,Московская область,2,False,14552.0,26303.75,5089.7951,3807.6329,3147.1252,2797.4446,2642.031,2331.2038,2292.3504,2175.7903,2020.3767
False,1.0,Московская область,2,True,18251.25,18251.25,3531.6304,2641.983,2183.6798,1941.0487,1833.2127,1617.5406,1590.5816,1509.7046,1401.8685
False,1.0,Забайкальский край,1,False,19408.0,25455.25,4925.6097,3684.8072,3045.606,2707.2053,2556.805,2256.0044,2218.4044,2105.6041,1955.2038
False,1.0,Новосибирская область,0,False,8675.25,32000.0,6192.0236,4632.2009,3828.6558,3403.2496,3214.1802,2836.0414,2788.774,2646.9719,2457.9025
False,1.0,Новосибирская область,0,True,18251.25,18251.25,3531.6304,2641.983,2183.6798,1941.0487,1833.2127,1617.5406,1590.5816,1509.7046,1401.8685
False,1.0,Иркутская область,1,False,10648.0,28000.0,5418.0207,4053.1758,3350.0739,2977.8434,2812.4077,2481.5362,2440.1773,2316.1004,2150.6647
False,1.0,Иркутская область,1,True,18000.0,18000.0,3483.0133,2605.613,2153.6189,1914.3279,1807.9764,1595.2733,1568.6854,1488.9217,1382.5702
False,1.0,Ленинградская область,1,False,15000.0,23000.0,4450.517,3329.3944,2751.8464,2446.0857,2310.192,2038.4047,2004.4313,1902.5111,1766.6174
False,1.0,Ленинградская область,1,True,18000.0,18251.25,3531.6304,2641.983,2183.6798,1941.0487,1833.2127,1617.5406,1590.5816,1509.7046,1401.8685
False,1.0,Архангельская область,1,False,10648.0,21470.0,4154.4609,3107.9173,2568.7888,2283.3678,2156.514,1902.8065,1871.0931,1775.9527,1649.099
False,1.0,Амурская область,1,False,18100.0,25455.25,4925.6097,3684.8072,3045.606,2707.2053,2556.805,2256.0044,2218.4044,2105.6041,1955.2038
False,1.0,Тюменская область,1,False,14552.0,35000.0,6772.5258,5066.4697,4187.5923,3722.3043,3515.5096,3101.9202,3050.2216,2895.1256,2688.3309
False,1.0,Тюменская область,1,True,18251.25,18251.25,3531.6304,2641.983,2183.6798,1941.0487,1833.2127,1617.5406,1590.5816,1509.7046,1401.8685
False,1.0,Республика Коми,1,False,14552.0,22698.0,4392.0798,3285.678,2715.7134,2413.9675,2279.8582,2011.6396,1978.1123,1877.5303,1743.421
False,1.0,Республика Карелия,1,False,15000.0,25455.25,4925.6097,3684.8072,3045.606,2707.2053,2556.805,2256.0044,2218.4044,2105.6041,1955.2038
False,1.0,Республика Хакасия,1,False,18100.0,22608.5,4374.7614,3272.7223,2705.0052,2404.449,2270.8685,2003.7075,1970.3124,1870.127,1736.5465
False,1.0,Республика Саха (Якутия),1,False,22846.25,33306.5,6444.8323,4821.325,3984.9727,3542.1979,3345.4092,2951.8316,2902.6344,2755.0428,2558.2541
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,25000.0,33306.5,6444.8323,4821.325,3984.9727,3542.1979,3345.4092,2951.8316,2902.6344,2755.0428,2558.2541
False,1.0,Мурманская область,1,False,14552.0,50000.0,9675.0369,7237.8139,5982.2747,5317.5775,5022.1566,4431.3146,4357.4594,4135.8936,3840.4727
False,1.0,Сахалинская область,1,False,33500.0,33500.0,6482.2747,4849.3353,4008.1241,3562.777,3364.8449,2968.9808,2919.4978,2771.0487,2573.1167
False,1.0,Сахалинская область,1,True,50000.0,50000.0,9675.0369,7237.8139,5982.2747,5317.5775,5022.1566,4431.3146,4357.4594,4135.8936,3840.4727
False,1.0,Ямало-Ненецкий автономный округ,1,False,14552.0,57733.0,11171.3781,8357.2142,6907.4934,6139.9941,5798.8833,5116.6617,5031.384,4775.551,4434.4402
False,1.0,"иные территории, включая город и космодром Байконур",1,False,20484.0,20484.0,3963.6691,2965.1876,2450.8183,2178.5052,2057.4771,1815.421,1785.164,1694.3929,1573.3648
False,2.0,Челябинская область,0,False,8675.25,20000.0,3870.0148,2895.1256,2392.9099,2127.031,2008.8626,1772.5258,1742.9838,1654.3575,1536.1891
False,2.0,Владимирская область,1,False,11163.0,17317.0,3350.8523,2506.7445,2071.901,1841.6898,1739.3737,1534.7415,1509.1625,1432.4254,1330.1093
False,2.0,Курская область,2,False,17317.0,21000.0,4063.5155,3039.8818,2512.5554,2233.3826,2109.3058,1861.1521,1830.1329,1737.0753,1612.9985
False,2.0,Курская область,2,True,15279.0,15279.0,2956.4978,2211.7312,1828.0635,1624.9453,1534.6706,1354.1211,1331.5524,1263.8464,1173.5716
False,2.0,Курганская область,1,False,10648.0,17317.0,3350.8523,2506.7445,2071.901,1841.6898,1739.3737,1534.7415,1509.1625,1432.4254,1330.1093
False,2.0,Чувашская Республика,1,False,12130.0,30000.0,5805.0222,4342.6883,3589.3648,3190.5465,3013.2939,2658.7888,2614.4756,2481.5362,2304.2836
False,2.0,Нижегородская область,0,False,11163.0,27000.0,5224.5199,3908.4195,3230.4284,2871.4919,2711.9645,2392.9099,2353.0281,2233.3826,2073.8552
False,2.0,Воронежская область,2,False,11280.0,20000.0,3870.0148,2895.1256,2392.9099,2127.031,2008.8626,1772.5258,1742.9838,1654.3575,1536.1891
False,2.0,Алтайский край,2,False,8675.25,23000.0,4450.517,3329.3944,2751.8464,2446.0857,2310.192,2038.4047,2004.4313,1902.5111,1766.6174
False,2.0,Республика Татарстан,0,False,12130.0,30000.0,5805.0222,4342.6883,3589.3648,3190.5465,3013.2939,2658.7888,2614.4756,2481.5362,2304.2836
False,2.0,Республика Башкортостан,0,False,8675.25,18678.0,3614.2068,2703.7578,2234.7386,1986.4343,1876.0768,1655.3619,1627.7725,1545.0044,1434.647
False,2.0,Оренбургская область,2,False,8675.25,15396.0,2979.1374,2228.6677,1842.062,1637.3885,1546.4225,1364.4904,1341.7489,1273.5244,1182.5583
False,2.0,Оренбургская область,2,True,20000.0,20000.0,3870.0148,2895.1256,2392.9099,2127.031,2008.8626,1772.5258,1742.9838,1654.3575,1536.1891
False,2.0,Ивановская область,1,False,8675.25,17317.0,3350.8523,2506.7445,2071.901,1841.6898,1739.3737,1534.7415,1509.1625,1432.4254,1330.1093
False,2.0,Кировская область,1,False,12130.0,30000.0,5805.0222,4342.6883,3589.3648,3190.5465,3013.2939,2658.7888,2614.4756,2481.5362,2304.2836
False,2.0,Кировская область,1,True,15279.0,15279.0,2956.4978,2211.7312,1828.0635,1624.9453,1534.6706,1354.1211,1331.5524,1263.8464,1173.5716
False,2.0,Республика Мордовия,1,False,8675.25,11780.0,2279.4387,1705.229,1409.4239,1252.8213,1183.2201,1044.0177,1026.6174,974.4165,904.8154
False,2.0,Волгоградская область,2,False,10648.0,17317.0,3350.8523,2506.7445,2071.901,1841.6898,1739.3737,1534.7415,1509.1625,1432.4254,1330.1093
False,2.0,Удмуртская Республика,1,False,11780.0,17317.0,3350.8523,2506.7445,2071.901,1841.6898,1739.3737,1534.7415,1509.1625,1432.4254,1330.1093
False,2.0,Белгородская область,2,False,10648.0,17317.0,3350.8523,2506.7445,2071.901,1841.6898,1739.3737,1534.7415,1509.1625,1432.4254,1330.1093
False,2.0,Астраханская область,1,False,11163.0,17000.0,3289.5126,2460.8567,2033.9734,1807.9764,1707.5332,1506.647,1481.5362,1406.2038,1305.7607
False,2.0,Свердловская область,0,False,11163.0,25000.0,4837.5185,3618.9069,2991.1374,2658.7888,2511.0783,2215.6573,2178.7297,2067.9468,1920.2363
False,2.0,Свердловская область,0,True,17317.0,17317.0,3350.8523,2506.7445,2071.901,1841.6898,1739.3737,1534.7415,1509.1625,1432.4254,1330.1093
False,2.0,Ставропольский край,2,False,8675.25,20000.0,3870.0148,2895.1256,2392.9099,2127.031,2008.8626,1772.5258,1742.9838,1654.3575,1536.1891
False,2.0,Орловская область,1,False,11163.0,20000.0,3870.0148,2895.1256,2392.9099,2127.031,2008.8626,1772.5258,1742.9838,1654.3575,1536.1891
False,2.0,Краснодарский край,0,False,10648.0,27000.0,5224.5199,3908.4195,3230.4284,2871.4919,2711.9645,2392.9099,2353.0281,2233.3826,2073.8552
False,2.0,Краснодарский край,0,True,11280.0,11280.0,2182.6883,1632.8508,1349.6012,1199.6455,1132.9985,999.7046,983.0428,933.0576,866.4106
False,2.0,Калининградская область,1,False,13222.5,24000.0,4644.0177,3474.1507,2871.4919,2552.4372,2410.6352,2127.031,2091.5805,1985.229,1843.4269
False,2.0,Пензенская область,1,False,14000.0,16000.0,3096.0118,2316.1004,1914.3279,1701.6248,1607.0901,1418.0207,1394.387,1323.486,1228.9513
False,2.0,Вологодская область,1,False,10648.0,29876.0,5781.0281,4324.7386,3574.5288,3177.3589,3000.839,2647.7991,2603.6691,2471.2792,2294.7592
False,2.0,Вологодская область,1,True,17317.0,17317.0,3350.8523,2506.7445,2071.901,1841.6898,1739.3737,1534.7415,1509.1625,1432.4254,1330.1093
False,2.0,Костромская область,1,False,17317.0,17317.0,3350.8523,2506.7445,2071.901,1841.6898,1739.3737,1534.7415,1509.1625,1432.4254,1330.1093
False,2.0,Ульяновская область,1,False,8675.25,17317.0,3350.8523,2506.7445,2071.901,1841.6898,1739.3737,1534.7415,1509.1625,1432.4254,1330.1093
False,2.0,Тверская область,1,False,8675.25,15279.0,2956.4978,2211.7312,1828.0635,1624.9453,1534.6706,1354.1211,1331.5524,1263.8464,1173.5716
False,2.0,Тверская область,1,True,15279.0,15279.0,2956.4978,2211.7312,1828.0635,1624.9453,1534.6706,1354.1211,1331.5524,1263.8464,1173.5716
False,2.0,Омская область,1,False,11780.0,17317.0,3350.8523,2506.7445,2071.901,1841.6898,1739.3737,1534.7415,1509.1625,1432.4254,1330.1093
False,2.0,Омская область,1,True,18679.0,18679.0,3614.4003,2703.9025,2234.8582,1986.5406,1876.1773,1655.4505,1627.8597,1545.0871,1434.7238
False,2.0,Брянская область,1,False,15279.0,15279.0,2956.4978,2211.7312,1828.0635,1624.9453,1534.6706,1354.1211,1331.5524,1263.8464,1173.5716
False,2.0,Брянская область,1,True,15279.0,15279.0,2956.4978,2211.7312,1828.0635,1624.9453,1534.6706,1354.1211,1331.5524,1263.8464,1173.5716
False,2.0,Ярославская область,1,False,11163.0,17317.0,3350.8523,2506.7445,2071.901,1841.6898,1739.3737,1534.7415,1509.1625,1432.4254,1330.1093
False,2.0,Тульская область,1,False,11280.0,20000.0,3870.0148,2895.1256,2392.9099,2127.031,2008.8626,1772.5258,1742.9838,1654.3575,1536.1891
False,2.0,Город федерального значения Севастополь,1,False,14000.0,20000.0,3870.0148,2895.1256,2392.9099,2127.031,2008.8626,1772.5258,1742.9838,1654.3575,1536.1891
False,2.0,Саратовская область,2,False,11163.0,20000.0,3870.0148,2895.1256,2392.9099,2127.031,2008.8626,1772.5258,1742.9838,1654.3575,1536.1891
False,2.0,Кемеровская область,1,False,14000.0,20000.0,3870.0148,2895.1256,2392.9099,2127.031,2008.8626,1772.5258,1742.9838,1654.3575,1536.1891
False,2.0,Кемеровская область,1,True,15279.0,15279.0,2956.4978,2211.7312,1828.0635,1624.9453,1534.6706,1354.1211,1331.5524,1263.8464,1173.5716
False,2.0,Самарская область,0,False,10648.0,25000.0,4837.5185,3618.9069,2991.1374,2658.7888,2511.0783,2215.6573,2178.7297,2067.9468,1920.2363
False,2.0,Самарская область,0,True,15279.0,16242.0,3142.839,2351.1315,1943.2821,1727.3619,1631.3973,1439.4682,1415.4771,1343.5037,1247.5391
False,2.0,Ростовская область,0,False,8675.25,17317.0,3350.8523,2506.7445,2071.901,1841.6898,1739.3737,1534.7415,1509.1625,1432.4254,1330.1093
False,2.0,Рязанская область,1,False,11780.0,16000.0,3096.0118,2316.1004,1914.3279,1701.6248,1607.0901,1418.0207,1394.387,1323.486,1228.9513
False,2.0,Калужская область,1,False,8675.25,13000.0,2515.5096,1881.8316,1555.3914,1382.5702,1305.7607,1152.1418,1132.9394,1075.3323,998.5229
False,2.0,Новгородская область,1,False,17000.0,17000.0,3289.5126,2460.8567,2033.9734,1807.9764,1707.5332,1506.647,1481.5362,1406.2038,1305.7607
False,2.0,Липецкая область,1,False,15279.0,15279.0,2956.4978,2211.7312,1828.0635,1624.9453,1534.6706,1354.1211,1331.5524,1263.8464,1173.5716
False,2.0,Республика Марий Эл,1,False,11163.0,17317.0,3350.8523,2506.7445,2071.901,1841.6898,1739.3737,1534.7415,1509.1625,1432.4254,1330.1093
False,2.0,Республика Бурятия,1,False,16000.0,20000.0,3870.0148,2895.1256,2392.9099,2127.031,2008.8626,1772.5258,1742.9838,1654.3575,1536.1891
False,2.0,Смоленская область,1,False,10648.0,23000.0,4450.517,3329.3944,2751.8464,2446.0857,2310.192,2038.4047,2004.4313,1902.5111,1766.6174
False,2.0,Смоленская область,1,True,16242.0,16242.0,3142.839,2351.1315,1943.2821,1727.3619,1631.3973,1439.4682,1415.4771,1343.5037,1247.5391
False,2.0,Карачаево-Черкесская Республика,1,False,10648.0,11163.0,2160.0487,1615.9143,1335.6027,1187.2024,1121.2467,989.3353,972.8464,923.3796,857.4239
False,2.0,Республика Крым,1,False,8675.25,17317.0,3350.8523,2506.7445,2071.901,1841.6898,1739.3737,1534.7415,1509.1625,1432.4254,1330.1093
False,2.0,Республика Северная Осетия,1,False,12130.0,12130.0,2347.164,1755.8936,1451.2999,1290.0443,1218.3752,1075.0369,1057.1196,1003.3678,931.6987
False,2.0,Чеченская Республика,1,False,13222.5,13222.5,2558.5635,1914.0399,1582.0126,1406.2334,1328.1093,1171.8612,1152.3301,1093.7371,1015.613
False,2.0,Пермский край,1,False,15279.0,17317.0,3350.8523,2506.7445,2071.901,1841.6898,1739.3737,1534.7415,1509.1625,1432.4254,1330.1093
False,2.0,Республика Калмыкия,1,False,17317.0,17317.0,3350.8523,2506.7445,2071.901,1841.6898,1739.3737,1534.7415,1509.1625,1432.4254,1330.1093
False,2.0,Хабаровский край,1,False,14634.0,40000.0,7740.0295,5790.2511,4785.8198,4254.062,4017.7253,3545.0517,3485.9675,3308.7149,3072.3781
False,2.0,Город федерального значения Санкт-Петербург,0,False,11000.0,43000.0,8320.5318,6224.5199,5144.7563,4573.1167,4319.0547,3810.9306,3747.4151,3556.8685,3302.8065
False,2.0,Город федерального значения Москва,0,False,14552.0,61000.0,11803.5451,8830.1329,7298.3752,6487.4446,6127.031,5406.2038,5316.1004,5045.7903,4685.3767
False,2.0,Город федерального значения Москва,0,True,25004.5,37629.0,7281.2393,5447.034,4502.1403,4001.9025,3779.5746,3334.9188,3279.3368,3112.5908,2890.2629
False,2.0,Томская область,1,False,10648.0,22740.0,4400.2068,3291.7578,2720.7386,2418.4343,2284.0768,2015.3619,1981.7725,1881.0044,1746.647
False,2.0,Красноярский край,1,False,10648.0,24447.0,4730.5126,3538.8567,2924.9734,2599.9764,2455.5332,2166.647,2130.5362,2022.2038,1877.7607
False,2.0,Приморский край,1,False,10648.0,29000.0,5611.5214,4197.9321,3469.7194,3084.195,2912.8508,2570.1625,2527.3264,2398.8183,2227.4742
False,2.0,Московская область,2,False,17965.0,29000.0,5611.5214,4197.9321,3469.7194,3084.195,2912.8508,2570.1625,2527.3264,2398.8183,2227.4742
False,2.0,Забайкальский край,1,False,17965.0,19088.0,3693.5421,2763.1078,2283.7932,2030.0384,1917.2585,1691.6987,1663.5037,1578.9188,1466.1388
False,2.0,Новосибирская область,0,False,8675.25,29000.0,5611.5214,4197.9321,3469.7194,3084.195,2912.8508,2570.1625,2527.3264,2398.8183,2227.4742
False,2.0,Иркутская область,1,False,14634.0,22740.0,4400.2068,3291.7578,2720.7386,2418.4343,2284.0768,2015.3619,1981.7725,1881.0044,1746.647
False,2.0,Ленинградская область,1,False,15965.0,25000.0,4837.5185,3618.9069,2991.1374,2658.7888,2511.0783,2215.6573,2178.7297,2067.9468,1920.2363
False,2.0,Архангельская область,1,False,17965.0,21053.5,4073.8678,3047.6263,2518.9564,2239.0724,2114.6795,1865.8936,1834.7954,1741.5007,1617.1078
False,2.0,Амурская область,1,False,14634.0,29000.0,5611.5214,4197.9321,3469.7194,3084.195,2912.8508,2570.1625,2527.3264,2398.8183,2227.4742
False,2.0,Тюменская область,1,False,15965.0,29000.0,5611.5214,4197.9321,3469.7194,3084.195,2912.8508,2570.1625,2527.3264,2398.8183,2227.4742
False,2.0,Республика Коми,1,False,8675.25,27612.0,5342.9424,3997.0103,3303.6514,2936.579,2773.4357,2447.1492,2406.3634,2284.0059,2120.8626
False,2.0,Республика Карелия,1,False,18200.0,25000.0,4837.5185,3618.9069,2991.1374,2658.7888,2511.0783,2215.6573,2178.7297,2067.9468,1920.2363
False,2.0,Республика Хакасия,1,False,14634.0,25988.0,5028.6972,3761.9261,3109.3471,2763.8641,2610.3161,2303.2201,2264.8331,2149.6721,1996.1241
False,2.0,Ненецкий автономный округ,1,False,10648.0,10648.0,2060.3959,1541.3648,1273.9852,1132.4313,1069.5185,943.6928,927.9645,880.7799,817.8671
False,2.0,Республика Тыва,1,False,30860.0,30860.0,5971.4328,4467.1787,3692.26,3282.0089,3099.675,2735.0074,2689.4239,2552.6736,2370.3397
False,2.0,Республика Саха (Якутия),1,False,26000.0,30000.0,5805.0222,4342.6883,3589.3648,3190.5465,3013.2939,2658.7888,2614.4756,2481.5362,2304.2836
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,24558.0,30000.0,5805.0222,4342.6883,3589.3648,3190.5465,3013.2939,2658.7888,2614.4756,2481.5362,2304.2836
False,2.0,Мурманская область,1,False,17400.0,35142.0,6800.003,5087.0251,4204.582,3737.4062,3529.7725,3114.5052,3062.5968,2906.8715,2699.2378
False,2.0,Сахалинская область,1,False,14552.0,43750.0,8465.6573,6333.0871,5234.4904,4652.8804,4394.387,3877.4003,3812.777,3618.9069,3360.4136
False,2.0,Камчатский край,1,False,14552.0,29496.0,5707.4978,4269.7312,3529.0635,3136.9453,2962.6706,2614.1211,2570.5524,2439.8464,2265.5716
False,2.0,Ямало-Ненецкий автономный округ,1,False,14552.0,57365.0,11100.1699,8303.9439,6863.4638,6100.8567,5761.9202,5084.0473,4999.3131,4745.1108,4406.1743
False,2.0,Магаданская область,1,False,14552.0,57630.0,11151.4476,8342.3043,6895.1699,6129.0399,5788.5377,5107.5332,5022.4077,4767.031,4426.5288
False,2.0,Чукотский автономный округ,1,False,41268.0,41268.0,7985.3885,5973.8021,4937.5303,4388.9158,4145.0871,3657.4298,3596.4727,3413.6012,3169.7725
True,2.0,Кемеровская область,1,False,14000.0,16000.0,3096.0118,2316.1004,1914.3279,1701.6248,1607.0901,1418.0207,1394.387,1323.486,1228.9513
