is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Знание 1С (2742_8),Внимательность (СК) (536_4),Дисциплинированность (СК) (593_4),Формирование бюджета (3098_8),"Бюджет доходов и расходов (БДР): формирование, анализ, контроль (3108_8)",Бюджетирование (2871_8),"Саморазвитие, обучаемость (СК) (604_4)","Личные установки и ценности, мировоззрение (2043_4)","Восприятие, мышление, внимание, память (УСК) (1330_4)",Знание компьютерных офисных программ (1027_8),(О) Анализ финансово-хозяйственной деятельности (1217_8),Государственные закупки (3244_8),Пользователь ПК (922_8),Составление управленческой отчетности (1587_8),(О) Ведение управленческого учета (652_8),"Многозадачность, интенсивность (СК) (627_4)",Компьютерные программы для ведения бухгалтерского учета (129_8),Стрессоустойчивость (СК) (601_4),Анализ экономической эффективности деятельности компаний (3070_8),"Анализ себестоимости продукции, выполняемых работ (2855_8)",Бизнес-план (3397_8),(О) Работать с программой 1С (847_8),Составление/формирование/подготовка отчетности (ОПТ) (3911_36),"Методическая работа: разработка, актуализация, внедрение, реализация (3833_8)"
True,2.0,Рязанская область,1,False,55000.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
True,2.0,Свердловская область,0,False,45000.0,45000.0,9025.6654,3892.5856,3593.1559,2723.384,2224.3346,1953.4221,1839.3536,1668.251,1639.7338,1354.5627,1283.27,1269.0114,1254.7529,1197.7186,1183.4601,1026.616,1026.616,1026.616,998.0989,955.3232,855.5133,769.962,755.7034,741.4449,741.4449
True,2.0,Кемеровская область,1,False,55000.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
True,2.0,Курская область,2,False,55000.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
True,2.0,Новгородская область,1,False,55000.0,61000.0,12234.7909,5276.616,4870.7224,3691.6984,3015.2091,2647.9721,2493.346,2261.4068,2222.7503,1836.185,1739.5437,1720.2155,1700.8872,1623.5741,1604.2459,1391.635,1391.635,1391.635,1352.9785,1294.9937,1159.6958,1043.7262,1024.398,1005.0697,1005.0697
True,2.0,Хабаровский край,1,False,40000.0,60000.0,12034.2205,5190.1141,4790.8745,3631.1787,2965.7795,2604.5627,2452.4715,2224.3346,2186.3118,1806.0837,1711.0266,1692.0152,1673.0038,1596.9582,1577.9468,1368.8213,1368.8213,1368.8213,1330.7985,1273.7643,1140.6844,1026.616,1007.6046,988.5932,988.5932
True,2.0,Ханты-Мансийский автономный округ — Югра,1,False,55000.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
True,2.0,Амурская область,1,False,55000.0,77500.0,15544.2015,6703.8973,6188.2129,4690.2725,3830.7985,3364.2269,3167.7757,2873.0989,2823.9861,2332.858,2210.076,2185.5196,2160.9632,2062.7376,2038.1812,1768.0608,1768.0608,1768.0608,1718.948,1645.2788,1473.384,1326.0456,1301.4892,1276.9328,1276.9328
True,2.0,Мурманская область,1,False,35000.0,35000.0,7019.962,3027.5665,2794.6768,2118.1876,1730.038,1519.3283,1430.6084,1297.5285,1275.3485,1053.5488,998.0989,987.0089,975.9189,931.5589,920.4689,798.4791,798.4791,798.4791,776.2991,743.0292,665.3992,598.8593,587.7693,576.6793,576.6793
True,2.0,Красноярский край,1,False,55000.0,60000.0,12034.2205,5190.1141,4790.8745,3631.1787,2965.7795,2604.5627,2452.4715,2224.3346,2186.3118,1806.0837,1711.0266,1692.0152,1673.0038,1596.9582,1577.9468,1368.8213,1368.8213,1368.8213,1330.7985,1273.7643,1140.6844,1026.616,1007.6046,988.5932,988.5932
True,2.0,Город федерального значения Санкт-Петербург,0,False,60000.0,100000.0,20057.0342,8650.1901,7984.7909,6051.9645,4942.9658,4340.9379,4087.4525,3707.2243,3643.853,3010.1394,2851.711,2820.0253,2788.3397,2661.597,2629.9113,2281.3688,2281.3688,2281.3688,2217.9975,2122.9404,1901.1407,1711.0266,1679.3409,1647.6553,1647.6553
True,2.0,Ямало-Ненецкий автономный округ,1,False,55000.0,76450.0,15333.6027,6613.0703,6104.3726,4626.7269,3778.8973,3318.647,3124.8574,2834.173,2785.7256,2301.2516,2180.1331,2155.9094,2131.6857,2034.7909,2010.5672,1744.1065,1744.1065,1744.1065,1695.6591,1622.988,1453.4221,1308.0798,1283.8561,1259.6324,1259.6324
True,2.0,Республика Саха (Якутия),1,False,55000.0,65000.0,13037.0722,5622.6236,5190.1141,3933.7769,3212.9278,2821.6096,2656.8441,2409.6958,2368.5044,1956.5906,1853.6122,1833.0165,1812.4208,1730.038,1709.4423,1482.8897,1482.8897,1482.8897,1441.6984,1379.9113,1235.7414,1112.1673,1091.5716,1070.9759,1070.9759
True,2.0,Камчатский край,1,False,60000.0,60000.0,12034.2205,5190.1141,4790.8745,3631.1787,2965.7795,2604.5627,2452.4715,2224.3346,2186.3118,1806.0837,1711.0266,1692.0152,1673.0038,1596.9582,1577.9468,1368.8213,1368.8213,1368.8213,1330.7985,1273.7643,1140.6844,1026.616,1007.6046,988.5932,988.5932
True,2.0,Сахалинская область,1,False,50000.0,76450.0,15333.6027,6613.0703,6104.3726,4626.7269,3778.8973,3318.647,3124.8574,2834.173,2785.7256,2301.2516,2180.1331,2155.9094,2131.6857,2034.7909,2010.5672,1744.1065,1744.1065,1744.1065,1695.6591,1622.988,1453.4221,1308.0798,1283.8561,1259.6324,1259.6324
True,2.0,Магаданская область,1,False,75758.0,120000.0,24068.4411,10380.2281,9581.749,7262.3574,5931.5589,5209.1255,4904.943,4448.6692,4372.6236,3612.1673,3422.0532,3384.0304,3346.0076,3193.9163,3155.8935,2737.6426,2737.6426,2737.6426,2661.597,2547.5285,2281.3688,2053.2319,2015.2091,1977.1863,1977.1863
True,2.0,Город федерального значения Москва,0,False,100000.0,100000.0,20057.0342,8650.1901,7984.7909,6051.9645,4942.9658,4340.9379,4087.4525,3707.2243,3643.853,3010.1394,2851.711,2820.0253,2788.3397,2661.597,2629.9113,2281.3688,2281.3688,2281.3688,2217.9975,2122.9404,1901.1407,1711.0266,1679.3409,1647.6553,1647.6553
True,2.0,Чукотский автономный округ,1,False,69500.0,69500.0,13939.6388,6011.8821,5549.4297,4206.1153,3435.3612,3016.9518,2840.7795,2576.5209,2532.4778,2092.0469,1981.9392,1959.9176,1937.8961,1849.8099,1827.7883,1585.5513,1585.5513,1585.5513,1541.5082,1475.4436,1321.2928,1189.1635,1167.142,1145.1204,1145.1204
True,1.0,Оренбургская область,2,False,25000.0,32800.0,6578.7072,2837.2624,2619.0114,1985.0444,1621.2928,1423.8276,1340.6844,1215.9696,1195.1838,987.3257,935.3612,924.9683,914.5754,873.0038,862.6109,748.289,748.289,748.289,727.5032,696.3245,623.5741,561.2167,550.8238,540.4309,540.4309
True,1.0,Саратовская область,2,False,32800.0,32800.0,6578.7072,2837.2624,2619.0114,1985.0444,1621.2928,1423.8276,1340.6844,1215.9696,1195.1838,987.3257,935.3612,924.9683,914.5754,873.0038,862.6109,748.289,748.289,748.289,727.5032,696.3245,623.5741,561.2167,550.8238,540.4309,540.4309
True,1.0,Кировская область,1,False,55000.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
True,1.0,Республика Башкортостан,0,False,25000.0,32800.0,6578.7072,2837.2624,2619.0114,1985.0444,1621.2928,1423.8276,1340.6844,1215.9696,1195.1838,987.3257,935.3612,924.9683,914.5754,873.0038,862.6109,748.289,748.289,748.289,727.5032,696.3245,623.5741,561.2167,550.8238,540.4309,540.4309
True,1.0,Ульяновская область,1,False,32800.0,32800.0,6578.7072,2837.2624,2619.0114,1985.0444,1621.2928,1423.8276,1340.6844,1215.9696,1195.1838,987.3257,935.3612,924.9683,914.5754,873.0038,862.6109,748.289,748.289,748.289,727.5032,696.3245,623.5741,561.2167,550.8238,540.4309,540.4309
True,1.0,Омская область,1,False,32800.0,85000.0,17048.4791,7352.6616,6787.0722,5144.1698,4201.5209,3689.7972,3474.3346,3151.1407,3097.275,2558.6185,2423.9544,2397.0215,2370.0887,2262.3574,2235.4246,1939.1635,1939.1635,1939.1635,1885.2978,1804.4994,1615.9696,1454.3726,1427.4398,1400.507,1400.507
True,1.0,Волгоградская область,2,False,32800.0,32800.0,6578.7072,2837.2624,2619.0114,1985.0444,1621.2928,1423.8276,1340.6844,1215.9696,1195.1838,987.3257,935.3612,924.9683,914.5754,873.0038,862.6109,748.289,748.289,748.289,727.5032,696.3245,623.5741,561.2167,550.8238,540.4309,540.4309
True,1.0,Псковская область,1,False,25000.0,25000.0,5014.2586,2162.5475,1996.1977,1512.9911,1235.7414,1085.2345,1021.8631,926.8061,910.9632,752.5349,712.9278,705.0063,697.0849,665.3992,657.4778,570.3422,570.3422,570.3422,554.4994,530.7351,475.2852,427.7567,419.8352,411.9138,411.9138
True,1.0,Нижегородская область,0,False,40000.0,40000.0,8022.8137,3460.076,3193.9163,2420.7858,1977.1863,1736.3752,1634.981,1482.8897,1457.5412,1204.0558,1140.6844,1128.0101,1115.3359,1064.6388,1051.9645,912.5475,912.5475,912.5475,887.199,849.1762,760.4563,684.4106,671.7364,659.0621,659.0621
True,1.0,Краснодарский край,0,False,21000.0,40000.0,8022.8137,3460.076,3193.9163,2420.7858,1977.1863,1736.3752,1634.981,1482.8897,1457.5412,1204.0558,1140.6844,1128.0101,1115.3359,1064.6388,1051.9645,912.5475,912.5475,912.5475,887.199,849.1762,760.4563,684.4106,671.7364,659.0621,659.0621
True,1.0,Республика Татарстан,0,False,25000.0,40000.0,8022.8137,3460.076,3193.9163,2420.7858,1977.1863,1736.3752,1634.981,1482.8897,1457.5412,1204.0558,1140.6844,1128.0101,1115.3359,1064.6388,1051.9645,912.5475,912.5475,912.5475,887.199,849.1762,760.4563,684.4106,671.7364,659.0621,659.0621
True,1.0,Челябинская область,0,False,40000.0,100000.0,20057.0342,8650.1901,7984.7909,6051.9645,4942.9658,4340.9379,4087.4525,3707.2243,3643.853,3010.1394,2851.711,2820.0253,2788.3397,2661.597,2629.9113,2281.3688,2281.3688,2281.3688,2217.9975,2122.9404,1901.1407,1711.0266,1679.3409,1647.6553,1647.6553
True,1.0,Алтайский край,2,False,40000.0,40000.0,8022.8137,3460.076,3193.9163,2420.7858,1977.1863,1736.3752,1634.981,1482.8897,1457.5412,1204.0558,1140.6844,1128.0101,1115.3359,1064.6388,1051.9645,912.5475,912.5475,912.5475,887.199,849.1762,760.4563,684.4106,671.7364,659.0621,659.0621
True,1.0,Тюменская область,1,False,40000.0,40000.0,8022.8137,3460.076,3193.9163,2420.7858,1977.1863,1736.3752,1634.981,1482.8897,1457.5412,1204.0558,1140.6844,1128.0101,1115.3359,1064.6388,1051.9645,912.5475,912.5475,912.5475,887.199,849.1762,760.4563,684.4106,671.7364,659.0621,659.0621
True,1.0,Пермский край,1,False,40000.0,40000.0,8022.8137,3460.076,3193.9163,2420.7858,1977.1863,1736.3752,1634.981,1482.8897,1457.5412,1204.0558,1140.6844,1128.0101,1115.3359,1064.6388,1051.9645,912.5475,912.5475,912.5475,887.199,849.1762,760.4563,684.4106,671.7364,659.0621,659.0621
True,1.0,Новосибирская область,0,False,45000.0,45000.0,9025.6654,3892.5856,3593.1559,2723.384,2224.3346,1953.4221,1839.3536,1668.251,1639.7338,1354.5627,1283.27,1269.0114,1254.7529,1197.7186,1183.4601,1026.616,1026.616,1026.616,998.0989,955.3232,855.5133,769.962,755.7034,741.4449,741.4449
True,1.0,Самарская область,0,False,40000.0,40000.0,8022.8137,3460.076,3193.9163,2420.7858,1977.1863,1736.3752,1634.981,1482.8897,1457.5412,1204.0558,1140.6844,1128.0101,1115.3359,1064.6388,1051.9645,912.5475,912.5475,912.5475,887.199,849.1762,760.4563,684.4106,671.7364,659.0621,659.0621
True,1.0,Томская область,1,False,35000.0,40000.0,8022.8137,3460.076,3193.9163,2420.7858,1977.1863,1736.3752,1634.981,1482.8897,1457.5412,1204.0558,1140.6844,1128.0101,1115.3359,1064.6388,1051.9645,912.5475,912.5475,912.5475,887.199,849.1762,760.4563,684.4106,671.7364,659.0621,659.0621
True,1.0,Ростовская область,0,False,30000.0,40000.0,8022.8137,3460.076,3193.9163,2420.7858,1977.1863,1736.3752,1634.981,1482.8897,1457.5412,1204.0558,1140.6844,1128.0101,1115.3359,1064.6388,1051.9645,912.5475,912.5475,912.5475,887.199,849.1762,760.4563,684.4106,671.7364,659.0621,659.0621
True,1.0,Воронежская область,2,False,40000.0,40000.0,8022.8137,3460.076,3193.9163,2420.7858,1977.1863,1736.3752,1634.981,1482.8897,1457.5412,1204.0558,1140.6844,1128.0101,1115.3359,1064.6388,1051.9645,912.5475,912.5475,912.5475,887.199,849.1762,760.4563,684.4106,671.7364,659.0621,659.0621
True,1.0,Иркутская область,1,False,35000.0,45000.0,9025.6654,3892.5856,3593.1559,2723.384,2224.3346,1953.4221,1839.3536,1668.251,1639.7338,1354.5627,1283.27,1269.0114,1254.7529,1197.7186,1183.4601,1026.616,1026.616,1026.616,998.0989,955.3232,855.5133,769.962,755.7034,741.4449,741.4449
True,1.0,Республика Коми,1,False,40000.0,40000.0,8022.8137,3460.076,3193.9163,2420.7858,1977.1863,1736.3752,1634.981,1482.8897,1457.5412,1204.0558,1140.6844,1128.0101,1115.3359,1064.6388,1051.9645,912.5475,912.5475,912.5475,887.199,849.1762,760.4563,684.4106,671.7364,659.0621,659.0621
True,1.0,Свердловская область,0,False,21000.0,40000.0,8022.8137,3460.076,3193.9163,2420.7858,1977.1863,1736.3752,1634.981,1482.8897,1457.5412,1204.0558,1140.6844,1128.0101,1115.3359,1064.6388,1051.9645,912.5475,912.5475,912.5475,887.199,849.1762,760.4563,684.4106,671.7364,659.0621,659.0621
True,1.0,Владимирская область,1,False,30000.0,30000.0,6017.1103,2595.057,2395.4373,1815.5894,1482.8897,1302.2814,1226.2357,1112.1673,1093.1559,903.0418,855.5133,846.0076,836.5019,798.4791,788.9734,684.4106,684.4106,684.4106,665.3992,636.8821,570.3422,513.308,503.8023,494.2966,494.2966
True,1.0,Кемеровская область,1,False,45000.0,45000.0,9025.6654,3892.5856,3593.1559,2723.384,2224.3346,1953.4221,1839.3536,1668.251,1639.7338,1354.5627,1283.27,1269.0114,1254.7529,1197.7186,1183.4601,1026.616,1026.616,1026.616,998.0989,955.3232,855.5133,769.962,755.7034,741.4449,741.4449
True,1.0,Новгородская область,1,False,30000.0,30000.0,6017.1103,2595.057,2395.4373,1815.5894,1482.8897,1302.2814,1226.2357,1112.1673,1093.1559,903.0418,855.5133,846.0076,836.5019,798.4791,788.9734,684.4106,684.4106,684.4106,665.3992,636.8821,570.3422,513.308,503.8023,494.2966,494.2966
True,1.0,Хабаровский край,1,False,45000.0,45000.0,9025.6654,3892.5856,3593.1559,2723.384,2224.3346,1953.4221,1839.3536,1668.251,1639.7338,1354.5627,1283.27,1269.0114,1254.7529,1197.7186,1183.4601,1026.616,1026.616,1026.616,998.0989,955.3232,855.5133,769.962,755.7034,741.4449,741.4449
True,1.0,Ханты-Мансийский автономный округ — Югра,1,False,45000.0,45000.0,9025.6654,3892.5856,3593.1559,2723.384,2224.3346,1953.4221,1839.3536,1668.251,1639.7338,1354.5627,1283.27,1269.0114,1254.7529,1197.7186,1183.4601,1026.616,1026.616,1026.616,998.0989,955.3232,855.5133,769.962,755.7034,741.4449,741.4449
True,1.0,Амурская область,1,False,33595.0,45000.0,9025.6654,3892.5856,3593.1559,2723.384,2224.3346,1953.4221,1839.3536,1668.251,1639.7338,1354.5627,1283.27,1269.0114,1254.7529,1197.7186,1183.4601,1026.616,1026.616,1026.616,998.0989,955.3232,855.5133,769.962,755.7034,741.4449,741.4449
True,1.0,Мурманская область,1,False,45000.0,45000.0,9025.6654,3892.5856,3593.1559,2723.384,2224.3346,1953.4221,1839.3536,1668.251,1639.7338,1354.5627,1283.27,1269.0114,1254.7529,1197.7186,1183.4601,1026.616,1026.616,1026.616,998.0989,955.3232,855.5133,769.962,755.7034,741.4449,741.4449
True,1.0,Красноярский край,1,False,40000.0,50000.0,10028.5171,4325.0951,3992.3954,3025.9823,2471.4829,2170.4689,2043.7262,1853.6122,1821.9265,1505.0697,1425.8555,1410.0127,1394.1698,1330.7985,1314.9556,1140.6844,1140.6844,1140.6844,1108.9987,1061.4702,950.5703,855.5133,839.6705,823.8276,823.8276
True,1.0,Город федерального значения Санкт-Петербург,0,False,45000.0,45000.0,9025.6654,3892.5856,3593.1559,2723.384,2224.3346,1953.4221,1839.3536,1668.251,1639.7338,1354.5627,1283.27,1269.0114,1254.7529,1197.7186,1183.4601,1026.616,1026.616,1026.616,998.0989,955.3232,855.5133,769.962,755.7034,741.4449,741.4449
True,1.0,Ямало-Ненецкий автономный округ,1,False,60000.0,60000.0,12034.2205,5190.1141,4790.8745,3631.1787,2965.7795,2604.5627,2452.4715,2224.3346,2186.3118,1806.0837,1711.0266,1692.0152,1673.0038,1596.9582,1577.9468,1368.8213,1368.8213,1368.8213,1330.7985,1273.7643,1140.6844,1026.616,1007.6046,988.5932,988.5932
True,1.0,Республика Саха (Якутия),1,False,50000.0,60000.0,12034.2205,5190.1141,4790.8745,3631.1787,2965.7795,2604.5627,2452.4715,2224.3346,2186.3118,1806.0837,1711.0266,1692.0152,1673.0038,1596.9582,1577.9468,1368.8213,1368.8213,1368.8213,1330.7985,1273.7643,1140.6844,1026.616,1007.6046,988.5932,988.5932
True,1.0,Сахалинская область,1,False,50000.0,50000.0,10028.5171,4325.0951,3992.3954,3025.9823,2471.4829,2170.4689,2043.7262,1853.6122,1821.9265,1505.0697,1425.8555,1410.0127,1394.1698,1330.7985,1314.9556,1140.6844,1140.6844,1140.6844,1108.9987,1061.4702,950.5703,855.5133,839.6705,823.8276,823.8276
True,1.0,Магаданская область,1,False,55000.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Оренбургская область,2,False,10000.0,47250.0,9476.9487,4087.2148,3772.8137,2859.5532,2335.5513,2051.0932,1931.3213,1751.6635,1721.7205,1422.2909,1347.4335,1332.462,1317.4905,1257.6046,1242.6331,1077.9468,1077.9468,1077.9468,1048.0038,1003.0894,898.289,808.4601,793.4886,778.5171,778.5171
False,0.0,Саратовская область,2,False,12000.0,40000.0,8022.8137,3460.076,3193.9163,2420.7858,1977.1863,1736.3752,1634.981,1482.8897,1457.5412,1204.0558,1140.6844,1128.0101,1115.3359,1064.6388,1051.9645,912.5475,912.5475,912.5475,887.199,849.1762,760.4563,684.4106,671.7364,659.0621,659.0621
False,0.0,Саратовская область,2,True,12838.0,12838.0,2574.9221,1110.5114,1025.0875,776.9512,634.5779,557.2896,524.7471,475.9335,467.7978,386.4417,366.1027,362.0349,357.967,341.6958,337.628,292.8821,292.8821,292.8821,284.7465,272.5431,244.0684,219.6616,215.5938,211.526,211.526
False,0.0,Пензенская область,1,False,10000.0,50000.0,10028.5171,4325.0951,3992.3954,3025.9823,2471.4829,2170.4689,2043.7262,1853.6122,1821.9265,1505.0697,1425.8555,1410.0127,1394.1698,1330.7985,1314.9556,1140.6844,1140.6844,1140.6844,1108.9987,1061.4702,950.5703,855.5133,839.6705,823.8276,823.8276
False,0.0,Орловская область,1,False,12000.0,37000.0,7421.1027,3200.5703,2954.3726,2239.2269,1828.8973,1606.147,1512.3574,1371.673,1348.2256,1113.7516,1055.1331,1043.4094,1031.6857,984.7909,973.0672,844.1065,844.1065,844.1065,820.6591,785.488,703.4221,633.0798,621.3561,609.6324,609.6324
False,0.0,Кировская область,1,False,12000.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Астраханская область,1,False,12838.0,32000.0,6418.251,2768.0608,2555.1331,1936.6286,1581.749,1389.1001,1307.9848,1186.3118,1166.033,963.2446,912.5475,902.4081,892.2687,851.711,841.5716,730.038,730.038,730.038,709.7592,679.3409,608.365,547.5285,537.3891,527.2497,527.2497
False,0.0,Брянская область,1,False,12000.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Республика Башкортостан,0,False,12000.0,42780.0,8580.3992,3700.5513,3415.8935,2589.0304,2114.6008,1857.0532,1748.6122,1585.9506,1558.8403,1287.7376,1219.962,1206.4068,1192.8517,1138.6312,1125.076,975.9696,975.9696,975.9696,948.8593,908.1939,813.308,731.9772,718.4221,704.8669,704.8669
False,0.0,Чувашская Республика,1,False,12000.0,40000.0,8022.8137,3460.076,3193.9163,2420.7858,1977.1863,1736.3752,1634.981,1482.8897,1457.5412,1204.0558,1140.6844,1128.0101,1115.3359,1064.6388,1051.9645,912.5475,912.5475,912.5475,887.199,849.1762,760.4563,684.4106,671.7364,659.0621,659.0621
False,0.0,Республика Марий Эл,1,False,12838.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Ульяновская область,1,False,12000.0,35000.0,7019.962,3027.5665,2794.6768,2118.1876,1730.038,1519.3283,1430.6084,1297.5285,1275.3485,1053.5488,998.0989,987.0089,975.9189,931.5589,920.4689,798.4791,798.4791,798.4791,776.2991,743.0292,665.3992,598.8593,587.7693,576.6793,576.6793
False,0.0,Омская область,1,False,12000.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Омская область,1,True,18679.0,18679.0,3746.4534,1615.769,1491.4791,1130.4465,923.2966,810.8438,763.4952,692.4724,680.6353,562.2639,532.6711,526.7525,520.834,497.1597,491.2411,426.1369,426.1369,426.1369,414.2997,396.544,355.1141,319.6027,313.6841,307.7655,307.7655
False,0.0,Республика Мордовия,1,False,12000.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Костромская область,1,False,12000.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Костромская область,1,True,22000.0,22000.0,4412.5475,1903.0418,1756.654,1331.4322,1087.4525,955.0063,899.2395,815.5894,801.6477,662.2307,627.3764,620.4056,613.4347,585.5513,578.5805,501.9011,501.9011,501.9011,487.9594,467.0469,418.251,376.4259,369.455,362.4842,362.4842
False,0.0,Липецкая область,1,False,12000.0,40000.0,8022.8137,3460.076,3193.9163,2420.7858,1977.1863,1736.3752,1634.981,1482.8897,1457.5412,1204.0558,1140.6844,1128.0101,1115.3359,1064.6388,1051.9645,912.5475,912.5475,912.5475,887.199,849.1762,760.4563,684.4106,671.7364,659.0621,659.0621
False,0.0,Тамбовская область,2,False,13950.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Республика Калмыкия,1,False,12838.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Смоленская область,1,False,13950.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Республика Адыгея,1,False,13950.0,25000.0,5014.2586,2162.5475,1996.1977,1512.9911,1235.7414,1085.2345,1021.8631,926.8061,910.9632,752.5349,712.9278,705.0063,697.0849,665.3992,657.4778,570.3422,570.3422,570.3422,554.4994,530.7351,475.2852,427.7567,419.8352,411.9138,411.9138
False,0.0,Республика Адыгея,1,True,15279.0,15279.0,3064.5143,1321.6625,1219.9962,924.6797,755.2357,663.2519,624.5219,566.4268,556.7443,459.9192,435.7129,430.8717,426.0304,406.6654,401.8241,348.5703,348.5703,348.5703,338.8878,324.3641,290.4753,261.4278,256.5865,251.7452,251.7452
False,0.0,Волгоградская область,2,False,12000.0,62000.0,12435.3612,5363.1179,4950.5703,3752.218,3064.6388,2691.3815,2534.2205,2298.4791,2259.1888,1866.2864,1768.0608,1748.4157,1728.7706,1650.1901,1630.545,1414.4487,1414.4487,1414.4487,1375.1584,1316.2231,1178.7072,1060.8365,1041.1914,1021.5463,1021.5463
False,0.0,Удмуртская Республика,1,False,12000.0,50000.0,10028.5171,4325.0951,3992.3954,3025.9823,2471.4829,2170.4689,2043.7262,1853.6122,1821.9265,1505.0697,1425.8555,1410.0127,1394.1698,1330.7985,1314.9556,1140.6844,1140.6844,1140.6844,1108.9987,1061.4702,950.5703,855.5133,839.6705,823.8276,823.8276
False,0.0,Удмуртская Республика,1,True,22000.0,22000.0,4412.5475,1903.0418,1756.654,1331.4322,1087.4525,955.0063,899.2395,815.5894,801.6477,662.2307,627.3764,620.4056,613.4347,585.5513,578.5805,501.9011,501.9011,501.9011,487.9594,467.0469,418.251,376.4259,369.455,362.4842,362.4842
