is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Автоэлектрик - обобщенные знания - знание устройства узлов и агрегатов транспортных средств (3749_31),Автоэлектрик - диагностика неисправностей электрооборудования (3247_31),"Ответственность , добросовестность (СК) (614_4)",Автоэлектрик - Диагностика и ремонт электрооборудования (3722_31),Аккуратность (СК) (575_4),"Личные установки и ценности, мировоззрение (2043_4)",Автоэлектрик - установщик дополнительного оборудования и систем сигнализации (2165_31),Автослесарь - Конкретные умения – диагностика (2261_31),Автоэлектрик - ремонт автоэлектроники различных ТС (2177_31),Автоэлектрик - конкретные умения - ремонт и обслуживание электрооборудование спецтехники (2176_31),Автоэлектрик - обобщенные умения - работа с электропроводкой и электрическими цепями (3728_31),Автослесарь - Конкретные умения – Обслуживание и ремонт электрооборудования (2440_31),Автоэлектрик - обобщенные умения - поиск и устранение неисправностей (3724_31),Автоэлектрик - умение работать на диагностическом оборудовании (3266_31),Выполнение ремонтных работ (ОПТ) (8285_36),"Саморазвитие, обучаемость (СК) (604_4)",Дисциплинированность (СК) (593_4),"Автослесарь - Конкретные умения – Ремонт агрегатов - Общие работы по ремонту, сборке/разборке, восстановлению (3823_31)",Автоэлектрик - ремонт и обслуживание электрооборудование грузовых ТС (2181_31),Автослесарь - Базовые знания в области конструкции и характеристик АТС (2224_31),Автоэлектрик - обобщенные умения - проведение профилактического осмотра электрооборудования (3727_31),Пунктуальность (СК) (612_4),Автоэлектрик - обобщенные умения - работа с электрическими схемами (3725_31),Автоэлектрик - знание диагностического оборудования (3263_31),Внимательность (СК) (536_4)
False,1.0,Республика Хакасия,1,False,45000.0,80000.0,9803.2738,7580.7178,5057.8165,5057.8165,4685.3882,4288.9323,4084.6974,3243.7303,3147.6198,2823.2467,2739.15,2655.0533,2546.929,2474.8461,2462.8323,2390.7494,2210.5421,1934.2244,1874.1553,1681.9342,1585.8237,1549.7822,1477.6994,1321.5197,1321.5197
False,1.0,Республика Бурятия,1,False,23000.0,118800.0,14557.8615,11257.366,7510.8575,7510.8575,6957.8015,6369.0644,6065.7756,4816.9395,4674.2153,4192.5214,4067.6378,3942.7542,3782.1895,3675.1464,3657.3059,3550.2628,3282.6551,2872.3232,2783.1206,2497.6723,2354.9482,2301.4266,2194.3835,1962.4568,1962.4568
False,1.0,Приморский край,1,False,45000.0,120000.0,14704.9106,11371.0767,7586.7247,7586.7247,7028.0823,6433.3984,6127.0461,4865.5954,4721.4296,4234.8701,4108.725,3982.58,3820.3935,3712.2691,3694.2484,3586.124,3315.8132,2901.3365,2811.2329,2522.9013,2378.7355,2324.6734,2216.549,1982.2796,1982.2796
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,30000.0,100000.0,12254.0922,9475.8973,6322.2706,6322.2706,5856.7352,5361.1653,5105.8718,4054.6629,3934.5247,3529.0584,3423.9375,3318.8166,3183.6612,3093.5576,3078.5403,2988.4367,2763.1777,2417.7804,2342.6941,2102.4178,1982.2796,1937.2278,1847.1242,1651.8997,1651.8997
False,1.0,Тюменская область,1,False,30000.0,150000.0,18381.1383,14213.8459,9483.4059,9483.4059,8785.1029,8041.748,7658.8076,6081.9943,5901.7871,5293.5876,5135.9063,4978.225,4775.4918,4640.3364,4617.8105,4482.6551,4144.7665,3626.6707,3514.0411,3153.6267,2973.4194,2905.8417,2770.6863,2477.8495,2477.8495
False,1.0,Архангельская область,1,False,30000.0,90000.0,11028.683,8528.3076,5690.0436,5690.0436,5271.0617,4825.0488,4595.2846,3649.1966,3541.0722,3176.1526,3081.5438,2986.935,2865.2951,2784.2018,2770.6863,2689.593,2486.8599,2176.0024,2108.4247,1892.176,1784.0517,1743.505,1662.4118,1486.7097,1486.7097
False,1.0,Новгородская область,1,False,40000.0,80000.0,9803.2738,7580.7178,5057.8165,5057.8165,4685.3882,4288.9323,4084.6974,3243.7303,3147.6198,2823.2467,2739.15,2655.0533,2546.929,2474.8461,2462.8323,2390.7494,2210.5421,1934.2244,1874.1553,1681.9342,1585.8237,1549.7822,1477.6994,1321.5197,1321.5197
False,1.0,Томская область,1,False,30000.0,120000.0,14704.9106,11371.0767,7586.7247,7586.7247,7028.0823,6433.3984,6127.0461,4865.5954,4721.4296,4234.8701,4108.725,3982.58,3820.3935,3712.2691,3694.2484,3586.124,3315.8132,2901.3365,2811.2329,2522.9013,2378.7355,2324.6734,2216.549,1982.2796,1982.2796
False,1.0,Томская область,1,True,60000.0,60000.0,7352.4553,5685.5384,3793.3624,3793.3624,3514.0411,3216.6992,3063.5231,2432.7977,2360.7148,2117.4351,2054.3625,1991.29,1910.1967,1856.1346,1847.1242,1793.062,1657.9066,1450.6683,1405.6165,1261.4507,1189.3678,1162.3367,1108.2745,991.1398,991.1398
False,1.0,Курганская область,1,False,30000.0,150000.0,18381.1383,14213.8459,9483.4059,9483.4059,8785.1029,8041.748,7658.8076,6081.9943,5901.7871,5293.5876,5135.9063,4978.225,4775.4918,4640.3364,4617.8105,4482.6551,4144.7665,3626.6707,3514.0411,3153.6267,2973.4194,2905.8417,2770.6863,2477.8495,2477.8495
False,1.0,Мурманская область,1,False,35000.0,100000.0,12254.0922,9475.8973,6322.2706,6322.2706,5856.7352,5361.1653,5105.8718,4054.6629,3934.5247,3529.0584,3423.9375,3318.8166,3183.6612,3093.5576,3078.5403,2988.4367,2763.1777,2417.7804,2342.6941,2102.4178,1982.2796,1937.2278,1847.1242,1651.8997,1651.8997
False,1.0,Мурманская область,1,True,40000.0,45000.0,5514.3415,4264.1538,2845.0218,2845.0218,2635.5309,2412.5244,2297.6423,1824.5983,1770.5361,1588.0763,1540.7719,1493.4675,1432.6475,1392.1009,1385.3431,1344.7965,1243.4299,1088.0012,1054.2123,946.088,892.0258,871.7525,831.2059,743.3549,743.3549
False,1.0,Республика Карелия,1,False,35000.0,70000.0,8577.8645,6633.1281,4425.5894,4425.5894,4099.7147,3752.8157,3574.1102,2838.264,2754.1673,2470.3409,2396.7563,2323.1716,2228.5628,2165.4903,2154.9782,2091.9057,1934.2244,1692.4463,1639.8859,1471.6924,1387.5957,1356.0595,1292.9869,1156.3298,1156.3298
False,1.0,Ямало-Ненецкий автономный округ,1,False,40605.0,100000.0,12254.0922,9475.8973,6322.2706,6322.2706,5856.7352,5361.1653,5105.8718,4054.6629,3934.5247,3529.0584,3423.9375,3318.8166,3183.6612,3093.5576,3078.5403,2988.4367,2763.1777,2417.7804,2342.6941,2102.4178,1982.2796,1937.2278,1847.1242,1651.8997,1651.8997
False,1.0,Забайкальский край,1,False,50000.0,120000.0,14704.9106,11371.0767,7586.7247,7586.7247,7028.0823,6433.3984,6127.0461,4865.5954,4721.4296,4234.8701,4108.725,3982.58,3820.3935,3712.2691,3694.2484,3586.124,3315.8132,2901.3365,2811.2329,2522.9013,2378.7355,2324.6734,2216.549,1982.2796,1982.2796
False,1.0,Республика Саха (Якутия),1,False,50000.0,150000.0,18381.1383,14213.8459,9483.4059,9483.4059,8785.1029,8041.748,7658.8076,6081.9943,5901.7871,5293.5876,5135.9063,4978.225,4775.4918,4640.3364,4617.8105,4482.6551,4144.7665,3626.6707,3514.0411,3153.6267,2973.4194,2905.8417,2770.6863,2477.8495,2477.8495
False,1.0,Камчатский край,1,False,60000.0,86000.0,10538.5193,8149.2717,5437.1527,5437.1527,5036.7923,4610.6022,4391.0497,3487.0101,3383.6912,3034.9902,2944.5863,2854.1823,2737.9486,2660.4595,2647.5447,2570.0556,2376.3328,2079.2912,2014.7169,1808.0793,1704.7605,1666.0159,1588.5268,1420.6337,1420.6337
False,1.0,Еврейская автономная область,1,False,70000.0,100000.0,12254.0922,9475.8973,6322.2706,6322.2706,5856.7352,5361.1653,5105.8718,4054.6629,3934.5247,3529.0584,3423.9375,3318.8166,3183.6612,3093.5576,3078.5403,2988.4367,2763.1777,2417.7804,2342.6941,2102.4178,1982.2796,1937.2278,1847.1242,1651.8997,1651.8997
False,1.0,Амурская область,1,False,37500.0,120000.0,14704.9106,11371.0767,7586.7247,7586.7247,7028.0823,6433.3984,6127.0461,4865.5954,4721.4296,4234.8701,4108.725,3982.58,3820.3935,3712.2691,3694.2484,3586.124,3315.8132,2901.3365,2811.2329,2522.9013,2378.7355,2324.6734,2216.549,1982.2796,1982.2796
False,1.0,Сахалинская область,1,False,50000.0,100000.0,12254.0922,9475.8973,6322.2706,6322.2706,5856.7352,5361.1653,5105.8718,4054.6629,3934.5247,3529.0584,3423.9375,3318.8166,3183.6612,3093.5576,3078.5403,2988.4367,2763.1777,2417.7804,2342.6941,2102.4178,1982.2796,1937.2278,1847.1242,1651.8997,1651.8997
False,1.0,Сахалинская область,1,True,86000.0,86000.0,10538.5193,8149.2717,5437.1527,5437.1527,5036.7923,4610.6022,4391.0497,3487.0101,3383.6912,3034.9902,2944.5863,2854.1823,2737.9486,2660.4595,2647.5447,2570.0556,2376.3328,2079.2912,2014.7169,1808.0793,1704.7605,1666.0159,1588.5268,1420.6337,1420.6337
False,1.0,Республика Алтай,1,False,70000.0,70000.0,8577.8645,6633.1281,4425.5894,4425.5894,4099.7147,3752.8157,3574.1102,2838.264,2754.1673,2470.3409,2396.7563,2323.1716,2228.5628,2165.4903,2154.9782,2091.9057,1934.2244,1692.4463,1639.8859,1471.6924,1387.5957,1356.0595,1292.9869,1156.3298,1156.3298
False,1.0,Город федерального значения Севастополь,1,False,28600.0,90000.0,11028.683,8528.3076,5690.0436,5690.0436,5271.0617,4825.0488,4595.2846,3649.1966,3541.0722,3176.1526,3081.5438,2986.935,2865.2951,2784.2018,2770.6863,2689.593,2486.8599,2176.0024,2108.4247,1892.176,1784.0517,1743.505,1662.4118,1486.7097,1486.7097
False,1.0,Чеченская Республика,1,False,30000.0,30000.0,3676.2277,2842.7692,1896.6812,1896.6812,1757.0206,1608.3496,1531.7615,1216.3989,1180.3574,1058.7175,1027.1813,995.645,955.0984,928.0673,923.5621,896.531,828.9533,725.3341,702.8082,630.7253,594.6839,581.1683,554.1373,495.5699,495.5699
False,1.0,Магаданская область,1,False,120000.0,150000.0,18381.1383,14213.8459,9483.4059,9483.4059,8785.1029,8041.748,7658.8076,6081.9943,5901.7871,5293.5876,5135.9063,4978.225,4775.4918,4640.3364,4617.8105,4482.6551,4144.7665,3626.6707,3514.0411,3153.6267,2973.4194,2905.8417,2770.6863,2477.8495,2477.8495
False,0.0,Ставропольский край,2,False,13890.0,50000.0,6127.0461,4737.9486,3161.1353,3161.1353,2928.3676,2680.5827,2552.9359,2027.3314,1967.2624,1764.5292,1711.9688,1659.4083,1591.8306,1546.7788,1539.2702,1494.2184,1381.5888,1208.8902,1171.347,1051.2089,991.1398,968.6139,923.5621,825.9498,825.9498
False,0.0,Калининградская область,1,False,25000.0,40000.0,4901.6369,3790.3589,2528.9082,2528.9082,2342.6941,2144.4661,2042.3487,1621.8651,1573.8099,1411.6234,1369.575,1327.5267,1273.4645,1237.423,1231.4161,1195.3747,1105.2711,967.1122,937.0776,840.9671,792.9118,774.8911,738.8497,660.7599,660.7599
False,0.0,Карачаево-Черкесская Республика,1,False,19500.0,30000.0,3676.2277,2842.7692,1896.6812,1896.6812,1757.0206,1608.3496,1531.7615,1216.3989,1180.3574,1058.7175,1027.1813,995.645,955.0984,928.0673,923.5621,896.531,828.9533,725.3341,702.8082,630.7253,594.6839,581.1683,554.1373,495.5699,495.5699
False,0.0,Самарская область,0,False,20000.0,55000.0,6739.7507,5211.7435,3477.2488,3477.2488,3221.2044,2948.6409,2808.2295,2230.0646,2163.9886,1940.9821,1883.1656,1825.3492,1751.0137,1701.4567,1693.1972,1643.6402,1519.7477,1329.7792,1288.4818,1156.3298,1090.2538,1065.4753,1015.9183,908.5448,908.5448
False,0.0,Ростовская область,0,False,15000.0,55000.0,6739.7507,5211.7435,3477.2488,3477.2488,3221.2044,2948.6409,2808.2295,2230.0646,2163.9886,1940.9821,1883.1656,1825.3492,1751.0137,1701.4567,1693.1972,1643.6402,1519.7477,1329.7792,1288.4818,1156.3298,1090.2538,1065.4753,1015.9183,908.5448,908.5448
False,0.0,Республика Татарстан,0,False,20750.0,71000.0,8700.4055,6727.8871,4488.8121,4488.8121,4158.282,3806.4274,3625.1689,2878.8106,2793.5125,2505.6315,2430.9956,2356.3598,2260.3995,2196.4259,2185.7636,2121.7901,1961.8561,1716.6241,1663.3128,1492.7166,1407.4185,1375.4317,1311.4582,1172.8488,1172.8488
False,0.0,Республика Татарстан,0,True,50000.0,50000.0,6127.0461,4737.9486,3161.1353,3161.1353,2928.3676,2680.5827,2552.9359,2027.3314,1967.2624,1764.5292,1711.9688,1659.4083,1591.8306,1546.7788,1539.2702,1494.2184,1381.5888,1208.8902,1171.347,1051.2089,991.1398,968.6139,923.5621,825.9498,825.9498
False,0.0,Свердловская область,0,False,25000.0,50000.0,6127.0461,4737.9486,3161.1353,3161.1353,2928.3676,2680.5827,2552.9359,2027.3314,1967.2624,1764.5292,1711.9688,1659.4083,1591.8306,1546.7788,1539.2702,1494.2184,1381.5888,1208.8902,1171.347,1051.2089,991.1398,968.6139,923.5621,825.9498,825.9498
False,0.0,Республика Башкортостан,0,False,15000.0,89000.0,10906.1421,8433.5486,5626.8208,5626.8208,5212.4944,4771.4372,4544.2259,3608.6499,3501.727,3140.862,3047.3044,2953.7468,2833.4585,2753.2663,2739.9009,2659.7087,2459.2281,2151.8246,2084.9977,1871.1518,1764.2289,1724.1328,1643.9405,1470.1907,1470.1907
False,0.0,Волгоградская область,2,False,17500.0,40000.0,4901.6369,3790.3589,2528.9082,2528.9082,2342.6941,2144.4661,2042.3487,1621.8651,1573.8099,1411.6234,1369.575,1327.5267,1273.4645,1237.423,1231.4161,1195.3747,1105.2711,967.1122,937.0776,840.9671,792.9118,774.8911,738.8497,660.7599,660.7599
False,0.0,Волгоградская область,2,True,25000.0,25000.0,3063.5231,2368.9743,1580.5677,1580.5677,1464.1838,1340.2913,1276.4679,1013.6657,983.6312,882.2646,855.9844,829.7042,795.9153,773.3894,769.6351,747.1092,690.7944,604.4451,585.6735,525.6044,495.5699,484.307,461.781,412.9749,412.9749
False,0.0,Вологодская область,1,False,25000.0,71000.0,8700.4055,6727.8871,4488.8121,4488.8121,4158.282,3806.4274,3625.1689,2878.8106,2793.5125,2505.6315,2430.9956,2356.3598,2260.3995,2196.4259,2185.7636,2121.7901,1961.8561,1716.6241,1663.3128,1492.7166,1407.4185,1375.4317,1311.4582,1172.8488,1172.8488
False,0.0,Рязанская область,1,False,25000.0,50000.0,6127.0461,4737.9486,3161.1353,3161.1353,2928.3676,2680.5827,2552.9359,2027.3314,1967.2624,1764.5292,1711.9688,1659.4083,1591.8306,1546.7788,1539.2702,1494.2184,1381.5888,1208.8902,1171.347,1051.2089,991.1398,968.6139,923.5621,825.9498,825.9498
False,0.0,Краснодарский край,0,False,20000.0,71000.0,8700.4055,6727.8871,4488.8121,4488.8121,4158.282,3806.4274,3625.1689,2878.8106,2793.5125,2505.6315,2430.9956,2356.3598,2260.3995,2196.4259,2185.7636,2121.7901,1961.8561,1716.6241,1663.3128,1492.7166,1407.4185,1375.4317,1311.4582,1172.8488,1172.8488
False,0.0,Владимирская область,1,False,55000.0,70000.0,8577.8645,6633.1281,4425.5894,4425.5894,4099.7147,3752.8157,3574.1102,2838.264,2754.1673,2470.3409,2396.7563,2323.1716,2228.5628,2165.4903,2154.9782,2091.9057,1934.2244,1692.4463,1639.8859,1471.6924,1387.5957,1356.0595,1292.9869,1156.3298,1156.3298
False,0.0,Владимирская область,1,True,50000.0,50000.0,6127.0461,4737.9486,3161.1353,3161.1353,2928.3676,2680.5827,2552.9359,2027.3314,1967.2624,1764.5292,1711.9688,1659.4083,1591.8306,1546.7788,1539.2702,1494.2184,1381.5888,1208.8902,1171.347,1051.2089,991.1398,968.6139,923.5621,825.9498,825.9498
False,0.0,Псковская область,1,False,18000.0,45000.0,5514.3415,4264.1538,2845.0218,2845.0218,2635.5309,2412.5244,2297.6423,1824.5983,1770.5361,1588.0763,1540.7719,1493.4675,1432.6475,1392.1009,1385.3431,1344.7965,1243.4299,1088.0012,1054.2123,946.088,892.0258,871.7525,831.2059,743.3549,743.3549
False,0.0,Нижегородская область,0,False,17000.0,100000.0,12254.0922,9475.8973,6322.2706,6322.2706,5856.7352,5361.1653,5105.8718,4054.6629,3934.5247,3529.0584,3423.9375,3318.8166,3183.6612,3093.5576,3078.5403,2988.4367,2763.1777,2417.7804,2342.6941,2102.4178,1982.2796,1937.2278,1847.1242,1651.8997,1651.8997
False,0.0,Оренбургская область,2,False,25000.0,71000.0,8700.4055,6727.8871,4488.8121,4488.8121,4158.282,3806.4274,3625.1689,2878.8106,2793.5125,2505.6315,2430.9956,2356.3598,2260.3995,2196.4259,2185.7636,2121.7901,1961.8561,1716.6241,1663.3128,1492.7166,1407.4185,1375.4317,1311.4582,1172.8488,1172.8488
False,0.0,Челябинская область,0,False,25000.0,71000.0,8700.4055,6727.8871,4488.8121,4488.8121,4158.282,3806.4274,3625.1689,2878.8106,2793.5125,2505.6315,2430.9956,2356.3598,2260.3995,2196.4259,2185.7636,2121.7901,1961.8561,1716.6241,1663.3128,1492.7166,1407.4185,1375.4317,1311.4582,1172.8488,1172.8488
False,0.0,Челябинская область,0,True,25000.0,25000.0,3063.5231,2368.9743,1580.5677,1580.5677,1464.1838,1340.2913,1276.4679,1013.6657,983.6312,882.2646,855.9844,829.7042,795.9153,773.3894,769.6351,747.1092,690.7944,604.4451,585.6735,525.6044,495.5699,484.307,461.781,412.9749,412.9749
False,0.0,Воронежская область,2,False,20000.0,71000.0,8700.4055,6727.8871,4488.8121,4488.8121,4158.282,3806.4274,3625.1689,2878.8106,2793.5125,2505.6315,2430.9956,2356.3598,2260.3995,2196.4259,2185.7636,2121.7901,1961.8561,1716.6241,1663.3128,1492.7166,1407.4185,1375.4317,1311.4582,1172.8488,1172.8488
False,0.0,Алтайский край,2,False,15000.0,80000.0,9803.2738,7580.7178,5057.8165,5057.8165,4685.3882,4288.9323,4084.6974,3243.7303,3147.6198,2823.2467,2739.15,2655.0533,2546.929,2474.8461,2462.8323,2390.7494,2210.5421,1934.2244,1874.1553,1681.9342,1585.8237,1549.7822,1477.6994,1321.5197,1321.5197
False,0.0,Республика Крым,1,False,45000.0,45000.0,5514.3415,4264.1538,2845.0218,2845.0218,2635.5309,2412.5244,2297.6423,1824.5983,1770.5361,1588.0763,1540.7719,1493.4675,1432.6475,1392.1009,1385.3431,1344.7965,1243.4299,1088.0012,1054.2123,946.088,892.0258,871.7525,831.2059,743.3549,743.3549
False,0.0,Калужская область,1,False,25000.0,50000.0,6127.0461,4737.9486,3161.1353,3161.1353,2928.3676,2680.5827,2552.9359,2027.3314,1967.2624,1764.5292,1711.9688,1659.4083,1591.8306,1546.7788,1539.2702,1494.2184,1381.5888,1208.8902,1171.347,1051.2089,991.1398,968.6139,923.5621,825.9498,825.9498
False,0.0,Астраханская область,1,False,15000.0,52000.0,6372.1279,4927.4666,3287.5807,3287.5807,3045.5023,2787.806,2655.0533,2108.4247,2045.9528,1835.1104,1780.4475,1725.7847,1655.5038,1608.6499,1600.841,1553.9871,1436.8524,1257.2458,1218.2009,1093.2572,1030.7854,1007.3585,960.5046,858.9878,858.9878
False,0.0,Ленинградская область,1,False,30000.0,55000.0,6739.7507,5211.7435,3477.2488,3477.2488,3221.2044,2948.6409,2808.2295,2230.0646,2163.9886,1940.9821,1883.1656,1825.3492,1751.0137,1701.4567,1693.1972,1643.6402,1519.7477,1329.7792,1288.4818,1156.3298,1090.2538,1065.4753,1015.9183,908.5448,908.5448
False,0.0,Саратовская область,2,False,30000.0,45000.0,5514.3415,4264.1538,2845.0218,2845.0218,2635.5309,2412.5244,2297.6423,1824.5983,1770.5361,1588.0763,1540.7719,1493.4675,1432.6475,1392.1009,1385.3431,1344.7965,1243.4299,1088.0012,1054.2123,946.088,892.0258,871.7525,831.2059,743.3549,743.3549
False,0.0,Пензенская область,1,False,25000.0,55000.0,6739.7507,5211.7435,3477.2488,3477.2488,3221.2044,2948.6409,2808.2295,2230.0646,2163.9886,1940.9821,1883.1656,1825.3492,1751.0137,1701.4567,1693.1972,1643.6402,1519.7477,1329.7792,1288.4818,1156.3298,1090.2538,1065.4753,1015.9183,908.5448,908.5448
False,0.0,Орловская область,1,False,25000.0,50000.0,6127.0461,4737.9486,3161.1353,3161.1353,2928.3676,2680.5827,2552.9359,2027.3314,1967.2624,1764.5292,1711.9688,1659.4083,1591.8306,1546.7788,1539.2702,1494.2184,1381.5888,1208.8902,1171.347,1051.2089,991.1398,968.6139,923.5621,825.9498,825.9498
False,0.0,Тульская область,1,False,25000.0,39870.0,4885.7066,3778.0402,2520.6893,2520.6893,2335.0803,2137.4966,2035.7111,1616.5941,1568.695,1407.0356,1365.1239,1323.2122,1269.3257,1233.4014,1227.414,1191.4897,1101.6789,963.9691,934.0321,838.234,790.3349,772.3727,736.4484,658.6124,658.6124
False,0.0,Тверская область,1,False,20000.0,55000.0,6739.7507,5211.7435,3477.2488,3477.2488,3221.2044,2948.6409,2808.2295,2230.0646,2163.9886,1940.9821,1883.1656,1825.3492,1751.0137,1701.4567,1693.1972,1643.6402,1519.7477,1329.7792,1288.4818,1156.3298,1090.2538,1065.4753,1015.9183,908.5448,908.5448
False,0.0,Белгородская область,2,False,20000.0,50000.0,6127.0461,4737.9486,3161.1353,3161.1353,2928.3676,2680.5827,2552.9359,2027.3314,1967.2624,1764.5292,1711.9688,1659.4083,1591.8306,1546.7788,1539.2702,1494.2184,1381.5888,1208.8902,1171.347,1051.2089,991.1398,968.6139,923.5621,825.9498,825.9498
False,0.0,Республика Марий Эл,1,False,16242.0,25000.0,3063.5231,2368.9743,1580.5677,1580.5677,1464.1838,1340.2913,1276.4679,1013.6657,983.6312,882.2646,855.9844,829.7042,795.9153,773.3894,769.6351,747.1092,690.7944,604.4451,585.6735,525.6044,495.5699,484.307,461.781,412.9749,412.9749
False,0.0,Тамбовская область,2,False,25000.0,50000.0,6127.0461,4737.9486,3161.1353,3161.1353,2928.3676,2680.5827,2552.9359,2027.3314,1967.2624,1764.5292,1711.9688,1659.4083,1591.8306,1546.7788,1539.2702,1494.2184,1381.5888,1208.8902,1171.347,1051.2089,991.1398,968.6139,923.5621,825.9498,825.9498
False,0.0,Ульяновская область,1,False,25000.0,51700.0,6335.3657,4899.0389,3268.6139,3268.6139,3027.9321,2771.7225,2639.7357,2096.2607,2034.1493,1824.5232,1770.1757,1715.8282,1645.9528,1599.3693,1591.6053,1545.0218,1428.5628,1249.9925,1211.1728,1086.95,1024.8386,1001.5468,954.9632,854.0321,854.0321
False,0.0,Смоленская область,1,False,16500.0,50000.0,6127.0461,4737.9486,3161.1353,3161.1353,2928.3676,2680.5827,2552.9359,2027.3314,1967.2624,1764.5292,1711.9688,1659.4083,1591.8306,1546.7788,1539.2702,1494.2184,1381.5888,1208.8902,1171.347,1051.2089,991.1398,968.6139,923.5621,825.9498,825.9498
False,0.0,Чувашская Республика,1,False,20000.0,30000.0,3676.2277,2842.7692,1896.6812,1896.6812,1757.0206,1608.3496,1531.7615,1216.3989,1180.3574,1058.7175,1027.1813,995.645,955.0984,928.0673,923.5621,896.531,828.9533,725.3341,702.8082,630.7253,594.6839,581.1683,554.1373,495.5699,495.5699
False,0.0,Республика Мордовия,1,False,20000.0,20000.0,2450.8184,1895.1795,1264.4541,1264.4541,1171.347,1072.2331,1021.1744,810.9326,786.9049,705.8117,684.7875,663.7633,636.7322,618.7115,615.7081,597.6873,552.6355,483.5561,468.5388,420.4836,396.4559,387.4456,369.4248,330.3799,330.3799
False,0.0,Удмуртская Республика,1,False,25000.0,40000.0,4901.6369,3790.3589,2528.9082,2528.9082,2342.6941,2144.4661,2042.3487,1621.8651,1573.8099,1411.6234,1369.575,1327.5267,1273.4645,1237.423,1231.4161,1195.3747,1105.2711,967.1122,937.0776,840.9671,792.9118,774.8911,738.8497,660.7599,660.7599
False,0.0,Курская область,2,False,20000.0,39870.0,4885.7066,3778.0402,2520.6893,2520.6893,2335.0803,2137.4966,2035.7111,1616.5941,1568.695,1407.0356,1365.1239,1323.2122,1269.3257,1233.4014,1227.414,1191.4897,1101.6789,963.9691,934.0321,838.234,790.3349,772.3727,736.4484,658.6124,658.6124
False,0.0,Пермский край,1,False,20000.0,55000.0,6739.7507,5211.7435,3477.2488,3477.2488,3221.2044,2948.6409,2808.2295,2230.0646,2163.9886,1940.9821,1883.1656,1825.3492,1751.0137,1701.4567,1693.1972,1643.6402,1519.7477,1329.7792,1288.4818,1156.3298,1090.2538,1065.4753,1015.9183,908.5448,908.5448
False,0.0,Ярославская область,1,False,25000.0,52200.0,6396.6361,4946.4184,3300.2253,3300.2253,3057.2158,2798.5283,2665.2651,2116.534,2053.8219,1842.1685,1787.2954,1732.4223,1661.8712,1614.8371,1606.998,1559.964,1442.3787,1262.0814,1222.8863,1097.4621,1034.75,1011.2329,964.1988,862.2916,862.2916
False,0.0,Костромская область,1,False,25000.0,30000.0,3676.2277,2842.7692,1896.6812,1896.6812,1757.0206,1608.3496,1531.7615,1216.3989,1180.3574,1058.7175,1027.1813,995.645,955.0984,928.0673,923.5621,896.531,828.9533,725.3341,702.8082,630.7253,594.6839,581.1683,554.1373,495.5699,495.5699
False,0.0,Липецкая область,1,False,20000.0,70000.0,8577.8645,6633.1281,4425.5894,4425.5894,4099.7147,3752.8157,3574.1102,2838.264,2754.1673,2470.3409,2396.7563,2323.1716,2228.5628,2165.4903,2154.9782,2091.9057,1934.2244,1692.4463,1639.8859,1471.6924,1387.5957,1356.0595,1292.9869,1156.3298,1156.3298
False,0.0,Кемеровская область,1,False,23000.0,50000.0,6127.0461,4737.9486,3161.1353,3161.1353,2928.3676,2680.5827,2552.9359,2027.3314,1967.2624,1764.5292,1711.9688,1659.4083,1591.8306,1546.7788,1539.2702,1494.2184,1381.5888,1208.8902,1171.347,1051.2089,991.1398,968.6139,923.5621,825.9498,825.9498
False,0.0,Кемеровская область,1,True,21115.0,21115.0,2587.4516,2000.8357,1334.9474,1334.9474,1236.6496,1132.0101,1078.1048,856.1421,830.7749,745.1607,722.9644,700.7681,672.2301,653.2047,650.0338,631.0084,583.445,510.5143,494.6599,443.9255,418.5583,409.0457,390.0203,348.7986,348.7986
False,0.0,Кировская область,1,False,30000.0,45000.0,5514.3415,4264.1538,2845.0218,2845.0218,2635.5309,2412.5244,2297.6423,1824.5983,1770.5361,1588.0763,1540.7719,1493.4675,1432.6475,1392.1009,1385.3431,1344.7965,1243.4299,1088.0012,1054.2123,946.088,892.0258,871.7525,831.2059,743.3549,743.3549
False,0.0,Ивановская область,1,False,25000.0,45000.0,5514.3415,4264.1538,2845.0218,2845.0218,2635.5309,2412.5244,2297.6423,1824.5983,1770.5361,1588.0763,1540.7719,1493.4675,1432.6475,1392.1009,1385.3431,1344.7965,1243.4299,1088.0012,1054.2123,946.088,892.0258,871.7525,831.2059,743.3549,743.3549
False,0.0,Брянская область,1,False,25000.0,30000.0,3676.2277,2842.7692,1896.6812,1896.6812,1757.0206,1608.3496,1531.7615,1216.3989,1180.3574,1058.7175,1027.1813,995.645,955.0984,928.0673,923.5621,896.531,828.9533,725.3341,702.8082,630.7253,594.6839,581.1683,554.1373,495.5699,495.5699
False,0.0,Республика Адыгея,1,False,25000.0,55000.0,6739.7507,5211.7435,3477.2488,3477.2488,3221.2044,2948.6409,2808.2295,2230.0646,2163.9886,1940.9821,1883.1656,1825.3492,1751.0137,1701.4567,1693.1972,1643.6402,1519.7477,1329.7792,1288.4818,1156.3298,1090.2538,1065.4753,1015.9183,908.5448,908.5448
