is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Аккуратность (СК) (575_4),Автослесарь - Базовые умения по комплексному ТО и Р автотранспорта (2091_31),"Личные установки и ценности, мировоззрение (2043_4)","Автослесарь - Конкретные умения – предрейсовый осмотр, профилактический осмотр, техосмотр (2262_31)",Автоэлектрик - обобщенные знания - знание устройства узлов и агрегатов транспортных средств (3749_31),"Саморазвитие, обучаемость (СК) (604_4)",Командность (СК) (1371_4),Пунктуальность (СК) (612_4),Автослесарь - Конкретные умения – диагностика (2261_31),Высокая работоспособность (СК) (586_4),Трудолюбие (СК) (597_4),Автослесарь - Базовые знания в области конструкции и характеристик АТС (2224_31),Нравственность (СК) (622_4),Автоэлектрик - диагностика неисправностей электрооборудования (3247_31),Внимательность (СК) (536_4),Выполнение ремонтных работ (ОПТ) (8285_36),Автослесарь - Конкретные умения – Ходовая часть - Общие работы по обслуживанию и ремонту систем снизу автомобиля (3830_31),Коммуникабельность (СК) (617_4),"Автослесарь - Конкретные умения – Ремонт агрегатов - Общие работы по ремонту, сборке/разборке, восстановлению (3823_31)",Автоэлектрик - конкретные умения - диагностика и ремонт ходовой части (3723_31),Склонность к здоровому образу жизни (СК) (1662_4),Автослесарь - Конкретные умения – Ремонт агрегатов - Ремонтные работы по двигателю и трансмиссии (3818_31)
False,2.0,Волгоградская область,2,True,30000.0,30000.0,6491.4992,3709.4281,2403.4003,1754.2504,1723.3385,1391.0355,1089.6445,1051.0046,981.4529,942.813,780.5255,749.6136,749.6136,718.7017,718.7017,610.51,595.0541,556.4142,540.9583,510.0464,502.3184,494.5904,471.4065,463.6785
False,2.0,Краснодарский край,0,False,17054.0,150000.0,32457.4961,18547.1406,12017.0015,8771.2519,8616.6924,6955.1777,5448.2226,5255.0232,4907.2643,4714.0649,3902.6275,3748.068,3748.068,3593.5085,3593.5085,3052.5502,2975.2705,2782.0711,2704.7913,2550.2318,2511.592,2472.9521,2357.0325,2318.3926
False,2.0,Краснодарский край,0,True,32000.0,40000.0,8655.3323,4945.9042,3204.5337,2339.0005,2297.7846,1854.7141,1452.8594,1401.3395,1308.6038,1257.084,1040.7007,999.4848,999.4848,958.2689,958.2689,814.0134,793.4055,741.8856,721.2777,680.0618,669.7579,659.4539,628.542,618.238
False,2.0,Астраханская область,1,False,18000.0,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,2.0,Пермский край,1,False,18000.0,160000.0,34621.3292,19783.6167,12818.135,9356.0021,9191.1386,7418.8563,5811.4374,5605.3581,5234.4152,5028.3359,4162.8027,3997.9392,3997.9392,3833.0757,3833.0757,3256.0536,3173.6218,2967.5425,2885.1108,2720.2473,2679.0314,2637.8156,2514.168,2472.9521
False,2.0,Республика Башкортостан,0,False,18000.0,160000.0,34621.3292,19783.6167,12818.135,9356.0021,9191.1386,7418.8563,5811.4374,5605.3581,5234.4152,5028.3359,4162.8027,3997.9392,3997.9392,3833.0757,3833.0757,3256.0536,3173.6218,2967.5425,2885.1108,2720.2473,2679.0314,2637.8156,2514.168,2472.9521
False,2.0,Республика Башкортостан,0,True,40000.0,40000.0,8655.3323,4945.9042,3204.5337,2339.0005,2297.7846,1854.7141,1452.8594,1401.3395,1308.6038,1257.084,1040.7007,999.4848,999.4848,958.2689,958.2689,814.0134,793.4055,741.8856,721.2777,680.0618,669.7579,659.4539,628.542,618.238
False,2.0,Челябинская область,0,False,18000.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,2.0,Челябинская область,0,True,20000.0,20000.0,4327.6662,2472.9521,1602.2669,1169.5003,1148.8923,927.357,726.4297,700.6698,654.3019,628.542,520.3503,499.7424,499.7424,479.1345,479.1345,407.0067,396.7027,370.9428,360.6388,340.0309,334.8789,329.7269,314.271,309.119
False,2.0,Ростовская область,0,False,18000.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,2.0,Воронежская область,2,False,20000.0,70000.0,15146.8315,8655.3323,5607.9341,4093.2509,4021.1231,3245.7496,2542.5039,2452.3442,2290.0567,2199.897,1821.2262,1749.0984,1749.0984,1676.9706,1676.9706,1424.5234,1388.4596,1298.2998,1262.236,1190.1082,1172.0762,1154.0443,1099.9485,1081.9165
False,2.0,Кировская область,1,False,20000.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,2.0,Саратовская область,2,False,18000.0,150000.0,32457.4961,18547.1406,12017.0015,8771.2519,8616.6924,6955.1777,5448.2226,5255.0232,4907.2643,4714.0649,3902.6275,3748.068,3748.068,3593.5085,3593.5085,3052.5502,2975.2705,2782.0711,2704.7913,2550.2318,2511.592,2472.9521,2357.0325,2318.3926
False,2.0,Орловская область,1,False,18000.0,75000.0,16228.7481,9273.5703,6008.5008,4385.626,4308.3462,3477.5889,2724.1113,2627.5116,2453.6321,2357.0325,1951.3138,1874.034,1874.034,1796.7543,1796.7543,1526.2751,1487.6352,1391.0355,1352.3957,1275.1159,1255.796,1236.476,1178.5162,1159.1963
False,2.0,Белгородская область,2,False,18000.0,200000.0,43276.6615,24729.5209,16022.6687,11695.0026,11488.9232,9273.5703,7264.2968,7006.6976,6543.0191,6285.4199,5203.5033,4997.424,4997.424,4791.3447,4791.3447,4070.067,3967.0273,3709.4281,3606.3885,3400.3091,3348.7893,3297.2694,3142.7099,3091.1901
False,2.0,Новосибирская область,0,False,18000.0,146000.0,31591.9629,18052.5502,11696.5482,8537.3519,8386.914,6769.7063,5302.9366,5114.8892,4776.4039,4588.3565,3798.5574,3648.1195,3648.1195,3497.6816,3497.6816,2971.1489,2895.9299,2707.8825,2632.6636,2482.2257,2444.6162,2407.0067,2294.1783,2256.5688
False,2.0,Новосибирская область,0,True,32000.0,32000.0,6924.2658,3956.7233,2563.627,1871.2004,1838.2277,1483.7713,1162.2875,1121.0716,1046.883,1005.6672,832.5605,799.5878,799.5878,766.6151,766.6151,651.2107,634.7244,593.5085,577.0222,544.0495,535.8063,527.5631,502.8336,494.5904
False,2.0,Приморский край,1,False,18000.0,190000.0,41112.8284,23493.0448,15221.5353,11110.2524,10914.4771,8809.8918,6901.0819,6656.3627,6215.8681,5971.1489,4943.3282,4747.5528,4747.5528,4551.7774,4551.7774,3866.5636,3768.6759,3523.9567,3426.069,3230.2937,3181.3498,3132.406,2985.5744,2936.6306
False,2.0,Ивановская область,1,False,18000.0,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,2.0,Чувашская Республика,1,False,18000.0,60000.0,12982.9985,7418.8563,4806.8006,3508.5008,3446.677,2782.0711,2179.289,2102.0093,1962.9057,1885.626,1561.051,1499.2272,1499.2272,1437.4034,1437.4034,1221.0201,1190.1082,1112.8284,1081.9165,1020.0927,1004.6368,989.1808,942.813,927.357
False,2.0,Владимирская область,1,False,20000.0,75000.0,16228.7481,9273.5703,6008.5008,4385.626,4308.3462,3477.5889,2724.1113,2627.5116,2453.6321,2357.0325,1951.3138,1874.034,1874.034,1796.7543,1796.7543,1526.2751,1487.6352,1391.0355,1352.3957,1275.1159,1255.796,1236.476,1178.5162,1159.1963
False,2.0,Алтайский край,2,False,18000.0,150000.0,32457.4961,18547.1406,12017.0015,8771.2519,8616.6924,6955.1777,5448.2226,5255.0232,4907.2643,4714.0649,3902.6275,3748.068,3748.068,3593.5085,3593.5085,3052.5502,2975.2705,2782.0711,2704.7913,2550.2318,2511.592,2472.9521,2357.0325,2318.3926
False,2.0,Ярославская область,1,False,18000.0,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,2.0,Ярославская область,1,True,40000.0,50000.0,10819.1654,6182.3802,4005.6672,2923.7506,2872.2308,2318.3926,1816.0742,1751.6744,1635.7548,1571.355,1300.8758,1249.356,1249.356,1197.8362,1197.8362,1017.5167,991.7568,927.357,901.5971,850.0773,837.1973,824.3174,785.6775,772.7975
False,2.0,Архангельская область,1,False,20000.0,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,2.0,Калининградская область,1,False,20000.0,75000.0,16228.7481,9273.5703,6008.5008,4385.626,4308.3462,3477.5889,2724.1113,2627.5116,2453.6321,2357.0325,1951.3138,1874.034,1874.034,1796.7543,1796.7543,1526.2751,1487.6352,1391.0355,1352.3957,1275.1159,1255.796,1236.476,1178.5162,1159.1963
False,2.0,Тюменская область,1,False,18000.0,200000.0,43276.6615,24729.5209,16022.6687,11695.0026,11488.9232,9273.5703,7264.2968,7006.6976,6543.0191,6285.4199,5203.5033,4997.424,4997.424,4791.3447,4791.3447,4070.067,3967.0273,3709.4281,3606.3885,3400.3091,3348.7893,3297.2694,3142.7099,3091.1901
False,2.0,Смоленская область,1,False,16242.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,2.0,Костромская область,1,False,18000.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,2.0,Курганская область,1,False,18000.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,2.0,Удмуртская Республика,1,False,18000.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,2.0,Ленинградская область,1,False,20000.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,2.0,Ленинградская область,1,True,50000.0,50000.0,10819.1654,6182.3802,4005.6672,2923.7506,2872.2308,2318.3926,1816.0742,1751.6744,1635.7548,1571.355,1300.8758,1249.356,1249.356,1197.8362,1197.8362,1017.5167,991.7568,927.357,901.5971,850.0773,837.1973,824.3174,785.6775,772.7975
False,2.0,Тверская область,1,False,20000.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,2.0,Город федерального значения Севастополь,1,False,18000.0,60000.0,12982.9985,7418.8563,4806.8006,3508.5008,3446.677,2782.0711,2179.289,2102.0093,1962.9057,1885.626,1561.051,1499.2272,1499.2272,1437.4034,1437.4034,1221.0201,1190.1082,1112.8284,1081.9165,1020.0927,1004.6368,989.1808,942.813,927.357
False,2.0,Новгородская область,1,False,20000.0,60000.0,12982.9985,7418.8563,4806.8006,3508.5008,3446.677,2782.0711,2179.289,2102.0093,1962.9057,1885.626,1561.051,1499.2272,1499.2272,1437.4034,1437.4034,1221.0201,1190.1082,1112.8284,1081.9165,1020.0927,1004.6368,989.1808,942.813,927.357
False,2.0,Тамбовская область,2,False,18000.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,2.0,Калужская область,1,False,18000.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,2.0,Пензенская область,1,False,25000.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,2.0,Тульская область,1,False,17000.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,2.0,Липецкая область,1,False,18000.0,75000.0,16228.7481,9273.5703,6008.5008,4385.626,4308.3462,3477.5889,2724.1113,2627.5116,2453.6321,2357.0325,1951.3138,1874.034,1874.034,1796.7543,1796.7543,1526.2751,1487.6352,1391.0355,1352.3957,1275.1159,1255.796,1236.476,1178.5162,1159.1963
False,2.0,Республика Марий Эл,1,False,20000.0,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,2.0,Брянская область,1,False,18000.0,45000.0,9737.2488,5564.1422,3605.1005,2631.3756,2585.0077,2086.5533,1634.4668,1576.507,1472.1793,1414.2195,1170.7883,1124.4204,1124.4204,1078.0526,1078.0526,915.7651,892.5811,834.6213,811.4374,765.0696,753.4776,741.8856,707.1097,695.5178
False,2.0,Республика Карелия,1,False,18000.0,120000.0,25965.9969,14837.7125,9613.6012,7017.0015,6893.3539,5564.1422,4358.5781,4204.0185,3925.8114,3771.2519,3122.102,2998.4544,2998.4544,2874.8068,2874.8068,2442.0402,2380.2164,2225.6569,2163.8331,2040.1855,2009.2736,1978.3617,1885.626,1854.7141
False,2.0,Псковская область,1,False,17000.0,75000.0,16228.7481,9273.5703,6008.5008,4385.626,4308.3462,3477.5889,2724.1113,2627.5116,2453.6321,2357.0325,1951.3138,1874.034,1874.034,1796.7543,1796.7543,1526.2751,1487.6352,1391.0355,1352.3957,1275.1159,1255.796,1236.476,1178.5162,1159.1963
False,2.0,Республика Коми,1,False,18000.0,75000.0,16228.7481,9273.5703,6008.5008,4385.626,4308.3462,3477.5889,2724.1113,2627.5116,2453.6321,2357.0325,1951.3138,1874.034,1874.034,1796.7543,1796.7543,1526.2751,1487.6352,1391.0355,1352.3957,1275.1159,1255.796,1236.476,1178.5162,1159.1963
False,2.0,Республика Адыгея,1,False,18000.0,90000.0,19474.4977,11128.2844,7210.2009,5262.7512,5170.0155,4173.1066,3268.9335,3153.0139,2944.3586,2828.4389,2341.5765,2248.8408,2248.8408,2156.1051,2156.1051,1831.5301,1785.1623,1669.2427,1622.8748,1530.1391,1506.9552,1483.7713,1414.2195,1391.0355
False,2.0,Курская область,2,False,20000.0,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,2.0,Республика Мордовия,1,False,20000.0,75000.0,16228.7481,9273.5703,6008.5008,4385.626,4308.3462,3477.5889,2724.1113,2627.5116,2453.6321,2357.0325,1951.3138,1874.034,1874.034,1796.7543,1796.7543,1526.2751,1487.6352,1391.0355,1352.3957,1275.1159,1255.796,1236.476,1178.5162,1159.1963
False,2.0,Вологодская область,1,False,22000.0,120000.0,25965.9969,14837.7125,9613.6012,7017.0015,6893.3539,5564.1422,4358.5781,4204.0185,3925.8114,3771.2519,3122.102,2998.4544,2998.4544,2874.8068,2874.8068,2442.0402,2380.2164,2225.6569,2163.8331,2040.1855,2009.2736,1978.3617,1885.626,1854.7141
False,2.0,Кабардино-Балкарская Республика,1,False,30000.0,40000.0,8655.3323,4945.9042,3204.5337,2339.0005,2297.7846,1854.7141,1452.8594,1401.3395,1308.6038,1257.084,1040.7007,999.4848,999.4848,958.2689,958.2689,814.0134,793.4055,741.8856,721.2777,680.0618,669.7579,659.4539,628.542,618.238
False,2.0,Карачаево-Черкесская Республика,1,False,18000.0,40000.0,8655.3323,4945.9042,3204.5337,2339.0005,2297.7846,1854.7141,1452.8594,1401.3395,1308.6038,1257.084,1040.7007,999.4848,999.4848,958.2689,958.2689,814.0134,793.4055,741.8856,721.2777,680.0618,669.7579,659.4539,628.542,618.238
False,2.0,Кемеровская область,1,False,18000.0,200000.0,43276.6615,24729.5209,16022.6687,11695.0026,11488.9232,9273.5703,7264.2968,7006.6976,6543.0191,6285.4199,5203.5033,4997.424,4997.424,4791.3447,4791.3447,4070.067,3967.0273,3709.4281,3606.3885,3400.3091,3348.7893,3297.2694,3142.7099,3091.1901
False,2.0,Кемеровская область,1,True,45000.0,45000.0,9737.2488,5564.1422,3605.1005,2631.3756,2585.0077,2086.5533,1634.4668,1576.507,1472.1793,1414.2195,1170.7883,1124.4204,1124.4204,1078.0526,1078.0526,915.7651,892.5811,834.6213,811.4374,765.0696,753.4776,741.8856,707.1097,695.5178
False,2.0,Рязанская область,1,False,20000.0,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,2.0,Томская область,1,False,35.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,2.0,Республика Дагестан,1,False,35000.0,35000.0,7573.4158,4327.6662,2803.967,2046.6255,2010.5616,1622.8748,1271.2519,1226.1721,1145.0283,1099.9485,910.6131,874.5492,874.5492,838.4853,838.4853,712.2617,694.2298,649.1499,631.118,595.0541,586.0381,577.0222,549.9742,540.9583
False,2.0,Московская область,2,False,5000.0,120000.0,25965.9969,14837.7125,9613.6012,7017.0015,6893.3539,5564.1422,4358.5781,4204.0185,3925.8114,3771.2519,3122.102,2998.4544,2998.4544,2874.8068,2874.8068,2442.0402,2380.2164,2225.6569,2163.8331,2040.1855,2009.2736,1978.3617,1885.626,1854.7141
False,2.0,Московская область,2,True,50000.0,70000.0,15146.8315,8655.3323,5607.9341,4093.2509,4021.1231,3245.7496,2542.5039,2452.3442,2290.0567,2199.897,1821.2262,1749.0984,1749.0984,1676.9706,1676.9706,1424.5234,1388.4596,1298.2998,1262.236,1190.1082,1172.0762,1154.0443,1099.9485,1081.9165
False,2.0,Город федерального значения Санкт-Петербург,0,False,25000.0,150000.0,32457.4961,18547.1406,12017.0015,8771.2519,8616.6924,6955.1777,5448.2226,5255.0232,4907.2643,4714.0649,3902.6275,3748.068,3748.068,3593.5085,3593.5085,3052.5502,2975.2705,2782.0711,2704.7913,2550.2318,2511.592,2472.9521,2357.0325,2318.3926
False,2.0,Город федерального значения Санкт-Петербург,0,True,30000.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,2.0,Мурманская область,1,False,25000.0,120000.0,25965.9969,14837.7125,9613.6012,7017.0015,6893.3539,5564.1422,4358.5781,4204.0185,3925.8114,3771.2519,3122.102,2998.4544,2998.4544,2874.8068,2874.8068,2442.0402,2380.2164,2225.6569,2163.8331,2040.1855,2009.2736,1978.3617,1885.626,1854.7141
False,2.0,Республика Бурятия,1,False,25000.0,200000.0,43276.6615,24729.5209,16022.6687,11695.0026,11488.9232,9273.5703,7264.2968,7006.6976,6543.0191,6285.4199,5203.5033,4997.424,4997.424,4791.3447,4791.3447,4070.067,3967.0273,3709.4281,3606.3885,3400.3091,3348.7893,3297.2694,3142.7099,3091.1901
False,2.0,Иркутская область,1,False,20000.0,200000.0,43276.6615,24729.5209,16022.6687,11695.0026,11488.9232,9273.5703,7264.2968,7006.6976,6543.0191,6285.4199,5203.5033,4997.424,4997.424,4791.3447,4791.3447,4070.067,3967.0273,3709.4281,3606.3885,3400.3091,3348.7893,3297.2694,3142.7099,3091.1901
False,2.0,Красноярский край,1,False,25000.0,190000.0,41112.8284,23493.0448,15221.5353,11110.2524,10914.4771,8809.8918,6901.0819,6656.3627,6215.8681,5971.1489,4943.3282,4747.5528,4747.5528,4551.7774,4551.7774,3866.5636,3768.6759,3523.9567,3426.069,3230.2937,3181.3498,3132.406,2985.5744,2936.6306
False,2.0,Омская область,1,False,25000.0,200000.0,43276.6615,24729.5209,16022.6687,11695.0026,11488.9232,9273.5703,7264.2968,7006.6976,6543.0191,6285.4199,5203.5033,4997.424,4997.424,4791.3447,4791.3447,4070.067,3967.0273,3709.4281,3606.3885,3400.3091,3348.7893,3297.2694,3142.7099,3091.1901
False,2.0,Омская область,1,True,50000.0,50000.0,10819.1654,6182.3802,4005.6672,2923.7506,2872.2308,2318.3926,1816.0742,1751.6744,1635.7548,1571.355,1300.8758,1249.356,1249.356,1197.8362,1197.8362,1017.5167,991.7568,927.357,901.5971,850.0773,837.1973,824.3174,785.6775,772.7975
False,2.0,Хабаровский край,1,False,25000.0,130000.0,28129.83,16074.1886,10414.7347,7601.7517,7467.8001,6027.8207,4721.7929,4554.3534,4252.9624,4085.5229,3382.2772,3248.3256,3248.3256,3114.374,3114.374,2645.5435,2578.5677,2411.1283,2344.1525,2210.2009,2176.713,2143.2251,2042.7615,2009.2736
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,25000.0,160000.0,34621.3292,19783.6167,12818.135,9356.0021,9191.1386,7418.8563,5811.4374,5605.3581,5234.4152,5028.3359,4162.8027,3997.9392,3997.9392,3833.0757,3833.0757,3256.0536,3173.6218,2967.5425,2885.1108,2720.2473,2679.0314,2637.8156,2514.168,2472.9521
False,2.0,Ханты-Мансийский автономный округ — Югра,1,True,50000.0,50000.0,10819.1654,6182.3802,4005.6672,2923.7506,2872.2308,2318.3926,1816.0742,1751.6744,1635.7548,1571.355,1300.8758,1249.356,1249.356,1197.8362,1197.8362,1017.5167,991.7568,927.357,901.5971,850.0773,837.1973,824.3174,785.6775,772.7975
False,2.0,Забайкальский край,1,False,21000.0,140000.0,30293.6631,17310.6646,11215.8681,8186.5018,8042.2463,6491.4992,5085.0077,4904.6883,4580.1133,4399.7939,3642.4523,3498.1968,3498.1968,3353.9413,3353.9413,2849.0469,2776.9191,2596.5997,2524.4719,2380.2164,2344.1525,2308.0886,2199.897,2163.8331
False,2.0,Республика Хакасия,1,False,25987.0,157000.0,33972.1793,19412.6739,12577.795,9180.577,9018.8047,7279.7527,5702.473,5500.2576,5136.27,4934.0546,4084.7501,3922.9778,3922.9778,3761.2056,3761.2056,3195.0026,3114.1164,2911.9011,2831.0149,2669.2427,2628.7996,2588.3565,2467.0273,2426.5842
False,2.0,Сахалинская область,1,False,25000.0,120000.0,25965.9969,14837.7125,9613.6012,7017.0015,6893.3539,5564.1422,4358.5781,4204.0185,3925.8114,3771.2519,3122.102,2998.4544,2998.4544,2874.8068,2874.8068,2442.0402,2380.2164,2225.6569,2163.8331,2040.1855,2009.2736,1978.3617,1885.626,1854.7141
False,2.0,Амурская область,1,False,25000.0,140000.0,30293.6631,17310.6646,11215.8681,8186.5018,8042.2463,6491.4992,5085.0077,4904.6883,4580.1133,4399.7939,3642.4523,3498.1968,3498.1968,3353.9413,3353.9413,2849.0469,2776.9191,2596.5997,2524.4719,2380.2164,2344.1525,2308.0886,2199.897,2163.8331
False,2.0,Камчатский край,1,False,40000.0,70000.0,15146.8315,8655.3323,5607.9341,4093.2509,4021.1231,3245.7496,2542.5039,2452.3442,2290.0567,2199.897,1821.2262,1749.0984,1749.0984,1676.9706,1676.9706,1424.5234,1388.4596,1298.2998,1262.236,1190.1082,1172.0762,1154.0443,1099.9485,1081.9165
False,2.0,Еврейская автономная область,1,False,25000.0,50000.0,10819.1654,6182.3802,4005.6672,2923.7506,2872.2308,2318.3926,1816.0742,1751.6744,1635.7548,1571.355,1300.8758,1249.356,1249.356,1197.8362,1197.8362,1017.5167,991.7568,927.357,901.5971,850.0773,837.1973,824.3174,785.6775,772.7975
False,2.0,Ненецкий автономный округ,1,False,25000.0,50000.0,10819.1654,6182.3802,4005.6672,2923.7506,2872.2308,2318.3926,1816.0742,1751.6744,1635.7548,1571.355,1300.8758,1249.356,1249.356,1197.8362,1197.8362,1017.5167,991.7568,927.357,901.5971,850.0773,837.1973,824.3174,785.6775,772.7975
False,2.0,Город федерального значения Москва,0,False,100.0,180000.0,38948.9954,22256.5688,14420.4019,10525.5023,10340.0309,8346.2133,6537.8671,6306.0278,5888.7172,5656.8779,4683.153,4497.6816,4497.6816,4312.2102,4312.2102,3663.0603,3570.3246,3338.4853,3245.7496,3060.2782,3013.9104,2967.5425,2828.4389,2782.0711
False,2.0,Город федерального значения Москва,0,True,50000.0,90000.0,19474.4977,11128.2844,7210.2009,5262.7512,5170.0155,4173.1066,3268.9335,3153.0139,2944.3586,2828.4389,2341.5765,2248.8408,2248.8408,2156.1051,2156.1051,1831.5301,1785.1623,1669.2427,1622.8748,1530.1391,1506.9552,1483.7713,1414.2195,1391.0355
