is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Работа на станках с ЧПУ (3542_35),"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Внимательность (СК) (536_4),Чтение схем/чертежей (ОПТ) (3032_36),"Личные установки и ценности, мировоззрение (2043_4)",Аккуратность (СК) (575_4),Составление и корректировка управляющих программ (3667_35),"Саморазвитие, обучаемость (СК) (604_4)",Подготовка станков к работе (3512_35),Штамповочные работы (3747_35),Высокая работоспособность (СК) (586_4),Эксплуатация станочного оборудования (3579_35),Установка инструмента (3458_35),Наладка оборудования (4078_35),Коммуникабельность (СК) (617_4),Трудолюбие (СК) (597_4),Фрезерование (3469_35),Техническое обслуживание оборудования (4130_35),Использование контрольно-измерительных инструментов (3479_35),Работа на фрезерном станке с ЧПУ (3645_35),Контроль качества изделий (3466_35),Знания устройства и принципа действия станков с ЧПУ (3752_35),Целеустремленность (СК) (588_4),Знать систему допусков и посадок (3462_35)
False,1.0,Новосибирская область,0,True,60000.0,60000.0,9675.3927,7717.2775,4701.5707,4376.9634,3916.2304,3727.7487,3623.0366,3361.2565,2460.733,2303.6649,2178.0105,1465.9686,1256.5445,1204.1885,1162.3037,952.8796,837.6963,816.7539,732.9843,701.5707,586.3874,586.3874,554.9738,554.9738,544.5026
False,1.0,Новгородская область,1,False,28000.0,102000.0,16448.1675,13119.3717,7992.6702,7440.8377,6657.5916,6337.1728,6159.1623,5714.1361,4183.2461,3916.2304,3702.6178,2492.1466,2136.1257,2047.1204,1975.9162,1619.8953,1424.0838,1388.4817,1246.0733,1192.6702,996.8586,996.8586,943.4555,943.4555,925.6545
False,1.0,Псковская область,1,False,28000.0,100000.0,16125.6545,12862.1291,7835.9511,7294.9389,6527.0506,6212.9145,6038.3944,5602.0942,4101.2216,3839.4415,3630.0175,2443.281,2094.2408,2006.9808,1937.1728,1588.1326,1396.1606,1361.2565,1221.6405,1169.2845,977.3124,977.3124,924.9564,924.9564,907.5044
False,1.0,Республика Бурятия,1,False,28000.0,90000.0,14513.089,11575.9162,7052.356,6565.445,5874.3455,5591.623,5434.555,5041.8848,3691.0995,3455.4974,3267.0157,2198.9529,1884.8168,1806.2827,1743.4555,1429.3194,1256.5445,1225.1309,1099.4764,1052.356,879.5812,879.5812,832.4607,832.4607,816.7539
False,1.0,Мурманская область,1,False,50000.0,120000.0,19350.7853,15434.555,9403.1414,8753.9267,7832.4607,7455.4974,7246.0733,6722.5131,4921.466,4607.3298,4356.0209,2931.9372,2513.089,2408.377,2324.6073,1905.7592,1675.3927,1633.5079,1465.9686,1403.1414,1172.7749,1172.7749,1109.9476,1109.9476,1089.0052
False,1.0,Республика Калмыкия,1,False,30000.0,66000.0,10642.9319,8489.0052,5171.7277,4814.6597,4307.8534,4100.5236,3985.3403,3697.3822,2706.8063,2534.0314,2395.8115,1612.5654,1382.199,1324.6073,1278.534,1048.1675,921.466,898.4293,806.2827,771.7277,645.0262,645.0262,610.4712,610.4712,598.9529
False,1.0,Город федерального значения Севастополь,1,False,35000.0,70000.0,11287.9581,9003.4904,5485.1658,5106.4572,4568.9354,4349.0401,4226.8761,3921.466,2870.8551,2687.6091,2541.0122,1710.2967,1465.9686,1404.8866,1356.0209,1111.6928,977.3124,952.8796,855.1483,818.4991,684.1187,684.1187,647.4695,647.4695,635.2531
False,1.0,Город федерального значения Севастополь,1,True,40000.0,40000.0,6450.2618,5144.8517,3134.3805,2917.9756,2610.8202,2485.1658,2415.3578,2240.8377,1640.4887,1535.7766,1452.007,977.3124,837.6963,802.7923,774.8691,635.2531,558.4642,544.5026,488.6562,467.7138,390.925,390.925,369.9825,369.9825,363.0017
False,1.0,Республика Крым,1,False,25000.0,65000.0,10481.6754,8360.3839,5093.3682,4741.7103,4242.5829,4038.3944,3924.9564,3641.3613,2665.7941,2495.637,2359.5113,1588.1326,1361.2565,1304.5375,1259.1623,1032.2862,907.5044,884.8168,794.0663,760.0349,635.2531,635.2531,601.2216,601.2216,589.8778
False,1.0,Карачаево-Черкесская Республика,1,False,17000.0,63000.0,10159.1623,8103.1414,4936.6492,4595.8115,4112.0419,3914.1361,3804.1885,3529.3194,2583.7696,2418.8482,2286.911,1539.267,1319.3717,1264.3979,1220.4188,1000.5236,879.5812,857.5916,769.6335,736.6492,615.7068,615.7068,582.7225,582.7225,571.7277
False,1.0,Кабардино-Балкарская Республика,1,False,17777.0,23186.25,3738.9346,2982.2454,1816.8632,1691.4228,1513.3783,1440.5419,1400.0772,1298.9156,950.9195,890.2225,841.6649,566.5052,485.5759,465.3436,449.1577,368.2284,323.7173,315.6243,283.2526,271.1132,226.6021,226.6021,214.4627,214.4627,210.4162
False,1.0,Республика Дагестан,1,False,18000.0,50000.0,8062.8272,6431.0646,3917.9756,3647.4695,3263.5253,3106.4572,3019.1972,2801.0471,2050.6108,1919.7208,1815.0087,1221.6405,1047.1204,1003.4904,968.5864,794.0663,698.0803,680.6283,610.8202,584.6422,488.6562,488.6562,462.4782,462.4782,453.7522
False,1.0,Томская область,1,False,21000.0,110000.0,17738.2199,14148.3421,8619.5462,8024.4328,7179.7557,6834.2059,6642.2339,6162.3037,4511.3438,4223.3857,3993.0192,2687.6091,2303.6649,2207.6789,2130.8901,1746.9459,1535.7766,1497.3822,1343.8045,1286.2129,1075.0436,1075.0436,1017.452,1017.452,998.2548
False,1.0,Забайкальский край,1,False,60000.0,90000.0,14513.089,11575.9162,7052.356,6565.445,5874.3455,5591.623,5434.555,5041.8848,3691.0995,3455.4974,3267.0157,2198.9529,1884.8168,1806.2827,1743.4555,1429.3194,1256.5445,1225.1309,1099.4764,1052.356,879.5812,879.5812,832.4607,832.4607,816.7539
False,1.0,Республика Адыгея,1,False,21000.0,40000.0,6450.2618,5144.8517,3134.3805,2917.9756,2610.8202,2485.1658,2415.3578,2240.8377,1640.4887,1535.7766,1452.007,977.3124,837.6963,802.7923,774.8691,635.2531,558.4642,544.5026,488.6562,467.7138,390.925,390.925,369.9825,369.9825,363.0017
False,1.0,Республика Хакасия,1,False,35000.0,100000.0,16125.6545,12862.1291,7835.9511,7294.9389,6527.0506,6212.9145,6038.3944,5602.0942,4101.2216,3839.4415,3630.0175,2443.281,2094.2408,2006.9808,1937.1728,1588.1326,1396.1606,1361.2565,1221.6405,1169.2845,977.3124,977.3124,924.9564,924.9564,907.5044
False,1.0,Курганская область,1,False,70.0,100000.0,16125.6545,12862.1291,7835.9511,7294.9389,6527.0506,6212.9145,6038.3944,5602.0942,4101.2216,3839.4415,3630.0175,2443.281,2094.2408,2006.9808,1937.1728,1588.1326,1396.1606,1361.2565,1221.6405,1169.2845,977.3124,977.3124,924.9564,924.9564,907.5044
False,1.0,Курганская область,1,True,30000.0,30000.0,4837.6963,3858.6387,2350.7853,2188.4817,1958.1152,1863.8743,1811.5183,1680.6283,1230.3665,1151.8325,1089.0052,732.9843,628.2723,602.0942,581.1518,476.4398,418.8482,408.377,366.4921,350.7853,293.1937,293.1937,277.4869,277.4869,272.2513
False,1.0,Сахалинская область,1,False,30000.0,60000.0,9675.3927,7717.2775,4701.5707,4376.9634,3916.2304,3727.7487,3623.0366,3361.2565,2460.733,2303.6649,2178.0105,1465.9686,1256.5445,1204.1885,1162.3037,952.8796,837.6963,816.7539,732.9843,701.5707,586.3874,586.3874,554.9738,554.9738,544.5026
False,1.0,Луганская область,1,False,40000.0,65000.0,10481.6754,8360.3839,5093.3682,4741.7103,4242.5829,4038.3944,3924.9564,3641.3613,2665.7941,2495.637,2359.5113,1588.1326,1361.2565,1304.5375,1259.1623,1032.2862,907.5044,884.8168,794.0663,760.0349,635.2531,635.2531,601.2216,601.2216,589.8778
False,1.0,Ненецкий автономный округ,1,False,90000.0,90000.0,14513.089,11575.9162,7052.356,6565.445,5874.3455,5591.623,5434.555,5041.8848,3691.0995,3455.4974,3267.0157,2198.9529,1884.8168,1806.2827,1743.4555,1429.3194,1256.5445,1225.1309,1099.4764,1052.356,879.5812,879.5812,832.4607,832.4607,816.7539
False,1.0,Республика Карелия,1,False,23500.0,75000.0,12094.2408,9646.5969,5876.9634,5471.2042,4895.288,4659.6859,4528.7958,4201.5707,3075.9162,2879.5812,2722.5131,1832.4607,1570.6806,1505.2356,1452.8796,1191.0995,1047.1204,1020.9424,916.2304,876.9634,732.9843,732.9843,693.7173,693.7173,680.6283
False,1.0,Республика Саха (Якутия),1,False,36000.0,120000.0,19350.7853,15434.555,9403.1414,8753.9267,7832.4607,7455.4974,7246.0733,6722.5131,4921.466,4607.3298,4356.0209,2931.9372,2513.089,2408.377,2324.6073,1905.7592,1675.3927,1633.5079,1465.9686,1403.1414,1172.7749,1172.7749,1109.9476,1109.9476,1089.0052
False,1.0,Ямало-Ненецкий автономный округ,1,False,23500.0,75000.0,12094.2408,9646.5969,5876.9634,5471.2042,4895.288,4659.6859,4528.7958,4201.5707,3075.9162,2879.5812,2722.5131,1832.4607,1570.6806,1505.2356,1452.8796,1191.0995,1047.1204,1020.9424,916.2304,876.9634,732.9843,732.9843,693.7173,693.7173,680.6283
False,1.0,Запорожская область,1,False,60000.0,75000.0,12094.2408,9646.5969,5876.9634,5471.2042,4895.288,4659.6859,4528.7958,4201.5707,3075.9162,2879.5812,2722.5131,1832.4607,1570.6806,1505.2356,1452.8796,1191.0995,1047.1204,1020.9424,916.2304,876.9634,732.9843,732.9843,693.7173,693.7173,680.6283
False,1.0,Донецкая область,1,False,57000.0,60000.0,9675.3927,7717.2775,4701.5707,4376.9634,3916.2304,3727.7487,3623.0366,3361.2565,2460.733,2303.6649,2178.0105,1465.9686,1256.5445,1204.1885,1162.3037,952.8796,837.6963,816.7539,732.9843,701.5707,586.3874,586.3874,554.9738,554.9738,544.5026
False,1.0,Херсонская область,1,False,70000.0,70000.0,11287.9581,9003.4904,5485.1658,5106.4572,4568.9354,4349.0401,4226.8761,3921.466,2870.8551,2687.6091,2541.0122,1710.2967,1465.9686,1404.8866,1356.0209,1111.6928,977.3124,952.8796,855.1483,818.4991,684.1187,684.1187,647.4695,647.4695,635.2531
False,0.0,Еврейская автономная область,1,False,18048.0,28000.0,4515.1832,3601.3962,2194.0663,2042.5829,1827.5742,1739.6161,1690.7504,1568.5864,1148.3421,1075.0436,1016.4049,684.1187,586.3874,561.9546,542.4084,444.6771,390.925,381.1518,342.0593,327.3997,273.6475,273.6475,258.9878,258.9878,254.1012
False,0.0,Республика Северная Осетия,1,False,13250.0,32500.0,5240.8377,4180.192,2546.6841,2370.8551,2121.2914,2019.1972,1962.4782,1820.6806,1332.897,1247.8185,1179.7557,794.0663,680.6283,652.2688,629.5812,516.1431,453.7522,442.4084,397.0332,380.0175,317.6265,317.6265,300.6108,300.6108,294.9389
False,0.0,Владимирская область,1,False,15000.0,55000.0,8869.1099,7074.171,4309.7731,4012.2164,3589.8778,3417.103,3321.1169,3081.1518,2255.6719,2111.6928,1996.5096,1343.8045,1151.8325,1103.8394,1065.445,873.4729,767.8883,748.6911,671.9023,643.1065,537.5218,537.5218,508.726,508.726,499.1274
False,0.0,Город федерального значения Санкт-Петербург,0,False,18000.0,170000.0,27413.6126,21865.6195,13321.1169,12401.3962,11095.986,10561.9546,10265.2705,9523.5602,6972.0768,6527.0506,6171.0297,4153.5777,3560.2094,3411.8674,3293.1937,2699.8255,2373.4729,2314.1361,2076.7888,1987.7836,1661.4311,1661.4311,1572.4258,1572.4258,1542.7574
False,0.0,Город федерального значения Санкт-Петербург,0,True,27000.0,50000.0,8062.8272,6431.0646,3917.9756,3647.4695,3263.5253,3106.4572,3019.1972,2801.0471,2050.6108,1919.7208,1815.0087,1221.6405,1047.1204,1003.4904,968.5864,794.0663,698.0803,680.6283,610.8202,584.6422,488.6562,488.6562,462.4782,462.4782,453.7522
False,0.0,Орловская область,1,False,15000.0,45000.0,7256.5445,5787.9581,3526.178,3282.7225,2937.1728,2795.8115,2717.2775,2520.9424,1845.5497,1727.7487,1633.5079,1099.4764,942.4084,903.1414,871.7277,714.6597,628.2723,612.5654,549.7382,526.178,439.7906,439.7906,416.2304,416.2304,408.377
False,0.0,Московская область,2,False,15000.0,120000.0,19350.7853,15434.555,9403.1414,8753.9267,7832.4607,7455.4974,7246.0733,6722.5131,4921.466,4607.3298,4356.0209,2931.9372,2513.089,2408.377,2324.6073,1905.7592,1675.3927,1633.5079,1465.9686,1403.1414,1172.7749,1172.7749,1109.9476,1109.9476,1089.0052
False,0.0,Московская область,2,True,50000.0,50000.0,8062.8272,6431.0646,3917.9756,3647.4695,3263.5253,3106.4572,3019.1972,2801.0471,2050.6108,1919.7208,1815.0087,1221.6405,1047.1204,1003.4904,968.5864,794.0663,698.0803,680.6283,610.8202,584.6422,488.6562,488.6562,462.4782,462.4782,453.7522
False,0.0,Город федерального значения Москва,0,False,20000.0,80000.0,12900.5236,10289.7033,6268.7609,5835.9511,5221.6405,4970.3316,4830.7155,4481.6754,3280.9773,3071.5532,2904.014,1954.6248,1675.3927,1605.5846,1549.7382,1270.5061,1116.9284,1089.0052,977.3124,935.4276,781.8499,781.8499,739.9651,739.9651,726.0035
False,0.0,Город федерального значения Москва,0,True,25000.0,27000.0,4353.9267,3472.7749,2115.7068,1969.6335,1762.3037,1677.4869,1630.3665,1512.5654,1107.3298,1036.6492,980.1047,659.6859,565.445,541.8848,523.0366,428.7958,376.9634,367.5393,329.8429,315.7068,263.8743,263.8743,249.7382,249.7382,245.0262
False,0.0,Оренбургская область,2,False,18000.0,51800.0,8353.089,6662.5829,4059.0227,3778.7784,3381.0122,3218.2897,3127.8883,2901.8848,2124.4328,1988.8307,1880.349,1265.6195,1084.8168,1039.6161,1003.4555,822.6527,723.2112,705.1309,632.8098,605.6894,506.2478,506.2478,479.1274,479.1274,470.0873
False,0.0,Ростовская область,0,False,15000.0,60000.0,9675.3927,7717.2775,4701.5707,4376.9634,3916.2304,3727.7487,3623.0366,3361.2565,2460.733,2303.6649,2178.0105,1465.9686,1256.5445,1204.1885,1162.3037,952.8796,837.6963,816.7539,732.9843,701.5707,586.3874,586.3874,554.9738,554.9738,544.5026
False,0.0,Кировская область,1,False,15000.0,85000.0,13706.8063,10932.8098,6660.5585,6200.6981,5547.993,5280.9773,5132.6353,4761.7801,3486.0384,3263.5253,3085.5148,2076.7888,1780.1047,1705.9337,1646.5969,1349.9127,1186.7365,1157.0681,1038.3944,993.8918,830.7155,830.7155,786.2129,786.2129,771.3787
False,0.0,Костромская область,1,False,15000.0,50000.0,8062.8272,6431.0646,3917.9756,3647.4695,3263.5253,3106.4572,3019.1972,2801.0471,2050.6108,1919.7208,1815.0087,1221.6405,1047.1204,1003.4904,968.5864,794.0663,698.0803,680.6283,610.8202,584.6422,488.6562,488.6562,462.4782,462.4782,453.7522
False,0.0,Республика Татарстан,0,False,40.0,100000.0,16125.6545,12862.1291,7835.9511,7294.9389,6527.0506,6212.9145,6038.3944,5602.0942,4101.2216,3839.4415,3630.0175,2443.281,2094.2408,2006.9808,1937.1728,1588.1326,1396.1606,1361.2565,1221.6405,1169.2845,977.3124,977.3124,924.9564,924.9564,907.5044
False,0.0,Архангельская область,1,False,22000.0,67000.0,10804.1885,8617.6265,5250.0873,4887.6091,4373.1239,4162.6527,4045.7243,3753.4031,2747.8185,2572.4258,2432.1117,1636.9983,1403.1414,1344.6771,1297.9058,1064.0489,935.4276,912.0419,818.4991,783.4206,654.7993,654.7993,619.7208,619.7208,608.0279
False,0.0,Нижегородская область,0,False,15000.0,90000.0,14513.089,11575.9162,7052.356,6565.445,5874.3455,5591.623,5434.555,5041.8848,3691.0995,3455.4974,3267.0157,2198.9529,1884.8168,1806.2827,1743.4555,1429.3194,1256.5445,1225.1309,1099.4764,1052.356,879.5812,879.5812,832.4607,832.4607,816.7539
False,0.0,Ленинградская область,1,False,15000.0,85000.0,13706.8063,10932.8098,6660.5585,6200.6981,5547.993,5280.9773,5132.6353,4761.7801,3486.0384,3263.5253,3085.5148,2076.7888,1780.1047,1705.9337,1646.5969,1349.9127,1186.7365,1157.0681,1038.3944,993.8918,830.7155,830.7155,786.2129,786.2129,771.3787
False,0.0,Белгородская область,2,False,15000.0,55000.0,8869.1099,7074.171,4309.7731,4012.2164,3589.8778,3417.103,3321.1169,3081.1518,2255.6719,2111.6928,1996.5096,1343.8045,1151.8325,1103.8394,1065.445,873.4729,767.8883,748.6911,671.9023,643.1065,537.5218,537.5218,508.726,508.726,499.1274
False,0.0,Смоленская область,1,False,16242.0,55000.0,8869.1099,7074.171,4309.7731,4012.2164,3589.8778,3417.103,3321.1169,3081.1518,2255.6719,2111.6928,1996.5096,1343.8045,1151.8325,1103.8394,1065.445,873.4729,767.8883,748.6911,671.9023,643.1065,537.5218,537.5218,508.726,508.726,499.1274
False,0.0,Республика Мордовия,1,False,15000.0,80000.0,12900.5236,10289.7033,6268.7609,5835.9511,5221.6405,4970.3316,4830.7155,4481.6754,3280.9773,3071.5532,2904.014,1954.6248,1675.3927,1605.5846,1549.7382,1270.5061,1116.9284,1089.0052,977.3124,935.4276,781.8499,781.8499,739.9651,739.9651,726.0035
False,0.0,Воронежская область,2,False,15000.0,60000.0,9675.3927,7717.2775,4701.5707,4376.9634,3916.2304,3727.7487,3623.0366,3361.2565,2460.733,2303.6649,2178.0105,1465.9686,1256.5445,1204.1885,1162.3037,952.8796,837.6963,816.7539,732.9843,701.5707,586.3874,586.3874,554.9738,554.9738,544.5026
False,0.0,Курская область,2,False,15000.0,70000.0,11287.9581,9003.4904,5485.1658,5106.4572,4568.9354,4349.0401,4226.8761,3921.466,2870.8551,2687.6091,2541.0122,1710.2967,1465.9686,1404.8866,1356.0209,1111.6928,977.3124,952.8796,855.1483,818.4991,684.1187,684.1187,647.4695,647.4695,635.2531
False,0.0,Алтайский край,2,False,15250.0,50000.0,8062.8272,6431.0646,3917.9756,3647.4695,3263.5253,3106.4572,3019.1972,2801.0471,2050.6108,1919.7208,1815.0087,1221.6405,1047.1204,1003.4904,968.5864,794.0663,698.0803,680.6283,610.8202,584.6422,488.6562,488.6562,462.4782,462.4782,453.7522
False,0.0,Удмуртская Республика,1,False,15000.0,75500.0,12174.8691,9710.9075,5916.1431,5507.6789,4927.9232,4690.7504,4558.9878,4229.5812,3096.4223,2898.7784,2740.6632,1844.6771,1581.1518,1515.2705,1462.5654,1199.0401,1054.1012,1027.7487,922.3386,882.8098,737.8709,737.8709,698.3421,698.3421,685.1658
False,0.0,Краснодарский край,0,False,15000.0,65000.0,10481.6754,8360.3839,5093.3682,4741.7103,4242.5829,4038.3944,3924.9564,3641.3613,2665.7941,2495.637,2359.5113,1588.1326,1361.2565,1304.5375,1259.1623,1032.2862,907.5044,884.8168,794.0663,760.0349,635.2531,635.2531,601.2216,601.2216,589.8778
False,0.0,Краснодарский край,0,True,30000.0,50000.0,8062.8272,6431.0646,3917.9756,3647.4695,3263.5253,3106.4572,3019.1972,2801.0471,2050.6108,1919.7208,1815.0087,1221.6405,1047.1204,1003.4904,968.5864,794.0663,698.0803,680.6283,610.8202,584.6422,488.6562,488.6562,462.4782,462.4782,453.7522
False,0.0,Вологодская область,1,False,20000.0,42000.0,6772.7749,5402.0942,3291.0995,3063.8743,2741.3613,2609.4241,2536.1257,2352.8796,1722.5131,1612.5654,1524.6073,1026.178,879.5812,842.9319,813.6126,667.0157,586.3874,571.7277,513.089,491.0995,410.4712,410.4712,388.4817,388.4817,381.1518
False,0.0,Волгоградская область,2,False,15000.0,75500.0,12174.8691,9710.9075,5916.1431,5507.6789,4927.9232,4690.7504,4558.9878,4229.5812,3096.4223,2898.7784,2740.6632,1844.6771,1581.1518,1515.2705,1462.5654,1199.0401,1054.1012,1027.7487,922.3386,882.8098,737.8709,737.8709,698.3421,698.3421,685.1658
False,0.0,Калужская область,1,False,15000.0,60000.0,9675.3927,7717.2775,4701.5707,4376.9634,3916.2304,3727.7487,3623.0366,3361.2565,2460.733,2303.6649,2178.0105,1465.9686,1256.5445,1204.1885,1162.3037,952.8796,837.6963,816.7539,732.9843,701.5707,586.3874,586.3874,554.9738,554.9738,544.5026
False,0.0,Тверская область,1,False,15000.0,80000.0,12900.5236,10289.7033,6268.7609,5835.9511,5221.6405,4970.3316,4830.7155,4481.6754,3280.9773,3071.5532,2904.014,1954.6248,1675.3927,1605.5846,1549.7382,1270.5061,1116.9284,1089.0052,977.3124,935.4276,781.8499,781.8499,739.9651,739.9651,726.0035
False,0.0,Иркутская область,1,False,15000.0,50000.0,8062.8272,6431.0646,3917.9756,3647.4695,3263.5253,3106.4572,3019.1972,2801.0471,2050.6108,1919.7208,1815.0087,1221.6405,1047.1204,1003.4904,968.5864,794.0663,698.0803,680.6283,610.8202,584.6422,488.6562,488.6562,462.4782,462.4782,453.7522
False,0.0,Пермский край,1,False,16500.0,70000.0,11287.9581,9003.4904,5485.1658,5106.4572,4568.9354,4349.0401,4226.8761,3921.466,2870.8551,2687.6091,2541.0122,1710.2967,1465.9686,1404.8866,1356.0209,1111.6928,977.3124,952.8796,855.1483,818.4991,684.1187,684.1187,647.4695,647.4695,635.2531
False,0.0,Ивановская область,1,False,15000.0,100000.0,16125.6545,12862.1291,7835.9511,7294.9389,6527.0506,6212.9145,6038.3944,5602.0942,4101.2216,3839.4415,3630.0175,2443.281,2094.2408,2006.9808,1937.1728,1588.1326,1396.1606,1361.2565,1221.6405,1169.2845,977.3124,977.3124,924.9564,924.9564,907.5044
False,0.0,Тюменская область,1,False,15000.0,55000.0,8869.1099,7074.171,4309.7731,4012.2164,3589.8778,3417.103,3321.1169,3081.1518,2255.6719,2111.6928,1996.5096,1343.8045,1151.8325,1103.8394,1065.445,873.4729,767.8883,748.6911,671.9023,643.1065,537.5218,537.5218,508.726,508.726,499.1274
False,0.0,Омская область,1,False,15000.0,55000.0,8869.1099,7074.171,4309.7731,4012.2164,3589.8778,3417.103,3321.1169,3081.1518,2255.6719,2111.6928,1996.5096,1343.8045,1151.8325,1103.8394,1065.445,873.4729,767.8883,748.6911,671.9023,643.1065,537.5218,537.5218,508.726,508.726,499.1274
False,0.0,Амурская область,1,False,20000.0,40000.0,6450.2618,5144.8517,3134.3805,2917.9756,2610.8202,2485.1658,2415.3578,2240.8377,1640.4887,1535.7766,1452.007,977.3124,837.6963,802.7923,774.8691,635.2531,558.4642,544.5026,488.6562,467.7138,390.925,390.925,369.9825,369.9825,363.0017
False,0.0,Приморский край,1,False,18250.0,40000.0,6450.2618,5144.8517,3134.3805,2917.9756,2610.8202,2485.1658,2415.3578,2240.8377,1640.4887,1535.7766,1452.007,977.3124,837.6963,802.7923,774.8691,635.2531,558.4642,544.5026,488.6562,467.7138,390.925,390.925,369.9825,369.9825,363.0017
False,0.0,Хабаровский край,1,False,15250.0,65000.0,10481.6754,8360.3839,5093.3682,4741.7103,4242.5829,4038.3944,3924.9564,3641.3613,2665.7941,2495.637,2359.5113,1588.1326,1361.2565,1304.5375,1259.1623,1032.2862,907.5044,884.8168,794.0663,760.0349,635.2531,635.2531,601.2216,601.2216,589.8778
False,0.0,Калининградская область,1,False,15250.0,40000.0,6450.2618,5144.8517,3134.3805,2917.9756,2610.8202,2485.1658,2415.3578,2240.8377,1640.4887,1535.7766,1452.007,977.3124,837.6963,802.7923,774.8691,635.2531,558.4642,544.5026,488.6562,467.7138,390.925,390.925,369.9825,369.9825,363.0017
False,0.0,Свердловская область,0,False,15000.0,80000.0,12900.5236,10289.7033,6268.7609,5835.9511,5221.6405,4970.3316,4830.7155,4481.6754,3280.9773,3071.5532,2904.014,1954.6248,1675.3927,1605.5846,1549.7382,1270.5061,1116.9284,1089.0052,977.3124,935.4276,781.8499,781.8499,739.9651,739.9651,726.0035
False,0.0,Саратовская область,2,False,15000.0,45000.0,7256.5445,5787.9581,3526.178,3282.7225,2937.1728,2795.8115,2717.2775,2520.9424,1845.5497,1727.7487,1633.5079,1099.4764,942.4084,903.1414,871.7277,714.6597,628.2723,612.5654,549.7382,526.178,439.7906,439.7906,416.2304,416.2304,408.377
False,0.0,Челябинская область,0,False,15000.0,116738.0,18824.7665,15014.9923,9147.5326,8515.9658,7619.5483,7252.8321,7049.1009,6539.7728,4787.6841,4482.0873,4237.6098,2852.2373,2444.7749,2342.9092,2261.4168,1853.9543,1629.8499,1589.1037,1426.1187,1364.9993,1140.8949,1140.8949,1079.7756,1079.7756,1059.4024
False,0.0,Челябинская область,0,True,30000.0,40000.0,6450.2618,5144.8517,3134.3805,2917.9756,2610.8202,2485.1658,2415.3578,2240.8377,1640.4887,1535.7766,1452.007,977.3124,837.6963,802.7923,774.8691,635.2531,558.4642,544.5026,488.6562,467.7138,390.925,390.925,369.9825,369.9825,363.0017
False,0.0,Брянская область,1,False,15000.0,55000.0,8869.1099,7074.171,4309.7731,4012.2164,3589.8778,3417.103,3321.1169,3081.1518,2255.6719,2111.6928,1996.5096,1343.8045,1151.8325,1103.8394,1065.445,873.4729,767.8883,748.6911,671.9023,643.1065,537.5218,537.5218,508.726,508.726,499.1274
False,0.0,Республика Алтай,1,False,40000.0,40000.0,6450.2618,5144.8517,3134.3805,2917.9756,2610.8202,2485.1658,2415.3578,2240.8377,1640.4887,1535.7766,1452.007,977.3124,837.6963,802.7923,774.8691,635.2531,558.4642,544.5026,488.6562,467.7138,390.925,390.925,369.9825,369.9825,363.0017
False,0.0,Чувашская Республика,1,False,15000.0,60000.0,9675.3927,7717.2775,4701.5707,4376.9634,3916.2304,3727.7487,3623.0366,3361.2565,2460.733,2303.6649,2178.0105,1465.9686,1256.5445,1204.1885,1162.3037,952.8796,837.6963,816.7539,732.9843,701.5707,586.3874,586.3874,554.9738,554.9738,544.5026
False,0.0,Рязанская область,1,False,15000.0,70000.0,11287.9581,9003.4904,5485.1658,5106.4572,4568.9354,4349.0401,4226.8761,3921.466,2870.8551,2687.6091,2541.0122,1710.2967,1465.9686,1404.8866,1356.0209,1111.6928,977.3124,952.8796,855.1483,818.4991,684.1187,684.1187,647.4695,647.4695,635.2531
False,0.0,Ярославская область,1,False,15000.0,55000.0,8869.1099,7074.171,4309.7731,4012.2164,3589.8778,3417.103,3321.1169,3081.1518,2255.6719,2111.6928,1996.5096,1343.8045,1151.8325,1103.8394,1065.445,873.4729,767.8883,748.6911,671.9023,643.1065,537.5218,537.5218,508.726,508.726,499.1274
False,0.0,Ульяновская область,1,False,15000.0,100000.0,16125.6545,12862.1291,7835.9511,7294.9389,6527.0506,6212.9145,6038.3944,5602.0942,4101.2216,3839.4415,3630.0175,2443.281,2094.2408,2006.9808,1937.1728,1588.1326,1396.1606,1361.2565,1221.6405,1169.2845,977.3124,977.3124,924.9564,924.9564,907.5044
False,0.0,Ульяновская область,1,True,16500.0,16500.0,2660.733,2122.2513,1292.9319,1203.6649,1076.9634,1025.1309,996.3351,924.3455,676.7016,633.5079,598.9529,403.1414,345.5497,331.1518,319.6335,262.0419,230.3665,224.6073,201.5707,192.9319,161.2565,161.2565,152.6178,152.6178,149.7382
False,0.0,Республика Башкортостан,0,False,15000.0,55000.0,8869.1099,7074.171,4309.7731,4012.2164,3589.8778,3417.103,3321.1169,3081.1518,2255.6719,2111.6928,1996.5096,1343.8045,1151.8325,1103.8394,1065.445,873.4729,767.8883,748.6911,671.9023,643.1065,537.5218,537.5218,508.726,508.726,499.1274
False,0.0,Самарская область,0,False,15000.0,100000.0,16125.6545,12862.1291,7835.9511,7294.9389,6527.0506,6212.9145,6038.3944,5602.0942,4101.2216,3839.4415,3630.0175,2443.281,2094.2408,2006.9808,1937.1728,1588.1326,1396.1606,1361.2565,1221.6405,1169.2845,977.3124,977.3124,924.9564,924.9564,907.5044
