is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)",Доброжелательность (СК) (1126_4),Коммуникабельность (СК) (617_4),Клиентоцентричность (клиенториентированность) (СК) (626_4),"Саморазвитие, обучаемость (СК) (604_4)",Аккуратность (СК) (575_4),Вежливость (СК) (581_4),Проведение обследования пациента (массажист) (2698_12),"Организация безопасной среды для пациентов и персонала (медсестра, врач-стоматолог, массажист) (123_12)",Пунктуальность (СК) (612_4),Выполнение массажа (массажист) (833_12),Высокая работоспособность (СК) (586_4),Командность (СК) (1371_4),Знание анатомии и техник массажа (2481_12),Грамотность (СК) (1368_4),Работа в перевязочном (процедурном) кабинете (медсестра) (149_12),Нравственность (СК) (622_4),Стрессоустойчивость (СК) (601_4),"Позитивность, оптимизм (СК) (607_4)",Целеустремленность (СК) (588_4),Выполнение медицинского массажа (медсестра) (2141_12),Сестринское дело (73_12),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Трудолюбие (СК) (597_4),"Организаторские способности, лидерство (СК) (393_4)",Внимательность (СК) (536_4),"Верность, преданность, лояльность (СК) (582_4)",Инициативность (СК) (610_4),"Прием звонков, ведение переговоров и запись клиентов (Администратор медицинского центра) (2480_12)","Дипломатичность, неконфликтность (СК) (1369_4)"
False,1.0,Забайкальский край,1,False,25000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,1.0,Республика Марий Эл,1,False,25000.0,35000.0,6800.3286,3047.3417,2482.8256,2326.0155,1615.1434,1416.5173,1343.3393,1212.6643,1186.5293,1040.1732,940.8602,893.8172,841.5472,804.9582,721.3262,721.3262,710.8722,606.3321,585.4241,559.2891,548.8351,512.2461,501.7921,486.1111,480.8841,470.4301,439.0681,407.7061,392.0251,324.0741,313.6201,266.5771
False,1.0,Республика Адыгея,1,False,25000.0,25000.0,4857.3775,2176.6726,1773.4468,1661.4397,1153.6738,1011.7981,959.5281,866.1888,847.5209,742.9809,672.043,638.4409,601.1051,574.9701,515.233,515.233,507.7658,433.0944,418.1601,399.4922,392.0251,365.8901,358.4229,347.2222,343.4886,336.0215,313.6201,291.2186,280.0179,231.4815,224.0143,190.4122
False,1.0,Кабардино-Балкарская Республика,1,False,40000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,1.0,Республика Дагестан,1,False,1400.0,100000.0,19429.5102,8706.6906,7093.7873,6645.7587,4614.6953,4047.1924,3838.1123,3464.7551,3390.0836,2971.9235,2688.172,2553.7634,2404.4205,2299.8805,2060.9319,2060.9319,2031.0633,1732.3775,1672.6404,1597.9689,1568.1004,1463.5603,1433.6918,1388.8889,1373.9546,1344.086,1254.4803,1164.8746,1120.0717,925.9259,896.0573,761.6487
False,1.0,Республика Татарстан,0,False,13500.0,60000.0,11657.7061,5224.0143,4256.2724,3987.4552,2768.8172,2428.3154,2302.8674,2078.853,2034.0502,1783.1541,1612.9032,1532.2581,1442.6523,1379.9283,1236.5591,1236.5591,1218.638,1039.4265,1003.5842,958.7814,940.8602,878.1362,860.2151,833.3333,824.3728,806.4516,752.6882,698.9247,672.043,555.5556,537.6344,456.9892
False,1.0,Республика Татарстан,0,True,17750.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,1.0,Свердловская область,0,False,40.0,204000.0,39636.2007,17761.6487,14471.3262,13557.3477,9413.9785,8256.2724,7829.7491,7068.1004,6915.7706,6062.724,5483.871,5209.6774,4905.0179,4691.7563,4204.3011,4204.3011,4143.3692,3534.0502,3412.1864,3259.8566,3198.9247,2985.6631,2924.7312,2833.3333,2802.8674,2741.9355,2559.1398,2376.3441,2284.9462,1888.8889,1827.957,1553.7634
False,1.0,Свердловская область,0,True,20000.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,1.0,Ярославская область,1,False,18260.0,70000.0,13600.6571,6094.6834,4965.6511,4652.0311,3230.2867,2833.0346,2686.6786,2425.3286,2373.0585,2080.3465,1881.7204,1787.6344,1683.0944,1609.9164,1442.6523,1442.6523,1421.7443,1212.6643,1170.8483,1118.5783,1097.6703,1024.4922,1003.5842,972.2222,961.7682,940.8602,878.1362,815.4122,784.0502,648.1481,627.2401,533.1541
False,1.0,Ярославская область,1,True,50000.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,1.0,Ростовская область,0,False,17750.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,1.0,Ростовская область,0,True,25000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,1.0,Самарская область,0,False,13500.0,80000.0,15543.6081,6965.3524,5675.0299,5316.6069,3691.7563,3237.7539,3070.4898,2771.8041,2712.0669,2377.5388,2150.5376,2043.0108,1923.5364,1839.9044,1648.7455,1648.7455,1624.8507,1385.902,1338.1123,1278.3751,1254.4803,1170.8483,1146.9534,1111.1111,1099.1637,1075.2688,1003.5842,931.8996,896.0573,740.7407,716.8459,609.319
False,1.0,Самарская область,0,True,17750.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,1.0,Хабаровский край,1,False,20000.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,1.0,Хабаровский край,1,True,25000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,1.0,Нижегородская область,0,False,17750.0,70000.0,13600.6571,6094.6834,4965.6511,4652.0311,3230.2867,2833.0346,2686.6786,2425.3286,2373.0585,2080.3465,1881.7204,1787.6344,1683.0944,1609.9164,1442.6523,1442.6523,1421.7443,1212.6643,1170.8483,1118.5783,1097.6703,1024.4922,1003.5842,972.2222,961.7682,940.8602,878.1362,815.4122,784.0502,648.1481,627.2401,533.1541
False,1.0,Нижегородская область,0,True,17750.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,1.0,Челябинская область,0,False,17750.0,60000.0,11657.7061,5224.0143,4256.2724,3987.4552,2768.8172,2428.3154,2302.8674,2078.853,2034.0502,1783.1541,1612.9032,1532.2581,1442.6523,1379.9283,1236.5591,1236.5591,1218.638,1039.4265,1003.5842,958.7814,940.8602,878.1362,860.2151,833.3333,824.3728,806.4516,752.6882,698.9247,672.043,555.5556,537.6344,456.9892
False,1.0,Челябинская область,0,True,20000.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,1.0,Республика Крым,1,False,17750.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,1.0,Костромская область,1,False,20000.0,60000.0,11657.7061,5224.0143,4256.2724,3987.4552,2768.8172,2428.3154,2302.8674,2078.853,2034.0502,1783.1541,1612.9032,1532.2581,1442.6523,1379.9283,1236.5591,1236.5591,1218.638,1039.4265,1003.5842,958.7814,940.8602,878.1362,860.2151,833.3333,824.3728,806.4516,752.6882,698.9247,672.043,555.5556,537.6344,456.9892
False,1.0,Краснодарский край,0,False,17750.0,120000.0,23315.4122,10448.0287,8512.5448,7974.9104,5537.6344,4856.6308,4605.7348,4157.7061,4068.1004,3566.3082,3225.8065,3064.5161,2885.3047,2759.8566,2473.1183,2473.1183,2437.276,2078.853,2007.1685,1917.5627,1881.7204,1756.2724,1720.4301,1666.6667,1648.7455,1612.9032,1505.3763,1397.8495,1344.086,1111.1111,1075.2688,913.9785
False,1.0,Краснодарский край,0,True,20000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,1.0,Новосибирская область,0,False,17750.0,80000.0,15543.6081,6965.3524,5675.0299,5316.6069,3691.7563,3237.7539,3070.4898,2771.8041,2712.0669,2377.5388,2150.5376,2043.0108,1923.5364,1839.9044,1648.7455,1648.7455,1624.8507,1385.902,1338.1123,1278.3751,1254.4803,1170.8483,1146.9534,1111.1111,1099.1637,1075.2688,1003.5842,931.8996,896.0573,740.7407,716.8459,609.319
False,1.0,Новосибирская область,0,True,15750.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,1.0,Владимирская область,1,False,17750.0,100000.0,19429.5102,8706.6906,7093.7873,6645.7587,4614.6953,4047.1924,3838.1123,3464.7551,3390.0836,2971.9235,2688.172,2553.7634,2404.4205,2299.8805,2060.9319,2060.9319,2031.0633,1732.3775,1672.6404,1597.9689,1568.1004,1463.5603,1433.6918,1388.8889,1373.9546,1344.086,1254.4803,1164.8746,1120.0717,925.9259,896.0573,761.6487
False,1.0,Владимирская область,1,True,30000.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,1.0,Приморский край,1,False,20000.0,100000.0,19429.5102,8706.6906,7093.7873,6645.7587,4614.6953,4047.1924,3838.1123,3464.7551,3390.0836,2971.9235,2688.172,2553.7634,2404.4205,2299.8805,2060.9319,2060.9319,2031.0633,1732.3775,1672.6404,1597.9689,1568.1004,1463.5603,1433.6918,1388.8889,1373.9546,1344.086,1254.4803,1164.8746,1120.0717,925.9259,896.0573,761.6487
False,1.0,Приморский край,1,True,10000.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,1.0,Калининградская область,1,False,20000.0,70000.0,13600.6571,6094.6834,4965.6511,4652.0311,3230.2867,2833.0346,2686.6786,2425.3286,2373.0585,2080.3465,1881.7204,1787.6344,1683.0944,1609.9164,1442.6523,1442.6523,1421.7443,1212.6643,1170.8483,1118.5783,1097.6703,1024.4922,1003.5842,972.2222,961.7682,940.8602,878.1362,815.4122,784.0502,648.1481,627.2401,533.1541
False,1.0,Тюменская область,1,False,17750.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,1.0,Тюменская область,1,True,25000.0,25000.0,4857.3775,2176.6726,1773.4468,1661.4397,1153.6738,1011.7981,959.5281,866.1888,847.5209,742.9809,672.043,638.4409,601.1051,574.9701,515.233,515.233,507.7658,433.0944,418.1601,399.4922,392.0251,365.8901,358.4229,347.2222,343.4886,336.0215,313.6201,291.2186,280.0179,231.4815,224.0143,190.4122
False,1.0,Красноярский край,1,False,15000.0,70000.0,13600.6571,6094.6834,4965.6511,4652.0311,3230.2867,2833.0346,2686.6786,2425.3286,2373.0585,2080.3465,1881.7204,1787.6344,1683.0944,1609.9164,1442.6523,1442.6523,1421.7443,1212.6643,1170.8483,1118.5783,1097.6703,1024.4922,1003.5842,972.2222,961.7682,940.8602,878.1362,815.4122,784.0502,648.1481,627.2401,533.1541
False,1.0,Красноярский край,1,True,25000.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,1.0,Омская область,1,False,17750.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,1.0,Омская область,1,True,20000.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,1.0,Вологодская область,1,False,17750.0,35000.0,6800.3286,3047.3417,2482.8256,2326.0155,1615.1434,1416.5173,1343.3393,1212.6643,1186.5293,1040.1732,940.8602,893.8172,841.5472,804.9582,721.3262,721.3262,710.8722,606.3321,585.4241,559.2891,548.8351,512.2461,501.7921,486.1111,480.8841,470.4301,439.0681,407.7061,392.0251,324.0741,313.6201,266.5771
False,1.0,Вологодская область,1,True,25000.0,25000.0,4857.3775,2176.6726,1773.4468,1661.4397,1153.6738,1011.7981,959.5281,866.1888,847.5209,742.9809,672.043,638.4409,601.1051,574.9701,515.233,515.233,507.7658,433.0944,418.1601,399.4922,392.0251,365.8901,358.4229,347.2222,343.4886,336.0215,313.6201,291.2186,280.0179,231.4815,224.0143,190.4122
False,1.0,Город федерального значения Севастополь,1,False,25000.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,1.0,Магаданская область,1,False,30000.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,1.0,Мурманская область,1,False,30000.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,1.0,Астраханская область,1,False,20000.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,1.0,Республика Саха (Якутия),1,False,25000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,1.0,Республика Саха (Якутия),1,True,50000.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,1.0,Чеченская Республика,1,False,40000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,1.0,Новгородская область,1,False,30000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,1.0,Смоленская область,1,False,35000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,1.0,Смоленская область,1,True,25000.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,1.0,Курганская область,1,False,40000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,1.0,Курганская область,1,True,15000.0,15000.0,2914.4265,1306.0036,1064.0681,996.8638,692.2043,607.0789,575.7168,519.7133,508.5125,445.7885,403.2258,383.0645,360.6631,344.9821,309.1398,309.1398,304.6595,259.8566,250.8961,239.6953,235.2151,219.5341,215.0538,208.3333,206.0932,201.6129,188.172,174.7312,168.0108,138.8889,134.4086,114.2473
False,1.0,Херсонская область,1,False,30000.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,1.0,Город федерального значения Санкт-Петербург,0,False,50.0,80000.0,15543.6081,6965.3524,5675.0299,5316.6069,3691.7563,3237.7539,3070.4898,2771.8041,2712.0669,2377.5388,2150.5376,2043.0108,1923.5364,1839.9044,1648.7455,1648.7455,1624.8507,1385.902,1338.1123,1278.3751,1254.4803,1170.8483,1146.9534,1111.1111,1099.1637,1075.2688,1003.5842,931.8996,896.0573,740.7407,716.8459,609.319
False,1.0,Город федерального значения Санкт-Петербург,0,True,20000.0,85000.0,16515.0836,7400.687,6029.7192,5648.8949,3922.491,3440.1135,3262.3955,2945.0418,2881.5711,2526.135,2284.9462,2170.6989,2043.7575,1954.8984,1751.7921,1751.7921,1726.4038,1472.5209,1421.7443,1358.2736,1332.8853,1244.0263,1218.638,1180.5556,1167.8614,1142.4731,1066.3082,990.1434,952.0609,787.037,761.6487,647.4014
False,1.0,Московская область,2,False,19750.0,100000.0,19429.5102,8706.6906,7093.7873,6645.7587,4614.6953,4047.1924,3838.1123,3464.7551,3390.0836,2971.9235,2688.172,2553.7634,2404.4205,2299.8805,2060.9319,2060.9319,2031.0633,1732.3775,1672.6404,1597.9689,1568.1004,1463.5603,1433.6918,1388.8889,1373.9546,1344.086,1254.4803,1164.8746,1120.0717,925.9259,896.0573,761.6487
False,1.0,Московская область,2,True,20000.0,100000.0,19429.5102,8706.6906,7093.7873,6645.7587,4614.6953,4047.1924,3838.1123,3464.7551,3390.0836,2971.9235,2688.172,2553.7634,2404.4205,2299.8805,2060.9319,2060.9319,2031.0633,1732.3775,1672.6404,1597.9689,1568.1004,1463.5603,1433.6918,1388.8889,1373.9546,1344.086,1254.4803,1164.8746,1120.0717,925.9259,896.0573,761.6487
False,1.0,Ивановская область,1,False,23875.0,60000.0,11657.7061,5224.0143,4256.2724,3987.4552,2768.8172,2428.3154,2302.8674,2078.853,2034.0502,1783.1541,1612.9032,1532.2581,1442.6523,1379.9283,1236.5591,1236.5591,1218.638,1039.4265,1003.5842,958.7814,940.8602,878.1362,860.2151,833.3333,824.3728,806.4516,752.6882,698.9247,672.043,555.5556,537.6344,456.9892
False,1.0,Ямало-Ненецкий автономный округ,1,False,30000.0,45000.0,8743.2796,3918.0108,3192.2043,2990.5914,2076.6129,1821.2366,1727.1505,1559.1398,1525.5376,1337.3656,1209.6774,1149.1935,1081.9892,1034.9462,927.4194,927.4194,913.9785,779.5699,752.6882,719.086,705.6452,658.6022,645.1613,625.0,618.2796,604.8387,564.5161,524.1935,504.0323,416.6667,403.2258,342.7419
False,1.0,Камчатский край,1,False,35000.0,45000.0,8743.2796,3918.0108,3192.2043,2990.5914,2076.6129,1821.2366,1727.1505,1559.1398,1525.5376,1337.3656,1209.6774,1149.1935,1081.9892,1034.9462,927.4194,927.4194,913.9785,779.5699,752.6882,719.086,705.6452,658.6022,645.1613,625.0,618.2796,604.8387,564.5161,524.1935,504.0323,416.6667,403.2258,342.7419
False,1.0,Тамбовская область,2,False,40000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,1.0,Тамбовская область,2,True,30000.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,1.0,Сахалинская область,1,False,25000.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,1.0,Город федерального значения Москва,0,False,500.0,200000.0,38859.0203,17413.3811,14187.5747,13291.5173,9229.3907,8094.3847,7676.2246,6929.5102,6780.1673,5943.8471,5376.3441,5107.5269,4808.8411,4599.7611,4121.8638,4121.8638,4062.1266,3464.7551,3345.2808,3195.9379,3136.2007,2927.1207,2867.3835,2777.7778,2747.9092,2688.172,2508.9606,2329.7491,2240.1434,1851.8519,1792.1147,1523.2975
False,1.0,Город федерального значения Москва,0,True,10000.0,100000.0,19429.5102,8706.6906,7093.7873,6645.7587,4614.6953,4047.1924,3838.1123,3464.7551,3390.0836,2971.9235,2688.172,2553.7634,2404.4205,2299.8805,2060.9319,2060.9319,2031.0633,1732.3775,1672.6404,1597.9689,1568.1004,1463.5603,1433.6918,1388.8889,1373.9546,1344.086,1254.4803,1164.8746,1120.0717,925.9259,896.0573,761.6487
