is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)",Планировка площадей при устройстве насыпей (3129_10),Планировка площадей при устройстве выемок (2664_10),Высокая работоспособность (СК) (586_4),Склонность к здоровому образу жизни (СК) (1662_4),ТОиР бульдозеров (3176_10),Планировочные работы (5021_10),Командность (СК) (1371_4),Заправка бульдозера ГСМ (3224_10),Организация и выполнение производственных заданий при производстве этапа строительных работ (2959_10),Знание технического устройства бульдозеров (2976_10),Умение выявлять и устранять неисправности (3343_10),Выполнение ремонтных работ (ОПТ) (8285_36),Коммуникабельность (СК) (617_4),Стрессоустойчивость (СК) (601_4),Соблюдение правил охраны труда (ОПТ) (3790_36),Умение управлять бульдозером (3193_10),Монтаж-демонтаж навесного оборудования (3227_10),Пунктуальность (СК) (612_4),Внимательность (СК) (536_4),Погрузо-разгрузочные работы (3184_10),Выполнение работ бульдозерами (4974_10),Трудолюбие (СК) (597_4),Нравственность (СК) (622_4),Профилирование и подчистка откаточных путей (3183_10),Соблюдение правовых и нормативных документов (6145_10)
False,1.0,Хабаровский край,1,True,90000.0,90000.0,21209.6468,12288.2643,6391.9483,4546.1451,3939.4227,3811.2419,3512.1534,3238.7011,2905.4311,2743.0687,2196.1641,2102.1648,1905.621,1794.531,1777.4402,1529.624,1486.8971,1461.2609,1298.8986,1204.8994,1187.8086,1136.5363,1136.5363,1093.8093,1085.264,1042.537,999.8101,974.1739
False,1.0,Курганская область,1,False,25000.0,170000.0,40062.6662,23211.166,12073.6802,8587.1629,7441.1318,7199.0125,6634.0676,6117.5465,5488.0365,5181.3521,4148.3099,3970.7558,3599.5063,3389.6696,3357.387,2889.2898,2808.5834,2760.1595,2453.4751,2275.921,2243.6384,2146.7907,2146.7907,2066.0843,2049.943,1969.2366,1888.5302,1840.1063
False,1.0,Архангельская область,1,False,25000.0,95000.0,22387.9605,12970.9457,6747.0566,4798.7087,4158.2795,4022.9776,3707.2731,3418.6289,3066.8439,2895.4615,2318.1732,2218.9518,2011.4888,1894.2271,1876.1869,1614.6031,1569.5025,1542.4421,1371.0596,1271.8382,1253.7979,1199.6772,1199.6772,1154.5765,1145.5564,1100.4558,1055.3551,1028.2947
False,1.0,Ульяновская область,1,False,16242.0,135000.0,31814.4702,18432.3965,9587.9225,6819.2176,5909.1341,5716.8629,5268.2302,4858.0517,4358.1466,4114.6031,3294.2461,3153.2472,2858.4314,2691.7964,2666.1603,2294.436,2230.3456,2191.8914,1948.3479,1807.349,1781.7129,1704.8044,1704.8044,1640.714,1627.8959,1563.8055,1499.7152,1461.2609
False,1.0,Республика Хакасия,1,False,25000.0,250000.0,58915.6855,34134.0676,17755.4121,12628.1808,10942.8409,10586.7831,9755.9818,8996.3919,8070.6419,7619.6354,6100.4558,5839.3468,5293.3916,4984.8082,4937.3338,4248.9556,4130.2697,4059.0581,3608.0517,3346.9427,3299.4683,3157.0452,3157.0452,3038.3593,3014.6221,2895.9362,2777.2503,2706.0387
False,1.0,Тамбовская область,2,False,25000.0,90000.0,21209.6468,12288.2643,6391.9483,4546.1451,3939.4227,3811.2419,3512.1534,3238.7011,2905.4311,2743.0687,2196.1641,2102.1648,1905.621,1794.531,1777.4402,1529.624,1486.8971,1461.2609,1298.8986,1204.8994,1187.8086,1136.5363,1136.5363,1093.8093,1085.264,1042.537,999.8101,974.1739
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,30000.0,135000.0,31814.4702,18432.3965,9587.9225,6819.2176,5909.1341,5716.8629,5268.2302,4858.0517,4358.1466,4114.6031,3294.2461,3153.2472,2858.4314,2691.7964,2666.1603,2294.436,2230.3456,2191.8914,1948.3479,1807.349,1781.7129,1704.8044,1704.8044,1640.714,1627.8959,1563.8055,1499.7152,1461.2609
False,1.0,Новгородская область,1,False,29450.0,95000.0,22387.9605,12970.9457,6747.0566,4798.7087,4158.2795,4022.9776,3707.2731,3418.6289,3066.8439,2895.4615,2318.1732,2218.9518,2011.4888,1894.2271,1876.1869,1614.6031,1569.5025,1542.4421,1371.0596,1271.8382,1253.7979,1199.6772,1199.6772,1154.5765,1145.5564,1100.4558,1055.3551,1028.2947
False,1.0,Ямало-Ненецкий автономный округ,1,False,40000.0,135000.0,31814.4702,18432.3965,9587.9225,6819.2176,5909.1341,5716.8629,5268.2302,4858.0517,4358.1466,4114.6031,3294.2461,3153.2472,2858.4314,2691.7964,2666.1603,2294.436,2230.3456,2191.8914,1948.3479,1807.349,1781.7129,1704.8044,1704.8044,1640.714,1627.8959,1563.8055,1499.7152,1461.2609
False,1.0,Тюменская область,1,False,25000.0,250000.0,58915.6855,34134.0676,17755.4121,12628.1808,10942.8409,10586.7831,9755.9818,8996.3919,8070.6419,7619.6354,6100.4558,5839.3468,5293.3916,4984.8082,4937.3338,4248.9556,4130.2697,4059.0581,3608.0517,3346.9427,3299.4683,3157.0452,3157.0452,3038.3593,3014.6221,2895.9362,2777.2503,2706.0387
False,1.0,Ярославская область,1,False,25000.0,90000.0,21209.6468,12288.2643,6391.9483,4546.1451,3939.4227,3811.2419,3512.1534,3238.7011,2905.4311,2743.0687,2196.1641,2102.1648,1905.621,1794.531,1777.4402,1529.624,1486.8971,1461.2609,1298.8986,1204.8994,1187.8086,1136.5363,1136.5363,1093.8093,1085.264,1042.537,999.8101,974.1739
False,1.0,Чукотский автономный округ,1,False,45000.0,95000.0,22387.9605,12970.9457,6747.0566,4798.7087,4158.2795,4022.9776,3707.2731,3418.6289,3066.8439,2895.4615,2318.1732,2218.9518,2011.4888,1894.2271,1876.1869,1614.6031,1569.5025,1542.4421,1371.0596,1271.8382,1253.7979,1199.6772,1199.6772,1154.5765,1145.5564,1100.4558,1055.3551,1028.2947
False,1.0,Ивановская область,1,False,25000.0,135000.0,31814.4702,18432.3965,9587.9225,6819.2176,5909.1341,5716.8629,5268.2302,4858.0517,4358.1466,4114.6031,3294.2461,3153.2472,2858.4314,2691.7964,2666.1603,2294.436,2230.3456,2191.8914,1948.3479,1807.349,1781.7129,1704.8044,1704.8044,1640.714,1627.8959,1563.8055,1499.7152,1461.2609
False,1.0,Кабардино-Балкарская Республика,1,False,30000.0,72000.0,16967.7174,9830.6115,5113.5587,3636.9161,3151.5382,3048.9935,2809.7227,2590.9609,2324.3449,2194.455,1756.9313,1681.7319,1524.4968,1435.6248,1421.9521,1223.6992,1189.5177,1169.0087,1039.1189,963.9195,950.2469,909.229,909.229,875.0475,868.2112,834.0296,799.8481,779.3392
False,1.0,Магаданская область,1,False,40000.0,170000.0,40062.6662,23211.166,12073.6802,8587.1629,7441.1318,7199.0125,6634.0676,6117.5465,5488.0365,5181.3521,4148.3099,3970.7558,3599.5063,3389.6696,3357.387,2889.2898,2808.5834,2760.1595,2453.4751,2275.921,2243.6384,2146.7907,2146.7907,2066.0843,2049.943,1969.2366,1888.5302,1840.1063
False,1.0,Республика Саха (Якутия),1,False,37173.0,140000.0,32992.7839,19115.0779,9943.0308,7071.7812,6127.9909,5928.5986,5463.3498,5037.9795,4519.5594,4266.9958,3416.2552,3270.0342,2964.2993,2791.4926,2764.907,2379.4151,2312.951,2273.0725,2020.5089,1874.2879,1847.7022,1767.9453,1767.9453,1701.4812,1688.1884,1621.7243,1555.2602,1515.3817
False,1.0,Республика Тыва,1,False,75000.0,120000.0,28279.5291,16384.3524,8522.5978,6061.5268,5252.5636,5081.6559,4682.8712,4318.2681,3873.9081,3657.425,2928.2188,2802.8864,2540.828,2392.7079,2369.9202,2039.4987,1982.5294,1948.3479,1731.8648,1606.5325,1583.7448,1515.3817,1515.3817,1458.4125,1447.0186,1390.0494,1333.0801,1298.8986
False,1.0,Республика Ингушетия,1,False,78000.0,78000.0,18381.6939,10649.8291,5539.6886,3939.9924,3414.1664,3303.0763,3043.8663,2806.8743,2518.0403,2377.3262,1903.3422,1821.8762,1651.5382,1555.2602,1540.4482,1325.6741,1288.6441,1266.4261,1125.7121,1044.2461,1029.4341,984.9981,984.9981,947.9681,940.5621,903.5321,866.5021,844.2841
False,1.0,Омская область,1,False,34000.0,170000.0,40062.6662,23211.166,12073.6802,8587.1629,7441.1318,7199.0125,6634.0676,6117.5465,5488.0365,5181.3521,4148.3099,3970.7558,3599.5063,3389.6696,3357.387,2889.2898,2808.5834,2760.1595,2453.4751,2275.921,2243.6384,2146.7907,2146.7907,2066.0843,2049.943,1969.2366,1888.5302,1840.1063
False,1.0,Донецкая область,1,False,88400.0,88400.0,20832.5864,12069.8063,6278.3137,4465.3247,3869.3885,3743.4865,3449.7152,3181.1242,2853.779,2694.3031,2157.1212,2064.793,1871.7433,1762.6282,1745.8412,1502.4307,1460.4633,1435.2829,1275.8071,1183.4789,1166.692,1116.3312,1116.3312,1074.3638,1065.9704,1024.003,982.0357,956.8553
False,0.0,Республика Северная Осетия,1,False,8000.0,20312.0,4786.7816,2773.3247,1442.5917,1026.0144,889.0839,860.155,792.654,730.9389,655.7235,619.0801,495.6498,474.4352,430.0775,405.0057,401.1485,345.2191,335.5761,329.7904,293.147,271.9324,268.0752,256.5036,256.5036,246.8606,244.932,235.289,225.646,219.8602
False,0.0,Республика Крым,1,False,25550.25,65000.0,15318.0782,8874.8576,4616.4071,3283.327,2845.1386,2752.5636,2536.5553,2339.0619,2098.3669,1981.1052,1586.1185,1518.2302,1376.2818,1296.0501,1283.7068,1104.7284,1073.8701,1055.3551,938.0934,870.2051,857.8618,820.8318,820.8318,789.9734,783.8017,752.9434,722.0851,703.5701
False,0.0,Ленинградская область,1,False,20000.0,100000.0,23566.2742,13653.627,7102.1648,5051.2723,4377.1363,4234.7133,3902.3927,3598.5568,3228.2567,3047.8542,2440.1823,2335.7387,2117.3566,1993.9233,1974.9335,1699.5822,1652.1079,1623.6232,1443.2207,1338.7771,1319.7873,1262.8181,1262.8181,1215.3437,1205.8488,1158.3745,1110.9001,1082.4155
False,0.0,Ставропольский край,2,False,14800.0,35000.0,8248.196,4778.7695,2485.7577,1767.9453,1531.9977,1482.1496,1365.8374,1259.4949,1129.8899,1066.749,854.0638,817.5085,741.0748,697.8731,691.2267,594.8538,578.2378,568.2681,505.1272,468.572,461.9256,441.9863,441.9863,425.3703,422.0471,405.4311,388.815,378.8454
False,0.0,Брянская область,1,False,16562.5,78000.0,18381.6939,10649.8291,5539.6886,3939.9924,3414.1664,3303.0763,3043.8663,2806.8743,2518.0403,2377.3262,1903.3422,1821.8762,1651.5382,1555.2602,1540.4482,1325.6741,1288.6441,1266.4261,1125.7121,1044.2461,1029.4341,984.9981,984.9981,947.9681,940.5621,903.5321,866.5021,844.2841
False,0.0,Кемеровская область,1,False,16562.5,75000.0,17674.7057,10240.2203,5326.6236,3788.4542,3282.8523,3176.0349,2926.7945,2698.9176,2421.1926,2285.8906,1830.1367,1751.804,1588.0175,1495.4425,1481.2002,1274.6867,1239.0809,1217.7174,1082.4155,1004.0828,989.8405,947.1136,947.1136,911.5078,904.3866,868.7809,833.1751,811.8116
False,0.0,Нижегородская область,0,False,14800.0,100000.0,23566.2742,13653.627,7102.1648,5051.2723,4377.1363,4234.7133,3902.3927,3598.5568,3228.2567,3047.8542,2440.1823,2335.7387,2117.3566,1993.9233,1974.9335,1699.5822,1652.1079,1623.6232,1443.2207,1338.7771,1319.7873,1262.8181,1262.8181,1215.3437,1205.8488,1158.3745,1110.9001,1082.4155
False,0.0,Чувашская Республика,1,False,14800.0,78000.0,18381.6939,10649.8291,5539.6886,3939.9924,3414.1664,3303.0763,3043.8663,2806.8743,2518.0403,2377.3262,1903.3422,1821.8762,1651.5382,1555.2602,1540.4482,1325.6741,1288.6441,1266.4261,1125.7121,1044.2461,1029.4341,984.9981,984.9981,947.9681,940.5621,903.5321,866.5021,844.2841
False,0.0,Калужская область,1,False,16562.5,40000.0,9426.5097,5461.4508,2840.8659,2020.5089,1750.8545,1693.8853,1560.9571,1439.4227,1291.3027,1219.1417,976.0729,934.2955,846.9427,797.5693,789.9734,679.8329,660.8431,649.4493,577.2883,535.5108,527.9149,505.1272,505.1272,486.1375,482.3395,463.3498,444.36,432.9662
False,0.0,Тверская область,1,False,14800.0,78000.0,18381.6939,10649.8291,5539.6886,3939.9924,3414.1664,3303.0763,3043.8663,2806.8743,2518.0403,2377.3262,1903.3422,1821.8762,1651.5382,1555.2602,1540.4482,1325.6741,1288.6441,1266.4261,1125.7121,1044.2461,1029.4341,984.9981,984.9981,947.9681,940.5621,903.5321,866.5021,844.2841
False,0.0,Республика Татарстан,0,False,16562.5,90000.0,21209.6468,12288.2643,6391.9483,4546.1451,3939.4227,3811.2419,3512.1534,3238.7011,2905.4311,2743.0687,2196.1641,2102.1648,1905.621,1794.531,1777.4402,1529.624,1486.8971,1461.2609,1298.8986,1204.8994,1187.8086,1136.5363,1136.5363,1093.8093,1085.264,1042.537,999.8101,974.1739
False,0.0,Ростовская область,0,False,16562.5,60000.0,14139.7645,8192.1762,4261.2989,3030.7634,2626.2818,2540.828,2341.4356,2159.1341,1936.954,1828.7125,1464.1094,1401.4432,1270.414,1196.354,1184.9601,1019.7493,991.2647,974.1739,865.9324,803.2662,791.8724,757.6908,757.6908,729.2062,723.5093,695.0247,666.5401,649.4493
False,0.0,Пензенская область,1,False,14800.0,39300.0,9261.5458,5365.8754,2791.1508,1985.15,1720.2146,1664.2423,1533.6403,1414.2328,1268.7049,1197.8067,958.9916,917.9453,832.1212,783.6118,776.1489,667.9358,649.2784,638.0839,567.1857,526.1394,518.6764,496.2875,496.2875,477.6301,473.8986,455.2412,436.5837,425.3893
False,0.0,Пензенская область,1,True,19188.0,19188.0,4521.8967,2619.858,1362.7634,969.2381,839.8849,812.5568,748.7911,690.4911,619.4379,584.8223,468.2222,448.1815,406.2784,382.594,378.9502,326.1158,317.0065,311.5408,276.9252,256.8845,253.2408,242.3095,242.3095,233.2002,231.3783,222.2689,213.1595,207.6939
False,0.0,Воронежская область,2,False,14800.0,40000.0,9426.5097,5461.4508,2840.8659,2020.5089,1750.8545,1693.8853,1560.9571,1439.4227,1291.3027,1219.1417,976.0729,934.2955,846.9427,797.5693,789.9734,679.8329,660.8431,649.4493,577.2883,535.5108,527.9149,505.1272,505.1272,486.1375,482.3395,463.3498,444.36,432.9662
False,0.0,Челябинская область,0,False,14800.0,78000.0,18381.6939,10649.8291,5539.6886,3939.9924,3414.1664,3303.0763,3043.8663,2806.8743,2518.0403,2377.3262,1903.3422,1821.8762,1651.5382,1555.2602,1540.4482,1325.6741,1288.6441,1266.4261,1125.7121,1044.2461,1029.4341,984.9981,984.9981,947.9681,940.5621,903.5321,866.5021,844.2841
False,0.0,Республика Коми,1,False,16562.5,75000.0,17674.7057,10240.2203,5326.6236,3788.4542,3282.8523,3176.0349,2926.7945,2698.9176,2421.1926,2285.8906,1830.1367,1751.804,1588.0175,1495.4425,1481.2002,1274.6867,1239.0809,1217.7174,1082.4155,1004.0828,989.8405,947.1136,947.1136,911.5078,904.3866,868.7809,833.1751,811.8116
False,0.0,Удмуртская Республика,1,False,14800.0,80000.0,18853.0194,10922.9016,5681.7319,4041.0179,3501.7091,3387.7706,3121.9142,2878.8454,2582.6054,2438.2833,1952.1458,1868.591,1693.8853,1595.1386,1579.9468,1359.6658,1321.6863,1298.8986,1154.5765,1071.0216,1055.8299,1010.2545,1010.2545,972.275,964.6791,926.6996,888.7201,865.9324
False,0.0,Кировская область,1,False,16562.5,35420.0,8347.1743,4836.1147,2515.5868,1789.1607,1550.3817,1499.9354,1382.2275,1274.6088,1143.4485,1079.5499,864.3126,827.3186,749.9677,706.2476,699.5215,601.992,585.1766,575.0874,511.1888,474.1948,467.4687,447.2902,447.2902,430.4747,427.1117,410.2962,393.4808,383.3916
False,0.0,Владимирская область,1,False,14800.0,40000.0,9426.5097,5461.4508,2840.8659,2020.5089,1750.8545,1693.8853,1560.9571,1439.4227,1291.3027,1219.1417,976.0729,934.2955,846.9427,797.5693,789.9734,679.8329,660.8431,649.4493,577.2883,535.5108,527.9149,505.1272,505.1272,486.1375,482.3395,463.3498,444.36,432.9662
False,0.0,Вологодская область,1,False,14800.0,51000.0,12018.7998,6963.3498,3622.1041,2576.1489,2232.3395,2159.7038,1990.2203,1835.264,1646.4109,1554.4056,1244.493,1191.2267,1079.8519,1016.9009,1007.2161,866.7869,842.575,828.0479,736.0425,682.7763,673.0915,644.0372,644.0372,619.8253,614.9829,590.771,566.5591,552.0319
False,0.0,Оренбургская область,2,False,14800.0,78000.0,18381.6939,10649.8291,5539.6886,3939.9924,3414.1664,3303.0763,3043.8663,2806.8743,2518.0403,2377.3262,1903.3422,1821.8762,1651.5382,1555.2602,1540.4482,1325.6741,1288.6441,1266.4261,1125.7121,1044.2461,1029.4341,984.9981,984.9981,947.9681,940.5621,903.5321,866.5021,844.2841
False,0.0,Краснодарский край,0,False,14800.0,80000.0,18853.0194,10922.9016,5681.7319,4041.0179,3501.7091,3387.7706,3121.9142,2878.8454,2582.6054,2438.2833,1952.1458,1868.591,1693.8853,1595.1386,1579.9468,1359.6658,1321.6863,1298.8986,1154.5765,1071.0216,1055.8299,1010.2545,1010.2545,972.275,964.6791,926.6996,888.7201,865.9324
False,0.0,Свердловская область,0,False,16562.5,60000.0,14139.7645,8192.1762,4261.2989,3030.7634,2626.2818,2540.828,2341.4356,2159.1341,1936.954,1828.7125,1464.1094,1401.4432,1270.414,1196.354,1184.9601,1019.7493,991.2647,974.1739,865.9324,803.2662,791.8724,757.6908,757.6908,729.2062,723.5093,695.0247,666.5401,649.4493
False,0.0,Белгородская область,2,False,16562.5,51000.0,12018.7998,6963.3498,3622.1041,2576.1489,2232.3395,2159.7038,1990.2203,1835.264,1646.4109,1554.4056,1244.493,1191.2267,1079.8519,1016.9009,1007.2161,866.7869,842.575,828.0479,736.0425,682.7763,673.0915,644.0372,644.0372,619.8253,614.9829,590.771,566.5591,552.0319
False,0.0,Липецкая область,1,False,16562.5,51000.0,12018.7998,6963.3498,3622.1041,2576.1489,2232.3395,2159.7038,1990.2203,1835.264,1646.4109,1554.4056,1244.493,1191.2267,1079.8519,1016.9009,1007.2161,866.7869,842.575,828.0479,736.0425,682.7763,673.0915,644.0372,644.0372,619.8253,614.9829,590.771,566.5591,552.0319
False,0.0,Республика Башкортостан,0,False,14800.0,75000.0,17674.7057,10240.2203,5326.6236,3788.4542,3282.8523,3176.0349,2926.7945,2698.9176,2421.1926,2285.8906,1830.1367,1751.804,1588.0175,1495.4425,1481.2002,1274.6867,1239.0809,1217.7174,1082.4155,1004.0828,989.8405,947.1136,947.1136,911.5078,904.3866,868.7809,833.1751,811.8116
False,0.0,Самарская область,0,False,16562.5,100000.0,23566.2742,13653.627,7102.1648,5051.2723,4377.1363,4234.7133,3902.3927,3598.5568,3228.2567,3047.8542,2440.1823,2335.7387,2117.3566,1993.9233,1974.9335,1699.5822,1652.1079,1623.6232,1443.2207,1338.7771,1319.7873,1262.8181,1262.8181,1215.3437,1205.8488,1158.3745,1110.9001,1082.4155
False,0.0,Республика Карелия,1,False,20000.0,95000.0,22387.9605,12970.9457,6747.0566,4798.7087,4158.2795,4022.9776,3707.2731,3418.6289,3066.8439,2895.4615,2318.1732,2218.9518,2011.4888,1894.2271,1876.1869,1614.6031,1569.5025,1542.4421,1371.0596,1271.8382,1253.7979,1199.6772,1199.6772,1154.5765,1145.5564,1100.4558,1055.3551,1028.2947
False,0.0,Рязанская область,1,False,16562.5,75000.0,17674.7057,10240.2203,5326.6236,3788.4542,3282.8523,3176.0349,2926.7945,2698.9176,2421.1926,2285.8906,1830.1367,1751.804,1588.0175,1495.4425,1481.2002,1274.6867,1239.0809,1217.7174,1082.4155,1004.0828,989.8405,947.1136,947.1136,911.5078,904.3866,868.7809,833.1751,811.8116
False,0.0,Тульская область,1,False,16562.5,78000.0,18381.6939,10649.8291,5539.6886,3939.9924,3414.1664,3303.0763,3043.8663,2806.8743,2518.0403,2377.3262,1903.3422,1821.8762,1651.5382,1555.2602,1540.4482,1325.6741,1288.6441,1266.4261,1125.7121,1044.2461,1029.4341,984.9981,984.9981,947.9681,940.5621,903.5321,866.5021,844.2841
False,0.0,Волгоградская область,2,False,14800.0,75000.0,17674.7057,10240.2203,5326.6236,3788.4542,3282.8523,3176.0349,2926.7945,2698.9176,2421.1926,2285.8906,1830.1367,1751.804,1588.0175,1495.4425,1481.2002,1274.6867,1239.0809,1217.7174,1082.4155,1004.0828,989.8405,947.1136,947.1136,911.5078,904.3866,868.7809,833.1751,811.8116
False,0.0,Курская область,2,False,16562.5,35000.0,8248.196,4778.7695,2485.7577,1767.9453,1531.9977,1482.1496,1365.8374,1259.4949,1129.8899,1066.749,854.0638,817.5085,741.0748,697.8731,691.2267,594.8538,578.2378,568.2681,505.1272,468.572,461.9256,441.9863,441.9863,425.3703,422.0471,405.4311,388.815,378.8454
False,0.0,Московская область,2,False,30000.0,75000.0,17674.7057,10240.2203,5326.6236,3788.4542,3282.8523,3176.0349,2926.7945,2698.9176,2421.1926,2285.8906,1830.1367,1751.804,1588.0175,1495.4425,1481.2002,1274.6867,1239.0809,1217.7174,1082.4155,1004.0828,989.8405,947.1136,947.1136,911.5078,904.3866,868.7809,833.1751,811.8116
False,0.0,Саратовская область,2,False,16242.0,91000.0,21445.3095,12424.8006,6462.97,4596.6578,3983.1941,3853.5891,3551.1774,3274.6867,2937.7136,2773.5473,2220.5659,2125.5222,1926.7945,1814.4702,1797.1895,1546.6198,1503.4182,1477.4972,1313.3308,1218.2871,1201.0065,1149.1645,1149.1645,1105.9628,1097.3224,1054.1208,1010.9191,984.9981
False,0.0,Мурманская область,1,False,14800.0,75000.0,17674.7057,10240.2203,5326.6236,3788.4542,3282.8523,3176.0349,2926.7945,2698.9176,2421.1926,2285.8906,1830.1367,1751.804,1588.0175,1495.4425,1481.2002,1274.6867,1239.0809,1217.7174,1082.4155,1004.0828,989.8405,947.1136,947.1136,911.5078,904.3866,868.7809,833.1751,811.8116
False,0.0,Город федерального значения Севастополь,1,False,16562.5,16562.5,3903.1642,2261.382,1176.2961,836.617,724.9632,701.3744,646.3338,596.011,534.68,504.8008,404.1552,386.8567,350.6872,330.2435,327.0984,281.4933,273.6304,268.9126,239.0334,221.735,218.5898,209.1542,209.1542,201.2913,199.7187,191.8558,183.9928,179.2751
False,0.0,Республика Марий Эл,1,False,16562.5,80000.0,18853.0194,10922.9016,5681.7319,4041.0179,3501.7091,3387.7706,3121.9142,2878.8454,2582.6054,2438.2833,1952.1458,1868.591,1693.8853,1595.1386,1579.9468,1359.6658,1321.6863,1298.8986,1154.5765,1071.0216,1055.8299,1010.2545,1010.2545,972.275,964.6791,926.6996,888.7201,865.9324
False,0.0,Сахалинская область,1,False,20000.0,78000.0,18381.6939,10649.8291,5539.6886,3939.9924,3414.1664,3303.0763,3043.8663,2806.8743,2518.0403,2377.3262,1903.3422,1821.8762,1651.5382,1555.2602,1540.4482,1325.6741,1288.6441,1266.4261,1125.7121,1044.2461,1029.4341,984.9981,984.9981,947.9681,940.5621,903.5321,866.5021,844.2841
False,0.0,Калининградская область,1,False,14800.0,40000.0,9426.5097,5461.4508,2840.8659,2020.5089,1750.8545,1693.8853,1560.9571,1439.4227,1291.3027,1219.1417,976.0729,934.2955,846.9427,797.5693,789.9734,679.8329,660.8431,649.4493,577.2883,535.5108,527.9149,505.1272,505.1272,486.1375,482.3395,463.3498,444.36,432.9662
False,0.0,Карачаево-Черкесская Республика,1,False,19188.0,30000.0,7069.8823,4096.0881,2130.6494,1515.3817,1313.1409,1270.414,1170.7178,1079.567,968.477,914.3562,732.0547,700.7216,635.207,598.177,592.4801,509.8747,495.6324,487.087,432.9662,401.6331,395.9362,378.8454,378.8454,364.6031,361.7547,347.5123,333.27,324.7246
False,0.0,Орловская область,1,False,19188.0,30000.0,7069.8823,4096.0881,2130.6494,1515.3817,1313.1409,1270.414,1170.7178,1079.567,968.477,914.3562,732.0547,700.7216,635.207,598.177,592.4801,509.8747,495.6324,487.087,432.9662,401.6331,395.9362,378.8454,378.8454,364.6031,361.7547,347.5123,333.27,324.7246
False,0.0,Ненецкий автономный округ,1,False,35000.0,35420.0,8347.1743,4836.1147,2515.5868,1789.1607,1550.3817,1499.9354,1382.2275,1274.6088,1143.4485,1079.5499,864.3126,827.3186,749.9677,706.2476,699.5215,601.992,585.1766,575.0874,511.1888,474.1948,467.4687,447.2902,447.2902,430.4747,427.1117,410.2962,393.4808,383.3916
False,0.0,Город федерального значения Москва,0,False,20708.75,50000.0,11783.1371,6826.8135,3551.0824,2525.6362,2188.5682,2117.3566,1951.1964,1799.2784,1614.1284,1523.9271,1220.0912,1167.8694,1058.6783,996.9616,987.4668,849.7911,826.0539,811.8116,721.6103,669.3885,659.8937,631.409,631.409,607.6719,602.9244,579.1872,555.4501,541.2077
False,0.0,Приморский край,1,False,14975.0,78000.0,18381.6939,10649.8291,5539.6886,3939.9924,3414.1664,3303.0763,3043.8663,2806.8743,2518.0403,2377.3262,1903.3422,1821.8762,1651.5382,1555.2602,1540.4482,1325.6741,1288.6441,1266.4261,1125.7121,1044.2461,1029.4341,984.9981,984.9981,947.9681,940.5621,903.5321,866.5021,844.2841
False,0.0,Алтайский край,2,False,14975.0,108000.0,25451.5761,14745.9172,7670.338,5455.3741,4727.3073,4573.4903,4214.5841,3886.4413,3486.5173,3291.6825,2635.3969,2522.5978,2286.7452,2153.4371,2132.9282,1835.5488,1784.2765,1753.5131,1558.6783,1445.8792,1425.3703,1363.8435,1363.8435,1312.5712,1302.3167,1251.0444,1199.7721,1169.0087
False,0.0,Иркутская область,1,False,14975.0,115200.0,27148.3479,15728.9784,8181.6939,5819.0657,5042.4611,4878.3897,4495.5564,4145.5374,3718.9518,3511.128,2811.09,2690.771,2439.1948,2296.9996,2275.1234,1957.9187,1903.2283,1870.414,1662.5902,1542.2712,1520.395,1454.7664,1454.7664,1400.076,1389.1379,1334.4474,1279.7569,1246.9427
False,0.0,Томская область,1,False,20000.0,78000.0,18381.6939,10649.8291,5539.6886,3939.9924,3414.1664,3303.0763,3043.8663,2806.8743,2518.0403,2377.3262,1903.3422,1821.8762,1651.5382,1555.2602,1540.4482,1325.6741,1288.6441,1266.4261,1125.7121,1044.2461,1029.4341,984.9981,984.9981,947.9681,940.5621,903.5321,866.5021,844.2841
False,0.0,Новосибирская область,0,False,14975.0,108000.0,25451.5761,14745.9172,7670.338,5455.3741,4727.3073,4573.4903,4214.5841,3886.4413,3486.5173,3291.6825,2635.3969,2522.5978,2286.7452,2153.4371,2132.9282,1835.5488,1784.2765,1753.5131,1558.6783,1445.8792,1425.3703,1363.8435,1363.8435,1312.5712,1302.3167,1251.0444,1199.7721,1169.0087
False,0.0,Смоленская область,1,False,22700.0,78000.0,18381.6939,10649.8291,5539.6886,3939.9924,3414.1664,3303.0763,3043.8663,2806.8743,2518.0403,2377.3262,1903.3422,1821.8762,1651.5382,1555.2602,1540.4482,1325.6741,1288.6441,1266.4261,1125.7121,1044.2461,1029.4341,984.9981,984.9981,947.9681,940.5621,903.5321,866.5021,844.2841
False,0.0,Амурская область,1,False,20000.0,91000.0,21445.3095,12424.8006,6462.97,4596.6578,3983.1941,3853.5891,3551.1774,3274.6867,2937.7136,2773.5473,2220.5659,2125.5222,1926.7945,1814.4702,1797.1895,1546.6198,1503.4182,1477.4972,1313.3308,1218.2871,1201.0065,1149.1645,1149.1645,1105.9628,1097.3224,1054.1208,1010.9191,984.9981
