is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)",Уход за растениями (685_14),Технологии возделывания сельскохозяйственных культур в открытом и закрытом грунте (256_14),"Организаторские способности, лидерство (СК) (393_4)",Коммуникабельность (СК) (617_4),Разработка технологии посева (посадки) сельскохозяйственных культур (270_14),Разработка системы мероприятий по производству продукции растениеводства (261_14),Пунктуальность (СК) (612_4),Повышение плодородия почв (3967_14),Кормозаготовка (6851_14),Разработка экологически обоснованной системы применения удобрений (264_14),Разработка системы семеноводства сельскохозяйственных культур (267_14),Контроль процессов (6210_14),Внедрение технологий по борьбе с вредителями и болезнями сельскохозяйственных культур (547_14),Контроль качества (4458_14),Целеустремленность (СК) (588_4),Соблюдение правил внутреннего распорядка и режима работы (4476_14),Командность (СК) (1371_4),"Саморазвитие, обучаемость (СК) (604_4)",Инициативность (СК) (610_4),"Выполнение работ по подготовке почвы к посадке и посеву древесно-кустарниковой, цветочно-декоративной растительности и газонных трав (4344_14)",Знание программы 1С (4468_14),"Разработка технологий уборки сельскохозяйственных культур, послеуборочной доработки сельскохозяйственной продукции и закладки ее на хранение (271_14)",Внимательность (СК) (536_4),Приобретение семян и саженцев (681_14),Нравственность (СК) (622_4),"Разработка технологических карт, организация и контроль работ по уходу за растениями (687_14)",Подготовка технологических карт возделывания сельскохозяйственных культур (259_14),Высокая работоспособность (СК) (586_4),"Выполнение работ по посадке и посеву древесно-кустарниковой, цветочно-декоративной растительности и газонных трав (6718_14)",Разработка агротехнических мероприятий по улучшению фитосанитарного состояния посевов (269_14)
False,0.0,Свердловская область,0,False,8905.0,70000.0,10128.9714,5956.2756,5548.9148,5306.7002,3677.257,3523.1205,2697.3891,2543.2526,2466.1843,2058.8235,2047.8138,1860.648,1684.492,1442.2774,1442.2774,1387.2287,1387.2287,1332.1799,1310.1604,1233.0922,1167.0337,1122.9947,1111.9849,880.7801,880.7801,803.7119,792.7021,759.6729,737.6534,693.6143,693.6143,660.5851,660.5851
False,0.0,Калининградская область,1,False,15000.0,74000.0,10707.7697,6296.6342,5865.9956,5609.9402,3887.386,3724.4416,2851.5256,2688.5813,2607.1092,2176.4706,2164.8317,1966.9707,1780.7487,1524.6933,1524.6933,1466.4989,1466.4989,1408.3045,1385.0267,1303.5546,1233.7213,1187.1658,1175.5269,931.1104,931.1104,849.6383,837.9994,803.0827,779.805,733.2494,733.2494,698.3328,698.3328
False,0.0,Приморский край,1,False,15000.0,45000.0,6511.4816,3829.0343,3567.1595,3411.4501,2363.9509,2264.8632,1734.0359,1634.9481,1585.4042,1323.5294,1316.4517,1196.1309,1082.8877,927.1784,927.1784,891.7899,891.7899,856.4014,842.246,792.7021,750.2359,721.9251,714.8474,566.2158,566.2158,516.6719,509.5942,488.3611,474.2057,445.8949,445.8949,424.6618,424.6618
False,0.0,Приморский край,1,True,20000.0,20000.0,2893.9918,1701.793,1585.4042,1516.2001,1050.6449,1006.6059,770.6826,726.6436,704.6241,588.2353,585.0897,531.6137,481.2834,412.0793,412.0793,396.3511,396.3511,380.6228,374.3316,352.312,333.4382,320.8556,317.71,251.6515,251.6515,229.632,226.4863,217.0494,210.7581,198.1755,198.1755,188.7386,188.7386
False,0.0,Амурская область,1,False,15000.0,53000.0,7669.0783,4509.7515,4201.3212,4017.9302,2784.2089,2667.5055,2042.3089,1925.6055,1867.2539,1558.8235,1550.4876,1408.7763,1275.4011,1092.0101,1092.0101,1050.3303,1050.3303,1008.6505,991.9786,933.6269,883.6112,850.2674,841.9314,666.8764,666.8764,608.5247,600.1887,575.1809,558.509,525.1651,525.1651,500.1573,500.1573
False,0.0,Республика Саха (Якутия),1,False,20000.0,45000.0,6511.4816,3829.0343,3567.1595,3411.4501,2363.9509,2264.8632,1734.0359,1634.9481,1585.4042,1323.5294,1316.4517,1196.1309,1082.8877,927.1784,927.1784,891.7899,891.7899,856.4014,842.246,792.7021,750.2359,721.9251,714.8474,566.2158,566.2158,516.6719,509.5942,488.3611,474.2057,445.8949,445.8949,424.6618,424.6618
False,0.0,Астраханская область,1,False,15000.0,36000.0,5209.1853,3063.2274,2853.7276,2729.1601,1891.1607,1811.8905,1387.2287,1307.9585,1268.3234,1058.8235,1053.1614,956.9047,866.3102,741.7427,741.7427,713.4319,713.4319,685.1211,673.7968,634.1617,600.1887,577.5401,571.8779,452.9726,452.9726,413.3375,407.6754,390.6889,379.3646,356.7159,356.7159,339.7295,339.7295
False,0.0,Новгородская область,1,False,15000.0,35000.0,5064.4857,2978.1378,2774.4574,2653.3501,1838.6285,1761.5602,1348.6946,1271.6263,1233.0922,1029.4118,1023.9069,930.324,842.246,721.1387,721.1387,693.6143,693.6143,666.09,655.0802,616.5461,583.5168,561.4973,555.9925,440.3901,440.3901,401.8559,396.3511,379.8364,368.8267,346.8072,346.8072,330.2925,330.2925
False,0.0,Костромская область,1,False,15000.0,35000.0,5064.4857,2978.1378,2774.4574,2653.3501,1838.6285,1761.5602,1348.6946,1271.6263,1233.0922,1029.4118,1023.9069,930.324,842.246,721.1387,721.1387,693.6143,693.6143,666.09,655.0802,616.5461,583.5168,561.4973,555.9925,440.3901,440.3901,401.8559,396.3511,379.8364,368.8267,346.8072,346.8072,330.2925,330.2925
False,0.0,Костромская область,1,True,25000.0,25000.0,3617.4898,2127.2413,1981.7553,1895.2501,1313.3061,1258.2573,963.3533,908.3045,880.7801,735.2941,731.3621,664.5171,601.6043,515.0991,515.0991,495.4388,495.4388,475.7785,467.9144,440.3901,416.7977,401.0695,397.1375,314.5643,314.5643,287.0399,283.1079,271.3117,263.4476,247.7194,247.7194,235.9232,235.9232
False,0.0,Республика Коми,1,False,20000.0,30000.0,4340.9877,2552.6895,2378.1063,2274.3001,1575.9673,1509.9088,1156.0239,1089.9654,1056.9361,882.3529,877.6345,797.4206,721.9251,618.1189,618.1189,594.5266,594.5266,570.9343,561.4973,528.4681,500.1573,481.2834,476.565,377.4772,377.4772,344.4479,339.7295,325.5741,316.1372,297.2633,297.2633,283.1079,283.1079
False,0.0,Курганская область,1,False,15000.0,46000.0,6656.1812,3914.1239,3646.4297,3487.2601,2416.4832,2315.1935,1772.57,1671.2803,1620.6354,1352.9412,1345.7062,1222.7115,1106.9519,947.7823,947.7823,911.6074,911.6074,875.4325,860.9626,810.3177,766.9078,737.9679,730.7329,578.7984,578.7984,528.1535,520.9185,499.2136,484.7436,455.8037,455.8037,434.0988,434.0988
False,0.0,Карачаево-Черкесская Республика,1,False,15000.0,20000.0,2893.9918,1701.793,1585.4042,1516.2001,1050.6449,1006.6059,770.6826,726.6436,704.6241,588.2353,585.0897,531.6137,481.2834,412.0793,412.0793,396.3511,396.3511,380.6228,374.3316,352.312,333.4382,320.8556,317.71,251.6515,251.6515,229.632,226.4863,217.0494,210.7581,198.1755,198.1755,188.7386,188.7386
False,0.0,Республика Карелия,1,False,17553.25,36000.0,5209.1853,3063.2274,2853.7276,2729.1601,1891.1607,1811.8905,1387.2287,1307.9585,1268.3234,1058.8235,1053.1614,956.9047,866.3102,741.7427,741.7427,713.4319,713.4319,685.1211,673.7968,634.1617,600.1887,577.5401,571.8779,452.9726,452.9726,413.3375,407.6754,390.6889,379.3646,356.7159,356.7159,339.7295,339.7295
False,0.0,Кемеровская область,1,False,15000.0,50000.0,7234.9796,4254.4825,3963.5105,3790.5002,2626.6121,2516.5146,1926.7065,1816.609,1761.5602,1470.5882,1462.7241,1329.0343,1203.2086,1030.1982,1030.1982,990.8776,990.8776,951.5571,935.8289,880.7801,833.5955,802.139,794.2749,629.1287,629.1287,574.0799,566.2158,542.6235,526.8953,495.4388,495.4388,471.8465,471.8465
False,0.0,Иркутская область,1,False,15000.0,72000.0,10418.3706,6126.4549,5707.4552,5458.3202,3782.3215,3623.7811,2774.4574,2615.917,2536.6467,2117.6471,2106.3227,1913.8094,1732.6203,1483.4854,1483.4854,1426.8638,1426.8638,1370.2422,1347.5936,1268.3234,1200.3775,1155.0802,1143.7559,905.9453,905.9453,826.6751,815.3507,781.3778,758.7292,713.4319,713.4319,679.4589,679.4589
False,0.0,Республика Алтай,1,False,20172.0,20172.0,2918.8802,1716.4284,1599.0387,1529.2394,1059.6804,1015.2627,777.3105,732.8927,710.6839,593.2941,590.1214,536.1856,485.4225,415.6232,415.6232,399.7597,399.7597,383.8962,377.5508,355.3419,336.3058,323.615,320.4423,253.8157,253.8157,231.6068,228.4341,218.916,212.5706,199.8798,199.8798,190.3617,190.3617
False,0.0,Республика Дагестан,1,True,40000.0,40000.0,5787.9836,3403.586,3170.8084,3032.4001,2101.2897,2013.2117,1541.3652,1453.2872,1409.2482,1176.4706,1170.1793,1063.2274,962.5668,824.1585,824.1585,792.7021,792.7021,761.2457,748.6631,704.6241,666.8764,641.7112,635.4199,503.3029,503.3029,459.2639,452.9726,434.0988,421.5162,396.3511,396.3511,377.4772,377.4772
False,0.0,Калужская область,1,False,19000.0,93000.0,13457.062,7913.3375,7372.1296,7050.3303,4885.4986,4680.7172,3583.6741,3378.8927,3276.502,2735.2941,2720.6669,2472.0038,2237.9679,1916.1686,1916.1686,1843.0324,1843.0324,1769.8962,1740.6417,1638.251,1550.4876,1491.9786,1477.3514,1170.1793,1170.1793,1067.7886,1053.1614,1009.2796,980.0252,921.5162,921.5162,877.6345,877.6345
False,0.0,Калужская область,1,True,17500.0,17500.0,2532.2428,1489.0689,1387.2287,1326.6751,919.3142,880.7801,674.3473,635.8131,616.5461,514.7059,511.9534,465.162,421.123,360.5694,360.5694,346.8072,346.8072,333.045,327.5401,308.273,291.7584,280.7487,277.9962,220.195,220.195,200.928,198.1755,189.9182,184.4133,173.4036,173.4036,165.1463,165.1463
False,0.0,Тамбовская область,2,False,17500.0,70000.0,10128.9714,5956.2756,5548.9148,5306.7002,3677.257,3523.1205,2697.3891,2543.2526,2466.1843,2058.8235,2047.8138,1860.648,1684.492,1442.2774,1442.2774,1387.2287,1387.2287,1332.1799,1310.1604,1233.0922,1167.0337,1122.9947,1111.9849,880.7801,880.7801,803.7119,792.7021,759.6729,737.6534,693.6143,693.6143,660.5851,660.5851
False,0.0,Город федерального значения Санкт-Петербург,0,False,17500.0,45000.0,6511.4816,3829.0343,3567.1595,3411.4501,2363.9509,2264.8632,1734.0359,1634.9481,1585.4042,1323.5294,1316.4517,1196.1309,1082.8877,927.1784,927.1784,891.7899,891.7899,856.4014,842.246,792.7021,750.2359,721.9251,714.8474,566.2158,566.2158,516.6719,509.5942,488.3611,474.2057,445.8949,445.8949,424.6618,424.6618
False,0.0,Город федерального значения Санкт-Петербург,0,True,19000.0,35000.0,5064.4857,2978.1378,2774.4574,2653.3501,1838.6285,1761.5602,1348.6946,1271.6263,1233.0922,1029.4118,1023.9069,930.324,842.246,721.1387,721.1387,693.6143,693.6143,666.09,655.0802,616.5461,583.5168,561.4973,555.9925,440.3901,440.3901,401.8559,396.3511,379.8364,368.8267,346.8072,346.8072,330.2925,330.2925
False,0.0,Камчатский край,1,False,30000.0,30000.0,4340.9877,2552.6895,2378.1063,2274.3001,1575.9673,1509.9088,1156.0239,1089.9654,1056.9361,882.3529,877.6345,797.4206,721.9251,618.1189,618.1189,594.5266,594.5266,570.9343,561.4973,528.4681,500.1573,481.2834,476.565,377.4772,377.4772,344.4479,339.7295,325.5741,316.1372,297.2633,297.2633,283.1079,283.1079
False,0.0,Тверская область,1,False,14750.0,45000.0,6511.4816,3829.0343,3567.1595,3411.4501,2363.9509,2264.8632,1734.0359,1634.9481,1585.4042,1323.5294,1316.4517,1196.1309,1082.8877,927.1784,927.1784,891.7899,891.7899,856.4014,842.246,792.7021,750.2359,721.9251,714.8474,566.2158,566.2158,516.6719,509.5942,488.3611,474.2057,445.8949,445.8949,424.6618,424.6618
False,0.0,Псковская область,1,False,14750.0,50000.0,7234.9796,4254.4825,3963.5105,3790.5002,2626.6121,2516.5146,1926.7065,1816.609,1761.5602,1470.5882,1462.7241,1329.0343,1203.2086,1030.1982,1030.1982,990.8776,990.8776,951.5571,935.8289,880.7801,833.5955,802.139,794.2749,629.1287,629.1287,574.0799,566.2158,542.6235,526.8953,495.4388,495.4388,471.8465,471.8465
False,0.0,Тульская область,1,False,14750.0,52950.0,7661.8433,4505.497,4197.3577,4014.1397,2781.5823,2664.989,2040.3822,1923.7889,1865.4923,1557.3529,1549.0249,1407.4473,1274.1979,1090.9799,1090.9799,1049.3394,1049.3394,1007.699,991.0428,932.7461,882.7776,849.4652,841.1372,666.2472,666.2472,607.9506,599.6225,574.6383,557.9821,524.6697,524.6697,499.6854,499.6854
False,0.0,Сахалинская область,1,False,22200.0,50000.0,7234.9796,4254.4825,3963.5105,3790.5002,2626.6121,2516.5146,1926.7065,1816.609,1761.5602,1470.5882,1462.7241,1329.0343,1203.2086,1030.1982,1030.1982,990.8776,990.8776,951.5571,935.8289,880.7801,833.5955,802.139,794.2749,629.1287,629.1287,574.0799,566.2158,542.6235,526.8953,495.4388,495.4388,471.8465,471.8465
False,0.0,Смоленская область,1,False,17500.0,85000.0,12299.4652,7232.6203,6737.9679,6443.8503,4465.2406,4278.0749,3275.4011,3088.2353,2994.6524,2500.0,2486.631,2259.3583,2045.4545,1751.3369,1751.3369,1684.492,1684.492,1617.6471,1590.9091,1497.3262,1417.1123,1363.6364,1350.2674,1069.5187,1069.5187,975.9358,962.5668,922.4599,895.7219,842.246,842.246,802.139,802.139
False,0.0,Рязанская область,1,False,17500.0,70000.0,10128.9714,5956.2756,5548.9148,5306.7002,3677.257,3523.1205,2697.3891,2543.2526,2466.1843,2058.8235,2047.8138,1860.648,1684.492,1442.2774,1442.2774,1387.2287,1387.2287,1332.1799,1310.1604,1233.0922,1167.0337,1122.9947,1111.9849,880.7801,880.7801,803.7119,792.7021,759.6729,737.6534,693.6143,693.6143,660.5851,660.5851
False,0.0,Хабаровский край,1,False,17500.0,45000.0,6511.4816,3829.0343,3567.1595,3411.4501,2363.9509,2264.8632,1734.0359,1634.9481,1585.4042,1323.5294,1316.4517,1196.1309,1082.8877,927.1784,927.1784,891.7899,891.7899,856.4014,842.246,792.7021,750.2359,721.9251,714.8474,566.2158,566.2158,516.6719,509.5942,488.3611,474.2057,445.8949,445.8949,424.6618,424.6618
False,0.0,Запорожская область,1,False,22200.0,22200.0,3212.3309,1888.9902,1759.7987,1682.9821,1166.2158,1117.3325,855.4577,806.5744,782.1327,652.9412,649.4495,590.0912,534.2246,457.408,457.408,439.9497,439.9497,422.4913,415.508,391.0664,370.1164,356.1497,352.6581,279.3331,279.3331,254.8915,251.3998,240.9248,233.9415,219.9748,219.9748,209.4998,209.4998
False,0.0,Луганская область,1,False,38750.0,38750.0,5607.1092,3297.224,3071.7207,2937.6376,2035.6244,1950.2988,1493.1975,1407.872,1365.2092,1139.7059,1133.6112,1030.0016,932.4866,798.4036,798.4036,767.9302,767.9302,737.4567,725.2674,682.6046,646.0365,621.6578,615.5631,487.5747,487.5747,444.9119,438.8172,420.5332,408.3438,383.9651,383.9651,365.681,365.681
False,0.0,Магаданская область,1,False,33000.0,33000.0,4775.0865,2807.9585,2615.917,2501.7301,1733.564,1660.8997,1271.6263,1198.9619,1162.6298,970.5882,965.3979,877.1626,794.1176,679.9308,679.9308,653.9792,653.9792,628.0277,617.6471,581.3149,550.173,529.4118,524.2215,415.2249,415.2249,378.8927,373.7024,358.1315,347.7509,326.9896,326.9896,311.4187,311.4187
False,1.0,Республика Калмыкия,1,False,12000.0,40000.0,5787.9836,3403.586,3170.8084,3032.4001,2101.2897,2013.2117,1541.3652,1453.2872,1409.2482,1176.4706,1170.1793,1063.2274,962.5668,824.1585,824.1585,792.7021,792.7021,761.2457,748.6631,704.6241,666.8764,641.7112,635.4199,503.3029,503.3029,459.2639,452.9726,434.0988,421.5162,396.3511,396.3511,377.4772,377.4772
False,1.0,Волгоградская область,2,False,20000.0,63000.0,9116.0742,5360.648,4994.0233,4776.0302,3309.5313,3170.8084,2427.6502,2288.9273,2219.5659,1852.9412,1843.0324,1674.5832,1516.0428,1298.0497,1298.0497,1248.5058,1248.5058,1198.9619,1179.1444,1109.783,1050.3303,1010.6952,1000.7864,792.7021,792.7021,723.3407,713.4319,683.7056,663.888,624.2529,624.2529,594.5266,594.5266
False,1.0,Волгоградская область,2,True,30000.0,50000.0,7234.9796,4254.4825,3963.5105,3790.5002,2626.6121,2516.5146,1926.7065,1816.609,1761.5602,1470.5882,1462.7241,1329.0343,1203.2086,1030.1982,1030.1982,990.8776,990.8776,951.5571,935.8289,880.7801,833.5955,802.139,794.2749,629.1287,629.1287,574.0799,566.2158,542.6235,526.8953,495.4388,495.4388,471.8465,471.8465
False,1.0,Самарская область,0,False,20000.0,85000.0,12299.4652,7232.6203,6737.9679,6443.8503,4465.2406,4278.0749,3275.4011,3088.2353,2994.6524,2500.0,2486.631,2259.3583,2045.4545,1751.3369,1751.3369,1684.492,1684.492,1617.6471,1590.9091,1497.3262,1417.1123,1363.6364,1350.2674,1069.5187,1069.5187,975.9358,962.5668,922.4599,895.7219,842.246,842.246,802.139,802.139
False,1.0,Самарская область,0,True,35000.0,40000.0,5787.9836,3403.586,3170.8084,3032.4001,2101.2897,2013.2117,1541.3652,1453.2872,1409.2482,1176.4706,1170.1793,1063.2274,962.5668,824.1585,824.1585,792.7021,792.7021,761.2457,748.6631,704.6241,666.8764,641.7112,635.4199,503.3029,503.3029,459.2639,452.9726,434.0988,421.5162,396.3511,396.3511,377.4772,377.4772
False,1.0,Город федерального значения Москва,0,False,20000.0,100000.0,14469.9591,8508.9651,7927.0211,7581.0003,5253.2243,5033.0293,3853.413,3633.218,3523.1205,2941.1765,2925.4483,2658.0686,2406.4171,2060.3964,2060.3964,1981.7553,1981.7553,1903.1142,1871.6578,1761.5602,1667.1909,1604.2781,1588.5499,1258.2573,1258.2573,1148.1598,1132.4316,1085.2469,1053.7905,990.8776,990.8776,943.693,943.693
False,1.0,Город федерального значения Москва,0,True,35000.0,40000.0,5787.9836,3403.586,3170.8084,3032.4001,2101.2897,2013.2117,1541.3652,1453.2872,1409.2482,1176.4706,1170.1793,1063.2274,962.5668,824.1585,824.1585,792.7021,792.7021,761.2457,748.6631,704.6241,666.8764,641.7112,635.4199,503.3029,503.3029,459.2639,452.9726,434.0988,421.5162,396.3511,396.3511,377.4772,377.4772
False,1.0,Московская область,2,False,30000.0,100000.0,14469.9591,8508.9651,7927.0211,7581.0003,5253.2243,5033.0293,3853.413,3633.218,3523.1205,2941.1765,2925.4483,2658.0686,2406.4171,2060.3964,2060.3964,1981.7553,1981.7553,1903.1142,1871.6578,1761.5602,1667.1909,1604.2781,1588.5499,1258.2573,1258.2573,1148.1598,1132.4316,1085.2469,1053.7905,990.8776,990.8776,943.693,943.693
False,1.0,Саратовская область,2,False,20000.0,70000.0,10128.9714,5956.2756,5548.9148,5306.7002,3677.257,3523.1205,2697.3891,2543.2526,2466.1843,2058.8235,2047.8138,1860.648,1684.492,1442.2774,1442.2774,1387.2287,1387.2287,1332.1799,1310.1604,1233.0922,1167.0337,1122.9947,1111.9849,880.7801,880.7801,803.7119,792.7021,759.6729,737.6534,693.6143,693.6143,660.5851,660.5851
False,1.0,Белгородская область,2,False,25000.0,75000.0,10852.4693,6381.7238,5945.2658,5685.7502,3939.9182,3774.7719,2890.0598,2724.9135,2642.3404,2205.8824,2194.0862,1993.5514,1804.8128,1545.2973,1545.2973,1486.3165,1486.3165,1427.3356,1403.7433,1321.1702,1250.3932,1203.2086,1191.4124,943.693,943.693,861.1198,849.3237,813.9352,790.3429,743.1582,743.1582,707.7697,707.7697
False,1.0,Орловская область,1,False,20000.0,70000.0,10128.9714,5956.2756,5548.9148,5306.7002,3677.257,3523.1205,2697.3891,2543.2526,2466.1843,2058.8235,2047.8138,1860.648,1684.492,1442.2774,1442.2774,1387.2287,1387.2287,1332.1799,1310.1604,1233.0922,1167.0337,1122.9947,1111.9849,880.7801,880.7801,803.7119,792.7021,759.6729,737.6534,693.6143,693.6143,660.5851,660.5851
False,1.0,Новосибирская область,0,False,20000.0,75800.0,10968.229,6449.7955,6008.682,5746.3982,3981.944,3815.0362,2920.8871,2753.9792,2670.5253,2229.4118,2217.4898,2014.816,1824.0642,1561.7804,1561.7804,1502.1705,1502.1705,1442.5606,1418.7166,1335.2627,1263.7307,1216.0428,1204.1208,953.759,953.759,870.3051,858.3831,822.6172,798.7732,751.0852,751.0852,715.3193,715.3193
False,1.0,Ростовская область,0,False,20000.0,100000.0,14469.9591,8508.9651,7927.0211,7581.0003,5253.2243,5033.0293,3853.413,3633.218,3523.1205,2941.1765,2925.4483,2658.0686,2406.4171,2060.3964,2060.3964,1981.7553,1981.7553,1903.1142,1871.6578,1761.5602,1667.1909,1604.2781,1588.5499,1258.2573,1258.2573,1148.1598,1132.4316,1085.2469,1053.7905,990.8776,990.8776,943.693,943.693
False,1.0,Ростовская область,0,True,25000.0,25000.0,3617.4898,2127.2413,1981.7553,1895.2501,1313.3061,1258.2573,963.3533,908.3045,880.7801,735.2941,731.3621,664.5171,601.6043,515.0991,515.0991,495.4388,495.4388,475.7785,467.9144,440.3901,416.7977,401.0695,397.1375,314.5643,314.5643,287.0399,283.1079,271.3117,263.4476,247.7194,247.7194,235.9232,235.9232
False,1.0,Челябинская область,0,False,20000.0,85000.0,12299.4652,7232.6203,6737.9679,6443.8503,4465.2406,4278.0749,3275.4011,3088.2353,2994.6524,2500.0,2486.631,2259.3583,2045.4545,1751.3369,1751.3369,1684.492,1684.492,1617.6471,1590.9091,1497.3262,1417.1123,1363.6364,1350.2674,1069.5187,1069.5187,975.9358,962.5668,922.4599,895.7219,842.246,842.246,802.139,802.139
False,1.0,Челябинская область,0,True,48200.0,48200.0,6974.5203,4101.3212,3820.8242,3654.0422,2532.0541,2425.9201,1857.3451,1751.2111,1698.1441,1417.6471,1410.0661,1281.1891,1159.893,993.111,993.111,955.206,955.206,917.301,902.139,849.072,803.586,773.262,765.681,606.48,606.48,553.413,545.832,523.089,507.927,477.603,477.603,454.86,454.86
False,1.0,Курская область,2,False,20000.0,100000.0,14469.9591,8508.9651,7927.0211,7581.0003,5253.2243,5033.0293,3853.413,3633.218,3523.1205,2941.1765,2925.4483,2658.0686,2406.4171,2060.3964,2060.3964,1981.7553,1981.7553,1903.1142,1871.6578,1761.5602,1667.1909,1604.2781,1588.5499,1258.2573,1258.2573,1148.1598,1132.4316,1085.2469,1053.7905,990.8776,990.8776,943.693,943.693
False,1.0,Ивановская область,1,False,20000.0,80000.0,11575.9673,6807.1721,6341.6169,6064.8003,4202.5794,4026.4234,3082.7304,2906.5744,2818.4964,2352.9412,2340.3586,2126.4549,1925.1337,1648.3171,1648.3171,1585.4042,1585.4042,1522.4913,1497.3262,1409.2482,1333.7528,1283.4225,1270.8399,1006.6059,1006.6059,918.5278,905.9453,868.1975,843.0324,792.7021,792.7021,754.9544,754.9544
False,1.0,Кировская область,1,False,15000.0,45000.0,6511.4816,3829.0343,3567.1595,3411.4501,2363.9509,2264.8632,1734.0359,1634.9481,1585.4042,1323.5294,1316.4517,1196.1309,1082.8877,927.1784,927.1784,891.7899,891.7899,856.4014,842.246,792.7021,750.2359,721.9251,714.8474,566.2158,566.2158,516.6719,509.5942,488.3611,474.2057,445.8949,445.8949,424.6618,424.6618
False,1.0,Республика Башкортостан,0,False,15000.0,85000.0,12299.4652,7232.6203,6737.9679,6443.8503,4465.2406,4278.0749,3275.4011,3088.2353,2994.6524,2500.0,2486.631,2259.3583,2045.4545,1751.3369,1751.3369,1684.492,1684.492,1617.6471,1590.9091,1497.3262,1417.1123,1363.6364,1350.2674,1069.5187,1069.5187,975.9358,962.5668,922.4599,895.7219,842.246,842.246,802.139,802.139
False,1.0,Республика Крым,1,False,15000.0,70000.0,10128.9714,5956.2756,5548.9148,5306.7002,3677.257,3523.1205,2697.3891,2543.2526,2466.1843,2058.8235,2047.8138,1860.648,1684.492,1442.2774,1442.2774,1387.2287,1387.2287,1332.1799,1310.1604,1233.0922,1167.0337,1122.9947,1111.9849,880.7801,880.7801,803.7119,792.7021,759.6729,737.6534,693.6143,693.6143,660.5851,660.5851
False,1.0,Ульяновская область,1,False,15000.0,70000.0,10128.9714,5956.2756,5548.9148,5306.7002,3677.257,3523.1205,2697.3891,2543.2526,2466.1843,2058.8235,2047.8138,1860.648,1684.492,1442.2774,1442.2774,1387.2287,1387.2287,1332.1799,1310.1604,1233.0922,1167.0337,1122.9947,1111.9849,880.7801,880.7801,803.7119,792.7021,759.6729,737.6534,693.6143,693.6143,660.5851,660.5851
False,1.0,Чувашская Республика,1,False,18500.0,80000.0,11575.9673,6807.1721,6341.6169,6064.8003,4202.5794,4026.4234,3082.7304,2906.5744,2818.4964,2352.9412,2340.3586,2126.4549,1925.1337,1648.3171,1648.3171,1585.4042,1585.4042,1522.4913,1497.3262,1409.2482,1333.7528,1283.4225,1270.8399,1006.6059,1006.6059,918.5278,905.9453,868.1975,843.0324,792.7021,792.7021,754.9544,754.9544
False,1.0,Республика Татарстан,0,False,15000.0,130000.0,18810.9468,11061.6546,10305.1274,9855.3004,6829.1916,6542.938,5009.4369,4723.1834,4580.0566,3823.5294,3803.0827,3455.4891,3128.3422,2678.5153,2678.5153,2576.2818,2576.2818,2474.0484,2433.1551,2290.0283,2167.3482,2085.5615,2065.1148,1635.7345,1635.7345,1492.6077,1472.1611,1410.821,1369.9277,1288.1409,1288.1409,1226.8009,1226.8009
False,1.0,Оренбургская область,2,False,15000.0,85000.0,12299.4652,7232.6203,6737.9679,6443.8503,4465.2406,4278.0749,3275.4011,3088.2353,2994.6524,2500.0,2486.631,2259.3583,2045.4545,1751.3369,1751.3369,1684.492,1684.492,1617.6471,1590.9091,1497.3262,1417.1123,1363.6364,1350.2674,1069.5187,1069.5187,975.9358,962.5668,922.4599,895.7219,842.246,842.246,802.139,802.139
False,1.0,Оренбургская область,2,True,40000.0,40000.0,5787.9836,3403.586,3170.8084,3032.4001,2101.2897,2013.2117,1541.3652,1453.2872,1409.2482,1176.4706,1170.1793,1063.2274,962.5668,824.1585,824.1585,792.7021,792.7021,761.2457,748.6631,704.6241,666.8764,641.7112,635.4199,503.3029,503.3029,459.2639,452.9726,434.0988,421.5162,396.3511,396.3511,377.4772,377.4772
False,1.0,Республика Мордовия,1,False,15000.0,100000.0,14469.9591,8508.9651,7927.0211,7581.0003,5253.2243,5033.0293,3853.413,3633.218,3523.1205,2941.1765,2925.4483,2658.0686,2406.4171,2060.3964,2060.3964,1981.7553,1981.7553,1903.1142,1871.6578,1761.5602,1667.1909,1604.2781,1588.5499,1258.2573,1258.2573,1148.1598,1132.4316,1085.2469,1053.7905,990.8776,990.8776,943.693,943.693
False,1.0,Вологодская область,1,False,18725.0,60000.0,8681.9755,5105.3791,4756.2126,4548.6002,3151.9346,3019.8176,2312.0478,2179.9308,2113.8723,1764.7059,1755.269,1594.8411,1443.8503,1236.2378,1236.2378,1189.0532,1189.0532,1141.8685,1122.9947,1056.9361,1000.3146,962.5668,953.1299,754.9544,754.9544,688.8959,679.4589,651.1482,632.2743,594.5266,594.5266,566.2158,566.2158
False,1.0,Удмуртская Республика,1,False,15000.0,45000.0,6511.4816,3829.0343,3567.1595,3411.4501,2363.9509,2264.8632,1734.0359,1634.9481,1585.4042,1323.5294,1316.4517,1196.1309,1082.8877,927.1784,927.1784,891.7899,891.7899,856.4014,842.246,792.7021,750.2359,721.9251,714.8474,566.2158,566.2158,516.6719,509.5942,488.3611,474.2057,445.8949,445.8949,424.6618,424.6618
