is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Английский язык (ЯС) (1918_32),"Выполнение поставленных задач, приказов, распоряжений и поручений руководителя (1994_33)","Встречи и переговоры: планирование, организация, координация, сопровождение, участие в проведении встреч и переговоров (3079_33)",Выполнение поручений руководителя (ОПТ) (3036_36),Коммуникабельность (СК) (617_4),"Организаторские способности, лидерство (СК) (393_4)","Организация командировок сотрудников, руководителя и сопровождающих его лиц. Travel-поддержка (2252_33)","Ответственность , добросовестность (СК) (614_4)","Личные установки и ценности, мировоззрение (2043_4)","Обеспечение и контроль исполнения поручений руководителя, сроков выполнения указаний/ распоряжений/ поручений и приказов (2251_33)",Стрессоустойчивость (СК) (601_4),"Саморазвитие, обучаемость (СК) (604_4)",Дисциплинированность (СК) (593_4),Грамотность (СК) (1368_4),Ведение делопроизводства (2047_33),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Ведение переписки с контрагентами (общие фразы) (2268_33),"Организация, координация, участие в проведении совещаний и заседаний (2249_33)","Многозадачность, интенсивность (СК) (627_4)",Внимательность (СК) (536_4),"Работа с информацией: поиск, сбор, обработка (2288_33)",Выполнение отдельных служебных и личных поручений руководителя (2257_33),Пунктуальность (СК) (612_4),Командность (СК) (1371_4),"Работа в режиме многозадачности и с большими объемами информации, документов (2277_33)","Координация деятельности офиса, руководства и сотрудников (3352_33)","Ведение базы данных клиентов, CRM (2472_33)","Знание ПК, различных операционных систем, офисных программ (2286_33)",Организация процесса закупки и приобретение товаров и услуг (2022_33),Знание правил делового общения (2048_33),Владение ПК и оргтехникой (2686_33),Кропотливость (СК) (623_4),Аккуратность (СК) (575_4),"Документальное обеспечение взаиморасчетов, работа со счетами и актами (2873_33)","Взаимодействие с подразделениями и сотрудниками компании, совместная работа с сотрудниками (2544_33)",Целеустремленность (СК) (588_4),"Административная поддержка на всех этапах функционирования компании: офиса, руководства, сотрудников (3323_33)",Организация рабочего дня руководителя (2254_33),Нравственность (СК) (622_4)
False,0.0,Чеченская Республика,1,False,20000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,0.0,Республика Коми,1,False,15000.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
False,0.0,Республика Коми,1,True,20000.0,20000.0,2482.1527,1314.2962,1178.8395,739.5204,706.5715,702.9105,688.2665,626.0297,626.0297,593.0807,582.0977,571.1148,563.7928,563.7928,538.1658,483.251,468.607,453.963,428.3361,424.6751,380.7432,373.4212,347.7943,344.1333,325.8283,318.5063,307.5233,292.8794,285.5574,285.5574,274.5744,252.6085,241.6255,223.3205,215.9985,208.6766,208.6766,190.3716,186.7106
False,0.0,Еврейская автономная область,1,False,20000.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
False,0.0,Новосибирская область,0,False,15000.0,43000.0,5336.6282,2825.7368,2534.5049,1589.9689,1519.1287,1511.2576,1479.773,1345.9638,1345.9638,1275.1236,1251.5102,1227.8968,1212.1545,1212.1545,1157.0566,1038.9896,1007.505,976.0205,920.9226,913.0514,818.5978,802.8556,747.7576,739.8865,700.5308,684.7886,661.1752,629.6906,613.9484,613.9484,590.335,543.1082,519.4948,480.1391,464.3969,448.6546,448.6546,409.2989,401.4278
False,0.0,Новосибирская область,0,True,10000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,0.0,Республика Татарстан,0,False,10000.0,100000.0,12410.7633,6571.4809,5894.1973,3697.6021,3532.8574,3514.5524,3441.3326,3130.1483,3130.1483,2965.4036,2910.4887,2855.5739,2818.9639,2818.9639,2690.8292,2416.2548,2343.035,2269.8151,2141.6804,2123.3754,1903.7159,1867.106,1738.9713,1720.6663,1629.1415,1592.5316,1537.6167,1464.3969,1427.7869,1427.7869,1372.872,1263.0423,1208.1274,1116.6026,1079.9927,1043.3828,1043.3828,951.858,933.553
False,0.0,Республика Татарстан,0,True,10000.0,64000.0,7942.8885,4205.7478,3772.2863,2366.4653,2261.0287,2249.3136,2202.4529,2003.2949,2003.2949,1897.8583,1862.7128,1827.5673,1804.1369,1804.1369,1722.1307,1546.4031,1499.5424,1452.6817,1370.6755,1358.9603,1218.3782,1194.9478,1112.9416,1101.2264,1042.6506,1019.2202,984.0747,937.214,913.7836,913.7836,878.6381,808.3471,773.2015,714.6257,691.1953,667.765,667.765,609.1891,597.4739
False,0.0,Краснодарский край,0,False,14500.0,200000.0,24821.5266,13142.9617,11788.3947,7395.2041,7065.7148,7029.1049,6882.6652,6260.2965,6260.2965,5930.8072,5820.9775,5711.1477,5637.9279,5637.9279,5381.6584,4832.5096,4686.0699,4539.6302,4283.3608,4246.7509,3807.4318,3734.212,3477.9425,3441.3326,3258.283,3185.0632,3075.2334,2928.7937,2855.5739,2855.5739,2745.7441,2526.0846,2416.2548,2233.2052,2159.9854,2086.7655,2086.7655,1903.7159,1867.106
False,0.0,Краснодарский край,0,True,10000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,0.0,Свердловская область,0,False,5000.0,61500.0,7632.6194,4041.4607,3624.9314,2274.0253,2172.7073,2161.4498,2116.4195,1925.0412,1925.0412,1823.7232,1789.9506,1756.1779,1733.6628,1733.6628,1654.86,1485.9967,1440.9665,1395.9363,1317.1334,1305.8759,1170.7853,1148.2702,1069.4673,1058.2098,1001.922,979.4069,945.6343,900.6041,878.089,878.089,844.3163,776.771,742.9984,686.7106,664.1955,641.6804,641.6804,585.3926,574.1351
False,0.0,Свердловская область,0,True,10000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,0.0,Ленинградская область,1,False,20000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,0.0,Воронежская область,2,False,14500.0,70000.0,8687.5343,4600.0366,4125.9381,2588.3214,2473.0002,2460.1867,2408.9328,2191.1038,2191.1038,2075.7825,2037.3421,1998.9017,1973.2748,1973.2748,1883.5805,1691.3784,1640.1245,1588.8706,1499.1763,1486.3628,1332.6011,1306.9742,1217.2799,1204.4664,1140.399,1114.7721,1076.3317,1025.0778,999.4509,999.4509,961.0104,884.1296,845.6892,781.6218,755.9949,730.3679,730.3679,666.3006,653.4871
False,0.0,Воронежская область,2,True,15000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,0.0,Иркутская область,1,False,15000.0,55000.0,6825.9198,3614.3145,3241.8085,2033.6811,1943.0716,1933.0038,1892.7329,1721.5815,1721.5815,1630.972,1600.7688,1570.5656,1550.4302,1550.4302,1479.9561,1328.9401,1288.6692,1248.3983,1177.9242,1167.8565,1047.0437,1026.9083,956.4342,946.3665,896.0278,875.8924,845.6892,805.4183,785.2828,785.2828,755.0796,694.6733,664.4701,614.1314,593.996,573.8605,573.8605,523.5219,513.4541
False,0.0,Иркутская область,1,True,5000.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
False,0.0,Красноярский край,1,False,10000.0,70000.0,8687.5343,4600.0366,4125.9381,2588.3214,2473.0002,2460.1867,2408.9328,2191.1038,2191.1038,2075.7825,2037.3421,1998.9017,1973.2748,1973.2748,1883.5805,1691.3784,1640.1245,1588.8706,1499.1763,1486.3628,1332.6011,1306.9742,1217.2799,1204.4664,1140.399,1114.7721,1076.3317,1025.0778,999.4509,999.4509,961.0104,884.1296,845.6892,781.6218,755.9949,730.3679,730.3679,666.3006,653.4871
False,0.0,Красноярский край,1,True,5000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,0.0,Пермский край,1,False,5000.0,80000.0,9928.6107,5257.1847,4715.3579,2958.0816,2826.2859,2811.642,2753.0661,2504.1186,2504.1186,2372.3229,2328.391,2284.4591,2255.1712,2255.1712,2152.6634,1933.0038,1874.428,1815.8521,1713.3443,1698.7003,1522.9727,1493.6848,1391.177,1376.533,1303.3132,1274.0253,1230.0934,1171.5175,1142.2295,1142.2295,1098.2976,1010.4338,966.5019,893.2821,863.9941,834.7062,834.7062,761.4864,746.8424
False,0.0,Пермский край,1,True,10000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,0.0,Калининградская область,1,False,10000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,0.0,Калининградская область,1,True,10000.0,25000.0,3102.6908,1642.8702,1473.5493,924.4005,883.2144,878.6381,860.3332,782.5371,782.5371,741.3509,727.6222,713.8935,704.741,704.741,672.7073,604.0637,585.7587,567.4538,535.4201,530.8439,475.929,466.7765,434.7428,430.1666,407.2854,398.1329,384.4042,366.0992,356.9467,356.9467,343.218,315.7606,302.0319,279.1506,269.9982,260.8457,260.8457,237.9645,233.3882
False,0.0,Хабаровский край,1,False,15000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,0.0,Хабаровский край,1,True,25000.0,35000.0,4343.7672,2300.0183,2062.9691,1294.1607,1236.5001,1230.0934,1204.4664,1095.5519,1095.5519,1037.8913,1018.6711,999.4509,986.6374,986.6374,941.7902,845.6892,820.0622,794.4353,749.5881,743.1814,666.3006,653.4871,608.6399,602.2332,570.1995,557.3861,538.1658,512.5389,499.7254,499.7254,480.5052,442.0648,422.8446,390.8109,377.9974,365.184,365.184,333.1503,326.7435
False,0.0,Республика Крым,1,False,15000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,0.0,Республика Крым,1,True,20000.0,20000.0,2482.1527,1314.2962,1178.8395,739.5204,706.5715,702.9105,688.2665,626.0297,626.0297,593.0807,582.0977,571.1148,563.7928,563.7928,538.1658,483.251,468.607,453.963,428.3361,424.6751,380.7432,373.4212,347.7943,344.1333,325.8283,318.5063,307.5233,292.8794,285.5574,285.5574,274.5744,252.6085,241.6255,223.3205,215.9985,208.6766,208.6766,190.3716,186.7106
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,8933.0,50000.0,6205.3817,3285.7404,2947.0987,1848.801,1766.4287,1757.2762,1720.6663,1565.0741,1565.0741,1482.7018,1455.2444,1427.7869,1409.482,1409.482,1345.4146,1208.1274,1171.5175,1134.9076,1070.8402,1061.6877,951.858,933.553,869.4856,860.3332,814.5707,796.2658,768.8083,732.1984,713.8935,713.8935,686.436,631.5211,604.0637,558.3013,539.9963,521.6914,521.6914,475.929,466.7765
False,0.0,Ханты-Мансийский автономный округ — Югра,1,True,10000.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
False,0.0,Республика Саха (Якутия),1,False,21904.0,45000.0,5584.8435,2957.1664,2652.3888,1663.9209,1589.7858,1581.5486,1548.5997,1408.5667,1408.5667,1334.4316,1309.7199,1285.0082,1268.5338,1268.5338,1210.8731,1087.3147,1054.3657,1021.4168,963.7562,955.5189,856.6722,840.1977,782.5371,774.2998,733.1137,716.6392,691.9275,658.9786,642.5041,642.5041,617.7924,568.369,543.6573,502.4712,485.9967,469.5222,469.5222,428.3361,420.0988
False,0.0,Архангельская область,1,False,15000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,0.0,Архангельская область,1,True,10000.0,10000.0,1241.0763,657.1481,589.4197,369.7602,353.2857,351.4552,344.1333,313.0148,313.0148,296.5404,291.0489,285.5574,281.8964,281.8964,269.0829,241.6255,234.3035,226.9815,214.168,212.3375,190.3716,186.7106,173.8971,172.0666,162.9141,159.2532,153.7617,146.4397,142.7787,142.7787,137.2872,126.3042,120.8127,111.6603,107.9993,104.3383,104.3383,95.1858,93.3553
False,0.0,Республика Дагестан,1,False,15000.0,60000.0,7446.458,3942.8885,3536.5184,2218.5612,2119.7144,2108.7315,2064.7996,1878.089,1878.089,1779.2422,1746.2932,1713.3443,1691.3784,1691.3784,1614.4975,1449.7529,1405.821,1361.8891,1285.0082,1274.0253,1142.2295,1120.2636,1043.3828,1032.3998,977.4849,955.5189,922.57,878.6381,856.6722,856.6722,823.7232,757.8254,724.8764,669.9616,647.9956,626.0297,626.0297,571.1148,560.1318
False,0.0,Республика Дагестан,1,True,15000.0,15000.0,1861.6145,985.7221,884.1296,554.6403,529.9286,527.1829,516.1999,469.5222,469.5222,444.8105,436.5733,428.3361,422.8446,422.8446,403.6244,362.4382,351.4552,340.4723,321.2521,318.5063,285.5574,280.0659,260.8457,258.0999,244.3712,238.8797,230.6425,219.6595,214.168,214.168,205.9308,189.4563,181.2191,167.4904,161.9989,156.5074,156.5074,142.7787,140.0329
False,0.0,Камчатский край,1,False,10000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,0.0,Камчатский край,1,True,25000.0,25000.0,3102.6908,1642.8702,1473.5493,924.4005,883.2144,878.6381,860.3332,782.5371,782.5371,741.3509,727.6222,713.8935,704.741,704.741,672.7073,604.0637,585.7587,567.4538,535.4201,530.8439,475.929,466.7765,434.7428,430.1666,407.2854,398.1329,384.4042,366.0992,356.9467,356.9467,343.218,315.7606,302.0319,279.1506,269.9982,260.8457,260.8457,237.9645,233.3882
False,0.0,Амурская область,1,False,20000.0,35000.0,4343.7672,2300.0183,2062.9691,1294.1607,1236.5001,1230.0934,1204.4664,1095.5519,1095.5519,1037.8913,1018.6711,999.4509,986.6374,986.6374,941.7902,845.6892,820.0622,794.4353,749.5881,743.1814,666.3006,653.4871,608.6399,602.2332,570.1995,557.3861,538.1658,512.5389,499.7254,499.7254,480.5052,442.0648,422.8446,390.8109,377.9974,365.184,365.184,333.1503,326.7435
False,0.0,Амурская область,1,True,25000.0,25000.0,3102.6908,1642.8702,1473.5493,924.4005,883.2144,878.6381,860.3332,782.5371,782.5371,741.3509,727.6222,713.8935,704.741,704.741,672.7073,604.0637,585.7587,567.4538,535.4201,530.8439,475.929,466.7765,434.7428,430.1666,407.2854,398.1329,384.4042,366.0992,356.9467,356.9467,343.218,315.7606,302.0319,279.1506,269.9982,260.8457,260.8457,237.9645,233.3882
False,0.0,Московская область,2,False,100.0,70000.0,8687.5343,4600.0366,4125.9381,2588.3214,2473.0002,2460.1867,2408.9328,2191.1038,2191.1038,2075.7825,2037.3421,1998.9017,1973.2748,1973.2748,1883.5805,1691.3784,1640.1245,1588.8706,1499.1763,1486.3628,1332.6011,1306.9742,1217.2799,1204.4664,1140.399,1114.7721,1076.3317,1025.0778,999.4509,999.4509,961.0104,884.1296,845.6892,781.6218,755.9949,730.3679,730.3679,666.3006,653.4871
False,0.0,Московская область,2,True,10000.0,50000.0,6205.3817,3285.7404,2947.0987,1848.801,1766.4287,1757.2762,1720.6663,1565.0741,1565.0741,1482.7018,1455.2444,1427.7869,1409.482,1409.482,1345.4146,1208.1274,1171.5175,1134.9076,1070.8402,1061.6877,951.858,933.553,869.4856,860.3332,814.5707,796.2658,768.8083,732.1984,713.8935,713.8935,686.436,631.5211,604.0637,558.3013,539.9963,521.6914,521.6914,475.929,466.7765
False,0.0,Город федерального значения Санкт-Петербург,0,False,5000.0,200000.0,24821.5266,13142.9617,11788.3947,7395.2041,7065.7148,7029.1049,6882.6652,6260.2965,6260.2965,5930.8072,5820.9775,5711.1477,5637.9279,5637.9279,5381.6584,4832.5096,4686.0699,4539.6302,4283.3608,4246.7509,3807.4318,3734.212,3477.9425,3441.3326,3258.283,3185.0632,3075.2334,2928.7937,2855.5739,2855.5739,2745.7441,2526.0846,2416.2548,2233.2052,2159.9854,2086.7655,2086.7655,1903.7159,1867.106
False,0.0,Город федерального значения Санкт-Петербург,0,True,5000.0,50000.0,6205.3817,3285.7404,2947.0987,1848.801,1766.4287,1757.2762,1720.6663,1565.0741,1565.0741,1482.7018,1455.2444,1427.7869,1409.482,1409.482,1345.4146,1208.1274,1171.5175,1134.9076,1070.8402,1061.6877,951.858,933.553,869.4856,860.3332,814.5707,796.2658,768.8083,732.1984,713.8935,713.8935,686.436,631.5211,604.0637,558.3013,539.9963,521.6914,521.6914,475.929,466.7765
False,0.0,Приморский край,1,False,15000.0,80000.0,9928.6107,5257.1847,4715.3579,2958.0816,2826.2859,2811.642,2753.0661,2504.1186,2504.1186,2372.3229,2328.391,2284.4591,2255.1712,2255.1712,2152.6634,1933.0038,1874.428,1815.8521,1713.3443,1698.7003,1522.9727,1493.6848,1391.177,1376.533,1303.3132,1274.0253,1230.0934,1171.5175,1142.2295,1142.2295,1098.2976,1010.4338,966.5019,893.2821,863.9941,834.7062,834.7062,761.4864,746.8424
False,0.0,Приморский край,1,True,12000.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
False,0.0,Сахалинская область,1,False,20000.0,50000.0,6205.3817,3285.7404,2947.0987,1848.801,1766.4287,1757.2762,1720.6663,1565.0741,1565.0741,1482.7018,1455.2444,1427.7869,1409.482,1409.482,1345.4146,1208.1274,1171.5175,1134.9076,1070.8402,1061.6877,951.858,933.553,869.4856,860.3332,814.5707,796.2658,768.8083,732.1984,713.8935,713.8935,686.436,631.5211,604.0637,558.3013,539.9963,521.6914,521.6914,475.929,466.7765
False,0.0,Ямало-Ненецкий автономный округ,1,False,15000.0,65000.0,8066.9962,4271.4626,3831.2283,2403.4413,2296.3573,2284.4591,2236.8662,2034.5964,2034.5964,1927.5124,1891.8177,1856.123,1832.3266,1832.3266,1749.039,1570.5656,1522.9727,1475.3798,1392.0923,1380.194,1237.4153,1213.6189,1130.3313,1118.4331,1058.942,1035.1455,999.4509,951.858,928.0615,928.0615,892.3668,820.9775,785.2828,725.7917,701.9952,678.1988,678.1988,618.7077,606.8094
False,0.0,Город федерального значения Москва,0,False,30.0,200000.0,24821.5266,13142.9617,11788.3947,7395.2041,7065.7148,7029.1049,6882.6652,6260.2965,6260.2965,5930.8072,5820.9775,5711.1477,5637.9279,5637.9279,5381.6584,4832.5096,4686.0699,4539.6302,4283.3608,4246.7509,3807.4318,3734.212,3477.9425,3441.3326,3258.283,3185.0632,3075.2334,2928.7937,2855.5739,2855.5739,2745.7441,2526.0846,2416.2548,2233.2052,2159.9854,2086.7655,2086.7655,1903.7159,1867.106
False,0.0,Город федерального значения Москва,0,True,5000.0,300000.0,37232.29,19714.4426,17682.592,11092.8062,10598.5722,10543.6573,10323.9978,9390.4448,9390.4448,8896.2109,8731.4662,8566.7216,8456.8918,8456.8918,8072.4876,7248.7644,7029.1049,6809.4454,6425.0412,6370.1263,5711.1477,5601.318,5216.9138,5161.9989,4887.4245,4777.5947,4612.8501,4393.1906,4283.3608,4283.3608,4118.6161,3789.1269,3624.3822,3349.8078,3239.978,3130.1483,3130.1483,2855.5739,2800.659
False,0.0,Магаданская область,1,False,40000.0,60000.0,7446.458,3942.8885,3536.5184,2218.5612,2119.7144,2108.7315,2064.7996,1878.089,1878.089,1779.2422,1746.2932,1713.3443,1691.3784,1691.3784,1614.4975,1449.7529,1405.821,1361.8891,1285.0082,1274.0253,1142.2295,1120.2636,1043.3828,1032.3998,977.4849,955.5189,922.57,878.6381,856.6722,856.6722,823.7232,757.8254,724.8764,669.9616,647.9956,626.0297,626.0297,571.1148,560.1318
False,0.0,Мурманская область,1,False,20000.0,50000.0,6205.3817,3285.7404,2947.0987,1848.801,1766.4287,1757.2762,1720.6663,1565.0741,1565.0741,1482.7018,1455.2444,1427.7869,1409.482,1409.482,1345.4146,1208.1274,1171.5175,1134.9076,1070.8402,1061.6877,951.858,933.553,869.4856,860.3332,814.5707,796.2658,768.8083,732.1984,713.8935,713.8935,686.436,631.5211,604.0637,558.3013,539.9963,521.6914,521.6914,475.929,466.7765
False,0.0,Мурманская область,1,True,20000.0,29000.0,3599.1214,1905.7295,1709.3172,1072.3046,1024.5286,1019.2202,997.9865,907.743,907.743,859.9671,844.0417,828.1164,817.4995,817.4995,780.3405,700.7139,679.4801,658.2464,621.0873,615.7789,552.0776,541.4607,504.3017,498.9932,472.451,461.8342,445.9088,424.6751,414.0582,414.0582,398.1329,366.2823,350.3569,323.8148,313.1979,302.581,302.581,276.0388,270.7304
False,1.0,Республика Мордовия,1,False,15000.0,28750.0,3568.0945,1889.3008,1694.5817,1063.0606,1015.6965,1010.4338,989.3831,899.9176,899.9176,852.5535,836.7655,820.9775,810.4521,810.4521,773.6134,694.6733,673.6226,652.5718,615.7331,610.4704,547.3183,536.793,499.9542,494.6916,468.3782,457.8528,442.0648,421.0141,410.4887,410.4887,394.7007,363.1247,347.3366,321.0232,310.4979,299.9725,299.9725,273.6592,268.3965
False,1.0,Запорожская область,1,False,9100.0,20000.0,2482.1527,1314.2962,1178.8395,739.5204,706.5715,702.9105,688.2665,626.0297,626.0297,593.0807,582.0977,571.1148,563.7928,563.7928,538.1658,483.251,468.607,453.963,428.3361,424.6751,380.7432,373.4212,347.7943,344.1333,325.8283,318.5063,307.5233,292.8794,285.5574,285.5574,274.5744,252.6085,241.6255,223.3205,215.9985,208.6766,208.6766,190.3716,186.7106
False,1.0,Республика Калмыкия,1,False,30000.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
