is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Оказание лечебной помощи животным (200_14),Соблюдение правил внутреннего распорядка и режима работы (4476_14),Коммуникабельность (СК) (617_4),"Личные установки и ценности, мировоззрение (2043_4)",Проведение профилактических мероприятий по предупреждению заболеваний животных и падежа (4253_14),Пунктуальность (СК) (612_4),Оказание платных ветеринарных услуг (4470_14),Осмотр животных и диагностивание болезней (4248_14),Склонность к здоровому образу жизни (СК) (1662_4),оказание лечебно-профилактической и санитарно-профилактической помощи (4258_14)
False,1.0,Тверская область,1,False,12972.0,18770.5,2715.3954,2214.4972,1858.5959,1819.0513,1674.0544,1515.8761,1291.79,1252.2454,1212.7008,1199.5193,1080.8855,935.8887
False,1.0,Омская область,1,False,10000.0,18770.5,2715.3954,2214.4972,1858.5959,1819.0513,1674.0544,1515.8761,1291.79,1252.2454,1212.7008,1199.5193,1080.8855,935.8887
False,1.0,Астраханская область,1,False,15279.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,1.0,Оренбургская область,2,False,8970.0,18770.5,2715.3954,2214.4972,1858.5959,1819.0513,1674.0544,1515.8761,1291.79,1252.2454,1212.7008,1199.5193,1080.8855,935.8887
False,1.0,Курганская область,1,False,12838.0,12838.0,1857.1826,1514.5955,1271.1784,1244.132,1144.9621,1036.7767,883.514,856.4677,829.4213,820.4059,739.2669,640.0969
False,1.0,Свердловская область,0,False,8970.0,18770.5,2715.3954,2214.4972,1858.5959,1819.0513,1674.0544,1515.8761,1291.79,1252.2454,1212.7008,1199.5193,1080.8855,935.8887
False,1.0,Кировская область,1,False,12838.0,18770.5,2715.3954,2214.4972,1858.5959,1819.0513,1674.0544,1515.8761,1291.79,1252.2454,1212.7008,1199.5193,1080.8855,935.8887
False,1.0,Карачаево-Черкесская Республика,1,False,8970.0,19159.0,2771.5969,2260.3315,1897.0639,1856.7008,1708.7029,1547.2507,1318.5267,1278.1636,1237.8006,1224.3462,1103.257,955.2591
False,1.0,Рязанская область,1,False,8970.0,15279.0,2210.3048,1802.5787,1512.8785,1480.6896,1362.6636,1233.908,1051.5042,1019.3153,987.1264,976.3968,879.8301,761.8041
False,1.0,Республика Марий Эл,1,False,11280.0,15643.0,2262.9621,1845.5225,1548.9206,1515.9649,1395.1271,1263.3041,1076.5548,1043.599,1010.6433,999.658,900.7907,779.9529
False,1.0,Кабардино-Балкарская Республика,1,False,11615.25,11615.25,1680.296,1370.3385,1150.1055,1125.6352,1035.9106,938.0293,799.3641,774.8938,750.4235,742.2667,668.8557,579.1311
False,1.0,Пензенская область,1,False,18000.0,18000.0,2603.9326,2123.5955,1782.3034,1744.382,1605.3371,1453.6517,1238.764,1200.8427,1162.9213,1150.2809,1036.5169,897.4719
False,1.0,Республика Северная Осетия,1,False,13752.75,15279.0,2210.3048,1802.5787,1512.8785,1480.6896,1362.6636,1233.908,1051.5042,1019.3153,987.1264,976.3968,879.8301,761.8041
False,1.0,Смоленская область,1,False,11280.0,11280.0,1631.7978,1330.7865,1116.9101,1093.1461,1006.0112,910.9551,776.2921,752.5281,728.764,720.8427,649.5506,562.4157
False,1.0,Республика Адыгея,1,False,15279.0,16242.0,2349.6152,1916.191,1608.2317,1574.014,1448.5492,1311.6784,1117.7781,1083.5604,1049.3427,1037.9368,935.2837,809.8188
False,1.0,Республика Крым,1,False,11280.0,16600.0,2401.4045,1958.427,1643.6798,1608.7079,1480.4775,1340.5899,1142.4157,1107.4438,1072.4719,1060.8146,955.8989,827.6685
False,1.0,Новосибирская область,0,False,12130.0,50000.0,7233.1461,5898.8764,4950.8427,4845.5056,4459.2697,4037.9213,3441.0112,3335.6742,3230.3371,3195.2247,2879.2135,2492.9775
False,1.0,Краснодарский край,0,False,12130.0,40000.0,5786.5169,4719.1011,3960.6742,3876.4045,3567.4157,3230.3371,2752.809,2668.5393,2584.2697,2556.1798,2303.3708,1994.382
False,1.0,Липецкая область,1,False,12130.0,28198.0,4079.2051,3326.7303,2792.0772,2732.6713,2514.8497,2277.2261,1940.5927,1881.1868,1821.7809,1801.9789,1623.7612,1405.9396
False,1.0,Республика Татарстан,0,False,14250.0,21750.0,3146.4185,2566.0112,2153.6166,2107.7949,1939.7823,1756.4958,1496.8399,1451.0183,1405.1966,1389.9228,1252.4579,1084.4452
False,1.0,Красноярский край,1,False,17000.0,33000.0,4773.8764,3893.2584,3267.5562,3198.0337,2943.118,2665.0281,2271.0674,2201.5449,2132.0225,2108.8483,1900.2809,1645.3652
False,1.0,Республика Хакасия,1,False,20000.0,30000.0,4339.8876,3539.3258,2970.5056,2907.3034,2675.5618,2422.7528,2064.6067,2001.4045,1938.2022,1917.1348,1727.5281,1495.7865
False,1.0,Челябинская область,0,False,15163.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,1.0,Воронежская область,2,False,12130.0,33000.0,4773.8764,3893.2584,3267.5562,3198.0337,2943.118,2665.0281,2271.0674,2201.5449,2132.0225,2108.8483,1900.2809,1645.3652
False,1.0,Алтайский край,2,False,12130.0,15000.0,2169.9438,1769.6629,1485.2528,1453.6517,1337.7809,1211.3764,1032.3034,1000.7022,969.1011,958.5674,863.764,747.8933
False,1.0,Нижегородская область,0,False,12130.0,28198.0,4079.2051,3326.7303,2792.0772,2732.6713,2514.8497,2277.2261,1940.5927,1881.1868,1821.7809,1801.9789,1623.7612,1405.9396
False,1.0,Хабаровский край,1,False,25000.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,1.0,Калужская область,1,False,12130.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,1.0,Иркутская область,1,False,12130.0,33000.0,4773.8764,3893.2584,3267.5562,3198.0337,2943.118,2665.0281,2271.0674,2201.5449,2132.0225,2108.8483,1900.2809,1645.3652
False,1.0,Чувашская Республика,1,False,28198.0,33000.0,4773.8764,3893.2584,3267.5562,3198.0337,2943.118,2665.0281,2271.0674,2201.5449,2132.0225,2108.8483,1900.2809,1645.3652
False,1.0,Вологодская область,1,False,24818.0,24818.0,3590.2444,2927.9663,2457.4003,2405.1152,2213.4031,2004.2626,1707.9803,1655.6952,1603.4101,1585.9817,1429.1264,1237.4143
False,1.0,Тюменская область,1,False,14250.0,21750.0,3146.4185,2566.0112,2153.6166,2107.7949,1939.7823,1756.4958,1496.8399,1451.0183,1405.1966,1389.9228,1252.4579,1084.4452
False,1.0,Республика Коми,1,False,18977.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,1.0,Томская область,1,False,15163.0,29000.0,4195.2247,3421.3483,2871.4888,2810.3933,2586.3764,2341.9944,1995.7865,1934.691,1873.5955,1853.2303,1669.9438,1445.927
False,1.0,Архангельская область,1,False,16014.5,16014.5,2316.7044,1889.3511,1585.7054,1551.967,1428.2595,1293.3058,1102.1215,1068.3831,1034.6447,1023.3985,922.1833,798.4758
False,1.0,Ростовская область,0,False,14250.0,45000.0,6509.8315,5308.9888,4455.7584,4360.9551,4013.3427,3634.1292,3096.9101,3002.1067,2907.3034,2875.7022,2591.2921,2243.6798
False,1.0,Тамбовская область,2,False,12130.0,40000.0,5786.5169,4719.1011,3960.6742,3876.4045,3567.4157,3230.3371,2752.809,2668.5393,2584.2697,2556.1798,2303.3708,1994.382
False,1.0,Тульская область,1,False,21750.0,40500.0,5858.8483,4778.0899,4010.1826,3924.8596,3612.0084,3270.7163,2787.2191,2701.8961,2616.573,2588.132,2332.1629,2019.3118
False,1.0,Курская область,2,False,25000.0,28198.0,4079.2051,3326.7303,2792.0772,2732.6713,2514.8497,2277.2261,1940.5927,1881.1868,1821.7809,1801.9789,1623.7612,1405.9396
False,1.0,Орловская область,1,False,14250.0,21750.0,3146.4185,2566.0112,2153.6166,2107.7949,1939.7823,1756.4958,1496.8399,1451.0183,1405.1966,1389.9228,1252.4579,1084.4452
False,1.0,Владимирская область,1,False,14250.0,33000.0,4773.8764,3893.2584,3267.5562,3198.0337,2943.118,2665.0281,2271.0674,2201.5449,2132.0225,2108.8483,1900.2809,1645.3652
False,1.0,Кемеровская область,1,False,12130.0,28198.0,4079.2051,3326.7303,2792.0772,2732.6713,2514.8497,2277.2261,1940.5927,1881.1868,1821.7809,1801.9789,1623.7612,1405.9396
False,1.0,Новгородская область,1,False,24818.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,1.0,Ульяновская область,1,False,28198.0,28198.0,4079.2051,3326.7303,2792.0772,2732.6713,2514.8497,2277.2261,1940.5927,1881.1868,1821.7809,1801.9789,1623.7612,1405.9396
False,1.0,Пермский край,1,False,25000.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,1.0,Белгородская область,2,False,19600.0,51000.0,7377.809,6016.8539,5049.8596,4942.4157,4548.4551,4118.6798,3509.8315,3402.3876,3294.9438,3259.1292,2936.7978,2542.8371
False,1.0,Приморский край,1,False,30000.0,38271.75,5536.5032,4515.2065,3789.5483,3708.9196,3413.2811,3090.7663,2633.8704,2553.2417,2472.6131,2445.7368,2203.8508,1908.2123
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,26000.0,28142.75,4071.2124,3320.2121,2786.6066,2727.3171,2509.9222,2272.7642,1936.7904,1877.5009,1818.2114,1798.4482,1620.5797,1403.1849
False,1.0,Республика Саха (Якутия),1,False,25200.5,33087.0,4786.4621,3903.5225,3276.1706,3206.4649,2950.8771,2672.0541,2277.0548,2207.349,2137.6433,2114.408,1905.2907,1649.7029
False,1.0,Мурманская область,1,False,25047.0,25200.5,3645.5779,2973.0927,2495.2742,2442.1833,2247.5165,2035.1527,1734.3041,1681.2131,1628.1222,1610.4252,1451.1524,1256.4856
False,1.0,Город федерального значения Санкт-Петербург,0,False,26000.0,70000.0,10126.4045,8258.427,6931.1798,6783.7079,6242.9775,5653.0899,4817.4157,4669.9438,4522.4719,4473.3146,4030.8989,3490.1685
False,1.0,Калининградская область,1,False,29421.75,41150.0,5952.8792,4854.7753,4074.5435,3987.8511,3669.9789,3323.2093,2831.9522,2745.2598,2658.5674,2629.6699,2369.5927,2051.7205
False,1.0,Ленинградская область,1,False,28142.75,35000.0,5063.2022,4129.2135,3465.5899,3391.8539,3121.4888,2826.5449,2408.7079,2334.9719,2261.236,2236.6573,2015.4494,1745.0843
False,1.0,Республика Карелия,1,False,26000.0,44000.0,6365.1685,5191.0112,4356.7416,4264.0449,3924.1573,3553.3708,3028.0899,2935.3933,2842.6966,2811.7978,2533.7079,2193.8202
False,1.0,Ямало-Ненецкий автономный округ,1,False,41150.0,41150.0,5952.8792,4854.7753,4074.5435,3987.8511,3669.9789,3323.2093,2831.9522,2745.2598,2658.5674,2629.6699,2369.5927,2051.7205
False,1.0,Псковская область,1,False,19600.0,19600.0,2835.3933,2312.3596,1940.7303,1899.4382,1748.0337,1582.8652,1348.8764,1307.5843,1266.2921,1252.5281,1128.6517,977.2472
False,1.0,Город федерального значения Москва,0,False,22680.0,53750.0,7775.632,6341.2921,5322.1559,5208.9185,4793.7149,4340.7654,3699.0871,3585.8497,3472.6124,3434.8666,3095.1545,2679.9508
False,1.0,Московская область,2,False,20000.0,53750.0,7775.632,6341.2921,5322.1559,5208.9185,4793.7149,4340.7654,3699.0871,3585.8497,3472.6124,3434.8666,3095.1545,2679.9508
False,1.0,Чукотский автономный округ,1,False,31000.0,50007.0,7234.1587,5899.7022,4951.5358,4846.184,4459.894,4038.4867,3441.493,3336.1412,3230.7893,3195.6721,2879.6166,2493.3265
False,1.0,Сахалинская область,1,False,48000.0,48000.0,6943.8202,5662.9213,4752.809,4651.6854,4280.8989,3876.4045,3303.3708,3202.2472,3101.1236,3067.4157,2764.0449,2393.2584
True,0.0,Республика Башкортостан,0,False,19300.0,19300.0,2791.9944,2276.9663,1911.0253,1870.3652,1721.2781,1558.6376,1328.2303,1287.5702,1246.9101,1233.3567,1111.3764,962.2893
True,0.0,Нижегородская область,0,False,23173.75,23173.75,3352.3824,2733.9817,2294.5918,2245.7707,2066.76,1871.4756,1594.8227,1546.0016,1497.1805,1480.9068,1334.4435,1155.4328
