is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Аккуратность (СК) (575_4),"Обеспечение и поддержание чистоты и порядка на столах, в торговом зале и других помещениях предприятия питания (1469_9)",Командность (СК) (1371_4),"Соблюдение правил этикета и стандартов обслуживания, принятых в сфере питания (1458_9)","Сервировка столов до, во время и после обслуживания гостей предприятия питания (487_9)",Приготовление кофе и кофейных напитков (3503_9),Доброжелательность (СК) (1126_4),"Личные установки и ценности, мировоззрение (2043_4)",Прием и оформление заказа на продукцию или услуги предприятия питания (490_9),Коммуникабельность (СК) (617_4),"Выполнение стандартов обслуживания и правил этикета, создание атмосферы гостеприимства (1470_9)","Знание этикета, стандартов сервировки столов и обслуживания гостей (1457_9)",Нравственность (СК) (622_4),Работа на кассе предприятия питания (3013_9),"Саморазвитие, обучаемость (СК) (604_4)","Знание меню, барной и винной карты, ассортимента дополнительных услуг и сопутствующей продукции (699_9)",Стрессоустойчивость (СК) (601_4),Вежливость (СК) (581_4),Активность (СК) (576_4),Обслуживание гостей в сфере питания (485_9),Высокая работоспособность (СК) (586_4),Пунктуальность (СК) (612_4),"Консультирование  гостей по выбору блюд и напитков, рекомендация блюд и напитков (3447_9)",Выполнение заказов в сфере питания (493_9),"Позитивность, оптимизм (СК) (607_4)","Уборка, мытье столов, посуды и столовых приборов (сфера питания) (2090_9)","Прием и выполнение заказов по бару, приготовление, хранение, выкладка, отдача и продажа различных напитков и другой продукции бара (1461_9)"
False,0.0,Тамбовская область,2,True,18000.0,25000.0,2648.1354,2293.5255,2001.8302,1395.5617,1344.086,1223.9762,1223.9762,1178.2201,1109.5859,1063.8298,989.4761,754.976,732.0979,611.9881,514.7563,509.0368,503.3173,474.7197,469.0002,469.0002,451.8417,440.4027,434.6831,423.2441,406.0856,377.488,354.6099,303.1343,297.4148
False,0.0,Брянская область,1,False,11000.0,45000.0,4766.6438,4128.3459,3603.2944,2512.011,2419.3548,2203.1572,2203.1572,2120.7962,1997.2546,1914.8936,1781.057,1358.9568,1317.7763,1101.5786,926.5614,916.2663,905.9712,854.4955,844.2004,844.2004,813.315,792.7248,782.4296,761.8394,730.954,679.4784,638.2979,545.6417,535.3466
False,0.0,Брянская область,1,True,15000.0,30000.0,3177.7625,2752.2306,2402.1963,1674.674,1612.9032,1468.7714,1468.7714,1413.8641,1331.5031,1276.5957,1187.3713,905.9712,878.5175,734.3857,617.7076,610.8442,603.9808,569.6637,562.8003,562.8003,542.21,528.4832,521.6198,507.8929,487.3027,452.9856,425.5319,363.7612,356.8977
False,0.0,Амурская область,1,False,11000.0,45000.0,4766.6438,4128.3459,3603.2944,2512.011,2419.3548,2203.1572,2203.1572,2120.7962,1997.2546,1914.8936,1781.057,1358.9568,1317.7763,1101.5786,926.5614,916.2663,905.9712,854.4955,844.2004,844.2004,813.315,792.7248,782.4296,761.8394,730.954,679.4784,638.2979,545.6417,535.3466
False,0.0,Амурская область,1,True,13800.0,30000.0,3177.7625,2752.2306,2402.1963,1674.674,1612.9032,1468.7714,1468.7714,1413.8641,1331.5031,1276.5957,1187.3713,905.9712,878.5175,734.3857,617.7076,610.8442,603.9808,569.6637,562.8003,562.8003,542.21,528.4832,521.6198,507.8929,487.3027,452.9856,425.5319,363.7612,356.8977
False,0.0,Калининградская область,1,False,11000.0,70000.0,7414.7792,6421.8714,5605.1247,3907.5726,3763.4409,3427.1334,3427.1334,3299.0162,3106.8405,2978.7234,2770.5331,2113.9327,2049.8742,1713.5667,1441.3178,1425.3031,1409.2885,1329.2153,1313.2006,1313.2006,1265.1567,1233.1274,1217.1128,1185.0835,1137.0396,1056.9664,992.9078,848.776,832.7614
False,0.0,Калининградская область,1,True,12700.0,27000.0,2859.9863,2477.0075,2161.9767,1507.2066,1451.6129,1321.8943,1321.8943,1272.4777,1198.3528,1148.9362,1068.6342,815.3741,790.6658,660.9472,555.9369,549.7598,543.5827,512.6973,506.5202,506.5202,487.989,475.6349,469.4578,457.1036,438.5724,407.687,382.9787,327.385,321.208
False,0.0,Забайкальский край,1,False,11000.0,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,0.0,Забайкальский край,1,True,13800.0,45000.0,4766.6438,4128.3459,3603.2944,2512.011,2419.3548,2203.1572,2203.1572,2120.7962,1997.2546,1914.8936,1781.057,1358.9568,1317.7763,1101.5786,926.5614,916.2663,905.9712,854.4955,844.2004,844.2004,813.315,792.7248,782.4296,761.8394,730.954,679.4784,638.2979,545.6417,535.3466
False,0.0,Республика Хакасия,1,False,11000.0,35000.0,3707.3896,3210.9357,2802.5623,1953.7863,1881.7204,1713.5667,1713.5667,1649.5081,1553.4203,1489.3617,1385.2665,1056.9664,1024.9371,856.7833,720.6589,712.6516,704.6442,664.6076,656.6003,656.6003,632.5784,616.5637,608.5564,592.5418,568.5198,528.4832,496.4539,424.388,416.3807
False,0.0,Республика Хакасия,1,True,10000.0,27000.0,2859.9863,2477.0075,2161.9767,1507.2066,1451.6129,1321.8943,1321.8943,1272.4777,1198.3528,1148.9362,1068.6342,815.3741,790.6658,660.9472,555.9369,549.7598,543.5827,512.6973,506.5202,506.5202,487.989,475.6349,469.4578,457.1036,438.5724,407.687,382.9787,327.385,321.208
False,0.0,Республика Дагестан,1,False,13600.0,40000.0,4237.0167,3669.6408,3202.9284,2232.8987,2150.5376,1958.3619,1958.3619,1885.1521,1775.3375,1702.1277,1583.1617,1207.9616,1171.3567,979.181,823.6102,814.4589,805.3077,759.5516,750.4004,750.4004,722.9467,704.6442,695.493,677.1906,649.7369,603.9808,567.3759,485.0149,475.8636
False,0.0,Республика Дагестан,1,True,13800.0,26000.0,2754.0609,2385.2665,2081.9035,1451.3841,1397.8495,1272.9353,1272.9353,1225.3489,1153.9693,1106.383,1029.0551,785.175,761.3818,636.4676,535.3466,529.3983,523.45,493.7085,487.7602,487.7602,469.9154,458.0188,452.0705,440.1739,422.329,392.5875,368.7943,315.2597,309.3114
False,0.0,Республика Тыва,1,False,13800.0,30000.0,3177.7625,2752.2306,2402.1963,1674.674,1612.9032,1468.7714,1468.7714,1413.8641,1331.5031,1276.5957,1187.3713,905.9712,878.5175,734.3857,617.7076,610.8442,603.9808,569.6637,562.8003,562.8003,542.21,528.4832,521.6198,507.8929,487.3027,452.9856,425.5319,363.7612,356.8977
False,0.0,Еврейская автономная область,1,False,13800.0,27000.0,2859.9863,2477.0075,2161.9767,1507.2066,1451.6129,1321.8943,1321.8943,1272.4777,1198.3528,1148.9362,1068.6342,815.3741,790.6658,660.9472,555.9369,549.7598,543.5827,512.6973,506.5202,506.5202,487.989,475.6349,469.4578,457.1036,438.5724,407.687,382.9787,327.385,321.208
False,0.0,Кабардино-Балкарская Республика,1,False,13800.0,30000.0,3177.7625,2752.2306,2402.1963,1674.674,1612.9032,1468.7714,1468.7714,1413.8641,1331.5031,1276.5957,1187.3713,905.9712,878.5175,734.3857,617.7076,610.8442,603.9808,569.6637,562.8003,562.8003,542.21,528.4832,521.6198,507.8929,487.3027,452.9856,425.5319,363.7612,356.8977
False,0.0,Сахалинская область,1,False,12838.75,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,0.0,Сахалинская область,1,True,23000.0,35000.0,3707.3896,3210.9357,2802.5623,1953.7863,1881.7204,1713.5667,1713.5667,1649.5081,1553.4203,1489.3617,1385.2665,1056.9664,1024.9371,856.7833,720.6589,712.6516,704.6442,664.6076,656.6003,656.6003,632.5784,616.5637,608.5564,592.5418,568.5198,528.4832,496.4539,424.388,416.3807
False,0.0,Ненецкий автономный округ,1,False,21000.0,32400.0,3431.9835,2972.4091,2594.372,1808.6479,1741.9355,1586.2732,1586.2732,1526.9732,1438.0233,1378.7234,1282.361,978.4489,948.7989,793.1366,667.1242,659.7117,652.2992,615.2368,607.8243,607.8243,585.5868,570.7618,563.3493,548.5244,526.2869,489.2244,459.5745,392.862,385.4496
False,0.0,Чеченская Республика,1,False,17500.0,32400.0,3431.9835,2972.4091,2594.372,1808.6479,1741.9355,1586.2732,1586.2732,1526.9732,1438.0233,1378.7234,1282.361,978.4489,948.7989,793.1366,667.1242,659.7117,652.2992,615.2368,607.8243,607.8243,585.5868,570.7618,563.3493,548.5244,526.2869,489.2244,459.5745,392.862,385.4496
False,0.0,Камчатский край,1,False,16000.0,55000.0,5825.898,5045.7561,4404.0265,3070.2356,2956.9892,2692.7477,2692.7477,2592.0842,2441.089,2340.4255,2176.8474,1660.9472,1610.6154,1346.3738,1132.464,1119.881,1107.2981,1044.3834,1031.8005,1031.8005,994.0517,968.8858,956.3029,931.137,893.3882,830.4736,780.1418,666.8954,654.3125
False,0.0,Камчатский край,1,True,30000.0,32833.0,3477.8492,3012.1329,2629.0437,1832.819,1765.2151,1607.4724,1607.4724,1547.38,1457.2414,1397.1489,1299.4987,991.5251,961.4788,803.7362,676.0398,668.5283,661.0167,623.4589,615.9474,615.9474,593.4127,578.3896,570.8781,555.855,533.3203,495.7625,465.7163,398.1123,390.6008
False,0.0,Луганская область,1,False,25000.0,65000.0,6885.1521,5963.1663,5204.7586,3628.4603,3494.6237,3182.3381,3182.3381,3063.3722,2884.9234,2765.9574,2572.6378,1962.9375,1903.4546,1591.1691,1338.3665,1323.4958,1308.625,1234.2713,1219.4006,1219.4006,1174.7884,1145.0469,1130.1762,1100.4347,1055.8225,981.4688,921.9858,788.1492,773.2784
False,0.0,Луганская область,1,True,25000.0,25000.0,2648.1354,2293.5255,2001.8302,1395.5617,1344.086,1223.9762,1223.9762,1178.2201,1109.5859,1063.8298,989.4761,754.976,732.0979,611.9881,514.7563,509.0368,503.3173,474.7197,469.0002,469.0002,451.8417,440.4027,434.6831,423.2441,406.0856,377.488,354.6099,303.1343,297.4148
False,0.0,Магаданская область,1,False,15000.0,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,0.0,Чукотский автономный округ,1,False,40000.0,40000.0,4237.0167,3669.6408,3202.9284,2232.8987,2150.5376,1958.3619,1958.3619,1885.1521,1775.3375,1702.1277,1583.1617,1207.9616,1171.3567,979.181,823.6102,814.4589,805.3077,759.5516,750.4004,750.4004,722.9467,704.6442,695.493,677.1906,649.7369,603.9808,567.3759,485.0149,475.8636
False,1.0,Астраханская область,1,False,10500.0,60000.0,6355.5251,5504.4612,4804.3926,3349.348,3225.8065,2937.5429,2937.5429,2827.7282,2663.0062,2553.1915,2374.7426,1811.9423,1757.035,1468.7714,1235.4152,1221.6884,1207.9616,1139.3274,1125.6005,1125.6005,1084.42,1056.9664,1043.2395,1015.7859,974.6054,905.9712,851.0638,727.5223,713.7955
False,1.0,Астраханская область,1,True,12200.0,29500.0,3124.7998,2706.3601,2362.1597,1646.7628,1586.0215,1444.2919,1444.2919,1390.2997,1309.3114,1255.3191,1167.5818,890.8717,863.8755,722.146,607.4125,600.6635,593.9144,560.1693,553.4203,553.4203,533.1732,519.6751,512.9261,499.428,479.181,445.4358,418.4397,357.6985,350.9494
False,1.0,Оренбургская область,2,False,11200.0,49900.0,5285.6783,4577.8769,3995.6532,2785.5411,2682.7957,2443.0565,2443.0565,2351.7273,2214.7335,2123.4043,1974.9943,1506.9321,1461.2674,1221.5283,1027.4537,1016.0375,1004.6214,947.5406,936.1245,936.1245,901.876,879.0437,867.6275,844.7952,810.5468,753.466,707.8014,605.0561,593.6399
False,1.0,Оренбургская область,2,True,15150.0,29500.0,3124.7998,2706.3601,2362.1597,1646.7628,1586.0215,1444.2919,1444.2919,1390.2997,1309.3114,1255.3191,1167.5818,890.8717,863.8755,722.146,607.4125,600.6635,593.9144,560.1693,553.4203,553.4203,533.1732,519.6751,512.9261,499.428,479.181,445.4358,418.4397,357.6985,350.9494
False,1.0,Чувашская Республика,1,False,10500.0,40000.0,4237.0167,3669.6408,3202.9284,2232.8987,2150.5376,1958.3619,1958.3619,1885.1521,1775.3375,1702.1277,1583.1617,1207.9616,1171.3567,979.181,823.6102,814.4589,805.3077,759.5516,750.4004,750.4004,722.9467,704.6442,695.493,677.1906,649.7369,603.9808,567.3759,485.0149,475.8636
False,1.0,Чувашская Республика,1,True,15000.0,18000.0,1906.6575,1651.3384,1441.3178,1004.8044,967.7419,881.2629,881.2629,848.3185,798.9019,765.9574,712.4228,543.5827,527.1105,440.6314,370.6246,366.5065,362.3885,341.7982,337.6802,337.6802,325.326,317.0899,312.9719,304.7358,292.3816,271.7914,255.3191,218.2567,214.1386
False,1.0,Республика Мордовия,1,False,11200.0,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,1.0,Республика Мордовия,1,True,20000.0,20000.0,2118.5084,1834.8204,1601.4642,1116.4493,1075.2688,979.181,979.181,942.5761,887.6687,851.0638,791.5809,603.9808,585.6783,489.5905,411.8051,407.2295,402.6539,379.7758,375.2002,375.2002,361.4733,352.3221,347.7465,338.5953,324.8685,301.9904,283.6879,242.5074,237.9318
False,1.0,Запорожская область,1,False,11700.0,11700.0,1239.3274,1073.3699,936.8566,653.1229,629.0323,572.8209,572.8209,551.407,519.2862,497.8723,463.0748,353.3288,342.6218,286.4104,240.906,238.2292,235.5525,222.1688,219.4921,219.4921,211.4619,206.1084,203.4317,198.0782,190.048,176.6644,165.9574,141.8668,139.1901
False,1.0,Херсонская область,1,False,11700.0,20000.0,2118.5084,1834.8204,1601.4642,1116.4493,1075.2688,979.181,979.181,942.5761,887.6687,851.0638,791.5809,603.9808,585.6783,489.5905,411.8051,407.2295,402.6539,379.7758,375.2002,375.2002,361.4733,352.3221,347.7465,338.5953,324.8685,301.9904,283.6879,242.5074,237.9318
False,1.0,Республика Марий Эл,1,False,11200.0,40000.0,4237.0167,3669.6408,3202.9284,2232.8987,2150.5376,1958.3619,1958.3619,1885.1521,1775.3375,1702.1277,1583.1617,1207.9616,1171.3567,979.181,823.6102,814.4589,805.3077,759.5516,750.4004,750.4004,722.9467,704.6442,695.493,677.1906,649.7369,603.9808,567.3759,485.0149,475.8636
False,1.0,Республика Марий Эл,1,True,12972.0,12972.0,1374.0645,1190.0645,1038.7097,724.129,697.4194,635.0968,635.0968,611.3548,575.7419,552.0,513.4194,391.7419,379.871,317.5484,267.0968,264.129,261.1613,246.3226,243.3548,243.3548,234.4516,228.5161,225.5484,219.6129,210.7097,195.871,184.0,157.2903,154.3226
False,1.0,Город федерального значения Москва,0,False,1200.0,200000.0,21185.0835,18348.2041,16014.642,11164.4933,10752.6882,9791.8097,9791.8097,9425.7607,8876.6873,8510.6383,7915.8087,6039.8078,5856.7833,4895.9048,4118.0508,4072.2947,4026.5385,3797.758,3752.0018,3752.0018,3614.7335,3523.2212,3477.4651,3385.9529,3248.6845,3019.9039,2836.8794,2425.0744,2379.3182
False,1.0,Город федерального значения Москва,0,True,2500.0,100000.0,10592.5418,9174.102,8007.321,5582.2466,5376.3441,4895.9048,4895.9048,4712.8803,4438.3436,4255.3191,3957.9044,3019.9039,2928.3917,2447.9524,2059.0254,2036.1473,2013.2693,1898.879,1876.0009,1876.0009,1807.3667,1761.6106,1738.7326,1692.9764,1624.3423,1509.952,1418.4397,1212.5372,1189.6591
False,1.0,Вологодская область,1,False,13000.0,60000.0,6355.5251,5504.4612,4804.3926,3349.348,3225.8065,2937.5429,2937.5429,2827.7282,2663.0062,2553.1915,2374.7426,1811.9423,1757.035,1468.7714,1235.4152,1221.6884,1207.9616,1139.3274,1125.6005,1125.6005,1084.42,1056.9664,1043.2395,1015.7859,974.6054,905.9712,851.0638,727.5223,713.7955
False,1.0,Вологодская область,1,True,17000.0,25000.0,2648.1354,2293.5255,2001.8302,1395.5617,1344.086,1223.9762,1223.9762,1178.2201,1109.5859,1063.8298,989.4761,754.976,732.0979,611.9881,514.7563,509.0368,503.3173,474.7197,469.0002,469.0002,451.8417,440.4027,434.6831,423.2441,406.0856,377.488,354.6099,303.1343,297.4148
False,1.0,Архангельская область,1,False,13000.0,65000.0,6885.1521,5963.1663,5204.7586,3628.4603,3494.6237,3182.3381,3182.3381,3063.3722,2884.9234,2765.9574,2572.6378,1962.9375,1903.4546,1591.1691,1338.3665,1323.4958,1308.625,1234.2713,1219.4006,1219.4006,1174.7884,1145.0469,1130.1762,1100.4347,1055.8225,981.4688,921.9858,788.1492,773.2784
False,1.0,Архангельская область,1,True,35000.0,35000.0,3707.3896,3210.9357,2802.5623,1953.7863,1881.7204,1713.5667,1713.5667,1649.5081,1553.4203,1489.3617,1385.2665,1056.9664,1024.9371,856.7833,720.6589,712.6516,704.6442,664.6076,656.6003,656.6003,632.5784,616.5637,608.5564,592.5418,568.5198,528.4832,496.4539,424.388,416.3807
False,1.0,Пермский край,1,False,1500.0,65000.0,6885.1521,5963.1663,5204.7586,3628.4603,3494.6237,3182.3381,3182.3381,3063.3722,2884.9234,2765.9574,2572.6378,1962.9375,1903.4546,1591.1691,1338.3665,1323.4958,1308.625,1234.2713,1219.4006,1219.4006,1174.7884,1145.0469,1130.1762,1100.4347,1055.8225,981.4688,921.9858,788.1492,773.2784
False,1.0,Пермский край,1,True,15000.0,30000.0,3177.7625,2752.2306,2402.1963,1674.674,1612.9032,1468.7714,1468.7714,1413.8641,1331.5031,1276.5957,1187.3713,905.9712,878.5175,734.3857,617.7076,610.8442,603.9808,569.6637,562.8003,562.8003,542.21,528.4832,521.6198,507.8929,487.3027,452.9856,425.5319,363.7612,356.8977
False,1.0,Тульская область,1,False,35.0,80000.0,8474.0334,7339.2816,6405.8568,4465.7973,4301.0753,3916.7239,3916.7239,3770.3043,3550.6749,3404.2553,3166.3235,2415.9231,2342.7133,1958.3619,1647.2203,1628.9179,1610.6154,1519.1032,1500.8007,1500.8007,1445.8934,1409.2885,1390.986,1354.3811,1299.4738,1207.9616,1134.7518,970.0297,951.7273
False,1.0,Тульская область,1,True,22000.0,22000.0,2330.3592,2018.3024,1761.6106,1228.0943,1182.7957,1077.0991,1077.0991,1036.8337,976.4356,936.1702,870.739,664.3789,644.2462,538.5495,452.9856,447.9524,442.9192,417.7534,412.7202,412.7202,397.6207,387.5543,382.5212,372.4548,357.3553,332.1894,312.0567,266.7582,261.725
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,15000.0,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,1.0,Ханты-Мансийский автономный округ — Югра,1,True,20000.0,45000.0,4766.6438,4128.3459,3603.2944,2512.011,2419.3548,2203.1572,2203.1572,2120.7962,1997.2546,1914.8936,1781.057,1358.9568,1317.7763,1101.5786,926.5614,916.2663,905.9712,854.4955,844.2004,844.2004,813.315,792.7248,782.4296,761.8394,730.954,679.4784,638.2979,545.6417,535.3466
False,1.0,Город федерального значения Санкт-Петербург,0,False,2000.0,150000.0,15888.8126,13761.1531,12010.9815,8373.3699,8064.5161,7343.8572,7343.8572,7069.3205,6657.5154,6382.9787,5936.8566,4529.8559,4392.5875,3671.9286,3088.5381,3054.221,3019.9039,2848.3185,2814.0014,2814.0014,2711.0501,2642.4159,2608.0988,2539.4647,2436.5134,2264.9279,2127.6596,1818.8058,1784.4887
False,1.0,Город федерального значения Санкт-Петербург,0,True,215.0,60000.0,6355.5251,5504.4612,4804.3926,3349.348,3225.8065,2937.5429,2937.5429,2827.7282,2663.0062,2553.1915,2374.7426,1811.9423,1757.035,1468.7714,1235.4152,1221.6884,1207.9616,1139.3274,1125.6005,1125.6005,1084.42,1056.9664,1043.2395,1015.7859,974.6054,905.9712,851.0638,727.5223,713.7955
False,1.0,Саратовская область,2,False,1300.0,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,1.0,Саратовская область,2,True,13000.0,30000.0,3177.7625,2752.2306,2402.1963,1674.674,1612.9032,1468.7714,1468.7714,1413.8641,1331.5031,1276.5957,1187.3713,905.9712,878.5175,734.3857,617.7076,610.8442,603.9808,569.6637,562.8003,562.8003,542.21,528.4832,521.6198,507.8929,487.3027,452.9856,425.5319,363.7612,356.8977
False,1.0,Самарская область,0,False,160.0,60000.0,6355.5251,5504.4612,4804.3926,3349.348,3225.8065,2937.5429,2937.5429,2827.7282,2663.0062,2553.1915,2374.7426,1811.9423,1757.035,1468.7714,1235.4152,1221.6884,1207.9616,1139.3274,1125.6005,1125.6005,1084.42,1056.9664,1043.2395,1015.7859,974.6054,905.9712,851.0638,727.5223,713.7955
False,1.0,Самарская область,0,True,15000.0,35000.0,3707.3896,3210.9357,2802.5623,1953.7863,1881.7204,1713.5667,1713.5667,1649.5081,1553.4203,1489.3617,1385.2665,1056.9664,1024.9371,856.7833,720.6589,712.6516,704.6442,664.6076,656.6003,656.6003,632.5784,616.5637,608.5564,592.5418,568.5198,528.4832,496.4539,424.388,416.3807
False,1.0,Челябинская область,0,False,13000.0,80000.0,8474.0334,7339.2816,6405.8568,4465.7973,4301.0753,3916.7239,3916.7239,3770.3043,3550.6749,3404.2553,3166.3235,2415.9231,2342.7133,1958.3619,1647.2203,1628.9179,1610.6154,1519.1032,1500.8007,1500.8007,1445.8934,1409.2885,1390.986,1354.3811,1299.4738,1207.9616,1134.7518,970.0297,951.7273
False,1.0,Челябинская область,0,True,15000.0,60000.0,6355.5251,5504.4612,4804.3926,3349.348,3225.8065,2937.5429,2937.5429,2827.7282,2663.0062,2553.1915,2374.7426,1811.9423,1757.035,1468.7714,1235.4152,1221.6884,1207.9616,1139.3274,1125.6005,1125.6005,1084.42,1056.9664,1043.2395,1015.7859,974.6054,905.9712,851.0638,727.5223,713.7955
False,1.0,Омская область,1,False,13000.0,80000.0,8474.0334,7339.2816,6405.8568,4465.7973,4301.0753,3916.7239,3916.7239,3770.3043,3550.6749,3404.2553,3166.3235,2415.9231,2342.7133,1958.3619,1647.2203,1628.9179,1610.6154,1519.1032,1500.8007,1500.8007,1445.8934,1409.2885,1390.986,1354.3811,1299.4738,1207.9616,1134.7518,970.0297,951.7273
False,1.0,Омская область,1,True,13000.0,24000.0,2542.21,2201.7845,1921.757,1339.7392,1290.3226,1175.0172,1175.0172,1131.0913,1065.2025,1021.2766,949.897,724.7769,702.814,587.5086,494.1661,488.6754,483.1846,455.731,450.2402,450.2402,433.768,422.7865,417.2958,406.3143,389.8421,362.3885,340.4255,291.0089,285.5182
False,1.0,Волгоградская область,2,False,13000.0,60000.0,6355.5251,5504.4612,4804.3926,3349.348,3225.8065,2937.5429,2937.5429,2827.7282,2663.0062,2553.1915,2374.7426,1811.9423,1757.035,1468.7714,1235.4152,1221.6884,1207.9616,1139.3274,1125.6005,1125.6005,1084.42,1056.9664,1043.2395,1015.7859,974.6054,905.9712,851.0638,727.5223,713.7955
False,1.0,Волгоградская область,2,True,20000.0,40000.0,4237.0167,3669.6408,3202.9284,2232.8987,2150.5376,1958.3619,1958.3619,1885.1521,1775.3375,1702.1277,1583.1617,1207.9616,1171.3567,979.181,823.6102,814.4589,805.3077,759.5516,750.4004,750.4004,722.9467,704.6442,695.493,677.1906,649.7369,603.9808,567.3759,485.0149,475.8636
False,1.0,Московская область,2,False,1500.0,100000.0,10592.5418,9174.102,8007.321,5582.2466,5376.3441,4895.9048,4895.9048,4712.8803,4438.3436,4255.3191,3957.9044,3019.9039,2928.3917,2447.9524,2059.0254,2036.1473,2013.2693,1898.879,1876.0009,1876.0009,1807.3667,1761.6106,1738.7326,1692.9764,1624.3423,1509.952,1418.4397,1212.5372,1189.6591
False,1.0,Московская область,2,True,15000.0,80000.0,8474.0334,7339.2816,6405.8568,4465.7973,4301.0753,3916.7239,3916.7239,3770.3043,3550.6749,3404.2553,3166.3235,2415.9231,2342.7133,1958.3619,1647.2203,1628.9179,1610.6154,1519.1032,1500.8007,1500.8007,1445.8934,1409.2885,1390.986,1354.3811,1299.4738,1207.9616,1134.7518,970.0297,951.7273
False,1.0,Краснодарский край,0,False,1500.0,150000.0,15888.8126,13761.1531,12010.9815,8373.3699,8064.5161,7343.8572,7343.8572,7069.3205,6657.5154,6382.9787,5936.8566,4529.8559,4392.5875,3671.9286,3088.5381,3054.221,3019.9039,2848.3185,2814.0014,2814.0014,2711.0501,2642.4159,2608.0988,2539.4647,2436.5134,2264.9279,2127.6596,1818.8058,1784.4887
False,1.0,Краснодарский край,0,True,35.0,80000.0,8474.0334,7339.2816,6405.8568,4465.7973,4301.0753,3916.7239,3916.7239,3770.3043,3550.6749,3404.2553,3166.3235,2415.9231,2342.7133,1958.3619,1647.2203,1628.9179,1610.6154,1519.1032,1500.8007,1500.8007,1445.8934,1409.2885,1390.986,1354.3811,1299.4738,1207.9616,1134.7518,970.0297,951.7273
False,1.0,Воронежская область,2,False,13000.0,70000.0,7414.7792,6421.8714,5605.1247,3907.5726,3763.4409,3427.1334,3427.1334,3299.0162,3106.8405,2978.7234,2770.5331,2113.9327,2049.8742,1713.5667,1441.3178,1425.3031,1409.2885,1329.2153,1313.2006,1313.2006,1265.1567,1233.1274,1217.1128,1185.0835,1137.0396,1056.9664,992.9078,848.776,832.7614
False,1.0,Воронежская область,2,True,13000.0,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,1.0,Ростовская область,0,False,2000.0,90000.0,9533.2876,8256.6918,7206.5889,5024.022,4838.7097,4406.3143,4406.3143,4241.5923,3994.5093,3829.7872,3562.1139,2717.9135,2635.5525,2203.1572,1853.1229,1832.5326,1811.9423,1708.9911,1688.4008,1688.4008,1626.6301,1585.4496,1564.8593,1523.6788,1461.908,1358.9568,1276.5957,1091.2835,1070.6932
False,1.0,Ростовская область,0,True,20000.0,40000.0,4237.0167,3669.6408,3202.9284,2232.8987,2150.5376,1958.3619,1958.3619,1885.1521,1775.3375,1702.1277,1583.1617,1207.9616,1171.3567,979.181,823.6102,814.4589,805.3077,759.5516,750.4004,750.4004,722.9467,704.6442,695.493,677.1906,649.7369,603.9808,567.3759,485.0149,475.8636
