is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Контроль процессов (6210_14),"Личные установки и ценности, мировоззрение (2043_4)",Содержание сельскохозяйственных животных (4689_14),Кормление сельскохозяйственных животных (4684_14),Высокая работоспособность (СК) (586_4),Коммуникабельность (СК) (617_4),Командность (СК) (1371_4),"Организаторские способности, лидерство (СК) (393_4)","Саморазвитие, обучаемость (СК) (604_4)",Соблюдение правил внутреннего распорядка и режима работы (4476_14),координирует работу по разведению выращиванию животных (7491_14),должностные обязанности зоотехника (4749_14),Оформление учетно-отчетной документации (143_14),планирование потребности в кормах (7989_14),Аккуратность (СК) (575_4),Производит отбор животных на племя (7487_14),Составление/формирование/подготовка отчетности (ОПТ) (3911_36),Обеспечивает разработку и внедрение зоотехнических и организационно-экономических мероприятий (7495_14),внедряет передовые методы разведения выращивания скота и птицы (4673_14),Инициативность (СК) (610_4),Знание зоотехнии (7628_14),Осуществлять руководство работой ветеринарных специалистов (4472_14),Нравственность (СК) (622_4),Пунктуальность (СК) (612_4),Знание методов разведения и выращивания скота и птицы (4650_14),Составляет планы работы (5950_14),Оформление учетно-отчетной документации по искусственному осеменению животных и птицы (212_14),Формирование и контроль исполнения бюджета (6510_14),Ведение зоотехнической документации (7490_14),Контроль качества (4458_14)
False,0.0,Ростовская область,0,False,18000.0,45000.0,6015.6073,3613.4359,2860.2126,2727.8896,2310.5632,2269.8485,1648.9482,1414.8383,1404.6596,1292.694,1292.694,1221.4431,1170.5496,1140.0136,1099.2988,1089.1201,1058.584,1038.2266,987.3332,977.1545,834.6528,834.6528,793.938,763.4019,743.0446,702.3298,692.1511,661.615,641.2576,610.7216,549.6494,539.4707
False,0.0,Липецкая область,1,False,18000.0,45000.0,6015.6073,3613.4359,2860.2126,2727.8896,2310.5632,2269.8485,1648.9482,1414.8383,1404.6596,1292.694,1292.694,1221.4431,1170.5496,1140.0136,1099.2988,1089.1201,1058.584,1038.2266,987.3332,977.1545,834.6528,834.6528,793.938,763.4019,743.0446,702.3298,692.1511,661.615,641.2576,610.7216,549.6494,539.4707
False,0.0,Воронежская область,2,False,15000.0,52500.0,7018.2086,4215.6752,3336.9147,3182.5379,2695.6571,2648.1565,1923.7729,1650.6447,1638.7695,1508.143,1508.143,1425.017,1365.6413,1330.0158,1282.5153,1270.6401,1235.0147,1211.2644,1151.8887,1140.0136,973.7616,973.7616,926.261,890.6356,866.8853,819.3848,807.5096,771.8842,748.1339,712.5085,641.2576,629.3825
False,0.0,Астраханская область,1,False,21000.0,30000.0,4010.4049,2408.9572,1906.8084,1818.5931,1540.3755,1513.2323,1099.2988,943.2255,936.4397,861.796,861.796,814.2954,780.3664,760.009,732.8659,726.0801,705.7227,692.1511,658.2221,651.4363,556.4352,556.4352,529.292,508.9346,495.363,468.2199,461.4341,441.0767,427.5051,407.1477,366.4329,359.6471
False,0.0,Тульская область,1,False,15000.0,48000.0,6416.6478,3854.3316,3050.8935,2909.7489,2464.6008,2421.1717,1758.8781,1509.1608,1498.3036,1378.8736,1378.8736,1302.8727,1248.5863,1216.0145,1172.5854,1161.7281,1129.1563,1107.4418,1053.1554,1042.2981,890.2963,890.2963,846.8672,814.2954,792.5809,749.1518,738.2945,705.7227,684.0081,651.4363,586.2927,575.4354
False,0.0,Приморский край,1,False,15000.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
False,0.0,Хабаровский край,1,False,18000.0,55000.0,7352.409,4416.4216,3495.8154,3334.0873,2824.0217,2774.2592,2015.3811,1729.2468,1716.8062,1579.9593,1579.9593,1492.8749,1430.6718,1393.3499,1343.5874,1331.1468,1293.8249,1268.9437,1206.7406,1194.2999,1020.1312,1020.1312,970.3687,933.0468,908.1656,858.4031,845.9625,808.6406,783.7593,746.4375,671.7937,659.3531
False,0.0,Псковская область,1,False,15000.0,45000.0,6015.6073,3613.4359,2860.2126,2727.8896,2310.5632,2269.8485,1648.9482,1414.8383,1404.6596,1292.694,1292.694,1221.4431,1170.5496,1140.0136,1099.2988,1089.1201,1058.584,1038.2266,987.3332,977.1545,834.6528,834.6528,793.938,763.4019,743.0446,702.3298,692.1511,661.615,641.2576,610.7216,549.6494,539.4707
False,0.0,Республика Саха (Якутия),1,False,21000.0,36358.0,4860.3434,2919.4956,2310.9247,2204.0136,1866.8324,1833.9367,1332.2769,1143.1264,1134.9025,1044.4393,1044.4393,986.8717,945.7521,921.0803,888.1846,879.9606,855.2888,838.841,797.7213,789.4974,674.3624,674.3624,641.4666,616.7948,600.347,567.4513,559.2273,534.5555,518.1077,493.4359,444.0923,435.8684
False,0.0,Амурская область,1,False,19504.0,53000.0,7085.0486,4255.8245,3368.6949,3212.8478,2721.33,2673.3771,1942.0945,1666.3651,1654.3768,1522.5062,1522.5062,1438.5886,1378.6474,1342.6827,1294.7297,1282.7415,1246.7767,1222.8003,1162.8591,1150.8708,983.0355,983.0355,935.0826,899.1178,875.1414,827.1884,815.2002,779.2355,755.259,719.2943,647.3648,635.3766
False,0.0,Республика Карелия,1,False,15000.0,45000.0,6015.6073,3613.4359,2860.2126,2727.8896,2310.5632,2269.8485,1648.9482,1414.8383,1404.6596,1292.694,1292.694,1221.4431,1170.5496,1140.0136,1099.2988,1089.1201,1058.584,1038.2266,987.3332,977.1545,834.6528,834.6528,793.938,763.4019,743.0446,702.3298,692.1511,661.615,641.2576,610.7216,549.6494,539.4707
False,0.0,Мурманская область,1,False,22000.0,30000.0,4010.4049,2408.9572,1906.8084,1818.5931,1540.3755,1513.2323,1099.2988,943.2255,936.4397,861.796,861.796,814.2954,780.3664,760.009,732.8659,726.0801,705.7227,692.1511,658.2221,651.4363,556.4352,556.4352,529.292,508.9346,495.363,468.2199,461.4341,441.0767,427.5051,407.1477,366.4329,359.6471
False,0.0,Карачаево-Черкесская Республика,1,False,19504.0,21000.0,2807.2834,1686.2701,1334.7659,1273.0152,1078.2628,1059.2626,769.5092,660.2579,655.5078,603.2572,603.2572,570.0068,546.2565,532.0063,513.0061,508.2561,494.0059,484.5058,460.7555,456.0054,389.5046,389.5046,370.5044,356.2542,346.7541,327.7539,323.0038,308.7537,299.2536,285.0034,256.5031,251.753
False,0.0,Республика Алтай,1,False,19504.0,36358.0,4860.3434,2919.4956,2310.9247,2204.0136,1866.8324,1833.9367,1332.2769,1143.1264,1134.9025,1044.4393,1044.4393,986.8717,945.7521,921.0803,888.1846,879.9606,855.2888,838.841,797.7213,789.4974,674.3624,674.3624,641.4666,616.7948,600.347,567.4513,559.2273,534.5555,518.1077,493.4359,444.0923,435.8684
False,0.0,Московская область,2,False,20000.0,90000.0,12031.2147,7226.8717,5720.4252,5455.7792,4621.1264,4539.6969,3297.8964,2829.6765,2809.3192,2585.3879,2585.3879,2442.8862,2341.0993,2280.0271,2198.5976,2178.2402,2117.1681,2076.4533,1974.6664,1954.309,1669.3056,1669.3056,1587.876,1526.8039,1486.0891,1404.6596,1384.3022,1323.23,1282.5153,1221.4431,1099.2988,1078.9414
False,0.0,Новгородская область,1,False,27500.0,45000.0,6015.6073,3613.4359,2860.2126,2727.8896,2310.5632,2269.8485,1648.9482,1414.8383,1404.6596,1292.694,1292.694,1221.4431,1170.5496,1140.0136,1099.2988,1089.1201,1058.584,1038.2266,987.3332,977.1545,834.6528,834.6528,793.938,763.4019,743.0446,702.3298,692.1511,661.615,641.2576,610.7216,549.6494,539.4707
False,0.0,Сахалинская область,1,False,32500.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
False,0.0,Камчатский край,1,False,31250.0,40000.0,5347.2065,3211.943,2542.4112,2424.7908,2053.834,2017.6431,1465.7317,1257.634,1248.5863,1149.0613,1149.0613,1085.7272,1040.4886,1013.3454,977.1545,968.1068,940.9636,922.8681,877.6295,868.5818,741.9136,741.9136,705.7227,678.5795,660.4841,624.2931,615.2454,588.1022,570.0068,542.8636,488.5772,479.5295
False,0.0,Ямало-Ненецкий автономный округ,1,False,41650.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,0.0,Чукотский автономный округ,1,False,55953.0,67368.0,9005.7652,5409.5544,4281.929,4083.8326,3459.0672,3398.1145,2468.5854,2118.1072,2102.869,1935.249,1935.249,1828.5818,1752.3909,1706.6763,1645.7236,1630.4854,1584.7709,1554.2945,1478.1036,1462.8654,1249.5309,1249.5309,1188.5781,1142.8636,1112.3872,1051.4345,1036.1963,990.4818,960.0054,914.2909,822.8618,807.6236
False,2.0,Кировская область,1,False,15000.0,140000.0,18715.2228,11241.8005,8898.4393,8486.7677,7188.4189,7061.7507,5130.0611,4401.7191,4370.052,4021.7145,4021.7145,3800.0452,3641.71,3546.7089,3420.0407,3388.3737,3293.3725,3230.0385,3071.7032,3040.0362,2596.6976,2596.6976,2470.0294,2375.0283,2311.6942,2185.026,2153.359,2058.3578,1995.0238,1900.0226,1710.0204,1678.3533
False,2.0,Оренбургская область,2,False,15000.0,32500.0,4344.6053,2609.7037,2065.7091,1970.1425,1668.7401,1639.335,1190.907,1021.8276,1014.4764,933.6123,933.6123,882.1534,845.397,823.3431,793.938,786.5867,764.5329,749.8304,713.074,705.7227,602.8048,602.8048,573.3997,551.3458,536.6433,507.2382,499.8869,477.8331,463.1305,441.0767,396.969,389.6177
False,2.0,Республика Башкортостан,0,False,15000.0,65000.0,8689.2106,5219.4074,4131.4182,3940.285,3337.4802,3278.67,2381.8141,2043.6553,2028.9527,1867.2246,1867.2246,1764.3067,1690.7939,1646.6863,1587.876,1573.1735,1529.0658,1499.6607,1426.1479,1411.4454,1205.6096,1205.6096,1146.7994,1102.6917,1073.2866,1014.4764,999.7738,955.6661,926.261,882.1534,793.938,779.2355
False,2.0,Забайкальский край,1,False,22250.0,22250.0,2974.3836,1786.6433,1414.2162,1348.7899,1142.4451,1122.314,815.3133,699.5589,694.5261,639.1653,639.1653,603.9358,578.7718,563.6734,543.5422,538.5094,523.411,513.3454,488.1814,483.1486,412.6894,412.6894,392.5582,377.4599,367.3943,347.2631,342.2303,327.1319,317.0663,301.9679,271.7711,266.7383
False,2.0,Удмуртская Республика,1,False,22000.0,65000.0,8689.2106,5219.4074,4131.4182,3940.285,3337.4802,3278.67,2381.8141,2043.6553,2028.9527,1867.2246,1867.2246,1764.3067,1690.7939,1646.6863,1587.876,1573.1735,1529.0658,1499.6607,1426.1479,1411.4454,1205.6096,1205.6096,1146.7994,1102.6917,1073.2866,1014.4764,999.7738,955.6661,926.261,882.1534,793.938,779.2355
False,2.0,Чувашская Республика,1,False,32500.0,100000.0,13368.0163,8029.8575,6356.028,6061.9769,5134.5849,5044.1077,3664.3293,3144.085,3121.4657,2872.6532,2872.6532,2714.318,2601.2214,2533.3635,2442.8862,2420.2669,2352.409,2307.1703,2194.0737,2171.4544,1854.784,1854.784,1764.3067,1696.4488,1651.2101,1560.7329,1538.1135,1470.2556,1425.017,1357.159,1221.4431,1198.8238
False,2.0,Ульяновская область,1,False,30000.0,30000.0,4010.4049,2408.9572,1906.8084,1818.5931,1540.3755,1513.2323,1099.2988,943.2255,936.4397,861.796,861.796,814.2954,780.3664,760.009,732.8659,726.0801,705.7227,692.1511,658.2221,651.4363,556.4352,556.4352,529.292,508.9346,495.363,468.2199,461.4341,441.0767,427.5051,407.1477,366.4329,359.6471
False,2.0,Республика Хакасия,1,False,17861.0,30000.0,4010.4049,2408.9572,1906.8084,1818.5931,1540.3755,1513.2323,1099.2988,943.2255,936.4397,861.796,861.796,814.2954,780.3664,760.009,732.8659,726.0801,705.7227,692.1511,658.2221,651.4363,556.4352,556.4352,529.292,508.9346,495.363,468.2199,461.4341,441.0767,427.5051,407.1477,366.4329,359.6471
False,2.0,Республика Калмыкия,1,False,15581.5,40000.0,5347.2065,3211.943,2542.4112,2424.7908,2053.834,2017.6431,1465.7317,1257.634,1248.5863,1149.0613,1149.0613,1085.7272,1040.4886,1013.3454,977.1545,968.1068,940.9636,922.8681,877.6295,868.5818,741.9136,741.9136,705.7227,678.5795,660.4841,624.2931,615.2454,588.1022,570.0068,542.8636,488.5772,479.5295
False,2.0,Белгородская область,2,False,30000.0,180000.0,24062.4293,14453.7435,11440.8505,10911.5585,9242.2529,9079.3938,6595.7928,5659.3531,5618.6383,5170.7758,5170.7758,4885.7724,4682.1986,4560.0543,4397.1952,4356.4804,4234.3361,4152.9066,3949.3327,3908.618,3338.6112,3338.6112,3175.7521,3053.6078,2972.1782,2809.3192,2768.6044,2646.4601,2565.0305,2442.8862,2198.5976,2157.8828
False,2.0,Город федерального значения Санкт-Петербург,0,False,35000.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
False,2.0,Волгоградская область,2,False,23000.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
False,2.0,Город федерального значения Москва,0,False,25000.0,130000.0,17378.4212,10438.8147,8262.8365,7880.57,6674.9604,6557.34,4763.6281,4087.3106,4057.9055,3734.4492,3734.4492,3528.6134,3381.5879,3293.3725,3175.7521,3146.347,3058.1316,2999.3214,2852.2959,2822.8907,2411.2192,2411.2192,2293.5987,2205.3834,2146.5732,2028.9527,1999.5476,1911.3323,1852.5221,1764.3067,1587.876,1558.4709
False,2.0,Курская область,2,False,18500.0,140000.0,18715.2228,11241.8005,8898.4393,8486.7677,7188.4189,7061.7507,5130.0611,4401.7191,4370.052,4021.7145,4021.7145,3800.0452,3641.71,3546.7089,3420.0407,3388.3737,3293.3725,3230.0385,3071.7032,3040.0362,2596.6976,2596.6976,2470.0294,2375.0283,2311.6942,2185.026,2153.359,2058.3578,1995.0238,1900.0226,1710.0204,1678.3533
False,2.0,Ленинградская область,1,False,25000.0,90000.0,12031.2147,7226.8717,5720.4252,5455.7792,4621.1264,4539.6969,3297.8964,2829.6765,2809.3192,2585.3879,2585.3879,2442.8862,2341.0993,2280.0271,2198.5976,2178.2402,2117.1681,2076.4533,1974.6664,1954.309,1669.3056,1669.3056,1587.876,1526.8039,1486.0891,1404.6596,1384.3022,1323.23,1282.5153,1221.4431,1099.2988,1078.9414
False,2.0,Кемеровская область,1,False,15150.0,120000.0,16041.6195,9635.829,7627.2337,7274.3723,6161.5019,6052.9292,4397.1952,3772.9021,3745.7589,3447.1839,3447.1839,3257.1816,3121.4657,3040.0362,2931.4635,2904.3203,2822.8907,2768.6044,2632.8885,2605.7453,2225.7408,2225.7408,2117.1681,2035.7385,1981.4522,1872.8794,1845.7363,1764.3067,1710.0204,1628.5908,1465.7317,1438.5886
False,2.0,Вологодская область,1,False,22300.0,140000.0,18715.2228,11241.8005,8898.4393,8486.7677,7188.4189,7061.7507,5130.0611,4401.7191,4370.052,4021.7145,4021.7145,3800.0452,3641.71,3546.7089,3420.0407,3388.3737,3293.3725,3230.0385,3071.7032,3040.0362,2596.6976,2596.6976,2470.0294,2375.0283,2311.6942,2185.026,2153.359,2058.3578,1995.0238,1900.0226,1710.0204,1678.3533
False,2.0,Ярославская область,1,False,15150.0,140000.0,18715.2228,11241.8005,8898.4393,8486.7677,7188.4189,7061.7507,5130.0611,4401.7191,4370.052,4021.7145,4021.7145,3800.0452,3641.71,3546.7089,3420.0407,3388.3737,3293.3725,3230.0385,3071.7032,3040.0362,2596.6976,2596.6976,2470.0294,2375.0283,2311.6942,2185.026,2153.359,2058.3578,1995.0238,1900.0226,1710.0204,1678.3533
False,2.0,Тверская область,1,False,30000.0,140000.0,18715.2228,11241.8005,8898.4393,8486.7677,7188.4189,7061.7507,5130.0611,4401.7191,4370.052,4021.7145,4021.7145,3800.0452,3641.71,3546.7089,3420.0407,3388.3737,3293.3725,3230.0385,3071.7032,3040.0362,2596.6976,2596.6976,2470.0294,2375.0283,2311.6942,2185.026,2153.359,2058.3578,1995.0238,1900.0226,1710.0204,1678.3533
False,2.0,Республика Крым,1,False,30000.0,30000.0,4010.4049,2408.9572,1906.8084,1818.5931,1540.3755,1513.2323,1099.2988,943.2255,936.4397,861.796,861.796,814.2954,780.3664,760.009,732.8659,726.0801,705.7227,692.1511,658.2221,651.4363,556.4352,556.4352,529.292,508.9346,495.363,468.2199,461.4341,441.0767,427.5051,407.1477,366.4329,359.6471
False,2.0,Орловская область,1,False,35000.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
False,2.0,Костромская область,1,False,35000.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
False,2.0,Брянская область,1,False,15150.0,120000.0,16041.6195,9635.829,7627.2337,7274.3723,6161.5019,6052.9292,4397.1952,3772.9021,3745.7589,3447.1839,3447.1839,3257.1816,3121.4657,3040.0362,2931.4635,2904.3203,2822.8907,2768.6044,2632.8885,2605.7453,2225.7408,2225.7408,2117.1681,2035.7385,1981.4522,1872.8794,1845.7363,1764.3067,1710.0204,1628.5908,1465.7317,1438.5886
False,2.0,Ставропольский край,2,False,23000.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
False,2.0,Свердловская область,0,False,18500.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
False,2.0,Новосибирская область,0,False,15150.0,140000.0,18715.2228,11241.8005,8898.4393,8486.7677,7188.4189,7061.7507,5130.0611,4401.7191,4370.052,4021.7145,4021.7145,3800.0452,3641.71,3546.7089,3420.0407,3388.3737,3293.3725,3230.0385,3071.7032,3040.0362,2596.6976,2596.6976,2470.0294,2375.0283,2311.6942,2185.026,2153.359,2058.3578,1995.0238,1900.0226,1710.0204,1678.3533
False,2.0,Челябинская область,0,False,22300.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
False,2.0,Республика Мордовия,1,False,18500.0,45000.0,6015.6073,3613.4359,2860.2126,2727.8896,2310.5632,2269.8485,1648.9482,1414.8383,1404.6596,1292.694,1292.694,1221.4431,1170.5496,1140.0136,1099.2988,1089.1201,1058.584,1038.2266,987.3332,977.1545,834.6528,834.6528,793.938,763.4019,743.0446,702.3298,692.1511,661.615,641.2576,610.7216,549.6494,539.4707
False,2.0,Томская область,1,False,30000.0,140000.0,18715.2228,11241.8005,8898.4393,8486.7677,7188.4189,7061.7507,5130.0611,4401.7191,4370.052,4021.7145,4021.7145,3800.0452,3641.71,3546.7089,3420.0407,3388.3737,3293.3725,3230.0385,3071.7032,3040.0362,2596.6976,2596.6976,2470.0294,2375.0283,2311.6942,2185.026,2153.359,2058.3578,1995.0238,1900.0226,1710.0204,1678.3533
False,2.0,Нижегородская область,0,False,18500.0,100000.0,13368.0163,8029.8575,6356.028,6061.9769,5134.5849,5044.1077,3664.3293,3144.085,3121.4657,2872.6532,2872.6532,2714.318,2601.2214,2533.3635,2442.8862,2420.2669,2352.409,2307.1703,2194.0737,2171.4544,1854.784,1854.784,1764.3067,1696.4488,1651.2101,1560.7329,1538.1135,1470.2556,1425.017,1357.159,1221.4431,1198.8238
False,2.0,Тюменская область,1,False,18500.0,140000.0,18715.2228,11241.8005,8898.4393,8486.7677,7188.4189,7061.7507,5130.0611,4401.7191,4370.052,4021.7145,4021.7145,3800.0452,3641.71,3546.7089,3420.0407,3388.3737,3293.3725,3230.0385,3071.7032,3040.0362,2596.6976,2596.6976,2470.0294,2375.0283,2311.6942,2185.026,2153.359,2058.3578,1995.0238,1900.0226,1710.0204,1678.3533
False,2.0,Ивановская область,1,False,35000.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
False,2.0,Омская область,1,False,15150.0,140000.0,18715.2228,11241.8005,8898.4393,8486.7677,7188.4189,7061.7507,5130.0611,4401.7191,4370.052,4021.7145,4021.7145,3800.0452,3641.71,3546.7089,3420.0407,3388.3737,3293.3725,3230.0385,3071.7032,3040.0362,2596.6976,2596.6976,2470.0294,2375.0283,2311.6942,2185.026,2153.359,2058.3578,1995.0238,1900.0226,1710.0204,1678.3533
False,2.0,Саратовская область,2,False,40000.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
False,2.0,Пензенская область,1,False,22300.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
False,2.0,Алтайский край,2,False,15150.0,130000.0,17378.4212,10438.8147,8262.8365,7880.57,6674.9604,6557.34,4763.6281,4087.3106,4057.9055,3734.4492,3734.4492,3528.6134,3381.5879,3293.3725,3175.7521,3146.347,3058.1316,2999.3214,2852.2959,2822.8907,2411.2192,2411.2192,2293.5987,2205.3834,2146.5732,2028.9527,1999.5476,1911.3323,1852.5221,1764.3067,1587.876,1558.4709
False,2.0,Владимирская область,1,False,23000.0,140000.0,18715.2228,11241.8005,8898.4393,8486.7677,7188.4189,7061.7507,5130.0611,4401.7191,4370.052,4021.7145,4021.7145,3800.0452,3641.71,3546.7089,3420.0407,3388.3737,3293.3725,3230.0385,3071.7032,3040.0362,2596.6976,2596.6976,2470.0294,2375.0283,2311.6942,2185.026,2153.359,2058.3578,1995.0238,1900.0226,1710.0204,1678.3533
False,2.0,Самарская область,0,False,25000.0,35000.0,4678.8057,2810.4501,2224.6098,2121.6919,1797.1047,1765.4377,1282.5153,1100.4298,1092.513,1005.4286,1005.4286,950.0113,910.4275,886.6772,855.0102,847.0934,823.3431,807.5096,767.9258,760.009,649.1744,649.1744,617.5074,593.7571,577.9235,546.2565,538.3397,514.5895,498.7559,475.0057,427.5051,419.5883
False,2.0,Красноярский край,1,False,26500.0,130000.0,17378.4212,10438.8147,8262.8365,7880.57,6674.9604,6557.34,4763.6281,4087.3106,4057.9055,3734.4492,3734.4492,3528.6134,3381.5879,3293.3725,3175.7521,3146.347,3058.1316,2999.3214,2852.2959,2822.8907,2411.2192,2411.2192,2293.5987,2205.3834,2146.5732,2028.9527,1999.5476,1911.3323,1852.5221,1764.3067,1587.876,1558.4709
False,2.0,Республика Татарстан,0,False,18500.0,45000.0,6015.6073,3613.4359,2860.2126,2727.8896,2310.5632,2269.8485,1648.9482,1414.8383,1404.6596,1292.694,1292.694,1221.4431,1170.5496,1140.0136,1099.2988,1089.1201,1058.584,1038.2266,987.3332,977.1545,834.6528,834.6528,793.938,763.4019,743.0446,702.3298,692.1511,661.615,641.2576,610.7216,549.6494,539.4707
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,22300.0,45000.0,6015.6073,3613.4359,2860.2126,2727.8896,2310.5632,2269.8485,1648.9482,1414.8383,1404.6596,1292.694,1292.694,1221.4431,1170.5496,1140.0136,1099.2988,1089.1201,1058.584,1038.2266,987.3332,977.1545,834.6528,834.6528,793.938,763.4019,743.0446,702.3298,692.1511,661.615,641.2576,610.7216,549.6494,539.4707
False,2.0,Курганская область,1,False,18500.0,23000.0,3074.6437,1846.8672,1461.8865,1394.2547,1180.9545,1160.1448,842.7957,723.1396,717.9371,660.7102,660.7102,624.2931,598.2809,582.6736,561.8638,556.6614,541.0541,530.6492,504.637,499.4345,426.6003,426.6003,405.7905,390.1832,379.7783,358.9686,353.7661,338.1588,327.7539,312.1466,280.9319,275.7295
False,2.0,Калининградская область,1,False,25000.0,140000.0,18715.2228,11241.8005,8898.4393,8486.7677,7188.4189,7061.7507,5130.0611,4401.7191,4370.052,4021.7145,4021.7145,3800.0452,3641.71,3546.7089,3420.0407,3388.3737,3293.3725,3230.0385,3071.7032,3040.0362,2596.6976,2596.6976,2470.0294,2375.0283,2311.6942,2185.026,2153.359,2058.3578,1995.0238,1900.0226,1710.0204,1678.3533
False,2.0,Республика Марий Эл,1,False,23000.0,40000.0,5347.2065,3211.943,2542.4112,2424.7908,2053.834,2017.6431,1465.7317,1257.634,1248.5863,1149.0613,1149.0613,1085.7272,1040.4886,1013.3454,977.1545,968.1068,940.9636,922.8681,877.6295,868.5818,741.9136,741.9136,705.7227,678.5795,660.4841,624.2931,615.2454,588.1022,570.0068,542.8636,488.5772,479.5295
