is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Внимательность (СК) (536_4),"Личные установки и ценности, мировоззрение (2043_4)","Организаторские способности, лидерство (СК) (393_4)",Контроль качества изделий (3466_35),Дисциплинированность (СК) (593_4),Чтение схем/чертежей (ОПТ) (3032_36),"Саморазвитие, обучаемость (СК) (604_4)",Знание нормативной и методической документации (4566_35),Использование контрольно-измерительных инструментов (3479_35),Проводить входной контроль (4569_35),Командность (СК) (1371_4),Контроль качества продукции (4221_35),Контроль и приемка продукции (4586_35),Аккуратность (СК) (575_4),Умение читать конструкторскую и технологическую документацию (3439_35),Организация работы по повышению качества продукции (4671_35),Коммуникабельность (СК) (617_4),Знание компьютерных программ (3753_35),Проведение визуально-измерительного контроля (4677_35),Сверка параметров продукции с эталоном или документацией (4818_35),"Контроль качества материалов, полуфабрикатов и комплектующих (4599_35)","Оформление сопроводительной документации по качеству, протоколов, сертификатов (4559_35)",Проведение пооперационного и межоперационного контроля (4570_35),Руководство работниками службы качества (4619_35)
False,0.0,Сахалинская область,1,False,40000.0,40000.0,6254.5455,5078.7879,2933.3333,2715.1515,2230.303,1951.5152,1842.4242,1345.4545,1296.9697,1272.7273,1236.3636,1212.1212,1212.1212,1115.1515,993.9394,909.0909,812.1212,763.6364,751.5152,751.5152,739.3939,678.7879,642.4242,642.4242,618.1818
False,0.0,Астраханская область,1,False,23000.0,40000.0,6254.5455,5078.7879,2933.3333,2715.1515,2230.303,1951.5152,1842.4242,1345.4545,1296.9697,1272.7273,1236.3636,1212.1212,1212.1212,1115.1515,993.9394,909.0909,812.1212,763.6364,751.5152,751.5152,739.3939,678.7879,642.4242,642.4242,618.1818
False,0.0,Республика Хакасия,1,False,25000.0,38000.0,5941.8182,4824.8485,2786.6667,2579.3939,2118.7879,1853.9394,1750.303,1278.1818,1232.1212,1209.0909,1174.5455,1151.5152,1151.5152,1059.3939,944.2424,863.6364,771.5152,725.4545,713.9394,713.9394,702.4242,644.8485,610.303,610.303,587.2727
False,0.0,Республика Дагестан,1,False,25000.0,30000.0,4690.9091,3809.0909,2200.0,2036.3636,1672.7273,1463.6364,1381.8182,1009.0909,972.7273,954.5455,927.2727,909.0909,909.0909,836.3636,745.4545,681.8182,609.0909,572.7273,563.6364,563.6364,554.5455,509.0909,481.8182,481.8182,463.6364
False,0.0,Республика Дагестан,1,True,25000.0,25000.0,3909.0909,3174.2424,1833.3333,1696.9697,1393.9394,1219.697,1151.5152,840.9091,810.6061,795.4545,772.7273,757.5758,757.5758,696.9697,621.2121,568.1818,507.5758,477.2727,469.697,469.697,462.1212,424.2424,401.5152,401.5152,386.3636
False,0.0,Архангельская область,1,False,25000.0,30000.0,4690.9091,3809.0909,2200.0,2036.3636,1672.7273,1463.6364,1381.8182,1009.0909,972.7273,954.5455,927.2727,909.0909,909.0909,836.3636,745.4545,681.8182,609.0909,572.7273,563.6364,563.6364,554.5455,509.0909,481.8182,481.8182,463.6364
False,0.0,Забайкальский край,1,False,18977.0,58600.0,9162.9091,7440.4242,4297.3333,3977.697,3267.3939,2858.9697,2699.1515,1971.0909,1900.0606,1864.5455,1811.2727,1775.7576,1775.7576,1633.697,1456.1212,1331.8182,1189.7576,1118.7273,1100.9697,1100.9697,1083.2121,994.4242,941.1515,941.1515,905.6364
False,0.0,Амурская область,1,False,21000.0,40000.0,6254.5455,5078.7879,2933.3333,2715.1515,2230.303,1951.5152,1842.4242,1345.4545,1296.9697,1272.7273,1236.3636,1212.1212,1212.1212,1115.1515,993.9394,909.0909,812.1212,763.6364,751.5152,751.5152,739.3939,678.7879,642.4242,642.4242,618.1818
False,0.0,Республика Саха (Якутия),1,False,45000.0,140860.0,22025.3818,17884.9515,10329.7333,9561.4061,7854.0121,6872.2606,6488.097,4738.0182,4567.2788,4481.9091,4353.8545,4268.4848,4268.4848,3927.0061,3500.1576,3201.3636,2859.8848,2689.1455,2646.4606,2646.4606,2603.7758,2390.3515,2262.297,2262.297,2176.9273
False,1.0,Республика Татарстан,0,False,13500.0,100000.0,15636.3636,12696.9697,7333.3333,6787.8788,5575.7576,4878.7879,4606.0606,3363.6364,3242.4242,3181.8182,3090.9091,3030.303,3030.303,2787.8788,2484.8485,2272.7273,2030.303,1909.0909,1878.7879,1878.7879,1848.4848,1696.9697,1606.0606,1606.0606,1545.4545
False,1.0,Нижегородская область,0,False,13500.0,91000.0,14229.0909,11554.2424,6673.3333,6176.9697,5073.9394,4439.697,4191.5152,3060.9091,2950.6061,2895.4545,2812.7273,2757.5758,2757.5758,2536.9697,2261.2121,2068.1818,1847.5758,1737.2727,1709.697,1709.697,1682.1212,1544.2424,1461.5152,1461.5152,1406.3636
False,1.0,Орловская область,1,False,17000.0,35000.0,5472.7273,4443.9394,2566.6667,2375.7576,1951.5152,1707.5758,1612.1212,1177.2727,1134.8485,1113.6364,1081.8182,1060.6061,1060.6061,975.7576,869.697,795.4545,710.6061,668.1818,657.5758,657.5758,646.9697,593.9394,562.1212,562.1212,540.9091
False,1.0,Краснодарский край,0,False,17000.0,69000.0,10789.0909,8760.9091,5060.0,4683.6364,3847.2727,3366.3636,3178.1818,2320.9091,2237.2727,2195.4545,2132.7273,2090.9091,2090.9091,1923.6364,1714.5455,1568.1818,1400.9091,1317.2727,1296.3636,1296.3636,1275.4545,1170.9091,1108.1818,1108.1818,1066.3636
False,1.0,Ставропольский край,2,False,17000.0,42000.0,6567.2727,5332.7273,3080.0,2850.9091,2341.8182,2049.0909,1934.5455,1412.7273,1361.8182,1336.3636,1298.1818,1272.7273,1272.7273,1170.9091,1043.6364,954.5455,852.7273,801.8182,789.0909,789.0909,776.3636,712.7273,674.5455,674.5455,649.0909
False,1.0,Ростовская область,0,False,18000.0,65000.0,10163.6364,8253.0303,4766.6667,4412.1212,3624.2424,3171.2121,2993.9394,2186.3636,2107.5758,2068.1818,2009.0909,1969.697,1969.697,1812.1212,1615.1515,1477.2727,1319.697,1240.9091,1221.2121,1221.2121,1201.5152,1103.0303,1043.9394,1043.9394,1004.5455
False,1.0,Пензенская область,1,False,18000.0,100000.0,15636.3636,12696.9697,7333.3333,6787.8788,5575.7576,4878.7879,4606.0606,3363.6364,3242.4242,3181.8182,3090.9091,3030.303,3030.303,2787.8788,2484.8485,2272.7273,2030.303,1909.0909,1878.7879,1878.7879,1848.4848,1696.9697,1606.0606,1606.0606,1545.4545
False,1.0,Ивановская область,1,False,17000.0,60000.0,9381.8182,7618.1818,4400.0,4072.7273,3345.4545,2927.2727,2763.6364,2018.1818,1945.4545,1909.0909,1854.5455,1818.1818,1818.1818,1672.7273,1490.9091,1363.6364,1218.1818,1145.4545,1127.2727,1127.2727,1109.0909,1018.1818,963.6364,963.6364,927.2727
False,1.0,Чувашская Республика,1,False,16625.0,91000.0,14229.0909,11554.2424,6673.3333,6176.9697,5073.9394,4439.697,4191.5152,3060.9091,2950.6061,2895.4545,2812.7273,2757.5758,2757.5758,2536.9697,2261.2121,2068.1818,1847.5758,1737.2727,1709.697,1709.697,1682.1212,1544.2424,1461.5152,1461.5152,1406.3636
False,1.0,Кировская область,1,False,17000.0,45000.0,7036.3636,5713.6364,3300.0,3054.5455,2509.0909,2195.4545,2072.7273,1513.6364,1459.0909,1431.8182,1390.9091,1363.6364,1363.6364,1254.5455,1118.1818,1022.7273,913.6364,859.0909,845.4545,845.4545,831.8182,763.6364,722.7273,722.7273,695.4545
False,1.0,Челябинская область,0,False,17000.0,55000.0,8600.0,6983.3333,4033.3333,3733.3333,3066.6667,2683.3333,2533.3333,1850.0,1783.3333,1750.0,1700.0,1666.6667,1666.6667,1533.3333,1366.6667,1250.0,1116.6667,1050.0,1033.3333,1033.3333,1016.6667,933.3333,883.3333,883.3333,850.0
False,1.0,Рязанская область,1,False,16625.0,42000.0,6567.2727,5332.7273,3080.0,2850.9091,2341.8182,2049.0909,1934.5455,1412.7273,1361.8182,1336.3636,1298.1818,1272.7273,1272.7273,1170.9091,1043.6364,954.5455,852.7273,801.8182,789.0909,789.0909,776.3636,712.7273,674.5455,674.5455,649.0909
False,1.0,Пермский край,1,False,17000.0,65000.0,10163.6364,8253.0303,4766.6667,4412.1212,3624.2424,3171.2121,2993.9394,2186.3636,2107.5758,2068.1818,2009.0909,1969.697,1969.697,1812.1212,1615.1515,1477.2727,1319.697,1240.9091,1221.2121,1221.2121,1201.5152,1103.0303,1043.9394,1043.9394,1004.5455
False,1.0,Удмуртская Республика,1,False,16625.0,60000.0,9381.8182,7618.1818,4400.0,4072.7273,3345.4545,2927.2727,2763.6364,2018.1818,1945.4545,1909.0909,1854.5455,1818.1818,1818.1818,1672.7273,1490.9091,1363.6364,1218.1818,1145.4545,1127.2727,1127.2727,1109.0909,1018.1818,963.6364,963.6364,927.2727
False,1.0,Удмуртская Республика,1,True,25000.0,25000.0,3909.0909,3174.2424,1833.3333,1696.9697,1393.9394,1219.697,1151.5152,840.9091,810.6061,795.4545,772.7273,757.5758,757.5758,696.9697,621.2121,568.1818,507.5758,477.2727,469.697,469.697,462.1212,424.2424,401.5152,401.5152,386.3636
False,1.0,Алтайский край,2,False,20000.0,50000.0,7818.1818,6348.4848,3666.6667,3393.9394,2787.8788,2439.3939,2303.0303,1681.8182,1621.2121,1590.9091,1545.4545,1515.1515,1515.1515,1393.9394,1242.4242,1136.3636,1015.1515,954.5455,939.3939,939.3939,924.2424,848.4848,803.0303,803.0303,772.7273
False,1.0,Свердловская область,0,False,17000.0,70000.0,10945.4545,8887.8788,5133.3333,4751.5152,3903.0303,3415.1515,3224.2424,2354.5455,2269.697,2227.2727,2163.6364,2121.2121,2121.2121,1951.5152,1739.3939,1590.9091,1421.2121,1336.3636,1315.1515,1315.1515,1293.9394,1187.8788,1124.2424,1124.2424,1081.8182
False,1.0,Самарская область,0,False,17000.0,45000.0,7036.3636,5713.6364,3300.0,3054.5455,2509.0909,2195.4545,2072.7273,1513.6364,1459.0909,1431.8182,1390.9091,1363.6364,1363.6364,1254.5455,1118.1818,1022.7273,913.6364,859.0909,845.4545,845.4545,831.8182,763.6364,722.7273,722.7273,695.4545
False,1.0,Ульяновская область,1,False,16625.0,60000.0,9381.8182,7618.1818,4400.0,4072.7273,3345.4545,2927.2727,2763.6364,2018.1818,1945.4545,1909.0909,1854.5455,1818.1818,1818.1818,1672.7273,1490.9091,1363.6364,1218.1818,1145.4545,1127.2727,1127.2727,1109.0909,1018.1818,963.6364,963.6364,927.2727
False,1.0,Ульяновская область,1,True,25000.0,25000.0,3909.0909,3174.2424,1833.3333,1696.9697,1393.9394,1219.697,1151.5152,840.9091,810.6061,795.4545,772.7273,757.5758,757.5758,696.9697,621.2121,568.1818,507.5758,477.2727,469.697,469.697,462.1212,424.2424,401.5152,401.5152,386.3636
False,1.0,Тульская область,1,False,17000.0,80000.0,12509.0909,10157.5758,5866.6667,5430.303,4460.6061,3903.0303,3684.8485,2690.9091,2593.9394,2545.4545,2472.7273,2424.2424,2424.2424,2230.303,1987.8788,1818.1818,1624.2424,1527.2727,1503.0303,1503.0303,1478.7879,1357.5758,1284.8485,1284.8485,1236.3636
False,1.0,Курганская область,1,False,17000.0,91000.0,14229.0909,11554.2424,6673.3333,6176.9697,5073.9394,4439.697,4191.5152,3060.9091,2950.6061,2895.4545,2812.7273,2757.5758,2757.5758,2536.9697,2261.2121,2068.1818,1847.5758,1737.2727,1709.697,1709.697,1682.1212,1544.2424,1461.5152,1461.5152,1406.3636
False,1.0,Воронежская область,2,False,16625.0,50000.0,7818.1818,6348.4848,3666.6667,3393.9394,2787.8788,2439.3939,2303.0303,1681.8182,1621.2121,1590.9091,1545.4545,1515.1515,1515.1515,1393.9394,1242.4242,1136.3636,1015.1515,954.5455,939.3939,939.3939,924.2424,848.4848,803.0303,803.0303,772.7273
False,1.0,Воронежская область,2,True,30000.0,30000.0,4690.9091,3809.0909,2200.0,2036.3636,1672.7273,1463.6364,1381.8182,1009.0909,972.7273,954.5455,927.2727,909.0909,909.0909,836.3636,745.4545,681.8182,609.0909,572.7273,563.6364,563.6364,554.5455,509.0909,481.8182,481.8182,463.6364
False,1.0,Курская область,2,False,18000.0,42000.0,6567.2727,5332.7273,3080.0,2850.9091,2341.8182,2049.0909,1934.5455,1412.7273,1361.8182,1336.3636,1298.1818,1272.7273,1272.7273,1170.9091,1043.6364,954.5455,852.7273,801.8182,789.0909,789.0909,776.3636,712.7273,674.5455,674.5455,649.0909
False,1.0,Владимирская область,1,False,17000.0,72000.0,11258.1818,9141.8182,5280.0,4887.2727,4014.5455,3512.7273,3316.3636,2421.8182,2334.5455,2290.9091,2225.4545,2181.8182,2181.8182,2007.2727,1789.0909,1636.3636,1461.8182,1374.5455,1352.7273,1352.7273,1330.9091,1221.8182,1156.3636,1156.3636,1112.7273
False,1.0,Костромская область,1,False,17000.0,70000.0,10945.4545,8887.8788,5133.3333,4751.5152,3903.0303,3415.1515,3224.2424,2354.5455,2269.697,2227.2727,2163.6364,2121.2121,2121.2121,1951.5152,1739.3939,1590.9091,1421.2121,1336.3636,1315.1515,1315.1515,1293.9394,1187.8788,1124.2424,1124.2424,1081.8182
False,1.0,Республика Марий Эл,1,False,16500.0,91000.0,14229.0909,11554.2424,6673.3333,6176.9697,5073.9394,4439.697,4191.5152,3060.9091,2950.6061,2895.4545,2812.7273,2757.5758,2757.5758,2536.9697,2261.2121,2068.1818,1847.5758,1737.2727,1709.697,1709.697,1682.1212,1544.2424,1461.5152,1461.5152,1406.3636
False,1.0,Томская область,1,False,18000.0,42000.0,6567.2727,5332.7273,3080.0,2850.9091,2341.8182,2049.0909,1934.5455,1412.7273,1361.8182,1336.3636,1298.1818,1272.7273,1272.7273,1170.9091,1043.6364,954.5455,852.7273,801.8182,789.0909,789.0909,776.3636,712.7273,674.5455,674.5455,649.0909
False,1.0,Саратовская область,2,False,17000.0,50400.0,7880.7273,6399.2727,3696.0,3421.0909,2810.1818,2458.9091,2321.4545,1695.2727,1634.1818,1603.6364,1557.8182,1527.2727,1527.2727,1405.0909,1252.3636,1145.4545,1023.2727,962.1818,946.9091,946.9091,931.6364,855.2727,809.4545,809.4545,778.9091
False,1.0,Саратовская область,2,True,17000.0,17000.0,2658.1818,2158.4848,1246.6667,1153.9394,947.8788,829.3939,783.0303,571.8182,551.2121,540.9091,525.4545,515.1515,515.1515,473.9394,422.4242,386.3636,345.1515,324.5455,319.3939,319.3939,314.2424,288.4848,273.0303,273.0303,262.7273
False,1.0,Волгоградская область,2,False,13500.0,42000.0,6567.2727,5332.7273,3080.0,2850.9091,2341.8182,2049.0909,1934.5455,1412.7273,1361.8182,1336.3636,1298.1818,1272.7273,1272.7273,1170.9091,1043.6364,954.5455,852.7273,801.8182,789.0909,789.0909,776.3636,712.7273,674.5455,674.5455,649.0909
False,1.0,Калининградская область,1,False,20000.0,39250.0,6137.2727,4983.5606,2878.3333,2664.2424,2188.4848,1914.9242,1807.8788,1320.2273,1272.6515,1248.8636,1213.1818,1189.3939,1189.3939,1094.2424,975.303,892.0455,796.8939,749.3182,737.4242,737.4242,725.5303,666.0606,630.3788,630.3788,606.5909
False,1.0,Республика Мордовия,1,False,17000.0,30000.0,4690.9091,3809.0909,2200.0,2036.3636,1672.7273,1463.6364,1381.8182,1009.0909,972.7273,954.5455,927.2727,909.0909,909.0909,836.3636,745.4545,681.8182,609.0909,572.7273,563.6364,563.6364,554.5455,509.0909,481.8182,481.8182,463.6364
False,1.0,Белгородская область,2,False,17000.0,46500.0,7270.9091,5904.0909,3410.0,3156.3636,2592.7273,2268.6364,2141.8182,1564.0909,1507.7273,1479.5455,1437.2727,1409.0909,1409.0909,1296.3636,1155.4545,1056.8182,944.0909,887.7273,873.6364,873.6364,859.5455,789.0909,746.8182,746.8182,718.6364
False,1.0,Кабардино-Балкарская Республика,1,False,20000.0,20000.0,3127.2727,2539.3939,1466.6667,1357.5758,1115.1515,975.7576,921.2121,672.7273,648.4848,636.3636,618.1818,606.0606,606.0606,557.5758,496.9697,454.5455,406.0606,381.8182,375.7576,375.7576,369.697,339.3939,321.2121,321.2121,309.0909
False,1.0,Омская область,1,False,17000.0,60000.0,9381.8182,7618.1818,4400.0,4072.7273,3345.4545,2927.2727,2763.6364,2018.1818,1945.4545,1909.0909,1854.5455,1818.1818,1818.1818,1672.7273,1490.9091,1363.6364,1218.1818,1145.4545,1127.2727,1127.2727,1109.0909,1018.1818,963.6364,963.6364,927.2727
False,1.0,Кемеровская область,1,False,17000.0,84000.0,13134.5455,10665.4545,6160.0,5701.8182,4683.6364,4098.1818,3869.0909,2825.4545,2723.6364,2672.7273,2596.3636,2545.4545,2545.4545,2341.8182,2087.2727,1909.0909,1705.4545,1603.6364,1578.1818,1578.1818,1552.7273,1425.4545,1349.0909,1349.0909,1298.1818
False,1.0,Брянская область,1,False,17000.0,42000.0,6567.2727,5332.7273,3080.0,2850.9091,2341.8182,2049.0909,1934.5455,1412.7273,1361.8182,1336.3636,1298.1818,1272.7273,1272.7273,1170.9091,1043.6364,954.5455,852.7273,801.8182,789.0909,789.0909,776.3636,712.7273,674.5455,674.5455,649.0909
False,1.0,Брянская область,1,True,30000.0,30000.0,4690.9091,3809.0909,2200.0,2036.3636,1672.7273,1463.6364,1381.8182,1009.0909,972.7273,954.5455,927.2727,909.0909,909.0909,836.3636,745.4545,681.8182,609.0909,572.7273,563.6364,563.6364,554.5455,509.0909,481.8182,481.8182,463.6364
False,1.0,Псковская область,1,False,17000.0,39250.0,6137.2727,4983.5606,2878.3333,2664.2424,2188.4848,1914.9242,1807.8788,1320.2273,1272.6515,1248.8636,1213.1818,1189.3939,1189.3939,1094.2424,975.303,892.0455,796.8939,749.3182,737.4242,737.4242,725.5303,666.0606,630.3788,630.3788,606.5909
False,1.0,Республика Бурятия,1,False,30000.0,30000.0,4690.9091,3809.0909,2200.0,2036.3636,1672.7273,1463.6364,1381.8182,1009.0909,972.7273,954.5455,927.2727,909.0909,909.0909,836.3636,745.4545,681.8182,609.0909,572.7273,563.6364,563.6364,554.5455,509.0909,481.8182,481.8182,463.6364
False,1.0,Карачаево-Черкесская Республика,1,False,18000.0,30000.0,4690.9091,3809.0909,2200.0,2036.3636,1672.7273,1463.6364,1381.8182,1009.0909,972.7273,954.5455,927.2727,909.0909,909.0909,836.3636,745.4545,681.8182,609.0909,572.7273,563.6364,563.6364,554.5455,509.0909,481.8182,481.8182,463.6364
False,1.0,Республика Адыгея,1,False,20000.0,35000.0,5472.7273,4443.9394,2566.6667,2375.7576,1951.5152,1707.5758,1612.1212,1177.2727,1134.8485,1113.6364,1081.8182,1060.6061,1060.6061,975.7576,869.697,795.4545,710.6061,668.1818,657.5758,657.5758,646.9697,593.9394,562.1212,562.1212,540.9091
False,1.0,Город федерального значения Севастополь,1,False,39250.0,39250.0,6137.2727,4983.5606,2878.3333,2664.2424,2188.4848,1914.9242,1807.8788,1320.2273,1272.6515,1248.8636,1213.1818,1189.3939,1189.3939,1094.2424,975.303,892.0455,796.8939,749.3182,737.4242,737.4242,725.5303,666.0606,630.3788,630.3788,606.5909
False,1.0,Республика Коми,1,False,25000.0,30000.0,4690.9091,3809.0909,2200.0,2036.3636,1672.7273,1463.6364,1381.8182,1009.0909,972.7273,954.5455,927.2727,909.0909,909.0909,836.3636,745.4545,681.8182,609.0909,572.7273,563.6364,563.6364,554.5455,509.0909,481.8182,481.8182,463.6364
False,1.0,Республика Северная Осетия,1,False,17000.0,25000.0,3909.0909,3174.2424,1833.3333,1696.9697,1393.9394,1219.697,1151.5152,840.9091,810.6061,795.4545,772.7273,757.5758,757.5758,696.9697,621.2121,568.1818,507.5758,477.2727,469.697,469.697,462.1212,424.2424,401.5152,401.5152,386.3636
False,1.0,Республика Крым,1,False,18000.0,30000.0,4690.9091,3809.0909,2200.0,2036.3636,1672.7273,1463.6364,1381.8182,1009.0909,972.7273,954.5455,927.2727,909.0909,909.0909,836.3636,745.4545,681.8182,609.0909,572.7273,563.6364,563.6364,554.5455,509.0909,481.8182,481.8182,463.6364
False,1.0,Город федерального значения Санкт-Петербург,0,False,20000.0,95000.0,14854.5455,12062.1212,6966.6667,6448.4848,5296.9697,4634.8485,4375.7576,3195.4545,3080.303,3022.7273,2936.3636,2878.7879,2878.7879,2648.4848,2360.6061,2159.0909,1928.7879,1813.6364,1784.8485,1784.8485,1756.0606,1612.1212,1525.7576,1525.7576,1468.1818
False,1.0,Город федерального значения Санкт-Петербург,0,True,34762.5,40000.0,6254.5455,5078.7879,2933.3333,2715.1515,2230.303,1951.5152,1842.4242,1345.4545,1296.9697,1272.7273,1236.3636,1212.1212,1212.1212,1115.1515,993.9394,909.0909,812.1212,763.6364,751.5152,751.5152,739.3939,678.7879,642.4242,642.4242,618.1818
False,1.0,Республика Башкортостан,0,False,24600.0,91000.0,14229.0909,11554.2424,6673.3333,6176.9697,5073.9394,4439.697,4191.5152,3060.9091,2950.6061,2895.4545,2812.7273,2757.5758,2757.5758,2536.9697,2261.2121,2068.1818,1847.5758,1737.2727,1709.697,1709.697,1682.1212,1544.2424,1461.5152,1461.5152,1406.3636
False,1.0,Город федерального значения Москва,0,False,27750.0,115000.0,17981.8182,14601.5152,8433.3333,7806.0606,6412.1212,5610.6061,5296.9697,3868.1818,3728.7879,3659.0909,3554.5455,3484.8485,3484.8485,3206.0606,2857.5758,2613.6364,2334.8485,2195.4545,2160.6061,2160.6061,2125.7576,1951.5152,1846.9697,1846.9697,1777.2727
False,1.0,Город федерального значения Москва,0,True,25000.0,34762.5,5435.5909,4413.7841,2549.25,2359.6364,1938.2727,1695.9886,1601.1818,1169.2841,1127.1477,1106.0795,1074.4773,1053.4091,1053.4091,969.1364,863.7955,790.0568,705.7841,663.6477,653.1136,653.1136,642.5795,589.9091,558.3068,558.3068,537.2386
False,1.0,Новосибирская область,0,False,25000.0,55000.0,8600.0,6983.3333,4033.3333,3733.3333,3066.6667,2683.3333,2533.3333,1850.0,1783.3333,1750.0,1700.0,1666.6667,1666.6667,1533.3333,1366.6667,1250.0,1116.6667,1050.0,1033.3333,1033.3333,1016.6667,933.3333,883.3333,883.3333,850.0
False,1.0,Новосибирская область,0,True,30000.0,40000.0,6254.5455,5078.7879,2933.3333,2715.1515,2230.303,1951.5152,1842.4242,1345.4545,1296.9697,1272.7273,1236.3636,1212.1212,1212.1212,1115.1515,993.9394,909.0909,812.1212,763.6364,751.5152,751.5152,739.3939,678.7879,642.4242,642.4242,618.1818
False,1.0,Оренбургская область,2,False,25000.0,55000.0,8600.0,6983.3333,4033.3333,3733.3333,3066.6667,2683.3333,2533.3333,1850.0,1783.3333,1750.0,1700.0,1666.6667,1666.6667,1533.3333,1366.6667,1250.0,1116.6667,1050.0,1033.3333,1033.3333,1016.6667,933.3333,883.3333,883.3333,850.0
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,30000.0,140000.0,21890.9091,17775.7576,10266.6667,9503.0303,7806.0606,6830.303,6448.4848,4709.0909,4539.3939,4454.5455,4327.2727,4242.4242,4242.4242,3903.0303,3478.7879,3181.8182,2842.4242,2672.7273,2630.303,2630.303,2587.8788,2375.7576,2248.4848,2248.4848,2163.6364
False,1.0,Хабаровский край,1,False,25000.0,55000.0,8600.0,6983.3333,4033.3333,3733.3333,3066.6667,2683.3333,2533.3333,1850.0,1783.3333,1750.0,1700.0,1666.6667,1666.6667,1533.3333,1366.6667,1250.0,1116.6667,1050.0,1033.3333,1033.3333,1016.6667,933.3333,883.3333,883.3333,850.0
False,1.0,Ленинградская область,1,False,25000.0,60000.0,9381.8182,7618.1818,4400.0,4072.7273,3345.4545,2927.2727,2763.6364,2018.1818,1945.4545,1909.0909,1854.5455,1818.1818,1818.1818,1672.7273,1490.9091,1363.6364,1218.1818,1145.4545,1127.2727,1127.2727,1109.0909,1018.1818,963.6364,963.6364,927.2727
False,1.0,Иркутская область,1,False,20000.0,55000.0,8600.0,6983.3333,4033.3333,3733.3333,3066.6667,2683.3333,2533.3333,1850.0,1783.3333,1750.0,1700.0,1666.6667,1666.6667,1533.3333,1366.6667,1250.0,1116.6667,1050.0,1033.3333,1033.3333,1016.6667,933.3333,883.3333,883.3333,850.0
False,1.0,Мурманская область,1,False,34762.5,70000.0,10945.4545,8887.8788,5133.3333,4751.5152,3903.0303,3415.1515,3224.2424,2354.5455,2269.697,2227.2727,2163.6364,2121.2121,2121.2121,1951.5152,1739.3939,1590.9091,1421.2121,1336.3636,1315.1515,1315.1515,1293.9394,1187.8788,1124.2424,1124.2424,1081.8182
False,1.0,Калужская область,1,False,20000.0,63000.0,9850.9091,7999.0909,4620.0,4276.3636,3512.7273,3073.6364,2901.8182,2119.0909,2042.7273,2004.5455,1947.2727,1909.0909,1909.0909,1756.3636,1565.4545,1431.8182,1279.0909,1202.7273,1183.6364,1183.6364,1164.5455,1069.0909,1011.8182,1011.8182,973.6364
False,1.0,Московская область,2,False,25000.0,100000.0,15636.3636,12696.9697,7333.3333,6787.8788,5575.7576,4878.7879,4606.0606,3363.6364,3242.4242,3181.8182,3090.9091,3030.303,3030.303,2787.8788,2484.8485,2272.7273,2030.303,1909.0909,1878.7879,1878.7879,1848.4848,1696.9697,1606.0606,1606.0606,1545.4545
False,1.0,Смоленская область,1,False,25000.0,55000.0,8600.0,6983.3333,4033.3333,3733.3333,3066.6667,2683.3333,2533.3333,1850.0,1783.3333,1750.0,1700.0,1666.6667,1666.6667,1533.3333,1366.6667,1250.0,1116.6667,1050.0,1033.3333,1033.3333,1016.6667,933.3333,883.3333,883.3333,850.0
False,1.0,Тюменская область,1,False,25000.0,55000.0,8600.0,6983.3333,4033.3333,3733.3333,3066.6667,2683.3333,2533.3333,1850.0,1783.3333,1750.0,1700.0,1666.6667,1666.6667,1533.3333,1366.6667,1250.0,1116.6667,1050.0,1033.3333,1033.3333,1016.6667,933.3333,883.3333,883.3333,850.0
False,1.0,Вологодская область,1,False,20000.0,43050.0,6731.4545,5466.0455,3157.0,2922.1818,2400.3636,2100.3182,1982.9091,1448.0455,1395.8636,1369.7727,1330.6364,1304.5455,1304.5455,1200.1818,1069.7273,978.4091,874.0455,821.8636,808.8182,808.8182,795.7727,730.5455,691.4091,691.4091,665.3182
False,1.0,Новгородская область,1,False,25000.0,47000.0,7349.0909,5967.5758,3446.6667,3190.303,2620.6061,2293.0303,2164.8485,1580.9091,1523.9394,1495.4545,1452.7273,1424.2424,1424.2424,1310.303,1167.8788,1068.1818,954.2424,897.2727,883.0303,883.0303,868.7879,797.5758,754.8485,754.8485,726.3636
False,1.0,Красноярский край,1,False,25000.0,70000.0,10945.4545,8887.8788,5133.3333,4751.5152,3903.0303,3415.1515,3224.2424,2354.5455,2269.697,2227.2727,2163.6364,2121.2121,2121.2121,1951.5152,1739.3939,1590.9091,1421.2121,1336.3636,1315.1515,1315.1515,1293.9394,1187.8788,1124.2424,1124.2424,1081.8182
False,1.0,Тверская область,1,False,25000.0,55000.0,8600.0,6983.3333,4033.3333,3733.3333,3066.6667,2683.3333,2533.3333,1850.0,1783.3333,1750.0,1700.0,1666.6667,1666.6667,1533.3333,1366.6667,1250.0,1116.6667,1050.0,1033.3333,1033.3333,1016.6667,933.3333,883.3333,883.3333,850.0
False,1.0,Ярославская область,1,False,25000.0,50000.0,7818.1818,6348.4848,3666.6667,3393.9394,2787.8788,2439.3939,2303.0303,1681.8182,1621.2121,1590.9091,1545.4545,1515.1515,1515.1515,1393.9394,1242.4242,1136.3636,1015.1515,954.5455,939.3939,939.3939,924.2424,848.4848,803.0303,803.0303,772.7273
