is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Аккуратность (СК) (575_4),"Личные установки и ценности, мировоззрение (2043_4)",Окрашивание поверхностей вручную и механизированным способом (1418_10),Пунктуальность (СК) (612_4),Внимательность (СК) (536_4),Командность (СК) (1371_4),Высокая работоспособность (СК) (586_4),Коммуникабельность (СК) (617_4),"Саморазвитие, обучаемость (СК) (604_4)",Трудолюбие (СК) (597_4),Нравственность (СК) (622_4),Выполнение штукатурки (456_10),Инициативность (СК) (610_4),"Оклеивание поверхностей бумажными, виниловыми и текстильными обоями (1423_10)",Выполнение ремонтных работ (ОПТ) (8285_36),Соблюдение правил охраны труда (ОПТ) (3790_36),Ремонт штукатурки (357_10),"Техника безопасности (бетон, арматура) (1607_10)"
False,1.0,Ивановская область,1,False,16242.0,80000.0,19438.6259,11361.5417,10473.3976,6987.8509,4189.359,4072.057,3535.819,3519.0616,2899.0364,1759.5308,1608.7139,1591.9564,1457.8969,1290.3226,1173.0205,971.9313,971.9313,955.1739,888.1441,854.6292
False,1.0,Ямало-Ненецкий автономный округ,1,False,27500.0,120000.0,29157.9388,17042.3125,15710.0964,10481.7763,6284.0385,6108.0855,5303.7285,5278.5924,4348.5547,2639.2962,2413.0708,2387.9346,2186.8454,1935.4839,1759.5308,1457.8969,1457.8969,1432.7608,1332.2162,1281.9439
False,1.0,Новгородская область,1,False,27500.0,93000.0,22597.4026,13207.7922,12175.3247,8123.3766,4870.1299,4733.7662,4110.3896,4090.9091,3370.1299,2045.4545,1870.1299,1850.6494,1694.8052,1500.0,1363.6364,1129.8701,1129.8701,1110.3896,1032.4675,993.5065
False,1.0,Республика Саха (Якутия),1,False,27500.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,1.0,Камчатский край,1,False,40000.0,50000.0,12149.1412,7100.9636,6545.8735,4367.4068,2618.3494,2545.0356,2209.8869,2199.4135,1811.8978,1099.7067,1005.4462,994.9728,911.1856,806.4516,733.1378,607.4571,607.4571,596.9837,555.0901,534.1433
False,1.0,Республика Хакасия,1,False,30000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,1.0,Чеченская Республика,1,False,40000.0,42000.0,10205.2786,5964.8094,5498.5337,3668.6217,2199.4135,2137.8299,1856.305,1847.5073,1521.9941,923.7537,844.5748,835.7771,765.3959,677.4194,615.8358,510.2639,510.2639,501.4663,466.2757,448.6804
False,1.0,Ненецкий автономный округ,1,False,30000.0,100000.0,24298.2824,14201.9271,13091.747,8734.8136,5236.6988,5090.0712,4419.7738,4398.827,3623.7956,2199.4135,2010.8923,1989.9455,1822.3712,1612.9032,1466.2757,1214.9141,1214.9141,1193.9673,1110.1801,1068.2866
False,2.0,Республика Северная Осетия,1,False,15000.0,16242.0,3946.527,2306.677,2126.3615,1418.7084,850.5446,826.7294,717.8597,714.4575,588.5769,357.2287,326.6091,323.207,295.9895,261.9677,238.1525,197.3264,197.3264,193.9242,180.3155,173.5111
False,2.0,Карачаево-Черкесская Республика,1,False,20000.0,20000.0,4859.6565,2840.3854,2618.3494,1746.9627,1047.3398,1018.0142,883.9548,879.7654,724.7591,439.8827,402.1785,397.9891,364.4742,322.5806,293.2551,242.9828,242.9828,238.7935,222.036,213.6573
False,2.0,Ростовская область,0,False,16000.0,75000.0,18223.7118,10651.4453,9818.8102,6551.1102,3927.5241,3817.5534,3314.8303,3299.1202,2717.8467,1649.5601,1508.1693,1492.4592,1366.7784,1209.6774,1099.7067,911.1856,911.1856,895.4755,832.6351,801.2149
False,2.0,Нижегородская область,0,False,16242.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Удмуртская Республика,1,False,20000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Республика Татарстан,0,False,16000.0,75000.0,18223.7118,10651.4453,9818.8102,6551.1102,3927.5241,3817.5534,3314.8303,3299.1202,2717.8467,1649.5601,1508.1693,1492.4592,1366.7784,1209.6774,1099.7067,911.1856,911.1856,895.4755,832.6351,801.2149
False,2.0,Ульяновская область,1,False,18000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Ульяновская область,1,True,20000.0,20000.0,4859.6565,2840.3854,2618.3494,1746.9627,1047.3398,1018.0142,883.9548,879.7654,724.7591,439.8827,402.1785,397.9891,364.4742,322.5806,293.2551,242.9828,242.9828,238.7935,222.036,213.6573
False,2.0,Иркутская область,1,False,16000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Иркутская область,1,True,40000.0,40000.0,9719.3129,5680.7708,5236.6988,3493.9254,2094.6795,2036.0285,1767.9095,1759.5308,1449.5182,879.7654,804.3569,795.9782,728.9485,645.1613,586.5103,485.9656,485.9656,477.5869,444.0721,427.3146
False,2.0,Республика Башкортостан,0,False,16000.0,100000.0,24298.2824,14201.9271,13091.747,8734.8136,5236.6988,5090.0712,4419.7738,4398.827,3623.7956,2199.4135,2010.8923,1989.9455,1822.3712,1612.9032,1466.2757,1214.9141,1214.9141,1193.9673,1110.1801,1068.2866
False,2.0,Белгородская область,2,False,16000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Липецкая область,1,False,18000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Вологодская область,1,False,15163.0,63000.0,15307.9179,8947.2141,8247.8006,5502.9326,3299.1202,3206.7449,2784.4575,2771.261,2282.9912,1385.6305,1266.8622,1253.6657,1148.0938,1016.129,923.7537,765.3959,765.3959,752.1994,699.4135,673.0205
False,2.0,Свердловская область,0,False,18000.0,100000.0,24298.2824,14201.9271,13091.747,8734.8136,5236.6988,5090.0712,4419.7738,4398.827,3623.7956,2199.4135,2010.8923,1989.9455,1822.3712,1612.9032,1466.2757,1214.9141,1214.9141,1193.9673,1110.1801,1068.2866
False,2.0,Краснодарский край,0,False,16000.0,125000.0,30372.853,17752.4089,16364.6837,10918.517,6545.8735,6362.589,5524.7172,5498.5337,4529.7444,2749.2669,2513.6154,2487.4319,2277.964,2016.129,1832.8446,1518.6426,1518.6426,1492.4592,1387.7252,1335.3582
False,2.0,Курская область,2,False,16000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Республика Марий Эл,1,False,18000.0,40000.0,9719.3129,5680.7708,5236.6988,3493.9254,2094.6795,2036.0285,1767.9095,1759.5308,1449.5182,879.7654,804.3569,795.9782,728.9485,645.1613,586.5103,485.9656,485.9656,477.5869,444.0721,427.3146
False,2.0,Город федерального значения Севастополь,1,False,20000.0,35500.0,8625.8902,5041.6841,4647.5702,3100.8588,1859.0281,1806.9753,1569.0197,1561.5836,1286.4474,780.7918,713.8668,706.4307,646.9418,572.5806,520.5279,431.2945,431.2945,423.8584,394.114,379.2417
False,2.0,Ставропольский край,2,False,16000.0,65000.0,15793.8835,9231.2526,8509.6355,5677.6288,3403.8542,3308.5463,2872.853,2859.2375,2355.4671,1429.6188,1307.08,1293.4646,1184.5413,1048.3871,953.0792,789.6942,789.6942,776.0788,721.6171,694.3863
False,2.0,Приморский край,1,False,15000.0,80000.0,19438.6259,11361.5417,10473.3976,6987.8509,4189.359,4072.057,3535.819,3519.0616,2899.0364,1759.5308,1608.7139,1591.9564,1457.8969,1290.3226,1173.0205,971.9313,971.9313,955.1739,888.1441,854.6292
False,2.0,Саратовская область,2,False,20000.0,30192.0,7336.1374,4287.8458,3952.6602,2637.2149,1581.0641,1536.7943,1334.4181,1328.0938,1094.0964,664.0469,607.1286,600.8044,550.2103,486.9677,442.6979,366.8069,366.8069,360.4826,335.1856,322.5371
False,2.0,Саратовская область,2,True,25000.0,25000.0,6074.5706,3550.4818,3272.9367,2183.7034,1309.1747,1272.5178,1104.9434,1099.7067,905.9489,549.8534,502.7231,497.4864,455.5928,403.2258,366.5689,303.7285,303.7285,298.4918,277.545,267.0716
False,2.0,Чувашская Республика,1,False,18000.0,50000.0,12149.1412,7100.9636,6545.8735,4367.4068,2618.3494,2545.0356,2209.8869,2199.4135,1811.8978,1099.7067,1005.4462,994.9728,911.1856,806.4516,733.1378,607.4571,607.4571,596.9837,555.0901,534.1433
False,2.0,Самарская область,0,False,16000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Алтайский край,2,False,18000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Республика Мордовия,1,False,16000.0,45000.0,10934.2271,6390.8672,5891.2861,3930.6661,2356.5145,2290.532,1988.8982,1979.4721,1630.708,989.7361,904.9016,895.4755,820.067,725.8065,659.824,546.7114,546.7114,537.2853,499.5811,480.7289
False,2.0,Астраханская область,1,False,16000.0,40000.0,9719.3129,5680.7708,5236.6988,3493.9254,2094.6795,2036.0285,1767.9095,1759.5308,1449.5182,879.7654,804.3569,795.9782,728.9485,645.1613,586.5103,485.9656,485.9656,477.5869,444.0721,427.3146
False,2.0,Кемеровская область,1,False,16000.0,45000.0,10934.2271,6390.8672,5891.2861,3930.6661,2356.5145,2290.532,1988.8982,1979.4721,1630.708,989.7361,904.9016,895.4755,820.067,725.8065,659.824,546.7114,546.7114,537.2853,499.5811,480.7289
False,2.0,Томская область,1,False,18195.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Республика Крым,1,False,18000.0,63000.0,15307.9179,8947.2141,8247.8006,5502.9326,3299.1202,3206.7449,2784.4575,2771.261,2282.9912,1385.6305,1266.8622,1253.6657,1148.0938,1016.129,923.7537,765.3959,765.3959,752.1994,699.4135,673.0205
False,2.0,Республика Адыгея,1,False,20000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Кировская область,1,False,18000.0,63000.0,15307.9179,8947.2141,8247.8006,5502.9326,3299.1202,3206.7449,2784.4575,2771.261,2282.9912,1385.6305,1266.8622,1253.6657,1148.0938,1016.129,923.7537,765.3959,765.3959,752.1994,699.4135,673.0205
False,2.0,Пензенская область,1,False,20000.0,40000.0,9719.3129,5680.7708,5236.6988,3493.9254,2094.6795,2036.0285,1767.9095,1759.5308,1449.5182,879.7654,804.3569,795.9782,728.9485,645.1613,586.5103,485.9656,485.9656,477.5869,444.0721,427.3146
False,2.0,Забайкальский край,1,False,20000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Еврейская автономная область,1,False,16000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Волгоградская область,2,False,18125.0,55000.0,13364.0553,7811.0599,7200.4608,4804.1475,2880.1843,2799.5392,2430.8756,2419.3548,1993.0876,1209.6774,1105.9908,1094.47,1002.3041,887.0968,806.4516,668.2028,668.2028,656.682,610.5991,587.5576
False,2.0,Волгоградская область,2,True,30000.0,30000.0,7289.4847,4260.5781,3927.5241,2620.4441,1571.0096,1527.0214,1325.9321,1319.6481,1087.1387,659.824,603.2677,596.9837,546.7114,483.871,439.8827,364.4742,364.4742,358.1902,333.054,320.486
False,2.0,Ленинградская область,1,False,18125.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Ярославская область,1,False,18125.0,60000.0,14578.9694,8521.1563,7855.0482,5240.8881,3142.0193,3054.0427,2651.8643,2639.2962,2174.2773,1319.6481,1206.5354,1193.9673,1093.4227,967.7419,879.7654,728.9485,728.9485,716.3804,666.1081,640.9719
False,2.0,Тульская область,1,False,18125.0,75000.0,18223.7118,10651.4453,9818.8102,6551.1102,3927.5241,3817.5534,3314.8303,3299.1202,2717.8467,1649.5601,1508.1693,1492.4592,1366.7784,1209.6774,1099.7067,911.1856,911.1856,895.4755,832.6351,801.2149
False,2.0,Костромская область,1,False,20000.0,50000.0,12149.1412,7100.9636,6545.8735,4367.4068,2618.3494,2545.0356,2209.8869,2199.4135,1811.8978,1099.7067,1005.4462,994.9728,911.1856,806.4516,733.1378,607.4571,607.4571,596.9837,555.0901,534.1433
False,2.0,Рязанская область,1,False,18125.0,55000.0,13364.0553,7811.0599,7200.4608,4804.1475,2880.1843,2799.5392,2430.8756,2419.3548,1993.0876,1209.6774,1105.9908,1094.47,1002.3041,887.0968,806.4516,668.2028,668.2028,656.682,610.5991,587.5576
False,2.0,Омская область,1,False,18125.0,100000.0,24298.2824,14201.9271,13091.747,8734.8136,5236.6988,5090.0712,4419.7738,4398.827,3623.7956,2199.4135,2010.8923,1989.9455,1822.3712,1612.9032,1466.2757,1214.9141,1214.9141,1193.9673,1110.1801,1068.2866
False,2.0,Владимирская область,1,False,20000.0,90000.0,21868.4541,12781.7344,11782.5723,7861.3322,4713.0289,4581.0641,3977.7964,3958.9443,3261.416,1979.4721,1809.8031,1790.951,1640.1341,1451.6129,1319.6481,1093.4227,1093.4227,1074.5706,999.1621,961.4579
False,2.0,Республика Коми,1,False,30000.0,30000.0,7289.4847,4260.5781,3927.5241,2620.4441,1571.0096,1527.0214,1325.9321,1319.6481,1087.1387,659.824,603.2677,596.9837,546.7114,483.871,439.8827,364.4742,364.4742,358.1902,333.054,320.486
False,2.0,Воронежская область,2,False,18125.0,90000.0,21868.4541,12781.7344,11782.5723,7861.3322,4713.0289,4581.0641,3977.7964,3958.9443,3261.416,1979.4721,1809.8031,1790.951,1640.1341,1451.6129,1319.6481,1093.4227,1093.4227,1074.5706,999.1621,961.4579
False,2.0,Брянская область,1,False,25000.0,40000.0,9719.3129,5680.7708,5236.6988,3493.9254,2094.6795,2036.0285,1767.9095,1759.5308,1449.5182,879.7654,804.3569,795.9782,728.9485,645.1613,586.5103,485.9656,485.9656,477.5869,444.0721,427.3146
False,2.0,Республика Карелия,1,False,20000.0,30000.0,7289.4847,4260.5781,3927.5241,2620.4441,1571.0096,1527.0214,1325.9321,1319.6481,1087.1387,659.824,603.2677,596.9837,546.7114,483.871,439.8827,364.4742,364.4742,358.1902,333.054,320.486
False,2.0,Оренбургская область,2,False,18125.0,60000.0,14578.9694,8521.1563,7855.0482,5240.8881,3142.0193,3054.0427,2651.8643,2639.2962,2174.2773,1319.6481,1206.5354,1193.9673,1093.4227,967.7419,879.7654,728.9485,728.9485,716.3804,666.1081,640.9719
False,2.0,Смоленская область,1,False,20000.0,35000.0,8504.3988,4970.6745,4582.1114,3057.1848,1832.8446,1781.5249,1546.9208,1539.5894,1268.3284,769.7947,703.8123,696.4809,637.8299,564.5161,513.1965,425.2199,425.2199,417.8886,388.563,373.9003
False,2.0,Челябинская область,0,False,18125.0,90000.0,21868.4541,12781.7344,11782.5723,7861.3322,4713.0289,4581.0641,3977.7964,3958.9443,3261.416,1979.4721,1809.8031,1790.951,1640.1341,1451.6129,1319.6481,1093.4227,1093.4227,1074.5706,999.1621,961.4579
False,2.0,Новосибирская область,0,False,18125.0,60000.0,14578.9694,8521.1563,7855.0482,5240.8881,3142.0193,3054.0427,2651.8643,2639.2962,2174.2773,1319.6481,1206.5354,1193.9673,1093.4227,967.7419,879.7654,728.9485,728.9485,716.3804,666.1081,640.9719
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,18125.0,80000.0,19438.6259,11361.5417,10473.3976,6987.8509,4189.359,4072.057,3535.819,3519.0616,2899.0364,1759.5308,1608.7139,1591.9564,1457.8969,1290.3226,1173.0205,971.9313,971.9313,955.1739,888.1441,854.6292
False,2.0,Тюменская область,1,False,14802.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Красноярский край,1,False,18125.0,90000.0,21868.4541,12781.7344,11782.5723,7861.3322,4713.0289,4581.0641,3977.7964,3958.9443,3261.416,1979.4721,1809.8031,1790.951,1640.1341,1451.6129,1319.6481,1093.4227,1093.4227,1074.5706,999.1621,961.4579
False,2.0,Курганская область,1,False,18125.0,30000.0,7289.4847,4260.5781,3927.5241,2620.4441,1571.0096,1527.0214,1325.9321,1319.6481,1087.1387,659.824,603.2677,596.9837,546.7114,483.871,439.8827,364.4742,364.4742,358.1902,333.054,320.486
False,2.0,Тверская область,1,False,20000.0,40000.0,9719.3129,5680.7708,5236.6988,3493.9254,2094.6795,2036.0285,1767.9095,1759.5308,1449.5182,879.7654,804.3569,795.9782,728.9485,645.1613,586.5103,485.9656,485.9656,477.5869,444.0721,427.3146
False,2.0,Сахалинская область,1,False,18125.0,55000.0,13364.0553,7811.0599,7200.4608,4804.1475,2880.1843,2799.5392,2430.8756,2419.3548,1993.0876,1209.6774,1105.9908,1094.47,1002.3041,887.0968,806.4516,668.2028,668.2028,656.682,610.5991,587.5576
False,2.0,Амурская область,1,False,18125.0,120000.0,29157.9388,17042.3125,15710.0964,10481.7763,6284.0385,6108.0855,5303.7285,5278.5924,4348.5547,2639.2962,2413.0708,2387.9346,2186.8454,1935.4839,1759.5308,1457.8969,1457.8969,1432.7608,1332.2162,1281.9439
False,2.0,Калининградская область,1,False,25000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Архангельская область,1,False,25000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Тамбовская область,2,False,20000.0,55000.0,13364.0553,7811.0599,7200.4608,4804.1475,2880.1843,2799.5392,2430.8756,2419.3548,1993.0876,1209.6774,1105.9908,1094.47,1002.3041,887.0968,806.4516,668.2028,668.2028,656.682,610.5991,587.5576
False,2.0,Калужская область,1,False,25000.0,110000.0,26728.1106,15622.1198,14400.9217,9608.2949,5760.3687,5599.0783,4861.7512,4838.7097,3986.1751,2419.3548,2211.9816,2188.9401,2004.6083,1774.1935,1612.9032,1336.4055,1336.4055,1313.3641,1221.1982,1175.1152
False,2.0,Хабаровский край,1,False,18125.0,90000.0,21868.4541,12781.7344,11782.5723,7861.3322,4713.0289,4581.0641,3977.7964,3958.9443,3261.416,1979.4721,1809.8031,1790.951,1640.1341,1451.6129,1319.6481,1093.4227,1093.4227,1074.5706,999.1621,961.4579
False,2.0,Республика Бурятия,1,False,20000.0,25000.0,6074.5706,3550.4818,3272.9367,2183.7034,1309.1747,1272.5178,1104.9434,1099.7067,905.9489,549.8534,502.7231,497.4864,455.5928,403.2258,366.5689,303.7285,303.7285,298.4918,277.545,267.0716
False,2.0,Мурманская область,1,False,18125.0,100000.0,24298.2824,14201.9271,13091.747,8734.8136,5236.6988,5090.0712,4419.7738,4398.827,3623.7956,2199.4135,2010.8923,1989.9455,1822.3712,1612.9032,1466.2757,1214.9141,1214.9141,1193.9673,1110.1801,1068.2866
False,2.0,Мурманская область,1,True,90000.0,90000.0,21868.4541,12781.7344,11782.5723,7861.3322,4713.0289,4581.0641,3977.7964,3958.9443,3261.416,1979.4721,1809.8031,1790.951,1640.1341,1451.6129,1319.6481,1093.4227,1093.4227,1074.5706,999.1621,961.4579
False,2.0,Орловская область,1,False,25000.0,50000.0,12149.1412,7100.9636,6545.8735,4367.4068,2618.3494,2545.0356,2209.8869,2199.4135,1811.8978,1099.7067,1005.4462,994.9728,911.1856,806.4516,733.1378,607.4571,607.4571,596.9837,555.0901,534.1433
False,2.0,Магаданская область,1,False,18125.0,50000.0,12149.1412,7100.9636,6545.8735,4367.4068,2618.3494,2545.0356,2209.8869,2199.4135,1811.8978,1099.7067,1005.4462,994.9728,911.1856,806.4516,733.1378,607.4571,607.4571,596.9837,555.0901,534.1433
False,2.0,Псковская область,1,False,20000.0,30000.0,7289.4847,4260.5781,3927.5241,2620.4441,1571.0096,1527.0214,1325.9321,1319.6481,1087.1387,659.824,603.2677,596.9837,546.7114,483.871,439.8827,364.4742,364.4742,358.1902,333.054,320.486
False,2.0,Город федерального значения Санкт-Петербург,0,False,30000.0,100000.0,24298.2824,14201.9271,13091.747,8734.8136,5236.6988,5090.0712,4419.7738,4398.827,3623.7956,2199.4135,2010.8923,1989.9455,1822.3712,1612.9032,1466.2757,1214.9141,1214.9141,1193.9673,1110.1801,1068.2866
False,2.0,Город федерального значения Санкт-Петербург,0,True,35000.0,60000.0,14578.9694,8521.1563,7855.0482,5240.8881,3142.0193,3054.0427,2651.8643,2639.2962,2174.2773,1319.6481,1206.5354,1193.9673,1093.4227,967.7419,879.7654,728.9485,728.9485,716.3804,666.1081,640.9719
False,2.0,Московская область,2,False,30000.0,120000.0,29157.9388,17042.3125,15710.0964,10481.7763,6284.0385,6108.0855,5303.7285,5278.5924,4348.5547,2639.2962,2413.0708,2387.9346,2186.8454,1935.4839,1759.5308,1457.8969,1457.8969,1432.7608,1332.2162,1281.9439
False,2.0,Московская область,2,True,50000.0,50000.0,12149.1412,7100.9636,6545.8735,4367.4068,2618.3494,2545.0356,2209.8869,2199.4135,1811.8978,1099.7067,1005.4462,994.9728,911.1856,806.4516,733.1378,607.4571,607.4571,596.9837,555.0901,534.1433
False,2.0,Пермский край,1,False,30000.0,100000.0,24298.2824,14201.9271,13091.747,8734.8136,5236.6988,5090.0712,4419.7738,4398.827,3623.7956,2199.4135,2010.8923,1989.9455,1822.3712,1612.9032,1466.2757,1214.9141,1214.9141,1193.9673,1110.1801,1068.2866
False,2.0,Пермский край,1,True,70000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Город федерального значения Москва,0,False,25000.0,120000.0,29157.9388,17042.3125,15710.0964,10481.7763,6284.0385,6108.0855,5303.7285,5278.5924,4348.5547,2639.2962,2413.0708,2387.9346,2186.8454,1935.4839,1759.5308,1457.8969,1457.8969,1432.7608,1332.2162,1281.9439
False,2.0,Город федерального значения Москва,0,True,50000.0,100000.0,24298.2824,14201.9271,13091.747,8734.8136,5236.6988,5090.0712,4419.7738,4398.827,3623.7956,2199.4135,2010.8923,1989.9455,1822.3712,1612.9032,1466.2757,1214.9141,1214.9141,1193.9673,1110.1801,1068.2866
False,2.0,Ивановская область,1,False,30000.0,60000.0,14578.9694,8521.1563,7855.0482,5240.8881,3142.0193,3054.0427,2651.8643,2639.2962,2174.2773,1319.6481,1206.5354,1193.9673,1093.4227,967.7419,879.7654,728.9485,728.9485,716.3804,666.1081,640.9719
False,2.0,Ямало-Ненецкий автономный округ,1,False,35000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Новгородская область,1,False,35000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,2.0,Республика Саха (Якутия),1,False,30000.0,80000.0,19438.6259,11361.5417,10473.3976,6987.8509,4189.359,4072.057,3535.819,3519.0616,2899.0364,1759.5308,1608.7139,1591.9564,1457.8969,1290.3226,1173.0205,971.9313,971.9313,955.1739,888.1441,854.6292
False,2.0,Камчатский край,1,False,35000.0,60000.0,14578.9694,8521.1563,7855.0482,5240.8881,3142.0193,3054.0427,2651.8643,2639.2962,2174.2773,1319.6481,1206.5354,1193.9673,1093.4227,967.7419,879.7654,728.9485,728.9485,716.3804,666.1081,640.9719
False,2.0,Республика Хакасия,1,False,35000.0,35000.0,8504.3988,4970.6745,4582.1114,3057.1848,1832.8446,1781.5249,1546.9208,1539.5894,1268.3284,769.7947,703.8123,696.4809,637.8299,564.5161,513.1965,425.2199,425.2199,417.8886,388.563,373.9003
False,2.0,Республика Калмыкия,1,False,17000.0,17000.0,4130.708,2414.3276,2225.597,1484.9183,890.2388,865.3121,751.3615,747.8006,616.0452,373.9003,341.8517,338.2907,309.8031,274.1935,249.2669,206.5354,206.5354,202.9744,188.7306,181.6087
False,0.0,Республика Северная Осетия,1,False,12000.0,28700.0,6973.607,4075.9531,3757.3314,2506.8915,1502.9326,1460.8504,1268.4751,1262.4633,1040.0293,631.2317,577.1261,571.1144,523.0205,462.9032,420.8211,348.6804,348.6804,342.6686,318.6217,306.5982
False,0.0,Карачаево-Черкесская Республика,1,False,9489.0,23814.0,5786.393,3382.0469,3117.6686,2080.1085,1247.0674,1212.1496,1052.5249,1047.5367,862.9707,523.7683,478.8739,473.8856,433.9795,384.0968,349.1789,289.3196,289.3196,284.3314,264.3783,254.4018
