is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Токарные работы (3473_35),Чтение схем/чертежей (ОПТ) (3032_36),Внимательность (СК) (536_4),Аккуратность (СК) (575_4),"Личные установки и ценности, мировоззрение (2043_4)",Коммуникабельность (СК) (617_4),Работа на станках 16к20 (3524_35),Высокая работоспособность (СК) (586_4),Работа на станках ДИП (3523_35),Работа на токарно-расточных станках (3560_35),Фрезерование (3469_35),Работы на токарно-карусельных станках (3557_35),Нарезание резьбы (3451_35),Использование контрольно-измерительных инструментов (3479_35),"Саморазвитие, обучаемость (СК) (604_4)",Подготовка станков к работе (3512_35),Выполнение расточки отверстий (3449_35),Соблюдение правил охраны труда (ОПТ) (3790_36),Трудолюбие (СК) (597_4),Доводочные операции (3452_35),Нравственность (СК) (622_4),Токарная обработка крупногабаритных деталей (3475_35),Кропотливость (СК) (623_4),Работа на станках с ЧПУ (3542_35),Технология механообработки (3506_35)
False,2.0,Республика Татарстан,0,False,20000.0,155000.0,41066.517,23600.1965,11375.9472,11093.1799,7873.9826,7025.6806,5720.6006,4045.748,3806.4833,3762.9806,3414.9593,3349.7053,3066.938,2849.4246,2610.16,2262.1386,2066.3766,2001.1226,1957.62,1631.35,1609.5987,1566.096,1566.096,1522.5933,1522.5933,1348.5827,1283.3287
False,2.0,Республика Татарстан,0,True,30000.0,30000.0,7948.3581,4567.78,2201.7962,2147.0671,1523.9966,1359.8091,1107.213,783.048,736.7387,728.3188,660.9599,648.3301,593.6009,551.5015,505.1923,437.8333,399.9439,387.3141,378.8942,315.7452,311.5352,303.1154,303.1154,294.6955,294.6955,261.016,248.3862
False,2.0,Воронежская область,2,False,20000.0,150000.0,39741.7906,22838.8998,11008.9812,10735.3354,7619.9832,6799.0457,5536.0651,3915.24,3683.6935,3641.5942,3304.7993,3241.6503,2968.0045,2757.5077,2525.9613,2189.1664,1999.7193,1936.5703,1894.471,1578.7258,1557.6761,1515.5768,1515.5768,1473.4774,1473.4774,1305.08,1241.931
False,2.0,Волгоградская область,2,False,20000.0,120000.0,31793.4325,18271.1198,8807.185,8588.2683,6095.9865,5439.2366,4428.8521,3132.192,2946.9548,2913.2753,2643.8395,2593.3202,2374.4036,2206.0062,2020.769,1751.3331,1599.7755,1549.2562,1515.5768,1262.9806,1246.1409,1212.4614,1212.4614,1178.7819,1178.7819,1044.064,993.5448
False,2.0,Волгоградская область,2,True,40000.0,40000.0,10597.8108,6090.3733,2935.7283,2862.7561,2031.9955,1813.0789,1476.284,1044.064,982.3183,971.0918,881.2798,864.4401,791.4679,735.3354,673.5897,583.7777,533.2585,516.4187,505.1923,420.9935,415.3803,404.1538,404.1538,392.9273,392.9273,348.0213,331.1816
False,2.0,Республика Башкортостан,0,False,19000.0,180000.0,47690.1488,27406.6798,13210.7774,12882.4025,9143.9798,8158.8549,6643.2781,4698.288,4420.4322,4369.913,3965.7592,3889.9804,3561.6054,3309.0093,3031.1535,2626.9997,2399.6632,2323.8844,2273.3651,1894.471,1869.2113,1818.6921,1818.6921,1768.1729,1768.1729,1566.096,1490.3171
False,2.0,Омская область,1,False,20000.0,150000.0,39741.7906,22838.8998,11008.9812,10735.3354,7619.9832,6799.0457,5536.0651,3915.24,3683.6935,3641.5942,3304.7993,3241.6503,2968.0045,2757.5077,2525.9613,2189.1664,1999.7193,1936.5703,1894.471,1578.7258,1557.6761,1515.5768,1515.5768,1473.4774,1473.4774,1305.08,1241.931
False,2.0,Омская область,1,True,40000.0,40000.0,10597.8108,6090.3733,2935.7283,2862.7561,2031.9955,1813.0789,1476.284,1044.064,982.3183,971.0918,881.2798,864.4401,791.4679,735.3354,673.5897,583.7777,533.2585,516.4187,505.1923,420.9935,415.3803,404.1538,404.1538,392.9273,392.9273,348.0213,331.1816
False,2.0,Тюменская область,1,False,20000.0,100000.0,26494.5271,15225.9332,7339.3208,7156.8903,5079.9888,4532.6972,3690.7101,2610.16,2455.7957,2427.7294,2203.1996,2161.1002,1978.6697,1838.3385,1683.9742,1459.4443,1333.1462,1291.0469,1262.9806,1052.4839,1038.4507,1010.3845,1010.3845,982.3183,982.3183,870.0533,827.954
False,2.0,Республика Марий Эл,1,False,20000.0,180000.0,47690.1488,27406.6798,13210.7774,12882.4025,9143.9798,8158.8549,6643.2781,4698.288,4420.4322,4369.913,3965.7592,3889.9804,3561.6054,3309.0093,3031.1535,2626.9997,2399.6632,2323.8844,2273.3651,1894.471,1869.2113,1818.6921,1818.6921,1768.1729,1768.1729,1566.096,1490.3171
False,2.0,Красноярский край,1,False,20000.0,155000.0,41066.517,23600.1965,11375.9472,11093.1799,7873.9826,7025.6806,5720.6006,4045.748,3806.4833,3762.9806,3414.9593,3349.7053,3066.938,2849.4246,2610.16,2262.1386,2066.3766,2001.1226,1957.62,1631.35,1609.5987,1566.096,1566.096,1522.5933,1522.5933,1348.5827,1283.3287
False,2.0,Красноярский край,1,True,30000.0,60000.0,15896.7163,9135.5599,4403.5925,4294.1342,3047.9933,2719.6183,2214.426,1566.096,1473.4774,1456.6377,1321.9197,1296.6601,1187.2018,1103.0031,1010.3845,875.6666,799.8877,774.6281,757.7884,631.4903,623.0704,606.2307,606.2307,589.391,589.391,522.032,496.7724
False,2.0,Владимирская область,1,False,20000.0,120000.0,31793.4325,18271.1198,8807.185,8588.2683,6095.9865,5439.2366,4428.8521,3132.192,2946.9548,2913.2753,2643.8395,2593.3202,2374.4036,2206.0062,2020.769,1751.3331,1599.7755,1549.2562,1515.5768,1262.9806,1246.1409,1212.4614,1212.4614,1178.7819,1178.7819,1044.064,993.5448
False,2.0,Ярославская область,1,False,20000.0,120000.0,31793.4325,18271.1198,8807.185,8588.2683,6095.9865,5439.2366,4428.8521,3132.192,2946.9548,2913.2753,2643.8395,2593.3202,2374.4036,2206.0062,2020.769,1751.3331,1599.7755,1549.2562,1515.5768,1262.9806,1246.1409,1212.4614,1212.4614,1178.7819,1178.7819,1044.064,993.5448
False,2.0,Республика Адыгея,1,False,20597.0,64000.0,16956.4973,9744.5972,4697.1653,4580.4098,3251.1928,2900.9262,2362.0544,1670.5024,1571.7092,1553.7468,1410.0477,1383.1041,1266.3486,1176.5366,1077.7435,934.0443,853.2136,826.27,808.3076,673.5897,664.6085,646.6461,646.6461,628.6837,628.6837,556.8341,529.8905
False,2.0,Челябинская область,0,False,20000.0,130000.0,34442.8852,19793.7132,9541.117,9303.9573,6603.9854,5892.5063,4797.9231,3393.208,3192.5344,3156.0483,2864.1594,2809.4303,2572.2706,2389.84,2189.1664,1897.2776,1733.0901,1678.3609,1641.8748,1368.229,1349.986,1313.4999,1313.4999,1277.0138,1277.0138,1131.0693,1076.3402
False,2.0,Челябинская область,0,True,30000.0,30000.0,7948.3581,4567.78,2201.7962,2147.0671,1523.9966,1359.8091,1107.213,783.048,736.7387,728.3188,660.9599,648.3301,593.6009,551.5015,505.1923,437.8333,399.9439,387.3141,378.8942,315.7452,311.5352,303.1154,303.1154,294.6955,294.6955,261.016,248.3862
False,2.0,Московская область,2,False,20000.0,120000.0,31793.4325,18271.1198,8807.185,8588.2683,6095.9865,5439.2366,4428.8521,3132.192,2946.9548,2913.2753,2643.8395,2593.3202,2374.4036,2206.0062,2020.769,1751.3331,1599.7755,1549.2562,1515.5768,1262.9806,1246.1409,1212.4614,1212.4614,1178.7819,1178.7819,1044.064,993.5448
False,2.0,Московская область,2,True,64000.0,75000.0,19870.8953,11419.4499,5504.4906,5367.6677,3809.9916,3399.5229,2768.0326,1957.62,1841.8468,1820.7971,1652.3997,1620.8251,1484.0022,1378.7539,1262.9806,1094.5832,999.8597,968.2852,947.2355,789.3629,778.8381,757.7884,757.7884,736.7387,736.7387,652.54,620.9655
False,2.0,Пензенская область,1,False,20000.0,140000.0,37092.3379,21316.3065,10275.0491,10019.6464,7111.9843,6345.776,5166.9941,3654.224,3438.1139,3398.8212,3084.4794,3025.5403,2770.1375,2573.6739,2357.5639,2043.222,1866.4047,1807.4656,1768.1729,1473.4774,1453.831,1414.5383,1414.5383,1375.2456,1375.2456,1218.0747,1159.1356
False,2.0,Республика Коми,1,False,20000.0,140000.0,37092.3379,21316.3065,10275.0491,10019.6464,7111.9843,6345.776,5166.9941,3654.224,3438.1139,3398.8212,3084.4794,3025.5403,2770.1375,2573.6739,2357.5639,2043.222,1866.4047,1807.4656,1768.1729,1473.4774,1453.831,1414.5383,1414.5383,1375.2456,1375.2456,1218.0747,1159.1356
False,2.0,Ленинградская область,1,False,20000.0,180000.0,47690.1488,27406.6798,13210.7774,12882.4025,9143.9798,8158.8549,6643.2781,4698.288,4420.4322,4369.913,3965.7592,3889.9804,3561.6054,3309.0093,3031.1535,2626.9997,2399.6632,2323.8844,2273.3651,1894.471,1869.2113,1818.6921,1818.6921,1768.1729,1768.1729,1566.096,1490.3171
False,2.0,Ленинградская область,1,True,60000.0,60000.0,15896.7163,9135.5599,4403.5925,4294.1342,3047.9933,2719.6183,2214.426,1566.096,1473.4774,1456.6377,1321.9197,1296.6601,1187.2018,1103.0031,1010.3845,875.6666,799.8877,774.6281,757.7884,631.4903,623.0704,606.2307,606.2307,589.391,589.391,522.032,496.7724
False,2.0,Тверская область,1,False,20000.0,137280.0,36371.6868,20902.1611,10075.4196,9824.979,6973.8086,6222.4867,5066.6068,3583.2276,3371.3163,3332.787,3024.5523,2966.7583,2716.3177,2523.6711,2311.7598,2003.5251,1830.1431,1772.3491,1733.8198,1444.8498,1425.5852,1387.0559,1387.0559,1348.5265,1348.5265,1194.4092,1136.6152
False,2.0,Белгородская область,2,False,20000.0,155000.0,41066.517,23600.1965,11375.9472,11093.1799,7873.9826,7025.6806,5720.6006,4045.748,3806.4833,3762.9806,3414.9593,3349.7053,3066.938,2849.4246,2610.16,2262.1386,2066.3766,2001.1226,1957.62,1631.35,1609.5987,1566.096,1566.096,1522.5933,1522.5933,1348.5827,1283.3287
False,2.0,Архангельская область,1,False,25000.0,100000.0,26494.5271,15225.9332,7339.3208,7156.8903,5079.9888,4532.6972,3690.7101,2610.16,2455.7957,2427.7294,2203.1996,2161.1002,1978.6697,1838.3385,1683.9742,1459.4443,1333.1462,1291.0469,1262.9806,1052.4839,1038.4507,1010.3845,1010.3845,982.3183,982.3183,870.0533,827.954
False,2.0,Ульяновская область,1,False,20000.0,180000.0,47690.1488,27406.6798,13210.7774,12882.4025,9143.9798,8158.8549,6643.2781,4698.288,4420.4322,4369.913,3965.7592,3889.9804,3561.6054,3309.0093,3031.1535,2626.9997,2399.6632,2323.8844,2273.3651,1894.471,1869.2113,1818.6921,1818.6921,1768.1729,1768.1729,1566.096,1490.3171
False,2.0,Ульяновская область,1,True,40000.0,40000.0,10597.8108,6090.3733,2935.7283,2862.7561,2031.9955,1813.0789,1476.284,1044.064,982.3183,971.0918,881.2798,864.4401,791.4679,735.3354,673.5897,583.7777,533.2585,516.4187,505.1923,420.9935,415.3803,404.1538,404.1538,392.9273,392.9273,348.0213,331.1816
False,2.0,Республика Мордовия,1,False,20000.0,180000.0,47690.1488,27406.6798,13210.7774,12882.4025,9143.9798,8158.8549,6643.2781,4698.288,4420.4322,4369.913,3965.7592,3889.9804,3561.6054,3309.0093,3031.1535,2626.9997,2399.6632,2323.8844,2273.3651,1894.471,1869.2113,1818.6921,1818.6921,1768.1729,1768.1729,1566.096,1490.3171
False,2.0,Хабаровский край,1,False,20000.0,100000.0,26494.5271,15225.9332,7339.3208,7156.8903,5079.9888,4532.6972,3690.7101,2610.16,2455.7957,2427.7294,2203.1996,2161.1002,1978.6697,1838.3385,1683.9742,1459.4443,1333.1462,1291.0469,1262.9806,1052.4839,1038.4507,1010.3845,1010.3845,982.3183,982.3183,870.0533,827.954
False,2.0,Кировская область,1,False,20000.0,180000.0,47690.1488,27406.6798,13210.7774,12882.4025,9143.9798,8158.8549,6643.2781,4698.288,4420.4322,4369.913,3965.7592,3889.9804,3561.6054,3309.0093,3031.1535,2626.9997,2399.6632,2323.8844,2273.3651,1894.471,1869.2113,1818.6921,1818.6921,1768.1729,1768.1729,1566.096,1490.3171
False,2.0,Кировская область,1,True,30000.0,30000.0,7948.3581,4567.78,2201.7962,2147.0671,1523.9966,1359.8091,1107.213,783.048,736.7387,728.3188,660.9599,648.3301,593.6009,551.5015,505.1923,437.8333,399.9439,387.3141,378.8942,315.7452,311.5352,303.1154,303.1154,294.6955,294.6955,261.016,248.3862
False,2.0,Рязанская область,1,False,55.0,137280.0,36371.6868,20902.1611,10075.4196,9824.979,6973.8086,6222.4867,5066.6068,3583.2276,3371.3163,3332.787,3024.5523,2966.7583,2716.3177,2523.6711,2311.7598,2003.5251,1830.1431,1772.3491,1733.8198,1444.8498,1425.5852,1387.0559,1387.0559,1348.5265,1348.5265,1194.4092,1136.6152
False,2.0,Камчатский край,1,False,20000.0,100000.0,26494.5271,15225.9332,7339.3208,7156.8903,5079.9888,4532.6972,3690.7101,2610.16,2455.7957,2427.7294,2203.1996,2161.1002,1978.6697,1838.3385,1683.9742,1459.4443,1333.1462,1291.0469,1262.9806,1052.4839,1038.4507,1010.3845,1010.3845,982.3183,982.3183,870.0533,827.954
False,2.0,Республика Саха (Якутия),1,False,20000.0,130000.0,34442.8852,19793.7132,9541.117,9303.9573,6603.9854,5892.5063,4797.9231,3393.208,3192.5344,3156.0483,2864.1594,2809.4303,2572.2706,2389.84,2189.1664,1897.2776,1733.0901,1678.3609,1641.8748,1368.229,1349.986,1313.4999,1313.4999,1277.0138,1277.0138,1131.0693,1076.3402
False,2.0,Республика Дагестан,1,False,20000.0,40000.0,10597.8108,6090.3733,2935.7283,2862.7561,2031.9955,1813.0789,1476.284,1044.064,982.3183,971.0918,881.2798,864.4401,791.4679,735.3354,673.5897,583.7777,533.2585,516.4187,505.1923,420.9935,415.3803,404.1538,404.1538,392.9273,392.9273,348.0213,331.1816
False,2.0,Амурская область,1,False,20000.0,100000.0,26494.5271,15225.9332,7339.3208,7156.8903,5079.9888,4532.6972,3690.7101,2610.16,2455.7957,2427.7294,2203.1996,2161.1002,1978.6697,1838.3385,1683.9742,1459.4443,1333.1462,1291.0469,1262.9806,1052.4839,1038.4507,1010.3845,1010.3845,982.3183,982.3183,870.0533,827.954
False,2.0,Астраханская область,1,False,20000.0,120000.0,31793.4325,18271.1198,8807.185,8588.2683,6095.9865,5439.2366,4428.8521,3132.192,2946.9548,2913.2753,2643.8395,2593.3202,2374.4036,2206.0062,2020.769,1751.3331,1599.7755,1549.2562,1515.5768,1262.9806,1246.1409,1212.4614,1212.4614,1178.7819,1178.7819,1044.064,993.5448
False,2.0,Забайкальский край,1,False,20000.0,100000.0,26494.5271,15225.9332,7339.3208,7156.8903,5079.9888,4532.6972,3690.7101,2610.16,2455.7957,2427.7294,2203.1996,2161.1002,1978.6697,1838.3385,1683.9742,1459.4443,1333.1462,1291.0469,1262.9806,1052.4839,1038.4507,1010.3845,1010.3845,982.3183,982.3183,870.0533,827.954
False,2.0,Забайкальский край,1,True,64000.0,64000.0,16956.4973,9744.5972,4697.1653,4580.4098,3251.1928,2900.9262,2362.0544,1670.5024,1571.7092,1553.7468,1410.0477,1383.1041,1266.3486,1176.5366,1077.7435,934.0443,853.2136,826.27,808.3076,673.5897,664.6085,646.6461,646.6461,628.6837,628.6837,556.8341,529.8905
False,2.0,Курская область,2,False,20000.0,137280.0,36371.6868,20902.1611,10075.4196,9824.979,6973.8086,6222.4867,5066.6068,3583.2276,3371.3163,3332.787,3024.5523,2966.7583,2716.3177,2523.6711,2311.7598,2003.5251,1830.1431,1772.3491,1733.8198,1444.8498,1425.5852,1387.0559,1387.0559,1348.5265,1348.5265,1194.4092,1136.6152
False,2.0,Курская область,2,True,60000.0,60000.0,15896.7163,9135.5599,4403.5925,4294.1342,3047.9933,2719.6183,2214.426,1566.096,1473.4774,1456.6377,1321.9197,1296.6601,1187.2018,1103.0031,1010.3845,875.6666,799.8877,774.6281,757.7884,631.4903,623.0704,606.2307,606.2307,589.391,589.391,522.032,496.7724
False,2.0,Еврейская автономная область,1,False,20000.0,64000.0,16956.4973,9744.5972,4697.1653,4580.4098,3251.1928,2900.9262,2362.0544,1670.5024,1571.7092,1553.7468,1410.0477,1383.1041,1266.3486,1176.5366,1077.7435,934.0443,853.2136,826.27,808.3076,673.5897,664.6085,646.6461,646.6461,628.6837,628.6837,556.8341,529.8905
False,2.0,Мурманская область,1,False,20000.0,180000.0,47690.1488,27406.6798,13210.7774,12882.4025,9143.9798,8158.8549,6643.2781,4698.288,4420.4322,4369.913,3965.7592,3889.9804,3561.6054,3309.0093,3031.1535,2626.9997,2399.6632,2323.8844,2273.3651,1894.471,1869.2113,1818.6921,1818.6921,1768.1729,1768.1729,1566.096,1490.3171
False,2.0,Ямало-Ненецкий автономный округ,1,False,25000.0,80000.0,21195.6217,12180.7466,5871.4566,5725.5122,4063.991,3626.1577,2952.5681,2088.128,1964.6365,1942.1836,1762.5596,1728.8802,1582.9357,1470.6708,1347.1793,1167.5554,1066.517,1032.8375,1010.3845,841.9871,830.7606,808.3076,808.3076,785.8546,785.8546,696.0427,662.3632
False,2.0,Чукотский автономный округ,1,False,30000.0,40000.0,10597.8108,6090.3733,2935.7283,2862.7561,2031.9955,1813.0789,1476.284,1044.064,982.3183,971.0918,881.2798,864.4401,791.4679,735.3354,673.5897,583.7777,533.2585,516.4187,505.1923,420.9935,415.3803,404.1538,404.1538,392.9273,392.9273,348.0213,331.1816
False,2.0,Чеченская Республика,1,False,40000.0,77000.0,20400.7859,11723.9686,5651.277,5510.8055,3911.5914,3490.1768,2841.8468,2009.8232,1890.9627,1869.3517,1696.4637,1664.0472,1523.5756,1415.5206,1296.6601,1123.7721,1026.5226,994.1061,972.4951,810.4126,799.6071,777.9961,777.9961,756.3851,756.3851,669.9411,637.5246
False,2.0,Пермский край,1,False,16242.0,167000.0,44245.8602,25427.3084,12256.6657,11952.0067,8483.5813,7569.6043,6163.4858,4358.9672,4101.1788,4054.3082,3679.3433,3609.0373,3304.3783,3070.0253,2812.2369,2437.272,2226.3542,2156.0483,2109.1777,1757.648,1734.2127,1687.3421,1687.3421,1640.4715,1640.4715,1452.9891,1382.6831
False,2.0,Пермский край,1,True,40000.0,40000.0,10597.8108,6090.3733,2935.7283,2862.7561,2031.9955,1813.0789,1476.284,1044.064,982.3183,971.0918,881.2798,864.4401,791.4679,735.3354,673.5897,583.7777,533.2585,516.4187,505.1923,420.9935,415.3803,404.1538,404.1538,392.9273,392.9273,348.0213,331.1816
False,2.0,Курганская область,1,False,20000.0,110000.0,29143.9798,16748.5265,8073.2529,7872.5793,5587.9877,4985.9669,4059.7811,2871.176,2701.3752,2670.5024,2423.5195,2377.2102,2176.5366,2022.1723,1852.3716,1605.3887,1466.4608,1420.1516,1389.2787,1157.7322,1142.2958,1111.423,1111.423,1080.5501,1080.5501,957.0587,910.7494
False,2.0,Город федерального значения Москва,0,False,20000.0,200000.0,52989.0542,30451.8664,14678.6416,14313.7805,10159.9775,9065.3943,7381.4202,5220.32,4911.5914,4855.4589,4406.3991,4322.2004,3957.3393,3676.677,3367.9484,2918.8886,2666.2925,2582.0937,2525.9613,2104.9677,2076.9015,2020.769,2020.769,1964.6365,1964.6365,1740.1067,1655.9079
False,2.0,Город федерального значения Москва,0,True,82000.0,82000.0,21725.5122,12485.2652,6018.2431,5868.65,4165.5908,3716.8117,3026.3823,2140.3312,2013.7525,1990.7381,1806.6236,1772.1022,1622.5091,1507.4376,1380.8588,1196.7443,1093.1799,1058.6584,1035.6441,863.0368,851.5296,828.5153,828.5153,805.501,805.501,713.4437,678.9223
False,2.0,Калужская область,1,False,20000.0,180000.0,47690.1488,27406.6798,13210.7774,12882.4025,9143.9798,8158.8549,6643.2781,4698.288,4420.4322,4369.913,3965.7592,3889.9804,3561.6054,3309.0093,3031.1535,2626.9997,2399.6632,2323.8844,2273.3651,1894.471,1869.2113,1818.6921,1818.6921,1768.1729,1768.1729,1566.096,1490.3171
False,2.0,Псковская область,1,False,20000.0,110000.0,29143.9798,16748.5265,8073.2529,7872.5793,5587.9877,4985.9669,4059.7811,2871.176,2701.3752,2670.5024,2423.5195,2377.2102,2176.5366,2022.1723,1852.3716,1605.3887,1466.4608,1420.1516,1389.2787,1157.7322,1142.2958,1111.423,1111.423,1080.5501,1080.5501,957.0587,910.7494
False,2.0,Ивановская область,1,False,20000.0,88000.0,23315.1838,13398.8212,6458.6023,6298.0634,4470.3901,3988.7735,3247.8249,2296.9408,2161.1002,2136.4019,1938.8156,1901.7682,1741.2293,1617.7379,1481.8973,1284.311,1173.1687,1136.1212,1111.423,926.1858,913.8367,889.1384,889.1384,864.4401,864.4401,765.6469,728.5995
False,2.0,Брянская область,1,False,20000.0,166000.0,43980.915,25275.0491,12183.2725,11880.4378,8432.7814,7524.2773,6126.5787,4332.8656,4076.6208,4030.0309,3657.3113,3587.4263,3284.5916,3051.6419,2795.3971,2422.6775,2213.0227,2143.1378,2096.5479,1747.1232,1723.8282,1677.2383,1677.2383,1630.6483,1630.6483,1444.2885,1374.4036
False,2.0,Республика Тыва,1,False,60000.0,60000.0,15896.7163,9135.5599,4403.5925,4294.1342,3047.9933,2719.6183,2214.426,1566.096,1473.4774,1456.6377,1321.9197,1296.6601,1187.2018,1103.0031,1010.3845,875.6666,799.8877,774.6281,757.7884,631.4903,623.0704,606.2307,606.2307,589.391,589.391,522.032,496.7724
False,2.0,Тульская область,1,False,20000.0,160000.0,42391.2433,24361.4931,11742.9133,11451.0244,8127.982,7252.3155,5905.1361,4176.256,3929.2731,3884.3671,3525.1193,3457.7603,3165.8715,2941.3416,2694.3587,2335.1109,2133.034,2065.675,2020.769,1683.9742,1661.5212,1616.6152,1616.6152,1571.7092,1571.7092,1392.0853,1324.7264
False,2.0,Магаданская область,1,False,20000.0,110000.0,29143.9798,16748.5265,8073.2529,7872.5793,5587.9877,4985.9669,4059.7811,2871.176,2701.3752,2670.5024,2423.5195,2377.2102,2176.5366,2022.1723,1852.3716,1605.3887,1466.4608,1420.1516,1389.2787,1157.7322,1142.2958,1111.423,1111.423,1080.5501,1080.5501,957.0587,910.7494
False,2.0,Орловская область,1,False,20000.0,160000.0,42391.2433,24361.4931,11742.9133,11451.0244,8127.982,7252.3155,5905.1361,4176.256,3929.2731,3884.3671,3525.1193,3457.7603,3165.8715,2941.3416,2694.3587,2335.1109,2133.034,2065.675,2020.769,1683.9742,1661.5212,1616.6152,1616.6152,1571.7092,1571.7092,1392.0853,1324.7264
False,2.0,Республика Бурятия,1,False,20000.0,110000.0,29143.9798,16748.5265,8073.2529,7872.5793,5587.9877,4985.9669,4059.7811,2871.176,2701.3752,2670.5024,2423.5195,2377.2102,2176.5366,2022.1723,1852.3716,1605.3887,1466.4608,1420.1516,1389.2787,1157.7322,1142.2958,1111.423,1111.423,1080.5501,1080.5501,957.0587,910.7494
False,2.0,Смоленская область,1,False,20000.0,166000.0,43980.915,25275.0491,12183.2725,11880.4378,8432.7814,7524.2773,6126.5787,4332.8656,4076.6208,4030.0309,3657.3113,3587.4263,3284.5916,3051.6419,2795.3971,2422.6775,2213.0227,2143.1378,2096.5479,1747.1232,1723.8282,1677.2383,1677.2383,1630.6483,1630.6483,1444.2885,1374.4036
False,2.0,Костромская область,1,False,20000.0,120000.0,31793.4325,18271.1198,8807.185,8588.2683,6095.9865,5439.2366,4428.8521,3132.192,2946.9548,2913.2753,2643.8395,2593.3202,2374.4036,2206.0062,2020.769,1751.3331,1599.7755,1549.2562,1515.5768,1262.9806,1246.1409,1212.4614,1212.4614,1178.7819,1178.7819,1044.064,993.5448
False,2.0,Республика Карелия,1,False,25000.0,130000.0,34442.8852,19793.7132,9541.117,9303.9573,6603.9854,5892.5063,4797.9231,3393.208,3192.5344,3156.0483,2864.1594,2809.4303,2572.2706,2389.84,2189.1664,1897.2776,1733.0901,1678.3609,1641.8748,1368.229,1349.986,1313.4999,1313.4999,1277.0138,1277.0138,1131.0693,1076.3402
False,2.0,Республика Калмыкия,1,False,23000.0,75000.0,19870.8953,11419.4499,5504.4906,5367.6677,3809.9916,3399.5229,2768.0326,1957.62,1841.8468,1820.7971,1652.3997,1620.8251,1484.0022,1378.7539,1262.9806,1094.5832,999.8597,968.2852,947.2355,789.3629,778.8381,757.7884,757.7884,736.7387,736.7387,652.54,620.9655
False,2.0,Тамбовская область,2,False,20000.0,140000.0,37092.3379,21316.3065,10275.0491,10019.6464,7111.9843,6345.776,5166.9941,3654.224,3438.1139,3398.8212,3084.4794,3025.5403,2770.1375,2573.6739,2357.5639,2043.222,1866.4047,1807.4656,1768.1729,1473.4774,1453.831,1414.5383,1414.5383,1375.2456,1375.2456,1218.0747,1159.1356
False,2.0,Новгородская область,1,False,20000.0,95000.0,25169.8007,14464.6365,6972.3548,6799.0457,4825.9893,4306.0623,3506.1746,2479.652,2333.0059,2306.343,2093.0396,2053.0452,1879.7362,1746.4216,1599.7755,1386.4721,1266.4889,1226.4945,1199.8316,999.8597,986.5282,959.8653,959.8653,933.2024,933.2024,826.5507,786.5563
False,2.0,Республика Ингушетия,1,False,63000.0,63000.0,16691.5521,9592.3379,4623.7721,4508.8409,3200.3929,2855.5992,2325.1473,1644.4008,1547.1513,1529.4695,1388.0157,1361.4931,1246.5619,1158.1532,1060.9037,919.4499,839.8821,813.3595,795.6778,663.0648,654.224,636.5422,636.5422,618.8605,618.8605,548.1336,521.611
False,2.0,Республика Алтай,1,False,80000.0,82000.0,21725.5122,12485.2652,6018.2431,5868.65,4165.5908,3716.8117,3026.3823,2140.3312,2013.7525,1990.7381,1806.6236,1772.1022,1622.5091,1507.4376,1380.8588,1196.7443,1093.1799,1058.6584,1035.6441,863.0368,851.5296,828.5153,828.5153,805.501,805.501,713.4437,678.9223
False,2.0,Луганская область,1,False,20000.0,20000.0,5298.9054,3045.1866,1467.8642,1431.3781,1015.9978,906.5394,738.142,522.032,491.1591,485.5459,440.6399,432.22,395.7339,367.6677,336.7948,291.8889,266.6292,258.2094,252.5961,210.4968,207.6901,202.0769,202.0769,196.4637,196.4637,174.0107,165.5908
False,2.0,Донецкая область,1,False,53000.0,65000.0,17221.4426,9896.8566,4770.5585,4651.9787,3301.9927,2946.2532,2398.9615,1696.604,1596.2672,1578.0241,1432.0797,1404.7151,1286.1353,1194.92,1094.5832,948.6388,866.545,839.1805,820.9374,684.1145,674.993,656.7499,656.7499,638.5069,638.5069,565.5347,538.1701
False,2.0,Ненецкий автономный округ,1,False,75000.0,75000.0,19870.8953,11419.4499,5504.4906,5367.6677,3809.9916,3399.5229,2768.0326,1957.62,1841.8468,1820.7971,1652.3997,1620.8251,1484.0022,1378.7539,1262.9806,1094.5832,999.8597,968.2852,947.2355,789.3629,778.8381,757.7884,757.7884,736.7387,736.7387,652.54,620.9655
False,2.0,Херсонская область,1,False,50000.0,60000.0,15896.7163,9135.5599,4403.5925,4294.1342,3047.9933,2719.6183,2214.426,1566.096,1473.4774,1456.6377,1321.9197,1296.6601,1187.2018,1103.0031,1010.3845,875.6666,799.8877,774.6281,757.7884,631.4903,623.0704,606.2307,606.2307,589.391,589.391,522.032,496.7724
False,0.0,Республика Северная Осетия,1,False,13890.0,30000.0,7948.3581,4567.78,2201.7962,2147.0671,1523.9966,1359.8091,1107.213,783.048,736.7387,728.3188,660.9599,648.3301,593.6009,551.5015,505.1923,437.8333,399.9439,387.3141,378.8942,315.7452,311.5352,303.1154,303.1154,294.6955,294.6955,261.016,248.3862
