is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)","Личные установки и ценности, мировоззрение (2043_4)","Проведение диагностики, техосмотра и ремонта оборудования и механизмов (7245_35)","Организаторские способности, лидерство (СК) (393_4)",Дисциплинированность (СК) (593_4),Ремонт оборудования (4132_35),Коммуникабельность (СК) (617_4),Английский язык (ЯС) (1918_32),Навыки руководящей работы (6700_35),Выполнение ремонтных работ (ОПТ) (8285_36),Техническое обслуживание оборудования (4130_35),Ведение учета (4195_35),Организация ремонта автотранспорта (7299_35),Знание компьютерных программ (3753_35),"Саморазвитие, обучаемость (СК) (604_4)",Умение читать конструкторскую и технологическую документацию (3439_35),Обеспечение правильной эксплуатации оборудования (7278_35),Разработка мероприятий по достижению безаварийной работы (7287_35),Разработка графиков выполнения работ (6081_35),Знание нормативной и методической документации (4566_35),Уметь контролировать качество ремонтных работ (7384_35),Подготовка отчетной документации (6585_35),Уметь проводить монтаж и пуско-наладку металлообрабатывающих станков (7402_35),Чтение схем/чертежей (ОПТ) (3032_36),Аккуратность (СК) (575_4),Кропотливость (СК) (623_4),"Знать конструкцию, режимы работы и правила эксплуатации оборудования (7374_35)",Командность (СК) (1371_4),Определять потребность в запасных частях для оборудования (7326_35),Обеспечение бесперебойной работы оборудования (4218_35),Стрессоустойчивость (СК) (601_4),Соблюдение правил охраны труда (ОПТ) (3790_36),Целеустремленность (СК) (588_4),Оформление дефектных ведомостей (4560_35),Оформлять заявки на приобретение материалов и запасных частей (7239_35),Уметь контролировать качество технического обслуживания (7385_35),Ведение документации (4135_35),Разработка ремонтной документации (6266_35),Знание основ технических наук (4136_35),Разработка мероприятий по повышению эффективности производства (6739_35),Внимательность (СК) (536_4),Высокая работоспособность (СК) (586_4),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Контроль за работой и техническим состоянием оборудования (4119_35),Эксплуатация станочного оборудования (3579_35),Обслуживание холодильного оборудования (7375_35),Разработка и внедрение мероприятий по снижению себестоимости продукции (6581_35),Трудолюбие (СК) (597_4)
False,1.0,Мурманская область,1,False,34904.75,120000.0,16455.9933,7805.5323,7342.8332,5471.9195,4787.9296,4466.052,3802.1794,3681.4753,3419.9497,2756.0771,2675.6077,2595.1383,2454.3168,2393.9648,2313.4954,2233.026,2212.9086,2172.6739,2051.9698,1931.2657,1850.7963,1850.7963,1790.4443,1709.9749,1589.2707,1569.1534,1508.8013,1488.684,1408.2146,1408.2146,1388.0972,1327.7452,1307.6278,1267.3931,1207.0411,1207.0411,1207.0411,1186.9237,1166.8064,1126.5717,1126.5717,1086.337,1046.1023,1046.1023,1025.9849,1025.9849,1025.9849,1025.9849
False,1.0,Луганская область,1,False,55000.0,55000.0,7542.3303,3577.5356,3365.4652,2507.9631,2194.4677,2046.9405,1742.6655,1687.3428,1567.4769,1263.202,1226.3202,1189.4384,1124.8952,1097.2339,1060.3521,1023.4702,1014.2498,995.8089,940.4862,885.1635,848.2816,848.2816,820.6203,783.7385,728.4158,719.1953,691.5339,682.3135,645.4317,645.4317,636.2112,608.5499,599.3294,580.8885,553.2272,553.2272,553.2272,544.0067,534.7863,516.3453,516.3453,497.9044,479.4635,479.4635,470.2431,470.2431,470.2431,470.2431
False,1.0,Ямало-Ненецкий автономный округ,1,False,30325.0,131500.0,18033.026,8553.5624,8046.5214,5996.3118,5246.7728,4894.0486,4166.5549,4034.2833,3747.6949,3020.2012,2932.0201,2843.8391,2689.5222,2623.3864,2535.2054,2447.0243,2424.979,2380.8885,2248.6169,2116.3453,2028.1643,2028.1643,1962.0285,1873.8474,1741.5759,1719.5306,1653.3948,1631.3495,1543.1685,1543.1685,1521.1232,1454.9874,1432.9422,1388.8516,1322.7158,1322.7158,1322.7158,1300.6706,1278.6253,1234.5348,1234.5348,1190.4443,1146.3537,1146.3537,1124.3085,1124.3085,1124.3085,1124.3085
False,0.0,Костромская область,1,False,12000.0,40000.0,5485.3311,2601.8441,2447.6111,1823.9732,1595.9765,1488.684,1267.3931,1227.1584,1139.9832,918.6924,891.8692,865.0461,818.1056,797.9883,771.1651,744.342,737.6362,724.2246,683.9899,643.7552,616.9321,616.9321,596.8148,569.9916,529.7569,523.0511,502.9338,496.228,469.4049,469.4049,462.6991,442.5817,435.8759,422.4644,402.347,402.347,402.347,395.6412,388.9355,375.5239,375.5239,362.1123,348.7008,348.7008,341.995,341.995,341.995,341.995
False,0.0,Республика Крым,1,False,18000.0,28000.0,3839.7318,1821.2909,1713.3277,1276.7812,1117.1836,1042.0788,887.1752,859.0109,797.9883,643.0847,624.3085,605.5323,572.6739,558.5918,539.8156,521.0394,516.3453,506.9573,478.793,450.6287,431.8525,431.8525,417.7703,398.9941,370.8298,366.1358,352.0536,347.3596,328.5834,328.5834,323.8894,309.8072,305.1132,295.7251,281.6429,281.6429,281.6429,276.9489,272.2548,262.8667,262.8667,253.4786,244.0905,244.0905,239.3965,239.3965,239.3965,239.3965
False,0.0,Республика Дагестан,1,False,12792.0,25000.0,3428.3319,1626.1526,1529.7569,1139.9832,997.4853,930.4275,792.1207,766.974,712.4895,574.1827,557.4183,540.6538,511.316,498.7427,481.9782,465.2137,461.0226,452.6404,427.4937,402.347,385.5826,385.5826,373.0092,356.2448,331.0981,326.907,314.3336,310.1425,293.378,293.378,289.1869,276.6136,272.4225,264.0402,251.4669,251.4669,251.4669,247.2758,243.0847,234.7024,234.7024,226.3202,217.938,217.938,213.7469,213.7469,213.7469,213.7469
False,0.0,Карачаево-Черкесская Республика,1,False,11280.0,35000.0,4799.6647,2276.6136,2141.6597,1595.9765,1396.4795,1302.5985,1108.969,1073.7636,997.4853,803.8558,780.3856,756.9153,715.8424,698.2397,674.7695,651.2992,645.4317,633.6966,598.4912,563.2858,539.8156,539.8156,522.2129,498.7427,463.5373,457.6697,440.0671,434.1995,410.7293,410.7293,404.8617,387.259,381.3915,369.6563,352.0536,352.0536,352.0536,346.1861,340.3185,328.5834,328.5834,316.8483,305.1132,305.1132,299.2456,299.2456,299.2456,299.2456
False,0.0,Республика Алтай,1,False,25000.0,25000.0,3428.3319,1626.1526,1529.7569,1139.9832,997.4853,930.4275,792.1207,766.974,712.4895,574.1827,557.4183,540.6538,511.316,498.7427,481.9782,465.2137,461.0226,452.6404,427.4937,402.347,385.5826,385.5826,373.0092,356.2448,331.0981,326.907,314.3336,310.1425,293.378,293.378,289.1869,276.6136,272.4225,264.0402,251.4669,251.4669,251.4669,247.2758,243.0847,234.7024,234.7024,226.3202,217.938,217.938,213.7469,213.7469,213.7469,213.7469
False,0.0,Кабардино-Балкарская Республика,1,False,18000.0,25000.0,3428.3319,1626.1526,1529.7569,1139.9832,997.4853,930.4275,792.1207,766.974,712.4895,574.1827,557.4183,540.6538,511.316,498.7427,481.9782,465.2137,461.0226,452.6404,427.4937,402.347,385.5826,385.5826,373.0092,356.2448,331.0981,326.907,314.3336,310.1425,293.378,293.378,289.1869,276.6136,272.4225,264.0402,251.4669,251.4669,251.4669,247.2758,243.0847,234.7024,234.7024,226.3202,217.938,217.938,213.7469,213.7469,213.7469,213.7469
False,0.0,Республика Мордовия,1,False,14250.0,40000.0,5485.3311,2601.8441,2447.6111,1823.9732,1595.9765,1488.684,1267.3931,1227.1584,1139.9832,918.6924,891.8692,865.0461,818.1056,797.9883,771.1651,744.342,737.6362,724.2246,683.9899,643.7552,616.9321,616.9321,596.8148,569.9916,529.7569,523.0511,502.9338,496.228,469.4049,469.4049,462.6991,442.5817,435.8759,422.4644,402.347,402.347,402.347,395.6412,388.9355,375.5239,375.5239,362.1123,348.7008,348.7008,341.995,341.995,341.995,341.995
False,0.0,Ростовская область,0,False,15000.0,50000.0,6856.6639,3252.3051,3059.5138,2279.9665,1994.9707,1860.855,1584.2414,1533.948,1424.979,1148.3655,1114.8365,1081.3076,1022.632,997.4853,963.9564,930.4275,922.0453,905.2808,854.9874,804.694,771.1651,771.1651,746.0184,712.4895,662.1961,653.8139,628.6672,620.285,586.7561,586.7561,578.3738,553.2272,544.8449,528.0805,502.9338,502.9338,502.9338,494.5516,486.1693,469.4049,469.4049,452.6404,435.8759,435.8759,427.4937,427.4937,427.4937,427.4937
False,0.0,Кировская область,1,False,14250.0,40000.0,5485.3311,2601.8441,2447.6111,1823.9732,1595.9765,1488.684,1267.3931,1227.1584,1139.9832,918.6924,891.8692,865.0461,818.1056,797.9883,771.1651,744.342,737.6362,724.2246,683.9899,643.7552,616.9321,616.9321,596.8148,569.9916,529.7569,523.0511,502.9338,496.228,469.4049,469.4049,462.6991,442.5817,435.8759,422.4644,402.347,402.347,402.347,395.6412,388.9355,375.5239,375.5239,362.1123,348.7008,348.7008,341.995,341.995,341.995,341.995
False,0.0,Ивановская область,1,False,14250.0,48601.5,6664.883,3161.3381,2973.9392,2216.1958,1939.1713,1808.8069,1539.9302,1491.0435,1385.1224,1116.2457,1083.6546,1051.0635,994.029,969.5857,936.9946,904.4034,896.2557,879.9601,831.0734,782.1868,749.5956,749.5956,725.1523,692.5612,643.6745,635.5267,611.0834,602.9356,570.3445,570.3445,562.1967,537.7534,529.6056,513.3101,488.8667,488.8667,488.8667,480.7189,472.5712,456.2756,456.2756,439.9801,423.6845,423.6845,415.5367,415.5367,415.5367,415.5367
False,0.0,Волгоградская область,2,False,17250.0,50000.0,6856.6639,3252.3051,3059.5138,2279.9665,1994.9707,1860.855,1584.2414,1533.948,1424.979,1148.3655,1114.8365,1081.3076,1022.632,997.4853,963.9564,930.4275,922.0453,905.2808,854.9874,804.694,771.1651,771.1651,746.0184,712.4895,662.1961,653.8139,628.6672,620.285,586.7561,586.7561,578.3738,553.2272,544.8449,528.0805,502.9338,502.9338,502.9338,494.5516,486.1693,469.4049,469.4049,452.6404,435.8759,435.8759,427.4937,427.4937,427.4937,427.4937
False,0.0,Рязанская область,1,False,18000.0,60000.0,8227.9966,3902.7661,3671.4166,2735.9598,2393.9648,2233.026,1901.0897,1840.7376,1709.9749,1378.0386,1337.8039,1297.5692,1227.1584,1196.9824,1156.7477,1116.513,1106.4543,1086.337,1025.9849,965.6329,925.3982,925.3982,895.2221,854.9874,794.6354,784.5767,754.4007,744.342,704.1073,704.1073,694.0486,663.8726,653.8139,633.6966,603.5205,603.5205,603.5205,593.4619,583.4032,563.2858,563.2858,543.1685,523.0511,523.0511,512.9925,512.9925,512.9925,512.9925
False,0.0,Тверская область,1,False,14250.0,70000.0,9599.3294,4553.2272,4283.3194,3191.9531,2792.9589,2605.197,2217.938,2147.5272,1994.9707,1607.7117,1560.7712,1513.8307,1431.6848,1396.4795,1349.539,1302.5985,1290.8634,1267.3931,1196.9824,1126.5717,1079.6312,1079.6312,1044.4258,997.4853,927.0746,915.3395,880.1341,868.399,821.4585,821.4585,809.7234,774.518,762.7829,739.3127,704.1073,704.1073,704.1073,692.3722,680.637,657.1668,657.1668,633.6966,610.2263,610.2263,598.4912,598.4912,598.4912,598.4912
False,0.0,Саратовская область,2,False,15000.0,40000.0,5485.3311,2601.8441,2447.6111,1823.9732,1595.9765,1488.684,1267.3931,1227.1584,1139.9832,918.6924,891.8692,865.0461,818.1056,797.9883,771.1651,744.342,737.6362,724.2246,683.9899,643.7552,616.9321,616.9321,596.8148,569.9916,529.7569,523.0511,502.9338,496.228,469.4049,469.4049,462.6991,442.5817,435.8759,422.4644,402.347,402.347,402.347,395.6412,388.9355,375.5239,375.5239,362.1123,348.7008,348.7008,341.995,341.995,341.995,341.995
False,0.0,Воронежская область,2,False,14250.0,48601.5,6664.883,3161.3381,2973.9392,2216.1958,1939.1713,1808.8069,1539.9302,1491.0435,1385.1224,1116.2457,1083.6546,1051.0635,994.029,969.5857,936.9946,904.4034,896.2557,879.9601,831.0734,782.1868,749.5956,749.5956,725.1523,692.5612,643.6745,635.5267,611.0834,602.9356,570.3445,570.3445,562.1967,537.7534,529.6056,513.3101,488.8667,488.8667,488.8667,480.7189,472.5712,456.2756,456.2756,439.9801,423.6845,423.6845,415.5367,415.5367,415.5367,415.5367
False,0.0,Вологодская область,1,False,15000.0,60000.0,8227.9966,3902.7661,3671.4166,2735.9598,2393.9648,2233.026,1901.0897,1840.7376,1709.9749,1378.0386,1337.8039,1297.5692,1227.1584,1196.9824,1156.7477,1116.513,1106.4543,1086.337,1025.9849,965.6329,925.3982,925.3982,895.2221,854.9874,794.6354,784.5767,754.4007,744.342,704.1073,704.1073,694.0486,663.8726,653.8139,633.6966,603.5205,603.5205,603.5205,593.4619,583.4032,563.2858,563.2858,543.1685,523.0511,523.0511,512.9925,512.9925,512.9925,512.9925
False,0.0,Брянская область,1,False,18000.0,58000.0,7953.7301,3772.6739,3549.036,2644.7611,2314.166,2158.5918,1837.72,1779.3797,1652.9757,1332.1039,1293.2104,1254.3168,1186.2531,1157.083,1118.1894,1079.2959,1069.5725,1050.1257,991.7854,933.4451,894.5516,894.5516,865.3814,826.4878,768.1475,758.4241,729.254,719.5306,680.637,680.637,670.9137,641.7435,632.0201,612.5733,583.4032,583.4032,583.4032,573.6798,563.9564,544.5096,544.5096,525.0629,505.6161,505.6161,495.8927,495.8927,495.8927,495.8927
False,0.0,Удмуртская Республика,1,False,14250.0,40000.0,5485.3311,2601.8441,2447.6111,1823.9732,1595.9765,1488.684,1267.3931,1227.1584,1139.9832,918.6924,891.8692,865.0461,818.1056,797.9883,771.1651,744.342,737.6362,724.2246,683.9899,643.7552,616.9321,616.9321,596.8148,569.9916,529.7569,523.0511,502.9338,496.228,469.4049,469.4049,462.6991,442.5817,435.8759,422.4644,402.347,402.347,402.347,395.6412,388.9355,375.5239,375.5239,362.1123,348.7008,348.7008,341.995,341.995,341.995,341.995
False,0.0,Тульская область,1,False,14250.0,50000.0,6856.6639,3252.3051,3059.5138,2279.9665,1994.9707,1860.855,1584.2414,1533.948,1424.979,1148.3655,1114.8365,1081.3076,1022.632,997.4853,963.9564,930.4275,922.0453,905.2808,854.9874,804.694,771.1651,771.1651,746.0184,712.4895,662.1961,653.8139,628.6672,620.285,586.7561,586.7561,578.3738,553.2272,544.8449,528.0805,502.9338,502.9338,502.9338,494.5516,486.1693,469.4049,469.4049,452.6404,435.8759,435.8759,427.4937,427.4937,427.4937,427.4937
False,0.0,Нижегородская область,0,False,17250.0,48601.5,6664.883,3161.3381,2973.9392,2216.1958,1939.1713,1808.8069,1539.9302,1491.0435,1385.1224,1116.2457,1083.6546,1051.0635,994.029,969.5857,936.9946,904.4034,896.2557,879.9601,831.0734,782.1868,749.5956,749.5956,725.1523,692.5612,643.6745,635.5267,611.0834,602.9356,570.3445,570.3445,562.1967,537.7534,529.6056,513.3101,488.8667,488.8667,488.8667,480.7189,472.5712,456.2756,456.2756,439.9801,423.6845,423.6845,415.5367,415.5367,415.5367,415.5367
False,0.0,Липецкая область,1,False,20000.0,63000.0,8639.3965,4097.9044,3854.9874,2872.7578,2513.663,2344.6773,1996.1442,1932.7745,1795.4736,1446.9405,1404.694,1362.4476,1288.5163,1256.8315,1214.5851,1172.3386,1161.777,1140.6538,1077.2842,1013.9145,971.6681,971.6681,939.9832,897.7368,834.3671,823.8055,792.1207,781.5591,739.3127,739.3127,728.751,697.0662,686.5046,665.3814,633.6966,633.6966,633.6966,623.135,612.5733,591.4501,591.4501,570.3269,549.2037,549.2037,538.6421,538.6421,538.6421,538.6421
False,0.0,Белгородская область,2,False,14250.0,50000.0,6856.6639,3252.3051,3059.5138,2279.9665,1994.9707,1860.855,1584.2414,1533.948,1424.979,1148.3655,1114.8365,1081.3076,1022.632,997.4853,963.9564,930.4275,922.0453,905.2808,854.9874,804.694,771.1651,771.1651,746.0184,712.4895,662.1961,653.8139,628.6672,620.285,586.7561,586.7561,578.3738,553.2272,544.8449,528.0805,502.9338,502.9338,502.9338,494.5516,486.1693,469.4049,469.4049,452.6404,435.8759,435.8759,427.4937,427.4937,427.4937,427.4937
False,0.0,Курская область,2,False,17250.0,48601.5,6664.883,3161.3381,2973.9392,2216.1958,1939.1713,1808.8069,1539.9302,1491.0435,1385.1224,1116.2457,1083.6546,1051.0635,994.029,969.5857,936.9946,904.4034,896.2557,879.9601,831.0734,782.1868,749.5956,749.5956,725.1523,692.5612,643.6745,635.5267,611.0834,602.9356,570.3445,570.3445,562.1967,537.7534,529.6056,513.3101,488.8667,488.8667,488.8667,480.7189,472.5712,456.2756,456.2756,439.9801,423.6845,423.6845,415.5367,415.5367,415.5367,415.5367
False,0.0,Ставропольский край,2,False,15000.0,48601.5,6664.883,3161.3381,2973.9392,2216.1958,1939.1713,1808.8069,1539.9302,1491.0435,1385.1224,1116.2457,1083.6546,1051.0635,994.029,969.5857,936.9946,904.4034,896.2557,879.9601,831.0734,782.1868,749.5956,749.5956,725.1523,692.5612,643.6745,635.5267,611.0834,602.9356,570.3445,570.3445,562.1967,537.7534,529.6056,513.3101,488.8667,488.8667,488.8667,480.7189,472.5712,456.2756,456.2756,439.9801,423.6845,423.6845,415.5367,415.5367,415.5367,415.5367
False,0.0,Алтайский край,2,False,14250.0,40000.0,5485.3311,2601.8441,2447.6111,1823.9732,1595.9765,1488.684,1267.3931,1227.1584,1139.9832,918.6924,891.8692,865.0461,818.1056,797.9883,771.1651,744.342,737.6362,724.2246,683.9899,643.7552,616.9321,616.9321,596.8148,569.9916,529.7569,523.0511,502.9338,496.228,469.4049,469.4049,462.6991,442.5817,435.8759,422.4644,402.347,402.347,402.347,395.6412,388.9355,375.5239,375.5239,362.1123,348.7008,348.7008,341.995,341.995,341.995,341.995
False,0.0,Челябинская область,0,False,14250.0,45500.0,6239.5641,2959.5977,2784.1576,2074.7695,1815.4233,1693.378,1441.6597,1395.8927,1296.7309,1045.0126,1014.5013,983.9899,930.5951,907.7117,877.2003,846.689,839.0612,823.8055,778.0386,732.2716,701.7603,701.7603,678.8768,648.3655,602.5985,594.9707,572.0872,564.4593,533.948,533.948,526.3202,503.4367,495.8089,480.5532,457.6697,457.6697,457.6697,450.0419,442.4141,427.1584,427.1584,411.9028,396.6471,396.6471,389.0193,389.0193,389.0193,389.0193
False,0.0,Челябинская область,0,True,28000.0,28000.0,3839.7318,1821.2909,1713.3277,1276.7812,1117.1836,1042.0788,887.1752,859.0109,797.9883,643.0847,624.3085,605.5323,572.6739,558.5918,539.8156,521.0394,516.3453,506.9573,478.793,450.6287,431.8525,431.8525,417.7703,398.9941,370.8298,366.1358,352.0536,347.3596,328.5834,328.5834,323.8894,309.8072,305.1132,295.7251,281.6429,281.6429,281.6429,276.9489,272.2548,262.8667,262.8667,253.4786,244.0905,244.0905,239.3965,239.3965,239.3965,239.3965
False,0.0,Ульяновская область,1,False,14250.0,40000.0,5485.3311,2601.8441,2447.6111,1823.9732,1595.9765,1488.684,1267.3931,1227.1584,1139.9832,918.6924,891.8692,865.0461,818.1056,797.9883,771.1651,744.342,737.6362,724.2246,683.9899,643.7552,616.9321,616.9321,596.8148,569.9916,529.7569,523.0511,502.9338,496.228,469.4049,469.4049,462.6991,442.5817,435.8759,422.4644,402.347,402.347,402.347,395.6412,388.9355,375.5239,375.5239,362.1123,348.7008,348.7008,341.995,341.995,341.995,341.995
False,0.0,Самарская область,0,False,17250.0,66604.0,9133.6248,4332.3306,4075.5172,3037.0977,2657.4605,2478.8077,2110.3363,2043.3415,1898.1861,1529.7147,1485.0515,1440.3883,1362.2277,1328.7303,1284.0671,1239.4039,1228.2381,1205.9065,1138.9117,1071.9168,1027.2536,1027.2536,993.7562,949.093,882.0982,870.9324,837.435,826.2692,781.606,781.606,770.4402,736.9428,725.777,703.4454,669.948,669.948,669.948,658.7822,647.6164,625.2848,625.2848,602.9532,580.6216,580.6216,569.4558,569.4558,569.4558,569.4558
False,0.0,Республика Башкортостан,0,False,14250.0,65000.0,8913.663,4227.9966,3977.368,2963.9564,2593.4619,2419.1115,2059.5138,1994.1324,1852.4728,1492.8751,1449.2875,1405.6999,1329.4216,1296.7309,1253.1433,1209.5557,1198.6588,1176.865,1111.4837,1046.1023,1002.5147,1002.5147,969.824,926.2364,860.855,849.9581,817.2674,806.3705,762.7829,762.7829,751.886,719.1953,708.2984,686.5046,653.8139,653.8139,653.8139,642.917,632.0201,610.2263,610.2263,588.4325,566.6387,566.6387,555.7418,555.7418,555.7418,555.7418
False,0.0,Пермский край,1,False,25000.0,40000.0,5485.3311,2601.8441,2447.6111,1823.9732,1595.9765,1488.684,1267.3931,1227.1584,1139.9832,918.6924,891.8692,865.0461,818.1056,797.9883,771.1651,744.342,737.6362,724.2246,683.9899,643.7552,616.9321,616.9321,596.8148,569.9916,529.7569,523.0511,502.9338,496.228,469.4049,469.4049,462.6991,442.5817,435.8759,422.4644,402.347,402.347,402.347,395.6412,388.9355,375.5239,375.5239,362.1123,348.7008,348.7008,341.995,341.995,341.995,341.995
False,0.0,Тамбовская область,2,False,17250.0,40000.0,5485.3311,2601.8441,2447.6111,1823.9732,1595.9765,1488.684,1267.3931,1227.1584,1139.9832,918.6924,891.8692,865.0461,818.1056,797.9883,771.1651,744.342,737.6362,724.2246,683.9899,643.7552,616.9321,616.9321,596.8148,569.9916,529.7569,523.0511,502.9338,496.228,469.4049,469.4049,462.6991,442.5817,435.8759,422.4644,402.347,402.347,402.347,395.6412,388.9355,375.5239,375.5239,362.1123,348.7008,348.7008,341.995,341.995,341.995,341.995
False,0.0,Пензенская область,1,False,14250.0,51030.0,6997.9111,3319.3026,3122.5398,2326.9338,2036.0671,1899.1886,1616.8768,1565.5474,1454.3336,1172.0218,1137.8022,1103.5826,1043.6982,1018.0335,983.8139,949.5943,941.0394,923.9296,872.6002,821.2707,787.0511,787.0511,761.3864,727.1668,675.8374,667.2825,641.6178,633.0629,598.8433,598.8433,590.2883,564.6236,556.0687,538.9589,513.2942,513.2942,513.2942,504.7393,496.1844,479.0746,479.0746,461.9648,444.855,444.855,436.3001,436.3001,436.3001,436.3001
False,0.0,Владимирская область,1,False,14250.0,48601.5,6664.883,3161.3381,2973.9392,2216.1958,1939.1713,1808.8069,1539.9302,1491.0435,1385.1224,1116.2457,1083.6546,1051.0635,994.029,969.5857,936.9946,904.4034,896.2557,879.9601,831.0734,782.1868,749.5956,749.5956,725.1523,692.5612,643.6745,635.5267,611.0834,602.9356,570.3445,570.3445,562.1967,537.7534,529.6056,513.3101,488.8667,488.8667,488.8667,480.7189,472.5712,456.2756,456.2756,439.9801,423.6845,423.6845,415.5367,415.5367,415.5367,415.5367
False,0.0,Курганская область,1,False,14250.0,20000.0,2742.6655,1300.922,1223.8055,911.9866,797.9883,744.342,633.6966,613.5792,569.9916,459.3462,445.9346,432.5231,409.0528,398.9941,385.5826,372.171,368.8181,362.1123,341.995,321.8776,308.4661,308.4661,298.4074,284.9958,264.8785,261.5256,251.4669,248.114,234.7024,234.7024,231.3495,221.2909,217.938,211.2322,201.1735,201.1735,201.1735,197.8206,194.4677,187.7619,187.7619,181.0562,174.3504,174.3504,170.9975,170.9975,170.9975,170.9975
False,0.0,Орловская область,1,False,14250.0,56000.0,7679.4635,3642.5817,3426.6555,2553.5624,2234.3671,2084.1576,1774.3504,1718.0218,1595.9765,1286.1693,1248.6169,1211.0645,1145.3479,1117.1836,1079.6312,1042.0788,1032.6907,1013.9145,957.5859,901.2573,863.7049,863.7049,835.5407,797.9883,741.6597,732.2716,704.1073,694.7192,657.1668,657.1668,647.7787,619.6144,610.2263,591.4501,563.2858,563.2858,563.2858,553.8977,544.5096,525.7334,525.7334,506.9573,488.1811,488.1811,478.793,478.793,478.793,478.793
False,0.0,Республика Татарстан,0,False,15000.0,48601.5,6664.883,3161.3381,2973.9392,2216.1958,1939.1713,1808.8069,1539.9302,1491.0435,1385.1224,1116.2457,1083.6546,1051.0635,994.029,969.5857,936.9946,904.4034,896.2557,879.9601,831.0734,782.1868,749.5956,749.5956,725.1523,692.5612,643.6745,635.5267,611.0834,602.9356,570.3445,570.3445,562.1967,537.7534,529.6056,513.3101,488.8667,488.8667,488.8667,480.7189,472.5712,456.2756,456.2756,439.9801,423.6845,423.6845,415.5367,415.5367,415.5367,415.5367
False,0.0,Республика Татарстан,0,True,20000.0,20000.0,2742.6655,1300.922,1223.8055,911.9866,797.9883,744.342,633.6966,613.5792,569.9916,459.3462,445.9346,432.5231,409.0528,398.9941,385.5826,372.171,368.8181,362.1123,341.995,321.8776,308.4661,308.4661,298.4074,284.9958,264.8785,261.5256,251.4669,248.114,234.7024,234.7024,231.3495,221.2909,217.938,211.2322,201.1735,201.1735,201.1735,197.8206,194.4677,187.7619,187.7619,181.0562,174.3504,174.3504,170.9975,170.9975,170.9975,170.9975
False,0.0,Чувашская Республика,1,False,17250.0,48601.5,6664.883,3161.3381,2973.9392,2216.1958,1939.1713,1808.8069,1539.9302,1491.0435,1385.1224,1116.2457,1083.6546,1051.0635,994.029,969.5857,936.9946,904.4034,896.2557,879.9601,831.0734,782.1868,749.5956,749.5956,725.1523,692.5612,643.6745,635.5267,611.0834,602.9356,570.3445,570.3445,562.1967,537.7534,529.6056,513.3101,488.8667,488.8667,488.8667,480.7189,472.5712,456.2756,456.2756,439.9801,423.6845,423.6845,415.5367,415.5367,415.5367,415.5367
False,0.0,Новгородская область,1,False,17250.0,40000.0,5485.3311,2601.8441,2447.6111,1823.9732,1595.9765,1488.684,1267.3931,1227.1584,1139.9832,918.6924,891.8692,865.0461,818.1056,797.9883,771.1651,744.342,737.6362,724.2246,683.9899,643.7552,616.9321,616.9321,596.8148,569.9916,529.7569,523.0511,502.9338,496.228,469.4049,469.4049,462.6991,442.5817,435.8759,422.4644,402.347,402.347,402.347,395.6412,388.9355,375.5239,375.5239,362.1123,348.7008,348.7008,341.995,341.995,341.995,341.995
False,0.0,Республика Марий Эл,1,False,40000.0,50000.0,6856.6639,3252.3051,3059.5138,2279.9665,1994.9707,1860.855,1584.2414,1533.948,1424.979,1148.3655,1114.8365,1081.3076,1022.632,997.4853,963.9564,930.4275,922.0453,905.2808,854.9874,804.694,771.1651,771.1651,746.0184,712.4895,662.1961,653.8139,628.6672,620.285,586.7561,586.7561,578.3738,553.2272,544.8449,528.0805,502.9338,502.9338,502.9338,494.5516,486.1693,469.4049,469.4049,452.6404,435.8759,435.8759,427.4937,427.4937,427.4937,427.4937
False,0.0,Астраханская область,1,False,15000.0,28000.0,3839.7318,1821.2909,1713.3277,1276.7812,1117.1836,1042.0788,887.1752,859.0109,797.9883,643.0847,624.3085,605.5323,572.6739,558.5918,539.8156,521.0394,516.3453,506.9573,478.793,450.6287,431.8525,431.8525,417.7703,398.9941,370.8298,366.1358,352.0536,347.3596,328.5834,328.5834,323.8894,309.8072,305.1132,295.7251,281.6429,281.6429,281.6429,276.9489,272.2548,262.8667,262.8667,253.4786,244.0905,244.0905,239.3965,239.3965,239.3965,239.3965
False,0.0,Астраханская область,1,True,28000.0,28000.0,3839.7318,1821.2909,1713.3277,1276.7812,1117.1836,1042.0788,887.1752,859.0109,797.9883,643.0847,624.3085,605.5323,572.6739,558.5918,539.8156,521.0394,516.3453,506.9573,478.793,450.6287,431.8525,431.8525,417.7703,398.9941,370.8298,366.1358,352.0536,347.3596,328.5834,328.5834,323.8894,309.8072,305.1132,295.7251,281.6429,281.6429,281.6429,276.9489,272.2548,262.8667,262.8667,253.4786,244.0905,244.0905,239.3965,239.3965,239.3965,239.3965
False,0.0,Смоленская область,1,False,40000.0,40000.0,5485.3311,2601.8441,2447.6111,1823.9732,1595.9765,1488.684,1267.3931,1227.1584,1139.9832,918.6924,891.8692,865.0461,818.1056,797.9883,771.1651,744.342,737.6362,724.2246,683.9899,643.7552,616.9321,616.9321,596.8148,569.9916,529.7569,523.0511,502.9338,496.228,469.4049,469.4049,462.6991,442.5817,435.8759,422.4644,402.347,402.347,402.347,395.6412,388.9355,375.5239,375.5239,362.1123,348.7008,348.7008,341.995,341.995,341.995,341.995
