is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Сборка несложных узлов и конструкций (3923_35),Чтение схем/чертежей (ОПТ) (3032_36),"Личные установки и ценности, мировоззрение (2043_4)",Умение работать с электроинструментом (3578_35),Сборка сложных узлов (3921_35),Внимательность (СК) (536_4),Выполнение слесарных работ (3552_35),Аккуратность (СК) (575_4),"Правка деталей, узлов и конструкций (3933_35)",Работать электроприхваткой (3928_35),Разметка мест под установку деталей и узлов (3939_35),Высокая работоспособность (СК) (586_4),Опыт механосборки (3920_35),Сварочные работы (3934_35),Выполнение работ по сверлению и обработке отверстий (3558_35),Склонность к здоровому образу жизни (СК) (1662_4),Зачистка сварных швов (3799_35),Командность (СК) (1371_4),Испытания узлов и конструкций (3926_35),Сборка узлов и конструкций средней сложности (3922_35),Установка крепежа (3941_35),Резка металла (3931_35),Коммуникабельность (СК) (617_4),Разметка деталей (3649_35),"Саморазвитие, обучаемость (СК) (604_4)",Изготовление узлов и конструкций (4081_35)
False,1.0,Донецкая область,1,False,35000.0,70000.0,12750.5161,8003.8113,6836.5889,5713.832,5302.525,3368.2706,2679.0535,2456.7254,2245.5137,2078.7677,2078.7677,1878.6724,1600.7623,1233.9209,1200.5717,1067.1748,1044.942,922.6616,889.3124,833.7303,822.6139,811.4975,778.1483,778.1483,700.3335,689.2171,666.9843,566.9366
False,1.0,Республика Бурятия,1,False,64000.0,70000.0,12750.5161,8003.8113,6836.5889,5713.832,5302.525,3368.2706,2679.0535,2456.7254,2245.5137,2078.7677,2078.7677,1878.6724,1600.7623,1233.9209,1200.5717,1067.1748,1044.942,922.6616,889.3124,833.7303,822.6139,811.4975,778.1483,778.1483,700.3335,689.2171,666.9843,566.9366
False,1.0,Курганская область,1,False,45000.0,110000.0,20036.5253,12577.4178,10743.2111,8978.8788,8332.5393,5292.9967,4209.9412,3860.5685,3528.6644,3266.6349,3266.6349,2952.1995,2515.4836,1939.0186,1886.6127,1676.989,1642.0518,1449.8968,1397.4909,1310.1477,1292.6791,1275.2104,1222.8045,1222.8045,1100.5241,1083.0554,1048.1182,890.9004
False,1.0,Астраханская область,1,False,61250.0,75000.0,13661.2673,8575.5121,7324.9166,6121.9628,5681.2768,3608.8614,2870.4145,2632.2058,2405.9076,2227.2511,2227.2511,2012.8633,1715.1024,1322.0581,1286.3268,1143.4016,1119.5808,988.566,952.8347,893.2825,881.3721,869.4616,833.7303,833.7303,750.3573,738.4469,714.626,607.4321
False,1.0,Архангельская область,1,False,46500.0,75000.0,13661.2673,8575.5121,7324.9166,6121.9628,5681.2768,3608.8614,2870.4145,2632.2058,2405.9076,2227.2511,2227.2511,2012.8633,1715.1024,1322.0581,1286.3268,1143.4016,1119.5808,988.566,952.8347,893.2825,881.3721,869.4616,833.7303,833.7303,750.3573,738.4469,714.626,607.4321
False,1.0,Республика Коми,1,False,45000.0,97000.0,17668.5723,11090.9957,9473.5588,7917.7386,7347.7847,4667.4607,3712.4027,3404.3195,3111.6405,2880.5781,2880.5781,2603.3032,2218.1991,1709.8618,1663.6494,1478.7994,1447.9911,1278.5453,1232.3329,1155.3121,1139.9079,1124.5037,1078.2912,1078.2912,970.4621,955.058,924.2496,785.6122
False,1.0,Новгородская область,1,False,45000.0,82940.0,15107.5401,9483.373,8100.3811,6770.0746,6282.7346,3990.9195,3174.2957,2910.8687,2660.613,2463.0427,2463.0427,2225.9584,1896.6746,1462.02,1422.506,1264.4497,1238.107,1093.2222,1053.7081,987.8514,974.68,961.5087,921.9946,921.9946,829.7951,816.6238,790.2811,671.7389
False,0.0,Камчатский край,1,False,18000.0,42229.0,7692.0221,4828.4707,4124.3187,3446.9916,3198.8618,2031.9814,1616.1964,1482.0723,1354.6543,1254.0611,1254.0611,1133.3494,965.6941,744.3892,724.2706,643.7961,630.3837,556.6154,536.4967,502.9657,496.2595,489.5533,469.4347,469.4347,422.4912,415.785,402.3726,342.0167
False,0.0,Кемеровская область,1,False,18500.0,60000.0,10929.0138,6860.4097,5859.9333,4897.5703,4545.0214,2887.0891,2296.3316,2105.7646,1924.7261,1781.8009,1781.8009,1610.2906,1372.0819,1057.6465,1029.0615,914.7213,895.6646,790.8528,762.2677,714.626,705.0977,695.5693,666.9843,666.9843,600.2859,590.7575,571.7008,485.9457
False,0.0,Приморский край,1,False,18500.0,40000.0,7286.0092,4573.6065,3906.6222,3265.0468,3030.0143,1924.7261,1530.8877,1403.8431,1283.1507,1187.8672,1187.8672,1073.5271,914.7213,705.0977,686.041,609.8142,597.1097,527.2352,508.1785,476.4173,470.0651,463.7129,444.6562,444.6562,400.1906,393.8383,381.1339,323.9638
False,0.0,Республика Адыгея,1,False,34000.0,34000.0,6193.1078,3887.5655,3320.6289,2775.2898,2575.5121,1636.0172,1301.2546,1193.2666,1090.6781,1009.6872,1009.6872,912.498,777.5131,599.333,583.1348,518.3421,507.5433,448.1499,431.9517,404.9547,399.5553,394.1559,377.9578,377.9578,340.162,334.7626,323.9638,275.3692
False,0.0,Карачаево-Черкесская Республика,1,False,21525.0,30000.0,5464.5069,3430.2049,2929.9667,2448.7851,2272.5107,1443.5445,1148.1658,1052.8823,962.363,890.9004,890.9004,805.1453,686.041,528.8232,514.5307,457.3606,447.8323,395.4264,381.1339,357.313,352.5488,347.7847,333.4921,333.4921,300.1429,295.3788,285.8504,242.9728
False,0.0,Город федерального значения Санкт-Петербург,0,False,25800.0,90000.0,16393.5207,10290.6146,8789.9,7346.3554,6817.5322,4330.6336,3444.4974,3158.647,2887.0891,2672.7013,2672.7013,2415.4359,2058.1229,1586.4697,1543.5922,1372.0819,1343.4969,1186.2792,1143.4016,1071.939,1057.6465,1043.354,1000.4764,1000.4764,900.4288,886.1363,857.5512,728.9185
False,0.0,Брянская область,1,False,25000.0,66000.0,12021.9152,7546.4507,6445.9266,5387.3273,4999.5236,3175.798,2525.9647,2316.3411,2117.1987,1959.9809,1959.9809,1771.3197,1509.2901,1163.4111,1131.9676,1006.1934,985.2311,869.9381,838.4945,786.0886,775.6074,765.1263,733.6827,733.6827,660.3144,649.8333,628.8709,534.5403
False,0.0,Город федерального значения Москва,0,False,30000.0,67500.0,12295.1405,7717.9609,6592.425,5509.7666,5113.1491,3247.9752,2583.373,2368.9852,2165.3168,2004.526,2004.526,1811.5769,1543.5922,1189.8523,1157.6941,1029.0615,1007.6227,889.7094,857.5512,803.9543,793.2349,782.5155,750.3573,750.3573,675.3216,664.6022,643.1634,546.6889
False,0.0,Ростовская область,0,False,17000.0,60750.0,11065.6265,6946.1648,5933.1825,4958.7899,4601.8342,2923.1777,2325.0357,2132.0867,1948.7851,1804.0734,1804.0734,1630.4192,1389.233,1070.8671,1041.9247,926.1553,906.8604,800.7384,771.7961,723.5588,713.9114,704.2639,675.3216,675.3216,607.7894,598.142,578.8471,492.02
False,0.0,Вологодская область,1,False,20375.0,73500.0,13388.0419,8404.0019,7178.4183,5999.5236,5567.6513,3536.6841,2813.0062,2579.5617,2357.7894,2182.7061,2182.7061,1972.606,1680.8004,1295.617,1260.6003,1120.5336,1097.1891,968.7947,933.778,875.4169,863.7446,852.0724,817.0557,817.0557,735.3502,723.6779,700.3335,595.2835
False,0.0,Воронежская область,2,False,15750.0,66000.0,12021.9152,7546.4507,6445.9266,5387.3273,4999.5236,3175.798,2525.9647,2316.3411,2117.1987,1959.9809,1959.9809,1771.3197,1509.2901,1163.4111,1131.9676,1006.1934,985.2311,869.9381,838.4945,786.0886,775.6074,765.1263,733.6827,733.6827,660.3144,649.8333,628.8709,534.5403
False,0.0,Курская область,2,False,15750.0,50000.0,9107.5115,5717.0081,4883.2778,4081.3086,3787.5179,2405.9076,1913.6097,1754.8039,1603.9384,1484.834,1484.834,1341.9088,1143.4016,881.3721,857.5512,762.2677,746.3872,659.044,635.2231,595.5217,587.5814,579.6411,555.8202,555.8202,500.2382,492.2979,476.4173,404.9547
False,0.0,Республика Татарстан,0,False,15750.0,67500.0,12295.1405,7717.9609,6592.425,5509.7666,5113.1491,3247.9752,2583.373,2368.9852,2165.3168,2004.526,2004.526,1811.5769,1543.5922,1189.8523,1157.6941,1029.0615,1007.6227,889.7094,857.5512,803.9543,793.2349,782.5155,750.3573,750.3573,675.3216,664.6022,643.1634,546.6889
False,0.0,Волгоградская область,2,False,16545.5,81500.0,14845.2438,9318.7232,7959.7427,6652.533,6173.6541,3921.6293,3119.1837,2860.3303,2614.4196,2420.2795,2420.2795,2187.3114,1863.7446,1436.6365,1397.8085,1242.4964,1216.6111,1074.2417,1035.4137,970.7003,957.7577,944.815,905.987,905.987,815.3883,802.4456,776.5603,660.0762
False,0.0,Свердловская область,0,False,15750.0,130000.0,23679.5299,14864.2211,12696.5222,10611.4023,9847.5465,6255.3597,4975.3851,4562.4901,4170.2398,3860.5685,3860.5685,3488.963,2972.8442,2291.5674,2229.6332,1981.8961,1940.6066,1713.5144,1651.5801,1548.3564,1527.7116,1507.0669,1445.1326,1445.1326,1300.6193,1279.9746,1238.6851,1052.8823
False,0.0,Чувашская Республика,1,False,16545.5,60750.0,11065.6265,6946.1648,5933.1825,4958.7899,4601.8342,2923.1777,2325.0357,2132.0867,1948.7851,1804.0734,1804.0734,1630.4192,1389.233,1070.8671,1041.9247,926.1553,906.8604,800.7384,771.7961,723.5588,713.9114,704.2639,675.3216,675.3216,607.7894,598.142,578.8471,492.02
False,0.0,Самарская область,0,False,20000.0,66000.0,12021.9152,7546.4507,6445.9266,5387.3273,4999.5236,3175.798,2525.9647,2316.3411,2117.1987,1959.9809,1959.9809,1771.3197,1509.2901,1163.4111,1131.9676,1006.1934,985.2311,869.9381,838.4945,786.0886,775.6074,765.1263,733.6827,733.6827,660.3144,649.8333,628.8709,534.5403
False,0.0,Ярославская область,1,False,15750.0,50000.0,9107.5115,5717.0081,4883.2778,4081.3086,3787.5179,2405.9076,1913.6097,1754.8039,1603.9384,1484.834,1484.834,1341.9088,1143.4016,881.3721,857.5512,762.2677,746.3872,659.044,635.2231,595.5217,587.5814,579.6411,555.8202,555.8202,500.2382,492.2979,476.4173,404.9547
False,0.0,Белгородская область,2,False,17000.0,60750.0,11065.6265,6946.1648,5933.1825,4958.7899,4601.8342,2923.1777,2325.0357,2132.0867,1948.7851,1804.0734,1804.0734,1630.4192,1389.233,1070.8671,1041.9247,926.1553,906.8604,800.7384,771.7961,723.5588,713.9114,704.2639,675.3216,675.3216,607.7894,598.142,578.8471,492.02
False,0.0,Удмуртская Республика,1,False,15750.0,90000.0,16393.5207,10290.6146,8789.9,7346.3554,6817.5322,4330.6336,3444.4974,3158.647,2887.0891,2672.7013,2672.7013,2415.4359,2058.1229,1586.4697,1543.5922,1372.0819,1343.4969,1186.2792,1143.4016,1071.939,1057.6465,1043.354,1000.4764,1000.4764,900.4288,886.1363,857.5512,728.9185
False,0.0,Тверская область,1,False,20000.0,73500.0,13388.0419,8404.0019,7178.4183,5999.5236,5567.6513,3536.6841,2813.0062,2579.5617,2357.7894,2182.7061,2182.7061,1972.606,1680.8004,1295.617,1260.6003,1120.5336,1097.1891,968.7947,933.778,875.4169,863.7446,852.0724,817.0557,817.0557,735.3502,723.6779,700.3335,595.2835
False,0.0,Московская область,2,False,25000.0,81500.0,14845.2438,9318.7232,7959.7427,6652.533,6173.6541,3921.6293,3119.1837,2860.3303,2614.4196,2420.2795,2420.2795,2187.3114,1863.7446,1436.6365,1397.8085,1242.4964,1216.6111,1074.2417,1035.4137,970.7003,957.7577,944.815,905.987,905.987,815.3883,802.4456,776.5603,660.0762
False,0.0,Алтайский край,2,False,16545.5,60750.0,11065.6265,6946.1648,5933.1825,4958.7899,4601.8342,2923.1777,2325.0357,2132.0867,1948.7851,1804.0734,1804.0734,1630.4192,1389.233,1070.8671,1041.9247,926.1553,906.8604,800.7384,771.7961,723.5588,713.9114,704.2639,675.3216,675.3216,607.7894,598.142,578.8471,492.02
False,0.0,Краснодарский край,0,False,16545.5,60750.0,11065.6265,6946.1648,5933.1825,4958.7899,4601.8342,2923.1777,2325.0357,2132.0867,1948.7851,1804.0734,1804.0734,1630.4192,1389.233,1070.8671,1041.9247,926.1553,906.8604,800.7384,771.7961,723.5588,713.9114,704.2639,675.3216,675.3216,607.7894,598.142,578.8471,492.02
False,0.0,Ставропольский край,2,False,19600.0,60750.0,11065.6265,6946.1648,5933.1825,4958.7899,4601.8342,2923.1777,2325.0357,2132.0867,1948.7851,1804.0734,1804.0734,1630.4192,1389.233,1070.8671,1041.9247,926.1553,906.8604,800.7384,771.7961,723.5588,713.9114,704.2639,675.3216,675.3216,607.7894,598.142,578.8471,492.02
False,0.0,Новосибирская область,0,False,17000.0,60750.0,11065.6265,6946.1648,5933.1825,4958.7899,4601.8342,2923.1777,2325.0357,2132.0867,1948.7851,1804.0734,1804.0734,1630.4192,1389.233,1070.8671,1041.9247,926.1553,906.8604,800.7384,771.7961,723.5588,713.9114,704.2639,675.3216,675.3216,607.7894,598.142,578.8471,492.02
False,0.0,Иркутская область,1,False,17000.0,119000.0,21675.8774,13606.4793,11622.201,9713.5144,9014.2925,5726.06,4554.391,4176.4332,3817.3734,3533.905,3533.905,3193.7431,2721.2959,2097.6656,2040.9719,1814.1972,1776.4015,1568.5247,1511.831,1417.3416,1398.4437,1379.5458,1322.8522,1322.8522,1190.5669,1171.669,1133.8733,963.7923
False,0.0,Саратовская область,2,False,17000.0,81500.0,14845.2438,9318.7232,7959.7427,6652.533,6173.6541,3921.6293,3119.1837,2860.3303,2614.4196,2420.2795,2420.2795,2187.3114,1863.7446,1436.6365,1397.8085,1242.4964,1216.6111,1074.2417,1035.4137,970.7003,957.7577,944.815,905.987,905.987,815.3883,802.4456,776.5603,660.0762
False,0.0,Амурская область,1,False,16545.5,30000.0,5464.5069,3430.2049,2929.9667,2448.7851,2272.5107,1443.5445,1148.1658,1052.8823,962.363,890.9004,890.9004,805.1453,686.041,528.8232,514.5307,457.3606,447.8323,395.4264,381.1339,357.313,352.5488,347.7847,333.4921,333.4921,300.1429,295.3788,285.8504,242.9728
False,0.0,Город федерального значения Севастополь,1,False,20000.0,20000.0,3643.0046,2286.8032,1953.3111,1632.5234,1515.0071,962.363,765.4439,701.9215,641.5754,593.9336,593.9336,536.7635,457.3606,352.5488,343.0205,304.9071,298.5549,263.6176,254.0892,238.2087,235.0326,231.8564,222.3281,222.3281,200.0953,196.9192,190.5669,161.9819
False,0.0,Красноярский край,1,False,16545.5,60750.0,11065.6265,6946.1648,5933.1825,4958.7899,4601.8342,2923.1777,2325.0357,2132.0867,1948.7851,1804.0734,1804.0734,1630.4192,1389.233,1070.8671,1041.9247,926.1553,906.8604,800.7384,771.7961,723.5588,713.9114,704.2639,675.3216,675.3216,607.7894,598.142,578.8471,492.02
False,0.0,Республика Марий Эл,1,False,17000.0,45000.0,8196.7604,5145.3073,4394.95,3673.1777,3408.7661,2165.3168,1722.2487,1579.3235,1443.5445,1336.3506,1336.3506,1207.718,1029.0615,793.2349,771.7961,686.041,671.7485,593.1396,571.7008,535.9695,528.8232,521.677,500.2382,500.2382,450.2144,443.0681,428.7756,364.4593
False,0.0,Республика Марий Эл,1,True,19600.0,19600.0,3570.1445,2241.0672,1914.2449,1599.873,1484.707,943.1158,750.135,687.8831,628.7438,582.0549,582.0549,526.0283,448.2134,345.4979,336.1601,298.809,292.5838,258.3452,249.0075,233.4445,230.3319,227.2193,217.8815,217.8815,196.0934,192.9808,186.7556,158.7423
False,0.0,Луганская область,1,False,60000.0,60000.0,10929.0138,6860.4097,5859.9333,4897.5703,4545.0214,2887.0891,2296.3316,2105.7646,1924.7261,1781.8009,1781.8009,1610.2906,1372.0819,1057.6465,1029.0615,914.7213,895.6646,790.8528,762.2677,714.626,705.0977,695.5693,666.9843,666.9843,600.2859,590.7575,571.7008,485.9457
False,0.0,Хабаровский край,1,False,20000.0,50000.0,9107.5115,5717.0081,4883.2778,4081.3086,3787.5179,2405.9076,1913.6097,1754.8039,1603.9384,1484.834,1484.834,1341.9088,1143.4016,881.3721,857.5512,762.2677,746.3872,659.044,635.2231,595.5217,587.5814,579.6411,555.8202,555.8202,500.2382,492.2979,476.4173,404.9547
False,0.0,Сахалинская область,1,False,28500.0,60750.0,11065.6265,6946.1648,5933.1825,4958.7899,4601.8342,2923.1777,2325.0357,2132.0867,1948.7851,1804.0734,1804.0734,1630.4192,1389.233,1070.8671,1041.9247,926.1553,906.8604,800.7384,771.7961,723.5588,713.9114,704.2639,675.3216,675.3216,607.7894,598.142,578.8471,492.02
False,0.0,Республика Хакасия,1,False,16545.5,45000.0,8196.7604,5145.3073,4394.95,3673.1777,3408.7661,2165.3168,1722.2487,1579.3235,1443.5445,1336.3506,1336.3506,1207.718,1029.0615,793.2349,771.7961,686.041,671.7485,593.1396,571.7008,535.9695,528.8232,521.677,500.2382,500.2382,450.2144,443.0681,428.7756,364.4593
False,0.0,Пермский край,1,False,25800.0,73500.0,13388.0419,8404.0019,7178.4183,5999.5236,5567.6513,3536.6841,2813.0062,2579.5617,2357.7894,2182.7061,2182.7061,1972.606,1680.8004,1295.617,1260.6003,1120.5336,1097.1891,968.7947,933.778,875.4169,863.7446,852.0724,817.0557,817.0557,735.3502,723.6779,700.3335,595.2835
False,0.0,Ульяновская область,1,False,17000.0,67500.0,12295.1405,7717.9609,6592.425,5509.7666,5113.1491,3247.9752,2583.373,2368.9852,2165.3168,2004.526,2004.526,1811.5769,1543.5922,1189.8523,1157.6941,1029.0615,1007.6227,889.7094,857.5512,803.9543,793.2349,782.5155,750.3573,750.3573,675.3216,664.6022,643.1634,546.6889
False,0.0,Липецкая область,1,False,15750.0,66000.0,12021.9152,7546.4507,6445.9266,5387.3273,4999.5236,3175.798,2525.9647,2316.3411,2117.1987,1959.9809,1959.9809,1771.3197,1509.2901,1163.4111,1131.9676,1006.1934,985.2311,869.9381,838.4945,786.0886,775.6074,765.1263,733.6827,733.6827,660.3144,649.8333,628.8709,534.5403
False,0.0,Псковская область,1,False,25000.0,66000.0,12021.9152,7546.4507,6445.9266,5387.3273,4999.5236,3175.798,2525.9647,2316.3411,2117.1987,1959.9809,1959.9809,1771.3197,1509.2901,1163.4111,1131.9676,1006.1934,985.2311,869.9381,838.4945,786.0886,775.6074,765.1263,733.6827,733.6827,660.3144,649.8333,628.8709,534.5403
False,0.0,Республика Башкортостан,0,False,20000.0,67500.0,12295.1405,7717.9609,6592.425,5509.7666,5113.1491,3247.9752,2583.373,2368.9852,2165.3168,2004.526,2004.526,1811.5769,1543.5922,1189.8523,1157.6941,1029.0615,1007.6227,889.7094,857.5512,803.9543,793.2349,782.5155,750.3573,750.3573,675.3216,664.6022,643.1634,546.6889
False,0.0,Челябинская область,0,False,15750.0,90000.0,16393.5207,10290.6146,8789.9,7346.3554,6817.5322,4330.6336,3444.4974,3158.647,2887.0891,2672.7013,2672.7013,2415.4359,2058.1229,1586.4697,1543.5922,1372.0819,1343.4969,1186.2792,1143.4016,1071.939,1057.6465,1043.354,1000.4764,1000.4764,900.4288,886.1363,857.5512,728.9185
False,0.0,Республика Мордовия,1,False,20000.0,90000.0,16393.5207,10290.6146,8789.9,7346.3554,6817.5322,4330.6336,3444.4974,3158.647,2887.0891,2672.7013,2672.7013,2415.4359,2058.1229,1586.4697,1543.5922,1372.0819,1343.4969,1186.2792,1143.4016,1071.939,1057.6465,1043.354,1000.4764,1000.4764,900.4288,886.1363,857.5512,728.9185
False,0.0,Оренбургская область,2,False,15750.0,66000.0,12021.9152,7546.4507,6445.9266,5387.3273,4999.5236,3175.798,2525.9647,2316.3411,2117.1987,1959.9809,1959.9809,1771.3197,1509.2901,1163.4111,1131.9676,1006.1934,985.2311,869.9381,838.4945,786.0886,775.6074,765.1263,733.6827,733.6827,660.3144,649.8333,628.8709,534.5403
False,0.0,Кировская область,1,False,15750.0,60000.0,10929.0138,6860.4097,5859.9333,4897.5703,4545.0214,2887.0891,2296.3316,2105.7646,1924.7261,1781.8009,1781.8009,1610.2906,1372.0819,1057.6465,1029.0615,914.7213,895.6646,790.8528,762.2677,714.626,705.0977,695.5693,666.9843,666.9843,600.2859,590.7575,571.7008,485.9457
False,0.0,Тамбовская область,2,False,25000.0,55000.0,10018.2627,6288.7089,5371.6055,4489.4394,4166.2697,2646.4983,2104.9706,1930.2843,1764.3322,1633.3175,1633.3175,1476.0997,1257.7418,969.5093,943.3063,838.4945,821.0259,724.9484,698.7454,655.0738,646.3395,637.6052,611.4023,611.4023,550.262,541.5277,524.0591,445.4502
False,0.0,Калужская область,1,False,15750.0,73500.0,13388.0419,8404.0019,7178.4183,5999.5236,5567.6513,3536.6841,2813.0062,2579.5617,2357.7894,2182.7061,2182.7061,1972.606,1680.8004,1295.617,1260.6003,1120.5336,1097.1891,968.7947,933.778,875.4169,863.7446,852.0724,817.0557,817.0557,735.3502,723.6779,700.3335,595.2835
False,0.0,Тульская область,1,False,15750.0,90000.0,16393.5207,10290.6146,8789.9,7346.3554,6817.5322,4330.6336,3444.4974,3158.647,2887.0891,2672.7013,2672.7013,2415.4359,2058.1229,1586.4697,1543.5922,1372.0819,1343.4969,1186.2792,1143.4016,1071.939,1057.6465,1043.354,1000.4764,1000.4764,900.4288,886.1363,857.5512,728.9185
False,0.0,Пензенская область,1,False,25000.0,90000.0,16393.5207,10290.6146,8789.9,7346.3554,6817.5322,4330.6336,3444.4974,3158.647,2887.0891,2672.7013,2672.7013,2415.4359,2058.1229,1586.4697,1543.5922,1372.0819,1343.4969,1186.2792,1143.4016,1071.939,1057.6465,1043.354,1000.4764,1000.4764,900.4288,886.1363,857.5512,728.9185
False,0.0,Республика Карелия,1,False,20000.0,66000.0,12021.9152,7546.4507,6445.9266,5387.3273,4999.5236,3175.798,2525.9647,2316.3411,2117.1987,1959.9809,1959.9809,1771.3197,1509.2901,1163.4111,1131.9676,1006.1934,985.2311,869.9381,838.4945,786.0886,775.6074,765.1263,733.6827,733.6827,660.3144,649.8333,628.8709,534.5403
False,0.0,Рязанская область,1,False,25000.0,66000.0,12021.9152,7546.4507,6445.9266,5387.3273,4999.5236,3175.798,2525.9647,2316.3411,2117.1987,1959.9809,1959.9809,1771.3197,1509.2901,1163.4111,1131.9676,1006.1934,985.2311,869.9381,838.4945,786.0886,775.6074,765.1263,733.6827,733.6827,660.3144,649.8333,628.8709,534.5403
False,0.0,Ивановская область,1,False,30000.0,66000.0,12021.9152,7546.4507,6445.9266,5387.3273,4999.5236,3175.798,2525.9647,2316.3411,2117.1987,1959.9809,1959.9809,1771.3197,1509.2901,1163.4111,1131.9676,1006.1934,985.2311,869.9381,838.4945,786.0886,775.6074,765.1263,733.6827,733.6827,660.3144,649.8333,628.8709,534.5403
False,0.0,Омская область,1,False,20000.0,50000.0,9107.5115,5717.0081,4883.2778,4081.3086,3787.5179,2405.9076,1913.6097,1754.8039,1603.9384,1484.834,1484.834,1341.9088,1143.4016,881.3721,857.5512,762.2677,746.3872,659.044,635.2231,595.5217,587.5814,579.6411,555.8202,555.8202,500.2382,492.2979,476.4173,404.9547
False,0.0,Тюменская область,1,False,25000.0,67500.0,12295.1405,7717.9609,6592.425,5509.7666,5113.1491,3247.9752,2583.373,2368.9852,2165.3168,2004.526,2004.526,1811.5769,1543.5922,1189.8523,1157.6941,1029.0615,1007.6227,889.7094,857.5512,803.9543,793.2349,782.5155,750.3573,750.3573,675.3216,664.6022,643.1634,546.6889
False,0.0,Владимирская область,1,False,15750.0,73500.0,13388.0419,8404.0019,7178.4183,5999.5236,5567.6513,3536.6841,2813.0062,2579.5617,2357.7894,2182.7061,2182.7061,1972.606,1680.8004,1295.617,1260.6003,1120.5336,1097.1891,968.7947,933.778,875.4169,863.7446,852.0724,817.0557,817.0557,735.3502,723.6779,700.3335,595.2835
False,0.0,Ленинградская область,1,False,15750.0,110000.0,20036.5253,12577.4178,10743.2111,8978.8788,8332.5393,5292.9967,4209.9412,3860.5685,3528.6644,3266.6349,3266.6349,2952.1995,2515.4836,1939.0186,1886.6127,1676.989,1642.0518,1449.8968,1397.4909,1310.1477,1292.6791,1275.2104,1222.8045,1222.8045,1100.5241,1083.0554,1048.1182,890.9004
False,0.0,Костромская область,1,False,30000.0,73500.0,13388.0419,8404.0019,7178.4183,5999.5236,5567.6513,3536.6841,2813.0062,2579.5617,2357.7894,2182.7061,2182.7061,1972.606,1680.8004,1295.617,1260.6003,1120.5336,1097.1891,968.7947,933.778,875.4169,863.7446,852.0724,817.0557,817.0557,735.3502,723.6779,700.3335,595.2835
False,0.0,Нижегородская область,0,False,15750.0,90000.0,16393.5207,10290.6146,8789.9,7346.3554,6817.5322,4330.6336,3444.4974,3158.647,2887.0891,2672.7013,2672.7013,2415.4359,2058.1229,1586.4697,1543.5922,1372.0819,1343.4969,1186.2792,1143.4016,1071.939,1057.6465,1043.354,1000.4764,1000.4764,900.4288,886.1363,857.5512,728.9185
False,0.0,Калининградская область,1,False,25000.0,67500.0,12295.1405,7717.9609,6592.425,5509.7666,5113.1491,3247.9752,2583.373,2368.9852,2165.3168,2004.526,2004.526,1811.5769,1543.5922,1189.8523,1157.6941,1029.0615,1007.6227,889.7094,857.5512,803.9543,793.2349,782.5155,750.3573,750.3573,675.3216,664.6022,643.1634,546.6889
False,0.0,Мурманская область,1,False,15750.0,73500.0,13388.0419,8404.0019,7178.4183,5999.5236,5567.6513,3536.6841,2813.0062,2579.5617,2357.7894,2182.7061,2182.7061,1972.606,1680.8004,1295.617,1260.6003,1120.5336,1097.1891,968.7947,933.778,875.4169,863.7446,852.0724,817.0557,817.0557,735.3502,723.6779,700.3335,595.2835
False,0.0,Томская область,1,False,15750.0,35000.0,6375.2581,4001.9057,3418.2944,2856.916,2651.2625,1684.1353,1339.5268,1228.3627,1122.7569,1039.3838,1039.3838,939.3362,800.3811,616.9605,600.2859,533.5874,522.471,461.3308,444.6562,416.8652,411.307,405.7488,389.0742,389.0742,350.1667,344.6085,333.4921,283.4683
False,0.0,Республика Саха (Якутия),1,False,25000.0,25800.0,4699.4759,2949.9762,2519.7713,2105.9552,1954.3592,1241.4483,987.4226,905.4788,827.6322,766.1744,766.1744,692.425,589.9952,454.788,442.4964,393.3302,385.1358,340.0667,327.7751,307.2892,303.192,299.0948,286.8032,286.8032,258.1229,254.0257,245.8313,208.9566
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,50000.0,50000.0,9107.5115,5717.0081,4883.2778,4081.3086,3787.5179,2405.9076,1913.6097,1754.8039,1603.9384,1484.834,1484.834,1341.9088,1143.4016,881.3721,857.5512,762.2677,746.3872,659.044,635.2231,595.5217,587.5814,579.6411,555.8202,555.8202,500.2382,492.2979,476.4173,404.9547
False,0.0,Смоленская область,1,False,25000.0,55000.0,10018.2627,6288.7089,5371.6055,4489.4394,4166.2697,2646.4983,2104.9706,1930.2843,1764.3322,1633.3175,1633.3175,1476.0997,1257.7418,969.5093,943.3063,838.4945,821.0259,724.9484,698.7454,655.0738,646.3395,637.6052,611.4023,611.4023,550.262,541.5277,524.0591,445.4502
False,0.0,Ямало-Ненецкий автономный округ,1,False,30000.0,30000.0,5464.5069,3430.2049,2929.9667,2448.7851,2272.5107,1443.5445,1148.1658,1052.8823,962.363,890.9004,890.9004,805.1453,686.041,528.8232,514.5307,457.3606,447.8323,395.4264,381.1339,357.313,352.5488,347.7847,333.4921,333.4921,300.1429,295.3788,285.8504,242.9728
False,0.0,Орловская область,1,False,25000.0,50000.0,9107.5115,5717.0081,4883.2778,4081.3086,3787.5179,2405.9076,1913.6097,1754.8039,1603.9384,1484.834,1484.834,1341.9088,1143.4016,881.3721,857.5512,762.2677,746.3872,659.044,635.2231,595.5217,587.5814,579.6411,555.8202,555.8202,500.2382,492.2979,476.4173,404.9547
