is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Ассистирование (4464_14),Аккуратность (СК) (575_4),Консультирование по вопросам лечения животных (4244_14),Командность (СК) (1371_4),Проведение хирургических операций (4557_14),Пунктуальность (СК) (612_4),"Саморазвитие, обучаемость (СК) (604_4)","Личные установки и ценности, мировоззрение (2043_4)",Коммуникабельность (СК) (617_4),Использование диагностического оборудования: рентген (4554_14),Помощь врачу на приеме (4400_14),Соблюдение правил внутреннего распорядка и режима работы (4476_14),Поддержание чистоты в помещениях ветеринарной клиники (142_14),Оказание платных ветеринарных услуг (4470_14),Принципы лечения и профилактики болезней (4254_14),Методы лечения животных (4352_14),Стрессоустойчивость (СК) (601_4),Подготовка и проведение профилактических ветеринарно-санитарных и оздоровительных мероприятий (4357_14),Осмотр животных и диагностивание болезней (4248_14),Повышение продуктивности скота и птицы (4490_14),Осуществлять исследование причин возникновения процессов протекания болезней животных (4474_14),Склонность к здоровому образу жизни (СК) (1662_4),Контроль процессов (6210_14),Клинические обследования животных (4936_14),Проведение профилактических мероприятий по предупреждению заболеваний животных и падежа (4253_14),Организация и проведение ветеринарных мероприятий (4359_14),Продажа ветеринарных препаратов (4489_14),"Контроль, проверка лечения пациентов (5974_14)",Лечение скота и птицы (4350_14),Вакцинация животных (4396_14),Проведение диагностических исследований (4354_14),Умение работать с клиентами (4722_14),проведение противоэпизоотических мероприятий (4459_14)
False,1.0,Республика Северная Осетия,1,False,10000.0,20000.0,2448.809,1533.6398,1278.7296,1253.6565,823.2344,768.9093,748.015,681.1534,664.4379,660.2591,559.9666,555.7877,551.6089,526.5357,509.8203,488.926,480.5683,480.5683,459.674,422.0644,388.6335,363.5604,317.593,305.0564,305.0564,296.6987,275.8044,259.089,250.7313,234.0159,229.837,225.6582,221.4793,217.3005,213.1216
False,1.0,Республика Адыгея,1,False,14489.0,30000.0,3673.2135,2300.4597,1918.0944,1880.4847,1234.8517,1153.364,1122.0226,1021.73,996.6569,990.3886,839.9499,833.6816,827.4133,789.8036,764.7305,733.3891,720.8525,720.8525,689.5111,633.0965,582.9503,545.3406,476.3895,457.5846,457.5846,445.0481,413.7066,388.6335,376.0969,351.0238,344.7555,338.4873,332.219,325.9507,319.6824
False,1.0,Республика Адыгея,1,True,30000.0,30000.0,3673.2135,2300.4597,1918.0944,1880.4847,1234.8517,1153.364,1122.0226,1021.73,996.6569,990.3886,839.9499,833.6816,827.4133,789.8036,764.7305,733.3891,720.8525,720.8525,689.5111,633.0965,582.9503,545.3406,476.3895,457.5846,457.5846,445.0481,413.7066,388.6335,376.0969,351.0238,344.7555,338.4873,332.219,325.9507,319.6824
False,1.0,Чувашская Республика,1,False,14957.25,48300.0,5913.8738,3703.7401,3088.1321,3027.5804,1988.1112,1856.916,1806.4563,1644.9854,1604.6176,1594.5257,1352.3193,1342.2273,1332.1354,1271.5838,1231.216,1180.7564,1160.5725,1160.5725,1110.1128,1019.2854,938.5499,877.9983,766.987,736.7112,736.7112,716.5274,666.0677,625.7,605.5161,565.1483,555.0564,544.9645,534.8725,524.7806,514.6887
False,1.0,Город федерального значения Севастополь,1,False,25000.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,1.0,Астраханская область,1,False,14957.25,35000.0,4285.4158,2683.8696,2237.7768,2193.8989,1440.6603,1345.5913,1309.0263,1192.0184,1162.7664,1155.4534,979.9415,972.6285,965.3155,921.4375,892.1855,855.6206,840.9946,840.9946,804.4296,738.6126,680.1087,636.2307,555.7877,533.8487,533.8487,519.2227,482.6578,453.4058,438.7798,409.5278,402.2148,394.9018,387.5888,380.2758,372.9628
False,1.0,Кабардино-Балкарская Республика,1,False,25000.0,35000.0,4285.4158,2683.8696,2237.7768,2193.8989,1440.6603,1345.5913,1309.0263,1192.0184,1162.7664,1155.4534,979.9415,972.6285,965.3155,921.4375,892.1855,855.6206,840.9946,840.9946,804.4296,738.6126,680.1087,636.2307,555.7877,533.8487,533.8487,519.2227,482.6578,453.4058,438.7798,409.5278,402.2148,394.9018,387.5888,380.2758,372.9628
False,1.0,Республика Алтай,1,False,35000.0,35000.0,4285.4158,2683.8696,2237.7768,2193.8989,1440.6603,1345.5913,1309.0263,1192.0184,1162.7664,1155.4534,979.9415,972.6285,965.3155,921.4375,892.1855,855.6206,840.9946,840.9946,804.4296,738.6126,680.1087,636.2307,555.7877,533.8487,533.8487,519.2227,482.6578,453.4058,438.7798,409.5278,402.2148,394.9018,387.5888,380.2758,372.9628
False,1.0,Чеченская Республика,1,False,30000.0,30000.0,3673.2135,2300.4597,1918.0944,1880.4847,1234.8517,1153.364,1122.0226,1021.73,996.6569,990.3886,839.9499,833.6816,827.4133,789.8036,764.7305,733.3891,720.8525,720.8525,689.5111,633.0965,582.9503,545.3406,476.3895,457.5846,457.5846,445.0481,413.7066,388.6335,376.0969,351.0238,344.7555,338.4873,332.219,325.9507,319.6824
False,1.0,Кемеровская область,1,False,20000.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,1.0,Кемеровская область,1,True,30000.0,30000.0,3673.2135,2300.4597,1918.0944,1880.4847,1234.8517,1153.364,1122.0226,1021.73,996.6569,990.3886,839.9499,833.6816,827.4133,789.8036,764.7305,733.3891,720.8525,720.8525,689.5111,633.0965,582.9503,545.3406,476.3895,457.5846,457.5846,445.0481,413.7066,388.6335,376.0969,351.0238,344.7555,338.4873,332.219,325.9507,319.6824
False,1.0,Брянская область,1,False,15000.0,85000.0,10407.4384,6517.9691,5434.6009,5328.0401,3498.7463,3267.8646,3179.0639,2894.9018,2823.8613,2806.1011,2379.8579,2362.0978,2344.3377,2237.7768,2166.7363,2077.9356,2042.4154,2042.4154,1953.6147,1793.7735,1651.6924,1545.1316,1349.7702,1296.4898,1296.4898,1260.9695,1172.1688,1101.1283,1065.608,994.5675,976.8074,959.0472,941.2871,923.527,905.7668
False,1.0,Ставропольский край,2,False,15000.0,80000.0,9795.2361,6134.5591,5114.9185,5014.626,3292.9377,3075.6373,2992.0602,2724.6135,2657.7518,2641.0364,2239.8663,2223.1509,2206.4354,2106.1429,2039.2812,1955.7041,1922.2733,1922.2733,1838.6962,1688.2574,1554.5341,1454.2415,1270.3719,1220.2257,1220.2257,1186.7948,1103.2177,1036.356,1002.9252,936.0635,919.3481,902.6327,885.9173,869.2018,852.4864
False,1.0,Республика Бурятия,1,False,15000.0,40000.0,4897.6181,3067.2796,2557.4593,2507.313,1646.4689,1537.8186,1496.0301,1362.3067,1328.8759,1320.5182,1119.9331,1111.5754,1103.2177,1053.0715,1019.6406,977.8521,961.1366,961.1366,919.3481,844.1287,777.267,727.1208,635.186,610.1128,610.1128,593.3974,551.6089,518.178,501.4626,468.0318,459.674,451.3163,442.9586,434.6009,426.2432
False,1.0,Смоленская область,1,False,15765.5,70000.0,8570.8316,5367.7392,4475.5537,4387.7977,2881.3205,2691.1826,2618.0527,2384.0368,2325.5328,2310.9068,1959.883,1945.257,1930.631,1842.8751,1784.3711,1711.2411,1681.9891,1681.9891,1608.8592,1477.2252,1360.2173,1272.4613,1111.5754,1067.6975,1067.6975,1038.4455,965.3155,906.8115,877.5595,819.0556,804.4296,789.8036,775.1776,760.5516,745.9256
False,1.0,Ивановская область,1,False,15000.0,75000.0,9183.0338,5751.1492,4795.2361,4701.2119,3087.1291,2883.4099,2805.0564,2554.3251,2491.6423,2475.9716,2099.8746,2084.2039,2068.5332,1974.509,1911.8262,1833.4726,1802.1312,1802.1312,1723.7777,1582.7413,1457.3757,1363.3514,1190.9737,1143.9616,1143.9616,1112.6201,1034.2666,971.5838,940.2424,877.5595,861.8888,846.2181,830.5474,814.8767,799.206
False,1.0,Рязанская область,1,False,15765.5,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,1.0,Забайкальский край,1,False,20000.0,40000.0,4897.6181,3067.2796,2557.4593,2507.313,1646.4689,1537.8186,1496.0301,1362.3067,1328.8759,1320.5182,1119.9331,1111.5754,1103.2177,1053.0715,1019.6406,977.8521,961.1366,961.1366,919.3481,844.1287,777.267,727.1208,635.186,610.1128,610.1128,593.3974,551.6089,518.178,501.4626,468.0318,459.674,451.3163,442.9586,434.6009,426.2432
False,1.0,Архангельская область,1,False,15765.5,60000.0,7346.4271,4600.9193,3836.1889,3760.9695,2469.7033,2306.728,2244.0451,2043.4601,1993.3138,1980.7773,1679.8997,1667.3631,1654.8266,1579.6072,1529.4609,1466.7781,1441.705,1441.705,1379.0221,1266.1931,1165.9005,1090.6812,952.7789,915.1692,915.1692,890.0961,827.4133,777.267,752.1939,702.0476,689.5111,676.9745,664.4379,651.9014,639.3648
False,1.0,Томская область,1,False,15000.0,60000.0,7346.4271,4600.9193,3836.1889,3760.9695,2469.7033,2306.728,2244.0451,2043.4601,1993.3138,1980.7773,1679.8997,1667.3631,1654.8266,1579.6072,1529.4609,1466.7781,1441.705,1441.705,1379.0221,1266.1931,1165.9005,1090.6812,952.7789,915.1692,915.1692,890.0961,827.4133,777.267,752.1939,702.0476,689.5111,676.9745,664.4379,651.9014,639.3648
False,1.0,Алтайский край,2,False,15000.0,60000.0,7346.4271,4600.9193,3836.1889,3760.9695,2469.7033,2306.728,2244.0451,2043.4601,1993.3138,1980.7773,1679.8997,1667.3631,1654.8266,1579.6072,1529.4609,1466.7781,1441.705,1441.705,1379.0221,1266.1931,1165.9005,1090.6812,952.7789,915.1692,915.1692,890.0961,827.4133,777.267,752.1939,702.0476,689.5111,676.9745,664.4379,651.9014,639.3648
False,1.0,Кировская область,1,False,15000.0,80000.0,9795.2361,6134.5591,5114.9185,5014.626,3292.9377,3075.6373,2992.0602,2724.6135,2657.7518,2641.0364,2239.8663,2223.1509,2206.4354,2106.1429,2039.2812,1955.7041,1922.2733,1922.2733,1838.6962,1688.2574,1554.5341,1454.2415,1270.3719,1220.2257,1220.2257,1186.7948,1103.2177,1036.356,1002.9252,936.0635,919.3481,902.6327,885.9173,869.2018,852.4864
False,1.0,Красноярский край,1,False,15000.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,1.0,Красноярский край,1,True,30000.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,1.0,Ульяновская область,1,False,15000.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,1.0,Костромская область,1,False,20000.0,75000.0,9183.0338,5751.1492,4795.2361,4701.2119,3087.1291,2883.4099,2805.0564,2554.3251,2491.6423,2475.9716,2099.8746,2084.2039,2068.5332,1974.509,1911.8262,1833.4726,1802.1312,1802.1312,1723.7777,1582.7413,1457.3757,1363.3514,1190.9737,1143.9616,1143.9616,1112.6201,1034.2666,971.5838,940.2424,877.5595,861.8888,846.2181,830.5474,814.8767,799.206
False,1.0,Республика Марий Эл,1,False,15000.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,1.0,Республика Хакасия,1,False,15000.0,40000.0,4897.6181,3067.2796,2557.4593,2507.313,1646.4689,1537.8186,1496.0301,1362.3067,1328.8759,1320.5182,1119.9331,1111.5754,1103.2177,1053.0715,1019.6406,977.8521,961.1366,961.1366,919.3481,844.1287,777.267,727.1208,635.186,610.1128,610.1128,593.3974,551.6089,518.178,501.4626,468.0318,459.674,451.3163,442.9586,434.6009,426.2432
False,1.0,Республика Ингушетия,1,False,30000.0,30000.0,3673.2135,2300.4597,1918.0944,1880.4847,1234.8517,1153.364,1122.0226,1021.73,996.6569,990.3886,839.9499,833.6816,827.4133,789.8036,764.7305,733.3891,720.8525,720.8525,689.5111,633.0965,582.9503,545.3406,476.3895,457.5846,457.5846,445.0481,413.7066,388.6335,376.0969,351.0238,344.7555,338.4873,332.219,325.9507,319.6824
False,1.0,Хабаровский край,1,False,25000.0,94000.0,11509.4024,7208.107,6010.0293,5892.1855,3869.2018,3613.8738,3515.6707,3201.4208,3122.8583,3103.2177,2631.8429,2612.2023,2592.5616,2474.7179,2396.1555,2297.9524,2258.6711,2258.6711,2160.468,1983.7025,1826.5775,1708.7338,1492.687,1433.7651,1433.7651,1394.4839,1296.2808,1217.7183,1178.4371,1099.8746,1080.234,1060.5934,1040.9528,1021.3122,1001.6715
False,1.0,Мурманская область,1,False,22000.0,65000.0,7958.6293,4984.3293,4155.8713,4074.3836,2675.5119,2498.9553,2431.0489,2213.7484,2159.4233,2145.842,1819.8913,1806.3101,1792.7288,1711.2411,1656.916,1589.0096,1561.8471,1561.8471,1493.9407,1371.7092,1263.0589,1181.5712,1032.1772,991.4333,991.4333,964.2708,896.3644,842.0393,814.8767,760.5516,746.9703,733.3891,719.8078,706.2265,692.6452
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,25000.0,60000.0,7346.4271,4600.9193,3836.1889,3760.9695,2469.7033,2306.728,2244.0451,2043.4601,1993.3138,1980.7773,1679.8997,1667.3631,1654.8266,1579.6072,1529.4609,1466.7781,1441.705,1441.705,1379.0221,1266.1931,1165.9005,1090.6812,952.7789,915.1692,915.1692,890.0961,827.4133,777.267,752.1939,702.0476,689.5111,676.9745,664.4379,651.9014,639.3648
False,1.0,Ханты-Мансийский автономный округ — Югра,1,True,22000.0,22000.0,2693.6899,1687.0038,1406.6026,1379.0221,905.5579,845.8003,822.8165,749.2687,730.8817,726.285,615.9632,611.3665,606.7697,579.1893,560.8023,537.8186,528.6252,528.6252,505.6415,464.2708,427.4969,399.9164,349.3523,335.5621,335.5621,326.3686,303.3849,284.9979,275.8044,257.4175,252.8207,248.224,243.6272,239.0305,234.4338
False,1.0,Тульская область,1,False,17650.0,85000.0,10407.4384,6517.9691,5434.6009,5328.0401,3498.7463,3267.8646,3179.0639,2894.9018,2823.8613,2806.1011,2379.8579,2362.0978,2344.3377,2237.7768,2166.7363,2077.9356,2042.4154,2042.4154,1953.6147,1793.7735,1651.6924,1545.1316,1349.7702,1296.4898,1296.4898,1260.9695,1172.1688,1101.1283,1065.608,994.5675,976.8074,959.0472,941.2871,923.527,905.7668
False,1.0,Калужская область,1,False,22000.0,150000.0,18366.0677,11502.2984,9590.4722,9402.4237,6174.2583,5766.8199,5610.1128,5108.6502,4983.2846,4951.9432,4199.7493,4168.4079,4137.0664,3949.018,3823.6523,3666.9453,3604.2624,3604.2624,3447.5554,3165.4827,2914.7514,2726.7029,2381.9473,2287.9231,2287.9231,2225.2403,2068.5332,1943.1676,1880.4847,1755.1191,1723.7777,1692.4363,1661.0949,1629.7534,1598.412
False,1.0,Калужская область,1,True,60000.0,60000.0,7346.4271,4600.9193,3836.1889,3760.9695,2469.7033,2306.728,2244.0451,2043.4601,1993.3138,1980.7773,1679.8997,1667.3631,1654.8266,1579.6072,1529.4609,1466.7781,1441.705,1441.705,1379.0221,1266.1931,1165.9005,1090.6812,952.7789,915.1692,915.1692,890.0961,827.4133,777.267,752.1939,702.0476,689.5111,676.9745,664.4379,651.9014,639.3648
False,1.0,Республика Саха (Якутия),1,False,30000.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,1.0,Луганская область,1,False,49750.0,49750.0,6091.4125,3814.929,3180.8399,3118.4705,2047.7957,1912.6619,1860.6874,1694.369,1652.7894,1642.3945,1392.9168,1382.5219,1372.127,1309.7576,1268.178,1216.2035,1195.4137,1195.4137,1143.4392,1049.8851,966.7259,904.3565,790.0125,758.8278,758.8278,738.038,686.0635,644.4839,623.6941,582.1145,571.7196,561.3247,550.9298,540.5349,530.14
False,1.0,Амурская область,1,False,25000.0,70000.0,8570.8316,5367.7392,4475.5537,4387.7977,2881.3205,2691.1826,2618.0527,2384.0368,2325.5328,2310.9068,1959.883,1945.257,1930.631,1842.8751,1784.3711,1711.2411,1681.9891,1681.9891,1608.8592,1477.2252,1360.2173,1272.4613,1111.5754,1067.6975,1067.6975,1038.4455,965.3155,906.8115,877.5595,819.0556,804.4296,789.8036,775.1776,760.5516,745.9256
False,1.0,Еврейская автономная область,1,False,25000.0,25000.0,3061.0113,1917.0497,1598.412,1567.0706,1029.043,961.1366,935.0188,851.4417,830.5474,825.3239,699.9582,694.7346,689.5111,658.1697,637.2754,611.1575,600.7104,600.7104,574.5926,527.5804,485.7919,454.4505,396.9912,381.3205,381.3205,370.8734,344.7555,323.8613,313.4141,292.5198,287.2963,282.0727,276.8491,271.6256,266.402
False,1.0,Магаданская область,1,False,30000.0,65000.0,7958.6293,4984.3293,4155.8713,4074.3836,2675.5119,2498.9553,2431.0489,2213.7484,2159.4233,2145.842,1819.8913,1806.3101,1792.7288,1711.2411,1656.916,1589.0096,1561.8471,1561.8471,1493.9407,1371.7092,1263.0589,1181.5712,1032.1772,991.4333,991.4333,964.2708,896.3644,842.0393,814.8767,760.5516,746.9703,733.3891,719.8078,706.2265,692.6452
False,1.0,Республика Дагестан,1,False,30000.0,55000.0,6734.2248,4217.5094,3516.5065,3447.5554,2263.8947,2114.5006,2057.0414,1873.1718,1827.2043,1815.7125,1539.9081,1528.4162,1516.9244,1447.9733,1402.0059,1344.5466,1321.5629,1321.5629,1264.1036,1160.677,1068.7422,999.7911,873.3807,838.9051,838.9051,815.9214,758.4622,712.4948,689.5111,643.5437,632.0518,620.56,609.0681,597.5763,586.0844
False,1.0,Ямало-Ненецкий автономный округ,1,False,70000.0,70000.0,8570.8316,5367.7392,4475.5537,4387.7977,2881.3205,2691.1826,2618.0527,2384.0368,2325.5328,2310.9068,1959.883,1945.257,1930.631,1842.8751,1784.3711,1711.2411,1681.9891,1681.9891,1608.8592,1477.2252,1360.2173,1272.4613,1111.5754,1067.6975,1067.6975,1038.4455,965.3155,906.8115,877.5595,819.0556,804.4296,789.8036,775.1776,760.5516,745.9256
False,1.0,Донецкая область,1,False,55000.0,55000.0,6734.2248,4217.5094,3516.5065,3447.5554,2263.8947,2114.5006,2057.0414,1873.1718,1827.2043,1815.7125,1539.9081,1528.4162,1516.9244,1447.9733,1402.0059,1344.5466,1321.5629,1321.5629,1264.1036,1160.677,1068.7422,999.7911,873.3807,838.9051,838.9051,815.9214,758.4622,712.4948,689.5111,643.5437,632.0518,620.56,609.0681,597.5763,586.0844
False,1.0,Камчатский край,1,False,31000.0,100000.0,12244.0451,7668.1989,6393.6481,6268.2825,4116.1722,3844.5466,3740.0752,3405.7668,3322.1897,3301.2954,2799.8328,2778.9386,2758.0443,2632.6786,2549.1015,2444.6302,2402.8416,2402.8416,2298.3702,2110.3218,1943.1676,1817.8019,1587.9649,1525.2821,1525.2821,1483.4935,1379.0221,1295.445,1253.6565,1170.0794,1149.1851,1128.2908,1107.3966,1086.5023,1065.608
False,1.0,Сахалинская область,1,False,20000.0,69000.0,8448.3911,5291.0573,4411.6172,4325.1149,2840.1588,2652.7372,2580.6519,2349.9791,2292.3109,2277.8939,1931.8847,1917.4676,1903.0506,1816.5483,1758.8801,1686.7948,1657.9607,1657.9607,1585.8755,1456.122,1340.7856,1254.2833,1095.6958,1052.4446,1052.4446,1023.6105,951.5253,893.8571,865.023,807.3548,792.9377,778.5207,764.1036,749.6866,735.2695
False,1.0,Чукотский автономный округ,1,False,58706.0,80000.0,9795.2361,6134.5591,5114.9185,5014.626,3292.9377,3075.6373,2992.0602,2724.6135,2657.7518,2641.0364,2239.8663,2223.1509,2206.4354,2106.1429,2039.2812,1955.7041,1922.2733,1922.2733,1838.6962,1688.2574,1554.5341,1454.2415,1270.3719,1220.2257,1220.2257,1186.7948,1103.2177,1036.356,1002.9252,936.0635,919.3481,902.6327,885.9173,869.2018,852.4864
False,1.0,Запорожская область,1,False,52000.0,52000.0,6366.9035,3987.4634,3324.697,3259.5069,2140.4095,1999.1642,1944.8391,1770.9987,1727.5387,1716.6736,1455.9131,1445.0481,1434.183,1368.9929,1325.5328,1271.2077,1249.4776,1249.4776,1195.1525,1097.3673,1010.4471,945.257,825.7417,793.1467,793.1467,771.4166,717.0915,673.6314,651.9014,608.4413,597.5763,586.7112,575.8462,564.9812,554.1162
False,0.0,Волгоградская область,2,False,10000.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,0.0,Удмуртская Республика,1,False,10000.0,45000.0,5509.8203,3450.6895,2877.1417,2820.7271,1852.2775,1730.046,1683.0338,1532.5951,1494.9854,1485.583,1259.9248,1250.5224,1241.1199,1184.7054,1147.0957,1100.0836,1081.2787,1081.2787,1034.2666,949.6448,874.4254,818.0109,714.5842,686.3769,686.3769,667.5721,620.56,582.9503,564.1454,526.5357,517.1333,507.7309,498.3285,488.926,479.5236
False,0.0,Удмуртская Республика,1,True,16000.0,16000.0,1959.0472,1226.9118,1022.9837,1002.9252,658.5875,615.1275,598.412,544.9227,531.5504,528.2073,447.9733,444.6302,441.2871,421.2286,407.8562,391.1408,384.4547,384.4547,367.7392,337.6515,310.9068,290.8483,254.0744,244.0451,244.0451,237.359,220.6435,207.2712,200.585,187.2127,183.8696,180.5265,177.1835,173.8404,170.4973
False,0.0,Республика Башкортостан,0,False,10000.0,35000.0,4285.4158,2683.8696,2237.7768,2193.8989,1440.6603,1345.5913,1309.0263,1192.0184,1162.7664,1155.4534,979.9415,972.6285,965.3155,921.4375,892.1855,855.6206,840.9946,840.9946,804.4296,738.6126,680.1087,636.2307,555.7877,533.8487,533.8487,519.2227,482.6578,453.4058,438.7798,409.5278,402.2148,394.9018,387.5888,380.2758,372.9628
False,0.0,Саратовская область,2,False,10000.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,0.0,Тюменская область,1,False,12000.0,80000.0,9795.2361,6134.5591,5114.9185,5014.626,3292.9377,3075.6373,2992.0602,2724.6135,2657.7518,2641.0364,2239.8663,2223.1509,2206.4354,2106.1429,2039.2812,1955.7041,1922.2733,1922.2733,1838.6962,1688.2574,1554.5341,1454.2415,1270.3719,1220.2257,1220.2257,1186.7948,1103.2177,1036.356,1002.9252,936.0635,919.3481,902.6327,885.9173,869.2018,852.4864
False,0.0,Воронежская область,2,False,15930.0,130000.0,15917.2587,9968.6586,8311.7426,8148.7672,5351.0238,4997.9106,4862.0978,4427.4969,4318.8466,4291.6841,3639.7827,3612.6201,3585.4576,3422.4822,3313.832,3178.0192,3123.6941,3123.6941,2987.8813,2743.4183,2526.1178,2363.1425,2064.3544,1982.8667,1982.8667,1928.5416,1792.7288,1684.0786,1629.7534,1521.1032,1493.9407,1466.7781,1439.6155,1412.453,1385.2904
False,0.0,Город федерального значения Санкт-Петербург,0,False,20000.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,0.0,Город федерального значения Санкт-Петербург,0,True,20000.0,31000.0,3795.654,2377.1417,1982.0309,1943.1676,1276.0134,1191.8094,1159.4233,1055.7877,1029.8788,1023.4016,867.9482,861.471,854.9937,816.1304,790.2215,757.8354,744.8809,744.8809,712.4948,654.1997,602.3819,563.5186,492.2691,472.8374,472.8374,459.883,427.4969,401.588,388.6335,362.7246,356.2474,349.7702,343.2929,336.8157,330.3385
False,0.0,Город федерального значения Москва,0,False,15000.0,150000.0,18366.0677,11502.2984,9590.4722,9402.4237,6174.2583,5766.8199,5610.1128,5108.6502,4983.2846,4951.9432,4199.7493,4168.4079,4137.0664,3949.018,3823.6523,3666.9453,3604.2624,3604.2624,3447.5554,3165.4827,2914.7514,2726.7029,2381.9473,2287.9231,2287.9231,2225.2403,2068.5332,1943.1676,1880.4847,1755.1191,1723.7777,1692.4363,1661.0949,1629.7534,1598.412
False,0.0,Город федерального значения Москва,0,True,1000.0,40000.0,4897.6181,3067.2796,2557.4593,2507.313,1646.4689,1537.8186,1496.0301,1362.3067,1328.8759,1320.5182,1119.9331,1111.5754,1103.2177,1053.0715,1019.6406,977.8521,961.1366,961.1366,919.3481,844.1287,777.267,727.1208,635.186,610.1128,610.1128,593.3974,551.6089,518.178,501.4626,468.0318,459.674,451.3163,442.9586,434.6009,426.2432
