is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Нравственность (СК) (622_4),Коммуникабельность (СК) (617_4),"Личные установки и ценности, мировоззрение (2043_4)",Заключение договоров (3483_37),Целеустремленность (СК) (588_4),Ведение переговоров (Логистика) (3689_37),"Ответственность , добросовестность (СК) (614_4)",Сопровождение сделок (Логистика) (5266_37),Стрессоустойчивость (СК) (601_4),"Саморазвитие, обучаемость (СК) (604_4)",Грамотность (СК) (1368_4),Работа с клиентами (3966_37),Знание пакета MS OFFICE (Логистика) (4199_37),Активность (СК) (576_4),Работа с документами (Логистика) (3969_37),Пунктуальность (СК) (612_4),Ведение деловой переписки (4590_37),Высокая работоспособность (СК) (586_4),Презентация недвижимости (Риэлтор) (7806_37),Инициативность (СК) (610_4),Уверенность (СК) (591_4),Обучение рынку недвижимости (Риэлтор) (8329_37),Знания.Программы.Офисное ПО/ПК и оргтехника.Логистика (4064_37),Навыки продаж (Логистика) (7811_37),Доброжелательность (СК) (1126_4),Трудолюбие (СК) (597_4),Составление/формирование/подготовка отчетности (ОПТ) (3911_36),Дисциплинированность (СК) (593_4),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Командность (СК) (1371_4),Амбициозность (СК) (1367_4),Работа в CRM-системе (Логистика) (7742_37),"Организаторские способности, лидерство (СК) (393_4)",Организация показов/просмотров (Риэлтор) (7978_37),Самостоятельность (СК) (603_4)
False,0.0,Удмуртская Республика,1,False,25000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Удмуртская Республика,1,True,35000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Астраханская область,1,False,60.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Астраханская область,1,True,250000.0,250000.0,21114.0402,20821.1287,17306.1902,13815.661,13522.7495,12497.5591,11130.6385,10349.5411,9202.3042,8958.2113,7933.0209,7908.6116,6566.1004,5882.6401,5614.1379,5516.5007,5370.0449,5174.7706,4808.6311,4686.5847,4564.5382,4393.6731,4125.1709,3978.7151,3661.3943,3636.985,3612.5757,3588.1664,3490.5292,3173.2084,3148.7991,2758.2503,2636.2039,2562.976,2489.7481
False,0.0,Пермский край,1,False,25000.0,80000.0,6756.4929,6662.7612,5537.9809,4421.0115,4327.2798,3999.2189,3561.8043,3311.8532,2944.7374,2866.6276,2538.5667,2530.7557,2101.1521,1882.4448,1796.5241,1765.2802,1718.4144,1655.9266,1538.762,1499.7071,1460.6522,1405.9754,1320.0547,1273.1888,1171.6462,1163.8352,1156.0242,1148.2132,1116.9693,1015.4267,1007.6157,882.6401,843.5852,820.1523,796.7194
False,0.0,Пермский край,1,True,30000.0,90000.0,7601.0545,7495.6063,6230.2285,4973.638,4868.1898,4499.1213,4007.0299,3725.8348,3312.8295,3224.9561,2855.8875,2847.1002,2363.7961,2117.7504,2021.0896,1985.9402,1933.2162,1862.9174,1731.1072,1687.1705,1643.2337,1581.7223,1485.0615,1432.3374,1318.1019,1309.3146,1300.5272,1291.7399,1256.5905,1142.355,1133.5677,992.9701,949.0334,922.6714,896.3093
False,0.0,Ставропольский край,2,False,20100.0,250000.0,21114.0402,20821.1287,17306.1902,13815.661,13522.7495,12497.5591,11130.6385,10349.5411,9202.3042,8958.2113,7933.0209,7908.6116,6566.1004,5882.6401,5614.1379,5516.5007,5370.0449,5174.7706,4808.6311,4686.5847,4564.5382,4393.6731,4125.1709,3978.7151,3661.3943,3636.985,3612.5757,3588.1664,3490.5292,3173.2084,3148.7991,2758.2503,2636.2039,2562.976,2489.7481
False,0.0,Ставропольский край,2,True,25000.0,64000.0,5405.1943,5330.2089,4430.3847,3536.8092,3461.8239,3199.3751,2849.4435,2649.4825,2355.7899,2293.3021,2030.8533,2024.6046,1680.9217,1505.9559,1437.2193,1412.2242,1374.7315,1324.7413,1231.0096,1199.7657,1168.5218,1124.7803,1056.0437,1018.5511,937.3169,931.0682,924.8194,918.5706,893.5755,812.3413,806.0926,706.1121,674.8682,656.1219,637.3755
False,0.0,Саратовская область,2,False,25000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Саратовская область,2,True,25000.0,54000.0,4560.6327,4497.3638,3738.1371,2984.1828,2920.9139,2699.4728,2404.2179,2235.5009,1987.6977,1934.9736,1713.5325,1708.2601,1418.2777,1270.6503,1212.6538,1191.5641,1159.9297,1117.7504,1038.6643,1012.3023,985.9402,949.0334,891.0369,859.4025,790.8612,785.5888,780.3163,775.0439,753.9543,685.413,680.1406,595.7821,569.42,553.6028,537.7856
False,0.0,Челябинская область,0,False,18679.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Челябинская область,0,True,25000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Ивановская область,1,False,25000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Ивановская область,1,True,40000.0,40000.0,3378.2464,3331.3806,2768.9904,2210.5058,2163.6399,1999.6095,1780.9022,1655.9266,1472.3687,1433.3138,1269.2833,1265.3779,1050.5761,941.2224,898.2621,882.6401,859.2072,827.9633,769.381,749.8535,730.3261,702.9877,660.0273,636.5944,585.8231,581.9176,578.0121,574.1066,558.4847,507.7133,503.8079,441.3201,421.7926,410.0762,398.3597
False,0.0,Республика Бурятия,1,False,25000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Республика Бурятия,1,True,25000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Вологодская область,1,False,25000.0,80000.0,6756.4929,6662.7612,5537.9809,4421.0115,4327.2798,3999.2189,3561.8043,3311.8532,2944.7374,2866.6276,2538.5667,2530.7557,2101.1521,1882.4448,1796.5241,1765.2802,1718.4144,1655.9266,1538.762,1499.7071,1460.6522,1405.9754,1320.0547,1273.1888,1171.6462,1163.8352,1156.0242,1148.2132,1116.9693,1015.4267,1007.6157,882.6401,843.5852,820.1523,796.7194
False,0.0,Вологодская область,1,True,50000.0,60000.0,5067.3697,4997.0709,4153.4856,3315.7586,3245.4599,2999.4142,2671.3533,2483.8899,2208.553,2149.9707,1903.925,1898.0668,1575.8641,1411.8336,1347.3931,1323.9602,1288.8108,1241.9449,1154.0715,1124.7803,1095.4892,1054.4815,990.041,954.8916,878.7346,872.8764,867.0182,861.1599,837.727,761.57,755.7118,661.9801,632.6889,615.1142,597.5395
False,0.0,Новгородская область,1,False,25000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Новгородская область,1,True,25000.0,25000.0,2111.404,2082.1129,1730.619,1381.5661,1352.2749,1249.7559,1113.0639,1034.9541,920.2304,895.8211,793.3021,790.8612,656.61,588.264,561.4138,551.6501,537.0045,517.4771,480.8631,468.6585,456.4538,439.3673,412.5171,397.8715,366.1394,363.6985,361.2576,358.8166,349.0529,317.3208,314.8799,275.825,263.6204,256.2976,248.9748
False,0.0,Калининградская область,1,False,30000.0,120000.0,10134.7393,9994.1418,8306.9713,6631.5173,6490.9197,5998.8284,5342.7065,4967.7797,4417.106,4299.9414,3807.85,3796.1336,3151.7282,2823.6673,2694.7862,2647.9203,2577.6216,2483.8899,2308.1429,2249.5606,2190.9783,2108.9631,1980.082,1909.7832,1757.4692,1745.7528,1734.0363,1722.3199,1675.454,1523.14,1511.4236,1323.9602,1265.3779,1230.2285,1195.0791
False,0.0,Калининградская область,1,True,50000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Липецкая область,1,False,25000.0,80000.0,6756.4929,6662.7612,5537.9809,4421.0115,4327.2798,3999.2189,3561.8043,3311.8532,2944.7374,2866.6276,2538.5667,2530.7557,2101.1521,1882.4448,1796.5241,1765.2802,1718.4144,1655.9266,1538.762,1499.7071,1460.6522,1405.9754,1320.0547,1273.1888,1171.6462,1163.8352,1156.0242,1148.2132,1116.9693,1015.4267,1007.6157,882.6401,843.5852,820.1523,796.7194
False,0.0,Липецкая область,1,True,25000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Белгородская область,2,False,25000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Белгородская область,2,True,50000.0,50000.0,4222.808,4164.2257,3461.238,2763.1322,2704.5499,2499.5118,2226.1277,2069.9082,1840.4608,1791.6423,1586.6042,1581.7223,1313.2201,1176.528,1122.8276,1103.3001,1074.009,1034.9541,961.7262,937.3169,912.9076,878.7346,825.0342,795.743,732.2789,727.397,722.5151,717.6333,698.1058,634.6417,629.7598,551.6501,527.2408,512.5952,497.9496
False,0.0,Тульская область,1,False,25000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Тульская область,1,True,25000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Кировская область,1,False,25000.0,150000.0,12668.4241,12492.6772,10383.7141,8289.3966,8113.6497,7498.5354,6678.3831,6209.7247,5521.3825,5374.9268,4759.8125,4745.167,3939.6602,3529.5841,3368.4827,3309.9004,3222.0269,3104.8623,2885.1787,2811.9508,2738.7229,2636.2039,2475.1025,2387.2291,2196.8366,2182.191,2167.5454,2152.8998,2094.3175,1903.925,1889.2794,1654.9502,1581.7223,1537.7856,1493.8489
False,0.0,Кировская область,1,True,30000.0,150000.0,12668.4241,12492.6772,10383.7141,8289.3966,8113.6497,7498.5354,6678.3831,6209.7247,5521.3825,5374.9268,4759.8125,4745.167,3939.6602,3529.5841,3368.4827,3309.9004,3222.0269,3104.8623,2885.1787,2811.9508,2738.7229,2636.2039,2475.1025,2387.2291,2196.8366,2182.191,2167.5454,2152.8998,2094.3175,1903.925,1889.2794,1654.9502,1581.7223,1537.7856,1493.8489
False,0.0,Приморский край,1,False,25000.0,90000.0,7601.0545,7495.6063,6230.2285,4973.638,4868.1898,4499.1213,4007.0299,3725.8348,3312.8295,3224.9561,2855.8875,2847.1002,2363.7961,2117.7504,2021.0896,1985.9402,1933.2162,1862.9174,1731.1072,1687.1705,1643.2337,1581.7223,1485.0615,1432.3374,1318.1019,1309.3146,1300.5272,1291.7399,1256.5905,1142.355,1133.5677,992.9701,949.0334,922.6714,896.3093
False,0.0,Приморский край,1,True,25000.0,250000.0,21114.0402,20821.1287,17306.1902,13815.661,13522.7495,12497.5591,11130.6385,10349.5411,9202.3042,8958.2113,7933.0209,7908.6116,6566.1004,5882.6401,5614.1379,5516.5007,5370.0449,5174.7706,4808.6311,4686.5847,4564.5382,4393.6731,4125.1709,3978.7151,3661.3943,3636.985,3612.5757,3588.1664,3490.5292,3173.2084,3148.7991,2758.2503,2636.2039,2562.976,2489.7481
False,0.0,Алтайский край,2,False,20000.0,130000.0,10979.3009,10826.9869,8999.2189,7184.1437,7031.8297,6498.7307,5787.932,5381.7614,4785.1982,4658.2699,4125.1709,4112.478,3414.3722,3058.9729,2919.3517,2868.5804,2792.4234,2690.8807,2500.4882,2437.024,2373.5599,2284.71,2145.0888,2068.9318,1903.925,1891.2322,1878.5393,1865.8465,1815.0752,1650.0683,1637.3755,1434.2902,1370.826,1332.7475,1294.669
False,0.0,Алтайский край,2,True,25000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Амурская область,1,False,25000.0,90000.0,7601.0545,7495.6063,6230.2285,4973.638,4868.1898,4499.1213,4007.0299,3725.8348,3312.8295,3224.9561,2855.8875,2847.1002,2363.7961,2117.7504,2021.0896,1985.9402,1933.2162,1862.9174,1731.1072,1687.1705,1643.2337,1581.7223,1485.0615,1432.3374,1318.1019,1309.3146,1300.5272,1291.7399,1256.5905,1142.355,1133.5677,992.9701,949.0334,922.6714,896.3093
False,0.0,Амурская область,1,True,30000.0,60000.0,5067.3697,4997.0709,4153.4856,3315.7586,3245.4599,2999.4142,2671.3533,2483.8899,2208.553,2149.9707,1903.925,1898.0668,1575.8641,1411.8336,1347.3931,1323.9602,1288.8108,1241.9449,1154.0715,1124.7803,1095.4892,1054.4815,990.041,954.8916,878.7346,872.8764,867.0182,861.1599,837.727,761.57,755.7118,661.9801,632.6889,615.1142,597.5395
False,0.0,Брянская область,1,False,25000.0,120000.0,10134.7393,9994.1418,8306.9713,6631.5173,6490.9197,5998.8284,5342.7065,4967.7797,4417.106,4299.9414,3807.85,3796.1336,3151.7282,2823.6673,2694.7862,2647.9203,2577.6216,2483.8899,2308.1429,2249.5606,2190.9783,2108.9631,1980.082,1909.7832,1757.4692,1745.7528,1734.0363,1722.3199,1675.454,1523.14,1511.4236,1323.9602,1265.3779,1230.2285,1195.0791
False,0.0,Брянская область,1,True,25000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Смоленская область,1,False,30000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Смоленская область,1,True,40000.0,75000.0,6334.2121,6246.3386,5191.8571,4144.6983,4056.8248,3749.2677,3339.1916,3104.8623,2760.6913,2687.4634,2379.9063,2372.5835,1969.8301,1764.792,1684.2414,1654.9502,1611.0135,1552.4312,1442.5893,1405.9754,1369.3615,1318.1019,1237.5513,1193.6145,1098.4183,1091.0955,1083.7727,1076.4499,1047.1588,951.9625,944.6397,827.4751,790.8612,768.8928,746.9244
False,0.0,Рязанская область,1,False,25000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Рязанская область,1,True,50000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Республика Северная Осетия,1,False,30000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Республика Северная Осетия,1,True,100000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Ленинградская область,1,False,25000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Ленинградская область,1,True,25000.0,90000.0,7601.0545,7495.6063,6230.2285,4973.638,4868.1898,4499.1213,4007.0299,3725.8348,3312.8295,3224.9561,2855.8875,2847.1002,2363.7961,2117.7504,2021.0896,1985.9402,1933.2162,1862.9174,1731.1072,1687.1705,1643.2337,1581.7223,1485.0615,1432.3374,1318.1019,1309.3146,1300.5272,1291.7399,1256.5905,1142.355,1133.5677,992.9701,949.0334,922.6714,896.3093
False,0.0,Чувашская Республика,1,False,25000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Чувашская Республика,1,True,54000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Мурманская область,1,False,25000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Мурманская область,1,True,25000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Республика Марий Эл,1,False,20000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Республика Марий Эл,1,True,46600.0,46600.0,3935.6571,3881.0584,3225.8739,2575.2392,2520.6405,2329.545,2074.751,1929.1545,1715.3095,1669.8106,1478.7151,1474.1652,1223.9211,1096.5241,1046.4753,1028.2757,1000.9764,964.5772,896.3288,873.5794,850.8299,818.9807,768.9318,741.6325,682.4839,677.934,673.3841,668.8342,650.6346,591.486,586.9361,514.1379,491.3884,477.7387,464.089
False,0.0,Республика Алтай,1,False,20020.0,50000.0,4222.808,4164.2257,3461.238,2763.1322,2704.5499,2499.5118,2226.1277,2069.9082,1840.4608,1791.6423,1586.6042,1581.7223,1313.2201,1176.528,1122.8276,1103.3001,1074.009,1034.9541,961.7262,937.3169,912.9076,878.7346,825.0342,795.743,732.2789,727.397,722.5151,717.6333,698.1058,634.6417,629.7598,551.6501,527.2408,512.5952,497.9496
False,0.0,Херсонская область,1,False,20020.0,25000.0,2111.404,2082.1129,1730.619,1381.5661,1352.2749,1249.7559,1113.0639,1034.9541,920.2304,895.8211,793.3021,790.8612,656.61,588.264,561.4138,551.6501,537.0045,517.4771,480.8631,468.6585,456.4538,439.3673,412.5171,397.8715,366.1394,363.6985,361.2576,358.8166,349.0529,317.3208,314.8799,275.825,263.6204,256.2976,248.9748
False,0.0,Калужская область,1,False,25000.0,150000.0,12668.4241,12492.6772,10383.7141,8289.3966,8113.6497,7498.5354,6678.3831,6209.7247,5521.3825,5374.9268,4759.8125,4745.167,3939.6602,3529.5841,3368.4827,3309.9004,3222.0269,3104.8623,2885.1787,2811.9508,2738.7229,2636.2039,2475.1025,2387.2291,2196.8366,2182.191,2167.5454,2152.8998,2094.3175,1903.925,1889.2794,1654.9502,1581.7223,1537.7856,1493.8489
False,0.0,Калужская область,1,True,64000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Архангельская область,1,False,25000.0,90000.0,7601.0545,7495.6063,6230.2285,4973.638,4868.1898,4499.1213,4007.0299,3725.8348,3312.8295,3224.9561,2855.8875,2847.1002,2363.7961,2117.7504,2021.0896,1985.9402,1933.2162,1862.9174,1731.1072,1687.1705,1643.2337,1581.7223,1485.0615,1432.3374,1318.1019,1309.3146,1300.5272,1291.7399,1256.5905,1142.355,1133.5677,992.9701,949.0334,922.6714,896.3093
False,0.0,Архангельская область,1,True,25000.0,45000.0,3800.5272,3747.8032,3115.1142,2486.819,2434.0949,2249.5606,2003.5149,1862.9174,1656.4148,1612.478,1427.9438,1423.5501,1181.8981,1058.8752,1010.5448,992.9701,966.6081,931.4587,865.5536,843.5852,821.6169,790.8612,742.5308,716.1687,659.051,654.6573,650.2636,645.8699,628.2953,571.1775,566.7838,496.4851,474.5167,461.3357,448.1547
