is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)","Личные установки и ценности, мировоззрение (2043_4)",Дисциплинированность (СК) (593_4),Административные функции (61_3),"Контроль  сварки/резки, измерение (71_3)",Составление/формирование/подготовка отчетности (ОПТ) (3911_36),Командность (СК) (1371_4),"Организаторские способности, лидерство (СК) (393_4)",Руководство и контроль сварочного производства (999_3),"Знание техник, технологии сварки, наплавки (41_3)",Сварка без конкретизации вида/оборудования (26_3),"Чтение чертежей, документации (68_3)",Технологическая подготовка сварочного производства (997_3),Коммуникабельность (СК) (617_4),"Знание НТД, НД, ПТД (2712_3)",Чтение схем/чертежей (ОПТ) (3032_36),Разрешительная и исполнительная документация (2690_3),Внимательность (СК) (536_4),Английский язык (ЯС) (1918_32),Стрессоустойчивость (СК) (601_4),Соблюдение техники безопасности (ОПТ) (3791_36),Инициативность (СК) (610_4),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Дефекты и нормы оценки (2754_3),"Соблюдение охраны труда, техники безопасности и пожарной безопасности (69_3)",Пунктуальность (СК) (612_4),"Многозадачность, интенсивность (СК) (627_4)",Китайский язык (ЯС) (1933_32),Выполнение ремонтных работ (ОПТ) (8285_36),Обслуживание и ремонт сварочного оборудования (60_3)
False,2.0,Псковская область,1,False,90000.0,149000.0,32503.3825,13847.3994,12418.0437,12335.422,7882.1116,7766.4412,7378.1191,6783.2428,6163.5799,6114.0069,5006.8759,3800.5989,3552.7337,2792.614,2726.5166,2511.7001,2222.5241,2164.6889,1925.0859,1842.4642,1264.1122,1074.0823,1032.7714,627.925,611.4007,570.0898,553.5655,537.0411,537.0411,454.4194
False,2.0,Республика Коми,1,False,30000.0,170000.0,37084.3961,15799.0462,14168.2378,14073.9714,8993.0132,8861.0403,8417.9882,7739.2703,7032.2724,6975.7125,5712.543,4336.2537,4053.4546,3186.2038,3110.7907,2865.6981,2535.7658,2469.7793,2196.4068,2102.1404,1442.2757,1225.463,1178.3298,716.4245,697.5713,650.4381,631.5848,612.7315,612.7315,518.4651
False,2.0,Калужская область,1,False,20000.0,150000.0,32721.526,13940.3349,12501.3863,12418.21,7935.0116,7818.5649,7427.6367,6828.7679,6204.9462,6155.0405,5040.4791,3826.1062,3576.5776,2811.3563,2744.8153,2528.5572,2237.4404,2179.217,1938.006,1854.8298,1272.5962,1081.2909,1039.7028,632.1393,615.504,573.9159,557.2807,540.6454,540.6454,457.4692
False,2.0,Астраханская область,1,False,90000.0,90000.0,19632.9156,8364.201,7500.8318,7450.926,4761.007,4691.139,4456.582,4097.2607,3722.9677,3693.0243,3024.2875,2295.6637,2145.9465,1686.8138,1646.8892,1517.1343,1342.4642,1307.5302,1162.8036,1112.8979,763.5577,648.7745,623.8217,379.2836,369.3024,344.3496,334.3684,324.3873,324.3873,274.4815
False,2.0,Калининградская область,1,False,60000.0,60000.0,13088.6104,5576.134,5000.5545,4967.284,3174.0047,3127.426,2971.0547,2731.5072,2481.9785,2462.0162,2016.1916,1530.4425,1430.631,1124.5425,1097.9261,1011.4229,894.9762,871.6868,775.2024,741.9319,509.0385,432.5164,415.8811,252.8557,246.2016,229.5664,222.9123,216.2582,216.2582,182.9877
False,2.0,Орловская область,1,False,150000.0,150000.0,32721.526,13940.3349,12501.3863,12418.21,7935.0116,7818.5649,7427.6367,6828.7679,6204.9462,6155.0405,5040.4791,3826.1062,3576.5776,2811.3563,2744.8153,2528.5572,2237.4404,2179.217,1938.006,1854.8298,1272.5962,1081.2909,1039.7028,632.1393,615.504,573.9159,557.2807,540.6454,540.6454,457.4692
False,2.0,Карачаево-Черкесская Республика,1,False,120000.0,120000.0,26177.2208,11152.2679,10001.109,9934.568,6348.0093,6254.8519,5942.1093,5463.0143,4963.957,4924.0324,4032.3833,3060.885,2861.2621,2249.0851,2195.8523,2022.8457,1789.9523,1743.3736,1550.4048,1483.8638,1018.077,865.0327,831.7622,505.7114,492.4032,459.1327,445.8246,432.5164,432.5164,365.9754
False,1.0,Город федерального значения Москва,0,False,25750.0,118000.0,25740.9338,10966.3968,9834.4239,9768.9919,6242.2092,6150.6044,5843.0742,5371.9641,4881.2244,4841.9652,3965.1769,3009.8702,2813.5744,2211.6003,2159.2547,1989.1316,1760.1198,1714.3174,1524.5647,1459.1327,1001.109,850.6155,817.8995,497.2829,484.1965,451.4805,438.3941,425.3078,425.3078,359.8758
False,1.0,Амурская область,1,False,29749.25,130000.0,28358.6559,12081.6236,10834.5348,10762.4487,6877.0101,6776.0896,6437.2851,5918.2655,5377.6201,5334.3684,4368.4152,3315.9587,3099.7006,2436.5088,2378.84,2191.4162,1939.115,1888.6548,1679.6052,1607.5191,1102.9167,937.1188,901.0757,547.8541,533.4368,497.3938,482.9766,468.5594,468.5594,396.4733
False,1.0,Челябинская область,0,False,25000.0,90000.0,19632.9156,8364.201,7500.8318,7450.926,4761.007,4691.139,4456.582,4097.2607,3722.9677,3693.0243,3024.2875,2295.6637,2145.9465,1686.8138,1646.8892,1517.1343,1342.4642,1307.5302,1162.8036,1112.8979,763.5577,648.7745,623.8217,379.2836,369.3024,344.3496,334.3684,324.3873,324.3873,274.4815
False,1.0,Ленинградская область,1,False,29749.25,55000.0,11997.8929,5111.4561,4583.8416,4553.3437,2909.5043,2866.8071,2723.4668,2503.8816,2275.1469,2256.8482,1848.1757,1402.9056,1311.4118,1030.8307,1006.4323,927.1376,820.3948,799.0462,710.6022,680.1042,466.6186,396.4733,381.2244,231.7844,225.6848,210.4358,204.3363,198.2367,198.2367,167.7387
False,1.0,Город федерального значения Санкт-Петербург,0,False,25750.0,126000.0,27486.0818,11709.8813,10501.1645,10431.2964,6665.4098,6567.5945,6239.2148,5736.165,5212.1548,5170.234,4234.0024,3213.9292,3004.3252,2361.5393,2305.6449,2123.988,1879.4499,1830.5423,1627.925,1558.057,1068.9808,908.2844,873.3503,530.997,517.0234,482.0894,468.1158,454.1422,454.1422,384.2741
False,1.0,Республика Саха (Якутия),1,False,25750.0,35750.0,7798.6304,3322.4465,2979.4971,2959.6734,1891.1778,1863.4246,1770.2534,1627.523,1478.8455,1466.9513,1201.3142,911.8887,852.4177,670.0399,654.181,602.6395,533.2566,519.3801,461.8914,442.0678,303.3021,257.7077,247.7958,150.6599,146.6951,136.7833,132.8186,128.8538,128.8538,109.0302
False,1.0,Свердловская область,0,False,30000.0,90000.0,19632.9156,8364.201,7500.8318,7450.926,4761.007,4691.139,4456.582,4097.2607,3722.9677,3693.0243,3024.2875,2295.6637,2145.9465,1686.8138,1646.8892,1517.1343,1342.4642,1307.5302,1162.8036,1112.8979,763.5577,648.7745,623.8217,379.2836,369.3024,344.3496,334.3684,324.3873,324.3873,274.4815
False,1.0,Ярославская область,1,False,28700.0,50000.0,10907.1753,4646.7783,4167.1288,4139.4033,2645.0039,2606.1883,2475.8789,2276.256,2068.3154,2051.6802,1680.1597,1275.3687,1192.1925,937.1188,914.9384,842.8524,745.8135,726.4057,646.002,618.2766,424.1987,360.4303,346.5676,210.7131,205.168,191.3053,185.7602,180.2151,180.2151,152.4897
False,1.0,Хабаровский край,1,False,29749.25,90000.0,19632.9156,8364.201,7500.8318,7450.926,4761.007,4691.139,4456.582,4097.2607,3722.9677,3693.0243,3024.2875,2295.6637,2145.9465,1686.8138,1646.8892,1517.1343,1342.4642,1307.5302,1162.8036,1112.8979,763.5577,648.7745,623.8217,379.2836,369.3024,344.3496,334.3684,324.3873,324.3873,274.4815
False,1.0,Кемеровская область,1,False,28700.0,90000.0,19632.9156,8364.201,7500.8318,7450.926,4761.007,4691.139,4456.582,4097.2607,3722.9677,3693.0243,3024.2875,2295.6637,2145.9465,1686.8138,1646.8892,1517.1343,1342.4642,1307.5302,1162.8036,1112.8979,763.5577,648.7745,623.8217,379.2836,369.3024,344.3496,334.3684,324.3873,324.3873,274.4815
False,1.0,Тульская область,1,False,18000.0,50000.0,10907.1753,4646.7783,4167.1288,4139.4033,2645.0039,2606.1883,2475.8789,2276.256,2068.3154,2051.6802,1680.1597,1275.3687,1192.1925,937.1188,914.9384,842.8524,745.8135,726.4057,646.002,618.2766,424.1987,360.4303,346.5676,210.7131,205.168,191.3053,185.7602,180.2151,180.2151,152.4897
False,1.0,Приморский край,1,False,35750.0,60000.0,13088.6104,5576.134,5000.5545,4967.284,3174.0047,3127.426,2971.0547,2731.5072,2481.9785,2462.0162,2016.1916,1530.4425,1430.631,1124.5425,1097.9261,1011.4229,894.9762,871.6868,775.2024,741.9319,509.0385,432.5164,415.8811,252.8557,246.2016,229.5664,222.9123,216.2582,216.2582,182.9877
False,1.0,Забайкальский край,1,False,25750.0,96000.0,20941.7766,8921.8144,8000.8872,7947.6544,5078.4075,5003.8816,4753.6875,4370.4114,3971.1656,3939.2259,3225.9066,2448.708,2289.0096,1799.268,1756.6818,1618.2766,1431.9618,1394.6989,1240.3238,1187.0911,814.4616,692.0262,665.4098,404.5691,393.9226,367.3062,356.6596,346.0131,346.0131,292.7803
False,1.0,Липецкая область,1,False,18000.0,100000.0,21814.3507,9293.5566,8334.2575,8278.8067,5290.0078,5212.3766,4951.7578,4552.5119,4136.6308,4103.3603,3360.3194,2550.7375,2384.3851,1874.2376,1829.8769,1685.7048,1491.6269,1452.8114,1292.004,1236.5532,848.3975,720.8606,693.1352,421.4262,410.336,382.6106,371.5205,360.4303,360.4303,304.9795
False,1.0,Еврейская автономная область,1,False,18000.0,29749.25,6489.6057,2764.7634,2479.3791,2462.8829,1573.7376,1550.643,1473.1108,1354.3382,1230.6166,1220.7189,999.6698,758.8253,709.3367,557.5716,544.3747,501.4845,443.7478,432.2005,384.3615,367.8653,252.3919,214.4506,206.2025,125.3711,122.0719,113.8238,110.5246,107.2253,107.2253,90.7291
False,1.0,Нижегородская область,0,False,29000.0,100000.0,21814.3507,9293.5566,8334.2575,8278.8067,5290.0078,5212.3766,4951.7578,4552.5119,4136.6308,4103.3603,3360.3194,2550.7375,2384.3851,1874.2376,1829.8769,1685.7048,1491.6269,1452.8114,1292.004,1236.5532,848.3975,720.8606,693.1352,421.4262,410.336,382.6106,371.5205,360.4303,360.4303,304.9795
False,1.0,Тверская область,1,False,51500.0,130000.0,28358.6559,12081.6236,10834.5348,10762.4487,6877.0101,6776.0896,6437.2851,5918.2655,5377.6201,5334.3684,4368.4152,3315.9587,3099.7006,2436.5088,2378.84,2191.4162,1939.115,1888.6548,1679.6052,1607.5191,1102.9167,937.1188,901.0757,547.8541,533.4368,497.3938,482.9766,468.5594,468.5594,396.4733
False,1.0,Пермский край,1,False,25000.0,100000.0,21814.3507,9293.5566,8334.2575,8278.8067,5290.0078,5212.3766,4951.7578,4552.5119,4136.6308,4103.3603,3360.3194,2550.7375,2384.3851,1874.2376,1829.8769,1685.7048,1491.6269,1452.8114,1292.004,1236.5532,848.3975,720.8606,693.1352,421.4262,410.336,382.6106,371.5205,360.4303,360.4303,304.9795
False,1.0,Саратовская область,2,False,25000.0,90000.0,19632.9156,8364.201,7500.8318,7450.926,4761.007,4691.139,4456.582,4097.2607,3722.9677,3693.0243,3024.2875,2295.6637,2145.9465,1686.8138,1646.8892,1517.1343,1342.4642,1307.5302,1162.8036,1112.8979,763.5577,648.7745,623.8217,379.2836,369.3024,344.3496,334.3684,324.3873,324.3873,274.4815
False,1.0,Республика Татарстан,0,False,31500.0,60000.0,13088.6104,5576.134,5000.5545,4967.284,3174.0047,3127.426,2971.0547,2731.5072,2481.9785,2462.0162,2016.1916,1530.4425,1430.631,1124.5425,1097.9261,1011.4229,894.9762,871.6868,775.2024,741.9319,509.0385,432.5164,415.8811,252.8557,246.2016,229.5664,222.9123,216.2582,216.2582,182.9877
False,1.0,Московская область,2,False,40000.0,100000.0,21814.3507,9293.5566,8334.2575,8278.8067,5290.0078,5212.3766,4951.7578,4552.5119,4136.6308,4103.3603,3360.3194,2550.7375,2384.3851,1874.2376,1829.8769,1685.7048,1491.6269,1452.8114,1292.004,1236.5532,848.3975,720.8606,693.1352,421.4262,410.336,382.6106,371.5205,360.4303,360.4303,304.9795
False,1.0,Республика Бурятия,1,False,51500.0,51500.0,11234.3906,4786.1817,4292.1426,4263.5854,2724.354,2684.374,2550.1553,2344.5436,2130.3649,2113.2306,1730.5645,1313.6298,1227.9583,965.2323,942.3866,868.138,768.1879,748.1978,665.3821,636.8249,436.9247,371.2432,356.9646,217.0345,211.3231,197.0445,191.333,185.6216,185.6216,157.0644
False,1.0,Краснодарский край,0,False,29000.0,120000.0,26177.2208,11152.2679,10001.109,9934.568,6348.0093,6254.8519,5942.1093,5463.0143,4963.957,4924.0324,4032.3833,3060.885,2861.2621,2249.0851,2195.8523,2022.8457,1789.9523,1743.3736,1550.4048,1483.8638,1018.077,865.0327,831.7622,505.7114,492.4032,459.1327,445.8246,432.5164,432.5164,365.9754
False,1.0,Республика Башкортостан,0,False,25000.0,130000.0,28358.6559,12081.6236,10834.5348,10762.4487,6877.0101,6776.0896,6437.2851,5918.2655,5377.6201,5334.3684,4368.4152,3315.9587,3099.7006,2436.5088,2378.84,2191.4162,1939.115,1888.6548,1679.6052,1607.5191,1102.9167,937.1188,901.0757,547.8541,533.4368,497.3938,482.9766,468.5594,468.5594,396.4733
False,1.0,Мурманская область,1,False,93000.0,93000.0,20287.3461,8643.0077,7750.8595,7699.2902,4919.7072,4847.5103,4605.1347,4233.8361,3847.0667,3816.1251,3125.097,2372.1859,2217.4781,1743.0409,1701.7855,1567.7054,1387.213,1351.1146,1201.5637,1149.9945,789.0096,670.4004,644.6157,391.9264,381.6125,355.8279,345.514,335.2002,335.2002,283.6309
False,1.0,Курская область,2,False,51500.0,51500.0,11234.3906,4786.1817,4292.1426,4263.5854,2724.354,2684.374,2550.1553,2344.5436,2130.3649,2113.2306,1730.5645,1313.6298,1227.9583,965.2323,942.3866,868.138,768.1879,748.1978,665.3821,636.8249,436.9247,371.2432,356.9646,217.0345,211.3231,197.0445,191.333,185.6216,185.6216,157.0644
False,1.0,Самарская область,0,False,28000.0,90000.0,19632.9156,8364.201,7500.8318,7450.926,4761.007,4691.139,4456.582,4097.2607,3722.9677,3693.0243,3024.2875,2295.6637,2145.9465,1686.8138,1646.8892,1517.1343,1342.4642,1307.5302,1162.8036,1112.8979,763.5577,648.7745,623.8217,379.2836,369.3024,344.3496,334.3684,324.3873,324.3873,274.4815
False,1.0,Брянская область,1,False,29000.0,51500.0,11234.3906,4786.1817,4292.1426,4263.5854,2724.354,2684.374,2550.1553,2344.5436,2130.3649,2113.2306,1730.5645,1313.6298,1227.9583,965.2323,942.3866,868.138,768.1879,748.1978,665.3821,636.8249,436.9247,371.2432,356.9646,217.0345,211.3231,197.0445,191.333,185.6216,185.6216,157.0644
False,1.0,Алтайский край,2,False,51500.0,110000.0,23995.7857,10222.9123,9167.6833,9106.6874,5819.0085,5733.6143,5446.9336,5007.7631,4550.2939,4513.6964,3696.3513,2805.8112,2622.8236,2061.6613,2012.8646,1854.2753,1640.7896,1598.0925,1421.2044,1360.2085,933.2372,792.9467,762.4487,463.5688,451.3696,420.8717,408.6725,396.4733,396.4733,335.4774
False,1.0,Тюменская область,1,False,40000.0,130000.0,28358.6559,12081.6236,10834.5348,10762.4487,6877.0101,6776.0896,6437.2851,5918.2655,5377.6201,5334.3684,4368.4152,3315.9587,3099.7006,2436.5088,2378.84,2191.4162,1939.115,1888.6548,1679.6052,1607.5191,1102.9167,937.1188,901.0757,547.8541,533.4368,497.3938,482.9766,468.5594,468.5594,396.4733
False,1.0,Ростовская область,0,False,29000.0,130000.0,28358.6559,12081.6236,10834.5348,10762.4487,6877.0101,6776.0896,6437.2851,5918.2655,5377.6201,5334.3684,4368.4152,3315.9587,3099.7006,2436.5088,2378.84,2191.4162,1939.115,1888.6548,1679.6052,1607.5191,1102.9167,937.1188,901.0757,547.8541,533.4368,497.3938,482.9766,468.5594,468.5594,396.4733
False,1.0,Воронежская область,2,False,28000.0,51500.0,11234.3906,4786.1817,4292.1426,4263.5854,2724.354,2684.374,2550.1553,2344.5436,2130.3649,2113.2306,1730.5645,1313.6298,1227.9583,965.2323,942.3866,868.138,768.1879,748.1978,665.3821,636.8249,436.9247,371.2432,356.9646,217.0345,211.3231,197.0445,191.333,185.6216,185.6216,157.0644
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,90000.0,90000.0,19632.9156,8364.201,7500.8318,7450.926,4761.007,4691.139,4456.582,4097.2607,3722.9677,3693.0243,3024.2875,2295.6637,2145.9465,1686.8138,1646.8892,1517.1343,1342.4642,1307.5302,1162.8036,1112.8979,763.5577,648.7745,623.8217,379.2836,369.3024,344.3496,334.3684,324.3873,324.3873,274.4815
False,1.0,Удмуртская Республика,1,False,28000.0,51500.0,11234.3906,4786.1817,4292.1426,4263.5854,2724.354,2684.374,2550.1553,2344.5436,2130.3649,2113.2306,1730.5645,1313.6298,1227.9583,965.2323,942.3866,868.138,768.1879,748.1978,665.3821,636.8249,436.9247,371.2432,356.9646,217.0345,211.3231,197.0445,191.333,185.6216,185.6216,157.0644
False,1.0,Владимирская область,1,False,30000.0,45000.0,9816.4578,4182.1005,3750.4159,3725.463,2380.5035,2345.5695,2228.291,2048.6304,1861.4839,1846.5121,1512.1437,1147.8319,1072.9733,843.4069,823.4446,758.5672,671.2321,653.7651,581.4018,556.4489,381.7789,324.3873,311.9108,189.6418,184.6512,172.1748,167.1842,162.1936,162.1936,137.2408
False,1.0,Ставропольский край,2,False,25000.0,93000.0,20287.3461,8643.0077,7750.8595,7699.2902,4919.7072,4847.5103,4605.1347,4233.8361,3847.0667,3816.1251,3125.097,2372.1859,2217.4781,1743.0409,1701.7855,1567.7054,1387.213,1351.1146,1201.5637,1149.9945,789.0096,670.4004,644.6157,391.9264,381.6125,355.8279,345.514,335.2002,335.2002,283.6309
False,1.0,Белгородская область,2,False,30000.0,51500.0,11234.3906,4786.1817,4292.1426,4263.5854,2724.354,2684.374,2550.1553,2344.5436,2130.3649,2113.2306,1730.5645,1313.6298,1227.9583,965.2323,942.3866,868.138,768.1879,748.1978,665.3821,636.8249,436.9247,371.2432,356.9646,217.0345,211.3231,197.0445,191.333,185.6216,185.6216,157.0644
False,1.0,Кировская область,1,False,29000.0,100000.0,21814.3507,9293.5566,8334.2575,8278.8067,5290.0078,5212.3766,4951.7578,4552.5119,4136.6308,4103.3603,3360.3194,2550.7375,2384.3851,1874.2376,1829.8769,1685.7048,1491.6269,1452.8114,1292.004,1236.5532,848.3975,720.8606,693.1352,421.4262,410.336,382.6106,371.5205,360.4303,360.4303,304.9795
False,1.0,Пензенская область,1,False,51500.0,100000.0,21814.3507,9293.5566,8334.2575,8278.8067,5290.0078,5212.3766,4951.7578,4552.5119,4136.6308,4103.3603,3360.3194,2550.7375,2384.3851,1874.2376,1829.8769,1685.7048,1491.6269,1452.8114,1292.004,1236.5532,848.3975,720.8606,693.1352,421.4262,410.336,382.6106,371.5205,360.4303,360.4303,304.9795
False,1.0,Волгоградская область,2,False,90000.0,90000.0,19632.9156,8364.201,7500.8318,7450.926,4761.007,4691.139,4456.582,4097.2607,3722.9677,3693.0243,3024.2875,2295.6637,2145.9465,1686.8138,1646.8892,1517.1343,1342.4642,1307.5302,1162.8036,1112.8979,763.5577,648.7745,623.8217,379.2836,369.3024,344.3496,334.3684,324.3873,324.3873,274.4815
False,1.0,Омская область,1,False,30000.0,118000.0,25740.9338,10966.3968,9834.4239,9768.9919,6242.2092,6150.6044,5843.0742,5371.9641,4881.2244,4841.9652,3965.1769,3009.8702,2813.5744,2211.6003,2159.2547,1989.1316,1760.1198,1714.3174,1524.5647,1459.1327,1001.109,850.6155,817.8995,497.2829,484.1965,451.4805,438.3941,425.3078,425.3078,359.8758
False,1.0,Ямало-Ненецкий автономный округ,1,False,60000.0,140000.0,30540.0909,13010.9793,11667.9605,11590.3294,7406.0109,7297.3273,6932.4609,6373.5167,5791.2831,5744.7044,4704.4472,3571.0325,3338.1391,2623.9326,2561.8277,2359.9867,2088.2777,2033.9359,1808.8056,1731.1744,1187.7565,1009.2048,970.3893,589.9967,574.4704,535.6549,520.1286,504.6024,504.6024,426.9713
False,1.0,Оренбургская область,2,False,35000.0,90000.0,19632.9156,8364.201,7500.8318,7450.926,4761.007,4691.139,4456.582,4097.2607,3722.9677,3693.0243,3024.2875,2295.6637,2145.9465,1686.8138,1646.8892,1517.1343,1342.4642,1307.5302,1162.8036,1112.8979,763.5577,648.7745,623.8217,379.2836,369.3024,344.3496,334.3684,324.3873,324.3873,274.4815
False,1.0,Новосибирская область,0,False,35000.0,100000.0,21814.3507,9293.5566,8334.2575,8278.8067,5290.0078,5212.3766,4951.7578,4552.5119,4136.6308,4103.3603,3360.3194,2550.7375,2384.3851,1874.2376,1829.8769,1685.7048,1491.6269,1452.8114,1292.004,1236.5532,848.3975,720.8606,693.1352,421.4262,410.336,382.6106,371.5205,360.4303,360.4303,304.9795
False,1.0,Республика Марий Эл,1,False,90000.0,90000.0,19632.9156,8364.201,7500.8318,7450.926,4761.007,4691.139,4456.582,4097.2607,3722.9677,3693.0243,3024.2875,2295.6637,2145.9465,1686.8138,1646.8892,1517.1343,1342.4642,1307.5302,1162.8036,1112.8979,763.5577,648.7745,623.8217,379.2836,369.3024,344.3496,334.3684,324.3873,324.3873,274.4815
False,1.0,Иркутская область,1,False,35000.0,118000.0,25740.9338,10966.3968,9834.4239,9768.9919,6242.2092,6150.6044,5843.0742,5371.9641,4881.2244,4841.9652,3965.1769,3009.8702,2813.5744,2211.6003,2159.2547,1989.1316,1760.1198,1714.3174,1524.5647,1459.1327,1001.109,850.6155,817.8995,497.2829,484.1965,451.4805,438.3941,425.3078,425.3078,359.8758
False,1.0,Красноярский край,1,False,35000.0,100000.0,21814.3507,9293.5566,8334.2575,8278.8067,5290.0078,5212.3766,4951.7578,4552.5119,4136.6308,4103.3603,3360.3194,2550.7375,2384.3851,1874.2376,1829.8769,1685.7048,1491.6269,1452.8114,1292.004,1236.5532,848.3975,720.8606,693.1352,421.4262,410.336,382.6106,371.5205,360.4303,360.4303,304.9795
False,1.0,Костромская область,1,False,40000.0,60000.0,13088.6104,5576.134,5000.5545,4967.284,3174.0047,3127.426,2971.0547,2731.5072,2481.9785,2462.0162,2016.1916,1530.4425,1430.631,1124.5425,1097.9261,1011.4229,894.9762,871.6868,775.2024,741.9319,509.0385,432.5164,415.8811,252.8557,246.2016,229.5664,222.9123,216.2582,216.2582,182.9877
False,1.0,Курганская область,1,False,35000.0,35000.0,7635.0227,3252.7448,2916.9901,2897.5823,1851.5027,1824.3318,1733.1152,1593.3792,1447.8208,1436.1761,1176.1118,892.7581,834.5348,655.9831,640.4569,589.9967,522.0694,508.484,452.2014,432.7936,296.9391,252.3012,242.5973,147.4992,143.6176,133.9137,130.0322,126.1506,126.1506,106.7428
False,1.0,Новгородская область,1,False,100000.0,100000.0,21814.3507,9293.5566,8334.2575,8278.8067,5290.0078,5212.3766,4951.7578,4552.5119,4136.6308,4103.3603,3360.3194,2550.7375,2384.3851,1874.2376,1829.8769,1685.7048,1491.6269,1452.8114,1292.004,1236.5532,848.3975,720.8606,693.1352,421.4262,410.336,382.6106,371.5205,360.4303,360.4303,304.9795
False,1.0,Город федерального значения Севастополь,1,False,50000.0,50000.0,10907.1753,4646.7783,4167.1288,4139.4033,2645.0039,2606.1883,2475.8789,2276.256,2068.3154,2051.6802,1680.1597,1275.3687,1192.1925,937.1188,914.9384,842.8524,745.8135,726.4057,646.002,618.2766,424.1987,360.4303,346.5676,210.7131,205.168,191.3053,185.7602,180.2151,180.2151,152.4897
False,1.0,Вологодская область,1,False,31000.0,45000.0,9816.4578,4182.1005,3750.4159,3725.463,2380.5035,2345.5695,2228.291,2048.6304,1861.4839,1846.5121,1512.1437,1147.8319,1072.9733,843.4069,823.4446,758.5672,671.2321,653.7651,581.4018,556.4489,381.7789,324.3873,311.9108,189.6418,184.6512,172.1748,167.1842,162.1936,162.1936,137.2408
False,1.0,Тамбовская область,2,False,90000.0,90000.0,19632.9156,8364.201,7500.8318,7450.926,4761.007,4691.139,4456.582,4097.2607,3722.9677,3693.0243,3024.2875,2295.6637,2145.9465,1686.8138,1646.8892,1517.1343,1342.4642,1307.5302,1162.8036,1112.8979,763.5577,648.7745,623.8217,379.2836,369.3024,344.3496,334.3684,324.3873,324.3873,274.4815
False,1.0,Калужская область,1,False,50000.0,50000.0,10907.1753,4646.7783,4167.1288,4139.4033,2645.0039,2606.1883,2475.8789,2276.256,2068.3154,2051.6802,1680.1597,1275.3687,1192.1925,937.1188,914.9384,842.8524,745.8135,726.4057,646.002,618.2766,424.1987,360.4303,346.5676,210.7131,205.168,191.3053,185.7602,180.2151,180.2151,152.4897
False,1.0,Орловская область,1,False,30000.0,30000.0,6544.3052,2788.067,2500.2773,2483.642,1587.0023,1563.713,1485.5273,1365.7536,1240.9892,1231.0081,1008.0958,765.2212,715.3155,562.2713,548.9631,505.7114,447.4881,435.8434,387.6012,370.966,254.5192,216.2582,207.9406,126.4279,123.1008,114.7832,111.4561,108.1291,108.1291,91.4938
False,0.0,Город федерального значения Москва,0,False,2000.0,90000.0,19632.9156,8364.201,7500.8318,7450.926,4761.007,4691.139,4456.582,4097.2607,3722.9677,3693.0243,3024.2875,2295.6637,2145.9465,1686.8138,1646.8892,1517.1343,1342.4642,1307.5302,1162.8036,1112.8979,763.5577,648.7745,623.8217,379.2836,369.3024,344.3496,334.3684,324.3873,324.3873,274.4815
False,0.0,Город федерального значения Москва,0,True,20000.0,20000.0,4362.8701,1858.7113,1666.8515,1655.7613,1058.0016,1042.4753,990.3516,910.5024,827.3262,820.6721,672.0639,510.1475,476.877,374.8475,365.9754,337.141,298.3254,290.5623,258.4008,247.3106,169.6795,144.1721,138.627,84.2852,82.0672,76.5221,74.3041,72.0861,72.0861,60.9959
False,0.0,Амурская область,1,False,44000.0,44000.0,9598.3143,4089.1649,3667.0733,3642.6749,2327.6034,2293.4457,2178.7734,2003.1052,1820.1176,1805.4785,1478.5405,1122.3245,1049.1294,824.6645,805.1458,741.7101,656.3158,639.237,568.4818,544.0834,373.2949,317.1787,304.9795,185.4275,180.5479,168.3487,163.469,158.5893,158.5893,134.191
False,0.0,Челябинская область,0,False,24000.0,50000.0,10907.1753,4646.7783,4167.1288,4139.4033,2645.0039,2606.1883,2475.8789,2276.256,2068.3154,2051.6802,1680.1597,1275.3687,1192.1925,937.1188,914.9384,842.8524,745.8135,726.4057,646.002,618.2766,424.1987,360.4303,346.5676,210.7131,205.168,191.3053,185.7602,180.2151,180.2151,152.4897
False,0.0,Ленинградская область,1,False,25000.0,50000.0,10907.1753,4646.7783,4167.1288,4139.4033,2645.0039,2606.1883,2475.8789,2276.256,2068.3154,2051.6802,1680.1597,1275.3687,1192.1925,937.1188,914.9384,842.8524,745.8135,726.4057,646.002,618.2766,424.1987,360.4303,346.5676,210.7131,205.168,191.3053,185.7602,180.2151,180.2151,152.4897
False,0.0,Город федерального значения Санкт-Петербург,0,False,30000.0,50000.0,10907.1753,4646.7783,4167.1288,4139.4033,2645.0039,2606.1883,2475.8789,2276.256,2068.3154,2051.6802,1680.1597,1275.3687,1192.1925,937.1188,914.9384,842.8524,745.8135,726.4057,646.002,618.2766,424.1987,360.4303,346.5676,210.7131,205.168,191.3053,185.7602,180.2151,180.2151,152.4897
False,0.0,Свердловская область,0,False,23000.0,100000.0,21814.3507,9293.5566,8334.2575,8278.8067,5290.0078,5212.3766,4951.7578,4552.5119,4136.6308,4103.3603,3360.3194,2550.7375,2384.3851,1874.2376,1829.8769,1685.7048,1491.6269,1452.8114,1292.004,1236.5532,848.3975,720.8606,693.1352,421.4262,410.336,382.6106,371.5205,360.4303,360.4303,304.9795
