is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)","Личные установки и ценности, мировоззрение (2043_4)",Контроль и приемка продукции (4586_35),Дисциплинированность (СК) (593_4),Использование контрольно-измерительных инструментов (3479_35),Контроль качества изделий (3466_35),"Приемка деталей, узлов, изделий (4612_35)","Приемка деталей, узлов, изделий после механической и слесарной обработки (4611_35)",Знать систему допусков и посадок (3462_35),"Виды, устройство и назначение контрольно-измерительных инструментов и приборов (3482_35)","Контроль качества материалов, полуфабрикатов и комплектующих (4599_35)",Проверка взаимного положения сопрягаемых деталей (4969_35),Ведение учета (4195_35),Знать правила расчета координатных точек (8283_35),"Оформление сопроводительной документации по качеству, протоколов, сертификатов (4559_35)",Правила настройки и регулирования контрольно-измерительного инструмента (3480_35),Коммуникабельность (СК) (617_4),Порядок настройки и регулирования контрольно-измерительных инструментов и приборов (3481_35)
False,0.0,Краснодарский край,0,False,20000.0,20000.0,5750.7821,2450.4692,2059.4369,1981.2304,1949.9479,808.1335,651.7205,620.438,583.9416,495.3076,417.1011,370.1773,328.4672,318.0396,312.8259,307.6121,307.6121,286.757
False,0.0,Республика Марий Эл,1,False,13827.0,28000.0,8051.0949,3430.6569,2883.2117,2773.7226,2729.927,1131.3869,912.4088,868.6131,817.5182,693.4307,583.9416,518.2482,459.854,445.2555,437.9562,430.6569,430.6569,401.4599
False,0.0,Орловская область,1,False,13827.0,20700.0,5952.0594,2536.2357,2131.5172,2050.5735,2018.196,836.4181,674.5308,642.1533,604.3796,512.6434,431.6997,383.1335,339.9635,329.171,323.7748,318.3785,318.3785,296.7935
False,0.0,Рязанская область,1,False,16000.0,26454.0,7606.5594,3241.2357,2724.0172,2620.5735,2579.196,1068.9181,862.0308,820.6533,772.3796,655.1434,551.6997,489.6335,434.4635,420.671,413.7748,406.8785,406.8785,379.2935
False,0.0,Республика Мордовия,1,False,16918.75,26000.0,7476.0167,3185.61,2677.268,2575.5996,2534.9322,1050.5735,847.2367,806.5693,759.1241,643.8999,542.2315,481.2304,427.0073,413.4515,406.6736,399.8957,399.8957,372.7842
False,0.0,Красноярский край,1,False,26000.0,34000.0,9776.3295,4165.7977,3501.0428,3368.0918,3314.9114,1373.8269,1107.9249,1054.7445,992.7007,842.0229,709.0719,629.3014,558.3942,540.6674,531.804,522.9406,522.9406,487.487
False,0.0,Липецкая область,1,False,13827.0,42000.0,12076.6423,5145.9854,4324.8175,4160.5839,4094.8905,1697.0803,1368.6131,1302.9197,1226.2774,1040.146,875.9124,777.3723,689.781,667.8832,656.9343,645.9854,645.9854,602.1898
False,0.0,Город федерального значения Москва,0,False,35000.0,57471.0,16525.1598,7041.5459,5917.8949,5693.1648,5603.2727,2322.2119,1872.7516,1782.8595,1677.9854,1423.2912,1198.561,1063.7229,943.8668,913.9028,898.9208,883.9387,883.9387,824.0107
False,0.0,Тамбовская область,2,False,19700.0,23000.0,6613.3994,2818.0396,2368.3525,2278.415,2242.44,929.3535,749.4786,713.5036,671.5328,569.6038,479.6663,425.7039,377.7372,365.7456,359.7497,353.7539,353.7539,329.7706
False,0.0,Брянская область,1,False,29000.0,29000.0,8338.634,3553.1804,2986.1835,2872.7842,2827.4244,1171.7935,944.9948,899.635,846.7153,718.196,604.7967,536.757,476.2774,461.1575,453.5975,446.0375,446.0375,415.7977
False,0.0,Архангельская область,1,False,19700.0,20950.0,6023.9442,2566.8665,2157.2602,2075.3389,2042.5704,846.5198,682.6773,649.9088,611.6788,518.8347,436.9135,387.7607,344.0693,333.1465,327.6851,322.2237,322.2237,300.378
False,0.0,Смоленская область,1,False,13000.0,20000.0,5750.7821,2450.4692,2059.4369,1981.2304,1949.9479,808.1335,651.7205,620.438,583.9416,495.3076,417.1011,370.1773,328.4672,318.0396,312.8259,307.6121,307.6121,286.757
False,0.0,Калининградская область,1,False,20000.0,26917.0,7739.69,3297.964,2771.6932,2666.439,2624.3373,1087.6264,877.1181,835.0164,785.8978,666.6097,561.3556,498.2031,442.0675,428.0336,421.0167,413.9997,413.9997,385.932
False,0.0,Новгородская область,1,False,17600.0,26454.0,7606.5594,3241.2357,2724.0172,2620.5735,2579.196,1068.9181,862.0308,820.6533,772.3796,655.1434,551.6997,489.6335,434.4635,420.671,413.7748,406.8785,406.8785,379.2935
False,0.0,Республика Карелия,1,False,25000.0,25000.0,7188.4776,3063.0865,2574.2961,2476.5381,2437.4348,1010.1668,814.6507,775.5474,729.927,619.1345,521.3764,462.7216,410.5839,397.5495,391.0323,384.5151,384.5151,358.4463
False,2.0,Республика Башкортостан,0,False,20000.0,90000.0,25878.5193,11027.1116,9267.4661,8915.537,8774.7654,3636.6006,2932.7424,2791.9708,2627.7372,2228.8843,1876.9552,1665.7977,1478.1022,1431.1783,1407.7164,1384.2544,1384.2544,1290.4067
False,2.0,Республика Татарстан,0,False,23700.0,50000.0,14376.9552,6126.1731,5148.5923,4953.0761,4874.8697,2020.3337,1629.3014,1551.0949,1459.854,1238.269,1042.7529,925.4432,821.1679,795.0991,782.0647,769.0302,769.0302,716.8926
False,2.0,Свердловская область,0,False,16800.0,35000.0,10063.8686,4288.3212,3604.0146,3467.1533,3412.4088,1414.2336,1140.5109,1085.7664,1021.8978,866.7883,729.927,647.8102,574.8175,556.5693,547.4453,538.3212,538.3212,501.8248
False,2.0,Владимирская область,1,False,15000.0,35000.0,10063.8686,4288.3212,3604.0146,3467.1533,3412.4088,1414.2336,1140.5109,1085.7664,1021.8978,866.7883,729.927,647.8102,574.8175,556.5693,547.4453,538.3212,538.3212,501.8248
False,2.0,Чувашская Республика,1,False,16237.5,28000.0,8051.0949,3430.6569,2883.2117,2773.7226,2729.927,1131.3869,912.4088,868.6131,817.5182,693.4307,583.9416,518.2482,459.854,445.2555,437.9562,430.6569,430.6569,401.4599
False,2.0,Омская область,1,False,25000.0,70000.0,20127.7372,8576.6423,7208.0292,6934.3066,6824.8175,2828.4672,2281.0219,2171.5328,2043.7956,1733.5766,1459.854,1295.6204,1149.635,1113.1387,1094.8905,1076.6423,1076.6423,1003.6496
False,2.0,Челябинская область,0,False,14490.0,70000.0,20127.7372,8576.6423,7208.0292,6934.3066,6824.8175,2828.4672,2281.0219,2171.5328,2043.7956,1733.5766,1459.854,1295.6204,1149.635,1113.1387,1094.8905,1076.6423,1076.6423,1003.6496
False,2.0,Алтайский край,2,False,20000.0,20000.0,5750.7821,2450.4692,2059.4369,1981.2304,1949.9479,808.1335,651.7205,620.438,583.9416,495.3076,417.1011,370.1773,328.4672,318.0396,312.8259,307.6121,307.6121,286.757
False,2.0,Кировская область,1,False,14490.0,70000.0,20127.7372,8576.6423,7208.0292,6934.3066,6824.8175,2828.4672,2281.0219,2171.5328,2043.7956,1733.5766,1459.854,1295.6204,1149.635,1113.1387,1094.8905,1076.6423,1076.6423,1003.6496
False,2.0,Ярославская область,1,False,16800.0,35000.0,10063.8686,4288.3212,3604.0146,3467.1533,3412.4088,1414.2336,1140.5109,1085.7664,1021.8978,866.7883,729.927,647.8102,574.8175,556.5693,547.4453,538.3212,538.3212,501.8248
False,2.0,Томская область,1,False,15000.0,25000.0,7188.4776,3063.0865,2574.2961,2476.5381,2437.4348,1010.1668,814.6507,775.5474,729.927,619.1345,521.3764,462.7216,410.5839,397.5495,391.0323,384.5151,384.5151,358.4463
False,2.0,Костромская область,1,False,20000.0,24000.0,6900.9385,2940.5631,2471.3243,2377.4765,2339.9374,969.7602,782.0647,744.5255,700.7299,594.3691,500.5214,444.2127,394.1606,381.6475,375.391,369.1345,369.1345,344.1084
False,2.0,Курганская область,1,False,25000.0,70000.0,20127.7372,8576.6423,7208.0292,6934.3066,6824.8175,2828.4672,2281.0219,2171.5328,2043.7956,1733.5766,1459.854,1295.6204,1149.635,1113.1387,1094.8905,1076.6423,1076.6423,1003.6496
False,2.0,Волгоградская область,2,False,14490.0,25000.0,7188.4776,3063.0865,2574.2961,2476.5381,2437.4348,1010.1668,814.6507,775.5474,729.927,619.1345,521.3764,462.7216,410.5839,397.5495,391.0323,384.5151,384.5151,358.4463
False,2.0,Удмуртская Республика,1,False,19000.0,50000.0,14376.9552,6126.1731,5148.5923,4953.0761,4874.8697,2020.3337,1629.3014,1551.0949,1459.854,1238.269,1042.7529,925.4432,821.1679,795.0991,782.0647,769.0302,769.0302,716.8926
False,2.0,Самарская область,0,False,18000.0,75000.0,21565.4327,9189.2596,7722.8884,7429.6142,7312.3045,3030.5005,2443.952,2326.6423,2189.781,1857.4035,1564.1293,1388.1648,1231.7518,1192.6486,1173.097,1153.5454,1153.5454,1075.3389
False,2.0,Воронежская область,2,False,35600.0,35600.0,10236.3921,4361.8352,3665.7977,3526.5902,3470.9072,1438.4776,1160.0626,1104.3796,1039.4161,881.6475,742.44,658.9155,584.6715,566.1105,556.83,547.5495,547.5495,510.4275
False,2.0,Город федерального значения Санкт-Петербург,0,False,23700.0,58800.0,16907.2993,7204.3796,6054.7445,5824.8175,5732.8467,2375.9124,1916.0584,1824.0876,1716.7883,1456.2044,1226.2774,1088.3212,965.6934,935.0365,919.708,904.3796,904.3796,843.0657
False,2.0,Пермский край,1,False,22000.0,33250.0,9560.6752,4073.9051,3423.8139,3293.7956,3241.7883,1343.5219,1083.4854,1031.4781,970.8029,823.4489,693.4307,615.4197,546.0766,528.7409,520.073,511.4051,511.4051,476.7336
False,2.0,Московская область,2,False,23925.0,40000.0,11501.5641,4900.9385,4118.8738,3962.4609,3899.8957,1616.2669,1303.4411,1240.8759,1167.8832,990.6152,834.2023,740.3545,656.9343,636.0792,625.6517,615.2242,615.2242,573.5141
False,2.0,Тульская область,1,False,19000.0,75000.0,21565.4327,9189.2596,7722.8884,7429.6142,7312.3045,3030.5005,2443.952,2326.6423,2189.781,1857.4035,1564.1293,1388.1648,1231.7518,1192.6486,1173.097,1153.5454,1153.5454,1075.3389
False,2.0,Тверская область,1,False,20000.0,50000.0,14376.9552,6126.1731,5148.5923,4953.0761,4874.8697,2020.3337,1629.3014,1551.0949,1459.854,1238.269,1042.7529,925.4432,821.1679,795.0991,782.0647,769.0302,769.0302,716.8926
False,2.0,Ульяновская область,1,False,18000.0,75000.0,21565.4327,9189.2596,7722.8884,7429.6142,7312.3045,3030.5005,2443.952,2326.6423,2189.781,1857.4035,1564.1293,1388.1648,1231.7518,1192.6486,1173.097,1153.5454,1153.5454,1075.3389
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,18000.0,35000.0,10063.8686,4288.3212,3604.0146,3467.1533,3412.4088,1414.2336,1140.5109,1085.7664,1021.8978,866.7883,729.927,647.8102,574.8175,556.5693,547.4453,538.3212,538.3212,501.8248
False,2.0,Калужская область,1,False,20000.0,20000.0,5750.7821,2450.4692,2059.4369,1981.2304,1949.9479,808.1335,651.7205,620.438,583.9416,495.3076,417.1011,370.1773,328.4672,318.0396,312.8259,307.6121,307.6121,286.757
False,2.0,Новосибирская область,0,False,32000.0,35600.0,10236.3921,4361.8352,3665.7977,3526.5902,3470.9072,1438.4776,1160.0626,1104.3796,1039.4161,881.6475,742.44,658.9155,584.6715,566.1105,556.83,547.5495,547.5495,510.4275
False,2.0,Нижегородская область,0,False,19000.0,75000.0,21565.4327,9189.2596,7722.8884,7429.6142,7312.3045,3030.5005,2443.952,2326.6423,2189.781,1857.4035,1564.1293,1388.1648,1231.7518,1192.6486,1173.097,1153.5454,1153.5454,1075.3389
False,2.0,Оренбургская область,2,False,25000.0,33250.0,9560.6752,4073.9051,3423.8139,3293.7956,3241.7883,1343.5219,1083.4854,1031.4781,970.8029,823.4489,693.4307,615.4197,546.0766,528.7409,520.073,511.4051,511.4051,476.7336
False,2.0,Ленинградская область,1,False,18000.0,19000.0,5463.243,2327.9458,1956.4651,1882.1689,1852.4505,767.7268,619.1345,589.4161,554.7445,470.5422,396.2461,351.6684,312.0438,302.1376,297.1846,292.2315,292.2315,272.4192
False,2.0,Тюменская область,1,False,26000.0,50000.0,14376.9552,6126.1731,5148.5923,4953.0761,4874.8697,2020.3337,1629.3014,1551.0949,1459.854,1238.269,1042.7529,925.4432,821.1679,795.0991,782.0647,769.0302,769.0302,716.8926
False,2.0,Республика Марий Эл,1,False,20000.0,36000.0,10351.4077,4410.8446,3706.9864,3566.2148,3509.9062,1454.6403,1173.097,1116.7883,1051.0949,891.5537,750.7821,666.3191,591.2409,572.4713,563.0865,553.7018,553.7018,516.1627
False,2.0,Рязанская область,1,False,32000.0,36000.0,10351.4077,4410.8446,3706.9864,3566.2148,3509.9062,1454.6403,1173.097,1116.7883,1051.0949,891.5537,750.7821,666.3191,591.2409,572.4713,563.0865,553.7018,553.7018,516.1627
False,2.0,Город федерального значения Москва,0,False,23925.0,80900.0,23261.9135,9912.1481,8330.4223,8014.0772,7887.5391,3268.8999,2636.2096,2509.6715,2362.0438,2003.5193,1687.1741,1497.367,1328.6496,1286.4703,1265.3806,1244.2909,1244.2909,1159.9322
False,2.0,Брянская область,1,False,67000.0,67000.0,19265.1199,8209.0719,6899.1137,6637.122,6532.3253,2707.2471,2183.2638,2078.4672,1956.2044,1659.2805,1397.2888,1240.0938,1100.365,1065.4327,1047.9666,1030.5005,1030.5005,960.6361
False,2.0,Смоленская область,1,False,60200.0,60200.0,17309.854,7375.9124,6198.9051,5963.5036,5869.3431,2432.4818,1961.6788,1867.5182,1757.6642,1490.8759,1255.4745,1114.2336,988.6861,957.2993,941.6058,925.9124,925.9124,863.1387
False,2.0,Калининградская область,1,False,19700.0,19700.0,5664.5203,2413.7122,2028.5454,1951.512,1920.6986,796.0115,641.9447,611.1314,575.1825,487.878,410.8446,364.6246,323.5401,313.269,308.1335,302.9979,302.9979,282.4557
False,2.0,Астраханская область,1,False,70000.0,70000.0,20127.7372,8576.6423,7208.0292,6934.3066,6824.8175,2828.4672,2281.0219,2171.5328,2043.7956,1733.5766,1459.854,1295.6204,1149.635,1113.1387,1094.8905,1076.6423,1076.6423,1003.6496
True,1.0,Республика Башкортостан,0,False,50000.0,97000.0,27891.293,11884.7758,9988.269,9608.9677,9457.2471,3919.4473,3160.8446,3009.1241,2832.1168,2402.2419,2022.9406,1795.3597,1593.0657,1542.4922,1517.2054,1491.9187,1491.9187,1390.7716
True,1.0,Республика Татарстан,0,False,30000.0,88000.0,25303.4411,10782.0647,9061.5224,8717.414,8579.7706,3555.7873,2867.5704,2729.927,2569.3431,2179.3535,1835.245,1628.78,1445.2555,1399.3743,1376.4338,1353.4932,1353.4932,1261.731
True,1.0,Свердловская область,0,False,30000.0,39800.0,11444.0563,4876.4338,4098.2795,3942.6486,3880.3962,1608.1856,1296.9239,1234.6715,1162.0438,985.6621,830.0313,736.6528,653.6496,632.8989,622.5235,612.1481,612.1481,570.6465
True,1.0,Владимирская область,1,False,30000.0,39800.0,11444.0563,4876.4338,4098.2795,3942.6486,3880.3962,1608.1856,1296.9239,1234.6715,1162.0438,985.6621,830.0313,736.6528,653.6496,632.8989,622.5235,612.1481,612.1481,570.6465
True,1.0,Чувашская Республика,1,False,39800.0,39800.0,11444.0563,4876.4338,4098.2795,3942.6486,3880.3962,1608.1856,1296.9239,1234.6715,1162.0438,985.6621,830.0313,736.6528,653.6496,632.8989,622.5235,612.1481,612.1481,570.6465
True,1.0,Челябинская область,0,False,30000.0,39800.0,11444.0563,4876.4338,4098.2795,3942.6486,3880.3962,1608.1856,1296.9239,1234.6715,1162.0438,985.6621,830.0313,736.6528,653.6496,632.8989,622.5235,612.1481,612.1481,570.6465
True,1.0,Кировская область,1,False,39800.0,97000.0,27891.293,11884.7758,9988.269,9608.9677,9457.2471,3919.4473,3160.8446,3009.1241,2832.1168,2402.2419,2022.9406,1795.3597,1593.0657,1542.4922,1517.2054,1491.9187,1491.9187,1390.7716
True,1.0,Ярославская область,1,False,30000.0,39800.0,11444.0563,4876.4338,4098.2795,3942.6486,3880.3962,1608.1856,1296.9239,1234.6715,1162.0438,985.6621,830.0313,736.6528,653.6496,632.8989,622.5235,612.1481,612.1481,570.6465
True,1.0,Костромская область,1,False,39800.0,39800.0,11444.0563,4876.4338,4098.2795,3942.6486,3880.3962,1608.1856,1296.9239,1234.6715,1162.0438,985.6621,830.0313,736.6528,653.6496,632.8989,622.5235,612.1481,612.1481,570.6465
True,1.0,Саратовская область,2,False,30000.0,39800.0,11444.0563,4876.4338,4098.2795,3942.6486,3880.3962,1608.1856,1296.9239,1234.6715,1162.0438,985.6621,830.0313,736.6528,653.6496,632.8989,622.5235,612.1481,612.1481,570.6465
True,1.0,Удмуртская Республика,1,False,82000.0,82000.0,23578.2065,10046.9239,8443.6913,8123.0448,7994.7862,3313.3472,2672.0542,2543.7956,2394.1606,2030.7612,1710.1147,1517.7268,1346.7153,1303.9625,1282.586,1261.2096,1261.2096,1175.7039
True,1.0,Самарская область,0,False,50000.0,90000.0,25878.5193,11027.1116,9267.4661,8915.537,8774.7654,3636.6006,2932.7424,2791.9708,2627.7372,2228.8843,1876.9552,1665.7977,1478.1022,1431.1783,1407.7164,1384.2544,1384.2544,1290.4067
True,1.0,Воронежская область,2,False,50000.0,82000.0,23578.2065,10046.9239,8443.6913,8123.0448,7994.7862,3313.3472,2672.0542,2543.7956,2394.1606,2030.7612,1710.1147,1517.7268,1346.7153,1303.9625,1282.586,1261.2096,1261.2096,1175.7039
True,1.0,Пермский край,1,False,50000.0,97000.0,27891.293,11884.7758,9988.269,9608.9677,9457.2471,3919.4473,3160.8446,3009.1241,2832.1168,2402.2419,2022.9406,1795.3597,1593.0657,1542.4922,1517.2054,1491.9187,1491.9187,1390.7716
True,1.0,Московская область,2,False,50000.0,50000.0,14376.9552,6126.1731,5148.5923,4953.0761,4874.8697,2020.3337,1629.3014,1551.0949,1459.854,1238.269,1042.7529,925.4432,821.1679,795.0991,782.0647,769.0302,769.0302,716.8926
True,1.0,Тульская область,1,False,50000.0,82000.0,23578.2065,10046.9239,8443.6913,8123.0448,7994.7862,3313.3472,2672.0542,2543.7956,2394.1606,2030.7612,1710.1147,1517.7268,1346.7153,1303.9625,1282.586,1261.2096,1261.2096,1175.7039
True,1.0,Ульяновская область,1,False,50000.0,82000.0,23578.2065,10046.9239,8443.6913,8123.0448,7994.7862,3313.3472,2672.0542,2543.7956,2394.1606,2030.7612,1710.1147,1517.7268,1346.7153,1303.9625,1282.586,1261.2096,1261.2096,1175.7039
True,1.0,Ханты-Мансийский автономный округ — Югра,1,False,23000.0,25000.0,7188.4776,3063.0865,2574.2961,2476.5381,2437.4348,1010.1668,814.6507,775.5474,729.927,619.1345,521.3764,462.7216,410.5839,397.5495,391.0323,384.5151,384.5151,358.4463
True,1.0,Калужская область,1,False,82000.0,82000.0,23578.2065,10046.9239,8443.6913,8123.0448,7994.7862,3313.3472,2672.0542,2543.7956,2394.1606,2030.7612,1710.1147,1517.7268,1346.7153,1303.9625,1282.586,1261.2096,1261.2096,1175.7039
True,1.0,Нижегородская область,0,False,50000.0,82000.0,23578.2065,10046.9239,8443.6913,8123.0448,7994.7862,3313.3472,2672.0542,2543.7956,2394.1606,2030.7612,1710.1147,1517.7268,1346.7153,1303.9625,1282.586,1261.2096,1261.2096,1175.7039
True,1.0,Оренбургская область,2,False,50000.0,50000.0,14376.9552,6126.1731,5148.5923,4953.0761,4874.8697,2020.3337,1629.3014,1551.0949,1459.854,1238.269,1042.7529,925.4432,821.1679,795.0991,782.0647,769.0302,769.0302,716.8926
True,1.0,Пензенская область,1,False,82000.0,82000.0,23578.2065,10046.9239,8443.6913,8123.0448,7994.7862,3313.3472,2672.0542,2543.7956,2394.1606,2030.7612,1710.1147,1517.7268,1346.7153,1303.9625,1282.586,1261.2096,1261.2096,1175.7039
True,1.0,Республика Марий Эл,1,False,50000.0,82000.0,23578.2065,10046.9239,8443.6913,8123.0448,7994.7862,3313.3472,2672.0542,2543.7956,2394.1606,2030.7612,1710.1147,1517.7268,1346.7153,1303.9625,1282.586,1261.2096,1261.2096,1175.7039
True,1.0,Орловская область,1,False,50000.0,50000.0,14376.9552,6126.1731,5148.5923,4953.0761,4874.8697,2020.3337,1629.3014,1551.0949,1459.854,1238.269,1042.7529,925.4432,821.1679,795.0991,782.0647,769.0302,769.0302,716.8926
True,1.0,Рязанская область,1,False,50000.0,50000.0,14376.9552,6126.1731,5148.5923,4953.0761,4874.8697,2020.3337,1629.3014,1551.0949,1459.854,1238.269,1042.7529,925.4432,821.1679,795.0991,782.0647,769.0302,769.0302,716.8926
True,1.0,Республика Мордовия,1,False,82000.0,82000.0,23578.2065,10046.9239,8443.6913,8123.0448,7994.7862,3313.3472,2672.0542,2543.7956,2394.1606,2030.7612,1710.1147,1517.7268,1346.7153,1303.9625,1282.586,1261.2096,1261.2096,1175.7039
True,1.0,Липецкая область,1,False,82000.0,82000.0,23578.2065,10046.9239,8443.6913,8123.0448,7994.7862,3313.3472,2672.0542,2543.7956,2394.1606,2030.7612,1710.1147,1517.7268,1346.7153,1303.9625,1282.586,1261.2096,1261.2096,1175.7039
True,1.0,Город федерального значения Москва,0,False,70000.0,76500.0,21996.7414,9373.0448,7877.3462,7578.2065,7458.5506,3091.1105,2492.8311,2373.1752,2233.5766,1894.5516,1595.4119,1415.9281,1256.3869,1216.5016,1196.5589,1176.6163,1176.6163,1096.8457
True,1.0,Тамбовская область,2,False,70000.0,70000.0,20127.7372,8576.6423,7208.0292,6934.3066,6824.8175,2828.4672,2281.0219,2171.5328,2043.7956,1733.5766,1459.854,1295.6204,1149.635,1113.1387,1094.8905,1076.6423,1076.6423,1003.6496
True,1.0,Брянская область,1,False,70000.0,70000.0,20127.7372,8576.6423,7208.0292,6934.3066,6824.8175,2828.4672,2281.0219,2171.5328,2043.7956,1733.5766,1459.854,1295.6204,1149.635,1113.1387,1094.8905,1076.6423,1076.6423,1003.6496
True,1.0,Смоленская область,1,False,68000.0,95000.0,27316.2148,11639.7289,9782.3253,9410.8446,9262.2523,3838.634,3095.6726,2947.0803,2773.7226,2352.7112,1981.2304,1758.342,1560.219,1510.6882,1485.9228,1461.1575,1461.1575,1362.0959
True,1.0,Калининградская область,1,False,129000.0,129000.0,37092.5443,15805.5266,13283.3681,12778.9364,12577.1637,5212.4609,4203.5975,4001.8248,3766.4234,3194.7341,2690.3024,2387.6434,2118.6131,2051.3556,2017.7268,1984.098,1984.098,1849.5829
True,0.0,Республика Башкортостан,0,False,22000.0,34000.0,9776.3295,4165.7977,3501.0428,3368.0918,3314.9114,1373.8269,1107.9249,1054.7445,992.7007,842.0229,709.0719,629.3014,558.3942,540.6674,531.804,522.9406,522.9406,487.487
True,0.0,Республика Татарстан,0,False,22000.0,22000.0,6325.8603,2695.5162,2265.3806,2179.3535,2144.9426,888.9468,716.8926,682.4818,642.3358,544.8384,458.8113,407.195,361.3139,349.8436,344.1084,338.3733,338.3733,315.4327
True,0.0,Свердловская область,0,False,22000.0,22000.0,6325.8603,2695.5162,2265.3806,2179.3535,2144.9426,888.9468,716.8926,682.4818,642.3358,544.8384,458.8113,407.195,361.3139,349.8436,344.1084,338.3733,338.3733,315.4327
True,0.0,Чувашская Республика,1,False,30000.0,30000.0,8626.1731,3675.7039,3089.1554,2971.8457,2924.9218,1212.2002,977.5808,930.6569,875.9124,742.9614,625.6517,555.2659,492.7007,477.0594,469.2388,461.4181,461.4181,430.1356
True,0.0,Челябинская область,0,False,65000.0,65000.0,18690.0417,7964.025,6693.17,6438.999,6337.3306,2626.4338,2118.0918,2016.4234,1897.8102,1609.7497,1355.5787,1203.0761,1067.5182,1033.6288,1016.684,999.7393,999.7393,931.9604
True,0.0,Ямало-Ненецкий автономный округ,1,False,34000.0,34000.0,9776.3295,4165.7977,3501.0428,3368.0918,3314.9114,1373.8269,1107.9249,1054.7445,992.7007,842.0229,709.0719,629.3014,558.3942,540.6674,531.804,522.9406,522.9406,487.487
True,0.0,Республика Марий Эл,1,False,34000.0,34000.0,9776.3295,4165.7977,3501.0428,3368.0918,3314.9114,1373.8269,1107.9249,1054.7445,992.7007,842.0229,709.0719,629.3014,558.3942,540.6674,531.804,522.9406,522.9406,487.487
True,2.0,Республика Башкортостан,0,False,32000.0,95000.0,27316.2148,11639.7289,9782.3253,9410.8446,9262.2523,3838.634,3095.6726,2947.0803,2773.7226,2352.7112,1981.2304,1758.342,1560.219,1510.6882,1485.9228,1461.1575,1461.1575,1362.0959
True,2.0,Республика Татарстан,0,False,50000.0,50000.0,14376.9552,6126.1731,5148.5923,4953.0761,4874.8697,2020.3337,1629.3014,1551.0949,1459.854,1238.269,1042.7529,925.4432,821.1679,795.0991,782.0647,769.0302,769.0302,716.8926
True,2.0,Свердловская область,0,False,25750.0,25750.0,7404.1319,3154.9791,2651.525,2550.8342,2510.5579,1040.4718,839.0902,798.8139,751.8248,637.7086,537.0177,476.6032,422.9015,409.476,402.7633,396.0506,396.0506,369.1997
True,2.0,Челябинская область,0,False,43750.0,43750.0,12579.8358,5360.4015,4505.0182,4333.9416,4265.5109,1767.792,1425.6387,1357.208,1277.3723,1083.4854,912.4088,809.7628,718.5219,695.7117,684.3066,672.9015,672.9015,627.281
True,2.0,Ярославская область,1,False,70000.0,70000.0,20127.7372,8576.6423,7208.0292,6934.3066,6824.8175,2828.4672,2281.0219,2171.5328,2043.7956,1733.5766,1459.854,1295.6204,1149.635,1113.1387,1094.8905,1076.6423,1076.6423,1003.6496
True,2.0,Саратовская область,2,False,70000.0,70000.0,20127.7372,8576.6423,7208.0292,6934.3066,6824.8175,2828.4672,2281.0219,2171.5328,2043.7956,1733.5766,1459.854,1295.6204,1149.635,1113.1387,1094.8905,1076.6423,1076.6423,1003.6496
True,2.0,Волгоградская область,2,False,43750.0,70000.0,20127.7372,8576.6423,7208.0292,6934.3066,6824.8175,2828.4672,2281.0219,2171.5328,2043.7956,1733.5766,1459.854,1295.6204,1149.635,1113.1387,1094.8905,1076.6423,1076.6423,1003.6496
True,2.0,Удмуртская Республика,1,False,35600.0,35600.0,10236.3921,4361.8352,3665.7977,3526.5902,3470.9072,1438.4776,1160.0626,1104.3796,1039.4161,881.6475,742.44,658.9155,584.6715,566.1105,556.83,547.5495,547.5495,510.4275
True,2.0,Самарская область,0,False,75000.0,75000.0,21565.4327,9189.2596,7722.8884,7429.6142,7312.3045,3030.5005,2443.952,2326.6423,2189.781,1857.4035,1564.1293,1388.1648,1231.7518,1192.6486,1173.097,1153.5454,1153.5454,1075.3389
True,2.0,Пермский край,1,False,75000.0,75000.0,21565.4327,9189.2596,7722.8884,7429.6142,7312.3045,3030.5005,2443.952,2326.6423,2189.781,1857.4035,1564.1293,1388.1648,1231.7518,1192.6486,1173.097,1153.5454,1153.5454,1075.3389
True,2.0,Тверская область,1,False,50000.0,75000.0,21565.4327,9189.2596,7722.8884,7429.6142,7312.3045,3030.5005,2443.952,2326.6423,2189.781,1857.4035,1564.1293,1388.1648,1231.7518,1192.6486,1173.097,1153.5454,1153.5454,1075.3389
True,2.0,Ульяновская область,1,False,32000.0,95000.0,27316.2148,11639.7289,9782.3253,9410.8446,9262.2523,3838.634,3095.6726,2947.0803,2773.7226,2352.7112,1981.2304,1758.342,1560.219,1510.6882,1485.9228,1461.1575,1461.1575,1362.0959
True,2.0,Ханты-Мансийский автономный округ — Югра,1,False,35000.0,35000.0,10063.8686,4288.3212,3604.0146,3467.1533,3412.4088,1414.2336,1140.5109,1085.7664,1021.8978,866.7883,729.927,647.8102,574.8175,556.5693,547.4453,538.3212,538.3212,501.8248
True,2.0,Нижегородская область,0,False,35600.0,35600.0,10236.3921,4361.8352,3665.7977,3526.5902,3470.9072,1438.4776,1160.0626,1104.3796,1039.4161,881.6475,742.44,658.9155,584.6715,566.1105,556.83,547.5495,547.5495,510.4275
