is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Аккуратность (СК) (575_4),Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)","Организаторские способности, лидерство (СК) (393_4)",Приготовление хлебобулочных изделий (3317_9),Командность (СК) (1371_4),Внимательность (СК) (536_4),"Соблюдение требований охраны труда, санитарии и гигиены, пожарной безопасности, правил внутреннего трудового распорядка, других правил и норм (690_9)",Приготовление различных полуфабрикатов (3301_9),"Контроль качества сырья, его хранения и приготовления блюд (2724_9)",Коммуникабельность (СК) (617_4),Доброжелательность (СК) (1126_4),"Участие в процессе приготовления заказов, блюд (сфера питания) (694_9)","Саморазвитие, обучаемость (СК) (604_4)","Приготовление  блюд, заготовок и полуфабрикатов (2676_9)","Оформление витрин предприятия питания, предпродажная подготовка и выкладка товара, оформление ценников (3007_9)",Склонность к здоровому образу жизни (СК) (1662_4)
True,2.0,Ямало-Ненецкий автономный округ,1,False,26900.0,160000.0,29384.5653,21725.8222,18495.604,13754.4774,10472.1589,7294.041,7189.8404,6877.2387,6877.2387,6668.8375,6564.6369,5053.7284,4376.4246,3647.0205,3073.9173,2917.6164,2865.5161,2761.3155
True,2.0,Хабаровский край,1,False,20000.0,120000.0,22038.424,16294.3667,13871.703,10315.858,7854.1192,5470.5308,5392.3803,5157.929,5157.929,5001.6281,4923.4777,3790.2963,3282.3185,2735.2654,2305.438,2188.2123,2149.1371,2070.9866
True,2.0,Республика Саха (Якутия),1,False,38400.0,110000.0,20201.8886,14936.5028,12715.7278,9456.2032,7199.6092,5014.6532,4943.0153,4728.1016,4728.1016,4584.8258,4513.1879,3474.4383,3008.7919,2507.3266,2113.3181,2005.8613,1970.0423,1898.4044
True,2.0,Сахалинская область,1,False,28000.0,150000.0,27548.03,20367.9583,17339.6288,12894.8225,9817.649,6838.1635,6740.4754,6447.4113,6447.4113,6252.0352,6154.3471,4737.8704,4102.8981,3419.0817,2881.7975,2735.2654,2686.4214,2588.7333
True,2.0,Камчатский край,1,False,35000.0,115000.0,21120.1563,15615.4347,13293.7154,9886.0306,7526.8642,5242.592,5167.6978,4943.0153,4943.0153,4793.227,4718.3328,3632.3673,3145.5552,2621.296,2209.3781,2097.0368,2059.5897,1984.6955
True,2.0,Ненецкий автономный округ,1,False,55000.0,65000.0,11937.4796,8826.1153,7513.8391,5587.7564,4254.3146,2963.2042,2920.8727,2793.8782,2793.8782,2709.2152,2666.8838,2053.0772,1777.9225,1481.6021,1248.7789,1185.2817,1164.1159,1121.7844
True,2.0,Республика Тыва,1,False,38400.0,90000.0,16528.818,12220.775,10403.7773,7736.8935,5890.5894,4102.8981,4044.2852,3868.4468,3868.4468,3751.2211,3692.6083,2842.7222,2461.7388,2051.449,1729.0785,1641.1592,1611.8528,1553.24
True,2.0,Магаданская область,1,False,38400.0,100000.0,18365.3533,13578.6389,11559.7525,8596.5484,6545.0993,4558.7756,4493.6503,4298.2742,4298.2742,4168.0234,4102.8981,3158.5803,2735.2654,2279.3878,1921.1983,1823.5103,1790.9476,1725.8222
True,2.0,Чукотский автономный округ,1,False,38400.0,91000.0,16712.4715,12356.5614,10519.3748,7822.859,5956.0404,4148.4858,4089.2218,3911.4295,3911.4295,3792.9013,3733.6373,2874.308,2489.0915,2074.2429,1748.2905,1659.3943,1629.7623,1570.4982
True,0.0,Тамбовская область,2,False,18000.0,58000.0,10651.9049,7875.6106,6704.6565,4985.998,3796.1576,2644.0899,2606.3172,2492.999,2492.999,2417.4536,2379.6809,1831.9766,1586.4539,1322.0449,1114.295,1057.6359,1038.7496,1000.9769
True,0.0,Нижегородская область,0,False,16000.0,58000.0,10651.9049,7875.6106,6704.6565,4985.998,3796.1576,2644.0899,2606.3172,2492.999,2492.999,2417.4536,2379.6809,1831.9766,1586.4539,1322.0449,1114.295,1057.6359,1038.7496,1000.9769
True,0.0,Пензенская область,1,False,18000.0,60000.0,11019.212,8147.1833,6935.8515,5157.929,3927.0596,2735.2654,2696.1902,2578.9645,2578.9645,2500.8141,2461.7388,1895.1482,1641.1592,1367.6327,1152.719,1094.1062,1074.5685,1035.4933
True,0.0,Костромская область,1,False,18000.0,58000.0,10651.9049,7875.6106,6704.6565,4985.998,3796.1576,2644.0899,2606.3172,2492.999,2492.999,2417.4536,2379.6809,1831.9766,1586.4539,1322.0449,1114.295,1057.6359,1038.7496,1000.9769
True,0.0,Волгоградская область,2,False,16000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Астраханская область,1,False,11163.0,100000.0,18365.3533,13578.6389,11559.7525,8596.5484,6545.0993,4558.7756,4493.6503,4298.2742,4298.2742,4168.0234,4102.8981,3158.5803,2735.2654,2279.3878,1921.1983,1823.5103,1790.9476,1725.8222
True,0.0,Орловская область,1,False,18000.0,58000.0,10651.9049,7875.6106,6704.6565,4985.998,3796.1576,2644.0899,2606.3172,2492.999,2492.999,2417.4536,2379.6809,1831.9766,1586.4539,1322.0449,1114.295,1057.6359,1038.7496,1000.9769
True,0.0,Ульяновская область,1,False,15000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Вологодская область,1,False,18000.0,58000.0,10651.9049,7875.6106,6704.6565,4985.998,3796.1576,2644.0899,2606.3172,2492.999,2492.999,2417.4536,2379.6809,1831.9766,1586.4539,1322.0449,1114.295,1057.6359,1038.7496,1000.9769
True,0.0,Ивановская область,1,False,18000.0,58000.0,10651.9049,7875.6106,6704.6565,4985.998,3796.1576,2644.0899,2606.3172,2492.999,2492.999,2417.4536,2379.6809,1831.9766,1586.4539,1322.0449,1114.295,1057.6359,1038.7496,1000.9769
True,0.0,Саратовская область,2,False,18000.0,70000.0,12855.7473,9505.0472,8091.8268,6017.5838,4581.5695,3191.143,3145.5552,3008.7919,3008.7919,2917.6164,2872.0287,2211.0062,1914.6858,1595.5715,1344.8388,1276.4572,1253.6633,1208.0755
True,0.0,Брянская область,1,False,18000.0,58000.0,10651.9049,7875.6106,6704.6565,4985.998,3796.1576,2644.0899,2606.3172,2492.999,2492.999,2417.4536,2379.6809,1831.9766,1586.4539,1322.0449,1114.295,1057.6359,1038.7496,1000.9769
True,0.0,Удмуртская Республика,1,False,20000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Кировская область,1,False,18000.0,120000.0,22038.424,16294.3667,13871.703,10315.858,7854.1192,5470.5308,5392.3803,5157.929,5157.929,5001.6281,4923.4777,3790.2963,3282.3185,2735.2654,2305.438,2188.2123,2149.1371,2070.9866
True,0.0,Республика Мордовия,1,False,18000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Оренбургская область,2,False,13000.0,120000.0,22038.424,16294.3667,13871.703,10315.858,7854.1192,5470.5308,5392.3803,5157.929,5157.929,5001.6281,4923.4777,3790.2963,3282.3185,2735.2654,2305.438,2188.2123,2149.1371,2070.9866
True,0.0,Республика Марий Эл,1,False,18000.0,58000.0,10651.9049,7875.6106,6704.6565,4985.998,3796.1576,2644.0899,2606.3172,2492.999,2492.999,2417.4536,2379.6809,1831.9766,1586.4539,1322.0449,1114.295,1057.6359,1038.7496,1000.9769
True,0.0,Липецкая область,1,False,18000.0,58000.0,10651.9049,7875.6106,6704.6565,4985.998,3796.1576,2644.0899,2606.3172,2492.999,2492.999,2417.4536,2379.6809,1831.9766,1586.4539,1322.0449,1114.295,1057.6359,1038.7496,1000.9769
True,0.0,Чувашская Республика,1,False,18000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Владимирская область,1,False,18000.0,58000.0,10651.9049,7875.6106,6704.6565,4985.998,3796.1576,2644.0899,2606.3172,2492.999,2492.999,2417.4536,2379.6809,1831.9766,1586.4539,1322.0449,1114.295,1057.6359,1038.7496,1000.9769
True,0.0,Ставропольский край,2,False,20000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Белгородская область,2,False,18000.0,58000.0,10651.9049,7875.6106,6704.6565,4985.998,3796.1576,2644.0899,2606.3172,2492.999,2492.999,2417.4536,2379.6809,1831.9766,1586.4539,1322.0449,1114.295,1057.6359,1038.7496,1000.9769
True,0.0,Псковская область,1,False,18000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Республика Калмыкия,1,False,18000.0,18000.0,3305.7636,2444.155,2080.7555,1547.3787,1178.1179,820.5796,808.857,773.6894,773.6894,750.2442,738.5217,568.5444,492.3478,410.2898,345.8157,328.2318,322.3706,310.648
True,0.0,Курская область,2,False,18000.0,58000.0,10651.9049,7875.6106,6704.6565,4985.998,3796.1576,2644.0899,2606.3172,2492.999,2492.999,2417.4536,2379.6809,1831.9766,1586.4539,1322.0449,1114.295,1057.6359,1038.7496,1000.9769
True,0.0,Кабардино-Балкарская Республика,1,False,32000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Республика Адыгея,1,False,15000.0,30000.0,5509.606,4073.5917,3467.9258,2578.9645,1963.5298,1367.6327,1348.0951,1289.4823,1289.4823,1250.407,1230.8694,947.5741,820.5796,683.8163,576.3595,547.0531,537.2843,517.7467
True,0.0,Республика Башкортостан,0,False,10500.0,174000.0,31955.7148,23626.8317,20113.9694,14957.9941,11388.4728,7932.2696,7818.9515,7478.9971,7478.9971,7252.3608,7139.0427,5495.9297,4759.3618,3966.1348,3342.8851,3172.9078,3116.2488,3002.9306
True,0.0,Республика Татарстан,0,False,15000.0,174000.0,31955.7148,23626.8317,20113.9694,14957.9941,11388.4728,7932.2696,7818.9515,7478.9971,7478.9971,7252.3608,7139.0427,5495.9297,4759.3618,3966.1348,3342.8851,3172.9078,3116.2488,3002.9306
True,0.0,Новосибирская область,0,False,13950.0,112494.0,20659.9205,15275.154,13004.028,9670.6011,7362.844,5128.3491,5055.0869,4835.3006,4835.3006,4688.7763,4615.5142,3553.2133,3077.0094,2564.1745,2161.2328,2051.3396,2014.7086,1941.4464
True,0.0,Самарская область,0,False,18000.0,160000.0,29384.5653,21725.8222,18495.604,13754.4774,10472.1589,7294.041,7189.8404,6877.2387,6877.2387,6668.8375,6564.6369,5053.7284,4376.4246,3647.0205,3073.9173,2917.6164,2865.5161,2761.3155
True,0.0,Иркутская область,1,False,15000.0,160000.0,29384.5653,21725.8222,18495.604,13754.4774,10472.1589,7294.041,7189.8404,6877.2387,6877.2387,6668.8375,6564.6369,5053.7284,4376.4246,3647.0205,3073.9173,2917.6164,2865.5161,2761.3155
True,0.0,Пермский край,1,False,19800.0,160000.0,29384.5653,21725.8222,18495.604,13754.4774,10472.1589,7294.041,7189.8404,6877.2387,6877.2387,6668.8375,6564.6369,5053.7284,4376.4246,3647.0205,3073.9173,2917.6164,2865.5161,2761.3155
True,0.0,Республика Крым,1,False,20000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Ростовская область,0,False,20000.0,58000.0,10651.9049,7875.6106,6704.6565,4985.998,3796.1576,2644.0899,2606.3172,2492.999,2492.999,2417.4536,2379.6809,1831.9766,1586.4539,1322.0449,1114.295,1057.6359,1038.7496,1000.9769
True,0.0,Краснодарский край,0,False,20000.0,174000.0,31955.7148,23626.8317,20113.9694,14957.9941,11388.4728,7932.2696,7818.9515,7478.9971,7478.9971,7252.3608,7139.0427,5495.9297,4759.3618,3966.1348,3342.8851,3172.9078,3116.2488,3002.9306
True,0.0,Рязанская область,1,False,18000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Кемеровская область,1,False,13950.0,105000.0,19283.621,14257.5708,12137.7401,9026.3758,6872.3543,4786.7144,4718.3328,4513.1879,4513.1879,4376.4246,4308.043,3316.5093,2872.0287,2393.3572,2017.2582,1914.6858,1880.495,1812.1133
True,0.0,Алтайский край,2,False,12838.0,136000.0,24976.8805,18466.9489,15721.2634,11691.3058,8901.3351,6199.9349,6111.3644,5845.6529,5845.6529,5668.5119,5579.9414,4295.6692,3719.9609,3099.9674,2612.8297,2479.9739,2435.6887,2347.1182
True,0.0,Тюменская область,1,False,20000.0,174000.0,31955.7148,23626.8317,20113.9694,14957.9941,11388.4728,7932.2696,7818.9515,7478.9971,7478.9971,7252.3608,7139.0427,5495.9297,4759.3618,3966.1348,3342.8851,3172.9078,3116.2488,3002.9306
True,0.0,Калужская область,1,False,18000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Ханты-Мансийский автономный округ — Югра,1,False,20000.0,65000.0,11937.4796,8826.1153,7513.8391,5587.7564,4254.3146,2963.2042,2920.8727,2793.8782,2793.8782,2709.2152,2666.8838,2053.0772,1777.9225,1481.6021,1248.7789,1185.2817,1164.1159,1121.7844
True,0.0,Тульская область,1,False,18000.0,58000.0,10651.9049,7875.6106,6704.6565,4985.998,3796.1576,2644.0899,2606.3172,2492.999,2492.999,2417.4536,2379.6809,1831.9766,1586.4539,1322.0449,1114.295,1057.6359,1038.7496,1000.9769
True,0.0,Свердловская область,0,False,19800.0,112494.0,20659.9205,15275.154,13004.028,9670.6011,7362.844,5128.3491,5055.0869,4835.3006,4835.3006,4688.7763,4615.5142,3553.2133,3077.0094,2564.1745,2161.2328,2051.3396,2014.7086,1941.4464
True,0.0,Челябинская область,0,False,20000.0,170000.0,31221.1006,23083.6861,19651.5793,14614.1322,11126.6688,7749.9186,7639.2055,7307.0661,7307.0661,7085.6399,6974.9267,5369.5865,4649.9512,3874.9593,3266.0371,3099.9674,3044.6109,2933.8978
True,0.0,Ленинградская область,1,False,20000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Тверская область,1,False,18000.0,58000.0,10651.9049,7875.6106,6704.6565,4985.998,3796.1576,2644.0899,2606.3172,2492.999,2492.999,2417.4536,2379.6809,1831.9766,1586.4539,1322.0449,1114.295,1057.6359,1038.7496,1000.9769
True,0.0,Ярославская область,1,False,18000.0,60000.0,11019.212,8147.1833,6935.8515,5157.929,3927.0596,2735.2654,2696.1902,2578.9645,2578.9645,2500.8141,2461.7388,1895.1482,1641.1592,1367.6327,1152.719,1094.1062,1074.5685,1035.4933
True,0.0,Омская область,1,False,20000.0,62000.0,11386.519,8418.7561,7167.0466,5329.86,4057.9616,2826.4409,2786.0632,2664.93,2664.93,2584.1745,2543.7968,1958.3198,1695.8645,1413.2204,1191.143,1130.5764,1110.3875,1070.0098
True,0.0,Омская область,1,True,50000.0,50000.0,9182.6767,6789.3194,5779.8763,4298.2742,3272.5497,2279.3878,2246.8251,2149.1371,2149.1371,2084.0117,2051.449,1579.2901,1367.6327,1139.6939,960.5992,911.7551,895.4738,862.9111
True,0.0,Воронежская область,2,False,18000.0,58000.0,10651.9049,7875.6106,6704.6565,4985.998,3796.1576,2644.0899,2606.3172,2492.999,2492.999,2417.4536,2379.6809,1831.9766,1586.4539,1322.0449,1114.295,1057.6359,1038.7496,1000.9769
True,0.0,Новгородская область,1,False,20000.0,80000.0,14692.2826,10862.9111,9247.802,6877.2387,5236.0795,3647.0205,3594.9202,3438.6193,3438.6193,3334.4188,3282.3185,2526.8642,2188.2123,1823.5103,1536.9586,1458.8082,1432.7581,1380.6578
True,0.0,Томская область,1,False,15000.0,160000.0,29384.5653,21725.8222,18495.604,13754.4774,10472.1589,7294.041,7189.8404,6877.2387,6877.2387,6668.8375,6564.6369,5053.7284,4376.4246,3647.0205,3073.9173,2917.6164,2865.5161,2761.3155
True,0.0,Луганская область,1,False,32000.0,32000.0,5876.9131,4345.1644,3699.1208,2750.8955,2094.4318,1458.8082,1437.9681,1375.4477,1375.4477,1333.7675,1312.9274,1010.7457,875.2849,729.4041,614.7835,583.5233,573.1032,552.2631
True,0.0,Смоленская область,1,False,18000.0,58000.0,10651.9049,7875.6106,6704.6565,4985.998,3796.1576,2644.0899,2606.3172,2492.999,2492.999,2417.4536,2379.6809,1831.9766,1586.4539,1322.0449,1114.295,1057.6359,1038.7496,1000.9769
True,0.0,Курганская область,1,False,10500.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Архангельская область,1,False,15000.0,100000.0,18365.3533,13578.6389,11559.7525,8596.5484,6545.0993,4558.7756,4493.6503,4298.2742,4298.2742,4168.0234,4102.8981,3158.5803,2735.2654,2279.3878,1921.1983,1823.5103,1790.9476,1725.8222
True,0.0,Республика Хакасия,1,False,20000.0,120000.0,22038.424,16294.3667,13871.703,10315.858,7854.1192,5470.5308,5392.3803,5157.929,5157.929,5001.6281,4923.4777,3790.2963,3282.3185,2735.2654,2305.438,2188.2123,2149.1371,2070.9866
True,0.0,Приморский край,1,False,18000.0,135000.0,24793.227,18331.1625,15605.6659,11605.3403,8835.8841,6154.3471,6066.4279,5802.6701,5802.6701,5626.8317,5538.9124,4264.0834,3692.6083,3077.1736,2593.6177,2461.7388,2417.7792,2329.86
True,0.0,Республика Коми,1,False,18000.0,112494.0,20659.9205,15275.154,13004.028,9670.6011,7362.844,5128.3491,5055.0869,4835.3006,4835.3006,4688.7763,4615.5142,3553.2133,3077.0094,2564.1745,2161.2328,2051.3396,2014.7086,1941.4464
True,0.0,Мурманская область,1,False,18000.0,100000.0,18365.3533,13578.6389,11559.7525,8596.5484,6545.0993,4558.7756,4493.6503,4298.2742,4298.2742,4168.0234,4102.8981,3158.5803,2735.2654,2279.3878,1921.1983,1823.5103,1790.9476,1725.8222
True,0.0,Город федерального значения Севастополь,1,False,20000.0,33000.0,6060.5666,4480.9508,3814.7183,2836.861,2159.8828,1504.396,1482.9046,1418.4305,1418.4305,1375.4477,1353.9564,1042.3315,902.6376,752.198,633.9954,601.7584,591.0127,569.5213
True,0.0,Калининградская область,1,False,24000.0,24000.0,4407.6848,3258.8733,2774.3406,2063.1716,1570.8238,1094.1062,1078.4761,1031.5858,1031.5858,1000.3256,984.6955,758.0593,656.4637,547.0531,461.0876,437.6425,429.8274,414.1973
True,0.0,Республика Бурятия,1,False,15000.0,105000.0,19283.621,14257.5708,12137.7401,9026.3758,6872.3543,4786.7144,4718.3328,4513.1879,4513.1879,4376.4246,4308.043,3316.5093,2872.0287,2393.3572,2017.2582,1914.6858,1880.495,1812.1133
True,0.0,Республика Алтай,1,False,15000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Республика Карелия,1,False,18000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Амурская область,1,False,18000.0,160000.0,29384.5653,21725.8222,18495.604,13754.4774,10472.1589,7294.041,7189.8404,6877.2387,6877.2387,6668.8375,6564.6369,5053.7284,4376.4246,3647.0205,3073.9173,2917.6164,2865.5161,2761.3155
True,0.0,Еврейская автономная область,1,False,30000.0,33000.0,6060.5666,4480.9508,3814.7183,2836.861,2159.8828,1504.396,1482.9046,1418.4305,1418.4305,1375.4477,1353.9564,1042.3315,902.6376,752.198,633.9954,601.7584,591.0127,569.5213
True,0.0,Город федерального значения Санкт-Петербург,0,False,20000.0,55000.0,10100.9443,7468.2514,6357.8639,4728.1016,3599.8046,2507.3266,2471.5077,2364.0508,2364.0508,2292.4129,2256.5939,1737.2191,1504.396,1253.6633,1056.6591,1002.9306,985.0212,949.2022
True,0.0,Город федерального значения Москва,0,False,20000.0,98000.0,17998.0462,13307.0661,11328.5575,8424.6174,6414.1973,4467.6001,4403.7773,4212.3087,4212.3087,4084.663,4020.8401,3095.4087,2680.5601,2233.8001,1882.7743,1787.0401,1755.1286,1691.3058
True,0.0,Город федерального значения Москва,0,True,36000.0,50000.0,9182.6767,6789.3194,5779.8763,4298.2742,3272.5497,2279.3878,2246.8251,2149.1371,2149.1371,2084.0117,2051.449,1579.2901,1367.6327,1139.6939,960.5992,911.7551,895.4738,862.9111
True,0.0,Московская область,2,False,20000.0,60000.0,11019.212,8147.1833,6935.8515,5157.929,3927.0596,2735.2654,2696.1902,2578.9645,2578.9645,2500.8141,2461.7388,1895.1482,1641.1592,1367.6327,1152.719,1094.1062,1074.5685,1035.4933
True,0.0,Красноярский край,1,False,20000.0,112494.0,20659.9205,15275.154,13004.028,9670.6011,7362.844,5128.3491,5055.0869,4835.3006,4835.3006,4688.7763,4615.5142,3553.2133,3077.0094,2564.1745,2161.2328,2051.3396,2014.7086,1941.4464
True,0.0,Забайкальский край,1,False,20000.0,160000.0,29384.5653,21725.8222,18495.604,13754.4774,10472.1589,7294.041,7189.8404,6877.2387,6877.2387,6668.8375,6564.6369,5053.7284,4376.4246,3647.0205,3073.9173,2917.6164,2865.5161,2761.3155
True,0.0,Ямало-Ненецкий автономный округ,1,False,32000.0,112494.0,20659.9205,15275.154,13004.028,9670.6011,7362.844,5128.3491,5055.0869,4835.3006,4835.3006,4688.7763,4615.5142,3553.2133,3077.0094,2564.1745,2161.2328,2051.3396,2014.7086,1941.4464
True,0.0,Хабаровский край,1,False,20000.0,186000.0,34159.5571,25256.2683,21501.1397,15989.5799,12173.8847,8479.3227,8358.1895,7994.79,7994.79,7752.5236,7631.3904,5874.9593,5087.5936,4239.6613,3573.4289,3391.7291,3331.1625,3210.0293
True,0.0,Республика Саха (Якутия),1,False,35000.0,160000.0,29384.5653,21725.8222,18495.604,13754.4774,10472.1589,7294.041,7189.8404,6877.2387,6877.2387,6668.8375,6564.6369,5053.7284,4376.4246,3647.0205,3073.9173,2917.6164,2865.5161,2761.3155
True,0.0,Сахалинская область,1,False,36000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Камчатский край,1,False,45000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Ненецкий автономный округ,1,False,45000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
True,0.0,Республика Тыва,1,False,38400.0,160000.0,29384.5653,21725.8222,18495.604,13754.4774,10472.1589,7294.041,7189.8404,6877.2387,6877.2387,6668.8375,6564.6369,5053.7284,4376.4246,3647.0205,3073.9173,2917.6164,2865.5161,2761.3155
True,0.0,Магаданская область,1,False,45000.0,160000.0,29384.5653,21725.8222,18495.604,13754.4774,10472.1589,7294.041,7189.8404,6877.2387,6877.2387,6668.8375,6564.6369,5053.7284,4376.4246,3647.0205,3073.9173,2917.6164,2865.5161,2761.3155
True,0.0,Чукотский автономный округ,1,False,45000.0,45000.0,8264.409,6110.3875,5201.8886,3868.4468,2945.2947,2051.449,2022.1426,1934.2234,1934.2234,1875.6106,1846.3041,1421.3611,1230.8694,1025.7245,864.5392,820.5796,805.9264,776.62
False,1.0,Тамбовская область,2,False,14000.0,43000.0,7897.1019,5838.8147,4970.6936,3696.5158,2814.3927,1960.2735,1932.2696,1848.2579,1848.2579,1792.2501,1764.2462,1358.1895,1176.1641,980.1368,826.1153,784.1094,770.1075,742.1035
False,1.0,Тамбовская область,2,True,19000.0,25000.0,4591.3383,3394.6597,2889.9381,2149.1371,1636.2748,1139.6939,1123.4126,1074.5685,1074.5685,1042.0059,1025.7245,789.6451,683.8163,569.847,480.2996,455.8776,447.7369,431.4556
False,1.0,Нижегородская область,0,False,13500.0,91500.0,16804.2983,12424.4546,10577.1736,7865.8417,5988.7659,4171.2797,4111.69,3932.9209,3932.9209,3813.7415,3754.1517,2890.1009,2502.7678,2085.6399,1757.8965,1668.5119,1638.717,1579.1273
False,1.0,Нижегородская область,0,True,14000.0,40000.0,7346.1413,5431.4556,4623.901,3438.6193,2618.0397,1823.5103,1797.4601,1719.3097,1719.3097,1667.2094,1641.1592,1263.4321,1094.1062,911.7551,768.4793,729.4041,716.379,690.3289
False,1.0,Пензенская область,1,False,13500.0,60000.0,11019.212,8147.1833,6935.8515,5157.929,3927.0596,2735.2654,2696.1902,2578.9645,2578.9645,2500.8141,2461.7388,1895.1482,1641.1592,1367.6327,1152.719,1094.1062,1074.5685,1035.4933
False,1.0,Костромская область,1,False,14000.0,120000.0,22038.424,16294.3667,13871.703,10315.858,7854.1192,5470.5308,5392.3803,5157.929,5157.929,5001.6281,4923.4777,3790.2963,3282.3185,2735.2654,2305.438,2188.2123,2149.1371,2070.9866
False,1.0,Костромская область,1,True,20000.0,35000.0,6427.8737,4752.5236,4045.9134,3008.7919,2290.7848,1595.5715,1572.7776,1504.396,1504.396,1458.8082,1436.0143,1105.5031,957.3429,797.7857,672.4194,638.2286,626.8317,604.0378
False,1.0,Волгоградская область,2,False,2800.0,100000.0,18365.3533,13578.6389,11559.7525,8596.5484,6545.0993,4558.7756,4493.6503,4298.2742,4298.2742,4168.0234,4102.8981,3158.5803,2735.2654,2279.3878,1921.1983,1823.5103,1790.9476,1725.8222
False,1.0,Волгоградская область,2,True,14000.0,40000.0,7346.1413,5431.4556,4623.901,3438.6193,2618.0397,1823.5103,1797.4601,1719.3097,1719.3097,1667.2094,1641.1592,1263.4321,1094.1062,911.7551,768.4793,729.4041,716.379,690.3289
False,1.0,Астраханская область,1,False,14000.0,100000.0,18365.3533,13578.6389,11559.7525,8596.5484,6545.0993,4558.7756,4493.6503,4298.2742,4298.2742,4168.0234,4102.8981,3158.5803,2735.2654,2279.3878,1921.1983,1823.5103,1790.9476,1725.8222
