is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)",Выполнение работ автогрейдером ДЗ-98 (5809_10),Обслуживание и ремонт автогрейдера (5753_10),Умение проводить техническое обслуживание автогрейдера (5744_10),Высокая работоспособность (СК) (586_4),Стрессоустойчивость (СК) (601_4),Командность (СК) (1371_4),Коммуникабельность (СК) (617_4),Выполнение ремонтных работ (ОПТ) (8285_36),Соблюдение правил охраны труда (ОПТ) (3790_36),Планировочные работы при помощи автогрейдера (5378_10),Знание технического устройства автогрейдера (5757_10),Содержание техники в исправном состоянии (4981_10),Обслуживание технологических дорог (5748_10),Умение управлять автогрейдером (5389_10),Соблюдение требований техники безопасности и правил эксплуатации (4980_10),Нравственность (СК) (622_4),Выполнение работ на строительных площадках (4996_10),Срезка грунта (5046_10),Профилирование дорог (5381_10),Очистка дорожного полотна (5376_10),Умение проводить техническое обслуживание техники (5745_10),Заправка автогрейдера ГСМ (5742_10),Сооружение насыпей (3141_10),Умение устранять неисправности (3345_10),Пунктуальность (СК) (612_4),Выполнение механизированных работ автогрейдером (6004_10),Внимательность (СК) (536_4),Планировочные работы (5021_10),ТО и Р техники (6134_10),Очистка дорожного полотна и территорий (5913_10),Знание правил ОТ и ПБ (6013_10),Планировочные дорожные работы (3133_10),Аккуратность (СК) (575_4)
False,1.0,Нижегородская область,0,False,20000.0,150000.0,43544.4414,16675.7271,10458.0049,5473.6341,4658.1952,4382.9845,4260.6687,4189.3177,4107.7739,3995.651,3679.6684,3170.019,3139.4401,2823.4575,2792.8785,2629.7907,2395.352,2150.7203,2099.7554,2018.2115,1804.1587,1763.3868,1559.527,1498.3691,1488.1761,1447.4042,1376.0533,1355.6673,1345.4743,1335.2813,1172.1935,1060.0707,1049.8777,1039.6847,1029.4917,1029.4917
False,1.0,Курская область,2,False,23500.0,150000.0,43544.4414,16675.7271,10458.0049,5473.6341,4658.1952,4382.9845,4260.6687,4189.3177,4107.7739,3995.651,3679.6684,3170.019,3139.4401,2823.4575,2792.8785,2629.7907,2395.352,2150.7203,2099.7554,2018.2115,1804.1587,1763.3868,1559.527,1498.3691,1488.1761,1447.4042,1376.0533,1355.6673,1345.4743,1335.2813,1172.1935,1060.0707,1049.8777,1039.6847,1029.4917,1029.4917
False,1.0,Тамбовская область,2,False,20000.0,50000.0,14514.8138,5558.5757,3486.0016,1824.5447,1552.7317,1460.9948,1420.2229,1396.4392,1369.258,1331.8837,1226.5561,1056.673,1046.48,941.1525,930.9595,876.5969,798.4507,716.9068,699.9185,672.7372,601.3862,587.7956,519.8423,499.4564,496.0587,482.4681,458.6844,451.8891,448.4914,445.0938,390.7312,353.3569,349.9592,346.5616,343.1639,343.1639
False,1.0,Чукотский автономный округ,1,False,28000.0,35000.0,10160.3697,3891.003,2440.2011,1277.1813,1086.9122,1022.6964,994.156,977.5075,958.4806,932.3186,858.5893,739.6711,732.536,658.8067,651.6716,613.6178,558.9155,501.8347,489.9429,470.916,420.9704,411.4569,363.8896,349.6195,347.2411,337.7276,321.0791,316.3224,313.944,311.5656,273.5118,247.3498,244.9715,242.5931,240.2147,240.2147
False,1.0,Московская область,2,False,20000.0,105000.0,30481.109,11673.009,7320.6034,3831.5439,3260.7366,3068.0892,2982.4681,2932.5224,2875.4417,2796.9557,2575.7679,2219.0133,2197.608,1976.4202,1955.0149,1840.8535,1676.7464,1505.5042,1469.8288,1412.748,1262.9111,1234.3708,1091.6689,1048.8584,1041.7233,1013.1829,963.2373,948.9671,941.832,934.6969,820.5355,742.0495,734.9144,727.7793,720.6442,720.6442
False,1.0,Республика Татарстан,0,False,20000.0,140000.0,40641.4787,15564.012,9760.8046,5108.7252,4347.6488,4090.7855,3976.6241,3910.0299,3833.9223,3729.2743,3434.3572,2958.6844,2930.1441,2635.227,2606.6866,2454.4713,2235.6619,2007.339,1959.7717,1883.664,1683.8815,1645.8277,1455.5586,1398.4778,1388.9644,1350.9106,1284.3164,1265.2895,1255.776,1246.2626,1094.0473,989.3993,979.8858,970.3724,960.8589,960.8589
False,1.0,Республика Мордовия,1,False,28000.0,130000.0,37738.5159,14452.2968,9063.6042,4743.8163,4037.1025,3798.5866,3692.5795,3630.742,3560.0707,3462.8975,3189.0459,2747.3498,2720.8481,2446.9965,2420.4947,2279.1519,2075.9717,1863.9576,1819.788,1749.1166,1563.6042,1528.2686,1351.5901,1298.5866,1289.7527,1254.417,1192.5795,1174.9117,1166.0777,1157.2438,1015.9011,918.7279,909.894,901.0601,892.2261,892.2261
False,1.0,Белгородская область,2,False,20000.0,110000.0,31932.5904,12228.8665,7669.2036,4013.9984,3416.0098,3214.1886,3124.4904,3072.1663,3012.3675,2930.1441,2698.4235,2324.6806,2302.256,2070.5355,2048.1109,1928.5132,1756.5915,1577.1949,1539.8206,1480.0217,1323.0497,1293.1503,1143.6532,1098.804,1091.3292,1061.4297,1009.1057,994.156,986.6812,979.2063,859.6086,777.3852,769.9103,762.4354,754.9606,754.9606
False,1.0,Ростовская область,0,False,23500.0,130000.0,37738.5159,14452.2968,9063.6042,4743.8163,4037.1025,3798.5866,3692.5795,3630.742,3560.0707,3462.8975,3189.0459,2747.3498,2720.8481,2446.9965,2420.4947,2279.1519,2075.9717,1863.9576,1819.788,1749.1166,1563.6042,1528.2686,1351.5901,1298.5866,1289.7527,1254.417,1192.5795,1174.9117,1166.0777,1157.2438,1015.9011,918.7279,909.894,901.0601,892.2261,892.2261
False,1.0,Липецкая область,1,False,20000.0,70000.0,20320.7393,7782.006,4880.4023,2554.3626,2173.8244,2045.3928,1988.312,1955.0149,1916.9611,1864.6371,1717.1786,1479.3422,1465.072,1317.6135,1303.3433,1227.2357,1117.8309,1003.6695,979.8858,941.832,841.9407,822.9138,727.7793,699.2389,694.4822,675.4553,642.1582,632.6447,627.888,623.1313,547.0236,494.6996,489.9429,485.1862,480.4295,480.4295
False,1.0,Кемеровская область,1,False,20000.0,150000.0,43544.4414,16675.7271,10458.0049,5473.6341,4658.1952,4382.9845,4260.6687,4189.3177,4107.7739,3995.651,3679.6684,3170.019,3139.4401,2823.4575,2792.8785,2629.7907,2395.352,2150.7203,2099.7554,2018.2115,1804.1587,1763.3868,1559.527,1498.3691,1488.1761,1447.4042,1376.0533,1355.6673,1345.4743,1335.2813,1172.1935,1060.0707,1049.8777,1039.6847,1029.4917,1029.4917
False,1.0,Чувашская Республика,1,False,20000.0,150000.0,43544.4414,16675.7271,10458.0049,5473.6341,4658.1952,4382.9845,4260.6687,4189.3177,4107.7739,3995.651,3679.6684,3170.019,3139.4401,2823.4575,2792.8785,2629.7907,2395.352,2150.7203,2099.7554,2018.2115,1804.1587,1763.3868,1559.527,1498.3691,1488.1761,1447.4042,1376.0533,1355.6673,1345.4743,1335.2813,1172.1935,1060.0707,1049.8777,1039.6847,1029.4917,1029.4917
False,1.0,Ярославская область,1,False,28000.0,150000.0,43544.4414,16675.7271,10458.0049,5473.6341,4658.1952,4382.9845,4260.6687,4189.3177,4107.7739,3995.651,3679.6684,3170.019,3139.4401,2823.4575,2792.8785,2629.7907,2395.352,2150.7203,2099.7554,2018.2115,1804.1587,1763.3868,1559.527,1498.3691,1488.1761,1447.4042,1376.0533,1355.6673,1345.4743,1335.2813,1172.1935,1060.0707,1049.8777,1039.6847,1029.4917,1029.4917
False,1.0,Республика Адыгея,1,False,25000.0,25000.0,7257.4069,2779.2878,1743.0008,912.2724,776.3659,730.4974,710.1114,698.2196,684.629,665.9418,613.2781,528.3365,523.24,470.5762,465.4797,438.2985,399.2253,358.4534,349.9592,336.3686,300.6931,293.8978,259.9212,249.7282,248.0294,241.234,229.3422,225.9446,224.2457,222.5469,195.3656,176.6784,174.9796,173.2808,171.582,171.582
False,1.0,Архангельская область,1,False,23500.0,130000.0,37738.5159,14452.2968,9063.6042,4743.8163,4037.1025,3798.5866,3692.5795,3630.742,3560.0707,3462.8975,3189.0459,2747.3498,2720.8481,2446.9965,2420.4947,2279.1519,2075.9717,1863.9576,1819.788,1749.1166,1563.6042,1528.2686,1351.5901,1298.5866,1289.7527,1254.417,1192.5795,1174.9117,1166.0777,1157.2438,1015.9011,918.7279,909.894,901.0601,892.2261,892.2261
False,1.0,Удмуртская Республика,1,False,20000.0,150000.0,43544.4414,16675.7271,10458.0049,5473.6341,4658.1952,4382.9845,4260.6687,4189.3177,4107.7739,3995.651,3679.6684,3170.019,3139.4401,2823.4575,2792.8785,2629.7907,2395.352,2150.7203,2099.7554,2018.2115,1804.1587,1763.3868,1559.527,1498.3691,1488.1761,1447.4042,1376.0533,1355.6673,1345.4743,1335.2813,1172.1935,1060.0707,1049.8777,1039.6847,1029.4917,1029.4917
False,1.0,Республика Марий Эл,1,False,23500.0,130000.0,37738.5159,14452.2968,9063.6042,4743.8163,4037.1025,3798.5866,3692.5795,3630.742,3560.0707,3462.8975,3189.0459,2747.3498,2720.8481,2446.9965,2420.4947,2279.1519,2075.9717,1863.9576,1819.788,1749.1166,1563.6042,1528.2686,1351.5901,1298.5866,1289.7527,1254.417,1192.5795,1174.9117,1166.0777,1157.2438,1015.9011,918.7279,909.894,901.0601,892.2261,892.2261
False,1.0,Брянская область,1,False,35000.0,150000.0,43544.4414,16675.7271,10458.0049,5473.6341,4658.1952,4382.9845,4260.6687,4189.3177,4107.7739,3995.651,3679.6684,3170.019,3139.4401,2823.4575,2792.8785,2629.7907,2395.352,2150.7203,2099.7554,2018.2115,1804.1587,1763.3868,1559.527,1498.3691,1488.1761,1447.4042,1376.0533,1355.6673,1345.4743,1335.2813,1172.1935,1060.0707,1049.8777,1039.6847,1029.4917,1029.4917
False,1.0,Иркутская область,1,False,20000.0,318000.0,92314.2158,35352.5415,22170.9704,11604.1044,9875.3737,9291.9272,9032.6176,8881.3536,8708.4806,8470.7801,7800.897,6720.4403,6655.6129,5985.7298,5920.9024,5575.1563,5078.1462,4559.527,4451.4814,4278.6083,3824.8165,3738.38,3306.1973,3176.5425,3154.9334,3068.4969,2917.2329,2874.0147,2852.4055,2830.7964,2485.0503,2247.3498,2225.7407,2204.1316,2182.5224,2182.5224
False,1.0,Саратовская область,2,False,24908.0,80000.0,23223.7021,8893.7211,5577.6026,2919.2715,2484.3708,2337.5917,2272.3566,2234.3028,2190.8127,2131.0139,1962.4898,1690.6768,1674.368,1505.844,1489.5352,1402.555,1277.5211,1147.0508,1119.8695,1076.3795,962.218,940.473,831.7478,799.1302,793.6939,771.9489,733.8951,723.0226,717.5863,712.15,625.1699,565.371,559.9348,554.4985,549.0622,549.0622
False,1.0,Курганская область,1,False,20000.0,70000.0,20320.7393,7782.006,4880.4023,2554.3626,2173.8244,2045.3928,1988.312,1955.0149,1916.9611,1864.6371,1717.1786,1479.3422,1465.072,1317.6135,1303.3433,1227.2357,1117.8309,1003.6695,979.8858,941.832,841.9407,822.9138,727.7793,699.2389,694.4822,675.4553,642.1582,632.6447,627.888,623.1313,547.0236,494.6996,489.9429,485.1862,480.4295,480.4295
False,1.0,Новосибирская область,0,False,20000.0,318000.0,92314.2158,35352.5415,22170.9704,11604.1044,9875.3737,9291.9272,9032.6176,8881.3536,8708.4806,8470.7801,7800.897,6720.4403,6655.6129,5985.7298,5920.9024,5575.1563,5078.1462,4559.527,4451.4814,4278.6083,3824.8165,3738.38,3306.1973,3176.5425,3154.9334,3068.4969,2917.2329,2874.0147,2852.4055,2830.7964,2485.0503,2247.3498,2225.7407,2204.1316,2182.5224,2182.5224
False,1.0,Челябинская область,0,False,20000.0,120000.0,34835.5531,13340.5817,8366.4039,4378.9073,3726.5561,3506.3876,3408.5349,3351.4542,3286.2191,3196.5208,2943.7347,2536.0152,2511.5521,2258.766,2234.3028,2103.8326,1916.2816,1720.5762,1679.8043,1614.5692,1443.327,1410.7094,1247.6216,1198.6953,1190.5409,1157.9233,1100.8426,1084.5338,1076.3795,1068.2251,937.7548,848.0565,839.9021,831.7478,823.5934,823.5934
False,1.0,Тюменская область,1,False,18700.0,150000.0,43544.4414,16675.7271,10458.0049,5473.6341,4658.1952,4382.9845,4260.6687,4189.3177,4107.7739,3995.651,3679.6684,3170.019,3139.4401,2823.4575,2792.8785,2629.7907,2395.352,2150.7203,2099.7554,2018.2115,1804.1587,1763.3868,1559.527,1498.3691,1488.1761,1447.4042,1376.0533,1355.6673,1345.4743,1335.2813,1172.1935,1060.0707,1049.8777,1039.6847,1029.4917,1029.4917
False,1.0,Республика Хакасия,1,False,24908.0,130000.0,37738.5159,14452.2968,9063.6042,4743.8163,4037.1025,3798.5866,3692.5795,3630.742,3560.0707,3462.8975,3189.0459,2747.3498,2720.8481,2446.9965,2420.4947,2279.1519,2075.9717,1863.9576,1819.788,1749.1166,1563.6042,1528.2686,1351.5901,1298.5866,1289.7527,1254.417,1192.5795,1174.9117,1166.0777,1157.2438,1015.9011,918.7279,909.894,901.0601,892.2261,892.2261
False,1.0,Город федерального значения Москва,0,False,30000.0,160000.0,46447.4042,17787.4422,11155.2052,5838.5431,4968.7415,4675.1835,4544.7132,4468.6056,4381.6254,4262.0277,3924.9796,3381.3536,3348.7361,3011.688,2979.0704,2805.1101,2555.0421,2294.1017,2239.7391,2152.7589,1924.436,1880.9459,1663.4955,1598.2604,1587.3879,1543.8978,1467.7902,1446.0451,1435.1726,1424.3001,1250.3398,1130.742,1119.8695,1108.997,1098.1245,1098.1245
False,1.0,Томская область,1,False,23500.0,130000.0,37738.5159,14452.2968,9063.6042,4743.8163,4037.1025,3798.5866,3692.5795,3630.742,3560.0707,3462.8975,3189.0459,2747.3498,2720.8481,2446.9965,2420.4947,2279.1519,2075.9717,1863.9576,1819.788,1749.1166,1563.6042,1528.2686,1351.5901,1298.5866,1289.7527,1254.417,1192.5795,1174.9117,1166.0777,1157.2438,1015.9011,918.7279,909.894,901.0601,892.2261,892.2261
False,1.0,Ивановская область,1,False,150000.0,150000.0,43544.4414,16675.7271,10458.0049,5473.6341,4658.1952,4382.9845,4260.6687,4189.3177,4107.7739,3995.651,3679.6684,3170.019,3139.4401,2823.4575,2792.8785,2629.7907,2395.352,2150.7203,2099.7554,2018.2115,1804.1587,1763.3868,1559.527,1498.3691,1488.1761,1447.4042,1376.0533,1355.6673,1345.4743,1335.2813,1172.1935,1060.0707,1049.8777,1039.6847,1029.4917,1029.4917
False,1.0,Новгородская область,1,False,50000.0,50000.0,14514.8138,5558.5757,3486.0016,1824.5447,1552.7317,1460.9948,1420.2229,1396.4392,1369.258,1331.8837,1226.5561,1056.673,1046.48,941.1525,930.9595,876.5969,798.4507,716.9068,699.9185,672.7372,601.3862,587.7956,519.8423,499.4564,496.0587,482.4681,458.6844,451.8891,448.4914,445.0938,390.7312,353.3569,349.9592,346.5616,343.1639,343.1639
False,1.0,Мурманская область,1,False,30000.0,30000.0,8708.8883,3335.1454,2091.601,1094.7268,931.639,876.5969,852.1337,837.8635,821.5548,799.1302,735.9337,634.0038,627.888,564.6915,558.5757,525.9581,479.0704,430.1441,419.9511,403.6423,360.8317,352.6774,311.9054,299.6738,297.6352,289.4808,275.2107,271.1335,269.0949,267.0563,234.4387,212.0141,209.9755,207.9369,205.8983,205.8983
False,1.0,Самарская область,0,False,20000.0,93500.0,27142.7018,10394.5366,6518.823,3411.8986,2903.6083,2732.0603,2655.8168,2611.3414,2560.5124,2490.6225,2293.66,1975.9785,1956.9176,1759.9552,1740.8943,1639.2362,1493.1027,1340.6157,1308.8475,1258.0185,1124.5923,1099.1778,972.1052,933.9834,927.6298,902.2153,857.7399,845.0326,838.679,832.3254,730.6673,660.7774,654.4238,648.0701,641.7165,641.7165
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,24908.0,135000.0,39189.9973,15008.1544,9412.2044,4926.2707,4192.3756,3944.6861,3834.6018,3770.386,3696.9965,3596.0859,3311.7015,2853.0171,2825.4961,2541.1117,2513.5906,2366.8116,2155.8168,1935.6483,1889.7798,1816.3903,1623.7429,1587.0481,1403.5743,1348.5322,1339.3585,1302.6638,1238.4479,1220.1006,1210.9269,1201.7532,1054.9742,954.0636,944.8899,935.7162,926.5425,926.5425
False,1.0,Сахалинская область,1,False,23500.0,130000.0,37738.5159,14452.2968,9063.6042,4743.8163,4037.1025,3798.5866,3692.5795,3630.742,3560.0707,3462.8975,3189.0459,2747.3498,2720.8481,2446.9965,2420.4947,2279.1519,2075.9717,1863.9576,1819.788,1749.1166,1563.6042,1528.2686,1351.5901,1298.5866,1289.7527,1254.417,1192.5795,1174.9117,1166.0777,1157.2438,1015.9011,918.7279,909.894,901.0601,892.2261,892.2261
False,1.0,Приморский край,1,False,20000.0,150000.0,43544.4414,16675.7271,10458.0049,5473.6341,4658.1952,4382.9845,4260.6687,4189.3177,4107.7739,3995.651,3679.6684,3170.019,3139.4401,2823.4575,2792.8785,2629.7907,2395.352,2150.7203,2099.7554,2018.2115,1804.1587,1763.3868,1559.527,1498.3691,1488.1761,1447.4042,1376.0533,1355.6673,1345.4743,1335.2813,1172.1935,1060.0707,1049.8777,1039.6847,1029.4917,1029.4917
False,1.0,Оренбургская область,2,False,20000.0,150000.0,43544.4414,16675.7271,10458.0049,5473.6341,4658.1952,4382.9845,4260.6687,4189.3177,4107.7739,3995.651,3679.6684,3170.019,3139.4401,2823.4575,2792.8785,2629.7907,2395.352,2150.7203,2099.7554,2018.2115,1804.1587,1763.3868,1559.527,1498.3691,1488.1761,1447.4042,1376.0533,1355.6673,1345.4743,1335.2813,1172.1935,1060.0707,1049.8777,1039.6847,1029.4917,1029.4917
False,1.0,Город федерального значения Санкт-Петербург,0,False,20000.0,93500.0,27142.7018,10394.5366,6518.823,3411.8986,2903.6083,2732.0603,2655.8168,2611.3414,2560.5124,2490.6225,2293.66,1975.9785,1956.9176,1759.9552,1740.8943,1639.2362,1493.1027,1340.6157,1308.8475,1258.0185,1124.5923,1099.1778,972.1052,933.9834,927.6298,902.2153,857.7399,845.0326,838.679,832.3254,730.6673,660.7774,654.4238,648.0701,641.7165,641.7165
False,1.0,Астраханская область,1,False,20000.0,120000.0,34835.5531,13340.5817,8366.4039,4378.9073,3726.5561,3506.3876,3408.5349,3351.4542,3286.2191,3196.5208,2943.7347,2536.0152,2511.5521,2258.766,2234.3028,2103.8326,1916.2816,1720.5762,1679.8043,1614.5692,1443.327,1410.7094,1247.6216,1198.6953,1190.5409,1157.9233,1100.8426,1084.5338,1076.3795,1068.2251,937.7548,848.0565,839.9021,831.7478,823.5934,823.5934
False,1.0,Калининградская область,1,False,30000.0,80000.0,23223.7021,8893.7211,5577.6026,2919.2715,2484.3708,2337.5917,2272.3566,2234.3028,2190.8127,2131.0139,1962.4898,1690.6768,1674.368,1505.844,1489.5352,1402.555,1277.5211,1147.0508,1119.8695,1076.3795,962.218,940.473,831.7478,799.1302,793.6939,771.9489,733.8951,723.0226,717.5863,712.15,625.1699,565.371,559.9348,554.4985,549.0622,549.0622
False,1.0,Республика Алтай,1,False,35000.0,130000.0,37738.5159,14452.2968,9063.6042,4743.8163,4037.1025,3798.5866,3692.5795,3630.742,3560.0707,3462.8975,3189.0459,2747.3498,2720.8481,2446.9965,2420.4947,2279.1519,2075.9717,1863.9576,1819.788,1749.1166,1563.6042,1528.2686,1351.5901,1298.5866,1289.7527,1254.417,1192.5795,1174.9117,1166.0777,1157.2438,1015.9011,918.7279,909.894,901.0601,892.2261,892.2261
False,1.0,Республика Северная Осетия,1,False,24908.0,30000.0,8708.8883,3335.1454,2091.601,1094.7268,931.639,876.5969,852.1337,837.8635,821.5548,799.1302,735.9337,634.0038,627.888,564.6915,558.5757,525.9581,479.0704,430.1441,419.9511,403.6423,360.8317,352.6774,311.9054,299.6738,297.6352,289.4808,275.2107,271.1335,269.0949,267.0563,234.4387,212.0141,209.9755,207.9369,205.8983,205.8983
False,1.0,Красноярский край,1,False,31250.0,140000.0,40641.4787,15564.012,9760.8046,5108.7252,4347.6488,4090.7855,3976.6241,3910.0299,3833.9223,3729.2743,3434.3572,2958.6844,2930.1441,2635.227,2606.6866,2454.4713,2235.6619,2007.339,1959.7717,1883.664,1683.8815,1645.8277,1455.5586,1398.4778,1388.9644,1350.9106,1284.3164,1265.2895,1255.776,1246.2626,1094.0473,989.3993,979.8858,970.3724,960.8589,960.8589
False,1.0,Республика Бурятия,1,False,31250.0,150000.0,43544.4414,16675.7271,10458.0049,5473.6341,4658.1952,4382.9845,4260.6687,4189.3177,4107.7739,3995.651,3679.6684,3170.019,3139.4401,2823.4575,2792.8785,2629.7907,2395.352,2150.7203,2099.7554,2018.2115,1804.1587,1763.3868,1559.527,1498.3691,1488.1761,1447.4042,1376.0533,1355.6673,1345.4743,1335.2813,1172.1935,1060.0707,1049.8777,1039.6847,1029.4917,1029.4917
False,1.0,Хабаровский край,1,False,43000.0,210000.0,60962.218,23346.0179,14641.2068,7663.0878,6521.4732,6136.1783,5964.9361,5865.0448,5750.8834,5593.9114,5151.5357,4438.0266,4395.2161,3952.8404,3910.0299,3681.707,3353.4928,3011.0084,2939.6575,2825.4961,2525.8222,2468.7415,2183.3379,2097.7168,2083.4466,2026.3659,1926.4746,1897.9342,1883.664,1869.3939,1641.0709,1484.0989,1469.8288,1455.5586,1441.2884,1441.2884
False,1.0,Омская область,1,False,32000.0,140000.0,40641.4787,15564.012,9760.8046,5108.7252,4347.6488,4090.7855,3976.6241,3910.0299,3833.9223,3729.2743,3434.3572,2958.6844,2930.1441,2635.227,2606.6866,2454.4713,2235.6619,2007.339,1959.7717,1883.664,1683.8815,1645.8277,1455.5586,1398.4778,1388.9644,1350.9106,1284.3164,1265.2895,1255.776,1246.2626,1094.0473,989.3993,979.8858,970.3724,960.8589,960.8589
False,1.0,Камчатский край,1,False,47300.0,100000.0,29029.6276,11117.1514,6972.0033,3649.0894,3105.4634,2921.9897,2840.4458,2792.8785,2738.5159,2663.7673,2453.1123,2113.346,2092.96,1882.305,1861.919,1753.1938,1596.9013,1433.8135,1399.8369,1345.4743,1202.7725,1175.5912,1039.6847,998.9127,992.1174,964.9361,917.3689,903.7782,896.9829,890.1876,781.4624,706.7138,699.9185,693.1231,686.3278,686.3278
False,1.0,Забайкальский край,1,False,30000.0,150000.0,43544.4414,16675.7271,10458.0049,5473.6341,4658.1952,4382.9845,4260.6687,4189.3177,4107.7739,3995.651,3679.6684,3170.019,3139.4401,2823.4575,2792.8785,2629.7907,2395.352,2150.7203,2099.7554,2018.2115,1804.1587,1763.3868,1559.527,1498.3691,1488.1761,1447.4042,1376.0533,1355.6673,1345.4743,1335.2813,1172.1935,1060.0707,1049.8777,1039.6847,1029.4917,1029.4917
False,1.0,Ямало-Ненецкий автономный округ,1,False,31250.0,140000.0,40641.4787,15564.012,9760.8046,5108.7252,4347.6488,4090.7855,3976.6241,3910.0299,3833.9223,3729.2743,3434.3572,2958.6844,2930.1441,2635.227,2606.6866,2454.4713,2235.6619,2007.339,1959.7717,1883.664,1683.8815,1645.8277,1455.5586,1398.4778,1388.9644,1350.9106,1284.3164,1265.2895,1255.776,1246.2626,1094.0473,989.3993,979.8858,970.3724,960.8589,960.8589
False,1.0,Республика Саха (Якутия),1,False,47300.0,150000.0,43544.4414,16675.7271,10458.0049,5473.6341,4658.1952,4382.9845,4260.6687,4189.3177,4107.7739,3995.651,3679.6684,3170.019,3139.4401,2823.4575,2792.8785,2629.7907,2395.352,2150.7203,2099.7554,2018.2115,1804.1587,1763.3868,1559.527,1498.3691,1488.1761,1447.4042,1376.0533,1355.6673,1345.4743,1335.2813,1172.1935,1060.0707,1049.8777,1039.6847,1029.4917,1029.4917
False,1.0,Пермский край,1,False,30000.0,110000.0,31932.5904,12228.8665,7669.2036,4013.9984,3416.0098,3214.1886,3124.4904,3072.1663,3012.3675,2930.1441,2698.4235,2324.6806,2302.256,2070.5355,2048.1109,1928.5132,1756.5915,1577.1949,1539.8206,1480.0217,1323.0497,1293.1503,1143.6532,1098.804,1091.3292,1061.4297,1009.1057,994.156,986.6812,979.2063,859.6086,777.3852,769.9103,762.4354,754.9606,754.9606
False,1.0,Республика Тыва,1,False,70000.0,150000.0,43544.4414,16675.7271,10458.0049,5473.6341,4658.1952,4382.9845,4260.6687,4189.3177,4107.7739,3995.651,3679.6684,3170.019,3139.4401,2823.4575,2792.8785,2629.7907,2395.352,2150.7203,2099.7554,2018.2115,1804.1587,1763.3868,1559.527,1498.3691,1488.1761,1447.4042,1376.0533,1355.6673,1345.4743,1335.2813,1172.1935,1060.0707,1049.8777,1039.6847,1029.4917,1029.4917
False,1.0,Республика Дагестан,1,False,70000.0,70000.0,20320.7393,7782.006,4880.4023,2554.3626,2173.8244,2045.3928,1988.312,1955.0149,1916.9611,1864.6371,1717.1786,1479.3422,1465.072,1317.6135,1303.3433,1227.2357,1117.8309,1003.6695,979.8858,941.832,841.9407,822.9138,727.7793,699.2389,694.4822,675.4553,642.1582,632.6447,627.888,623.1313,547.0236,494.6996,489.9429,485.1862,480.4295,480.4295
False,1.0,Амурская область,1,False,31250.0,140000.0,40641.4787,15564.012,9760.8046,5108.7252,4347.6488,4090.7855,3976.6241,3910.0299,3833.9223,3729.2743,3434.3572,2958.6844,2930.1441,2635.227,2606.6866,2454.4713,2235.6619,2007.339,1959.7717,1883.664,1683.8815,1645.8277,1455.5586,1398.4778,1388.9644,1350.9106,1284.3164,1265.2895,1255.776,1246.2626,1094.0473,989.3993,979.8858,970.3724,960.8589,960.8589
False,1.0,Магаданская область,1,False,67300.0,140000.0,40641.4787,15564.012,9760.8046,5108.7252,4347.6488,4090.7855,3976.6241,3910.0299,3833.9223,3729.2743,3434.3572,2958.6844,2930.1441,2635.227,2606.6866,2454.4713,2235.6619,2007.339,1959.7717,1883.664,1683.8815,1645.8277,1455.5586,1398.4778,1388.9644,1350.9106,1284.3164,1265.2895,1255.776,1246.2626,1094.0473,989.3993,979.8858,970.3724,960.8589,960.8589
False,1.0,Город федерального значения Севастополь,1,False,67300.0,67300.0,19536.9394,7481.8429,4692.1582,2455.8372,2089.9769,1966.499,1911.62,1879.6072,1843.0212,1792.7154,1650.9446,1422.2819,1408.5621,1266.7912,1253.0715,1179.8994,1074.7146,964.9565,942.0902,905.5042,809.4659,791.1729,699.7078,672.2683,667.695,649.402,617.3892,608.2427,603.6695,599.0962,525.9242,475.6184,471.0451,466.4719,461.8986,461.8986
False,1.0,Еврейская автономная область,1,False,31250.0,140000.0,40641.4787,15564.012,9760.8046,5108.7252,4347.6488,4090.7855,3976.6241,3910.0299,3833.9223,3729.2743,3434.3572,2958.6844,2930.1441,2635.227,2606.6866,2454.4713,2235.6619,2007.339,1959.7717,1883.664,1683.8815,1645.8277,1455.5586,1398.4778,1388.9644,1350.9106,1284.3164,1265.2895,1255.776,1246.2626,1094.0473,989.3993,979.8858,970.3724,960.8589,960.8589
False,1.0,Донецкая область,1,False,110000.0,110000.0,31932.5904,12228.8665,7669.2036,4013.9984,3416.0098,3214.1886,3124.4904,3072.1663,3012.3675,2930.1441,2698.4235,2324.6806,2302.256,2070.5355,2048.1109,1928.5132,1756.5915,1577.1949,1539.8206,1480.0217,1323.0497,1293.1503,1143.6532,1098.804,1091.3292,1061.4297,1009.1057,994.156,986.6812,979.2063,859.6086,777.3852,769.9103,762.4354,754.9606,754.9606
False,1.0,Луганская область,1,False,110000.0,110000.0,31932.5904,12228.8665,7669.2036,4013.9984,3416.0098,3214.1886,3124.4904,3072.1663,3012.3675,2930.1441,2698.4235,2324.6806,2302.256,2070.5355,2048.1109,1928.5132,1756.5915,1577.1949,1539.8206,1480.0217,1323.0497,1293.1503,1143.6532,1098.804,1091.3292,1061.4297,1009.1057,994.156,986.6812,979.2063,859.6086,777.3852,769.9103,762.4354,754.9606,754.9606
