is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Английский язык (ЯС) (1918_32),Таможенное оформление (признаки требований) (7516_36),Внимательность (СК) (536_4),Работа с документами (Логистика) (3969_37),Организация перевозок (Логистика) (3802_37),"Личные установки и ценности, мировоззрение (2043_4)","Ответственность , добросовестность (СК) (614_4)",Коммуникабельность (СК) (617_4),Стрессоустойчивость (СК) (601_4),Пунктуальность (СК) (612_4),"Организаторские способности, лидерство (СК) (393_4)","Саморазвитие, обучаемость (СК) (604_4)",Целеустремленность (СК) (588_4),Ведение переговоров (Логистика) (3689_37),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Поиск перевозчиков (3487_37),Знание пакета MS OFFICE (Логистика) (4199_37),Заключение договоров (3483_37),Грамотность (СК) (1368_4),Знания.Программы.Офисное ПО/ПК и оргтехника.Логистика (4064_37),Выполнение поручений руководителя (ОПТ) (3036_36),Действия.Контроль транспорта.Логистика (4822_37)
False,0.0,Новосибирская область,0,True,23000.0,23000.0,2819.9558,1879.9705,1786.8189,1642.8571,1414.2121,1287.187,1244.8454,1126.2887,1092.4153,1041.6053,829.8969,804.4919,796.0236,787.5552,677.4669,618.1885,584.3152,584.3152,525.0368,516.5685,508.1001,431.8851
False,0.0,Республика Мордовия,1,False,17250.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,0.0,Ярославская область,1,False,17250.0,80000.0,9808.542,6539.028,6215.0221,5714.2857,4918.9985,4477.1723,4329.8969,3917.5258,3799.7054,3622.975,2886.5979,2798.2327,2768.7776,2739.3225,2356.4065,2150.2209,2032.4006,2032.4006,1826.215,1796.7599,1767.3049,1502.2091
False,0.0,Ярославская область,1,True,20000.0,20000.0,2452.1355,1634.757,1553.7555,1428.5714,1229.7496,1119.2931,1082.4742,979.3814,949.9264,905.7437,721.6495,699.5582,692.1944,684.8306,589.1016,537.5552,508.1001,508.1001,456.5538,449.19,441.8262,375.5523
False,0.0,Архангельская область,1,False,17250.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,0.0,Карачаево-Черкесская Республика,1,False,25000.0,30000.0,3678.2032,2452.1355,2330.6333,2142.8571,1844.6244,1678.9396,1623.7113,1469.0722,1424.8895,1358.6156,1082.4742,1049.3373,1038.2916,1027.2459,883.6524,806.3328,762.1502,762.1502,684.8306,673.785,662.7393,563.3284
False,0.0,Республика Хакасия,1,False,17250.0,35000.0,4291.2371,2860.8247,2719.0722,2500.0,2152.0619,1958.7629,1894.3299,1713.9175,1662.3711,1585.0515,1262.8866,1224.2268,1211.3402,1198.4536,1030.9278,940.7216,889.1753,889.1753,798.9691,786.0825,773.1959,657.2165
False,0.0,Республика Крым,1,False,25000.0,40000.0,4904.271,3269.514,3107.511,2857.1429,2459.4993,2238.5862,2164.9485,1958.7629,1899.8527,1811.4875,1443.299,1399.1163,1384.3888,1369.6613,1178.2032,1075.1105,1016.2003,1016.2003,913.1075,898.38,883.6524,751.1046
False,0.0,Республика Калмыкия,1,False,35000.0,35000.0,4291.2371,2860.8247,2719.0722,2500.0,2152.0619,1958.7629,1894.3299,1713.9175,1662.3711,1585.0515,1262.8866,1224.2268,1211.3402,1198.4536,1030.9278,940.7216,889.1753,889.1753,798.9691,786.0825,773.1959,657.2165
False,0.0,Донецкая область,1,False,25000.0,35000.0,4291.2371,2860.8247,2719.0722,2500.0,2152.0619,1958.7629,1894.3299,1713.9175,1662.3711,1585.0515,1262.8866,1224.2268,1211.3402,1198.4536,1030.9278,940.7216,889.1753,889.1753,798.9691,786.0825,773.1959,657.2165
False,0.0,Запорожская область,1,False,25000.0,35000.0,4291.2371,2860.8247,2719.0722,2500.0,2152.0619,1958.7629,1894.3299,1713.9175,1662.3711,1585.0515,1262.8866,1224.2268,1211.3402,1198.4536,1030.9278,940.7216,889.1753,889.1753,798.9691,786.0825,773.1959,657.2165
False,0.0,Московская область,2,False,20000.0,100000.0,12260.6775,8173.785,7768.7776,7142.8571,6148.7482,5596.4654,5412.3711,4896.9072,4749.6318,4528.7187,3608.2474,3497.7909,3460.972,3424.1532,2945.5081,2687.7761,2540.5007,2540.5007,2282.7688,2245.9499,2209.1311,1877.7614
False,0.0,Московская область,2,True,30000.0,40000.0,4904.271,3269.514,3107.511,2857.1429,2459.4993,2238.5862,2164.9485,1958.7629,1899.8527,1811.4875,1443.299,1399.1163,1384.3888,1369.6613,1178.2032,1075.1105,1016.2003,1016.2003,913.1075,898.38,883.6524,751.1046
False,0.0,Город федерального значения Санкт-Петербург,0,False,20000.0,100000.0,12260.6775,8173.785,7768.7776,7142.8571,6148.7482,5596.4654,5412.3711,4896.9072,4749.6318,4528.7187,3608.2474,3497.7909,3460.972,3424.1532,2945.5081,2687.7761,2540.5007,2540.5007,2282.7688,2245.9499,2209.1311,1877.7614
False,0.0,Город федерального значения Санкт-Петербург,0,True,15000.0,56200.0,6890.5007,4593.6672,4366.053,4014.2857,3455.5965,3145.2135,3041.7526,2752.0619,2669.2931,2545.1399,2027.8351,1965.7585,1945.0663,1924.3741,1655.3756,1510.5302,1427.7614,1427.7614,1282.9161,1262.2239,1241.5317,1055.3019
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,25000.0,54000.0,6620.7658,4413.8439,4195.1399,3857.1429,3320.324,3022.0913,2922.6804,2644.3299,2564.8012,2445.5081,1948.4536,1888.8071,1868.9249,1849.0427,1590.5744,1451.3991,1371.8704,1371.8704,1232.6951,1212.813,1192.9308,1013.9912
False,0.0,Республика Саха (Якутия),1,False,20000.0,70000.0,8582.4742,5721.6495,5438.1443,5000.0,4304.1237,3917.5258,3788.6598,3427.8351,3324.7423,3170.1031,2525.7732,2448.4536,2422.6804,2396.9072,2061.8557,1881.4433,1778.3505,1778.3505,1597.9381,1572.1649,1546.3918,1314.433
False,0.0,Камчатский край,1,False,20000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,0.0,Сахалинская область,1,False,25000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,0.0,Мурманская область,1,False,27000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,0.0,Город федерального значения Москва,0,False,1.0,150000.0,18391.0162,12260.6775,11653.1664,10714.2857,9223.1222,8394.6981,8118.5567,7345.3608,7124.4477,6793.0781,5412.3711,5246.6863,5191.458,5136.2297,4418.2622,4031.6642,3810.7511,3810.7511,3424.1532,3368.9249,3313.6966,2816.6421
False,0.0,Город федерального значения Москва,0,True,23250.0,45000.0,5517.3049,3678.2032,3495.9499,3214.2857,2766.9367,2518.4094,2435.567,2203.6082,2137.3343,2037.9234,1623.7113,1574.0059,1557.4374,1540.8689,1325.4786,1209.4993,1143.2253,1143.2253,1027.2459,1010.6775,994.109,844.9926
False,0.0,Приморский край,1,False,23250.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,0.0,Ямало-Ненецкий автономный округ,1,False,15000.0,45000.0,5517.3049,3678.2032,3495.9499,3214.2857,2766.9367,2518.4094,2435.567,2203.6082,2137.3343,2037.9234,1623.7113,1574.0059,1557.4374,1540.8689,1325.4786,1209.4993,1143.2253,1143.2253,1027.2459,1010.6775,994.109,844.9926
False,0.0,Ямало-Ненецкий автономный округ,1,True,15000.0,15000.0,1839.1016,1226.0677,1165.3166,1071.4286,922.3122,839.4698,811.8557,734.5361,712.4448,679.3078,541.2371,524.6686,519.1458,513.623,441.8262,403.1664,381.0751,381.0751,342.4153,336.8925,331.3697,281.6642
False,0.0,Чукотский автономный округ,1,False,70000.0,70000.0,8582.4742,5721.6495,5438.1443,5000.0,4304.1237,3917.5258,3788.6598,3427.8351,3324.7423,3170.1031,2525.7732,2448.4536,2422.6804,2396.9072,2061.8557,1881.4433,1778.3505,1778.3505,1597.9381,1572.1649,1546.3918,1314.433
False,0.0,Магаданская область,1,False,30000.0,30000.0,3678.2032,2452.1355,2330.6333,2142.8571,1844.6244,1678.9396,1623.7113,1469.0722,1424.8895,1358.6156,1082.4742,1049.3373,1038.2916,1027.2459,883.6524,806.3328,762.1502,762.1502,684.8306,673.785,662.7393,563.3284
False,2.0,Кабардино-Балкарская Республика,1,False,22000.0,22000.0,2697.349,1798.2327,1709.1311,1571.4286,1352.7246,1231.2224,1190.7216,1077.3196,1044.919,996.3181,793.8144,769.514,761.4138,753.3137,648.0118,591.3108,558.9102,558.9102,502.2091,494.109,486.0088,413.1075
False,2.0,Луганская область,1,True,12565.0,12565.0,1540.5541,1027.0361,976.1469,897.5,772.5902,703.1959,680.0644,615.2964,596.7912,569.0335,453.3763,439.4974,434.8711,430.2448,370.1031,337.7191,319.2139,319.2139,286.8299,282.2036,277.5773,235.9407
False,2.0,Самарская область,0,False,20000.0,80000.0,9808.542,6539.028,6215.0221,5714.2857,4918.9985,4477.1723,4329.8969,3917.5258,3799.7054,3622.975,2886.5979,2798.2327,2768.7776,2739.3225,2356.4065,2150.2209,2032.4006,2032.4006,1826.215,1796.7599,1767.3049,1502.2091
False,2.0,Самарская область,0,True,25000.0,35600.0,4364.8012,2909.8675,2765.6848,2542.8571,2188.9543,1992.3417,1926.8041,1743.299,1690.8689,1612.2239,1284.5361,1245.2135,1232.106,1218.9985,1048.6009,956.8483,904.4183,904.4183,812.6657,799.5582,786.4507,668.4831
False,2.0,Челябинская область,0,False,20000.0,80000.0,9808.542,6539.028,6215.0221,5714.2857,4918.9985,4477.1723,4329.8969,3917.5258,3799.7054,3622.975,2886.5979,2798.2327,2768.7776,2739.3225,2356.4065,2150.2209,2032.4006,2032.4006,1826.215,1796.7599,1767.3049,1502.2091
False,2.0,Челябинская область,0,True,34500.0,34500.0,4229.9337,2819.9558,2680.2283,2464.2857,2121.3181,1930.7806,1867.268,1689.433,1638.623,1562.408,1244.8454,1206.7378,1194.0353,1181.3328,1016.2003,927.2828,876.4728,876.4728,787.5552,774.8527,762.1502,647.8277
False,2.0,Пермский край,1,False,18000.0,55000.0,6743.3726,4495.5817,4272.8277,3928.5714,3381.8115,3078.056,2976.8041,2693.299,2612.2975,2490.7953,1984.5361,1923.785,1903.5346,1883.2842,1620.0295,1478.2769,1397.2754,1397.2754,1255.5228,1235.2725,1215.0221,1032.7688
False,2.0,Курская область,2,False,30000.0,70000.0,8582.4742,5721.6495,5438.1443,5000.0,4304.1237,3917.5258,3788.6598,3427.8351,3324.7423,3170.1031,2525.7732,2448.4536,2422.6804,2396.9072,2061.8557,1881.4433,1778.3505,1778.3505,1597.9381,1572.1649,1546.3918,1314.433
False,2.0,Алтайский край,2,False,25000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,2.0,Саратовская область,2,False,25000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,2.0,Оренбургская область,2,False,25000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,2.0,Кировская область,1,False,30000.0,46750.0,5731.8667,3821.2445,3631.9035,3339.2857,2874.5398,2616.3476,2530.2835,2289.3041,2220.4529,2117.176,1686.8557,1635.2172,1618.0044,1600.7916,1377.025,1256.5353,1187.6841,1187.6841,1067.1944,1049.9816,1032.7688,877.8535
False,2.0,Ивановская область,1,False,25000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,2.0,Костромская область,1,False,30000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,2.0,Брянская область,1,False,25000.0,65000.0,7969.4404,5312.9602,5049.7054,4642.8571,3996.6863,3637.7025,3518.0412,3182.9897,3087.2607,2943.6672,2345.3608,2273.5641,2249.6318,2225.6996,1914.5803,1747.0545,1651.3255,1651.3255,1483.7997,1459.8675,1435.9352,1220.5449
False,2.0,Брянская область,1,True,30000.0,30000.0,3678.2032,2452.1355,2330.6333,2142.8571,1844.6244,1678.9396,1623.7113,1469.0722,1424.8895,1358.6156,1082.4742,1049.3373,1038.2916,1027.2459,883.6524,806.3328,762.1502,762.1502,684.8306,673.785,662.7393,563.3284
False,2.0,Томская область,1,False,25000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,2.0,Белгородская область,2,False,25000.0,100000.0,12260.6775,8173.785,7768.7776,7142.8571,6148.7482,5596.4654,5412.3711,4896.9072,4749.6318,4528.7187,3608.2474,3497.7909,3460.972,3424.1532,2945.5081,2687.7761,2540.5007,2540.5007,2282.7688,2245.9499,2209.1311,1877.7614
False,2.0,Пензенская область,1,False,25000.0,60200.0,7380.9278,4920.6186,4676.8041,4300.0,3701.5464,3369.0722,3258.2474,2947.9381,2859.2784,2726.2887,2172.1649,2105.6701,2083.5052,2061.3402,1773.1959,1618.0412,1529.3814,1529.3814,1374.2268,1352.0619,1329.8969,1130.4124
False,2.0,Республика Марий Эл,1,False,30000.0,46750.0,5731.8667,3821.2445,3631.9035,3339.2857,2874.5398,2616.3476,2530.2835,2289.3041,2220.4529,2117.176,1686.8557,1635.2172,1618.0044,1600.7916,1377.025,1256.5353,1187.6841,1187.6841,1067.1944,1049.9816,1032.7688,877.8535
False,2.0,Кемеровская область,1,False,25000.0,70000.0,8582.4742,5721.6495,5438.1443,5000.0,4304.1237,3917.5258,3788.6598,3427.8351,3324.7423,3170.1031,2525.7732,2448.4536,2422.6804,2396.9072,2061.8557,1881.4433,1778.3505,1778.3505,1597.9381,1572.1649,1546.3918,1314.433
False,2.0,Курганская область,1,False,25000.0,40000.0,4904.271,3269.514,3107.511,2857.1429,2459.4993,2238.5862,2164.9485,1958.7629,1899.8527,1811.4875,1443.299,1399.1163,1384.3888,1369.6613,1178.2032,1075.1105,1016.2003,1016.2003,913.1075,898.38,883.6524,751.1046
False,2.0,Ульяновская область,1,False,18000.0,46750.0,5731.8667,3821.2445,3631.9035,3339.2857,2874.5398,2616.3476,2530.2835,2289.3041,2220.4529,2117.176,1686.8557,1635.2172,1618.0044,1600.7916,1377.025,1256.5353,1187.6841,1187.6841,1067.1944,1049.9816,1032.7688,877.8535
False,2.0,Республика Адыгея,1,False,30000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,2.0,Вологодская область,1,False,25000.0,80000.0,9808.542,6539.028,6215.0221,5714.2857,4918.9985,4477.1723,4329.8969,3917.5258,3799.7054,3622.975,2886.5979,2798.2327,2768.7776,2739.3225,2356.4065,2150.2209,2032.4006,2032.4006,1826.215,1796.7599,1767.3049,1502.2091
False,2.0,Новгородская область,1,False,30000.0,46750.0,5731.8667,3821.2445,3631.9035,3339.2857,2874.5398,2616.3476,2530.2835,2289.3041,2220.4529,2117.176,1686.8557,1635.2172,1618.0044,1600.7916,1377.025,1256.5353,1187.6841,1187.6841,1067.1944,1049.9816,1032.7688,877.8535
False,2.0,Псковская область,1,False,25000.0,40000.0,4904.271,3269.514,3107.511,2857.1429,2459.4993,2238.5862,2164.9485,1958.7629,1899.8527,1811.4875,1443.299,1399.1163,1384.3888,1369.6613,1178.2032,1075.1105,1016.2003,1016.2003,913.1075,898.38,883.6524,751.1046
False,2.0,Республика Карелия,1,False,30000.0,32000.0,3923.4168,2615.6112,2486.0088,2285.7143,1967.5994,1790.8689,1731.9588,1567.0103,1519.8822,1449.19,1154.6392,1119.2931,1107.511,1095.729,942.5626,860.0884,812.9602,812.9602,730.486,718.704,706.9219,600.8837
False,2.0,Чувашская Республика,1,False,20000.0,70000.0,8582.4742,5721.6495,5438.1443,5000.0,4304.1237,3917.5258,3788.6598,3427.8351,3324.7423,3170.1031,2525.7732,2448.4536,2422.6804,2396.9072,2061.8557,1881.4433,1778.3505,1778.3505,1597.9381,1572.1649,1546.3918,1314.433
False,2.0,Орловская область,1,False,25000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,2.0,Республика Бурятия,1,False,25000.0,32000.0,3923.4168,2615.6112,2486.0088,2285.7143,1967.5994,1790.8689,1731.9588,1567.0103,1519.8822,1449.19,1154.6392,1119.2931,1107.511,1095.729,942.5626,860.0884,812.9602,812.9602,730.486,718.704,706.9219,600.8837
False,2.0,Удмуртская Республика,1,False,25000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,2.0,Смоленская область,1,False,25000.0,46750.0,5731.8667,3821.2445,3631.9035,3339.2857,2874.5398,2616.3476,2530.2835,2289.3041,2220.4529,2117.176,1686.8557,1635.2172,1618.0044,1600.7916,1377.025,1256.5353,1187.6841,1187.6841,1067.1944,1049.9816,1032.7688,877.8535
False,2.0,Ставропольский край,2,False,25000.0,85000.0,10421.5758,6947.7172,6603.461,6071.4286,5226.4359,4756.9956,4600.5155,4162.3711,4037.187,3849.4109,3067.0103,2973.1222,2941.8262,2910.5302,2503.6819,2284.6097,2159.4256,2159.4256,1940.3535,1909.0574,1877.7614,1596.0972
False,2.0,Ставропольский край,2,True,35000.0,35000.0,4291.2371,2860.8247,2719.0722,2500.0,2152.0619,1958.7629,1894.3299,1713.9175,1662.3711,1585.0515,1262.8866,1224.2268,1211.3402,1198.4536,1030.9278,940.7216,889.1753,889.1753,798.9691,786.0825,773.1959,657.2165
False,2.0,Астраханская область,1,False,25000.0,40000.0,4904.271,3269.514,3107.511,2857.1429,2459.4993,2238.5862,2164.9485,1958.7629,1899.8527,1811.4875,1443.299,1399.1163,1384.3888,1369.6613,1178.2032,1075.1105,1016.2003,1016.2003,913.1075,898.38,883.6524,751.1046
False,2.0,Город федерального значения Севастополь,1,False,25000.0,34500.0,4229.9337,2819.9558,2680.2283,2464.2857,2121.3181,1930.7806,1867.268,1689.433,1638.623,1562.408,1244.8454,1206.7378,1194.0353,1181.3328,1016.2003,927.2828,876.4728,876.4728,787.5552,774.8527,762.1502,647.8277
False,2.0,Республика Дагестан,1,False,30000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,2.0,Республика Северная Осетия,1,False,25000.0,35000.0,4291.2371,2860.8247,2719.0722,2500.0,2152.0619,1958.7629,1894.3299,1713.9175,1662.3711,1585.0515,1262.8866,1224.2268,1211.3402,1198.4536,1030.9278,940.7216,889.1753,889.1753,798.9691,786.0825,773.1959,657.2165
False,2.0,Волгоградская область,2,False,21000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,2.0,Свердловская область,0,False,28000.0,150000.0,18391.0162,12260.6775,11653.1664,10714.2857,9223.1222,8394.6981,8118.5567,7345.3608,7124.4477,6793.0781,5412.3711,5246.6863,5191.458,5136.2297,4418.2622,4031.6642,3810.7511,3810.7511,3424.1532,3368.9249,3313.6966,2816.6421
False,2.0,Свердловская область,0,True,10000.0,10000.0,1226.0677,817.3785,776.8778,714.2857,614.8748,559.6465,541.2371,489.6907,474.9632,452.8719,360.8247,349.7791,346.0972,342.4153,294.5508,268.7776,254.0501,254.0501,228.2769,224.595,220.9131,187.7761
False,2.0,Нижегородская область,0,False,25000.0,62500.0,7662.9234,5108.6156,4855.486,4464.2857,3842.9676,3497.7909,3382.732,3060.567,2968.5199,2830.4492,2255.1546,2186.1193,2163.1075,2140.0957,1840.9426,1679.8601,1587.813,1587.813,1426.7305,1403.7187,1380.7069,1173.6009
False,2.0,Нижегородская область,0,True,35000.0,35000.0,4291.2371,2860.8247,2719.0722,2500.0,2152.0619,1958.7629,1894.3299,1713.9175,1662.3711,1585.0515,1262.8866,1224.2268,1211.3402,1198.4536,1030.9278,940.7216,889.1753,889.1753,798.9691,786.0825,773.1959,657.2165
False,2.0,Ростовская область,0,False,25000.0,100000.0,12260.6775,8173.785,7768.7776,7142.8571,6148.7482,5596.4654,5412.3711,4896.9072,4749.6318,4528.7187,3608.2474,3497.7909,3460.972,3424.1532,2945.5081,2687.7761,2540.5007,2540.5007,2282.7688,2245.9499,2209.1311,1877.7614
False,2.0,Ростовская область,0,True,35000.0,35000.0,4291.2371,2860.8247,2719.0722,2500.0,2152.0619,1958.7629,1894.3299,1713.9175,1662.3711,1585.0515,1262.8866,1224.2268,1211.3402,1198.4536,1030.9278,940.7216,889.1753,889.1753,798.9691,786.0825,773.1959,657.2165
False,2.0,Иркутская область,1,False,25000.0,80000.0,9808.542,6539.028,6215.0221,5714.2857,4918.9985,4477.1723,4329.8969,3917.5258,3799.7054,3622.975,2886.5979,2798.2327,2768.7776,2739.3225,2356.4065,2150.2209,2032.4006,2032.4006,1826.215,1796.7599,1767.3049,1502.2091
False,2.0,Краснодарский край,0,False,17600.0,100000.0,12260.6775,8173.785,7768.7776,7142.8571,6148.7482,5596.4654,5412.3711,4896.9072,4749.6318,4528.7187,3608.2474,3497.7909,3460.972,3424.1532,2945.5081,2687.7761,2540.5007,2540.5007,2282.7688,2245.9499,2209.1311,1877.7614
False,2.0,Краснодарский край,0,True,30000.0,30000.0,3678.2032,2452.1355,2330.6333,2142.8571,1844.6244,1678.9396,1623.7113,1469.0722,1424.8895,1358.6156,1082.4742,1049.3373,1038.2916,1027.2459,883.6524,806.3328,762.1502,762.1502,684.8306,673.785,662.7393,563.3284
False,2.0,Воронежская область,2,False,25000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,2.0,Республика Коми,1,False,28000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,2.0,Владимирская область,1,False,28000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,2.0,Республика Татарстан,0,False,25000.0,100000.0,12260.6775,8173.785,7768.7776,7142.8571,6148.7482,5596.4654,5412.3711,4896.9072,4749.6318,4528.7187,3608.2474,3497.7909,3460.972,3424.1532,2945.5081,2687.7761,2540.5007,2540.5007,2282.7688,2245.9499,2209.1311,1877.7614
False,2.0,Калининградская область,1,False,28000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,2.0,Республика Башкортостан,0,False,20000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,2.0,Омская область,1,False,20000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,2.0,Ленинградская область,1,False,28000.0,150000.0,18391.0162,12260.6775,11653.1664,10714.2857,9223.1222,8394.6981,8118.5567,7345.3608,7124.4477,6793.0781,5412.3711,5246.6863,5191.458,5136.2297,4418.2622,4031.6642,3810.7511,3810.7511,3424.1532,3368.9249,3313.6966,2816.6421
False,2.0,Амурская область,1,False,30000.0,80000.0,9808.542,6539.028,6215.0221,5714.2857,4918.9985,4477.1723,4329.8969,3917.5258,3799.7054,3622.975,2886.5979,2798.2327,2768.7776,2739.3225,2356.4065,2150.2209,2032.4006,2032.4006,1826.215,1796.7599,1767.3049,1502.2091
False,2.0,Тульская область,1,False,28000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,2.0,Липецкая область,1,False,28000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
