is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Работа на шлифовальных станках определенной группы (3780_35),Аккуратность (СК) (575_4),Внимательность (СК) (536_4),Шлифовальные работы (3779_35),Использование контрольно-измерительных инструментов (3479_35),"Личные установки и ценности, мировоззрение (2043_4)",Шлифовальные работы по металлу (3784_35),Наладка и настройка шлифовальных станков (3806_35),Чтение схем/чертежей (ОПТ) (3032_36),Высокая работоспособность (СК) (586_4),Кропотливость (СК) (623_4),Доводочные операции (3452_35),"Подбор, установка и правка шлифовальных кругов (3793_35)",Установка деталей различными способами (3545_35),Механическая обработка металлов (3498_35),Обработка деталей и заготовок (3894_35)
False,1.0,Кемеровская область,1,False,20000.0,70000.0,18065.2242,8933.8351,8560.6773,7529.006,4071.8093,3742.5525,2886.4848,2381.6243,2370.6491,2096.2684,1810.9125,1799.9373,1525.5566,1492.6309,954.8448,647.5384,570.7118,559.7366
False,1.0,Ленинградская область,1,False,30000.0,70000.0,18065.2242,8933.8351,8560.6773,7529.006,4071.8093,3742.5525,2886.4848,2381.6243,2370.6491,2096.2684,1810.9125,1799.9373,1525.5566,1492.6309,954.8448,647.5384,570.7118,559.7366
False,1.0,Красноярский край,1,False,20000.0,70000.0,18065.2242,8933.8351,8560.6773,7529.006,4071.8093,3742.5525,2886.4848,2381.6243,2370.6491,2096.2684,1810.9125,1799.9373,1525.5566,1492.6309,954.8448,647.5384,570.7118,559.7366
False,1.0,Приморский край,1,False,25000.0,44000.0,11355.2838,5615.5535,5380.9972,4732.518,2559.423,2352.4616,1814.3619,1497.021,1490.1223,1317.6544,1138.2879,1131.3892,958.9213,938.2251,600.1881,407.0241,358.7331,351.8344
False,1.0,Республика Саха (Якутия),1,False,40000.0,50000.0,12903.7316,6381.3108,6114.7695,5377.8614,2908.4352,2673.2518,2061.7749,1701.1602,1693.3208,1497.3346,1293.5089,1285.6695,1089.6833,1066.1649,682.032,462.5274,407.6513,399.8119
False,1.0,Магаданская область,1,False,50000.0,50000.0,12903.7316,6381.3108,6114.7695,5377.8614,2908.4352,2673.2518,2061.7749,1701.1602,1693.3208,1497.3346,1293.5089,1285.6695,1089.6833,1066.1649,682.032,462.5274,407.6513,399.8119
False,1.0,Ставропольский край,2,False,20000.0,106000.0,27355.9109,13528.3788,12963.3114,11401.0662,6165.8827,5667.2938,4370.9627,3606.4597,3589.8401,3174.3493,2742.2389,2725.6193,2310.1286,2260.2697,1445.9078,980.5582,864.2208,847.6011
False,1.0,Ульяновская область,1,False,20000.0,146000.0,37678.8962,18633.4274,17855.127,15703.3553,8492.6309,7805.8953,6020.3826,4967.3879,4944.4967,4372.217,3777.0461,3754.1549,3181.8752,3113.2016,1991.5334,1350.5801,1190.3418,1167.4506
False,1.0,Хабаровский край,1,False,20000.0,44000.0,11355.2838,5615.5535,5380.9972,4732.518,2559.423,2352.4616,1814.3619,1497.021,1490.1223,1317.6544,1138.2879,1131.3892,958.9213,938.2251,600.1881,407.0241,358.7331,351.8344
False,1.0,Республика Хакасия,1,False,25000.0,30000.0,7742.2389,3828.7865,3668.8617,3226.7168,1745.0611,1603.9511,1237.0649,1020.6961,1015.9925,898.4008,776.1054,771.4017,653.81,639.699,409.2192,277.5165,244.5908,239.8871
False,1.0,Карачаево-Черкесская Республика,1,False,20000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,1.0,Калининградская область,1,False,20000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,1.0,Республика Дагестан,1,False,20000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,1.0,Республика Адыгея,1,False,20000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,1.0,Республика Башкортостан,0,False,20000.0,110000.0,28388.2095,14038.8837,13452.4929,11831.2951,6398.5575,5881.154,4535.9047,3742.5525,3725.3057,3294.1361,2845.7197,2828.4729,2397.3032,2345.5629,1500.4704,1017.5604,896.8329,879.5861
False,1.0,Пермский край,1,False,17250.0,75000.0,19355.5974,9571.9661,9172.1543,8066.7921,4362.6529,4009.8777,3092.6623,2551.7404,2539.9812,2246.0019,1940.2634,1928.5042,1634.5249,1599.2474,1023.048,693.7912,611.477,599.7178
False,1.0,Пермский край,1,True,50000.0,50000.0,12903.7316,6381.3108,6114.7695,5377.8614,2908.4352,2673.2518,2061.7749,1701.1602,1693.3208,1497.3346,1293.5089,1285.6695,1089.6833,1066.1649,682.032,462.5274,407.6513,399.8119
False,1.0,Город федерального значения Москва,0,False,20000.0,150000.0,38711.1947,19143.9323,18344.3086,16133.5842,8725.3057,8019.7554,6185.3246,5103.4807,5079.9624,4492.0038,3880.5268,3857.0085,3269.0499,3198.4948,2046.096,1387.5823,1222.9539,1199.4356
False,1.0,Город федерального значения Москва,0,True,50000.0,50000.0,12903.7316,6381.3108,6114.7695,5377.8614,2908.4352,2673.2518,2061.7749,1701.1602,1693.3208,1497.3346,1293.5089,1285.6695,1089.6833,1066.1649,682.032,462.5274,407.6513,399.8119
False,1.0,Воронежская область,2,False,17250.0,125000.0,32259.3289,15953.2769,15286.9238,13444.6535,7271.0881,6683.1295,5154.4371,4252.9006,4233.302,3743.3365,3233.7723,3214.1737,2724.2082,2665.4124,1705.08,1156.3186,1019.1283,999.5296
False,1.0,Псковская область,1,False,20000.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,1.0,Омская область,1,False,20000.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,1.0,Архангельская область,1,False,26900.0,35000.0,9032.6121,4466.9175,4280.3387,3764.503,2035.9047,1871.2763,1443.2424,1190.8122,1185.3246,1048.1342,905.4563,899.9686,762.7783,746.3155,477.4224,323.7692,285.3559,279.8683
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,60000.0,95000.0,24517.09,12124.4904,11618.0621,10217.9367,5526.027,5079.1784,3917.3722,3232.2045,3217.3095,2844.9357,2457.667,2442.772,2070.3982,2025.7134,1295.8608,878.8021,774.5375,759.6425
False,1.0,Самарская область,0,False,20000.0,140000.0,36130.4484,17867.6701,17121.3547,15058.0119,8143.6187,7485.105,5772.9696,4763.2487,4741.2982,4192.5368,3621.825,3599.8746,3051.1132,2985.2618,1909.6896,1295.0768,1141.4236,1119.4732
False,1.0,Самарская область,0,True,20000.0,35000.0,9032.6121,4466.9175,4280.3387,3764.503,2035.9047,1871.2763,1443.2424,1190.8122,1185.3246,1048.1342,905.4563,899.9686,762.7783,746.3155,477.4224,323.7692,285.3559,279.8683
False,1.0,Ростовская область,0,False,20000.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,1.0,Ярославская область,1,False,20000.0,125000.0,32259.3289,15953.2769,15286.9238,13444.6535,7271.0881,6683.1295,5154.4371,4252.9006,4233.302,3743.3365,3233.7723,3214.1737,2724.2082,2665.4124,1705.08,1156.3186,1019.1283,999.5296
False,1.0,Рязанская область,1,False,20000.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,1.0,Волгоградская область,2,False,20000.0,146000.0,37678.8962,18633.4274,17855.127,15703.3553,8492.6309,7805.8953,6020.3826,4967.3879,4944.4967,4372.217,3777.0461,3754.1549,3181.8752,3113.2016,1991.5334,1350.5801,1190.3418,1167.4506
False,1.0,Курганская область,1,False,20000.0,110000.0,28388.2095,14038.8837,13452.4929,11831.2951,6398.5575,5881.154,4535.9047,3742.5525,3725.3057,3294.1361,2845.7197,2828.4729,2397.3032,2345.5629,1500.4704,1017.5604,896.8329,879.5861
False,1.0,Орловская область,1,False,20000.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,1.0,Орловская область,1,True,16300.0,16300.0,4206.6165,2080.3073,1993.4149,1753.1828,948.1499,871.4801,672.1386,554.5782,552.0226,488.1311,421.6839,419.1283,355.2368,347.5698,222.3424,150.7839,132.8943,130.3387
False,1.0,Оренбургская область,2,False,20000.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,1.0,Липецкая область,1,False,20000.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,1.0,Курская область,2,False,20000.0,75000.0,19355.5974,9571.9661,9172.1543,8066.7921,4362.6529,4009.8777,3092.6623,2551.7404,2539.9812,2246.0019,1940.2634,1928.5042,1634.5249,1599.2474,1023.048,693.7912,611.477,599.7178
False,1.0,Тамбовская область,2,False,25000.0,110000.0,28388.2095,14038.8837,13452.4929,11831.2951,6398.5575,5881.154,4535.9047,3742.5525,3725.3057,3294.1361,2845.7197,2828.4729,2397.3032,2345.5629,1500.4704,1017.5604,896.8329,879.5861
False,1.0,Калужская область,1,False,20000.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,1.0,Тверская область,1,False,16242.0,125000.0,32259.3289,15953.2769,15286.9238,13444.6535,7271.0881,6683.1295,5154.4371,4252.9006,4233.302,3743.3365,3233.7723,3214.1737,2724.2082,2665.4124,1705.08,1156.3186,1019.1283,999.5296
False,1.0,Белгородская область,2,False,20000.0,125000.0,32259.3289,15953.2769,15286.9238,13444.6535,7271.0881,6683.1295,5154.4371,4252.9006,4233.302,3743.3365,3233.7723,3214.1737,2724.2082,2665.4124,1705.08,1156.3186,1019.1283,999.5296
False,1.0,Тульская область,1,False,20000.0,95000.0,24517.09,12124.4904,11618.0621,10217.9367,5526.027,5079.1784,3917.3722,3232.2045,3217.3095,2844.9357,2457.667,2442.772,2070.3982,2025.7134,1295.8608,878.8021,774.5375,759.6425
False,1.0,Иркутская область,1,False,20000.0,50000.0,12903.7316,6381.3108,6114.7695,5377.8614,2908.4352,2673.2518,2061.7749,1701.1602,1693.3208,1497.3346,1293.5089,1285.6695,1089.6833,1066.1649,682.032,462.5274,407.6513,399.8119
False,1.0,Пензенская область,1,False,20000.0,115000.0,29678.5826,14677.0147,14063.9699,12369.0812,6689.4011,6148.4791,4742.0822,3912.6685,3894.6378,3443.8696,2975.0706,2957.0398,2506.2716,2452.1794,1568.6736,1063.8131,937.598,919.5673
False,1.0,Ивановская область,1,False,35000.0,70000.0,18065.2242,8933.8351,8560.6773,7529.006,4071.8093,3742.5525,2886.4848,2381.6243,2370.6491,2096.2684,1810.9125,1799.9373,1525.5566,1492.6309,954.8448,647.5384,570.7118,559.7366
False,1.0,Смоленская область,1,False,20000.0,75000.0,19355.5974,9571.9661,9172.1543,8066.7921,4362.6529,4009.8777,3092.6623,2551.7404,2539.9812,2246.0019,1940.2634,1928.5042,1634.5249,1599.2474,1023.048,693.7912,611.477,599.7178
False,1.0,Республика Карелия,1,False,25000.0,50000.0,12903.7316,6381.3108,6114.7695,5377.8614,2908.4352,2673.2518,2061.7749,1701.1602,1693.3208,1497.3346,1293.5089,1285.6695,1089.6833,1066.1649,682.032,462.5274,407.6513,399.8119
False,1.0,Вологодская область,1,False,20000.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,1.0,Ямало-Ненецкий автономный округ,1,False,40000.0,65000.0,16774.8511,8295.704,7949.2004,6991.2198,3780.9658,3475.2273,2680.3073,2211.5083,2201.317,1946.535,1681.5616,1671.3703,1416.5883,1386.0144,886.6416,601.2857,529.9467,519.7554
False,1.0,Тюменская область,1,False,20000.0,110000.0,28388.2095,14038.8837,13452.4929,11831.2951,6398.5575,5881.154,4535.9047,3742.5525,3725.3057,3294.1361,2845.7197,2828.4729,2397.3032,2345.5629,1500.4704,1017.5604,896.8329,879.5861
False,1.0,Республика Мордовия,1,False,20000.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,1.0,Республика Бурятия,1,False,35000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,1.0,Новгородская область,1,False,26900.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,1.0,Астраханская область,1,False,50000.0,65000.0,16774.8511,8295.704,7949.2004,6991.2198,3780.9658,3475.2273,2680.3073,2211.5083,2201.317,1946.535,1681.5616,1671.3703,1416.5883,1386.0144,886.6416,601.2857,529.9467,519.7554
False,1.0,Республика Калмыкия,1,False,57000.0,115000.0,29678.5826,14677.0147,14063.9699,12369.0812,6689.4011,6148.4791,4742.0822,3912.6685,3894.6378,3443.8696,2975.0706,2957.0398,2506.2716,2452.1794,1568.6736,1063.8131,937.598,919.5673
False,1.0,Донецкая область,1,False,130000.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,1.0,Камчатский край,1,False,25000.0,40000.0,10322.9853,5105.0486,4891.8156,4302.2891,2326.7482,2138.6014,1649.4199,1360.9282,1354.6566,1197.8677,1034.8071,1028.5356,871.7466,852.932,545.6256,370.022,326.121,319.8495
False,1.0,Республика Северная Осетия,1,False,12792.0,40000.0,10322.9853,5105.0486,4891.8156,4302.2891,2326.7482,2138.6014,1649.4199,1360.9282,1354.6566,1197.8677,1034.8071,1028.5356,871.7466,852.932,545.6256,370.022,326.121,319.8495
False,1.0,Кабардино-Балкарская Республика,1,False,25000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,0.0,Республика Крым,1,False,25000.0,30000.0,7742.2389,3828.7865,3668.8617,3226.7168,1745.0611,1603.9511,1237.0649,1020.6961,1015.9925,898.4008,776.1054,771.4017,653.81,639.699,409.2192,277.5165,244.5908,239.8871
False,0.0,Еврейская автономная область,1,False,20645.0,25000.0,6451.8658,3190.6554,3057.3848,2688.9307,1454.2176,1336.6259,1030.8874,850.5801,846.6604,748.6673,646.7545,642.8347,544.8416,533.0825,341.016,231.2637,203.8257,199.9059
False,0.0,Сахалинская область,1,False,24990.0,24990.0,6449.285,3189.3791,3056.1618,2687.8551,1453.6359,1336.0913,1030.4751,850.2399,846.3217,748.3678,646.4958,642.5776,544.6237,532.8692,340.8796,231.1712,203.7441,199.826
False,0.0,Город федерального значения Севастополь,1,False,25000.0,25000.0,6451.8658,3190.6554,3057.3848,2688.9307,1454.2176,1336.6259,1030.8874,850.5801,846.6604,748.6673,646.7545,642.8347,544.8416,533.0825,341.016,231.2637,203.8257,199.9059
False,0.0,Московская область,2,False,20000.0,65000.0,16774.8511,8295.704,7949.2004,6991.2198,3780.9658,3475.2273,2680.3073,2211.5083,2201.317,1946.535,1681.5616,1671.3703,1416.5883,1386.0144,886.6416,601.2857,529.9467,519.7554
False,0.0,Алтайский край,2,False,15000.0,40000.0,10322.9853,5105.0486,4891.8156,4302.2891,2326.7482,2138.6014,1649.4199,1360.9282,1354.6566,1197.8677,1034.8071,1028.5356,871.7466,852.932,545.6256,370.022,326.121,319.8495
False,0.0,Костромская область,1,False,20000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,0.0,Кировская область,1,False,15000.0,48253.0,12452.8752,6158.3478,5901.1195,5189.9589,2806.8145,2579.8484,1989.7364,1641.7217,1634.1562,1445.0177,1248.3137,1240.7482,1051.6098,1028.9131,658.2018,446.3667,393.408,385.8424
False,0.0,Томская область,1,False,20000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,0.0,Удмуртская Республика,1,False,15000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,0.0,Челябинская область,0,False,15000.0,50000.0,12903.7316,6381.3108,6114.7695,5377.8614,2908.4352,2673.2518,2061.7749,1701.1602,1693.3208,1497.3346,1293.5089,1285.6695,1089.6833,1066.1649,682.032,462.5274,407.6513,399.8119
False,0.0,Свердловская область,0,False,15000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,0.0,Чувашская Республика,1,False,15000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,0.0,Владимирская область,1,False,15000.0,50000.0,12903.7316,6381.3108,6114.7695,5377.8614,2908.4352,2673.2518,2061.7749,1701.1602,1693.3208,1497.3346,1293.5089,1285.6695,1089.6833,1066.1649,682.032,462.5274,407.6513,399.8119
False,0.0,Город федерального значения Санкт-Петербург,0,False,20000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,0.0,Саратовская область,2,False,15000.0,48253.0,12452.8752,6158.3478,5901.1195,5189.9589,2806.8145,2579.8484,1989.7364,1641.7217,1634.1562,1445.0177,1248.3137,1240.7482,1051.6098,1028.9131,658.2018,446.3667,393.408,385.8424
False,0.0,Нижегородская область,0,False,15000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,0.0,Брянская область,1,False,15000.0,48253.0,12452.8752,6158.3478,5901.1195,5189.9589,2806.8145,2579.8484,1989.7364,1641.7217,1634.1562,1445.0177,1248.3137,1240.7482,1051.6098,1028.9131,658.2018,446.3667,393.408,385.8424
False,0.0,Республика Марий Эл,1,False,15000.0,120000.0,30968.9558,15315.1458,14675.4468,12906.8674,6980.2446,6415.8043,4948.2596,4082.7846,4063.9699,3593.603,3104.4214,3085.6068,2615.2399,2558.7959,1636.8768,1110.0659,978.3631,959.5484
False,0.0,Краснодарский край,0,False,15000.0,48253.0,12452.8752,6158.3478,5901.1195,5189.9589,2806.8145,2579.8484,1989.7364,1641.7217,1634.1562,1445.0177,1248.3137,1240.7482,1051.6098,1028.9131,658.2018,446.3667,393.408,385.8424
False,0.0,Новосибирская область,0,False,20000.0,80000.0,20645.9705,10210.0972,9783.6312,8604.5782,4653.4964,4277.2029,3298.8398,2721.8564,2709.3133,2395.7353,2069.6143,2057.0712,1743.4933,1705.8639,1091.2512,740.0439,652.2421,639.699
False,0.0,Новосибирская область,0,True,60000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,0.0,Республика Татарстан,0,False,15000.0,52000.0,13419.8808,6636.5632,6359.3603,5592.9759,3024.7727,2780.1819,2144.2458,1769.2066,1761.0536,1557.228,1345.2493,1337.0963,1133.2706,1108.8115,709.3133,481.0285,423.9574,415.8043
False,0.0,Республика Татарстан,0,True,20000.0,25000.0,6451.8658,3190.6554,3057.3848,2688.9307,1454.2176,1336.6259,1030.8874,850.5801,846.6604,748.6673,646.7545,642.8347,544.8416,533.0825,341.016,231.2637,203.8257,199.9059
False,0.0,Кемеровская область,1,False,15000.0,50000.0,12903.7316,6381.3108,6114.7695,5377.8614,2908.4352,2673.2518,2061.7749,1701.1602,1693.3208,1497.3346,1293.5089,1285.6695,1089.6833,1066.1649,682.032,462.5274,407.6513,399.8119
False,0.0,Ленинградская область,1,False,20000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,0.0,Красноярский край,1,False,20000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,0.0,Приморский край,1,False,25000.0,30000.0,7742.2389,3828.7865,3668.8617,3226.7168,1745.0611,1603.9511,1237.0649,1020.6961,1015.9925,898.4008,776.1054,771.4017,653.81,639.699,409.2192,277.5165,244.5908,239.8871
False,0.0,Республика Саха (Якутия),1,False,25000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,0.0,Ставропольский край,2,False,15000.0,48253.0,12452.8752,6158.3478,5901.1195,5189.9589,2806.8145,2579.8484,1989.7364,1641.7217,1634.1562,1445.0177,1248.3137,1240.7482,1051.6098,1028.9131,658.2018,446.3667,393.408,385.8424
False,0.0,Ульяновская область,1,False,15000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,0.0,Хабаровский край,1,False,20000.0,40000.0,10322.9853,5105.0486,4891.8156,4302.2891,2326.7482,2138.6014,1649.4199,1360.9282,1354.6566,1197.8677,1034.8071,1028.5356,871.7466,852.932,545.6256,370.022,326.121,319.8495
False,0.0,Республика Хакасия,1,False,25000.0,40000.0,10322.9853,5105.0486,4891.8156,4302.2891,2326.7482,2138.6014,1649.4199,1360.9282,1354.6566,1197.8677,1034.8071,1028.5356,871.7466,852.932,545.6256,370.022,326.121,319.8495
False,0.0,Калининградская область,1,False,15000.0,35000.0,9032.6121,4466.9175,4280.3387,3764.503,2035.9047,1871.2763,1443.2424,1190.8122,1185.3246,1048.1342,905.4563,899.9686,762.7783,746.3155,477.4224,323.7692,285.3559,279.8683
False,0.0,Республика Дагестан,1,False,22600.0,25000.0,6451.8658,3190.6554,3057.3848,2688.9307,1454.2176,1336.6259,1030.8874,850.5801,846.6604,748.6673,646.7545,642.8347,544.8416,533.0825,341.016,231.2637,203.8257,199.9059
False,0.0,Республика Адыгея,1,False,15000.0,40000.0,10322.9853,5105.0486,4891.8156,4302.2891,2326.7482,2138.6014,1649.4199,1360.9282,1354.6566,1197.8677,1034.8071,1028.5356,871.7466,852.932,545.6256,370.022,326.121,319.8495
False,0.0,Республика Башкортостан,0,False,15000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,0.0,Пермский край,1,False,22000.0,35000.0,9032.6121,4466.9175,4280.3387,3764.503,2035.9047,1871.2763,1443.2424,1190.8122,1185.3246,1048.1342,905.4563,899.9686,762.7783,746.3155,477.4224,323.7692,285.3559,279.8683
False,0.0,Город федерального значения Москва,0,False,15000.0,80000.0,20645.9705,10210.0972,9783.6312,8604.5782,4653.4964,4277.2029,3298.8398,2721.8564,2709.3133,2395.7353,2069.6143,2057.0712,1743.4933,1705.8639,1091.2512,740.0439,652.2421,639.699
False,0.0,Город федерального значения Москва,0,True,35000.0,35000.0,9032.6121,4466.9175,4280.3387,3764.503,2035.9047,1871.2763,1443.2424,1190.8122,1185.3246,1048.1342,905.4563,899.9686,762.7783,746.3155,477.4224,323.7692,285.3559,279.8683
False,0.0,Воронежская область,2,False,15000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,0.0,Псковская область,1,False,25000.0,50000.0,12903.7316,6381.3108,6114.7695,5377.8614,2908.4352,2673.2518,2061.7749,1701.1602,1693.3208,1497.3346,1293.5089,1285.6695,1089.6833,1066.1649,682.032,462.5274,407.6513,399.8119
False,0.0,Омская область,1,False,15000.0,58840.0,15185.1113,7509.5265,7195.8608,6328.6673,3422.6466,3145.8827,2426.2966,2001.9254,1992.6999,1762.0633,1522.2013,1512.9759,1282.3393,1254.6629,802.6152,544.3023,479.7241,470.4986
False,0.0,Архангельская область,1,False,35000.0,50000.0,12903.7316,6381.3108,6114.7695,5377.8614,2908.4352,2673.2518,2061.7749,1701.1602,1693.3208,1497.3346,1293.5089,1285.6695,1089.6833,1066.1649,682.032,462.5274,407.6513,399.8119
False,0.0,Самарская область,0,False,17149.0,50000.0,12903.7316,6381.3108,6114.7695,5377.8614,2908.4352,2673.2518,2061.7749,1701.1602,1693.3208,1497.3346,1293.5089,1285.6695,1089.6833,1066.1649,682.032,462.5274,407.6513,399.8119
False,0.0,Ростовская область,0,False,17149.0,90000.0,23226.7168,11486.3594,11006.5851,9680.1505,5235.1834,4811.8532,3711.1947,3062.0884,3047.9774,2695.2023,2328.3161,2314.2051,1961.4299,1919.0969,1227.6576,832.5494,733.7723,719.6613
