is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Личные установки и ценности, мировоззрение (2043_4)",Дисциплинированность (СК) (593_4),"Ответственность , добросовестность (СК) (614_4)",Оформление учетно-отчетной документации (143_14),Коммуникабельность (СК) (617_4),Соблюдение правил охраны труда (ОПТ) (3790_36),Оценка состояния животных для выявления готовности к участию в процессе воспроизводства (243_14),Соблюдение правил внутреннего распорядка и режима работы (4476_14),Диагностическое исследование животных и птицы перед искусственным осеменением (218_14),Склонность к здоровому образу жизни (СК) (1662_4),Оформление учетно-отчетной документации по искусственному осеменению животных и птицы (212_14),"Саморазвитие, обучаемость (СК) (604_4)","Подготовка материалов, оборудования и инструментов к проведению искусственного осеменения (145_14)",Ведение учета и отчетности (4351_14),Выполнение работ по поддержанию безопасных ветеринарно-санитарных условий в пункте (станции) искусственного осеменения (241_14),Санитарная обработка животных и птицы перед искусственным осеменением (219_14),Пунктуальность (СК) (612_4),Командность (СК) (1371_4),Внимательность (СК) (536_4),Оказание платных ветеринарных услуг (4470_14)
False,0.0,Удмуртская Республика,1,True,13715.5,13715.5,1593.5727,1542.533,1122.8733,921.55,799.6219,757.0888,720.2268,694.7069,689.0359,680.5293,660.6805,541.5879,510.3969,510.3969,476.3705,309.0737,303.4026,297.7315,297.7315,286.3894
False,0.0,Чувашская Республика,1,False,13000.0,35000.0,4066.5702,3936.3242,2865.4124,2351.6643,2040.521,1931.9826,1837.9161,1772.7931,1758.3213,1736.6136,1685.9624,1382.055,1302.4602,1302.4602,1215.6295,788.712,774.2402,759.7685,759.7685,730.8249
False,0.0,Волгоградская область,2,False,19000.0,19000.0,2207.5667,2136.8617,1555.5096,1276.6177,1107.7114,1048.7906,997.7259,962.3734,954.5173,942.7331,915.2367,750.2584,707.0498,707.0498,659.9132,428.1579,420.3018,412.4457,412.4457,396.7335
False,0.0,Саратовская область,2,False,13000.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Омская область,1,False,13000.0,83200.0,9666.8183,9357.2049,6811.4947,5590.2419,4850.6099,4592.5987,4368.989,4214.1823,4179.7809,4128.1786,4007.7734,3285.3422,3096.134,3096.134,2889.725,1874.8811,1840.4796,1806.0781,1806.0781,1737.2752
False,0.0,Кемеровская область,1,False,15000.0,27000.0,3137.0684,3036.5929,2210.461,1814.141,1574.1162,1490.3866,1417.821,1367.5832,1356.4193,1339.6734,1300.5995,1066.1567,1004.755,1004.755,937.7713,608.435,597.271,586.1071,586.1071,563.7792
False,0.0,Пермский край,1,False,19000.0,25000.0,2904.693,2811.6601,2046.7232,1679.7602,1457.515,1379.9876,1312.7972,1266.2808,1255.9438,1240.4383,1204.2588,987.1821,930.3287,930.3287,868.3068,563.3657,553.0287,542.6918,542.6918,522.0178
False,0.0,Смоленская область,1,False,13150.0,25000.0,2904.693,2811.6601,2046.7232,1679.7602,1457.515,1379.9876,1312.7972,1266.2808,1255.9438,1240.4383,1204.2588,987.1821,930.3287,930.3287,868.3068,563.3657,553.0287,542.6918,542.6918,522.0178
False,0.0,Ростовская область,0,False,25000.0,48125.0,5591.534,5412.4457,3939.9421,3233.5384,2805.7164,2656.4761,2527.1346,2437.5904,2417.6918,2387.8437,2318.1983,1900.3256,1790.8828,1790.8828,1671.4906,1084.479,1064.5803,1044.6816,1044.6816,1004.8842
False,0.0,Приморский край,1,False,20000.0,20000.0,2323.7544,2249.3281,1637.3785,1343.8081,1166.012,1103.9901,1050.2378,1013.0246,1004.755,992.3506,963.4071,789.7457,744.263,744.263,694.6454,450.6926,442.423,434.1534,434.1534,417.6142
False,0.0,Архангельская область,1,False,15000.0,31250.0,3630.8662,3514.5751,2558.404,2099.7002,1821.8937,1724.9845,1640.9965,1582.8509,1569.9297,1550.5479,1505.3235,1233.9777,1162.9109,1162.9109,1085.3835,704.2072,691.2859,678.3647,678.3647,652.5222
False,0.0,Белгородская область,2,False,13150.0,83200.0,9666.8183,9357.2049,6811.4947,5590.2419,4850.6099,4592.5987,4368.989,4214.1823,4179.7809,4128.1786,4007.7734,3285.3422,3096.134,3096.134,2889.725,1874.8811,1840.4796,1806.0781,1806.0781,1737.2752
False,0.0,Тверская область,1,False,18000.0,48125.0,5591.534,5412.4457,3939.9421,3233.5384,2805.7164,2656.4761,2527.1346,2437.5904,2417.6918,2387.8437,2318.1983,1900.3256,1790.8828,1790.8828,1671.4906,1084.479,1064.5803,1044.6816,1044.6816,1004.8842
False,0.0,Тульская область,1,False,15000.0,45000.0,5228.4474,5060.9882,3684.1017,3023.5683,2623.527,2483.9777,2363.0349,2279.3054,2260.6988,2232.7889,2167.6659,1776.9278,1674.5917,1674.5917,1562.9522,1014.0583,995.4517,976.8452,976.8452,939.632
False,0.0,Липецкая область,1,False,13150.0,83200.0,9666.8183,9357.2049,6811.4947,5590.2419,4850.6099,4592.5987,4368.989,4214.1823,4179.7809,4128.1786,4007.7734,3285.3422,3096.134,3096.134,2889.725,1874.8811,1840.4796,1806.0781,1806.0781,1737.2752
False,0.0,Воронежская область,2,False,15000.0,83200.0,9666.8183,9357.2049,6811.4947,5590.2419,4850.6099,4592.5987,4368.989,4214.1823,4179.7809,4128.1786,4007.7734,3285.3422,3096.134,3096.134,2889.725,1874.8811,1840.4796,1806.0781,1806.0781,1737.2752
False,0.0,Брянская область,1,False,15000.0,83200.0,9666.8183,9357.2049,6811.4947,5590.2419,4850.6099,4592.5987,4368.989,4214.1823,4179.7809,4128.1786,4007.7734,3285.3422,3096.134,3096.134,2889.725,1874.8811,1840.4796,1806.0781,1806.0781,1737.2752
False,0.0,Владимирская область,1,False,15000.0,48125.0,5591.534,5412.4457,3939.9421,3233.5384,2805.7164,2656.4761,2527.1346,2437.5904,2417.6918,2387.8437,2318.1983,1900.3256,1790.8828,1790.8828,1671.4906,1084.479,1064.5803,1044.6816,1044.6816,1004.8842
False,0.0,Пензенская область,1,False,25000.0,31250.0,3630.8662,3514.5751,2558.404,2099.7002,1821.8937,1724.9845,1640.9965,1582.8509,1569.9297,1550.5479,1505.3235,1233.9777,1162.9109,1162.9109,1085.3835,704.2072,691.2859,678.3647,678.3647,652.5222
False,0.0,Калужская область,1,False,15000.0,48125.0,5591.534,5412.4457,3939.9421,3233.5384,2805.7164,2656.4761,2527.1346,2437.5904,2417.6918,2387.8437,2318.1983,1900.3256,1790.8828,1790.8828,1671.4906,1084.479,1064.5803,1044.6816,1044.6816,1004.8842
False,0.0,Республика Марий Эл,1,False,13150.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Ставропольский край,2,False,15000.0,50000.0,5809.386,5623.3202,4093.4464,3359.5204,2915.03,2759.9752,2625.5944,2532.5615,2511.8875,2480.8766,2408.5177,1974.3643,1860.6574,1860.6574,1736.6136,1126.7314,1106.0575,1085.3835,1085.3835,1044.0356
False,0.0,Город федерального значения Москва,0,False,30000.0,83200.0,9666.8183,9357.2049,6811.4947,5590.2419,4850.6099,4592.5987,4368.989,4214.1823,4179.7809,4128.1786,4007.7734,3285.3422,3096.134,3096.134,2889.725,1874.8811,1840.4796,1806.0781,1806.0781,1737.2752
False,0.0,Сахалинская область,1,False,40000.0,40000.0,4647.5088,4498.6562,3274.7571,2687.6163,2332.024,2207.9802,2100.4755,2026.0492,2009.51,1984.7013,1926.8141,1579.4914,1488.5259,1488.5259,1389.2909,901.3852,884.846,868.3068,868.3068,835.2284
False,0.0,Республика Карелия,1,False,20000.0,20000.0,2323.7544,2249.3281,1637.3785,1343.8081,1166.012,1103.9901,1050.2378,1013.0246,1004.755,992.3506,963.4071,789.7457,744.263,744.263,694.6454,450.6926,442.423,434.1534,434.1534,417.6142
False,0.0,Костромская область,1,False,20000.0,50000.0,5809.386,5623.3202,4093.4464,3359.5204,2915.03,2759.9752,2625.5944,2532.5615,2511.8875,2480.8766,2408.5177,1974.3643,1860.6574,1860.6574,1736.6136,1126.7314,1106.0575,1085.3835,1085.3835,1044.0356
False,0.0,Иркутская область,1,False,20000.0,25000.0,2904.693,2811.6601,2046.7232,1679.7602,1457.515,1379.9876,1312.7972,1266.2808,1255.9438,1240.4383,1204.2588,987.1821,930.3287,930.3287,868.3068,563.3657,553.0287,542.6918,542.6918,522.0178
False,0.0,Республика Адыгея,1,False,19000.0,19000.0,2207.5667,2136.8617,1555.5096,1276.6177,1107.7114,1048.7906,997.7259,962.3734,954.5173,942.7331,915.2367,750.2584,707.0498,707.0498,659.9132,428.1579,420.3018,412.4457,412.4457,396.7335
False,0.0,Республика Бурятия,1,False,25000.0,27000.0,3137.0684,3036.5929,2210.461,1814.141,1574.1162,1490.3866,1417.821,1367.5832,1356.4193,1339.6734,1300.5995,1066.1567,1004.755,1004.755,937.7713,608.435,597.271,586.1071,586.1071,563.7792
False,2.0,Московская область,2,False,20000.0,50000.0,5809.386,5623.3202,4093.4464,3359.5204,2915.03,2759.9752,2625.5944,2532.5615,2511.8875,2480.8766,2408.5177,1974.3643,1860.6574,1860.6574,1736.6136,1126.7314,1106.0575,1085.3835,1085.3835,1044.0356
False,2.0,Город федерального значения Санкт-Петербург,0,False,60000.0,100000.0,11618.772,11246.6405,8186.8927,6719.0407,5830.06,5519.9504,5251.1888,5065.123,5023.7751,4961.7532,4817.0354,3948.7286,3721.3149,3721.3149,3473.2272,2253.4629,2212.1149,2170.767,2170.767,2088.0711
False,2.0,Ленинградская область,1,False,15000.0,100000.0,11618.772,11246.6405,8186.8927,6719.0407,5830.06,5519.9504,5251.1888,5065.123,5023.7751,4961.7532,4817.0354,3948.7286,3721.3149,3721.3149,3473.2272,2253.4629,2212.1149,2170.767,2170.767,2088.0711
False,2.0,Новосибирская область,0,False,15000.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,2.0,Краснодарский край,0,False,12500.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,2.0,Курская область,2,False,13500.0,13500.0,1568.5342,1518.2965,1105.2305,907.0705,787.0581,745.1933,708.9105,683.7916,678.2096,669.8367,650.2998,533.0784,502.3775,502.3775,468.8857,304.2175,298.6355,293.0535,293.0535,281.8896
False,2.0,Республика Мордовия,1,False,30000.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,2.0,Алтайский край,2,False,15000.0,27500.0,3195.1623,3092.8261,2251.3955,1847.7362,1603.2665,1517.9864,1444.0769,1392.9088,1381.5381,1364.4821,1324.6847,1085.9004,1023.3616,1023.3616,955.1375,619.7023,608.3316,596.9609,596.9609,574.2196
False,2.0,Тюменская область,1,False,20000.0,20000.0,2323.7544,2249.3281,1637.3785,1343.8081,1166.012,1103.9901,1050.2378,1013.0246,1004.755,992.3506,963.4071,789.7457,744.263,744.263,694.6454,450.6926,442.423,434.1534,434.1534,417.6142
False,2.0,Республика Татарстан,0,False,25000.0,25000.0,2904.693,2811.6601,2046.7232,1679.7602,1457.515,1379.9876,1312.7972,1266.2808,1255.9438,1240.4383,1204.2588,987.1821,930.3287,930.3287,868.3068,563.3657,553.0287,542.6918,542.6918,522.0178
False,2.0,Томская область,1,False,18542.75,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,2.0,Республика Башкортостан,0,False,10912.75,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,2.0,Свердловская область,0,False,25000.0,25000.0,2904.693,2811.6601,2046.7232,1679.7602,1457.515,1379.9876,1312.7972,1266.2808,1255.9438,1240.4383,1204.2588,987.1821,930.3287,930.3287,868.3068,563.3657,553.0287,542.6918,542.6918,522.0178
False,2.0,Нижегородская область,0,False,15000.0,20000.0,2323.7544,2249.3281,1637.3785,1343.8081,1166.012,1103.9901,1050.2378,1013.0246,1004.755,992.3506,963.4071,789.7457,744.263,744.263,694.6454,450.6926,442.423,434.1534,434.1534,417.6142
False,2.0,Кировская область,1,False,13039.5,13039.5,1515.0298,1466.5057,1067.5299,876.1293,760.2107,719.7739,684.7288,660.4667,655.0751,646.9878,628.1173,514.8945,485.2409,485.2409,452.8915,293.8403,288.4487,283.0572,283.0572,272.274
False,2.0,Республика Коми,1,False,29235.0,29235.0,3396.748,3287.9553,2393.4381,1964.3116,1704.418,1613.7575,1535.185,1480.7887,1468.7006,1450.5685,1408.2603,1154.4108,1087.9264,1087.9264,1015.398,658.7999,646.7118,634.6237,634.6237,610.4476
False,2.0,Ярославская область,1,False,27465.0,27465.0,3191.0957,3088.8898,2248.5301,1845.3845,1601.226,1516.0544,1442.239,1391.136,1379.7798,1362.7455,1322.9988,1084.5183,1022.0591,1022.0591,953.9219,618.9136,607.5574,596.2012,596.2012,573.4887
False,2.0,Рязанская область,1,False,18542.75,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,2.0,Удмуртская Республика,1,False,25975.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,2.0,Чувашская Республика,1,False,30000.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,2.0,Кемеровская область,1,False,16000.0,16000.0,1859.0035,1799.4625,1309.9028,1075.0465,932.8096,883.1921,840.1902,810.4197,803.804,793.8805,770.7257,631.7966,595.4104,595.4104,555.7164,360.5541,353.9384,347.3227,347.3227,334.0914
False,2.0,Пермский край,1,False,20000.0,20000.0,2323.7544,2249.3281,1637.3785,1343.8081,1166.012,1103.9901,1050.2378,1013.0246,1004.755,992.3506,963.4071,789.7457,744.263,744.263,694.6454,450.6926,442.423,434.1534,434.1534,417.6142
False,2.0,Ростовская область,0,False,25000.0,25000.0,2904.693,2811.6601,2046.7232,1679.7602,1457.515,1379.9876,1312.7972,1266.2808,1255.9438,1240.4383,1204.2588,987.1821,930.3287,930.3287,868.3068,563.3657,553.0287,542.6918,542.6918,522.0178
False,2.0,Приморский край,1,False,35000.0,35000.0,4066.5702,3936.3242,2865.4124,2351.6643,2040.521,1931.9826,1837.9161,1772.7931,1758.3213,1736.6136,1685.9624,1382.055,1302.4602,1302.4602,1215.6295,788.712,774.2402,759.7685,759.7685,730.8249
False,2.0,Тверская область,1,False,40000.0,40000.0,4647.5088,4498.6562,3274.7571,2687.6163,2332.024,2207.9802,2100.4755,2026.0492,2009.51,1984.7013,1926.8141,1579.4914,1488.5259,1488.5259,1389.2909,901.3852,884.846,868.3068,868.3068,835.2284
False,2.0,Тульская область,1,False,25000.0,25000.0,2904.693,2811.6601,2046.7232,1679.7602,1457.515,1379.9876,1312.7972,1266.2808,1255.9438,1240.4383,1204.2588,987.1821,930.3287,930.3287,868.3068,563.3657,553.0287,542.6918,542.6918,522.0178
False,2.0,Воронежская область,2,False,50000.0,50000.0,5809.386,5623.3202,4093.4464,3359.5204,2915.03,2759.9752,2625.5944,2532.5615,2511.8875,2480.8766,2408.5177,1974.3643,1860.6574,1860.6574,1736.6136,1126.7314,1106.0575,1085.3835,1085.3835,1044.0356
False,2.0,Владимирская область,1,False,50000.0,50000.0,5809.386,5623.3202,4093.4464,3359.5204,2915.03,2759.9752,2625.5944,2532.5615,2511.8875,2480.8766,2408.5177,1974.3643,1860.6574,1860.6574,1736.6136,1126.7314,1106.0575,1085.3835,1085.3835,1044.0356
False,2.0,Пензенская область,1,False,57400.0,57400.0,6669.1751,6455.5716,4699.2764,3856.7294,3346.4544,3168.4515,3014.1823,2907.3806,2883.6469,2848.0463,2764.9783,2266.5702,2136.0347,2136.0347,1993.6324,1293.4877,1269.754,1246.0203,1246.0203,1198.5528
False,2.0,Калужская область,1,False,30000.0,50000.0,5809.386,5623.3202,4093.4464,3359.5204,2915.03,2759.9752,2625.5944,2532.5615,2511.8875,2480.8766,2408.5177,1974.3643,1860.6574,1860.6574,1736.6136,1126.7314,1106.0575,1085.3835,1085.3835,1044.0356
False,2.0,Ставропольский край,2,False,11200.0,70000.0,8133.1404,7872.6483,5730.8249,4703.3285,4081.042,3863.9653,3675.8321,3545.5861,3516.6425,3473.2272,3371.9247,2764.11,2604.9204,2604.9204,2431.259,1577.424,1548.4805,1519.5369,1519.5369,1461.6498
False,2.0,Город федерального значения Москва,0,False,50000.0,50000.0,5809.386,5623.3202,4093.4464,3359.5204,2915.03,2759.9752,2625.5944,2532.5615,2511.8875,2480.8766,2408.5177,1974.3643,1860.6574,1860.6574,1736.6136,1126.7314,1106.0575,1085.3835,1085.3835,1044.0356
False,2.0,Костромская область,1,False,15000.0,15000.0,1742.8158,1686.9961,1228.0339,1007.8561,874.509,827.9926,787.6783,759.7685,753.5663,744.263,722.5553,592.3093,558.1972,558.1972,520.9841,338.0194,331.8172,325.6151,325.6151,313.2107
False,2.0,Хабаровский край,1,False,25000.0,25000.0,2904.693,2811.6601,2046.7232,1679.7602,1457.515,1379.9876,1312.7972,1266.2808,1255.9438,1240.4383,1204.2588,987.1821,930.3287,930.3287,868.3068,563.3657,553.0287,542.6918,542.6918,522.0178
True,1.0,Республика Марий Эл,1,False,56400.0,60000.0,6971.2632,6747.9843,4912.1356,4031.4244,3498.036,3311.9702,3150.7133,3039.0738,3014.265,2977.0519,2890.2212,2369.2371,2232.7889,2232.7889,2083.9363,1352.0777,1327.269,1302.4602,1302.4602,1252.8427
True,2.0,Приморский край,1,False,50000.0,50000.0,5809.386,5623.3202,4093.4464,3359.5204,2915.03,2759.9752,2625.5944,2532.5615,2511.8875,2480.8766,2408.5177,1974.3643,1860.6574,1860.6574,1736.6136,1126.7314,1106.0575,1085.3835,1085.3835,1044.0356
True,2.0,Город федерального значения Москва,0,False,50000.0,50000.0,5809.386,5623.3202,4093.4464,3359.5204,2915.03,2759.9752,2625.5944,2532.5615,2511.8875,2480.8766,2408.5177,1974.3643,1860.6574,1860.6574,1736.6136,1126.7314,1106.0575,1085.3835,1085.3835,1044.0356
