is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Выполнение РК (2751_3),Административные функции (61_3),"Личные установки и ценности, мировоззрение (2043_4)",Средства контроля (2726_3),Дисциплинированность (СК) (593_4),"Контроль  сварки/резки, измерение (71_3)",Выполнение НК (2727_3),Исполнительная документация по НК (2730_3),Выполнение ВИК (2762_3),Выполнение УЗК (2752_3),Разрешительная и исполнительная документация (2690_3),Выполнение МК (2782_3),Составление/формирование/подготовка отчетности (ОПТ) (3911_36),"Организаторские способности, лидерство (СК) (393_4)",Пунктуальность (СК) (612_4),Обеспечение качества выпускаемой продукции (2711_3),"Чтение чертежей, документации (68_3)","Знание НТД, НД, ПТД (2712_3)"
False,0.0,Приморский край,1,False,20000.0,46366.5,5958.747,4912.1136,4758.0081,3955.3752,3814.1118,3756.3222,2863.7943,2196.0037,2099.6878,1984.1086,1964.8455,1688.7397,1650.2133,1342.0023,995.2649,873.2646,847.5804,706.317
False,0.0,Липецкая область,1,False,18000.0,41000.0,5269.0763,4343.5812,4207.312,3497.5765,3372.6631,3321.5621,2532.3362,1941.8363,1856.6681,1754.4661,1737.4325,1493.2835,1459.2162,1186.6777,880.072,772.1922,749.4807,624.5672
False,0.0,Город федерального значения Севастополь,1,False,18000.0,20427.5,2625.2209,2164.1099,2096.2162,1742.6035,1680.3677,1654.9076,1261.6902,967.4844,925.0509,874.1307,865.644,744.0012,727.0278,591.2405,438.4798,384.7306,373.415,311.1792
False,0.0,Брянская область,1,False,20000.0,35000.0,4497.992,3707.9352,3591.6078,2985.736,2879.1026,2835.4799,2161.7505,1657.6651,1584.9605,1497.715,1483.1741,1274.7542,1245.6723,1013.0176,751.281,659.1885,639.8006,533.1672
False,0.0,Саратовская область,2,False,16250.0,35000.0,4497.992,3707.9352,3591.6078,2985.736,2879.1026,2835.4799,2161.7505,1657.6651,1584.9605,1497.715,1483.1741,1274.7542,1245.6723,1013.0176,751.281,659.1885,639.8006,533.1672
False,0.0,Алтайский край,2,False,16250.0,28000.0,3598.3936,2966.3482,2873.2862,2388.5888,2303.2821,2268.3839,1729.4004,1326.1321,1267.9684,1198.172,1186.5393,1019.8034,996.5379,810.4141,601.0248,527.3508,511.8405,426.5337
False,0.0,Тверская область,1,False,16250.0,40000.0,5140.5622,4237.6402,4104.6946,3412.2698,3290.403,3240.5484,2470.5719,1894.4744,1811.3835,1711.6743,1695.0561,1456.8619,1423.6255,1157.7344,858.6068,753.3583,731.2007,609.3339
False,0.0,Республика Мордовия,1,False,16250.0,28000.0,3598.3936,2966.3482,2873.2862,2388.5888,2303.2821,2268.3839,1729.4004,1326.1321,1267.9684,1198.172,1186.5393,1019.8034,996.5379,810.4141,601.0248,527.3508,511.8405,426.5337
False,0.0,Чувашская Республика,1,False,16250.0,35000.0,4497.992,3707.9352,3591.6078,2985.736,2879.1026,2835.4799,2161.7505,1657.6651,1584.9605,1497.715,1483.1741,1274.7542,1245.6723,1013.0176,751.281,659.1885,639.8006,533.1672
False,0.0,Республика Бурятия,1,False,18000.0,46366.5,5958.747,4912.1136,4758.0081,3955.3752,3814.1118,3756.3222,2863.7943,2196.0037,2099.6878,1984.1086,1964.8455,1688.7397,1650.2133,1342.0023,995.2649,873.2646,847.5804,706.317
False,0.0,Кировская область,1,False,16242.0,46366.5,5958.747,4912.1136,4758.0081,3955.3752,3814.1118,3756.3222,2863.7943,2196.0037,2099.6878,1984.1086,1964.8455,1688.7397,1650.2133,1342.0023,995.2649,873.2646,847.5804,706.317
False,0.0,Астраханская область,1,False,24000.0,40000.0,5140.5622,4237.6402,4104.6946,3412.2698,3290.403,3240.5484,2470.5719,1894.4744,1811.3835,1711.6743,1695.0561,1456.8619,1423.6255,1157.7344,858.6068,753.3583,731.2007,609.3339
False,0.0,Пермский край,1,False,24000.0,60754.0,7807.743,6436.3398,6234.4155,5182.7259,4997.6286,4921.9069,3752.4282,2877.4225,2751.2198,2599.7765,2574.5359,2212.7547,2162.2736,1758.4249,1304.095,1144.2382,1110.5841,925.4868
False,0.0,Город федерального значения Москва,0,False,19500.0,53000.0,6811.245,5614.8733,5438.7204,4521.2574,4359.784,4293.7266,3273.5078,2510.1786,2400.0831,2267.9684,2245.9493,1930.3421,1886.3038,1533.9981,1137.6541,998.1997,968.8409,807.3674
False,0.0,Республика Башкортостан,0,False,16250.0,100000.0,12851.4056,10594.1005,10261.7366,8530.6744,8226.0075,8101.371,6176.4299,4736.1861,4528.4587,4279.1857,4237.6402,3642.1548,3559.0638,2894.336,2146.5171,1883.3957,1828.0017,1523.3347
False,0.0,Тюменская область,1,False,20000.0,45750.0,5879.5181,4846.801,4694.7445,3902.7835,3763.3984,3706.3772,2825.7167,2166.8052,2071.7698,1957.7275,1938.7204,1666.2858,1628.2717,1324.1587,982.0316,861.6535,836.3108,696.9256
False,0.0,Омская область,1,False,15000.0,45750.0,5879.5181,4846.801,4694.7445,3902.7835,3763.3984,3706.3772,2825.7167,2166.8052,2071.7698,1957.7275,1938.7204,1666.2858,1628.2717,1324.1587,982.0316,861.6535,836.3108,696.9256
False,0.0,Иркутская область,1,False,16250.0,51250.0,6586.3454,5429.4765,5259.14,4371.9706,4215.8288,4151.9526,3165.4203,2427.2954,2320.8351,2193.0827,2171.7906,1866.6043,1824.0202,1483.3472,1100.09,965.2403,936.8509,780.709
False,0.0,Волгоградская область,2,False,15000.0,51250.0,6586.3454,5429.4765,5259.14,4371.9706,4215.8288,4151.9526,3165.4203,2427.2954,2320.8351,2193.0827,2171.7906,1866.6043,1824.0202,1483.3472,1100.09,965.2403,936.8509,780.709
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,24000.0,72386.0,9302.6185,7668.6456,7428.0607,6175.014,5954.4778,5864.2584,4470.8705,3428.3357,3277.9701,3097.5314,3067.4582,2636.4102,2576.264,2095.094,1553.7779,1363.3148,1323.2173,1102.6811
False,0.0,Новосибирская область,0,False,19500.0,60000.0,7710.8434,6356.4603,6157.042,5118.4047,4935.6045,4860.8226,3705.8579,2841.7117,2717.0752,2567.5114,2542.5841,2185.2929,2135.4383,1736.6016,1287.9103,1130.0374,1096.801,914.0008
False,0.0,Республика Коми,1,False,19500.0,53000.0,6811.245,5614.8733,5438.7204,4521.2574,4359.784,4293.7266,3273.5078,2510.1786,2400.0831,2267.9684,2245.9493,1930.3421,1886.3038,1533.9981,1137.6541,998.1997,968.8409,807.3674
False,0.0,Оренбургская область,2,False,15000.0,51000.0,6554.2169,5402.9913,5233.4857,4350.644,4195.2638,4131.6992,3149.9792,2415.4549,2309.5139,2182.3847,2161.1965,1857.499,1815.1226,1476.1113,1094.7237,960.5318,932.2808,776.9007
False,0.0,Красноярский край,1,False,24500.0,51250.0,6586.3454,5429.4765,5259.14,4371.9706,4215.8288,4151.9526,3165.4203,2427.2954,2320.8351,2193.0827,2171.7906,1866.6043,1824.0202,1483.3472,1100.09,965.2403,936.8509,780.709
False,0.0,Краснодарский край,0,False,15000.0,51250.0,6586.3454,5429.4765,5259.14,4371.9706,4215.8288,4151.9526,3165.4203,2427.2954,2320.8351,2193.0827,2171.7906,1866.6043,1824.0202,1483.3472,1100.09,965.2403,936.8509,780.709
False,0.0,Калининградская область,1,False,25000.0,28000.0,3598.3936,2966.3482,2873.2862,2388.5888,2303.2821,2268.3839,1729.4004,1326.1321,1267.9684,1198.172,1186.5393,1019.8034,996.5379,810.4141,601.0248,527.3508,511.8405,426.5337
False,0.0,Ульяновская область,1,False,20000.0,35000.0,4497.992,3707.9352,3591.6078,2985.736,2879.1026,2835.4799,2161.7505,1657.6651,1584.9605,1497.715,1483.1741,1274.7542,1245.6723,1013.0176,751.281,659.1885,639.8006,533.1672
False,0.0,Курганская область,1,False,20000.0,25228.75,3242.249,2672.7591,2588.9079,2152.1825,2075.3189,2043.8746,1558.236,1194.8806,1142.4735,1079.5851,1069.1037,918.8701,897.9073,730.2048,541.5394,475.1572,461.182,384.3183
False,0.0,Костромская область,1,False,25228.75,35000.0,4497.992,3707.9352,3591.6078,2985.736,2879.1026,2835.4799,2161.7505,1657.6651,1584.9605,1497.715,1483.1741,1274.7542,1245.6723,1013.0176,751.281,659.1885,639.8006,533.1672
False,0.0,Республика Марий Эл,1,False,20000.0,25000.0,3212.8514,2648.5251,2565.4342,2132.6686,2056.5019,2025.3428,1544.1075,1184.0465,1132.1147,1069.7964,1059.4101,910.5387,889.766,723.584,536.6293,470.8489,457.0004,380.8337
False,0.0,Амурская область,1,False,16250.0,31000.0,3983.9357,3284.1712,3181.1383,2644.5091,2550.0623,2511.425,1914.6933,1468.2177,1403.8222,1326.5476,1313.6685,1129.068,1103.3098,897.2441,665.4203,583.8527,566.6805,472.2338
False,0.0,Забайкальский край,1,False,19500.0,20000.0,2570.2811,2118.8201,2052.3473,1706.1349,1645.2015,1620.2742,1235.286,947.2372,905.6917,855.8371,847.528,728.431,711.8128,578.8672,429.3034,376.6791,365.6003,304.6669
False,0.0,Хабаровский край,1,False,25228.75,53000.0,6811.245,5614.8733,5438.7204,4521.2574,4359.784,4293.7266,3273.5078,2510.1786,2400.0831,2267.9684,2245.9493,1930.3421,1886.3038,1533.9981,1137.6541,998.1997,968.8409,807.3674
False,0.0,Курская область,2,False,20000.0,53000.0,6811.245,5614.8733,5438.7204,4521.2574,4359.784,4293.7266,3273.5078,2510.1786,2400.0831,2267.9684,2245.9493,1930.3421,1886.3038,1533.9981,1137.6541,998.1997,968.8409,807.3674
False,0.0,Архангельская область,1,False,15000.0,35000.0,4497.992,3707.9352,3591.6078,2985.736,2879.1026,2835.4799,2161.7505,1657.6651,1584.9605,1497.715,1483.1741,1274.7542,1245.6723,1013.0176,751.281,659.1885,639.8006,533.1672
False,0.0,Томская область,1,False,25000.0,35000.0,4497.992,3707.9352,3591.6078,2985.736,2879.1026,2835.4799,2161.7505,1657.6651,1584.9605,1497.715,1483.1741,1274.7542,1245.6723,1013.0176,751.281,659.1885,639.8006,533.1672
False,0.0,Удмуртская Республика,1,False,20000.0,51250.0,6586.3454,5429.4765,5259.14,4371.9706,4215.8288,4151.9526,3165.4203,2427.2954,2320.8351,2193.0827,2171.7906,1866.6043,1824.0202,1483.3472,1100.09,965.2403,936.8509,780.709
False,0.0,Республика Саха (Якутия),1,False,35000.0,71000.0,9124.498,7521.8114,7285.833,6056.7788,5840.4653,5751.9734,4385.2652,3362.6921,3215.2057,3038.2219,3008.7246,2585.9299,2526.9353,2054.9785,1524.0271,1337.2109,1297.8812,1081.5676
False,0.0,Республика Хакасия,1,False,24000.0,61000.0,7839.3574,6462.4013,6259.6593,5203.7114,5017.8646,4941.8363,3767.6222,2889.0735,2762.3598,2610.3033,2584.9605,2221.7144,2171.0289,1765.5449,1309.3754,1148.8713,1115.081,929.2342
False,0.0,Мурманская область,1,False,51250.0,51250.0,6586.3454,5429.4765,5259.14,4371.9706,4215.8288,4151.9526,3165.4203,2427.2954,2320.8351,2193.0827,2171.7906,1866.6043,1824.0202,1483.3472,1100.09,965.2403,936.8509,780.709
False,0.0,Республика Крым,1,False,25801.0,25801.0,3315.7912,2733.3839,2647.6307,2200.9993,2122.3922,2090.2347,1593.5807,1221.9834,1168.3876,1104.0727,1093.3536,939.7124,918.2741,746.7676,553.8229,485.9349,471.6427,393.0356
False,0.0,Псковская область,1,False,20000.0,24000.0,3084.3373,2542.5841,2462.8168,2047.3619,1974.2418,1944.329,1482.3432,1136.6847,1086.8301,1027.0046,1017.0337,874.1172,854.1753,694.6406,515.1641,452.015,438.7204,365.6003
False,0.0,Камчатский край,1,False,51250.0,51250.0,6586.3454,5429.4765,5259.14,4371.9706,4215.8288,4151.9526,3165.4203,2427.2954,2320.8351,2193.0827,2171.7906,1866.6043,1824.0202,1483.3472,1100.09,965.2403,936.8509,780.709
False,0.0,Республика Северная Осетия,1,False,19305.0,25000.0,3212.8514,2648.5251,2565.4342,2132.6686,2056.5019,2025.3428,1544.1075,1184.0465,1132.1147,1069.7964,1059.4101,910.5387,889.766,723.584,536.6293,470.8489,457.0004,380.8337
False,0.0,Тамбовская область,2,False,16250.0,35000.0,4497.992,3707.9352,3591.6078,2985.736,2879.1026,2835.4799,2161.7505,1657.6651,1584.9605,1497.715,1483.1741,1274.7542,1245.6723,1013.0176,751.281,659.1885,639.8006,533.1672
False,0.0,Республика Карелия,1,False,40000.0,40000.0,5140.5622,4237.6402,4104.6946,3412.2698,3290.403,3240.5484,2470.5719,1894.4744,1811.3835,1711.6743,1695.0561,1456.8619,1423.6255,1157.7344,858.6068,753.3583,731.2007,609.3339
False,0.0,Ямало-Ненецкий автономный округ,1,False,23358.0,50000.0,6425.7028,5297.0503,5130.8683,4265.3372,4113.0037,4050.6855,3088.2149,2368.0931,2264.2293,2139.5929,2118.8201,1821.0774,1779.5319,1447.168,1073.2586,941.6978,914.0008,761.6674
False,0.0,Ростовская область,0,False,15971.5,36250.0,4658.6345,3840.3614,3719.8795,3092.3695,2981.9277,2936.747,2238.9558,1716.8675,1641.5663,1551.2048,1536.1446,1320.2811,1290.1606,1049.1968,778.1124,682.7309,662.6506,552.2088
False,0.0,Орловская область,1,False,55000.0,55000.0,7068.2731,5826.7553,5643.9551,4691.8709,4524.3041,4455.7541,3397.0364,2604.9024,2490.6523,2353.5521,2330.7021,2003.1852,1957.4851,1591.8848,1180.5844,1035.8676,1005.4009,837.8341
False,0.0,Сахалинская область,1,False,93550.0,93550.0,12022.49,9910.7811,9599.8546,7980.4459,7695.43,7578.8326,5778.0501,4430.7021,4236.3731,4003.1782,3964.3124,3407.2358,3329.5042,2707.6513,2008.0667,1761.9166,1710.0956,1425.0796
False,0.0,Новгородская область,1,False,30000.0,44400.0,5706.0241,4703.7806,4556.2111,3787.6194,3652.3473,3597.0087,2742.3349,2102.8666,2010.6356,1899.9585,1881.5123,1617.1167,1580.2243,1285.0852,953.0536,836.2277,811.6327,676.3606
False,0.0,Еврейская автономная область,1,False,93550.0,93550.0,12022.49,9910.7811,9599.8546,7980.4459,7695.43,7578.8326,5778.0501,4430.7021,4236.3731,4003.1782,3964.3124,3407.2358,3329.5042,2707.6513,2008.0667,1761.9166,1710.0956,1425.0796
False,0.0,Магаданская область,1,False,70000.0,70000.0,8995.9839,7415.8704,7183.2156,5971.4721,5758.2052,5670.9597,4323.5009,3315.3303,3169.9211,2995.43,2966.3482,2549.5084,2491.3447,2026.0352,1502.562,1318.377,1279.6012,1066.3343
False,0.0,Смоленская область,1,False,11280.0,60000.0,7710.8434,6356.4603,6157.042,5118.4047,4935.6045,4860.8226,3705.8579,2841.7117,2717.0752,2567.5114,2542.5841,2185.2929,2135.4383,1736.6016,1287.9103,1130.0374,1096.801,914.0008
False,0.0,Кабардино-Балкарская Республика,1,False,25000.0,25000.0,3212.8514,2648.5251,2565.4342,2132.6686,2056.5019,2025.3428,1544.1075,1184.0465,1132.1147,1069.7964,1059.4101,910.5387,889.766,723.584,536.6293,470.8489,457.0004,380.8337
False,2.0,Челябинская область,0,False,50000.0,80000.0,10281.1245,8475.2804,8209.3893,6824.5395,6580.806,6481.0968,4941.1439,3788.9489,3622.7669,3423.3486,3390.1122,2913.7239,2847.2511,2315.4688,1717.2137,1506.7165,1462.4013,1218.6678
False,2.0,Город федерального значения Санкт-Петербург,0,False,35000.0,110000.0,14136.5462,11653.5106,11287.9103,9383.7419,9048.6082,8911.5081,6794.0728,5209.8047,4981.3045,4707.1043,4661.4042,4006.3703,3914.9702,3183.7696,2361.1688,2071.7352,2010.8018,1675.6682
False,2.0,Нижегородская область,0,False,35000.0,100000.0,12851.4056,10594.1005,10261.7366,8530.6744,8226.0075,8101.371,6176.4299,4736.1861,4528.4587,4279.1857,4237.6402,3642.1548,3559.0638,2894.336,2146.5171,1883.3957,1828.0017,1523.3347
False,2.0,Республика Татарстан,0,False,30000.0,110000.0,14136.5462,11653.5106,11287.9103,9383.7419,9048.6082,8911.5081,6794.0728,5209.8047,4981.3045,4707.1043,4661.4042,4006.3703,3914.9702,3183.7696,2361.1688,2071.7352,2010.8018,1675.6682
False,2.0,Тульская область,1,False,35000.0,60000.0,7710.8434,6356.4603,6157.042,5118.4047,4935.6045,4860.8226,3705.8579,2841.7117,2717.0752,2567.5114,2542.5841,2185.2929,2135.4383,1736.6016,1287.9103,1130.0374,1096.801,914.0008
False,2.0,Ярославская область,1,False,43975.0,57500.0,7389.5582,6091.6078,5900.4985,4905.1378,4729.9543,4658.2883,3551.4472,2723.307,2603.8637,2460.5318,2436.6431,2094.239,2046.4617,1664.2432,1234.2473,1082.9525,1051.101,875.9175
False,2.0,Свердловская область,0,False,20000.0,120000.0,15421.6867,12712.9206,12314.0839,10236.8093,9871.209,9721.6452,7411.7158,5683.4233,5434.1504,5135.0229,5085.1683,4370.5858,4270.8766,3473.2032,2575.8205,2260.0748,2193.602,1828.0017
False,2.0,Свердловская область,0,True,57500.0,57500.0,7389.5582,6091.6078,5900.4985,4905.1378,4729.9543,4658.2883,3551.4472,2723.307,2603.8637,2460.5318,2436.6431,2094.239,2046.4617,1664.2432,1234.2473,1082.9525,1051.101,875.9175
False,2.0,Рязанская область,1,False,40000.0,40000.0,5140.5622,4237.6402,4104.6946,3412.2698,3290.403,3240.5484,2470.5719,1894.4744,1811.3835,1711.6743,1695.0561,1456.8619,1423.6255,1157.7344,858.6068,753.3583,731.2007,609.3339
False,2.0,Пензенская область,1,False,100000.0,100000.0,12851.4056,10594.1005,10261.7366,8530.6744,8226.0075,8101.371,6176.4299,4736.1861,4528.4587,4279.1857,4237.6402,3642.1548,3559.0638,2894.336,2146.5171,1883.3957,1828.0017,1523.3347
False,2.0,Калужская область,1,False,43975.0,43975.0,5651.4056,4658.7557,4512.5987,3751.3641,3617.3868,3562.5779,2716.085,2082.7378,1991.3897,1881.7719,1863.5023,1601.6376,1565.0983,1272.7842,943.9309,828.2232,803.8637,669.8864
False,2.0,Владимирская область,1,False,60000.0,60000.0,7710.8434,6356.4603,6157.042,5118.4047,4935.6045,4860.8226,3705.8579,2841.7117,2717.0752,2567.5114,2542.5841,2185.2929,2135.4383,1736.6016,1287.9103,1130.0374,1096.801,914.0008
False,2.0,Вологодская область,1,False,57500.0,80000.0,10281.1245,8475.2804,8209.3893,6824.5395,6580.806,6481.0968,4941.1439,3788.9489,3622.7669,3423.3486,3390.1122,2913.7239,2847.2511,2315.4688,1717.2137,1506.7165,1462.4013,1218.6678
False,2.0,Ленинградская область,1,False,30000.0,80000.0,10281.1245,8475.2804,8209.3893,6824.5395,6580.806,6481.0968,4941.1439,3788.9489,3622.7669,3423.3486,3390.1122,2913.7239,2847.2511,2315.4688,1717.2137,1506.7165,1462.4013,1218.6678
False,2.0,Ленинградская область,1,True,57500.0,57500.0,7389.5582,6091.6078,5900.4985,4905.1378,4729.9543,4658.2883,3551.4472,2723.307,2603.8637,2460.5318,2436.6431,2094.239,2046.4617,1664.2432,1234.2473,1082.9525,1051.101,875.9175
False,2.0,Ивановская область,1,False,30000.0,45000.0,5783.1325,4767.3452,4617.7815,3838.8035,3701.7034,3645.617,2779.3934,2131.2838,2037.8064,1925.6336,1906.9381,1638.9697,1601.5787,1302.4512,965.9327,847.528,822.6007,685.5006
False,2.0,Самарская область,0,False,20000.0,100000.0,12851.4056,10594.1005,10261.7366,8530.6744,8226.0075,8101.371,6176.4299,4736.1861,4528.4587,4279.1857,4237.6402,3642.1548,3559.0638,2894.336,2146.5171,1883.3957,1828.0017,1523.3347
False,2.0,Московская область,2,False,35000.0,110000.0,14136.5462,11653.5106,11287.9103,9383.7419,9048.6082,8911.5081,6794.0728,5209.8047,4981.3045,4707.1043,4661.4042,4006.3703,3914.9702,3183.7696,2361.1688,2071.7352,2010.8018,1675.6682
False,2.0,Ставропольский край,2,False,35000.0,115000.0,14779.1165,12183.2156,11800.9971,9810.2756,9459.9086,9316.5767,7102.8943,5446.614,5207.7275,4921.0636,4873.2862,4188.4781,4092.9234,3328.4864,2468.4947,2165.905,2102.2019,1751.8349
False,2.0,Белгородская область,2,False,20000.0,100000.0,12851.4056,10594.1005,10261.7366,8530.6744,8226.0075,8101.371,6176.4299,4736.1861,4528.4587,4279.1857,4237.6402,3642.1548,3559.0638,2894.336,2146.5171,1883.3957,1828.0017,1523.3347
False,2.0,Воронежская область,2,False,20000.0,60000.0,7710.8434,6356.4603,6157.042,5118.4047,4935.6045,4860.8226,3705.8579,2841.7117,2717.0752,2567.5114,2542.5841,2185.2929,2135.4383,1736.6016,1287.9103,1130.0374,1096.801,914.0008
False,2.0,Кемеровская область,1,False,35000.0,138000.0,17734.9398,14619.8587,14161.1965,11772.3307,11351.8903,11179.892,8523.4732,6535.9369,6249.273,5905.2763,5847.9435,5026.1737,4911.5081,3994.1836,2962.1936,2599.086,2522.6423,2102.2019
False,2.0,Приморский край,1,False,30000.0,77375.0,9943.7751,8197.1853,7940.0187,6600.6093,6364.8733,6268.4358,4779.0126,3664.624,3503.8949,3311.0199,3278.8741,2818.1173,2753.8256,2239.4925,1660.8676,1457.2774,1414.4163,1178.6802
False,2.0,Липецкая область,1,False,30000.0,110000.0,14136.5462,11653.5106,11287.9103,9383.7419,9048.6082,8911.5081,6794.0728,5209.8047,4981.3045,4707.1043,4661.4042,4006.3703,3914.9702,3183.7696,2361.1688,2071.7352,2010.8018,1675.6682
False,2.0,Город федерального значения Севастополь,1,False,30000.0,43975.0,5651.4056,4658.7557,4512.5987,3751.3641,3617.3868,3562.5779,2716.085,2082.7378,1991.3897,1881.7719,1863.5023,1601.6376,1565.0983,1272.7842,943.9309,828.2232,803.8637,669.8864
False,2.0,Брянская область,1,False,30000.0,77375.0,9943.7751,8197.1853,7940.0187,6600.6093,6364.8733,6268.4358,4779.0126,3664.624,3503.8949,3311.0199,3278.8741,2818.1173,2753.8256,2239.4925,1660.8676,1457.2774,1414.4163,1178.6802
False,2.0,Саратовская область,2,False,35000.0,105000.0,13493.9759,11123.8056,10774.8234,8957.2081,8637.3079,8506.4396,6485.2514,4972.9954,4754.8816,4493.145,4449.5222,3824.2626,3737.017,3039.0528,2253.843,1977.5654,1919.4017,1599.5015
False,2.0,Саратовская область,2,True,60000.0,60000.0,7710.8434,6356.4603,6157.042,5118.4047,4935.6045,4860.8226,3705.8579,2841.7117,2717.0752,2567.5114,2542.5841,2185.2929,2135.4383,1736.6016,1287.9103,1130.0374,1096.801,914.0008
False,2.0,Алтайский край,2,False,60000.0,140000.0,17991.9679,14831.7408,14366.4312,11942.9442,11516.4105,11341.9194,8647.0018,6630.6606,6339.8421,5990.86,5932.6963,5099.0168,4982.6894,4052.0704,3005.1239,2636.7539,2559.2023,2132.6686
False,2.0,Тверская область,1,False,35000.0,100000.0,12851.4056,10594.1005,10261.7366,8530.6744,8226.0075,8101.371,6176.4299,4736.1861,4528.4587,4279.1857,4237.6402,3642.1548,3559.0638,2894.336,2146.5171,1883.3957,1828.0017,1523.3347
False,2.0,Республика Мордовия,1,False,100000.0,100000.0,12851.4056,10594.1005,10261.7366,8530.6744,8226.0075,8101.371,6176.4299,4736.1861,4528.4587,4279.1857,4237.6402,3642.1548,3559.0638,2894.336,2146.5171,1883.3957,1828.0017,1523.3347
False,2.0,Чувашская Республика,1,False,60000.0,60000.0,7710.8434,6356.4603,6157.042,5118.4047,4935.6045,4860.8226,3705.8579,2841.7117,2717.0752,2567.5114,2542.5841,2185.2929,2135.4383,1736.6016,1287.9103,1130.0374,1096.801,914.0008
False,2.0,Кировская область,1,False,60000.0,100000.0,12851.4056,10594.1005,10261.7366,8530.6744,8226.0075,8101.371,6176.4299,4736.1861,4528.4587,4279.1857,4237.6402,3642.1548,3559.0638,2894.336,2146.5171,1883.3957,1828.0017,1523.3347
False,2.0,Астраханская область,1,False,55000.0,55000.0,7068.2731,5826.7553,5643.9551,4691.8709,4524.3041,4455.7541,3397.0364,2604.9024,2490.6523,2353.5521,2330.7021,2003.1852,1957.4851,1591.8848,1180.5844,1035.8676,1005.4009,837.8341
False,2.0,Пермский край,1,False,30000.0,102000.0,13108.4337,10805.9826,10466.9713,8701.2879,8390.5276,8263.3984,6299.9585,4830.9098,4619.0278,4364.7694,4322.393,3714.9979,3630.2451,2952.2227,2189.4474,1921.0636,1864.5617,1553.8014
False,2.0,Город федерального значения Москва,0,False,40000.0,114250.0,14682.7309,12103.7599,11724.0341,9746.2955,9398.2135,9255.8164,7056.5711,5411.0926,5173.764,4888.9697,4841.5039,4161.1619,4066.2304,3306.7788,2452.3958,2151.7795,2088.4919,1740.4099
False,2.0,Республика Башкортостан,0,False,22000.0,126000.0,16192.7711,13348.5667,12929.7881,10748.6498,10364.7694,10207.7275,7782.3016,5967.5945,5705.8579,5391.774,5339.4267,4589.1151,4484.4204,3646.8633,2704.6115,2373.0785,2303.2821,1919.4017
False,2.0,Тюменская область,1,False,40000.0,140000.0,17991.9679,14831.7408,14366.4312,11942.9442,11516.4105,11341.9194,8647.0018,6630.6606,6339.8421,5990.86,5932.6963,5099.0168,4982.6894,4052.0704,3005.1239,2636.7539,2559.2023,2132.6686
False,2.0,Омская область,1,False,46000.0,114250.0,14682.7309,12103.7599,11724.0341,9746.2955,9398.2135,9255.8164,7056.5711,5411.0926,5173.764,4888.9697,4841.5039,4161.1619,4066.2304,3306.7788,2452.3958,2151.7795,2088.4919,1740.4099
False,2.0,Омская область,1,True,70000.0,70000.0,8995.9839,7415.8704,7183.2156,5971.4721,5758.2052,5670.9597,4323.5009,3315.3303,3169.9211,2995.43,2966.3482,2549.5084,2491.3447,2026.0352,1502.562,1318.377,1279.6012,1066.3343
False,2.0,Иркутская область,1,False,22000.0,138000.0,17734.9398,14619.8587,14161.1965,11772.3307,11351.8903,11179.892,8523.4732,6535.9369,6249.273,5905.2763,5847.9435,5026.1737,4911.5081,3994.1836,2962.1936,2599.086,2522.6423,2102.2019
False,2.0,Волгоградская область,2,False,46000.0,91000.0,11694.7791,9640.6315,9338.1803,7762.9137,7485.6668,7372.2476,5620.5512,4309.9294,4120.8974,3894.059,3856.2526,3314.3609,3238.7481,2633.8457,1953.3306,1713.89,1663.4815,1386.2346
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,30000.0,91000.0,11694.7791,9640.6315,9338.1803,7762.9137,7485.6668,7372.2476,5620.5512,4309.9294,4120.8974,3894.059,3856.2526,3314.3609,3238.7481,2633.8457,1953.3306,1713.89,1663.4815,1386.2346
False,2.0,Новосибирская область,0,False,22000.0,145000.0,18634.5382,15361.4458,14879.5181,12369.4779,11927.7108,11746.988,8955.8233,6867.4699,6566.2651,6204.8193,6144.5783,5281.1245,5160.6426,4196.7871,3112.4498,2730.9237,2650.6024,2208.8353
False,2.0,Республика Коми,1,False,40000.0,91000.0,11694.7791,9640.6315,9338.1803,7762.9137,7485.6668,7372.2476,5620.5512,4309.9294,4120.8974,3894.059,3856.2526,3314.3609,3238.7481,2633.8457,1953.3306,1713.89,1663.4815,1386.2346
False,2.0,Оренбургская область,2,False,22000.0,140000.0,17991.9679,14831.7408,14366.4312,11942.9442,11516.4105,11341.9194,8647.0018,6630.6606,6339.8421,5990.86,5932.6963,5099.0168,4982.6894,4052.0704,3005.1239,2636.7539,2559.2023,2132.6686
False,2.0,Красноярский край,1,False,19408.0,140000.0,17991.9679,14831.7408,14366.4312,11942.9442,11516.4105,11341.9194,8647.0018,6630.6606,6339.8421,5990.86,5932.6963,5099.0168,4982.6894,4052.0704,3005.1239,2636.7539,2559.2023,2132.6686
False,2.0,Краснодарский край,0,False,30000.0,91000.0,11694.7791,9640.6315,9338.1803,7762.9137,7485.6668,7372.2476,5620.5512,4309.9294,4120.8974,3894.059,3856.2526,3314.3609,3238.7481,2633.8457,1953.3306,1713.89,1663.4815,1386.2346
