is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)",Командность (СК) (1371_4),Уход за растениями (685_14),Инициативность (СК) (610_4),Склонность к здоровому образу жизни (СК) (1662_4),"Выполнение работ по подготовке почвы к посадке и посеву древесно-кустарниковой, цветочно-декоративной растительности и газонных трав (4344_14)",Трудолюбие (СК) (597_4),Разработка технологии посева (посадки) сельскохозяйственных культур (270_14),Внимательность (СК) (536_4),Коммуникабельность (СК) (617_4),Выполнение операций формированию по уходу за газонами (4345_14),Высокая работоспособность (СК) (586_4),Выполнение поручений руководителя (ОПТ) (3036_36),Благоустройство и озеленение на территорий и объектов (4415_14),"Саморазвитие, обучаемость (СК) (604_4)"
False,0.0,Республика Марий Эл,1,False,13009.0,24447.0,3927.6334,3197.4964,2505.1251,2014.171,1863.1081,1221.0911,1208.5026,1195.914,1095.2055,1057.4398,918.9655,793.0798,755.3141,717.5484,679.7827,654.6056,642.017
False,0.0,Псковская область,1,False,13009.0,24447.0,3927.6334,3197.4964,2505.1251,2014.171,1863.1081,1221.0911,1208.5026,1195.914,1095.2055,1057.4398,918.9655,793.0798,755.3141,717.5484,679.7827,654.6056,642.017
False,0.0,Пермский край,1,False,15000.0,28000.0,4498.4552,3662.2039,2869.207,2306.9001,2133.8826,1398.5582,1384.1401,1369.7219,1254.3769,1211.1226,1052.5232,908.3419,865.0875,821.8332,778.5788,749.7425,735.3244
False,0.0,Вологодская область,1,False,19500.0,20000.0,3213.1823,2615.8599,2049.4336,1647.7858,1524.2019,998.9701,988.6715,978.3728,895.9835,865.0875,751.8023,648.8157,617.9197,587.0237,556.1277,535.5304,525.2317
False,0.0,Тульская область,1,False,10500.0,45000.0,7229.6601,5885.6849,4611.2255,3707.518,3429.4542,2247.6828,2224.5108,2201.3388,2015.9629,1946.447,1691.5551,1459.8352,1390.3193,1320.8033,1251.2873,1204.9434,1181.7714
False,0.0,Томская область,1,False,10500.0,40000.0,6426.3646,5231.7199,4098.8671,3295.5716,3048.4037,1997.9403,1977.3429,1956.7456,1791.967,1730.1751,1503.6045,1297.6313,1235.8393,1174.0474,1112.2554,1071.0608,1050.4634
False,0.0,Хабаровский край,1,False,14512.0,32310.5,5190.9763,4225.9871,3310.9112,2662.0391,2462.3862,1613.8612,1597.2235,1580.5857,1447.4838,1397.5705,1214.5554,1048.1779,998.2647,948.3514,898.4382,865.1627,848.525
False,0.0,Амурская область,1,False,14512.0,33197.0,5333.4006,4341.9351,3401.7523,2735.0772,2529.9464,1658.1406,1641.0463,1623.9521,1487.1982,1435.9156,1247.879,1076.9367,1025.654,974.3713,923.0886,888.9001,871.8059
False,0.0,Архангельская область,1,False,15000.0,25001.0,4016.6385,3269.9557,2561.8944,2059.8146,1905.3285,1248.7626,1235.8888,1223.0149,1120.0242,1081.4027,939.7904,811.052,772.4305,733.809,695.1874,669.4398,656.5659
False,0.0,Город федерального значения Москва,0,False,15450.0,50000.0,8032.9557,6539.6498,5123.5839,4119.4645,3810.5046,2497.4253,2471.6787,2445.932,2239.9588,2162.7188,1879.5057,1622.0391,1544.7992,1467.5592,1390.3193,1338.826,1313.0793
False,0.0,Московская область,2,False,3000.0,50000.0,8032.9557,6539.6498,5123.5839,4119.4645,3810.5046,2497.4253,2471.6787,2445.932,2239.9588,2162.7188,1879.5057,1622.0391,1544.7992,1467.5592,1390.3193,1338.826,1313.0793
False,0.0,Московская область,2,True,16245.0,28000.0,4498.4552,3662.2039,2869.207,2306.9001,2133.8826,1398.5582,1384.1401,1369.7219,1254.3769,1211.1226,1052.5232,908.3419,865.0875,821.8332,778.5788,749.7425,735.3244
False,0.0,Ямало-Ненецкий автономный округ,1,False,19140.0,37000.0,5944.3872,4839.3409,3791.4521,3048.4037,2819.7734,1848.0947,1829.0422,1809.9897,1657.5695,1600.4119,1390.8342,1200.309,1143.1514,1085.9938,1028.8363,990.7312,971.6787
False,0.0,Магаданская область,1,False,20303.0,37000.0,5944.3872,4839.3409,3791.4521,3048.4037,2819.7734,1848.0947,1829.0422,1809.9897,1657.5695,1600.4119,1390.8342,1200.309,1143.1514,1085.9938,1028.8363,990.7312,971.6787
False,0.0,Сахалинская область,1,False,20447.25,34440.0,5533.0999,4504.5108,3529.1246,2837.4871,2624.6756,1720.2266,1702.4923,1684.758,1542.8836,1489.6807,1294.6035,1117.2606,1064.0577,1010.8548,957.6519,922.1833,904.449
False,0.0,Город федерального значения Санкт-Петербург,0,False,14450.0,40000.0,6426.3646,5231.7199,4098.8671,3295.5716,3048.4037,1997.9403,1977.3429,1956.7456,1791.967,1730.1751,1503.6045,1297.6313,1235.8393,1174.0474,1112.2554,1071.0608,1050.4634
False,0.0,Город федерального значения Санкт-Петербург,0,True,14450.0,25000.0,4016.4779,3269.8249,2561.792,2059.7322,1905.2523,1248.7127,1235.8393,1222.966,1119.9794,1081.3594,939.7528,811.0196,772.3996,733.7796,695.1596,669.413,656.5396
False,0.0,Камчатский край,1,False,17000.0,35000.0,5623.069,4577.7549,3586.5088,2883.6251,2667.3532,1748.1977,1730.1751,1712.1524,1567.9712,1513.9032,1315.654,1135.4274,1081.3594,1027.2915,973.2235,937.1782,919.1555
False,0.0,Мурманская область,1,False,25944.0,38500.0,6185.3759,5035.5304,3945.1596,3171.9876,2934.0886,1923.0175,1903.1926,1883.3677,1724.7683,1665.2935,1447.2194,1248.9701,1189.4954,1130.0206,1070.5458,1030.896,1011.0711
False,1.0,Челябинская область,0,False,11600.0,14650.0,2353.656,1916.1174,1501.2101,1207.0031,1116.4779,731.7456,724.2019,716.6581,656.3079,633.6766,550.6952,475.2575,452.6262,429.9949,407.3635,392.276,384.7322
False,1.0,Пензенская область,1,False,25000.0,35000.0,5623.069,4577.7549,3586.5088,2883.6251,2667.3532,1748.1977,1730.1751,1712.1524,1567.9712,1513.9032,1315.654,1135.4274,1081.3594,1027.2915,973.2235,937.1782,919.1555
False,1.0,Саратовская область,2,False,11200.0,25250.0,4056.6426,3302.5232,2587.4099,2080.3296,1924.3048,1261.1998,1248.1977,1235.1957,1131.1792,1092.173,949.1504,819.1298,780.1236,741.1174,702.1112,676.1071,663.105
False,1.0,Ставропольский край,2,False,10000.0,25250.0,4056.6426,3302.5232,2587.4099,2080.3296,1924.3048,1261.1998,1248.1977,1235.1957,1131.1792,1092.173,949.1504,819.1298,780.1236,741.1174,702.1112,676.1071,663.105
False,1.0,Ставропольский край,2,True,10000.0,11200.0,1799.3821,1464.8816,1147.6828,922.76,853.553,559.4233,553.656,547.8888,501.7508,484.449,421.0093,363.3368,346.035,328.7333,311.4315,299.897,294.1298
False,1.0,Чувашская Республика,1,False,16000.0,16000.0,2570.5458,2092.688,1639.5469,1318.2286,1219.3615,799.1761,790.9372,782.6982,716.7868,692.07,601.4418,519.0525,494.3357,469.6189,444.9022,428.4243,420.1854
False,1.0,Самарская область,0,False,11200.0,15000.0,2409.8867,1961.895,1537.0752,1235.8393,1143.1514,749.2276,741.5036,733.7796,671.9876,648.8157,563.8517,486.6117,463.4398,440.2678,417.0958,401.6478,393.9238
False,1.0,Ярославская область,1,False,10000.0,18000.0,2891.8641,2354.2739,1844.4902,1483.0072,1371.7817,899.0731,889.8043,880.5355,806.3852,778.5788,676.622,583.9341,556.1277,528.3213,500.5149,481.9773,472.7085
False,1.0,Краснодарский край,0,False,10000.0,45000.0,7229.6601,5885.6849,4611.2255,3707.518,3429.4542,2247.6828,2224.5108,2201.3388,2015.9629,1946.447,1691.5551,1459.8352,1390.3193,1320.8033,1251.2873,1204.9434,1181.7714
False,1.0,Краснодарский край,0,True,18000.0,25000.0,4016.4779,3269.8249,2561.792,2059.7322,1905.2523,1248.7127,1235.8393,1222.966,1119.9794,1081.3594,939.7528,811.0196,772.3996,733.7796,695.1596,669.413,656.5396
False,1.0,Удмуртская Республика,1,False,25250.0,25250.0,4056.6426,3302.5232,2587.4099,2080.3296,1924.3048,1261.1998,1248.1977,1235.1957,1131.1792,1092.173,949.1504,819.1298,780.1236,741.1174,702.1112,676.1071,663.105
False,1.0,Оренбургская область,2,False,10000.0,16804.0,2699.7158,2197.8455,1721.9341,1384.4696,1280.6344,839.3347,830.6818,822.0288,752.8054,726.8465,631.6643,545.1349,519.1761,493.2173,467.2585,449.9526,441.2997
False,1.0,Волгоградская область,2,False,11200.0,18000.0,2891.8641,2354.2739,1844.4902,1483.0072,1371.7817,899.0731,889.8043,880.5355,806.3852,778.5788,676.622,583.9341,556.1277,528.3213,500.5149,481.9773,472.7085
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,25250.0,25250.0,4056.6426,3302.5232,2587.4099,2080.3296,1924.3048,1261.1998,1248.1977,1235.1957,1131.1792,1092.173,949.1504,819.1298,780.1236,741.1174,702.1112,676.1071,663.105
False,1.0,Нижегородская область,0,False,13000.0,25250.0,4056.6426,3302.5232,2587.4099,2080.3296,1924.3048,1261.1998,1248.1977,1235.1957,1131.1792,1092.173,949.1504,819.1298,780.1236,741.1174,702.1112,676.1071,663.105
False,1.0,Республика Адыгея,1,False,16804.0,16804.0,2699.7158,2197.8455,1721.9341,1384.4696,1280.6344,839.3347,830.6818,822.0288,752.8054,726.8465,631.6643,545.1349,519.1761,493.2173,467.2585,449.9526,441.2997
False,1.0,Астраханская область,1,False,11200.0,17000.0,2731.2049,2223.4809,1742.0185,1400.6179,1295.5716,849.1246,840.3708,831.6169,761.586,735.3244,639.0319,551.4933,525.2317,498.9701,472.7085,455.2008,446.447
False,1.0,Ульяновская область,1,False,11600.0,16804.0,2699.7158,2197.8455,1721.9341,1384.4696,1280.6344,839.3347,830.6818,822.0288,752.8054,726.8465,631.6643,545.1349,519.1761,493.2173,467.2585,449.9526,441.2997
False,1.0,Омская область,1,False,15000.0,20000.0,3213.1823,2615.8599,2049.4336,1647.7858,1524.2019,998.9701,988.6715,978.3728,895.9835,865.0875,751.8023,648.8157,617.9197,587.0237,556.1277,535.5304,525.2317
False,1.0,Воронежская область,2,False,11200.0,27000.0,4337.7961,3531.4109,2766.7353,2224.5108,2057.6725,1348.6097,1334.7065,1320.8033,1209.5778,1167.8682,1014.9331,875.9011,834.1916,792.482,750.7724,722.966,709.0628
False,1.0,Тюменская область,1,False,14650.0,25250.0,4056.6426,3302.5232,2587.4099,2080.3296,1924.3048,1261.1998,1248.1977,1235.1957,1131.1792,1092.173,949.1504,819.1298,780.1236,741.1174,702.1112,676.1071,663.105
False,1.0,Кабардино-Балкарская Республика,1,False,14250.0,14250.0,2289.3924,1863.8002,1460.2214,1174.0474,1085.9938,711.7662,704.4284,697.0906,638.3883,616.3749,535.6591,462.2812,440.2678,418.2544,396.241,381.5654,374.2276
False,1.0,Тверская область,1,False,15000.0,20000.0,3213.1823,2615.8599,2049.4336,1647.7858,1524.2019,998.9701,988.6715,978.3728,895.9835,865.0875,751.8023,648.8157,617.9197,587.0237,556.1277,535.5304,525.2317
False,1.0,Смоленская область,1,False,16300.0,16300.0,2618.7436,2131.9258,1670.2884,1342.9454,1242.2245,814.1607,805.7673,797.3738,730.2266,705.0463,612.7188,528.7848,503.6045,478.4243,453.2441,436.4573,428.0639
False,1.0,Карачаево-Черкесская Республика,1,False,13000.0,17000.0,2731.2049,2223.4809,1742.0185,1400.6179,1295.5716,849.1246,840.3708,831.6169,761.586,735.3244,639.0319,551.4933,525.2317,498.9701,472.7085,455.2008,446.447
False,1.0,Курганская область,1,False,28000.0,28000.0,4498.4552,3662.2039,2869.207,2306.9001,2133.8826,1398.5582,1384.1401,1369.7219,1254.3769,1211.1226,1052.5232,908.3419,865.0875,821.8332,778.5788,749.7425,735.3244
False,1.0,Республика Северная Осетия,1,False,11200.0,16804.0,2699.7158,2197.8455,1721.9341,1384.4696,1280.6344,839.3347,830.6818,822.0288,752.8054,726.8465,631.6643,545.1349,519.1761,493.2173,467.2585,449.9526,441.2997
False,1.0,Кировская область,1,False,16100.0,30000.0,4819.7734,3923.7899,3074.1504,2471.6787,2286.3028,1498.4552,1483.0072,1467.5592,1343.9753,1297.6313,1127.7034,973.2235,926.8795,880.5355,834.1916,803.2956,787.8476
False,1.0,Ростовская область,0,False,12684.0,25000.0,4016.4779,3269.8249,2561.792,2059.7322,1905.2523,1248.7127,1235.8393,1222.966,1119.9794,1081.3594,939.7528,811.0196,772.3996,733.7796,695.1596,669.413,656.5396
False,1.0,Белгородская область,2,False,12684.0,25000.0,4016.4779,3269.8249,2561.792,2059.7322,1905.2523,1248.7127,1235.8393,1222.966,1119.9794,1081.3594,939.7528,811.0196,772.3996,733.7796,695.1596,669.413,656.5396
False,1.0,Тамбовская область,2,False,24000.0,24000.0,3855.8187,3139.0319,2459.3203,1977.3429,1829.0422,1198.7642,1186.4058,1174.0474,1075.1802,1038.105,902.1627,778.5788,741.5036,704.4284,667.3532,642.6365,630.2781
False,1.0,Республика Татарстан,0,False,16100.0,16100.0,2586.6117,2105.7673,1649.794,1326.4676,1226.9825,804.171,795.8805,787.5901,721.2667,696.3955,605.2008,522.2966,497.4253,472.5541,447.6828,431.102,422.8115
False,1.0,Красноярский край,1,False,18950.0,30000.0,4819.7734,3923.7899,3074.1504,2471.6787,2286.3028,1498.4552,1483.0072,1467.5592,1343.9753,1297.6313,1127.7034,973.2235,926.8795,880.5355,834.1916,803.2956,787.8476
False,1.0,Липецкая область,1,False,15000.0,25000.0,4016.4779,3269.8249,2561.792,2059.7322,1905.2523,1248.7127,1235.8393,1222.966,1119.9794,1081.3594,939.7528,811.0196,772.3996,733.7796,695.1596,669.413,656.5396
False,1.0,Ленинградская область,1,False,16100.0,35000.0,5623.069,4577.7549,3586.5088,2883.6251,2667.3532,1748.1977,1730.1751,1712.1524,1567.9712,1513.9032,1315.654,1135.4274,1081.3594,1027.2915,973.2235,937.1782,919.1555
False,1.0,Приморский край,1,False,13000.0,24400.0,3920.0824,3191.3491,2500.309,2010.2987,1859.5263,1218.7436,1206.1792,1193.6148,1093.0999,1055.4068,917.1988,791.5551,753.862,716.1689,678.4758,653.3471,640.7827
False,1.0,Новосибирская область,0,False,15042.5,24000.0,3855.8187,3139.0319,2459.3203,1977.3429,1829.0422,1198.7642,1186.4058,1174.0474,1075.1802,1038.105,902.1627,778.5788,741.5036,704.4284,667.3532,642.6365,630.2781
False,1.0,Алтайский край,2,False,15042.5,24000.0,3855.8187,3139.0319,2459.3203,1977.3429,1829.0422,1198.7642,1186.4058,1174.0474,1075.1802,1038.105,902.1627,778.5788,741.5036,704.4284,667.3532,642.6365,630.2781
False,1.0,Республика Карелия,1,False,20000.0,24000.0,3855.8187,3139.0319,2459.3203,1977.3429,1829.0422,1198.7642,1186.4058,1174.0474,1075.1802,1038.105,902.1627,778.5788,741.5036,704.4284,667.3532,642.6365,630.2781
False,1.0,Рязанская область,1,False,18146.0,20000.0,3213.1823,2615.8599,2049.4336,1647.7858,1524.2019,998.9701,988.6715,978.3728,895.9835,865.0875,751.8023,648.8157,617.9197,587.0237,556.1277,535.5304,525.2317
False,1.0,Кемеровская область,1,False,20000.0,24000.0,3855.8187,3139.0319,2459.3203,1977.3429,1829.0422,1198.7642,1186.4058,1174.0474,1075.1802,1038.105,902.1627,778.5788,741.5036,704.4284,667.3532,642.6365,630.2781
False,1.0,Республика Крым,1,False,12684.0,40000.0,6426.3646,5231.7199,4098.8671,3295.5716,3048.4037,1997.9403,1977.3429,1956.7456,1791.967,1730.1751,1503.6045,1297.6313,1235.8393,1174.0474,1112.2554,1071.0608,1050.4634
False,1.0,Свердловская область,0,False,13000.0,25000.0,4016.4779,3269.8249,2561.792,2059.7322,1905.2523,1248.7127,1235.8393,1222.966,1119.9794,1081.3594,939.7528,811.0196,772.3996,733.7796,695.1596,669.413,656.5396
False,1.0,Курская область,2,False,18634.0,20000.0,3213.1823,2615.8599,2049.4336,1647.7858,1524.2019,998.9701,988.6715,978.3728,895.9835,865.0875,751.8023,648.8157,617.9197,587.0237,556.1277,535.5304,525.2317
False,1.0,Республика Хакасия,1,False,20000.0,20000.0,3213.1823,2615.8599,2049.4336,1647.7858,1524.2019,998.9701,988.6715,978.3728,895.9835,865.0875,751.8023,648.8157,617.9197,587.0237,556.1277,535.5304,525.2317
False,1.0,Калининградская область,1,False,24000.0,24000.0,3855.8187,3139.0319,2459.3203,1977.3429,1829.0422,1198.7642,1186.4058,1174.0474,1075.1802,1038.105,902.1627,778.5788,741.5036,704.4284,667.3532,642.6365,630.2781
False,1.0,Владимирская область,1,False,19000.0,19000.0,3052.5232,2485.0669,1946.9619,1565.3965,1447.9918,949.0216,939.2379,929.4542,851.1843,821.8332,714.2122,616.3749,587.0237,557.6725,528.3213,508.7539,498.9701
False,1.0,Иркутская область,1,False,21685.0,70000.0,11246.138,9155.5098,7173.0175,5767.2503,5334.7065,3496.3955,3460.3502,3424.3048,3135.9423,3027.8064,2631.3079,2270.8548,2162.7188,2054.5829,1946.447,1874.3563,1838.311
False,1.0,Город федерального значения Севастополь,1,False,21685.0,24000.0,3855.8187,3139.0319,2459.3203,1977.3429,1829.0422,1198.7642,1186.4058,1174.0474,1075.1802,1038.105,902.1627,778.5788,741.5036,704.4284,667.3532,642.6365,630.2781
False,1.0,Республика Коми,1,False,20000.0,22750.0,3654.9949,2975.5407,2331.2307,1874.3563,1733.7796,1136.3285,1124.6138,1112.8991,1019.1813,984.0371,855.1751,738.0278,702.8836,667.7394,632.5953,609.1658,597.4511
False,1.0,Новгородская область,1,False,12684.0,15042.5,2416.7147,1967.4537,1541.4302,1239.3409,1146.3903,751.3504,743.6045,735.8587,673.8916,650.654,565.4493,487.9905,464.7528,441.5152,418.2775,402.7858,395.0399
False,1.0,Республика Марий Эл,1,False,15000.0,22000.0,3534.5005,2877.4459,2254.3769,1812.5644,1676.622,1098.8671,1087.5386,1076.2101,985.5819,951.5963,826.9825,713.6972,679.7116,645.7261,611.7405,589.0834,577.7549
False,1.0,Пермский край,1,False,18000.0,18000.0,2891.8641,2354.2739,1844.4902,1483.0072,1371.7817,899.0731,889.8043,880.5355,806.3852,778.5788,676.622,583.9341,556.1277,528.3213,500.5149,481.9773,472.7085
False,1.0,Тульская область,1,False,13520.0,25000.0,4016.4779,3269.8249,2561.792,2059.7322,1905.2523,1248.7127,1235.8393,1222.966,1119.9794,1081.3594,939.7528,811.0196,772.3996,733.7796,695.1596,669.413,656.5396
False,1.0,Томская область,1,False,12000.0,50000.0,8032.9557,6539.6498,5123.5839,4119.4645,3810.5046,2497.4253,2471.6787,2445.932,2239.9588,2162.7188,1879.5057,1622.0391,1544.7992,1467.5592,1390.3193,1338.826,1313.0793
False,1.0,Томская область,1,True,12000.0,12000.0,1927.9094,1569.516,1229.6601,988.6715,914.5211,599.3821,593.2029,587.0237,537.5901,519.0525,451.0814,389.2894,370.7518,352.2142,333.6766,321.3182,315.139
False,1.0,Амурская область,1,False,13000.0,13000.0,2088.5685,1700.309,1332.1318,1071.0608,990.7312,649.3306,642.6365,635.9423,582.3893,562.3069,488.6715,421.7302,401.6478,381.5654,361.483,348.0947,341.4006
False,1.0,Город федерального значения Москва,0,False,17000.0,50825.0,8165.4995,6647.5541,5208.1231,4187.4356,3873.378,2538.6329,2512.4614,2486.2899,2276.9181,2198.4037,1910.5175,1648.8028,1570.2884,1491.7739,1413.2595,1360.9166,1334.7451
False,1.0,Город федерального значения Москва,0,True,14800.0,14800.0,2377.7549,1935.7364,1516.5808,1219.3615,1127.9094,739.2379,731.6169,723.9959,663.0278,640.1648,556.3337,480.1236,457.2606,434.3975,411.5345,396.2925,388.6715
False,1.0,Московская область,2,False,14800.0,50825.0,8165.4995,6647.5541,5208.1231,4187.4356,3873.378,2538.6329,2512.4614,2486.2899,2276.9181,2198.4037,1910.5175,1648.8028,1570.2884,1491.7739,1413.2595,1360.9166,1334.7451
False,1.0,Ямало-Ненецкий автономный округ,1,False,40000.0,45000.0,7229.6601,5885.6849,4611.2255,3707.518,3429.4542,2247.6828,2224.5108,2201.3388,2015.9629,1946.447,1691.5551,1459.8352,1390.3193,1320.8033,1251.2873,1204.9434,1181.7714
False,1.0,Город федерального значения Санкт-Петербург,0,False,17000.0,50000.0,8032.9557,6539.6498,5123.5839,4119.4645,3810.5046,2497.4253,2471.6787,2445.932,2239.9588,2162.7188,1879.5057,1622.0391,1544.7992,1467.5592,1390.3193,1338.826,1313.0793
False,1.0,Город федерального значения Санкт-Петербург,0,True,40000.0,40000.0,6426.3646,5231.7199,4098.8671,3295.5716,3048.4037,1997.9403,1977.3429,1956.7456,1791.967,1730.1751,1503.6045,1297.6313,1235.8393,1174.0474,1112.2554,1071.0608,1050.4634
False,2.0,Ставропольский край,2,False,11300.0,22000.0,3534.5005,2877.4459,2254.3769,1812.5644,1676.622,1098.8671,1087.5386,1076.2101,985.5819,951.5963,826.9825,713.6972,679.7116,645.7261,611.7405,589.0834,577.7549
False,2.0,Чувашская Республика,1,False,25000.0,25000.0,4016.4779,3269.8249,2561.792,2059.7322,1905.2523,1248.7127,1235.8393,1222.966,1119.9794,1081.3594,939.7528,811.0196,772.3996,733.7796,695.1596,669.413,656.5396
False,2.0,Самарская область,0,False,13222.0,25000.0,4016.4779,3269.8249,2561.792,2059.7322,1905.2523,1248.7127,1235.8393,1222.966,1119.9794,1081.3594,939.7528,811.0196,772.3996,733.7796,695.1596,669.413,656.5396
False,2.0,Краснодарский край,0,False,11300.0,55000.0,8836.2513,7193.6148,5635.9423,4531.4109,4191.5551,2747.1679,2718.8465,2690.5252,2463.9547,2378.9907,2067.4562,1784.243,1699.2791,1614.3151,1529.3512,1472.7085,1444.3872
False,2.0,Волгоградская область,2,False,10000.0,18000.0,2891.8641,2354.2739,1844.4902,1483.0072,1371.7817,899.0731,889.8043,880.5355,806.3852,778.5788,676.622,583.9341,556.1277,528.3213,500.5149,481.9773,472.7085
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,20000.0,20000.0,3213.1823,2615.8599,2049.4336,1647.7858,1524.2019,998.9701,988.6715,978.3728,895.9835,865.0875,751.8023,648.8157,617.9197,587.0237,556.1277,535.5304,525.2317
False,2.0,Нижегородская область,0,False,25000.0,25000.0,4016.4779,3269.8249,2561.792,2059.7322,1905.2523,1248.7127,1235.8393,1222.966,1119.9794,1081.3594,939.7528,811.0196,772.3996,733.7796,695.1596,669.413,656.5396
False,2.0,Ростовская область,0,False,30000.0,60000.0,9639.5469,7847.5798,6148.3007,4943.3574,4572.6056,2996.9104,2966.0144,2935.1184,2687.9506,2595.2626,2255.4068,1946.447,1853.759,1761.0711,1668.3831,1606.5911,1575.6952
False,2.0,Красноярский край,1,False,17000.0,32000.0,5141.0917,4185.3759,3279.0937,2636.4573,2438.723,1598.3522,1581.8744,1565.3965,1433.5736,1384.1401,1202.8836,1038.105,988.6715,939.2379,889.8043,856.8486,840.3708
False,2.0,Приморский край,1,False,16000.0,32000.0,5141.0917,4185.3759,3279.0937,2636.4573,2438.723,1598.3522,1581.8744,1565.3965,1433.5736,1384.1401,1202.8836,1038.105,988.6715,939.2379,889.8043,856.8486,840.3708
False,2.0,Новосибирская область,0,False,11862.0,11862.0,1905.7384,1551.4665,1215.5191,977.3018,904.0041,592.4892,586.3811,580.2729,531.4078,513.0834,445.8939,384.8126,366.4882,348.1637,329.8393,317.6231,311.5149
False,2.0,Кемеровская область,1,False,15000.0,15000.0,2409.8867,1961.895,1537.0752,1235.8393,1143.1514,749.2276,741.5036,733.7796,671.9876,648.8157,563.8517,486.6117,463.4398,440.2678,417.0958,401.6478,393.9238
False,2.0,Республика Крым,1,False,17000.0,35000.0,5623.069,4577.7549,3586.5088,2883.6251,2667.3532,1748.1977,1730.1751,1712.1524,1567.9712,1513.9032,1315.654,1135.4274,1081.3594,1027.2915,973.2235,937.1782,919.1555
False,2.0,Свердловская область,0,False,19666.0,19666.0,3159.5221,2572.1751,2015.208,1620.2678,1498.7477,982.2873,972.1607,962.034,881.0206,850.6406,739.2472,637.9804,607.6004,577.2204,546.8404,526.587,516.4604
False,2.0,Иркутская область,1,False,25000.0,25000.0,4016.4779,3269.8249,2561.792,2059.7322,1905.2523,1248.7127,1235.8393,1222.966,1119.9794,1081.3594,939.7528,811.0196,772.3996,733.7796,695.1596,669.413,656.5396
False,2.0,Тульская область,1,False,13520.0,13520.0,2172.1112,1768.3213,1385.4171,1113.9032,1030.3605,675.3038,668.3419,661.38,605.6849,584.7992,508.2183,438.5994,417.7137,396.828,375.9423,362.0185,355.0566
False,2.0,Город федерального значения Москва,0,False,60000.0,60000.0,9639.5469,7847.5798,6148.3007,4943.3574,4572.6056,2996.9104,2966.0144,2935.1184,2687.9506,2595.2626,2255.4068,1946.447,1853.759,1761.0711,1668.3831,1606.5911,1575.6952
False,2.0,Московская область,2,False,24600.0,44900.0,7213.5942,5872.6056,4600.9784,3699.2791,3421.8332,2242.688,2219.5675,2196.447,2011.483,1942.1215,1687.7961,1456.5911,1387.2297,1317.8682,1248.5067,1202.2657,1179.1452
False,2.0,Город федерального значения Санкт-Петербург,0,False,23000.0,35500.0,5703.3986,4643.1514,3637.7446,2924.8198,2705.4583,1773.172,1754.8919,1736.6117,1590.3708,1535.5304,1334.449,1151.6478,1096.8074,1041.967,987.1267,950.5664,932.2863
