is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Выполнение комплекса геодезических работ (1410_10),Работы в строительной геодезии (1402_10),"Личные установки и ценности, мировоззрение (2043_4)",Ведение исполнительной документации в строительстве (2958_10),Выполнение контрольно-исполнительной геодезической съемки (8417_10),Уверенный пользователь AutoCad (6976_10),Дисциплинированность (СК) (593_4),Составление и обновление топогеодезической документации (248_10),Вынос в натуру объектов (1445_10),Выполнение топографо-геодезической съемки (247_10),Чтение схем/чертежей (ОПТ) (3032_36),Внимательность (СК) (536_4),Знание AutoCAD (3072_10),Использование нивелира (1398_10),Знание технологии работ в топогеодезии (1408_10),Выполнение разбивочных работ (1446_10),Организация и выполнение производственных заданий при производстве этапа строительных работ (2959_10),Умение пользоваться геодезическими инструментами (4117_10),Использование тахеометра (1396_10),Коммуникабельность (СК) (617_4),Использование геодезического оборудования (1377_10),Составление/формирование/подготовка отчетности (ОПТ) (3911_36),Знания нормативных документов (4992_10),Высокая работоспособность (СК) (586_4),Составление топогеодезической документации (1440_10),"Организаторские способности, лидерство (СК) (393_4)","Восприятие, мышление, внимание, память (УСК) (1330_4)",Знание базы нормативно-технического регулирования (8402_10),Знание тахеометра (1671_10),Командность (СК) (1371_4),Стрессоустойчивость (СК) (601_4),Кропотливость (СК) (623_4)
False,1.0,Нижегородская область,0,False,24250.0,150000.0,17647.0588,14611.5131,10223.3407,9609.9402,9499.8427,7407.9899,5064.4857,4702.7367,4608.3674,4498.2699,4105.0645,4073.6081,4073.6081,3994.967,3475.9358,3397.2947,3350.1101,3145.6433,3051.274,2878.2636,2720.9814,2673.7968,2595.1557,2422.1453,2327.776,1871.6578,1855.9295,1840.2013,1698.6474,1651.4627,1651.4627,1651.4627,1620.0063
False,1.0,Тульская область,1,False,30000.0,120000.0,14117.6471,11689.2104,8178.6725,7687.9522,7599.8742,5926.3919,4051.5885,3762.1894,3686.6939,3598.6159,3284.0516,3258.8864,3258.8864,3195.9736,2780.7487,2717.8358,2680.0881,2516.5146,2441.0192,2302.6109,2176.7852,2139.0374,2076.1246,1937.7163,1862.2208,1497.3262,1484.7436,1472.1611,1358.9179,1321.1702,1321.1702,1321.1702,1296.005
False,1.0,Кемеровская область,1,False,30000.0,120000.0,14117.6471,11689.2104,8178.6725,7687.9522,7599.8742,5926.3919,4051.5885,3762.1894,3686.6939,3598.6159,3284.0516,3258.8864,3258.8864,3195.9736,2780.7487,2717.8358,2680.0881,2516.5146,2441.0192,2302.6109,2176.7852,2139.0374,2076.1246,1937.7163,1862.2208,1497.3262,1484.7436,1472.1611,1358.9179,1321.1702,1321.1702,1321.1702,1296.005
False,1.0,Белгородская область,2,False,20000.0,100000.0,11764.7059,9741.0087,6815.5604,6406.6268,6333.2285,4938.66,3376.3238,3135.1578,3072.2449,2998.8466,2736.7097,2715.7387,2715.7387,2663.3113,2317.2906,2264.8632,2233.4067,2097.0955,2034.1827,1918.8424,1813.9876,1782.5312,1730.1038,1614.7636,1551.8507,1247.7718,1237.2864,1226.8009,1132.4316,1100.9751,1100.9751,1100.9751,1080.0042
False,1.0,Белгородская область,2,True,24250.0,24250.0,2852.9412,2362.1946,1652.7734,1553.607,1535.8079,1197.625,818.7585,760.2758,745.0194,727.2203,663.6521,658.5666,658.5666,645.853,561.943,549.2293,541.6011,508.5457,493.2893,465.3193,439.892,432.2638,419.5502,391.5802,376.3238,302.5847,300.0419,297.4992,274.6147,266.9865,266.9865,266.9865,261.901
False,1.0,Калининградская область,1,False,30000.0,100000.0,11764.7059,9741.0087,6815.5604,6406.6268,6333.2285,4938.66,3376.3238,3135.1578,3072.2449,2998.8466,2736.7097,2715.7387,2715.7387,2663.3113,2317.2906,2264.8632,2233.4067,2097.0955,2034.1827,1918.8424,1813.9876,1782.5312,1730.1038,1614.7636,1551.8507,1247.7718,1237.2864,1226.8009,1132.4316,1100.9751,1100.9751,1100.9751,1080.0042
False,1.0,Костромская область,1,False,24000.0,90000.0,10588.2353,8766.9078,6134.0044,5765.9641,5699.9056,4444.794,3038.6914,2821.642,2765.0204,2698.9619,2463.0387,2444.1648,2444.1648,2396.9802,2085.5615,2038.3768,2010.0661,1887.386,1830.7644,1726.9582,1632.5889,1604.2781,1557.0934,1453.2872,1396.6656,1122.9947,1113.5577,1104.1208,1019.1884,990.8776,990.8776,990.8776,972.0038
False,1.0,Чувашская Республика,1,False,24250.0,150000.0,17647.0588,14611.5131,10223.3407,9609.9402,9499.8427,7407.9899,5064.4857,4702.7367,4608.3674,4498.2699,4105.0645,4073.6081,4073.6081,3994.967,3475.9358,3397.2947,3350.1101,3145.6433,3051.274,2878.2636,2720.9814,2673.7968,2595.1557,2422.1453,2327.776,1871.6578,1855.9295,1840.2013,1698.6474,1651.4627,1651.4627,1651.4627,1620.0063
False,1.0,Чувашская Республика,1,True,24250.0,24250.0,2852.9412,2362.1946,1652.7734,1553.607,1535.8079,1197.625,818.7585,760.2758,745.0194,727.2203,663.6521,658.5666,658.5666,645.853,561.943,549.2293,541.6011,508.5457,493.2893,465.3193,439.892,432.2638,419.5502,391.5802,376.3238,302.5847,300.0419,297.4992,274.6147,266.9865,266.9865,266.9865,261.901
False,1.0,Псковская область,1,False,30000.0,120000.0,14117.6471,11689.2104,8178.6725,7687.9522,7599.8742,5926.3919,4051.5885,3762.1894,3686.6939,3598.6159,3284.0516,3258.8864,3258.8864,3195.9736,2780.7487,2717.8358,2680.0881,2516.5146,2441.0192,2302.6109,2176.7852,2139.0374,2076.1246,1937.7163,1862.2208,1497.3262,1484.7436,1472.1611,1358.9179,1321.1702,1321.1702,1321.1702,1296.005
False,1.0,Псковская область,1,True,24250.0,24250.0,2852.9412,2362.1946,1652.7734,1553.607,1535.8079,1197.625,818.7585,760.2758,745.0194,727.2203,663.6521,658.5666,658.5666,645.853,561.943,549.2293,541.6011,508.5457,493.2893,465.3193,439.892,432.2638,419.5502,391.5802,376.3238,302.5847,300.0419,297.4992,274.6147,266.9865,266.9865,266.9865,261.901
False,1.0,Липецкая область,1,False,20000.0,100000.0,11764.7059,9741.0087,6815.5604,6406.6268,6333.2285,4938.66,3376.3238,3135.1578,3072.2449,2998.8466,2736.7097,2715.7387,2715.7387,2663.3113,2317.2906,2264.8632,2233.4067,2097.0955,2034.1827,1918.8424,1813.9876,1782.5312,1730.1038,1614.7636,1551.8507,1247.7718,1237.2864,1226.8009,1132.4316,1100.9751,1100.9751,1100.9751,1080.0042
False,1.0,Липецкая область,1,True,24250.0,24250.0,2852.9412,2362.1946,1652.7734,1553.607,1535.8079,1197.625,818.7585,760.2758,745.0194,727.2203,663.6521,658.5666,658.5666,645.853,561.943,549.2293,541.6011,508.5457,493.2893,465.3193,439.892,432.2638,419.5502,391.5802,376.3238,302.5847,300.0419,297.4992,274.6147,266.9865,266.9865,266.9865,261.901
False,1.0,Курская область,2,False,30000.0,150000.0,17647.0588,14611.5131,10223.3407,9609.9402,9499.8427,7407.9899,5064.4857,4702.7367,4608.3674,4498.2699,4105.0645,4073.6081,4073.6081,3994.967,3475.9358,3397.2947,3350.1101,3145.6433,3051.274,2878.2636,2720.9814,2673.7968,2595.1557,2422.1453,2327.776,1871.6578,1855.9295,1840.2013,1698.6474,1651.4627,1651.4627,1651.4627,1620.0063
False,1.0,Курская область,2,True,24250.0,24250.0,2852.9412,2362.1946,1652.7734,1553.607,1535.8079,1197.625,818.7585,760.2758,745.0194,727.2203,663.6521,658.5666,658.5666,645.853,561.943,549.2293,541.6011,508.5457,493.2893,465.3193,439.892,432.2638,419.5502,391.5802,376.3238,302.5847,300.0419,297.4992,274.6147,266.9865,266.9865,266.9865,261.901
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,30000.0,130000.0,15294.1176,12663.3113,8860.2286,8328.6149,8233.197,6420.2579,4389.2209,4075.7051,3993.9184,3898.5006,3557.7226,3530.4603,3530.4603,3462.3047,3012.4777,2944.3221,2903.4288,2726.2242,2644.4375,2494.4951,2358.1839,2317.2906,2249.1349,2099.1926,2017.4059,1622.1034,1608.4723,1594.8411,1472.1611,1431.2677,1431.2677,1431.2677,1404.0055
False,1.0,Город федерального значения Москва,0,False,30000.0,150000.0,17647.0588,14611.5131,10223.3407,9609.9402,9499.8427,7407.9899,5064.4857,4702.7367,4608.3674,4498.2699,4105.0645,4073.6081,4073.6081,3994.967,3475.9358,3397.2947,3350.1101,3145.6433,3051.274,2878.2636,2720.9814,2673.7968,2595.1557,2422.1453,2327.776,1871.6578,1855.9295,1840.2013,1698.6474,1651.4627,1651.4627,1651.4627,1620.0063
False,1.0,Город федерального значения Москва,0,True,50000.0,80000.0,9411.7647,7792.807,5452.4484,5125.3015,5066.5828,3950.928,2701.059,2508.1262,2457.796,2399.0773,2189.3677,2172.591,2172.591,2130.6491,1853.8324,1811.8905,1786.7254,1677.6764,1627.3461,1535.0739,1451.1901,1426.025,1384.083,1291.8108,1241.4805,998.2175,989.8291,981.4407,905.9453,880.7801,880.7801,880.7801,864.0034
False,1.0,Пермский край,1,False,30000.0,185000.0,21764.7059,18020.8661,12608.7868,11852.2596,11716.4727,9136.5209,6246.199,5800.0419,5683.6531,5547.8662,5062.9129,5024.1166,5024.1166,4927.1259,4286.9875,4189.9969,4131.8025,3879.6267,3763.2379,3549.8584,3355.8771,3297.6827,3200.692,2987.3126,2870.9238,2308.3779,2288.9798,2269.5816,2094.9984,2036.804,2036.804,2036.804,1998.0078
False,1.0,Свердловская область,0,False,30000.0,150000.0,17647.0588,14611.5131,10223.3407,9609.9402,9499.8427,7407.9899,5064.4857,4702.7367,4608.3674,4498.2699,4105.0645,4073.6081,4073.6081,3994.967,3475.9358,3397.2947,3350.1101,3145.6433,3051.274,2878.2636,2720.9814,2673.7968,2595.1557,2422.1453,2327.776,1871.6578,1855.9295,1840.2013,1698.6474,1651.4627,1651.4627,1651.4627,1620.0063
False,1.0,Свердловская область,0,True,50000.0,60000.0,7058.8235,5844.6052,4089.3363,3843.9761,3799.9371,2963.196,2025.7943,1881.0947,1843.347,1799.308,1642.0258,1629.4432,1629.4432,1597.9868,1390.3743,1358.9179,1340.044,1258.2573,1220.5096,1151.3054,1088.3926,1069.5187,1038.0623,968.8581,931.1104,748.6631,742.3718,736.0805,679.4589,660.5851,660.5851,660.5851,648.0025
False,1.0,Томская область,1,False,30000.0,170000.0,20000.0,16559.7148,11586.4528,10891.2656,10766.4884,8395.7219,5739.7504,5329.7683,5222.8164,5098.0392,4652.4064,4616.7558,4616.7558,4527.6292,3939.3939,3850.2674,3796.7914,3565.0624,3458.1105,3262.0321,3083.779,3030.303,2941.1765,2745.098,2638.1462,2121.2121,2103.3868,2085.5615,1925.1337,1871.6578,1871.6578,1871.6578,1836.0071
False,1.0,Томская область,1,True,40000.0,80000.0,9411.7647,7792.807,5452.4484,5125.3015,5066.5828,3950.928,2701.059,2508.1262,2457.796,2399.0773,2189.3677,2172.591,2172.591,2130.6491,1853.8324,1811.8905,1786.7254,1677.6764,1627.3461,1535.0739,1451.1901,1426.025,1384.083,1291.8108,1241.4805,998.2175,989.8291,981.4407,905.9453,880.7801,880.7801,880.7801,864.0034
False,1.0,Республика Дагестан,1,False,40000.0,40000.0,4705.8824,3896.4035,2726.2242,2562.6507,2533.2914,1975.464,1350.5295,1254.0631,1228.898,1199.5386,1094.6839,1086.2955,1086.2955,1065.3245,926.9162,905.9453,893.3627,838.8382,813.6731,767.537,725.5951,713.0125,692.0415,645.9054,620.7403,499.1087,494.9145,490.7204,452.9726,440.3901,440.3901,440.3901,432.0017
False,1.0,Республика Дагестан,1,True,10000.0,10000.0,1176.4706,974.1009,681.556,640.6627,633.3228,493.866,337.6324,313.5158,307.2245,299.8847,273.671,271.5739,271.5739,266.3311,231.7291,226.4863,223.3407,209.7096,203.4183,191.8842,181.3988,178.2531,173.0104,161.4764,155.1851,124.7772,123.7286,122.6801,113.2432,110.0975,110.0975,110.0975,108.0004
False,1.0,Ростовская область,0,False,25000.0,250000.0,29411.7647,24352.5218,17038.9011,16016.5671,15833.0712,12346.6499,8440.8095,7837.8945,7680.6124,7497.1165,6841.7741,6789.3468,6789.3468,6658.2783,5793.2264,5662.1579,5583.5168,5242.7388,5085.4566,4797.106,4534.9691,4456.328,4325.2595,4036.9089,3879.6267,3119.4296,3093.2159,3067.0022,2831.079,2752.4379,2752.4379,2752.4379,2700.0105
False,1.0,Ростовская область,0,True,10000.0,40000.0,4705.8824,3896.4035,2726.2242,2562.6507,2533.2914,1975.464,1350.5295,1254.0631,1228.898,1199.5386,1094.6839,1086.2955,1086.2955,1065.3245,926.9162,905.9453,893.3627,838.8382,813.6731,767.537,725.5951,713.0125,692.0415,645.9054,620.7403,499.1087,494.9145,490.7204,452.9726,440.3901,440.3901,440.3901,432.0017
False,1.0,Приморский край,1,False,30000.0,140000.0,16470.5882,13637.4122,9541.7846,8969.2776,8866.5199,6914.1239,4726.8533,4389.2209,4301.1429,4198.3852,3831.3935,3802.0342,3802.0342,3728.6358,3244.2068,3170.8084,3126.7694,2935.9337,2847.8557,2686.3794,2539.5827,2495.5437,2422.1453,2260.669,2172.591,1746.8806,1732.2009,1717.5212,1585.4042,1541.3652,1541.3652,1541.3652,1512.0059
False,1.0,Астраханская область,1,False,30000.0,150000.0,17647.0588,14611.5131,10223.3407,9609.9402,9499.8427,7407.9899,5064.4857,4702.7367,4608.3674,4498.2699,4105.0645,4073.6081,4073.6081,3994.967,3475.9358,3397.2947,3350.1101,3145.6433,3051.274,2878.2636,2720.9814,2673.7968,2595.1557,2422.1453,2327.776,1871.6578,1855.9295,1840.2013,1698.6474,1651.4627,1651.4627,1651.4627,1620.0063
False,1.0,Астраханская область,1,True,40000.0,40000.0,4705.8824,3896.4035,2726.2242,2562.6507,2533.2914,1975.464,1350.5295,1254.0631,1228.898,1199.5386,1094.6839,1086.2955,1086.2955,1065.3245,926.9162,905.9453,893.3627,838.8382,813.6731,767.537,725.5951,713.0125,692.0415,645.9054,620.7403,499.1087,494.9145,490.7204,452.9726,440.3901,440.3901,440.3901,432.0017
False,1.0,Саратовская область,2,False,30000.0,160000.0,18823.5294,15585.6139,10904.8967,10250.6029,10133.1656,7901.8559,5402.1181,5016.2525,4915.5919,4798.1546,4378.7355,4345.1819,4345.1819,4261.2981,3707.6649,3623.7811,3573.4508,3355.3528,3254.6923,3070.1478,2902.3802,2852.0499,2768.1661,2583.6217,2482.9611,1996.4349,1979.6582,1962.8814,1811.8905,1761.5602,1761.5602,1761.5602,1728.0067
False,1.0,Саратовская область,2,True,10000.0,10000.0,1176.4706,974.1009,681.556,640.6627,633.3228,493.866,337.6324,313.5158,307.2245,299.8847,273.671,271.5739,271.5739,266.3311,231.7291,226.4863,223.3407,209.7096,203.4183,191.8842,181.3988,178.2531,173.0104,161.4764,155.1851,124.7772,123.7286,122.6801,113.2432,110.0975,110.0975,110.0975,108.0004
False,1.0,Волгоградская область,2,False,24610.0,175000.0,20588.2353,17046.7652,11927.2308,11211.5969,11083.1498,8642.6549,5908.5666,5486.5262,5376.4286,5247.9815,4789.2419,4752.5427,4752.5427,4660.7948,4055.2585,3963.5105,3908.4618,3669.9172,3559.8196,3357.9742,3174.4783,3119.4296,3027.6817,2825.8362,2715.7387,2183.6007,2165.2511,2146.9015,1981.7553,1926.7065,1926.7065,1926.7065,1890.0073
False,1.0,Новгородская область,1,False,30000.0,115000.0,13529.4118,11202.16,7837.8945,7367.6208,7283.2128,5679.4589,3882.7724,3605.4315,3533.0817,3448.6736,3147.2161,3123.0995,3123.0995,3062.808,2664.8841,2604.5926,2568.4177,2411.6599,2339.3101,2206.6688,2086.0858,2049.9109,1989.6194,1856.9781,1784.6283,1434.9376,1422.8793,1410.821,1302.2963,1266.1214,1266.1214,1266.1214,1242.0048
False,1.0,Рязанская область,1,False,40000.0,140000.0,16470.5882,13637.4122,9541.7846,8969.2776,8866.5199,6914.1239,4726.8533,4389.2209,4301.1429,4198.3852,3831.3935,3802.0342,3802.0342,3728.6358,3244.2068,3170.8084,3126.7694,2935.9337,2847.8557,2686.3794,2539.5827,2495.5437,2422.1453,2260.669,2172.591,1746.8806,1732.2009,1717.5212,1585.4042,1541.3652,1541.3652,1541.3652,1512.0059
False,1.0,Брянская область,1,False,30000.0,130000.0,15294.1176,12663.3113,8860.2286,8328.6149,8233.197,6420.2579,4389.2209,4075.7051,3993.9184,3898.5006,3557.7226,3530.4603,3530.4603,3462.3047,3012.4777,2944.3221,2903.4288,2726.2242,2644.4375,2494.4951,2358.1839,2317.2906,2249.1349,2099.1926,2017.4059,1622.1034,1608.4723,1594.8411,1472.1611,1431.2677,1431.2677,1431.2677,1404.0055
False,1.0,Кировская область,1,False,30000.0,200000.0,23529.4118,19482.0174,13631.1209,12813.2536,12666.457,9877.3199,6752.6476,6270.3156,6144.4899,5997.6932,5473.4193,5431.4774,5431.4774,5326.6226,4634.5811,4529.7263,4466.8135,4194.191,4068.3653,3837.6848,3627.9753,3565.0624,3460.2076,3229.5271,3103.7014,2495.5437,2474.5727,2453.6018,2264.8632,2201.9503,2201.9503,2201.9503,2160.0084
False,1.0,Республика Карелия,1,False,30000.0,120000.0,14117.6471,11689.2104,8178.6725,7687.9522,7599.8742,5926.3919,4051.5885,3762.1894,3686.6939,3598.6159,3284.0516,3258.8864,3258.8864,3195.9736,2780.7487,2717.8358,2680.0881,2516.5146,2441.0192,2302.6109,2176.7852,2139.0374,2076.1246,1937.7163,1862.2208,1497.3262,1484.7436,1472.1611,1358.9179,1321.1702,1321.1702,1321.1702,1296.005
False,1.0,Республика Карелия,1,True,10000.0,10000.0,1176.4706,974.1009,681.556,640.6627,633.3228,493.866,337.6324,313.5158,307.2245,299.8847,273.671,271.5739,271.5739,266.3311,231.7291,226.4863,223.3407,209.7096,203.4183,191.8842,181.3988,178.2531,173.0104,161.4764,155.1851,124.7772,123.7286,122.6801,113.2432,110.0975,110.0975,110.0975,108.0004
False,1.0,Тамбовская область,2,False,30000.0,105000.0,12352.9412,10228.0591,7156.3385,6726.9582,6649.8899,5185.593,3545.14,3291.9157,3225.8572,3148.7889,2873.5451,2851.5256,2851.5256,2796.4769,2433.1551,2378.1063,2345.0771,2201.9503,2135.8918,2014.7845,1904.687,1871.6578,1816.609,1695.5017,1629.4432,1310.1604,1299.1507,1288.1409,1189.0532,1156.0239,1156.0239,1156.0239,1134.0044
False,1.0,Смоленская область,1,False,60000.0,105000.0,12352.9412,10228.0591,7156.3385,6726.9582,6649.8899,5185.593,3545.14,3291.9157,3225.8572,3148.7889,2873.5451,2851.5256,2851.5256,2796.4769,2433.1551,2378.1063,2345.0771,2201.9503,2135.8918,2014.7845,1904.687,1871.6578,1816.609,1695.5017,1629.4432,1310.1604,1299.1507,1288.1409,1189.0532,1156.0239,1156.0239,1156.0239,1134.0044
False,1.0,Смоленская область,1,True,10000.0,10000.0,1176.4706,974.1009,681.556,640.6627,633.3228,493.866,337.6324,313.5158,307.2245,299.8847,273.671,271.5739,271.5739,266.3311,231.7291,226.4863,223.3407,209.7096,203.4183,191.8842,181.3988,178.2531,173.0104,161.4764,155.1851,124.7772,123.7286,122.6801,113.2432,110.0975,110.0975,110.0975,108.0004
False,1.0,Амурская область,1,False,30000.0,150000.0,17647.0588,14611.5131,10223.3407,9609.9402,9499.8427,7407.9899,5064.4857,4702.7367,4608.3674,4498.2699,4105.0645,4073.6081,4073.6081,3994.967,3475.9358,3397.2947,3350.1101,3145.6433,3051.274,2878.2636,2720.9814,2673.7968,2595.1557,2422.1453,2327.776,1871.6578,1855.9295,1840.2013,1698.6474,1651.4627,1651.4627,1651.4627,1620.0063
False,1.0,Республика Татарстан,0,False,30000.0,170000.0,20000.0,16559.7148,11586.4528,10891.2656,10766.4884,8395.7219,5739.7504,5329.7683,5222.8164,5098.0392,4652.4064,4616.7558,4616.7558,4527.6292,3939.3939,3850.2674,3796.7914,3565.0624,3458.1105,3262.0321,3083.779,3030.303,2941.1765,2745.098,2638.1462,2121.2121,2103.3868,2085.5615,1925.1337,1871.6578,1871.6578,1871.6578,1836.0071
False,1.0,Республика Татарстан,0,True,10000.0,10000.0,1176.4706,974.1009,681.556,640.6627,633.3228,493.866,337.6324,313.5158,307.2245,299.8847,273.671,271.5739,271.5739,266.3311,231.7291,226.4863,223.3407,209.7096,203.4183,191.8842,181.3988,178.2531,173.0104,161.4764,155.1851,124.7772,123.7286,122.6801,113.2432,110.0975,110.0975,110.0975,108.0004
False,1.0,Ленинградская область,1,False,30000.0,150000.0,17647.0588,14611.5131,10223.3407,9609.9402,9499.8427,7407.9899,5064.4857,4702.7367,4608.3674,4498.2699,4105.0645,4073.6081,4073.6081,3994.967,3475.9358,3397.2947,3350.1101,3145.6433,3051.274,2878.2636,2720.9814,2673.7968,2595.1557,2422.1453,2327.776,1871.6578,1855.9295,1840.2013,1698.6474,1651.4627,1651.4627,1651.4627,1620.0063
False,1.0,Мурманская область,1,False,30000.0,130000.0,15294.1176,12663.3113,8860.2286,8328.6149,8233.197,6420.2579,4389.2209,4075.7051,3993.9184,3898.5006,3557.7226,3530.4603,3530.4603,3462.3047,3012.4777,2944.3221,2903.4288,2726.2242,2644.4375,2494.4951,2358.1839,2317.2906,2249.1349,2099.1926,2017.4059,1622.1034,1608.4723,1594.8411,1472.1611,1431.2677,1431.2677,1431.2677,1404.0055
False,1.0,Челябинская область,0,False,30000.0,132000.0,15529.4118,12858.1315,8996.5398,8456.7474,8359.8616,6519.0311,4456.7474,4138.4083,4055.3633,3958.4775,3612.4567,3584.7751,3584.7751,3515.5709,3058.8235,2989.6194,2948.0969,2768.1661,2685.1211,2532.872,2394.4637,2352.9412,2283.737,2131.4879,2048.4429,1647.0588,1633.218,1619.3772,1494.8097,1453.2872,1453.2872,1453.2872,1425.6055
False,1.0,Челябинская область,0,True,10000.0,10000.0,1176.4706,974.1009,681.556,640.6627,633.3228,493.866,337.6324,313.5158,307.2245,299.8847,273.671,271.5739,271.5739,266.3311,231.7291,226.4863,223.3407,209.7096,203.4183,191.8842,181.3988,178.2531,173.0104,161.4764,155.1851,124.7772,123.7286,122.6801,113.2432,110.0975,110.0975,110.0975,108.0004
False,1.0,Пензенская область,1,False,30000.0,100000.0,11764.7059,9741.0087,6815.5604,6406.6268,6333.2285,4938.66,3376.3238,3135.1578,3072.2449,2998.8466,2736.7097,2715.7387,2715.7387,2663.3113,2317.2906,2264.8632,2233.4067,2097.0955,2034.1827,1918.8424,1813.9876,1782.5312,1730.1038,1614.7636,1551.8507,1247.7718,1237.2864,1226.8009,1132.4316,1100.9751,1100.9751,1100.9751,1080.0042
False,1.0,Республика Коми,1,False,30000.0,140000.0,16470.5882,13637.4122,9541.7846,8969.2776,8866.5199,6914.1239,4726.8533,4389.2209,4301.1429,4198.3852,3831.3935,3802.0342,3802.0342,3728.6358,3244.2068,3170.8084,3126.7694,2935.9337,2847.8557,2686.3794,2539.5827,2495.5437,2422.1453,2260.669,2172.591,1746.8806,1732.2009,1717.5212,1585.4042,1541.3652,1541.3652,1541.3652,1512.0059
False,1.0,Республика Коми,1,True,50000.0,50000.0,5882.3529,4870.5044,3407.7802,3203.3134,3166.6142,2469.33,1688.1619,1567.5789,1536.1225,1499.4233,1368.3548,1357.8694,1357.8694,1331.6557,1158.6453,1132.4316,1116.7034,1048.5478,1017.0913,959.4212,906.9938,891.2656,865.0519,807.3818,775.9253,623.8859,618.6432,613.4004,566.2158,550.4876,550.4876,550.4876,540.0021
False,1.0,Ярославская область,1,False,30000.0,100000.0,11764.7059,9741.0087,6815.5604,6406.6268,6333.2285,4938.66,3376.3238,3135.1578,3072.2449,2998.8466,2736.7097,2715.7387,2715.7387,2663.3113,2317.2906,2264.8632,2233.4067,2097.0955,2034.1827,1918.8424,1813.9876,1782.5312,1730.1038,1614.7636,1551.8507,1247.7718,1237.2864,1226.8009,1132.4316,1100.9751,1100.9751,1100.9751,1080.0042
False,1.0,Ярославская область,1,True,10000.0,10000.0,1176.4706,974.1009,681.556,640.6627,633.3228,493.866,337.6324,313.5158,307.2245,299.8847,273.671,271.5739,271.5739,266.3311,231.7291,226.4863,223.3407,209.7096,203.4183,191.8842,181.3988,178.2531,173.0104,161.4764,155.1851,124.7772,123.7286,122.6801,113.2432,110.0975,110.0975,110.0975,108.0004
False,1.0,Удмуртская Республика,1,False,30000.0,140000.0,16470.5882,13637.4122,9541.7846,8969.2776,8866.5199,6914.1239,4726.8533,4389.2209,4301.1429,4198.3852,3831.3935,3802.0342,3802.0342,3728.6358,3244.2068,3170.8084,3126.7694,2935.9337,2847.8557,2686.3794,2539.5827,2495.5437,2422.1453,2260.669,2172.591,1746.8806,1732.2009,1717.5212,1585.4042,1541.3652,1541.3652,1541.3652,1512.0059
False,1.0,Тверская область,1,False,30000.0,105000.0,12352.9412,10228.0591,7156.3385,6726.9582,6649.8899,5185.593,3545.14,3291.9157,3225.8572,3148.7889,2873.5451,2851.5256,2851.5256,2796.4769,2433.1551,2378.1063,2345.0771,2201.9503,2135.8918,2014.7845,1904.687,1871.6578,1816.609,1695.5017,1629.4432,1310.1604,1299.1507,1288.1409,1189.0532,1156.0239,1156.0239,1156.0239,1134.0044
False,1.0,Оренбургская область,2,False,30000.0,134000.0,15764.7059,13052.9517,9132.851,8584.8799,8486.5262,6617.8043,4524.2739,4201.1115,4116.8082,4018.4544,3667.1909,3639.0899,3639.0899,3568.8372,3105.1693,3034.9166,2992.765,2810.108,2725.8048,2571.2488,2430.7434,2388.5918,2318.3391,2163.7832,2079.4799,1672.0143,1657.9637,1643.9132,1517.4583,1475.3067,1475.3067,1475.3067,1447.2056
False,1.0,Оренбургская область,2,True,10000.0,10000.0,1176.4706,974.1009,681.556,640.6627,633.3228,493.866,337.6324,313.5158,307.2245,299.8847,273.671,271.5739,271.5739,266.3311,231.7291,226.4863,223.3407,209.7096,203.4183,191.8842,181.3988,178.2531,173.0104,161.4764,155.1851,124.7772,123.7286,122.6801,113.2432,110.0975,110.0975,110.0975,108.0004
False,1.0,Республика Мордовия,1,False,60000.0,130000.0,15294.1176,12663.3113,8860.2286,8328.6149,8233.197,6420.2579,4389.2209,4075.7051,3993.9184,3898.5006,3557.7226,3530.4603,3530.4603,3462.3047,3012.4777,2944.3221,2903.4288,2726.2242,2644.4375,2494.4951,2358.1839,2317.2906,2249.1349,2099.1926,2017.4059,1622.1034,1608.4723,1594.8411,1472.1611,1431.2677,1431.2677,1431.2677,1404.0055
False,1.0,Республика Мордовия,1,True,10000.0,10000.0,1176.4706,974.1009,681.556,640.6627,633.3228,493.866,337.6324,313.5158,307.2245,299.8847,273.671,271.5739,271.5739,266.3311,231.7291,226.4863,223.3407,209.7096,203.4183,191.8842,181.3988,178.2531,173.0104,161.4764,155.1851,124.7772,123.7286,122.6801,113.2432,110.0975,110.0975,110.0975,108.0004
False,1.0,Сахалинская область,1,False,30000.0,170000.0,20000.0,16559.7148,11586.4528,10891.2656,10766.4884,8395.7219,5739.7504,5329.7683,5222.8164,5098.0392,4652.4064,4616.7558,4616.7558,4527.6292,3939.3939,3850.2674,3796.7914,3565.0624,3458.1105,3262.0321,3083.779,3030.303,2941.1765,2745.098,2638.1462,2121.2121,2103.3868,2085.5615,1925.1337,1871.6578,1871.6578,1871.6578,1836.0071
False,1.0,Владимирская область,1,False,30000.0,130000.0,15294.1176,12663.3113,8860.2286,8328.6149,8233.197,6420.2579,4389.2209,4075.7051,3993.9184,3898.5006,3557.7226,3530.4603,3530.4603,3462.3047,3012.4777,2944.3221,2903.4288,2726.2242,2644.4375,2494.4951,2358.1839,2317.2906,2249.1349,2099.1926,2017.4059,1622.1034,1608.4723,1594.8411,1472.1611,1431.2677,1431.2677,1431.2677,1404.0055
