is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Коммуникабельность (СК) (617_4),"Организация, проведение и участие в обучающих мероприятиях (медицинский представитель) (2624_12)","Личные установки и ценности, мировоззрение (2043_4)","Ответственность , добросовестность (СК) (614_4)","Владение и работа с ПК, MS Office, 1С, проф. программами, офисной техникой (2237_12)","Продажи и продвижение товаров и услуг (мед. представитель, администратор медцентра) (2623_12)",Целеустремленность (СК) (588_4),Ведение переговоров и развитие партнерских отношений (медицинский представитель) (2625_12),"Ведение электронного и бумажного документооборота (медпредставитель, администратор медцентра) (2483_12)","Саморазвитие, обучаемость (СК) (604_4)","Работа с клиентской базой (администратор медцентра, медпредставитель) (2484_12)",Командность (СК) (1371_4),Активность (СК) (576_4),Клиентоцентричность (клиенториентированность) (СК) (626_4),Грамотность (СК) (1368_4),Дисциплинированность (СК) (593_4),Стрессоустойчивость (СК) (601_4),Инициативность (СК) (610_4),Знание медицинской терминологии (мед.представитель) (2942_12),Нравственность (СК) (622_4),"Самоорганизация, отношение себе  (СК) (1629_4)"
False,0.0,Республика Северная Осетия,1,True,100000.0,100000.0,11480.0376,10135.7709,8724.2909,8347.8962,8159.6989,7850.5175,5188.8695,5000.6721,4987.2295,4946.9015,3629.5201,3320.3388,2930.5014,2876.7307,2150.8267,2137.3841,1881.9734,1680.3334,1653.448,1532.464,1384.5947
False,0.0,Республика Дагестан,1,False,31365.0,68000.0,7806.4256,6892.3242,5932.5178,5676.5694,5548.5952,5338.3519,3528.4312,3400.4571,3391.316,3363.893,2468.0737,2257.8304,1992.741,1956.1769,1462.5622,1453.4212,1279.7419,1142.6267,1124.3447,1042.0755,941.5244
False,0.0,Республика Дагестан,1,True,32500.0,32500.0,3731.0122,3294.1256,2835.3945,2713.0663,2651.9021,2551.4182,1686.3826,1625.2184,1620.8496,1607.743,1179.594,1079.1101,952.413,934.9375,699.0187,694.6498,611.6413,546.1083,537.3706,498.0508,449.9933
False,0.0,Республика Марий Эл,1,False,30000.0,60000.0,6888.0226,6081.4626,5234.5745,5008.7377,4895.8193,4710.3105,3113.3217,3000.4033,2992.3377,2968.1409,2177.7121,1992.2033,1758.3008,1726.0384,1290.496,1282.4304,1129.184,1008.2,992.0688,919.4784,830.7568
False,0.0,Ямало-Ненецкий автономный округ,1,False,30000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,0.0,Республика Хакасия,1,False,30000.0,35000.0,4018.0132,3547.5198,3053.5018,2921.7637,2855.8946,2747.6811,1816.1043,1750.2352,1745.5303,1731.4155,1270.332,1162.1186,1025.6755,1006.8558,752.7894,748.0844,658.6907,588.1167,578.7068,536.3624,484.6081
False,0.0,Самарская область,0,False,29250.0,93800.0,10768.2753,9507.3531,8183.3849,7830.3267,7653.7976,7363.7855,4867.1596,4690.6305,4678.0212,4640.1936,3404.4899,3114.4778,2748.8103,2698.3734,2017.4755,2004.8662,1765.291,1576.1527,1550.9343,1437.4513,1298.7498
False,0.0,Самарская область,0,True,15000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,0.0,Курская область,2,False,30000.0,79275.0,9100.7998,8035.1324,6916.1816,6617.7947,6468.6013,6223.4978,4113.4763,3964.2828,3953.6262,3921.6561,2877.3021,2632.1985,2323.155,2280.5283,1705.0679,1694.4112,1491.9344,1332.0843,1310.7709,1214.8609,1097.6375
False,0.0,Рязанская область,1,False,35000.0,57000.0,6543.6215,5777.3894,4972.8458,4758.3008,4651.0284,4474.795,2957.6556,2850.3831,2842.7208,2819.7338,2068.8265,1892.5931,1670.3858,1639.7365,1225.9712,1218.3089,1072.7248,957.79,942.4654,873.5045,789.219
False,0.0,Рязанская область,1,True,29250.0,29250.0,3357.911,2964.713,2551.8551,2441.7596,2386.7119,2296.2764,1517.7443,1462.6966,1458.7646,1446.9687,1061.6346,971.1991,857.1717,841.4437,629.1168,625.1848,550.4772,491.4975,483.6336,448.2457,404.994
False,0.0,Смоленская область,1,False,34875.0,63000.0,7232.4237,6385.5357,5496.3033,5259.1746,5140.6103,4945.8261,3268.9878,3150.4234,3141.9546,3116.5479,2286.5977,2091.8134,1846.2159,1812.3404,1355.0208,1346.552,1185.6432,1058.61,1041.6723,965.4523,872.2947
False,0.0,Омская область,1,False,29250.0,80000.0,9184.0301,8108.6167,6979.4327,6678.317,6527.7591,6280.414,4151.0956,4000.5377,3989.7836,3957.5212,2903.6161,2656.271,2344.4011,2301.3846,1720.6614,1709.9072,1505.5787,1344.2667,1322.7584,1225.9712,1107.6758
False,0.0,Воронежская область,2,False,29250.0,79275.0,9100.7998,8035.1324,6916.1816,6617.7947,6468.6013,6223.4978,4113.4763,3964.2828,3953.6262,3921.6561,2877.3021,2632.1985,2323.155,2280.5283,1705.0679,1694.4112,1491.9344,1332.0843,1310.7709,1214.8609,1097.6375
False,0.0,Воронежская область,2,True,29250.0,29250.0,3357.911,2964.713,2551.8551,2441.7596,2386.7119,2296.2764,1517.7443,1462.6966,1458.7646,1446.9687,1061.6346,971.1991,857.1717,841.4437,629.1168,625.1848,550.4772,491.4975,483.6336,448.2457,404.994
False,0.0,Тамбовская область,2,False,29250.0,55000.0,6314.0207,5574.674,4798.36,4591.3429,4487.8344,4317.7846,2853.8782,2750.3697,2742.9762,2720.7958,1996.2361,1826.1863,1611.7758,1582.2019,1182.9547,1175.5612,1035.0854,924.1834,909.3964,842.8552,761.5271
False,0.0,Тамбовская область,2,True,35000.0,35000.0,4018.0132,3547.5198,3053.5018,2921.7637,2855.8946,2747.6811,1816.1043,1750.2352,1745.5303,1731.4155,1270.332,1162.1186,1025.6755,1006.8558,752.7894,748.0844,658.6907,588.1167,578.7068,536.3624,484.6081
False,0.0,Забайкальский край,1,False,29250.0,63000.0,7232.4237,6385.5357,5496.3033,5259.1746,5140.6103,4945.8261,3268.9878,3150.4234,3141.9546,3116.5479,2286.5977,2091.8134,1846.2159,1812.3404,1355.0208,1346.552,1185.6432,1058.61,1041.6723,965.4523,872.2947
False,0.0,Республика Саха (Якутия),1,False,29250.0,57000.0,6543.6215,5777.3894,4972.8458,4758.3008,4651.0284,4474.795,2957.6556,2850.3831,2842.7208,2819.7338,2068.8265,1892.5931,1670.3858,1639.7365,1225.9712,1218.3089,1072.7248,957.79,942.4654,873.5045,789.219
False,0.0,Томская область,1,False,34875.0,93800.0,10768.2753,9507.3531,8183.3849,7830.3267,7653.7976,7363.7855,4867.1596,4690.6305,4678.0212,4640.1936,3404.4899,3114.4778,2748.8103,2698.3734,2017.4755,2004.8662,1765.291,1576.1527,1550.9343,1437.4513,1298.7498
False,0.0,Томская область,1,True,40000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,0.0,Город федерального значения Севастополь,1,False,29250.0,57000.0,6543.6215,5777.3894,4972.8458,4758.3008,4651.0284,4474.795,2957.6556,2850.3831,2842.7208,2819.7338,2068.8265,1892.5931,1670.3858,1639.7365,1225.9712,1218.3089,1072.7248,957.79,942.4654,873.5045,789.219
False,0.0,Астраханская область,1,False,40000.0,79275.0,9100.7998,8035.1324,6916.1816,6617.7947,6468.6013,6223.4978,4113.4763,3964.2828,3953.6262,3921.6561,2877.3021,2632.1985,2323.155,2280.5283,1705.0679,1694.4112,1491.9344,1332.0843,1310.7709,1214.8609,1097.6375
False,0.0,Республика Коми,1,False,35000.0,93800.0,10768.2753,9507.3531,8183.3849,7830.3267,7653.7976,7363.7855,4867.1596,4690.6305,4678.0212,4640.1936,3404.4899,3114.4778,2748.8103,2698.3734,2017.4755,2004.8662,1765.291,1576.1527,1550.9343,1437.4513,1298.7498
False,0.0,Республика Мордовия,1,False,35000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,0.0,Кабардино-Балкарская Республика,1,False,35000.0,80000.0,9184.0301,8108.6167,6979.4327,6678.317,6527.7591,6280.414,4151.0956,4000.5377,3989.7836,3957.5212,2903.6161,2656.271,2344.4011,2301.3846,1720.6614,1709.9072,1505.5787,1344.2667,1322.7584,1225.9712,1107.6758
False,0.0,Республика Бурятия,1,False,40000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,0.0,Херсонская область,1,False,50000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,0.0,Республика Тыва,1,False,40000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Карачаево-Черкесская Республика,1,True,5000.0,9000.0,1033.2034,912.2194,785.1862,751.3107,734.3729,706.5466,466.9983,450.0605,448.8507,445.2211,326.6568,298.8305,263.7451,258.9058,193.5744,192.3646,169.3776,151.23,148.8103,137.9218,124.6135
False,1.0,Республика Калмыкия,1,True,4000.0,9000.0,1033.2034,912.2194,785.1862,751.3107,734.3729,706.5466,466.9983,450.0605,448.8507,445.2211,326.6568,298.8305,263.7451,258.9058,193.5744,192.3646,169.3776,151.23,148.8103,137.9218,124.6135
False,1.0,Донецкая область,1,False,26000.0,26000.0,2984.8098,2635.3004,2268.3156,2170.453,2121.5217,2041.1346,1349.1061,1300.1748,1296.6797,1286.1944,943.6752,863.2881,761.9304,747.95,559.2149,555.7199,489.3131,436.8867,429.8965,398.4407,359.9946
False,1.0,Республика Карелия,1,False,10000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Республика Карелия,1,True,4000.0,20000.0,2296.0075,2027.1542,1744.8582,1669.5792,1631.9398,1570.1035,1037.7739,1000.1344,997.4459,989.3803,725.904,664.0678,586.1003,575.3461,430.1653,427.4768,376.3947,336.0667,330.6896,306.4928,276.9189
False,1.0,Республика Ингушетия,1,False,20000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,1.0,Республика Ингушетия,1,True,9000.0,9000.0,1033.2034,912.2194,785.1862,751.3107,734.3729,706.5466,466.9983,450.0605,448.8507,445.2211,326.6568,298.8305,263.7451,258.9058,193.5744,192.3646,169.3776,151.23,148.8103,137.9218,124.6135
False,1.0,Брянская область,1,False,27000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Брянская область,1,True,9000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Липецкая область,1,False,9000.0,80000.0,9184.0301,8108.6167,6979.4327,6678.317,6527.7591,6280.414,4151.0956,4000.5377,3989.7836,3957.5212,2903.6161,2656.271,2344.4011,2301.3846,1720.6614,1709.9072,1505.5787,1344.2667,1322.7584,1225.9712,1107.6758
False,1.0,Липецкая область,1,True,9000.0,27750.0,3185.7104,2812.6764,2420.9907,2316.5412,2264.3164,2178.5186,1439.9113,1387.6865,1383.9562,1372.7652,1007.1918,921.394,813.2141,798.2928,596.8544,593.1241,522.2476,466.2925,458.8318,425.2588,384.225
False,1.0,Костромская область,1,False,27000.0,80000.0,9184.0301,8108.6167,6979.4327,6678.317,6527.7591,6280.414,4151.0956,4000.5377,3989.7836,3957.5212,2903.6161,2656.271,2344.4011,2301.3846,1720.6614,1709.9072,1505.5787,1344.2667,1322.7584,1225.9712,1107.6758
False,1.0,Костромская область,1,True,9000.0,36160.0,4151.1816,3665.0948,3154.7036,3018.5993,2950.5471,2838.7471,1876.2952,1808.243,1803.3822,1788.7996,1312.4345,1200.6345,1059.6693,1040.2258,777.7389,772.8781,680.5216,607.6085,597.8868,554.139,500.6694
False,1.0,Новгородская область,1,False,20000.0,51250.0,5883.5193,5194.5826,4471.1991,4278.2968,4181.8457,4023.3902,2659.2956,2562.8445,2555.9551,2535.287,1860.129,1701.6736,1501.882,1474.3245,1102.2987,1095.4093,964.5114,861.1709,847.3921,785.3878,709.6048
False,1.0,Новгородская область,1,True,9000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Тверская область,1,False,25000.0,80000.0,9184.0301,8108.6167,6979.4327,6678.317,6527.7591,6280.414,4151.0956,4000.5377,3989.7836,3957.5212,2903.6161,2656.271,2344.4011,2301.3846,1720.6614,1709.9072,1505.5787,1344.2667,1322.7584,1225.9712,1107.6758
False,1.0,Тверская область,1,True,9000.0,27750.0,3185.7104,2812.6764,2420.9907,2316.5412,2264.3164,2178.5186,1439.9113,1387.6865,1383.9562,1372.7652,1007.1918,921.394,813.2141,798.2928,596.8544,593.1241,522.2476,466.2925,458.8318,425.2588,384.225
False,1.0,Еврейская автономная область,1,False,31200.0,31200.0,3581.7717,3162.3605,2721.9788,2604.5436,2545.8261,2449.3615,1618.9273,1560.2097,1556.0156,1543.4333,1132.4103,1035.9457,914.3164,897.54,671.0579,666.8638,587.1757,524.264,515.8758,478.1288,431.9935
False,1.0,Еврейская автономная область,1,True,20000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,1.0,Кировская область,1,False,30000.0,80000.0,9184.0301,8108.6167,6979.4327,6678.317,6527.7591,6280.414,4151.0956,4000.5377,3989.7836,3957.5212,2903.6161,2656.271,2344.4011,2301.3846,1720.6614,1709.9072,1505.5787,1344.2667,1322.7584,1225.9712,1107.6758
False,1.0,Кировская область,1,True,40000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Нижегородская область,0,False,26250.0,90000.0,10332.0339,9122.1938,7851.8618,7513.1066,7343.729,7065.4658,4669.9825,4500.6049,4488.5065,4452.2113,3266.5681,2988.3049,2637.4513,2589.0577,1935.7441,1923.6457,1693.776,1512.3,1488.1032,1379.2176,1246.1352
False,1.0,Нижегородская область,0,True,40000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,1.0,Псковская область,1,False,40000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,1.0,Псковская область,1,True,40000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Волгоградская область,2,False,30000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Волгоградская область,2,True,50000.0,55000.0,6314.0207,5574.674,4798.36,4591.3429,4487.8344,4317.7846,2853.8782,2750.3697,2742.9762,2720.7958,1996.2361,1826.1863,1611.7758,1582.2019,1182.9547,1175.5612,1035.0854,924.1834,909.3964,842.8552,761.5271
False,1.0,Город федерального значения Москва,0,False,25000.0,200000.0,22960.0753,20271.5419,17448.5818,16695.7924,16319.3978,15701.0351,10377.7389,10001.3443,9974.4589,9893.8029,7259.0402,6640.6775,5861.0028,5753.4615,4301.6534,4274.7681,3763.9468,3360.6668,3306.8961,3064.9281,2769.1894
False,1.0,Город федерального значения Москва,0,True,41875.0,70000.0,8036.0263,7095.0397,6107.0036,5843.5274,5711.7892,5495.3623,3632.2086,3500.4705,3491.0606,3462.831,2540.6641,2324.2371,2051.351,2013.7115,1505.5787,1496.1688,1317.3814,1176.2334,1157.4136,1072.7248,969.2163
False,1.0,Свердловская область,0,False,25000.0,120000.0,13776.0452,12162.9251,10469.1491,10017.4755,9791.6387,9420.6211,6226.6434,6000.8066,5984.6754,5936.2818,4355.4241,3984.4065,3516.6017,3452.0769,2580.9921,2564.8609,2258.3681,2016.4001,1984.1377,1838.9568,1661.5136
False,1.0,Свердловская область,0,True,16000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Республика Татарстан,0,False,40000.0,135000.0,15498.0508,13683.2908,11777.7927,11269.6599,11015.5935,10598.1987,7004.9738,6750.9074,6732.7598,6678.317,4899.8521,4482.4573,3956.1769,3883.5865,2903.6161,2885.4685,2540.6641,2268.4501,2232.1549,2068.8265,1869.2028
False,1.0,Республика Татарстан,0,True,40000.0,58250.0,6687.1219,5904.0866,5081.8994,4862.6495,4753.0246,4572.9265,3022.5165,2912.8915,2905.0612,2881.5701,2114.1955,1934.0973,1707.0171,1675.6957,1252.8566,1245.0262,1096.2495,978.7942,963.1335,892.6603,806.5264
False,1.0,Иркутская область,1,False,30000.0,67000.0,7691.6252,6790.9665,5845.2749,5593.0905,5466.9983,5259.8468,3476.5425,3350.4503,3341.4437,3314.424,2431.7785,2224.627,1963.4359,1927.4096,1441.0539,1432.0473,1260.9222,1125.8234,1107.8102,1026.7509,927.6785
False,1.0,Иркутская область,1,True,30000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Архангельская область,1,False,30000.0,70000.0,8036.0263,7095.0397,6107.0036,5843.5274,5711.7892,5495.3623,3632.2086,3500.4705,3491.0606,3462.831,2540.6641,2324.2371,2051.351,2013.7115,1505.5787,1496.1688,1317.3814,1176.2334,1157.4136,1072.7248,969.2163
False,1.0,Архангельская область,1,True,30000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Московская область,2,False,40000.0,100000.0,11480.0376,10135.7709,8724.2909,8347.8962,8159.6989,7850.5175,5188.8695,5000.6721,4987.2295,4946.9015,3629.5201,3320.3388,2930.5014,2876.7307,2150.8267,2137.3841,1881.9734,1680.3334,1653.448,1532.464,1384.5947
False,1.0,Московская область,2,True,53000.0,53000.0,6084.4199,5371.9586,4623.8742,4424.385,4324.6404,4160.7743,2750.1008,2650.3562,2643.2316,2621.8578,1923.6457,1759.7795,1553.1657,1524.6673,1139.9382,1132.8136,997.4459,890.5767,876.3275,812.2059,733.8352
False,1.0,Чувашская Республика,1,False,30000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Чувашская Республика,1,True,30000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,40000.0,130000.0,14924.0489,13176.5022,11341.5782,10852.2651,10607.6085,10205.6728,6745.5303,6500.8738,6483.3983,6430.9719,4718.3761,4316.4404,3809.6518,3739.75,2796.0747,2778.5993,2446.5654,2184.4334,2149.4825,1992.2033,1799.9731
False,1.0,Ханты-Мансийский автономный округ — Югра,1,True,9000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,1.0,Хабаровский край,1,False,35000.0,90000.0,10332.0339,9122.1938,7851.8618,7513.1066,7343.729,7065.4658,4669.9825,4500.6049,4488.5065,4452.2113,3266.5681,2988.3049,2637.4513,2589.0577,1935.7441,1923.6457,1693.776,1512.3,1488.1032,1379.2176,1246.1352
False,1.0,Хабаровский край,1,True,15000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,1.0,Ивановская область,1,False,30000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Ивановская область,1,True,40000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Краснодарский край,0,False,30000.0,100000.0,11480.0376,10135.7709,8724.2909,8347.8962,8159.6989,7850.5175,5188.8695,5000.6721,4987.2295,4946.9015,3629.5201,3320.3388,2930.5014,2876.7307,2150.8267,2137.3841,1881.9734,1680.3334,1653.448,1532.464,1384.5947
False,1.0,Краснодарский край,0,True,30000.0,60000.0,6888.0226,6081.4626,5234.5745,5008.7377,4895.8193,4710.3105,3113.3217,3000.4033,2992.3377,2968.1409,2177.7121,1992.2033,1758.3008,1726.0384,1290.496,1282.4304,1129.184,1008.2,992.0688,919.4784,830.7568
False,1.0,Оренбургская область,2,False,30000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Оренбургская область,2,True,9000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Тульская область,1,False,35000.0,85000.0,9758.032,8615.4053,7415.6473,7095.7118,6935.7441,6672.9399,4410.5391,4250.5713,4239.145,4204.8662,3085.0921,2822.2879,2490.9262,2445.2211,1828.2027,1816.7764,1599.6774,1428.2834,1405.4308,1302.5944,1176.9055
False,1.0,Тульская область,1,True,40000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,1.0,Город федерального значения Санкт-Петербург,0,False,26250.0,120000.0,13776.0452,12162.9251,10469.1491,10017.4755,9791.6387,9420.6211,6226.6434,6000.8066,5984.6754,5936.2818,4355.4241,3984.4065,3516.6017,3452.0769,2580.9921,2564.8609,2258.3681,2016.4001,1984.1377,1838.9568,1661.5136
False,1.0,Город федерального значения Санкт-Петербург,0,True,26250.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,1.0,Калининградская область,1,False,30000.0,70000.0,8036.0263,7095.0397,6107.0036,5843.5274,5711.7892,5495.3623,3632.2086,3500.4705,3491.0606,3462.831,2540.6641,2324.2371,2051.351,2013.7115,1505.5787,1496.1688,1317.3814,1176.2334,1157.4136,1072.7248,969.2163
False,1.0,Республика Башкортостан,0,False,30000.0,90000.0,10332.0339,9122.1938,7851.8618,7513.1066,7343.729,7065.4658,4669.9825,4500.6049,4488.5065,4452.2113,3266.5681,2988.3049,2637.4513,2589.0577,1935.7441,1923.6457,1693.776,1512.3,1488.1032,1379.2176,1246.1352
False,1.0,Республика Башкортостан,0,True,15000.0,55000.0,6314.0207,5574.674,4798.36,4591.3429,4487.8344,4317.7846,2853.8782,2750.3697,2742.9762,2720.7958,1996.2361,1826.1863,1611.7758,1582.2019,1182.9547,1175.5612,1035.0854,924.1834,909.3964,842.8552,761.5271
False,1.0,Калужская область,1,False,30000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Калужская область,1,True,9000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Мурманская область,1,False,30000.0,60000.0,6888.0226,6081.4626,5234.5745,5008.7377,4895.8193,4710.3105,3113.3217,3000.4033,2992.3377,2968.1409,2177.7121,1992.2033,1758.3008,1726.0384,1290.496,1282.4304,1129.184,1008.2,992.0688,919.4784,830.7568
False,1.0,Мурманская область,1,True,9000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
