is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)",Фрезерование (3469_35),Чтение схем/чертежей (ОПТ) (3032_36),Внимательность (СК) (536_4),Аккуратность (СК) (575_4),Кропотливость (СК) (623_4),Работать на фрезерных станках определенной группы (3638_35),Установка деталей различными способами (3545_35),"Саморазвитие, обучаемость (СК) (604_4)",Использование контрольно-измерительных инструментов (3479_35),Фрезерование сложных деталей (3635_35),Пунктуальность (СК) (612_4),Подготовка станков к работе (3512_35),Высокая работоспособность (СК) (586_4),"Виды, устройство и назначение контрольно-измерительных инструментов и приборов (3482_35)",Командность (СК) (1371_4),Механическая обработка металлов (3498_35),Коммуникабельность (СК) (617_4),Фрезерование цветных металлов и их сплавов (3658_35),Работать на фрезерных станках определенной марки (3636_35)
False,1.0,Калининградская область,1,False,18000.0,50000.0,10766.6667,8008.3333,4400.0,4191.6667,3850.0,2975.0,2825.0,2250.0,1958.3333,1233.3333,966.6667,908.3333,750.0,683.3333,666.6667,591.6667,558.3333,541.6667,516.6667,491.6667,433.3333,433.3333
False,1.0,Республика Дагестан,1,False,18000.0,45000.0,9690.0,7207.5,3960.0,3772.5,3465.0,2677.5,2542.5,2025.0,1762.5,1110.0,870.0,817.5,675.0,615.0,600.0,532.5,502.5,487.5,465.0,442.5,390.0,390.0
False,1.0,Тульская область,1,False,21500.0,100000.0,21533.3333,16016.6667,8800.0,8383.3333,7700.0,5950.0,5650.0,4500.0,3916.6667,2466.6667,1933.3333,1816.6667,1500.0,1366.6667,1333.3333,1183.3333,1116.6667,1083.3333,1033.3333,983.3333,866.6667,866.6667
False,1.0,Город федерального значения Санкт-Петербург,0,False,27000.0,130000.0,27993.3333,20821.6667,11440.0,10898.3333,10010.0,7735.0,7345.0,5850.0,5091.6667,3206.6667,2513.3333,2361.6667,1950.0,1776.6667,1733.3333,1538.3333,1451.6667,1408.3333,1343.3333,1278.3333,1126.6667,1126.6667
False,1.0,Город федерального значения Санкт-Петербург,0,True,60000.0,60000.0,12920.0,9610.0,5280.0,5030.0,4620.0,3570.0,3390.0,2700.0,2350.0,1480.0,1160.0,1090.0,900.0,820.0,800.0,710.0,670.0,650.0,620.0,590.0,520.0,520.0
False,1.0,Город федерального значения Москва,0,False,21500.0,135000.0,29070.0,21622.5,11880.0,11317.5,10395.0,8032.5,7627.5,6075.0,5287.5,3330.0,2610.0,2452.5,2025.0,1845.0,1800.0,1597.5,1507.5,1462.5,1395.0,1327.5,1170.0,1170.0
False,1.0,Город федерального значения Москва,0,True,45000.0,47000.0,10120.6667,7527.8333,4136.0,3940.1667,3619.0,2796.5,2655.5,2115.0,1840.8333,1159.3333,908.6667,853.8333,705.0,642.3333,626.6667,556.1667,524.8333,509.1667,485.6667,462.1667,407.3333,407.3333
False,1.0,Самарская область,0,False,21500.0,130000.0,27993.3333,20821.6667,11440.0,10898.3333,10010.0,7735.0,7345.0,5850.0,5091.6667,3206.6667,2513.3333,2361.6667,1950.0,1776.6667,1733.3333,1538.3333,1451.6667,1408.3333,1343.3333,1278.3333,1126.6667,1126.6667
False,1.0,Самарская область,0,True,22000.0,22000.0,4737.3333,3523.6667,1936.0,1844.3333,1694.0,1309.0,1243.0,990.0,861.6667,542.6667,425.3333,399.6667,330.0,300.6667,293.3333,260.3333,245.6667,238.3333,227.3333,216.3333,190.6667,190.6667
False,1.0,Астраханская область,1,False,27000.0,79750.0,17172.8333,12773.2917,7018.0,6685.7083,6140.75,4745.125,4505.875,3588.75,3123.5417,1967.1667,1541.8333,1448.7917,1196.25,1089.9167,1063.3333,943.7083,890.5417,863.9583,824.0833,784.2083,691.1667,691.1667
False,1.0,Свердловская область,0,False,21500.0,140000.0,30146.6667,22423.3333,12320.0,11736.6667,10780.0,8330.0,7910.0,6300.0,5483.3333,3453.3333,2706.6667,2543.3333,2100.0,1913.3333,1866.6667,1656.6667,1563.3333,1516.6667,1446.6667,1376.6667,1213.3333,1213.3333
False,1.0,Оренбургская область,2,False,21500.0,125000.0,26916.6667,20020.8333,11000.0,10479.1667,9625.0,7437.5,7062.5,5625.0,4895.8333,3083.3333,2416.6667,2270.8333,1875.0,1708.3333,1666.6667,1479.1667,1395.8333,1354.1667,1291.6667,1229.1667,1083.3333,1083.3333
False,1.0,Удмуртская Республика,1,False,21500.0,110000.0,23686.6667,17618.3333,9680.0,9221.6667,8470.0,6545.0,6215.0,4950.0,4308.3333,2713.3333,2126.6667,1998.3333,1650.0,1503.3333,1466.6667,1301.6667,1228.3333,1191.6667,1136.6667,1081.6667,953.3333,953.3333
False,1.0,Омская область,1,False,21500.0,140000.0,30146.6667,22423.3333,12320.0,11736.6667,10780.0,8330.0,7910.0,6300.0,5483.3333,3453.3333,2706.6667,2543.3333,2100.0,1913.3333,1866.6667,1656.6667,1563.3333,1516.6667,1446.6667,1376.6667,1213.3333,1213.3333
False,1.0,Республика Татарстан,0,False,21500.0,110000.0,23686.6667,17618.3333,9680.0,9221.6667,8470.0,6545.0,6215.0,4950.0,4308.3333,2713.3333,2126.6667,1998.3333,1650.0,1503.3333,1466.6667,1301.6667,1228.3333,1191.6667,1136.6667,1081.6667,953.3333,953.3333
False,1.0,Республика Татарстан,0,True,50000.0,50000.0,10766.6667,8008.3333,4400.0,4191.6667,3850.0,2975.0,2825.0,2250.0,1958.3333,1233.3333,966.6667,908.3333,750.0,683.3333,666.6667,591.6667,558.3333,541.6667,516.6667,491.6667,433.3333,433.3333
False,1.0,Республика Башкортостан,0,False,21500.0,127000.0,27347.3333,20341.1667,11176.0,10646.8333,9779.0,7556.5,7175.5,5715.0,4974.1667,3132.6667,2455.3333,2307.1667,1905.0,1735.6667,1693.3333,1502.8333,1418.1667,1375.8333,1312.3333,1248.8333,1100.6667,1100.6667
False,1.0,Владимирская область,1,False,21500.0,130000.0,27993.3333,20821.6667,11440.0,10898.3333,10010.0,7735.0,7345.0,5850.0,5091.6667,3206.6667,2513.3333,2361.6667,1950.0,1776.6667,1733.3333,1538.3333,1451.6667,1408.3333,1343.3333,1278.3333,1126.6667,1126.6667
False,1.0,Рязанская область,1,False,22000.0,115000.0,24763.3333,18419.1667,10120.0,9640.8333,8855.0,6842.5,6497.5,5175.0,4504.1667,2836.6667,2223.3333,2089.1667,1725.0,1571.6667,1533.3333,1360.8333,1284.1667,1245.8333,1188.3333,1130.8333,996.6667,996.6667
False,1.0,Кировская область,1,False,20000.0,120000.0,25840.0,19220.0,10560.0,10060.0,9240.0,7140.0,6780.0,5400.0,4700.0,2960.0,2320.0,2180.0,1800.0,1640.0,1600.0,1420.0,1340.0,1300.0,1240.0,1180.0,1040.0,1040.0
False,1.0,Приморский край,1,False,22000.0,120000.0,25840.0,19220.0,10560.0,10060.0,9240.0,7140.0,6780.0,5400.0,4700.0,2960.0,2320.0,2180.0,1800.0,1640.0,1600.0,1420.0,1340.0,1300.0,1240.0,1180.0,1040.0,1040.0
False,1.0,Хабаровский край,1,False,21500.0,120000.0,25840.0,19220.0,10560.0,10060.0,9240.0,7140.0,6780.0,5400.0,4700.0,2960.0,2320.0,2180.0,1800.0,1640.0,1600.0,1420.0,1340.0,1300.0,1240.0,1180.0,1040.0,1040.0
False,1.0,Тюменская область,1,False,22000.0,125000.0,26916.6667,20020.8333,11000.0,10479.1667,9625.0,7437.5,7062.5,5625.0,4895.8333,3083.3333,2416.6667,2270.8333,1875.0,1708.3333,1666.6667,1479.1667,1395.8333,1354.1667,1291.6667,1229.1667,1083.3333,1083.3333
False,1.0,Амурская область,1,False,65000.0,65000.0,13996.6667,10410.8333,5720.0,5449.1667,5005.0,3867.5,3672.5,2925.0,2545.8333,1603.3333,1256.6667,1180.8333,975.0,888.3333,866.6667,769.1667,725.8333,704.1667,671.6667,639.1667,563.3333,563.3333
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,27000.0,95000.0,20456.6667,15215.8333,8360.0,7964.1667,7315.0,5652.5,5367.5,4275.0,3720.8333,2343.3333,1836.6667,1725.8333,1425.0,1298.3333,1266.6667,1124.1667,1060.8333,1029.1667,981.6667,934.1667,823.3333,823.3333
False,1.0,Челябинская область,0,False,21500.0,123000.0,26486.0,19700.5,10824.0,10311.5,9471.0,7318.5,6949.5,5535.0,4817.5,3034.0,2378.0,2234.5,1845.0,1681.0,1640.0,1455.5,1373.5,1332.5,1271.0,1209.5,1066.0,1066.0
False,1.0,Челябинская область,0,True,85000.0,85000.0,18303.3333,13614.1667,7480.0,7125.8333,6545.0,5057.5,4802.5,3825.0,3329.1667,2096.6667,1643.3333,1544.1667,1275.0,1161.6667,1133.3333,1005.8333,949.1667,920.8333,878.3333,835.8333,736.6667,736.6667
False,1.0,Липецкая область,1,False,21500.0,127000.0,27347.3333,20341.1667,11176.0,10646.8333,9779.0,7556.5,7175.5,5715.0,4974.1667,3132.6667,2455.3333,2307.1667,1905.0,1735.6667,1693.3333,1502.8333,1418.1667,1375.8333,1312.3333,1248.8333,1100.6667,1100.6667
False,1.0,Тверская область,1,False,16242.0,130000.0,27993.3333,20821.6667,11440.0,10898.3333,10010.0,7735.0,7345.0,5850.0,5091.6667,3206.6667,2513.3333,2361.6667,1950.0,1776.6667,1733.3333,1538.3333,1451.6667,1408.3333,1343.3333,1278.3333,1126.6667,1126.6667
False,1.0,Вологодская область,1,False,21500.0,125000.0,26916.6667,20020.8333,11000.0,10479.1667,9625.0,7437.5,7062.5,5625.0,4895.8333,3083.3333,2416.6667,2270.8333,1875.0,1708.3333,1666.6667,1479.1667,1395.8333,1354.1667,1291.6667,1229.1667,1083.3333,1083.3333
False,1.0,Республика Марий Эл,1,False,21500.0,125000.0,26916.6667,20020.8333,11000.0,10479.1667,9625.0,7437.5,7062.5,5625.0,4895.8333,3083.3333,2416.6667,2270.8333,1875.0,1708.3333,1666.6667,1479.1667,1395.8333,1354.1667,1291.6667,1229.1667,1083.3333,1083.3333
False,1.0,Ульяновская область,1,False,21500.0,135000.0,29070.0,21622.5,11880.0,11317.5,10395.0,8032.5,7627.5,6075.0,5287.5,3330.0,2610.0,2452.5,2025.0,1845.0,1800.0,1597.5,1507.5,1462.5,1395.0,1327.5,1170.0,1170.0
False,1.0,Пензенская область,1,False,21500.0,110000.0,23686.6667,17618.3333,9680.0,9221.6667,8470.0,6545.0,6215.0,4950.0,4308.3333,2713.3333,2126.6667,1998.3333,1650.0,1503.3333,1466.6667,1301.6667,1228.3333,1191.6667,1136.6667,1081.6667,953.3333,953.3333
False,1.0,Воронежская область,2,False,21500.0,140000.0,30146.6667,22423.3333,12320.0,11736.6667,10780.0,8330.0,7910.0,6300.0,5483.3333,3453.3333,2706.6667,2543.3333,2100.0,1913.3333,1866.6667,1656.6667,1563.3333,1516.6667,1446.6667,1376.6667,1213.3333,1213.3333
False,1.0,Ярославская область,1,False,21500.0,120000.0,25840.0,19220.0,10560.0,10060.0,9240.0,7140.0,6780.0,5400.0,4700.0,2960.0,2320.0,2180.0,1800.0,1640.0,1600.0,1420.0,1340.0,1300.0,1240.0,1180.0,1040.0,1040.0
False,1.0,Ивановская область,1,False,21500.0,140000.0,30146.6667,22423.3333,12320.0,11736.6667,10780.0,8330.0,7910.0,6300.0,5483.3333,3453.3333,2706.6667,2543.3333,2100.0,1913.3333,1866.6667,1656.6667,1563.3333,1516.6667,1446.6667,1376.6667,1213.3333,1213.3333
False,1.0,Иркутская область,1,False,21500.0,85000.0,18303.3333,13614.1667,7480.0,7125.8333,6545.0,5057.5,4802.5,3825.0,3329.1667,2096.6667,1643.3333,1544.1667,1275.0,1161.6667,1133.3333,1005.8333,949.1667,920.8333,878.3333,835.8333,736.6667,736.6667
False,1.0,Иркутская область,1,True,27000.0,35000.0,7536.6667,5605.8333,3080.0,2934.1667,2695.0,2082.5,1977.5,1575.0,1370.8333,863.3333,676.6667,635.8333,525.0,478.3333,466.6667,414.1667,390.8333,379.1667,361.6667,344.1667,303.3333,303.3333
False,1.0,Республика Коми,1,False,30000.0,110000.0,23686.6667,17618.3333,9680.0,9221.6667,8470.0,6545.0,6215.0,4950.0,4308.3333,2713.3333,2126.6667,1998.3333,1650.0,1503.3333,1466.6667,1301.6667,1228.3333,1191.6667,1136.6667,1081.6667,953.3333,953.3333
False,1.0,Волгоградская область,2,False,18000.0,125000.0,26916.6667,20020.8333,11000.0,10479.1667,9625.0,7437.5,7062.5,5625.0,4895.8333,3083.3333,2416.6667,2270.8333,1875.0,1708.3333,1666.6667,1479.1667,1395.8333,1354.1667,1291.6667,1229.1667,1083.3333,1083.3333
False,1.0,Волгоградская область,2,True,80000.0,80000.0,17226.6667,12813.3333,7040.0,6706.6667,6160.0,4760.0,4520.0,3600.0,3133.3333,1973.3333,1546.6667,1453.3333,1200.0,1093.3333,1066.6667,946.6667,893.3333,866.6667,826.6667,786.6667,693.3333,693.3333
False,1.0,Нижегородская область,0,False,21500.0,145000.0,31223.3333,23224.1667,12760.0,12155.8333,11165.0,8627.5,8192.5,6525.0,5679.1667,3576.6667,2803.3333,2634.1667,2175.0,1981.6667,1933.3333,1715.8333,1619.1667,1570.8333,1498.3333,1425.8333,1256.6667,1256.6667
False,1.0,Краснодарский край,0,False,21500.0,130000.0,27993.3333,20821.6667,11440.0,10898.3333,10010.0,7735.0,7345.0,5850.0,5091.6667,3206.6667,2513.3333,2361.6667,1950.0,1776.6667,1733.3333,1538.3333,1451.6667,1408.3333,1343.3333,1278.3333,1126.6667,1126.6667
False,1.0,Краснодарский край,0,True,35000.0,70000.0,15073.3333,11211.6667,6160.0,5868.3333,5390.0,4165.0,3955.0,3150.0,2741.6667,1726.6667,1353.3333,1271.6667,1050.0,956.6667,933.3333,828.3333,781.6667,758.3333,723.3333,688.3333,606.6667,606.6667
False,1.0,Курская область,2,False,21500.0,120000.0,25840.0,19220.0,10560.0,10060.0,9240.0,7140.0,6780.0,5400.0,4700.0,2960.0,2320.0,2180.0,1800.0,1640.0,1600.0,1420.0,1340.0,1300.0,1240.0,1180.0,1040.0,1040.0
False,1.0,Курганская область,1,False,18679.0,125000.0,26916.6667,20020.8333,11000.0,10479.1667,9625.0,7437.5,7062.5,5625.0,4895.8333,3083.3333,2416.6667,2270.8333,1875.0,1708.3333,1666.6667,1479.1667,1395.8333,1354.1667,1291.6667,1229.1667,1083.3333,1083.3333
False,1.0,Ростовская область,0,False,21500.0,110000.0,23686.6667,17618.3333,9680.0,9221.6667,8470.0,6545.0,6215.0,4950.0,4308.3333,2713.3333,2126.6667,1998.3333,1650.0,1503.3333,1466.6667,1301.6667,1228.3333,1191.6667,1136.6667,1081.6667,953.3333,953.3333
False,1.0,Ленинградская область,1,False,21500.0,120000.0,25840.0,19220.0,10560.0,10060.0,9240.0,7140.0,6780.0,5400.0,4700.0,2960.0,2320.0,2180.0,1800.0,1640.0,1600.0,1420.0,1340.0,1300.0,1240.0,1180.0,1040.0,1040.0
False,1.0,Белгородская область,2,False,21500.0,140000.0,30146.6667,22423.3333,12320.0,11736.6667,10780.0,8330.0,7910.0,6300.0,5483.3333,3453.3333,2706.6667,2543.3333,2100.0,1913.3333,1866.6667,1656.6667,1563.3333,1516.6667,1446.6667,1376.6667,1213.3333,1213.3333
False,1.0,Брянская область,1,False,21500.0,132000.0,28424.0,21142.0,11616.0,11066.0,10164.0,7854.0,7458.0,5940.0,5170.0,3256.0,2552.0,2398.0,1980.0,1804.0,1760.0,1562.0,1474.0,1430.0,1364.0,1298.0,1144.0,1144.0
False,1.0,Псковская область,1,False,21500.0,127000.0,27347.3333,20341.1667,11176.0,10646.8333,9779.0,7556.5,7175.5,5715.0,4974.1667,3132.6667,2455.3333,2307.1667,1905.0,1735.6667,1693.3333,1502.8333,1418.1667,1375.8333,1312.3333,1248.8333,1100.6667,1100.6667
False,1.0,Томская область,1,False,21500.0,85000.0,18303.3333,13614.1667,7480.0,7125.8333,6545.0,5057.5,4802.5,3825.0,3329.1667,2096.6667,1643.3333,1544.1667,1275.0,1161.6667,1133.3333,1005.8333,949.1667,920.8333,878.3333,835.8333,736.6667,736.6667
False,1.0,Тамбовская область,2,False,21500.0,125000.0,26916.6667,20020.8333,11000.0,10479.1667,9625.0,7437.5,7062.5,5625.0,4895.8333,3083.3333,2416.6667,2270.8333,1875.0,1708.3333,1666.6667,1479.1667,1395.8333,1354.1667,1291.6667,1229.1667,1083.3333,1083.3333
False,1.0,Орловская область,1,False,27000.0,110000.0,23686.6667,17618.3333,9680.0,9221.6667,8470.0,6545.0,6215.0,4950.0,4308.3333,2713.3333,2126.6667,1998.3333,1650.0,1503.3333,1466.6667,1301.6667,1228.3333,1191.6667,1136.6667,1081.6667,953.3333,953.3333
False,1.0,Московская область,2,False,21500.0,127000.0,27347.3333,20341.1667,11176.0,10646.8333,9779.0,7556.5,7175.5,5715.0,4974.1667,3132.6667,2455.3333,2307.1667,1905.0,1735.6667,1693.3333,1502.8333,1418.1667,1375.8333,1312.3333,1248.8333,1100.6667,1100.6667
False,1.0,Республика Крым,1,False,21500.0,110000.0,23686.6667,17618.3333,9680.0,9221.6667,8470.0,6545.0,6215.0,4950.0,4308.3333,2713.3333,2126.6667,1998.3333,1650.0,1503.3333,1466.6667,1301.6667,1228.3333,1191.6667,1136.6667,1081.6667,953.3333,953.3333
False,1.0,Республика Мордовия,1,False,22000.0,100000.0,21533.3333,16016.6667,8800.0,8383.3333,7700.0,5950.0,5650.0,4500.0,3916.6667,2466.6667,1933.3333,1816.6667,1500.0,1366.6667,1333.3333,1183.3333,1116.6667,1083.3333,1033.3333,983.3333,866.6667,866.6667
False,1.0,Красноярский край,1,False,21500.0,85000.0,18303.3333,13614.1667,7480.0,7125.8333,6545.0,5057.5,4802.5,3825.0,3329.1667,2096.6667,1643.3333,1544.1667,1275.0,1161.6667,1133.3333,1005.8333,949.1667,920.8333,878.3333,835.8333,736.6667,736.6667
False,1.0,Республика Адыгея,1,False,16242.0,35000.0,7536.6667,5605.8333,3080.0,2934.1667,2695.0,2082.5,1977.5,1575.0,1370.8333,863.3333,676.6667,635.8333,525.0,478.3333,466.6667,414.1667,390.8333,379.1667,361.6667,344.1667,303.3333,303.3333
False,1.0,Республика Хакасия,1,False,22000.0,79750.0,17172.8333,12773.2917,7018.0,6685.7083,6140.75,4745.125,4505.875,3588.75,3123.5417,1967.1667,1541.8333,1448.7917,1196.25,1089.9167,1063.3333,943.7083,890.5417,863.9583,824.0833,784.2083,691.1667,691.1667
False,1.0,Камчатский край,1,False,65000.0,65000.0,13996.6667,10410.8333,5720.0,5449.1667,5005.0,3867.5,3672.5,2925.0,2545.8333,1603.3333,1256.6667,1180.8333,975.0,888.3333,866.6667,769.1667,725.8333,704.1667,671.6667,639.1667,563.3333,563.3333
False,1.0,Пермский край,1,False,25000.0,115000.0,24763.3333,18419.1667,10120.0,9640.8333,8855.0,6842.5,6497.5,5175.0,4504.1667,2836.6667,2223.3333,2089.1667,1725.0,1571.6667,1533.3333,1360.8333,1284.1667,1245.8333,1188.3333,1130.8333,996.6667,996.6667
False,1.0,Республика Бурятия,1,False,25000.0,70000.0,15073.3333,11211.6667,6160.0,5868.3333,5390.0,4165.0,3955.0,3150.0,2741.6667,1726.6667,1353.3333,1271.6667,1050.0,956.6667,933.3333,828.3333,781.6667,758.3333,723.3333,688.3333,606.6667,606.6667
False,1.0,Костромская область,1,False,25000.0,120000.0,25840.0,19220.0,10560.0,10060.0,9240.0,7140.0,6780.0,5400.0,4700.0,2960.0,2320.0,2180.0,1800.0,1640.0,1600.0,1420.0,1340.0,1300.0,1240.0,1180.0,1040.0,1040.0
False,1.0,Калужская область,1,False,25000.0,140000.0,30146.6667,22423.3333,12320.0,11736.6667,10780.0,8330.0,7910.0,6300.0,5483.3333,3453.3333,2706.6667,2543.3333,2100.0,1913.3333,1866.6667,1656.6667,1563.3333,1516.6667,1446.6667,1376.6667,1213.3333,1213.3333
False,1.0,Новгородская область,1,False,25000.0,100000.0,21533.3333,16016.6667,8800.0,8383.3333,7700.0,5950.0,5650.0,4500.0,3916.6667,2466.6667,1933.3333,1816.6667,1500.0,1366.6667,1333.3333,1183.3333,1116.6667,1083.3333,1033.3333,983.3333,866.6667,866.6667
False,1.0,Архангельская область,1,False,25000.0,110000.0,23686.6667,17618.3333,9680.0,9221.6667,8470.0,6545.0,6215.0,4950.0,4308.3333,2713.3333,2126.6667,1998.3333,1650.0,1503.3333,1466.6667,1301.6667,1228.3333,1191.6667,1136.6667,1081.6667,953.3333,953.3333
False,1.0,Мурманская область,1,False,25000.0,52500.0,11305.0,8408.75,4620.0,4401.25,4042.5,3123.75,2966.25,2362.5,2056.25,1295.0,1015.0,953.75,787.5,717.5,700.0,621.25,586.25,568.75,542.5,516.25,455.0,455.0
False,1.0,Смоленская область,1,False,25000.0,132000.0,28424.0,21142.0,11616.0,11066.0,10164.0,7854.0,7458.0,5940.0,5170.0,3256.0,2552.0,2398.0,1980.0,1804.0,1760.0,1562.0,1474.0,1430.0,1364.0,1298.0,1144.0,1144.0
False,1.0,Забайкальский край,1,False,40000.0,52000.0,11197.3333,8328.6667,4576.0,4359.3333,4004.0,3094.0,2938.0,2340.0,2036.6667,1282.6667,1005.3333,944.6667,780.0,710.6667,693.3333,615.3333,580.6667,563.3333,537.3333,511.3333,450.6667,450.6667
False,1.0,Республика Саха (Якутия),1,False,25000.0,80000.0,17226.6667,12813.3333,7040.0,6706.6667,6160.0,4760.0,4520.0,3600.0,3133.3333,1973.3333,1546.6667,1453.3333,1200.0,1093.3333,1066.6667,946.6667,893.3333,866.6667,826.6667,786.6667,693.3333,693.3333
False,1.0,Республика Карелия,1,False,25000.0,60000.0,12920.0,9610.0,5280.0,5030.0,4620.0,3570.0,3390.0,2700.0,2350.0,1480.0,1160.0,1090.0,900.0,820.0,800.0,710.0,670.0,650.0,620.0,590.0,520.0,520.0
False,1.0,Республика Калмыкия,1,False,100000.0,100000.0,21533.3333,16016.6667,8800.0,8383.3333,7700.0,5950.0,5650.0,4500.0,3916.6667,2466.6667,1933.3333,1816.6667,1500.0,1366.6667,1333.3333,1183.3333,1116.6667,1083.3333,1033.3333,983.3333,866.6667,866.6667
False,1.0,Ямало-Ненецкий автономный округ,1,False,32500.0,100000.0,21533.3333,16016.6667,8800.0,8383.3333,7700.0,5950.0,5650.0,4500.0,3916.6667,2466.6667,1933.3333,1816.6667,1500.0,1366.6667,1333.3333,1183.3333,1116.6667,1083.3333,1033.3333,983.3333,866.6667,866.6667
False,1.0,Сахалинская область,1,False,30000.0,40000.0,8613.3333,6406.6667,3520.0,3353.3333,3080.0,2380.0,2260.0,1800.0,1566.6667,986.6667,773.3333,726.6667,600.0,546.6667,533.3333,473.3333,446.6667,433.3333,413.3333,393.3333,346.6667,346.6667
False,1.0,Кабардино-Балкарская Республика,1,False,18000.0,25100.0,5404.8667,4020.1833,2208.8,2104.2167,1932.7,1493.45,1418.15,1129.5,983.0833,619.1333,485.2667,455.9833,376.5,343.0333,334.6667,297.0167,280.2833,271.9167,259.3667,246.8167,217.5333,217.5333
False,1.0,Карачаево-Черкесская Республика,1,False,25100.0,40000.0,8613.3333,6406.6667,3520.0,3353.3333,3080.0,2380.0,2260.0,1800.0,1566.6667,986.6667,773.3333,726.6667,600.0,546.6667,533.3333,473.3333,446.6667,433.3333,413.3333,393.3333,346.6667,346.6667
False,1.0,Запорожская область,1,False,15600.0,15600.0,3359.2,2498.6,1372.8,1307.8,1201.2,928.2,881.4,702.0,611.0,384.8,301.6,283.4,234.0,213.2,208.0,184.6,174.2,169.0,161.2,153.4,135.2,135.2
False,1.0,Донецкая область,1,False,47600.0,47600.0,10249.8667,7623.9333,4188.8,3990.4667,3665.2,2832.2,2689.4,2142.0,1864.3333,1174.1333,920.2667,864.7333,714.0,650.5333,634.6667,563.2667,531.5333,515.6667,491.8667,468.0667,412.5333,412.5333
False,0.0,Республика Северная Осетия,1,False,12000.0,25000.0,5383.3333,4004.1667,2200.0,2095.8333,1925.0,1487.5,1412.5,1125.0,979.1667,616.6667,483.3333,454.1667,375.0,341.6667,333.3333,295.8333,279.1667,270.8333,258.3333,245.8333,216.6667,216.6667
False,0.0,Кемеровская область,1,False,16600.0,50000.0,10766.6667,8008.3333,4400.0,4191.6667,3850.0,2975.0,2825.0,2250.0,1958.3333,1233.3333,966.6667,908.3333,750.0,683.3333,666.6667,591.6667,558.3333,541.6667,516.6667,491.6667,433.3333,433.3333
False,0.0,Саратовская область,2,False,16600.0,50000.0,10766.6667,8008.3333,4400.0,4191.6667,3850.0,2975.0,2825.0,2250.0,1958.3333,1233.3333,966.6667,908.3333,750.0,683.3333,666.6667,591.6667,558.3333,541.6667,516.6667,491.6667,433.3333,433.3333
False,0.0,Новосибирская область,0,False,15000.0,60000.0,12920.0,9610.0,5280.0,5030.0,4620.0,3570.0,3390.0,2700.0,2350.0,1480.0,1160.0,1090.0,900.0,820.0,800.0,710.0,670.0,650.0,620.0,590.0,520.0,520.0
False,0.0,Чувашская Республика,1,False,15000.0,45000.0,9690.0,7207.5,3960.0,3772.5,3465.0,2677.5,2542.5,2025.0,1762.5,1110.0,870.0,817.5,675.0,615.0,600.0,532.5,502.5,487.5,465.0,442.5,390.0,390.0
False,0.0,Алтайский край,2,False,16600.0,40000.0,8613.3333,6406.6667,3520.0,3353.3333,3080.0,2380.0,2260.0,1800.0,1566.6667,986.6667,773.3333,726.6667,600.0,546.6667,533.3333,473.3333,446.6667,433.3333,413.3333,393.3333,346.6667,346.6667
False,0.0,Еврейская автономная область,1,False,20000.0,26000.0,5598.6667,4164.3333,2288.0,2179.6667,2002.0,1547.0,1469.0,1170.0,1018.3333,641.3333,502.6667,472.3333,390.0,355.3333,346.6667,307.6667,290.3333,281.6667,268.6667,255.6667,225.3333,225.3333
False,0.0,Ставропольский край,2,False,15000.0,30000.0,6460.0,4805.0,2640.0,2515.0,2310.0,1785.0,1695.0,1350.0,1175.0,740.0,580.0,545.0,450.0,410.0,400.0,355.0,335.0,325.0,310.0,295.0,260.0,260.0
False,0.0,Город федерального значения Севастополь,1,False,15000.0,40000.0,8613.3333,6406.6667,3520.0,3353.3333,3080.0,2380.0,2260.0,1800.0,1566.6667,986.6667,773.3333,726.6667,600.0,546.6667,533.3333,473.3333,446.6667,433.3333,413.3333,393.3333,346.6667,346.6667
False,0.0,Калининградская область,1,False,20000.0,25000.0,5383.3333,4004.1667,2200.0,2095.8333,1925.0,1487.5,1412.5,1125.0,979.1667,616.6667,483.3333,454.1667,375.0,341.6667,333.3333,295.8333,279.1667,270.8333,258.3333,245.8333,216.6667,216.6667
False,0.0,Республика Дагестан,1,False,16600.0,30000.0,6460.0,4805.0,2640.0,2515.0,2310.0,1785.0,1695.0,1350.0,1175.0,740.0,580.0,545.0,450.0,410.0,400.0,355.0,335.0,325.0,310.0,295.0,260.0,260.0
False,0.0,Тульская область,1,False,15000.0,60000.0,12920.0,9610.0,5280.0,5030.0,4620.0,3570.0,3390.0,2700.0,2350.0,1480.0,1160.0,1090.0,900.0,820.0,800.0,710.0,670.0,650.0,620.0,590.0,520.0,520.0
False,0.0,Город федерального значения Санкт-Петербург,0,False,18000.0,95000.0,20456.6667,15215.8333,8360.0,7964.1667,7315.0,5652.5,5367.5,4275.0,3720.8333,2343.3333,1836.6667,1725.8333,1425.0,1298.3333,1266.6667,1124.1667,1060.8333,1029.1667,981.6667,934.1667,823.3333,823.3333
False,0.0,Город федерального значения Москва,0,False,18000.0,65000.0,13996.6667,10410.8333,5720.0,5449.1667,5005.0,3867.5,3672.5,2925.0,2545.8333,1603.3333,1256.6667,1180.8333,975.0,888.3333,866.6667,769.1667,725.8333,704.1667,671.6667,639.1667,563.3333,563.3333
