is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Английский язык (ЯС) (1918_32),"Организация командировок сотрудников, руководителя и сопровождающих его лиц. Travel-поддержка (2252_33)",Дисциплинированность (СК) (593_4),Ведение делопроизводства (2047_33),"Знание ПК, различных операционных систем, офисных программ (2286_33)",Внимательность (СК) (536_4),Грамотность (СК) (1368_4),"Личные установки и ценности, мировоззрение (2043_4)","Встречи и переговоры: планирование, организация, координация, сопровождение, участие в проведении встреч и переговоров (3079_33)",Стрессоустойчивость (СК) (601_4),Владение ПК и оргтехникой (2686_33),Коммуникабельность (СК) (617_4),"Выполнение поставленных задач, приказов, распоряжений и поручений руководителя (1994_33)",Выполнение поручений руководителя (ОПТ) (3036_36),Аккуратность (СК) (575_4),"Работа с документами: подготовка, прием/отправка, печать, сканирование (1976_33)","Саморазвитие, обучаемость (СК) (604_4)","Работа с входящей и исходящей корреспонденцией: отправка, доставка (3597_33)",Ведение делопроизводства (2455_33),"Обеспечение и контроль исполнения поручений руководителя, сроков выполнения указаний/ распоряжений/ поручений и приказов (2251_33)","Организаторские способности, лидерство (СК) (393_4)",Доброжелательность (СК) (1126_4),Пунктуальность (СК) (612_4),Командность (СК) (1371_4)
False,0.0,Пензенская область,1,True,12000.0,15000.0,2176.1921,1729.7937,831.9242,776.1245,710.1792,689.8884,689.8884,618.8705,593.5069,568.1434,552.9253,517.4163,471.7619,466.6892,436.253,395.6713,390.5986,360.1623,319.5807,304.3625,304.3625,278.999,278.999,268.8536,268.8536
False,0.0,Новгородская область,1,False,12000.0,29900.0,4337.8762,3448.0555,1658.3023,1547.0747,1415.6239,1375.1775,1375.1775,1233.6152,1183.0572,1132.4992,1102.1644,1031.3832,940.3788,930.2672,869.5976,788.7048,778.5932,717.9236,637.0308,606.696,606.696,556.138,556.138,535.9148,535.9148
False,0.0,Орловская область,1,False,12000.0,25000.0,3626.9868,2882.9895,1386.5404,1293.5408,1183.6321,1149.814,1149.814,1031.4508,989.1782,946.9056,921.5421,862.3605,786.2699,777.8154,727.0883,659.4521,650.9976,600.2705,532.6344,507.2709,507.2709,464.9983,464.9983,448.0893,448.0893
False,0.0,Курская область,2,False,11105.75,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,0.0,Омская область,1,False,11105.75,36000.0,5222.861,4151.5049,1996.6182,1862.6987,1704.4302,1655.7322,1655.7322,1485.2891,1424.4166,1363.5441,1327.0206,1241.7991,1132.2286,1120.0541,1047.0071,949.6111,937.4366,864.3896,766.9936,730.4701,730.4701,669.5976,669.5976,645.2486,645.2486
False,0.0,Омская область,1,True,12000.0,15000.0,2176.1921,1729.7937,831.9242,776.1245,710.1792,689.8884,689.8884,618.8705,593.5069,568.1434,552.9253,517.4163,471.7619,466.6892,436.253,395.6713,390.5986,360.1623,319.5807,304.3625,304.3625,278.999,278.999,268.8536,268.8536
False,0.0,Рязанская область,1,False,12000.0,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,0.0,Рязанская область,1,True,15000.0,20000.0,2901.5894,2306.3916,1109.2323,1034.8326,946.9056,919.8512,919.8512,825.1606,791.3426,757.5245,737.2337,689.8884,629.0159,622.2523,581.6706,527.5617,520.7981,480.2164,426.1075,405.8167,405.8167,371.9986,371.9986,358.4714,358.4714
False,0.0,Томская область,1,False,11105.75,35000.0,5077.7815,4036.1853,1941.1566,1810.9571,1657.0849,1609.7396,1609.7396,1444.0311,1384.8495,1325.6679,1290.1589,1207.3047,1100.7778,1088.9415,1017.9236,923.233,911.3967,840.3788,745.6882,710.1792,710.1792,650.9976,650.9976,627.325,627.325
False,0.0,Томская область,1,True,15000.0,25000.0,3626.9868,2882.9895,1386.5404,1293.5408,1183.6321,1149.814,1149.814,1031.4508,989.1782,946.9056,921.5421,862.3605,786.2699,777.8154,727.0883,659.4521,650.9976,600.2705,532.6344,507.2709,507.2709,464.9983,464.9983,448.0893,448.0893
False,0.0,Город федерального значения Севастополь,1,False,11105.75,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,0.0,Город федерального значения Севастополь,1,True,16242.0,16242.0,2356.3808,1873.0206,900.8076,840.3876,768.9821,747.0112,747.0112,670.113,642.6493,615.1857,598.7075,560.2584,510.8238,505.3311,472.3747,428.4329,422.9401,389.9838,346.0419,329.5637,329.5637,302.1001,302.1001,291.1146,291.1146
False,0.0,Республика Карелия,1,False,11105.75,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,0.0,Республика Карелия,1,True,16242.0,20000.0,2901.5894,2306.3916,1109.2323,1034.8326,946.9056,919.8512,919.8512,825.1606,791.3426,757.5245,737.2337,689.8884,629.0159,622.2523,581.6706,527.5617,520.7981,480.2164,426.1075,405.8167,405.8167,371.9986,371.9986,358.4714,358.4714
False,0.0,Республика Крым,1,False,14000.0,35000.0,5077.7815,4036.1853,1941.1566,1810.9571,1657.0849,1609.7396,1609.7396,1444.0311,1384.8495,1325.6679,1290.1589,1207.3047,1100.7778,1088.9415,1017.9236,923.233,911.3967,840.3788,745.6882,710.1792,710.1792,650.9976,650.9976,627.325,627.325
False,0.0,Республика Крым,1,True,15000.0,16242.0,2356.3808,1873.0206,900.8076,840.3876,768.9821,747.0112,747.0112,670.113,642.6493,615.1857,598.7075,560.2584,510.8238,505.3311,472.3747,428.4329,422.9401,389.9838,346.0419,329.5637,329.5637,302.1001,302.1001,291.1146,291.1146
False,0.0,Республика Бурятия,1,False,12994.0,47000.0,6818.7352,5420.0203,2606.696,2431.8566,2225.2283,2161.6503,2161.6503,1939.1275,1859.6551,1780.1826,1732.4992,1621.2377,1478.1874,1462.2929,1366.9259,1239.77,1223.8755,1128.5086,1001.3527,953.6693,953.6693,874.1968,874.1968,842.4078,842.4078
False,0.0,Республика Дагестан,1,False,12000.0,30000.0,4352.3842,3459.5874,1663.8485,1552.2489,1420.3585,1379.7768,1379.7768,1237.741,1187.0139,1136.2868,1105.8505,1034.8326,943.5238,933.3784,872.5059,791.3426,781.1972,720.3247,639.1613,608.7251,608.7251,557.998,557.998,537.7071,537.7071
False,0.0,Республика Дагестан,1,True,20000.0,20000.0,2901.5894,2306.3916,1109.2323,1034.8326,946.9056,919.8512,919.8512,825.1606,791.3426,757.5245,737.2337,689.8884,629.0159,622.2523,581.6706,527.5617,520.7981,480.2164,426.1075,405.8167,405.8167,371.9986,371.9986,358.4714,358.4714
False,0.0,Чувашская Республика,1,False,11105.75,36000.0,5222.861,4151.5049,1996.6182,1862.6987,1704.4302,1655.7322,1655.7322,1485.2891,1424.4166,1363.5441,1327.0206,1241.7991,1132.2286,1120.0541,1047.0071,949.6111,937.4366,864.3896,766.9936,730.4701,730.4701,669.5976,669.5976,645.2486,645.2486
False,0.0,Чувашская Республика,1,True,16000.0,20000.0,2901.5894,2306.3916,1109.2323,1034.8326,946.9056,919.8512,919.8512,825.1606,791.3426,757.5245,737.2337,689.8884,629.0159,622.2523,581.6706,527.5617,520.7981,480.2164,426.1075,405.8167,405.8167,371.9986,371.9986,358.4714,358.4714
False,0.0,Тамбовская область,2,False,11105.75,36000.0,5222.861,4151.5049,1996.6182,1862.6987,1704.4302,1655.7322,1655.7322,1485.2891,1424.4166,1363.5441,1327.0206,1241.7991,1132.2286,1120.0541,1047.0071,949.6111,937.4366,864.3896,766.9936,730.4701,730.4701,669.5976,669.5976,645.2486,645.2486
False,0.0,Забайкальский край,1,False,11105.75,35000.0,5077.7815,4036.1853,1941.1566,1810.9571,1657.0849,1609.7396,1609.7396,1444.0311,1384.8495,1325.6679,1290.1589,1207.3047,1100.7778,1088.9415,1017.9236,923.233,911.3967,840.3788,745.6882,710.1792,710.1792,650.9976,650.9976,627.325,627.325
False,0.0,Забайкальский край,1,True,15000.0,16242.0,2356.3808,1873.0206,900.8076,840.3876,768.9821,747.0112,747.0112,670.113,642.6493,615.1857,598.7075,560.2584,510.8238,505.3311,472.3747,428.4329,422.9401,389.9838,346.0419,329.5637,329.5637,302.1001,302.1001,291.1146,291.1146
False,0.0,Республика Тыва,1,False,15000.0,38000.0,5513.02,4382.1441,2107.5414,1966.1819,1799.1207,1747.7173,1747.7173,1567.8052,1503.5509,1439.2966,1400.744,1310.788,1195.1302,1182.2793,1105.1742,1002.3673,989.5164,912.4112,809.6043,771.0517,771.0517,706.7974,706.7974,681.0957,681.0957
False,0.0,Еврейская автономная область,1,False,18000.0,25000.0,3626.9868,2882.9895,1386.5404,1293.5408,1183.6321,1149.814,1149.814,1031.4508,989.1782,946.9056,921.5421,862.3605,786.2699,777.8154,727.0883,659.4521,650.9976,600.2705,532.6344,507.2709,507.2709,464.9983,464.9983,448.0893,448.0893
False,0.0,Чеченская Республика,1,False,15000.0,25000.0,3626.9868,2882.9895,1386.5404,1293.5408,1183.6321,1149.814,1149.814,1031.4508,989.1782,946.9056,921.5421,862.3605,786.2699,777.8154,727.0883,659.4521,650.9976,600.2705,532.6344,507.2709,507.2709,464.9983,464.9983,448.0893,448.0893
False,0.0,Чеченская Республика,1,True,16242.0,16242.0,2356.3808,1873.0206,900.8076,840.3876,768.9821,747.0112,747.0112,670.113,642.6493,615.1857,598.7075,560.2584,510.8238,505.3311,472.3747,428.4329,422.9401,389.9838,346.0419,329.5637,329.5637,302.1001,302.1001,291.1146,291.1146
False,0.0,Луганская область,1,False,16242.0,16242.0,2356.3808,1873.0206,900.8076,840.3876,768.9821,747.0112,747.0112,670.113,642.6493,615.1857,598.7075,560.2584,510.8238,505.3311,472.3747,428.4329,422.9401,389.9838,346.0419,329.5637,329.5637,302.1001,302.1001,291.1146,291.1146
False,0.0,Приморский край,1,False,12182.0,45000.0,6528.5763,5189.3811,2495.7727,2328.3734,2130.5377,2069.6652,2069.6652,1856.6114,1780.5208,1704.4302,1658.7758,1552.2489,1415.2858,1400.0676,1308.7589,1187.0139,1171.7957,1080.487,958.742,913.0876,913.0876,836.997,836.997,806.5607,806.5607
False,0.0,Приморский край,1,True,12000.0,12000.0,1740.9537,1383.835,665.5394,620.8996,568.1434,551.9107,551.9107,495.0964,474.8055,454.5147,442.3402,413.933,377.4095,373.3514,349.0024,316.537,312.4789,288.1299,255.6645,243.49,243.49,223.1992,223.1992,215.0829,215.0829
False,0.0,Иркутская область,1,False,12408.0,58000.0,8414.6094,6688.5357,3216.7738,3001.0145,2746.0264,2667.5685,2667.5685,2392.9658,2294.8935,2196.8211,2137.9777,2000.6764,1824.1461,1804.5316,1686.8448,1529.929,1510.3145,1392.6277,1235.7119,1176.8684,1176.8684,1078.7961,1078.7961,1039.5671,1039.5671
False,0.0,Иркутская область,1,True,18012.0,26714.5,3875.7256,3080.7049,1481.6294,1382.2518,1264.8055,1228.6682,1228.6682,1102.1877,1057.0161,1011.8444,984.7415,921.5012,840.1923,831.1579,776.952,704.6774,695.6431,641.4371,569.1625,542.0595,542.0595,496.8879,496.8879,478.8192,478.8192
False,0.0,Хабаровский край,1,False,11000.0,50000.0,7253.9736,5765.979,2773.0808,2587.0815,2367.2641,2299.628,2299.628,2062.9016,1978.3564,1893.8113,1843.0842,1724.721,1572.5397,1555.6307,1454.1765,1318.9043,1301.9953,1200.5411,1065.2689,1014.5418,1014.5418,929.9966,929.9966,896.1786,896.1786
False,0.0,Хабаровский край,1,True,11000.0,11000.0,1595.8742,1268.5154,610.0778,569.1579,520.7981,505.9182,505.9182,453.8383,435.2384,416.6385,405.4785,379.4386,345.9587,342.2388,319.9188,290.1589,286.439,264.119,234.3591,223.1992,223.1992,204.5993,204.5993,197.1593,197.1593
False,0.0,Ленинградская область,1,False,12408.0,50000.0,7253.9736,5765.979,2773.0808,2587.0815,2367.2641,2299.628,2299.628,2062.9016,1978.3564,1893.8113,1843.0842,1724.721,1572.5397,1555.6307,1454.1765,1318.9043,1301.9953,1200.5411,1065.2689,1014.5418,1014.5418,929.9966,929.9966,896.1786,896.1786
False,0.0,Красноярский край,1,False,12408.0,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,0.0,Красноярский край,1,True,10000.0,33613.5,4876.6288,3876.2947,1864.259,1739.2173,1591.4406,1545.9709,1545.9709,1386.8269,1329.9897,1273.1525,1239.0502,1159.4782,1057.1713,1045.8039,977.5993,886.6598,875.2924,807.0878,716.1483,682.046,682.046,625.2088,625.2088,602.474,602.474
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,15000.0,50000.0,7253.9736,5765.979,2773.0808,2587.0815,2367.2641,2299.628,2299.628,2062.9016,1978.3564,1893.8113,1843.0842,1724.721,1572.5397,1555.6307,1454.1765,1318.9043,1301.9953,1200.5411,1065.2689,1014.5418,1014.5418,929.9966,929.9966,896.1786,896.1786
False,0.0,Ханты-Мансийский автономный округ — Югра,1,True,17866.0,20000.0,2901.5894,2306.3916,1109.2323,1034.8326,946.9056,919.8512,919.8512,825.1606,791.3426,757.5245,737.2337,689.8884,629.0159,622.2523,581.6706,527.5617,520.7981,480.2164,426.1075,405.8167,405.8167,371.9986,371.9986,358.4714,358.4714
False,0.0,Республика Коми,1,False,12408.0,33613.5,4876.6288,3876.2947,1864.259,1739.2173,1591.4406,1545.9709,1545.9709,1386.8269,1329.9897,1273.1525,1239.0502,1159.4782,1057.1713,1045.8039,977.5993,886.6598,875.2924,807.0878,716.1483,682.046,682.046,625.2088,625.2088,602.474,602.474
False,0.0,Республика Коми,1,True,28500.0,28500.0,4134.765,3286.608,1580.6561,1474.6365,1349.3405,1310.788,1310.788,1175.8539,1127.6632,1079.4724,1050.558,983.091,896.3476,886.7095,828.8806,751.7754,742.1373,684.3084,607.2032,578.2888,578.2888,530.0981,530.0981,510.8218,510.8218
False,0.0,Калужская область,1,False,12408.0,35000.0,5077.7815,4036.1853,1941.1566,1810.9571,1657.0849,1609.7396,1609.7396,1444.0311,1384.8495,1325.6679,1290.1589,1207.3047,1100.7778,1088.9415,1017.9236,923.233,911.3967,840.3788,745.6882,710.1792,710.1792,650.9976,650.9976,627.325,627.325
False,0.0,Мурманская область,1,False,12408.0,37356.0,5419.5888,4307.8783,2071.8241,1932.8603,1768.6304,1718.0981,1718.0981,1541.235,1478.0697,1414.9043,1377.0051,1288.5736,1174.8759,1162.2428,1086.4444,985.3798,972.7467,896.9483,795.8837,757.9844,757.9844,694.8191,694.8191,669.5529,669.5529
False,0.0,Мурманская область,1,True,20480.0,33613.5,4876.6288,3876.2947,1864.259,1739.2173,1591.4406,1545.9709,1545.9709,1386.8269,1329.9897,1273.1525,1239.0502,1159.4782,1057.1713,1045.8039,977.5993,886.6598,875.2924,807.0878,716.1483,682.046,682.046,625.2088,625.2088,602.474,602.474
False,0.0,Амурская область,1,False,15000.0,45000.0,6528.5763,5189.3811,2495.7727,2328.3734,2130.5377,2069.6652,2069.6652,1856.6114,1780.5208,1704.4302,1658.7758,1552.2489,1415.2858,1400.0676,1308.7589,1187.0139,1171.7957,1080.487,958.742,913.0876,913.0876,836.997,836.997,806.5607,806.5607
False,0.0,Город федерального значения Санкт-Петербург,0,False,10000.0,80000.0,11606.3578,9225.5665,4436.9293,4139.3304,3787.6226,3679.4048,3679.4048,3300.6425,3165.3703,3030.0981,2948.9347,2759.5536,2516.0636,2489.0091,2326.6824,2110.2469,2083.1924,1920.8657,1704.4302,1623.2668,1623.2668,1487.9946,1487.9946,1433.8857,1433.8857
False,0.0,Город федерального значения Санкт-Петербург,0,True,15000.0,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,0.0,Ямало-Ненецкий автономный округ,1,False,20000.0,70000.0,10155.5631,8072.3706,3882.3132,3621.9141,3314.1698,3219.4792,3219.4792,2888.0622,2769.699,2651.3358,2580.3179,2414.6094,2201.5556,2177.883,2035.8471,1846.466,1822.7934,1680.7575,1491.3764,1420.3585,1420.3585,1301.9953,1301.9953,1254.65,1254.65
False,0.0,Ямало-Ненецкий автономный округ,1,True,30000.0,30000.0,4352.3842,3459.5874,1663.8485,1552.2489,1420.3585,1379.7768,1379.7768,1237.741,1187.0139,1136.2868,1105.8505,1034.8326,943.5238,933.3784,872.5059,791.3426,781.1972,720.3247,639.1613,608.7251,608.7251,557.998,557.998,537.7071,537.7071
False,0.0,Сахалинская область,1,False,25000.0,45660.0,6624.3287,5265.4921,2532.3774,2362.5228,2161.7856,2100.0203,2100.0203,1883.8417,1806.6351,1729.4285,1683.1045,1575.0152,1436.0433,1420.602,1327.954,1204.4234,1188.9821,1096.3341,972.8035,926.4795,926.4795,849.2729,849.2729,818.3903,818.3903
False,0.0,Республика Саха (Якутия),1,False,25000.0,42000.0,6093.3378,4843.4224,2329.3879,2173.1485,1988.5019,1931.6875,1931.6875,1732.8373,1661.8194,1590.8015,1548.1907,1448.7656,1320.9334,1306.7298,1221.5083,1107.8796,1093.676,1008.4545,894.8258,852.2151,852.2151,781.1972,781.1972,752.79,752.79
False,0.0,Республика Саха (Якутия),1,True,30000.0,30000.0,4352.3842,3459.5874,1663.8485,1552.2489,1420.3585,1379.7768,1379.7768,1237.741,1187.0139,1136.2868,1105.8505,1034.8326,943.5238,933.3784,872.5059,791.3426,781.1972,720.3247,639.1613,608.7251,608.7251,557.998,557.998,537.7071,537.7071
False,0.0,Ненецкий автономный округ,1,False,30000.0,30000.0,4352.3842,3459.5874,1663.8485,1552.2489,1420.3585,1379.7768,1379.7768,1237.741,1187.0139,1136.2868,1105.8505,1034.8326,943.5238,933.3784,872.5059,791.3426,781.1972,720.3247,639.1613,608.7251,608.7251,557.998,557.998,537.7071,537.7071
False,0.0,Московская область,2,False,16000.0,80000.0,11606.3578,9225.5665,4436.9293,4139.3304,3787.6226,3679.4048,3679.4048,3300.6425,3165.3703,3030.0981,2948.9347,2759.5536,2516.0636,2489.0091,2326.6824,2110.2469,2083.1924,1920.8657,1704.4302,1623.2668,1623.2668,1487.9946,1487.9946,1433.8857,1433.8857
False,0.0,Московская область,2,True,20000.0,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,0.0,Камчатский край,1,False,25000.0,57000.0,8269.5299,6573.2161,3161.3121,2949.2729,2698.6811,2621.5759,2621.5759,2351.7078,2255.3263,2158.9449,2101.116,1966.1819,1792.6953,1773.419,1657.7612,1503.5509,1484.2746,1368.6168,1214.4065,1156.5776,1156.5776,1060.1961,1060.1961,1021.6436,1021.6436
False,0.0,Чукотский автономный округ,1,False,25000.0,44500.0,6456.0365,5131.7213,2468.0419,2302.5025,2106.8651,2046.6689,2046.6689,1835.9824,1760.7372,1685.4921,1640.3449,1535.0017,1399.5604,1384.5113,1294.2171,1173.8248,1158.7758,1068.4816,948.0893,902.9422,902.9422,827.697,827.697,797.5989,797.5989
False,0.0,Магаданская область,1,False,25000.0,90000.0,13057.1525,10378.7623,4991.5455,4656.7467,4261.0754,4139.3304,4139.3304,3713.2229,3561.0416,3408.8603,3317.5516,3104.4978,2830.5715,2800.1353,2617.5178,2374.0277,2343.5915,2160.974,1917.4839,1826.1752,1826.1752,1673.9939,1673.9939,1613.1214,1613.1214
False,0.0,Город федерального значения Москва,0,False,340.0,150000.0,21761.9209,17297.9371,8319.2425,7761.2445,7101.7924,6898.884,6898.884,6188.7048,5935.0693,5681.4339,5529.2526,5174.163,4717.6192,4666.8921,4362.5296,3956.7129,3905.9858,3601.6233,3195.8066,3043.6253,3043.6253,2789.9899,2789.9899,2688.5357,2688.5357
False,0.0,Город федерального значения Москва,0,True,20000.0,80000.0,11606.3578,9225.5665,4436.9293,4139.3304,3787.6226,3679.4048,3679.4048,3300.6425,3165.3703,3030.0981,2948.9347,2759.5536,2516.0636,2489.0091,2326.6824,2110.2469,2083.1924,1920.8657,1704.4302,1623.2668,1623.2668,1487.9946,1487.9946,1433.8857,1433.8857
False,1.0,Ивановская область,1,False,11500.0,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,1.0,Ивановская область,1,True,14500.0,14500.0,2103.6524,1672.1339,804.1934,750.2536,686.5066,666.8921,666.8921,598.2415,573.7234,549.2053,534.4944,500.1691,456.0365,451.1329,421.7112,382.4822,377.5786,348.1569,308.928,294.2171,294.2171,269.699,269.699,259.8918,259.8918
False,1.0,Курганская область,1,False,12000.0,34000.0,4932.7021,3920.8657,1885.695,1759.2154,1609.7396,1563.747,1563.747,1402.7731,1345.2824,1287.7917,1253.2973,1172.8103,1069.327,1057.8289,988.84,896.8549,885.3568,816.3679,724.3828,689.8884,689.8884,632.3977,632.3977,609.4014,609.4014
False,1.0,Оренбургская область,2,False,12000.0,35000.0,5077.7815,4036.1853,1941.1566,1810.9571,1657.0849,1609.7396,1609.7396,1444.0311,1384.8495,1325.6679,1290.1589,1207.3047,1100.7778,1088.9415,1017.9236,923.233,911.3967,840.3788,745.6882,710.1792,710.1792,650.9976,650.9976,627.325,627.325
False,1.0,Оренбургская область,2,True,14500.0,14500.0,2103.6524,1672.1339,804.1934,750.2536,686.5066,666.8921,666.8921,598.2415,573.7234,549.2053,534.4944,500.1691,456.0365,451.1329,421.7112,382.4822,377.5786,348.1569,308.928,294.2171,294.2171,269.699,269.699,259.8918,259.8918
False,1.0,Смоленская область,1,False,14500.0,25000.0,3626.9868,2882.9895,1386.5404,1293.5408,1183.6321,1149.814,1149.814,1031.4508,989.1782,946.9056,921.5421,862.3605,786.2699,777.8154,727.0883,659.4521,650.9976,600.2705,532.6344,507.2709,507.2709,464.9983,464.9983,448.0893,448.0893
False,1.0,Республика Мордовия,1,False,14500.0,40500.0,5875.7186,4670.443,2246.1955,2095.536,1917.4839,1862.6987,1862.6987,1670.9503,1602.4687,1533.9871,1492.8982,1397.024,1273.7572,1260.0609,1177.883,1068.3125,1054.6162,972.4383,862.8678,821.7788,821.7788,753.2973,753.2973,725.9046,725.9046
False,1.0,Республика Мордовия,1,True,14500.0,14500.0,2103.6524,1672.1339,804.1934,750.2536,686.5066,666.8921,666.8921,598.2415,573.7234,549.2053,534.4944,500.1691,456.0365,451.1329,421.7112,382.4822,377.5786,348.1569,308.928,294.2171,294.2171,269.699,269.699,259.8918,259.8918
False,1.0,Кировская область,1,False,11500.0,35000.0,5077.7815,4036.1853,1941.1566,1810.9571,1657.0849,1609.7396,1609.7396,1444.0311,1384.8495,1325.6679,1290.1589,1207.3047,1100.7778,1088.9415,1017.9236,923.233,911.3967,840.3788,745.6882,710.1792,710.1792,650.9976,650.9976,627.325,627.325
False,1.0,Саратовская область,2,False,11500.0,35000.0,5077.7815,4036.1853,1941.1566,1810.9571,1657.0849,1609.7396,1609.7396,1444.0311,1384.8495,1325.6679,1290.1589,1207.3047,1100.7778,1088.9415,1017.9236,923.233,911.3967,840.3788,745.6882,710.1792,710.1792,650.9976,650.9976,627.325,627.325
False,1.0,Саратовская область,2,True,18000.0,18000.0,2611.4305,2075.7525,998.3091,931.3493,852.2151,827.8661,827.8661,742.6446,712.2083,681.7721,663.5103,620.8996,566.1143,560.0271,523.5036,474.8055,468.7183,432.1948,383.4968,365.235,365.235,334.7988,334.7988,322.6243,322.6243
False,1.0,Астраханская область,1,False,12000.0,50000.0,7253.9736,5765.979,2773.0808,2587.0815,2367.2641,2299.628,2299.628,2062.9016,1978.3564,1893.8113,1843.0842,1724.721,1572.5397,1555.6307,1454.1765,1318.9043,1301.9953,1200.5411,1065.2689,1014.5418,1014.5418,929.9966,929.9966,896.1786,896.1786
False,1.0,Республика Адыгея,1,False,12000.0,25000.0,3626.9868,2882.9895,1386.5404,1293.5408,1183.6321,1149.814,1149.814,1031.4508,989.1782,946.9056,921.5421,862.3605,786.2699,777.8154,727.0883,659.4521,650.9976,600.2705,532.6344,507.2709,507.2709,464.9983,464.9983,448.0893,448.0893
False,1.0,Республика Марий Эл,1,False,14500.0,25000.0,3626.9868,2882.9895,1386.5404,1293.5408,1183.6321,1149.814,1149.814,1031.4508,989.1782,946.9056,921.5421,862.3605,786.2699,777.8154,727.0883,659.4521,650.9976,600.2705,532.6344,507.2709,507.2709,464.9983,464.9983,448.0893,448.0893
False,1.0,Республика Алтай,1,False,14500.0,23000.0,3336.8279,2652.3504,1275.6172,1190.0575,1088.9415,1057.8289,1057.8289,948.9347,910.044,871.1532,847.8187,793.3717,723.3683,715.5901,668.9212,606.696,598.9178,552.2489,490.0237,466.6892,466.6892,427.7984,427.7984,412.2421,412.2421
False,1.0,Карачаево-Черкесская Республика,1,False,12000.0,25000.0,3626.9868,2882.9895,1386.5404,1293.5408,1183.6321,1149.814,1149.814,1031.4508,989.1782,946.9056,921.5421,862.3605,786.2699,777.8154,727.0883,659.4521,650.9976,600.2705,532.6344,507.2709,507.2709,464.9983,464.9983,448.0893,448.0893
False,1.0,Запорожская область,1,False,17250.0,17250.0,2502.6209,1989.2628,956.7129,892.5431,816.7061,793.3717,793.3717,711.701,682.533,653.3649,635.8641,595.0287,542.5262,536.6926,501.6909,455.022,449.1884,414.1867,367.5178,350.0169,350.0169,320.8488,320.8488,309.1816,309.1816
False,1.0,Кабардино-Балкарская Республика,1,False,15000.0,25000.0,3626.9868,2882.9895,1386.5404,1293.5408,1183.6321,1149.814,1149.814,1031.4508,989.1782,946.9056,921.5421,862.3605,786.2699,777.8154,727.0883,659.4521,650.9976,600.2705,532.6344,507.2709,507.2709,464.9983,464.9983,448.0893,448.0893
False,1.0,Республика Северная Осетия,1,False,14500.0,24000.0,3481.9073,2767.6699,1331.0788,1241.7991,1136.2868,1103.8214,1103.8214,990.1928,949.6111,909.0294,884.6804,827.8661,754.8191,746.7027,698.0047,633.0741,624.9577,576.2597,511.329,486.98,486.98,446.3984,446.3984,430.1657,430.1657
False,1.0,"иные территории, включая город и космодром Байконур",1,False,18000.0,18000.0,2611.4305,2075.7525,998.3091,931.3493,852.2151,827.8661,827.8661,742.6446,712.2083,681.7721,663.5103,620.8996,566.1143,560.0271,523.5036,474.8055,468.7183,432.1948,383.4968,365.235,365.235,334.7988,334.7988,322.6243,322.6243
