is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Английский язык (ЯС) (1918_32),"Организация командировок сотрудников, руководителя и сопровождающих его лиц. Travel-поддержка (2252_33)",Грамотность (СК) (1368_4),Пунктуальность (СК) (612_4),"Ответственность , добросовестность (СК) (614_4)","Знание ПК, различных операционных систем, офисных программ (2286_33)",Ведение делопроизводства (2047_33),"Личные установки и ценности, мировоззрение (2043_4)",Выполнение поручений руководителя (ОПТ) (3036_36),Внимательность (СК) (536_4),"Встречи и переговоры: планирование, организация, координация, сопровождение, участие в проведении встреч и переговоров (3079_33)",Аккуратность (СК) (575_4),"Организаторские способности, лидерство (СК) (393_4)"
False,0.0,Оренбургская область,2,True,13975.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Курганская область,1,False,13975.0,32000.0,5232.358,5177.2806,2671.2565,2423.4079,2258.1756,2175.5594,2148.0207,1900.1721,1845.0947,1679.8623,1652.3236,1432.0138,1404.475
False,0.0,Курганская область,1,True,15000.0,15000.0,2452.6678,2426.8503,1252.1515,1135.9725,1058.5198,1019.7935,1006.8847,890.7057,864.8881,787.4355,774.5267,671.2565,658.3477
False,0.0,Республика Мордовия,1,False,8000.0,35000.0,5722.8916,5662.6506,2921.6867,2650.6024,2469.8795,2379.5181,2349.3976,2078.3133,2018.0723,1837.3494,1807.2289,1566.2651,1536.1446
False,0.0,Республика Мордовия,1,True,20000.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Республика Северная Осетия,1,False,20000.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Еврейская автономная область,1,False,20000.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Кабардино-Балкарская Республика,1,False,15000.0,26000.0,4251.2909,4206.5404,2170.3959,1969.0189,1834.7676,1767.642,1745.2668,1543.8898,1499.1394,1364.8881,1342.5129,1163.5112,1141.136
False,0.0,Кабардино-Балкарская Республика,1,True,20000.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Республика Калмыкия,1,False,17000.0,25000.0,4087.7797,4044.7504,2086.9191,1893.2874,1764.1997,1699.6558,1678.1411,1484.5095,1441.4802,1312.3924,1290.8778,1118.7608,1097.2461
False,0.0,Карачаево-Черкесская Республика,1,False,15000.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Самарская область,0,False,12000.0,80000.0,13080.895,12943.2014,6678.1411,6058.5198,5645.4389,5438.8985,5370.0516,4750.4303,4612.7367,4199.6558,4130.809,3580.0344,3511.1876
False,0.0,Самарская область,0,True,10000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Челябинская область,0,False,12000.0,80000.0,13080.895,12943.2014,6678.1411,6058.5198,5645.4389,5438.8985,5370.0516,4750.4303,4612.7367,4199.6558,4130.809,3580.0344,3511.1876
False,0.0,Челябинская область,0,True,15000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Саратовская область,2,False,12000.0,40000.0,6540.4475,6471.6007,3339.0706,3029.2599,2822.7194,2719.4492,2685.0258,2375.2151,2306.3683,2099.8279,2065.4045,1790.0172,1755.5938
False,0.0,Саратовская область,2,True,15000.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Иркутская область,1,False,12000.0,45000.0,7358.0034,7280.5508,3756.4544,3407.9174,3175.5594,3059.3804,3020.654,2672.117,2594.6644,2362.3064,2323.58,2013.7694,1975.043
False,0.0,Иркутская область,1,True,15000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Омская область,1,False,15000.0,35000.0,5722.8916,5662.6506,2921.6867,2650.6024,2469.8795,2379.5181,2349.3976,2078.3133,2018.0723,1837.3494,1807.2289,1566.2651,1536.1446
False,0.0,Омская область,1,True,15000.0,23000.0,3760.7573,3721.1704,1919.9656,1741.8244,1623.0637,1563.6833,1543.8898,1365.7487,1326.1618,1207.401,1187.6076,1029.2599,1009.4664
False,0.0,Республика Татарстан,0,False,12000.0,100000.0,16351.1188,16179.0017,8347.6764,7573.1497,7056.7986,6798.6231,6712.5645,5938.0379,5765.9208,5249.5697,5163.5112,4475.043,4388.9845
False,0.0,Республика Татарстан,0,True,15000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Ставропольский край,2,False,12000.0,40000.0,6540.4475,6471.6007,3339.0706,3029.2599,2822.7194,2719.4492,2685.0258,2375.2151,2306.3683,2099.8279,2065.4045,1790.0172,1755.5938
False,0.0,Ставропольский край,2,True,15000.0,23000.0,3760.7573,3721.1704,1919.9656,1741.8244,1623.0637,1563.6833,1543.8898,1365.7487,1326.1618,1207.401,1187.6076,1029.2599,1009.4664
False,0.0,Республика Башкортостан,0,False,12000.0,65000.0,10628.2272,10516.3511,5425.9897,4922.5473,4586.9191,4419.105,4363.167,3859.7246,3747.8485,3412.2203,3356.2823,2908.778,2852.8399
False,0.0,Республика Башкортостан,0,True,15000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Томская область,1,False,15000.0,35000.0,5722.8916,5662.6506,2921.6867,2650.6024,2469.8795,2379.5181,2349.3976,2078.3133,2018.0723,1837.3494,1807.2289,1566.2651,1536.1446
False,0.0,Томская область,1,True,15000.0,25000.0,4087.7797,4044.7504,2086.9191,1893.2874,1764.1997,1699.6558,1678.1411,1484.5095,1441.4802,1312.3924,1290.8778,1118.7608,1097.2461
False,0.0,Тюменская область,1,False,12000.0,45000.0,7358.0034,7280.5508,3756.4544,3407.9174,3175.5594,3059.3804,3020.654,2672.117,2594.6644,2362.3064,2323.58,2013.7694,1975.043
False,0.0,Тюменская область,1,True,15000.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Волгоградская область,2,False,12000.0,45000.0,7358.0034,7280.5508,3756.4544,3407.9174,3175.5594,3059.3804,3020.654,2672.117,2594.6644,2362.3064,2323.58,2013.7694,1975.043
False,0.0,Волгоградская область,2,True,15000.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Ивановская область,1,False,12000.0,40000.0,6540.4475,6471.6007,3339.0706,3029.2599,2822.7194,2719.4492,2685.0258,2375.2151,2306.3683,2099.8279,2065.4045,1790.0172,1755.5938
False,0.0,Ивановская область,1,True,18000.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Красноярский край,1,False,12000.0,60000.0,9810.6713,9707.401,5008.6059,4543.8898,4234.0792,4079.1738,4027.5387,3562.8227,3459.5525,3149.7418,3098.1067,2685.0258,2633.3907
False,0.0,Красноярский край,1,True,15000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Ростовская область,0,False,12000.0,60000.0,9810.6713,9707.401,5008.6059,4543.8898,4234.0792,4079.1738,4027.5387,3562.8227,3459.5525,3149.7418,3098.1067,2685.0258,2633.3907
False,0.0,Ростовская область,0,True,15000.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Пермский край,1,False,12000.0,50000.0,8175.5594,8089.5009,4173.8382,3786.5749,3528.3993,3399.3115,3356.2823,2969.0189,2882.9604,2624.7849,2581.7556,2237.5215,2194.4923
False,0.0,Пермский край,1,True,15000.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Воронежская область,2,False,12000.0,50000.0,8175.5594,8089.5009,4173.8382,3786.5749,3528.3993,3399.3115,3356.2823,2969.0189,2882.9604,2624.7849,2581.7556,2237.5215,2194.4923
False,0.0,Воронежская область,2,True,15000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Нижегородская область,0,False,12000.0,70000.0,11445.7831,11325.3012,5843.3735,5301.2048,4939.759,4759.0361,4698.7952,4156.6265,4036.1446,3674.6988,3614.4578,3132.5301,3072.2892
False,0.0,Нижегородская область,0,True,15000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Удмуртская Республика,1,False,13000.0,36000.0,5886.4028,5824.4406,3005.1635,2726.3339,2540.4475,2447.5043,2416.5232,2137.6936,2075.7315,1889.8451,1858.864,1611.0155,1580.0344
False,0.0,Удмуртская Республика,1,True,18000.0,23000.0,3760.7573,3721.1704,1919.9656,1741.8244,1623.0637,1563.6833,1543.8898,1365.7487,1326.1618,1207.401,1187.6076,1029.2599,1009.4664
False,0.0,Ярославская область,1,False,12000.0,40000.0,6540.4475,6471.6007,3339.0706,3029.2599,2822.7194,2719.4492,2685.0258,2375.2151,2306.3683,2099.8279,2065.4045,1790.0172,1755.5938
False,0.0,Ярославская область,1,True,15000.0,25000.0,4087.7797,4044.7504,2086.9191,1893.2874,1764.1997,1699.6558,1678.1411,1484.5095,1441.4802,1312.3924,1290.8778,1118.7608,1097.2461
False,0.0,Пензенская область,1,False,25.0,45000.0,7358.0034,7280.5508,3756.4544,3407.9174,3175.5594,3059.3804,3020.654,2672.117,2594.6644,2362.3064,2323.58,2013.7694,1975.043
False,0.0,Пензенская область,1,True,6000.0,23000.0,3760.7573,3721.1704,1919.9656,1741.8244,1623.0637,1563.6833,1543.8898,1365.7487,1326.1618,1207.401,1187.6076,1029.2599,1009.4664
False,0.0,Ульяновская область,1,False,10000.0,31000.0,5068.8468,5015.4905,2587.7797,2347.6764,2187.6076,2107.5731,2080.895,1840.7917,1787.4355,1627.3666,1600.6885,1387.2633,1360.5852
False,0.0,Ульяновская область,1,True,15000.0,23000.0,3760.7573,3721.1704,1919.9656,1741.8244,1623.0637,1563.6833,1543.8898,1365.7487,1326.1618,1207.401,1187.6076,1029.2599,1009.4664
False,0.0,Рязанская область,1,False,12000.0,40000.0,6540.4475,6471.6007,3339.0706,3029.2599,2822.7194,2719.4492,2685.0258,2375.2151,2306.3683,2099.8279,2065.4045,1790.0172,1755.5938
False,0.0,Рязанская область,1,True,18000.0,23000.0,3760.7573,3721.1704,1919.9656,1741.8244,1623.0637,1563.6833,1543.8898,1365.7487,1326.1618,1207.401,1187.6076,1029.2599,1009.4664
False,0.0,Кировская область,1,False,12000.0,35000.0,5722.8916,5662.6506,2921.6867,2650.6024,2469.8795,2379.5181,2349.3976,2078.3133,2018.0723,1837.3494,1807.2289,1566.2651,1536.1446
False,0.0,Владимирская область,1,False,13000.0,45900.0,7505.1635,7426.1618,3831.5835,3476.0757,3239.0706,3120.568,3081.0671,2725.5594,2646.5577,2409.5525,2370.0516,2054.0448,2014.5439
False,0.0,Владимирская область,1,True,18000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Алтайский край,2,False,12000.0,40000.0,6540.4475,6471.6007,3339.0706,3029.2599,2822.7194,2719.4492,2685.0258,2375.2151,2306.3683,2099.8279,2065.4045,1790.0172,1755.5938
False,0.0,Алтайский край,2,True,15000.0,15000.0,2452.6678,2426.8503,1252.1515,1135.9725,1058.5198,1019.7935,1006.8847,890.7057,864.8881,787.4355,774.5267,671.2565,658.3477
False,0.0,Тульская область,1,False,12000.0,45000.0,7358.0034,7280.5508,3756.4544,3407.9174,3175.5594,3059.3804,3020.654,2672.117,2594.6644,2362.3064,2323.58,2013.7694,1975.043
False,0.0,Тульская область,1,True,15000.0,25000.0,4087.7797,4044.7504,2086.9191,1893.2874,1764.1997,1699.6558,1678.1411,1484.5095,1441.4802,1312.3924,1290.8778,1118.7608,1097.2461
False,0.0,Орловская область,1,False,15000.0,32000.0,5232.358,5177.2806,2671.2565,2423.4079,2258.1756,2175.5594,2148.0207,1900.1721,1845.0947,1679.8623,1652.3236,1432.0138,1404.475
False,0.0,Псковская область,1,False,15000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Смоленская область,1,False,13000.0,50000.0,8175.5594,8089.5009,4173.8382,3786.5749,3528.3993,3399.3115,3356.2823,2969.0189,2882.9604,2624.7849,2581.7556,2237.5215,2194.4923
False,0.0,Белгородская область,2,False,12000.0,45000.0,7358.0034,7280.5508,3756.4544,3407.9174,3175.5594,3059.3804,3020.654,2672.117,2594.6644,2362.3064,2323.58,2013.7694,1975.043
False,0.0,Белгородская область,2,True,15000.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Брянская область,1,False,13375.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Калужская область,1,False,15000.0,35000.0,5722.8916,5662.6506,2921.6867,2650.6024,2469.8795,2379.5181,2349.3976,2078.3133,2018.0723,1837.3494,1807.2289,1566.2651,1536.1446
False,0.0,Тверская область,1,False,15000.0,40000.0,6540.4475,6471.6007,3339.0706,3029.2599,2822.7194,2719.4492,2685.0258,2375.2151,2306.3683,2099.8279,2065.4045,1790.0172,1755.5938
False,0.0,Тверская область,1,True,18000.0,18000.0,2943.2014,2912.2203,1502.5818,1363.167,1270.2238,1223.7522,1208.2616,1068.8468,1037.8657,944.9225,929.432,805.5077,790.0172
False,0.0,Липецкая область,1,False,12000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Липецкая область,1,True,15000.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Тамбовская область,2,False,15000.0,40000.0,6540.4475,6471.6007,3339.0706,3029.2599,2822.7194,2719.4492,2685.0258,2375.2151,2306.3683,2099.8279,2065.4045,1790.0172,1755.5938
False,0.0,Тамбовская область,2,True,20000.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Республика Крым,1,False,15000.0,42000.0,6867.4699,6795.1807,3506.0241,3180.7229,2963.8554,2855.4217,2819.2771,2493.9759,2421.6867,2204.8193,2168.6747,1879.5181,1843.3735
False,0.0,Республика Крым,1,True,18000.0,25000.0,4087.7797,4044.7504,2086.9191,1893.2874,1764.1997,1699.6558,1678.1411,1484.5095,1441.4802,1312.3924,1290.8778,1118.7608,1097.2461
False,0.0,Республика Марий Эл,1,False,15000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Республика Марий Эл,1,True,15000.0,15000.0,2452.6678,2426.8503,1252.1515,1135.9725,1058.5198,1019.7935,1006.8847,890.7057,864.8881,787.4355,774.5267,671.2565,658.3477
False,0.0,Калининградская область,1,False,15000.0,35000.0,5722.8916,5662.6506,2921.6867,2650.6024,2469.8795,2379.5181,2349.3976,2078.3133,2018.0723,1837.3494,1807.2289,1566.2651,1536.1446
False,0.0,Калининградская область,1,True,15000.0,25000.0,4087.7797,4044.7504,2086.9191,1893.2874,1764.1997,1699.6558,1678.1411,1484.5095,1441.4802,1312.3924,1290.8778,1118.7608,1097.2461
False,0.0,Кемеровская область,1,False,12000.0,75000.0,12263.3391,12134.2513,6260.7573,5679.8623,5292.599,5098.9673,5034.4234,4453.5284,4324.4406,3937.1773,3872.6334,3356.2823,3291.7384
False,0.0,Кемеровская область,1,True,15000.0,15000.0,2452.6678,2426.8503,1252.1515,1135.9725,1058.5198,1019.7935,1006.8847,890.7057,864.8881,787.4355,774.5267,671.2565,658.3477
False,0.0,Вологодская область,1,False,12000.0,35000.0,5722.8916,5662.6506,2921.6867,2650.6024,2469.8795,2379.5181,2349.3976,2078.3133,2018.0723,1837.3494,1807.2289,1566.2651,1536.1446
False,0.0,Вологодская область,1,True,10000.0,15000.0,2452.6678,2426.8503,1252.1515,1135.9725,1058.5198,1019.7935,1006.8847,890.7057,864.8881,787.4355,774.5267,671.2565,658.3477
False,0.0,Курская область,2,False,15000.0,40000.0,6540.4475,6471.6007,3339.0706,3029.2599,2822.7194,2719.4492,2685.0258,2375.2151,2306.3683,2099.8279,2065.4045,1790.0172,1755.5938
False,0.0,Курская область,2,True,18000.0,18000.0,2943.2014,2912.2203,1502.5818,1363.167,1270.2238,1223.7522,1208.2616,1068.8468,1037.8657,944.9225,929.432,805.5077,790.0172
False,0.0,Забайкальский край,1,False,15000.0,36500.0,5968.1583,5905.3356,3046.9019,2764.1997,2575.7315,2481.4974,2450.0861,2167.3838,2104.5611,1916.0929,1884.6816,1633.3907,1601.9793
False,0.0,Забайкальский край,1,True,18000.0,18000.0,2943.2014,2912.2203,1502.5818,1363.167,1270.2238,1223.7522,1208.2616,1068.8468,1037.8657,944.9225,929.432,805.5077,790.0172
False,0.0,Чувашская Республика,1,False,12000.0,50000.0,8175.5594,8089.5009,4173.8382,3786.5749,3528.3993,3399.3115,3356.2823,2969.0189,2882.9604,2624.7849,2581.7556,2237.5215,2194.4923
False,0.0,Костромская область,1,False,13000.0,40000.0,6540.4475,6471.6007,3339.0706,3029.2599,2822.7194,2719.4492,2685.0258,2375.2151,2306.3683,2099.8279,2065.4045,1790.0172,1755.5938
False,0.0,Республика Бурятия,1,False,12000.0,37000.0,6049.9139,5986.2306,3088.6403,2802.0654,2611.0155,2515.4905,2483.6489,2197.074,2133.3907,1942.3408,1910.4991,1655.7659,1623.9243
False,0.0,Республика Бурятия,1,True,20000.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Город федерального значения Севастополь,1,False,12000.0,55000.0,8993.1153,8898.4509,4591.222,4165.2324,3881.2392,3739.2427,3691.9105,3265.9208,3171.2565,2887.2633,2839.9312,2461.2737,2413.9415
False,0.0,Город федерального значения Севастополь,1,True,18000.0,25000.0,4087.7797,4044.7504,2086.9191,1893.2874,1764.1997,1699.6558,1678.1411,1484.5095,1441.4802,1312.3924,1290.8778,1118.7608,1097.2461
False,0.0,Новгородская область,1,False,15000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Республика Коми,1,False,13000.0,35000.0,5722.8916,5662.6506,2921.6867,2650.6024,2469.8795,2379.5181,2349.3976,2078.3133,2018.0723,1837.3494,1807.2289,1566.2651,1536.1446
False,0.0,Астраханская область,1,False,12000.0,35000.0,5722.8916,5662.6506,2921.6867,2650.6024,2469.8795,2379.5181,2349.3976,2078.3133,2018.0723,1837.3494,1807.2289,1566.2651,1536.1446
False,0.0,Астраханская область,1,True,20000.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Республика Хакасия,1,False,15000.0,40000.0,6540.4475,6471.6007,3339.0706,3029.2599,2822.7194,2719.4492,2685.0258,2375.2151,2306.3683,2099.8279,2065.4045,1790.0172,1755.5938
False,0.0,Республика Дагестан,1,False,15000.0,70000.0,11445.7831,11325.3012,5843.3735,5301.2048,4939.759,4759.0361,4698.7952,4156.6265,4036.1446,3674.6988,3614.4578,3132.5301,3072.2892
False,0.0,Республика Карелия,1,False,15000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Республика Адыгея,1,False,15000.0,40000.0,6540.4475,6471.6007,3339.0706,3029.2599,2822.7194,2719.4492,2685.0258,2375.2151,2306.3683,2099.8279,2065.4045,1790.0172,1755.5938
False,0.0,Чеченская Республика,1,False,20000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Республика Алтай,1,False,20000.0,25000.0,4087.7797,4044.7504,2086.9191,1893.2874,1764.1997,1699.6558,1678.1411,1484.5095,1441.4802,1312.3924,1290.8778,1118.7608,1097.2461
False,0.0,Амурская область,1,False,20000.0,43000.0,7030.9811,6956.9707,3589.5009,3256.4544,3034.4234,2923.4079,2886.4028,2553.3563,2479.346,2257.315,2220.3098,1924.2685,1887.2633
False,0.0,Амурская область,1,True,20000.0,20000.0,3270.2238,3235.8003,1669.5353,1514.6299,1411.3597,1359.7246,1342.5129,1187.6076,1153.1842,1049.9139,1032.7022,895.0086,877.7969
False,0.0,Свердловская область,0,False,15000.0,52400.0,8567.9862,8477.7969,4374.1824,3968.3305,3697.7625,3562.4785,3517.3838,3111.5318,3021.3425,2750.7745,2705.6799,2344.9225,2299.8279
False,0.0,Свердловская область,0,True,20000.0,35000.0,5722.8916,5662.6506,2921.6867,2650.6024,2469.8795,2379.5181,2349.3976,2078.3133,2018.0723,1837.3494,1807.2289,1566.2651,1536.1446
False,0.0,Краснодарский край,0,False,15000.0,150000.0,24526.6781,24268.5026,12521.5146,11359.7246,10585.1979,10197.9346,10068.8468,8907.0568,8648.8812,7874.3546,7745.2668,6712.5645,6583.4768
False,0.0,Краснодарский край,0,True,18000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Новосибирская область,0,False,15000.0,52300.0,8551.6351,8461.6179,4365.8348,3960.7573,3690.7057,3555.6799,3510.6713,3105.5938,3015.5766,2745.525,2700.5164,2340.4475,2295.4389
False,0.0,Новосибирская область,0,True,12000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Хабаровский край,1,False,15000.0,80000.0,13080.895,12943.2014,6678.1411,6058.5198,5645.4389,5438.8985,5370.0516,4750.4303,4612.7367,4199.6558,4130.809,3580.0344,3511.1876
False,0.0,Хабаровский край,1,True,20000.0,25000.0,4087.7797,4044.7504,2086.9191,1893.2874,1764.1997,1699.6558,1678.1411,1484.5095,1441.4802,1312.3924,1290.8778,1118.7608,1097.2461
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,18000.0,50000.0,8175.5594,8089.5009,4173.8382,3786.5749,3528.3993,3399.3115,3356.2823,2969.0189,2882.9604,2624.7849,2581.7556,2237.5215,2194.4923
False,0.0,Ханты-Мансийский автономный округ — Югра,1,True,30000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Ленинградская область,1,False,18000.0,70000.0,11445.7831,11325.3012,5843.3735,5301.2048,4939.759,4759.0361,4698.7952,4156.6265,4036.1446,3674.6988,3614.4578,3132.5301,3072.2892
False,0.0,Ленинградская область,1,True,30000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Мурманская область,1,False,18000.0,60000.0,9810.6713,9707.401,5008.6059,4543.8898,4234.0792,4079.1738,4027.5387,3562.8227,3459.5525,3149.7418,3098.1067,2685.0258,2633.3907
False,0.0,Мурманская область,1,True,25000.0,25000.0,4087.7797,4044.7504,2086.9191,1893.2874,1764.1997,1699.6558,1678.1411,1484.5095,1441.4802,1312.3924,1290.8778,1118.7608,1097.2461
False,0.0,Ненецкий автономный округ,1,False,30000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Город федерального значения Санкт-Петербург,0,False,20000.0,120000.0,19621.3425,19414.8021,10017.2117,9087.7797,8468.1583,8158.3477,8055.0775,7125.6454,6919.105,6299.4836,6196.2134,5370.0516,5266.7814
False,0.0,Город федерального значения Санкт-Петербург,0,True,15000.0,40000.0,6540.4475,6471.6007,3339.0706,3029.2599,2822.7194,2719.4492,2685.0258,2375.2151,2306.3683,2099.8279,2065.4045,1790.0172,1755.5938
False,0.0,Приморский край,1,False,20000.0,67000.0,10955.2496,10839.9312,5592.9432,5074.0103,4728.0551,4555.0775,4497.4182,3978.4854,3863.167,3517.2117,3459.5525,2998.2788,2940.6196
False,0.0,Приморский край,1,True,25000.0,25000.0,4087.7797,4044.7504,2086.9191,1893.2874,1764.1997,1699.6558,1678.1411,1484.5095,1441.4802,1312.3924,1290.8778,1118.7608,1097.2461
False,0.0,Московская область,2,False,20000.0,55000.0,8993.1153,8898.4509,4591.222,4165.2324,3881.2392,3739.2427,3691.9105,3265.9208,3171.2565,2887.2633,2839.9312,2461.2737,2413.9415
False,0.0,Московская область,2,True,25000.0,30000.0,4905.3356,4853.7005,2504.3029,2271.9449,2117.0396,2039.5869,2013.7694,1781.4114,1729.7762,1574.8709,1549.0534,1342.5129,1316.6954
False,0.0,Камчатский край,1,False,25000.0,46500.0,7603.2702,7523.2358,3881.6695,3521.5146,3281.4114,3161.3597,3121.3425,2761.1876,2681.1532,2441.0499,2401.0327,2080.895,2040.8778
False,0.0,Сахалинская область,1,False,20625.0,60000.0,9810.6713,9707.401,5008.6059,4543.8898,4234.0792,4079.1738,4027.5387,3562.8227,3459.5525,3149.7418,3098.1067,2685.0258,2633.3907
