is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Внимательность (СК) (536_4),"Личные установки и ценности, мировоззрение (2043_4)",Дисциплинированность (СК) (593_4),Аккуратность (СК) (575_4),Работа на станках с ЧПУ (3542_35),Чтение схем/чертежей (ОПТ) (3032_36),Составление и корректировка управляющих программ (3667_35),Наладка оборудования (4078_35),"Саморазвитие, обучаемость (СК) (604_4)",Ремонт оборудования (4132_35),Высокая работоспособность (СК) (586_4),Контроль за работой и техническим состоянием оборудования (4119_35),Подготовка станков к работе (3512_35),Выполнение ремонтных работ (ОПТ) (8285_36),Эксплуатация станочного оборудования (3579_35),Нравственность (СК) (622_4),Техническое обслуживание оборудования (4130_35),Командность (СК) (1371_4)
False,1.0,Республика Марий Эл,1,False,20000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,1.0,Орловская область,1,False,20000.0,55000.0,9237.0279,8342.0325,3951.4891,3883.9423,3546.2082,3259.1342,2938.2868,2617.4394,2448.5723,2127.7249,2093.9515,1925.0844,1519.8035,1452.2567,1418.4833,1266.5029,1080.7492,1030.089,861.222
False,1.0,Алтайский край,2,False,20000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,1.0,Калининградская область,1,False,20000.0,56000.0,9404.9739,8493.7059,4023.3344,3954.5594,3610.6847,3318.3912,2991.7102,2665.0292,2493.0918,2166.4108,2132.0233,1960.086,1547.4363,1478.6613,1444.2739,1289.5302,1100.3991,1048.8179,876.8806
False,1.0,Ставропольский край,2,False,19000.0,55000.0,9237.0279,8342.0325,3951.4891,3883.9423,3546.2082,3259.1342,2938.2868,2617.4394,2448.5723,2127.7249,2093.9515,1925.0844,1519.8035,1452.2567,1418.4833,1266.5029,1080.7492,1030.089,861.222
False,1.0,Ивановская область,1,False,20000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,1.0,Томская область,1,False,21750.0,45000.0,7557.5683,6825.2994,3233.0365,3177.771,2901.443,2666.5643,2404.0528,2141.5413,2003.3773,1740.8658,1713.233,1575.0691,1243.4756,1188.21,1160.5772,1036.2297,884.2493,842.8001,704.6362
False,1.0,Костромская область,1,False,20000.0,45000.0,7557.5683,6825.2994,3233.0365,3177.771,2901.443,2666.5643,2404.0528,2141.5413,2003.3773,1740.8658,1713.233,1575.0691,1243.4756,1188.21,1160.5772,1036.2297,884.2493,842.8001,704.6362
False,1.0,Курская область,2,False,20000.0,60000.0,10076.7578,9100.3991,4310.7154,4237.0279,3868.5907,3555.4191,3205.4037,2855.3884,2671.1698,2321.1544,2284.3107,2100.0921,1657.9675,1584.28,1547.4363,1381.6395,1178.9991,1123.7335,939.5149
False,1.0,Республика Крым,1,False,20000.0,45000.0,7557.5683,6825.2994,3233.0365,3177.771,2901.443,2666.5643,2404.0528,2141.5413,2003.3773,1740.8658,1713.233,1575.0691,1243.4756,1188.21,1160.5772,1036.2297,884.2493,842.8001,704.6362
False,1.0,Республика Адыгея,1,False,21750.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
False,1.0,Город федерального значения Севастополь,1,False,25000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
False,1.0,Республика Дагестан,1,False,36000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
False,1.0,Республика Бурятия,1,False,35000.0,35000.0,5878.1087,5308.5662,2514.584,2471.5996,2256.6779,2073.9945,1869.8189,1665.6432,1558.1824,1354.0068,1332.5146,1225.0537,967.1477,924.1633,902.6712,805.9564,687.7495,655.5112,548.0504
False,1.0,Еврейская автономная область,1,False,40000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,1.0,Город федерального значения Санкт-Петербург,0,False,20000.0,120000.0,20153.5155,18200.7983,8621.4308,8474.0559,7737.1815,7110.8382,6410.8075,5710.7768,5342.3396,4642.3089,4568.6214,4200.1842,3315.9349,3168.56,3094.8726,2763.2791,2357.9982,2247.467,1879.0298
False,1.0,Город федерального значения Санкт-Петербург,0,True,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
False,1.0,Волгоградская область,2,False,20000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,1.0,Красноярский край,1,False,20000.0,60000.0,10076.7578,9100.3991,4310.7154,4237.0279,3868.5907,3555.4191,3205.4037,2855.3884,2671.1698,2321.1544,2284.3107,2100.0921,1657.9675,1584.28,1547.4363,1381.6395,1178.9991,1123.7335,939.5149
False,1.0,Московская область,2,False,20000.0,130000.0,21832.9751,19717.5315,9339.8833,9180.2272,8381.9466,7703.408,6945.0414,6186.6749,5787.5345,5029.1679,4949.3399,4550.1996,3592.2628,3432.6067,3352.7786,2993.5523,2554.498,2434.7559,2035.6156
False,1.0,Московская область,2,True,48000.0,60000.0,10076.7578,9100.3991,4310.7154,4237.0279,3868.5907,3555.4191,3205.4037,2855.3884,2671.1698,2321.1544,2284.3107,2100.0921,1657.9675,1584.28,1547.4363,1381.6395,1178.9991,1123.7335,939.5149
False,1.0,Тульская область,1,False,21750.0,131000.0,22000.9211,19869.2048,9411.7286,9250.8443,8446.4231,7762.665,6998.4648,6234.2647,5832.054,5067.8539,4987.4117,4585.2011,3619.8956,3459.0114,3378.5692,3016.5797,2574.148,2453.4848,2051.2742
False,1.0,Смоленская область,1,False,21750.0,87000.0,14611.2987,13195.5788,6250.5373,6143.6905,5609.4566,5155.3577,4647.8354,4140.3132,3873.1962,3365.6739,3312.2505,3045.1336,2404.0528,2297.206,2243.7826,2003.3773,1709.5487,1629.4136,1362.2966
False,1.0,Хабаровский край,1,False,27000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,1.0,Город федерального значения Москва,0,False,25000.0,90000.0,15115.1366,13650.5987,6466.0731,6355.5419,5802.8861,5333.1286,4808.1056,4283.0826,4006.7547,3481.7317,3426.4661,3150.1382,2486.9512,2376.42,2321.1544,2072.4593,1768.4986,1685.6002,1409.2723
False,1.0,Краснодарский край,0,False,17100.0,60000.0,10076.7578,9100.3991,4310.7154,4237.0279,3868.5907,3555.4191,3205.4037,2855.3884,2671.1698,2321.1544,2284.3107,2100.0921,1657.9675,1584.28,1547.4363,1381.6395,1178.9991,1123.7335,939.5149
False,1.0,Краснодарский край,0,True,32422.5,37000.0,6214.0006,5611.9128,2658.2745,2612.8339,2385.6309,2192.5084,1976.6656,1760.8228,1647.2214,1431.3786,1408.6583,1295.0568,1022.4133,976.9727,954.2524,852.0111,727.0494,692.969,579.3675
False,1.0,Свердловская область,0,False,20000.0,85000.0,14275.4068,12892.2321,6106.8468,6002.4562,5480.5035,5036.8437,4540.9886,4045.1336,3784.1572,3288.3021,3236.1068,2975.1305,2348.7872,2244.3967,2192.2014,1957.3227,1670.2487,1591.9558,1330.9794
False,1.0,Кировская область,1,False,20000.0,60000.0,10076.7578,9100.3991,4310.7154,4237.0279,3868.5907,3555.4191,3205.4037,2855.3884,2671.1698,2321.1544,2284.3107,2100.0921,1657.9675,1584.28,1547.4363,1381.6395,1178.9991,1123.7335,939.5149
False,1.0,Пермский край,1,False,20000.0,80000.0,13435.677,12133.8655,5747.6205,5649.3706,5158.121,4740.5588,4273.8717,3807.1845,3561.5597,3094.8726,3045.7476,2800.1228,2210.6233,2112.3733,2063.2484,1842.1861,1571.9988,1498.3113,1252.6865
False,1.0,Ленинградская область,1,False,20000.0,63000.0,10580.5956,9555.4191,4526.2512,4448.8793,4062.0203,3733.1901,3365.6739,2998.1578,2804.7283,2437.2122,2398.5263,2205.0967,1740.8658,1663.494,1624.8081,1450.7215,1237.949,1179.9202,986.4906
False,1.0,Тверская область,1,False,25470.0,60000.0,10076.7578,9100.3991,4310.7154,4237.0279,3868.5907,3555.4191,3205.4037,2855.3884,2671.1698,2321.1544,2284.3107,2100.0921,1657.9675,1584.28,1547.4363,1381.6395,1178.9991,1123.7335,939.5149
False,1.0,Чувашская Республика,1,False,21750.0,60920.0,10231.268,9239.9386,4376.813,4301.9957,3927.9091,3609.9355,3254.5533,2899.171,2712.1277,2356.7455,2319.3368,2132.2935,1683.3896,1608.5723,1571.1636,1402.8247,1197.0771,1140.9641,953.9208
False,1.0,Удмуртская Республика,1,False,20000.0,80000.0,13435.677,12133.8655,5747.6205,5649.3706,5158.121,4740.5588,4273.8717,3807.1845,3561.5597,3094.8726,3045.7476,2800.1228,2210.6233,2112.3733,2063.2484,1842.1861,1571.9988,1498.3113,1252.6865
False,1.0,Ростовская область,0,False,20000.0,131000.0,22000.9211,19869.2048,9411.7286,9250.8443,8446.4231,7762.665,6998.4648,6234.2647,5832.054,5067.8539,4987.4117,4585.2011,3619.8956,3459.0114,3378.5692,3016.5797,2574.148,2453.4848,2051.2742
False,1.0,Самарская область,0,False,20000.0,130000.0,21832.9751,19717.5315,9339.8833,9180.2272,8381.9466,7703.408,6945.0414,6186.6749,5787.5345,5029.1679,4949.3399,4550.1996,3592.2628,3432.6067,3352.7786,2993.5523,2554.498,2434.7559,2035.6156
False,1.0,Калужская область,1,False,20000.0,60000.0,10076.7578,9100.3991,4310.7154,4237.0279,3868.5907,3555.4191,3205.4037,2855.3884,2671.1698,2321.1544,2284.3107,2100.0921,1657.9675,1584.28,1547.4363,1381.6395,1178.9991,1123.7335,939.5149
False,1.0,Омская область,1,False,20000.0,60000.0,10076.7578,9100.3991,4310.7154,4237.0279,3868.5907,3555.4191,3205.4037,2855.3884,2671.1698,2321.1544,2284.3107,2100.0921,1657.9675,1584.28,1547.4363,1381.6395,1178.9991,1123.7335,939.5149
False,1.0,Республика Татарстан,0,False,20000.0,123000.0,20657.3534,18655.8182,8836.9665,8685.9073,7930.611,7288.6091,6571.0777,5853.5462,5475.8981,4758.3666,4682.837,4305.1888,3398.8333,3247.774,3172.2444,2832.3611,2416.9481,2303.6537,1926.0055
False,1.0,Республика Татарстан,0,True,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
False,1.0,Брянская область,1,False,20000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,1.0,Пензенская область,1,False,20000.0,98000.0,16458.7043,14863.9853,7040.8351,6920.479,6318.6982,5807.1845,5235.4928,4663.801,4362.9107,3791.2189,3731.0408,3430.1504,2708.0135,2587.6574,2527.4793,2256.6779,1925.6985,1835.4314,1534.541
False,1.0,Вологодская область,1,False,21750.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,1.0,Новгородская область,1,False,20000.0,65000.0,10916.4876,9858.7657,4669.9417,4590.1136,4190.9733,3851.704,3472.5207,3093.3374,2893.7673,2514.584,2474.6699,2275.0998,1796.1314,1716.3033,1676.3893,1496.7762,1277.249,1217.378,1017.8078
False,1.0,Ярославская область,1,False,20000.0,55000.0,9237.0279,8342.0325,3951.4891,3883.9423,3546.2082,3259.1342,2938.2868,2617.4394,2448.5723,2127.7249,2093.9515,1925.0844,1519.8035,1452.2567,1418.4833,1266.5029,1080.7492,1030.089,861.222
False,1.0,Челябинская область,0,False,20000.0,131000.0,22000.9211,19869.2048,9411.7286,9250.8443,8446.4231,7762.665,6998.4648,6234.2647,5832.054,5067.8539,4987.4117,4585.2011,3619.8956,3459.0114,3378.5692,3016.5797,2574.148,2453.4848,2051.2742
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,21750.0,35000.0,5878.1087,5308.5662,2514.584,2471.5996,2256.6779,2073.9945,1869.8189,1665.6432,1558.1824,1354.0068,1332.5146,1225.0537,967.1477,924.1633,902.6712,805.9564,687.7495,655.5112,548.0504
False,1.0,Оренбургская область,2,False,30000.0,60000.0,10076.7578,9100.3991,4310.7154,4237.0279,3868.5907,3555.4191,3205.4037,2855.3884,2671.1698,2321.1544,2284.3107,2100.0921,1657.9675,1584.28,1547.4363,1381.6395,1178.9991,1123.7335,939.5149
False,1.0,Карачаево-Черкесская Республика,1,False,30000.0,30000.0,5038.3789,4550.1996,2155.3577,2118.514,1934.2954,1777.7095,1602.7019,1427.6942,1335.5849,1160.5772,1142.1554,1050.0461,828.9837,792.14,773.7181,690.8198,589.4995,561.8667,469.7574
False,1.0,Псковская область,1,False,21750.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,1.0,Республика Коми,1,False,32422.5,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,1.0,Рязанская область,1,False,25470.0,80000.0,13435.677,12133.8655,5747.6205,5649.3706,5158.121,4740.5588,4273.8717,3807.1845,3561.5597,3094.8726,3045.7476,2800.1228,2210.6233,2112.3733,2063.2484,1842.1861,1571.9988,1498.3113,1252.6865
False,1.0,Иркутская область,1,False,27000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,1.0,Приморский край,1,False,20000.0,65500.0,11000.4605,9934.6024,4705.8643,4625.4222,4223.2115,3881.3325,3499.2324,3117.1323,2916.027,2533.9269,2493.7059,2292.6006,1809.9478,1729.5057,1689.2846,1508.2898,1287.074,1226.7424,1025.6371
False,1.0,Кемеровская область,1,False,20000.0,61000.0,10244.7037,9252.0725,4382.5606,4307.6451,3933.0672,3614.6761,3258.8271,2902.9782,2715.6893,2359.8403,2322.3826,2135.0936,1685.6002,1610.6847,1573.2269,1404.6669,1198.6491,1142.4624,955.1735
False,1.0,Тамбовская область,2,False,20000.0,98000.0,16458.7043,14863.9853,7040.8351,6920.479,6318.6982,5807.1845,5235.4928,4663.801,4362.9107,3791.2189,3731.0408,3430.1504,2708.0135,2587.6574,2527.4793,2256.6779,1925.6985,1835.4314,1534.541
False,1.0,Тюменская область,1,False,20000.0,60000.0,10076.7578,9100.3991,4310.7154,4237.0279,3868.5907,3555.4191,3205.4037,2855.3884,2671.1698,2321.1544,2284.3107,2100.0921,1657.9675,1584.28,1547.4363,1381.6395,1178.9991,1123.7335,939.5149
False,1.0,Курганская область,1,False,20000.0,62000.0,10412.6497,9403.7458,4454.4059,4378.2622,3997.5438,3673.9331,3312.2505,2950.568,2760.2088,2398.5263,2360.4544,2170.0952,1713.233,1637.0893,1599.0175,1427.6942,1218.299,1161.1913,970.8321
False,1.0,Амурская область,1,False,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
False,1.0,Архангельская область,1,False,30000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,1.0,Астраханская область,1,False,32422.5,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,1.0,Забайкальский край,1,False,32422.5,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,1.0,Луганская область,1,False,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
False,1.0,Республика Карелия,1,False,35000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
False,1.0,Мурманская область,1,False,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
False,1.0,Херсонская область,1,False,20000.0,20000.0,3358.9193,3033.4664,1436.9051,1412.3426,1289.5302,1185.1397,1068.4679,951.7961,890.3899,773.7181,761.4369,700.0307,552.6558,528.0933,515.8121,460.5465,392.9997,374.5778,313.1716
False,1.0,Чеченская Республика,1,False,26000.0,26000.0,4366.595,3943.5063,1867.9767,1836.0454,1676.3893,1540.6816,1389.0083,1237.335,1157.5069,1005.8336,989.868,910.0399,718.4526,686.5213,670.5557,598.7105,510.8996,486.9512,407.1231
False,2.0,Владимирская область,1,False,34000.0,75000.0,12595.9472,11375.4989,5388.3942,5296.2849,4835.7384,4444.2739,4006.7547,3569.2355,3338.9622,2901.443,2855.3884,2625.1151,2072.4593,1980.35,1934.2954,1727.0494,1473.7488,1404.6669,1174.3936
False,2.0,Нижегородская область,0,False,20000.0,90000.0,15115.1366,13650.5987,6466.0731,6355.5419,5802.8861,5333.1286,4808.1056,4283.0826,4006.7547,3481.7317,3426.4661,3150.1382,2486.9512,2376.42,2321.1544,2072.4593,1768.4986,1685.6002,1409.2723
False,2.0,Республика Башкортостан,0,False,20000.0,75000.0,12595.9472,11375.4989,5388.3942,5296.2849,4835.7384,4444.2739,4006.7547,3569.2355,3338.9622,2901.443,2855.3884,2625.1151,2072.4593,1980.35,1934.2954,1727.0494,1473.7488,1404.6669,1174.3936
False,2.0,Республика Мордовия,1,False,50000.0,75000.0,12595.9472,11375.4989,5388.3942,5296.2849,4835.7384,4444.2739,4006.7547,3569.2355,3338.9622,2901.443,2855.3884,2625.1151,2072.4593,1980.35,1934.2954,1727.0494,1473.7488,1404.6669,1174.3936
False,2.0,Липецкая область,1,False,20000.0,41000.0,6885.7845,6218.6061,2945.6555,2895.3024,2643.537,2429.5364,2190.3592,1951.1821,1825.2994,1586.1222,1560.9457,1435.0629,1132.9444,1082.5913,1057.4148,944.1204,805.6494,767.8846,642.0018
False,2.0,Новосибирская область,0,False,20000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,2.0,Новосибирская область,0,True,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
False,2.0,Воронежская область,2,False,30000.0,75000.0,12595.9472,11375.4989,5388.3942,5296.2849,4835.7384,4444.2739,4006.7547,3569.2355,3338.9622,2901.443,2855.3884,2625.1151,2072.4593,1980.35,1934.2954,1727.0494,1473.7488,1404.6669,1174.3936
False,2.0,Саратовская область,2,False,30000.0,75000.0,12595.9472,11375.4989,5388.3942,5296.2849,4835.7384,4444.2739,4006.7547,3569.2355,3338.9622,2901.443,2855.3884,2625.1151,2072.4593,1980.35,1934.2954,1727.0494,1473.7488,1404.6669,1174.3936
False,2.0,Ульяновская область,1,False,20000.0,34000.0,5710.1627,5156.8928,2442.7387,2400.9825,2192.2014,2014.7375,1816.3955,1618.0534,1513.6629,1315.3208,1294.4427,1190.0522,939.5149,897.7587,876.8806,782.9291,668.0995,636.7823,532.3918
False,2.0,Белгородская область,2,False,20000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
False,2.0,Республика Марий Эл,1,False,34000.0,34000.0,5710.1627,5156.8928,2442.7387,2400.9825,2192.2014,2014.7375,1816.3955,1618.0534,1513.6629,1315.3208,1294.4427,1190.0522,939.5149,897.7587,876.8806,782.9291,668.0995,636.7823,532.3918
False,2.0,Орловская область,1,False,20000.0,75000.0,12595.9472,11375.4989,5388.3942,5296.2849,4835.7384,4444.2739,4006.7547,3569.2355,3338.9622,2901.443,2855.3884,2625.1151,2072.4593,1980.35,1934.2954,1727.0494,1473.7488,1404.6669,1174.3936
False,2.0,Алтайский край,2,False,20000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
False,2.0,Калининградская область,1,False,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
False,2.0,Ставропольский край,2,False,20000.0,75000.0,12595.9472,11375.4989,5388.3942,5296.2849,4835.7384,4444.2739,4006.7547,3569.2355,3338.9622,2901.443,2855.3884,2625.1151,2072.4593,1980.35,1934.2954,1727.0494,1473.7488,1404.6669,1174.3936
False,2.0,Томская область,1,False,21750.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
False,2.0,Костромская область,1,False,20000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
False,2.0,Курская область,2,False,30000.0,34000.0,5710.1627,5156.8928,2442.7387,2400.9825,2192.2014,2014.7375,1816.3955,1618.0534,1513.6629,1315.3208,1294.4427,1190.0522,939.5149,897.7587,876.8806,782.9291,668.0995,636.7823,532.3918
False,2.0,Республика Крым,1,False,21750.0,21750.0,3652.8247,3298.8947,1562.6343,1535.9226,1402.3641,1288.8394,1161.9589,1035.0783,968.299,841.4185,828.0626,761.2834,601.0132,574.3015,560.9457,500.8443,427.3872,407.3534,340.5741
False,2.0,Республика Адыгея,1,False,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
False,2.0,Город федерального значения Севастополь,1,False,60000.0,60000.0,10076.7578,9100.3991,4310.7154,4237.0279,3868.5907,3555.4191,3205.4037,2855.3884,2671.1698,2321.1544,2284.3107,2100.0921,1657.9675,1584.28,1547.4363,1381.6395,1178.9991,1123.7335,939.5149
False,2.0,Республика Бурятия,1,False,27000.0,27000.0,4534.541,4095.1796,1939.8219,1906.6626,1740.8658,1599.9386,1442.4317,1284.9248,1202.0264,1044.5195,1027.9398,945.0414,746.0854,712.926,696.3463,621.7378,530.5496,505.6801,422.7817
False,2.0,Город федерального значения Санкт-Петербург,0,False,29000.0,88000.0,14779.2447,13347.2521,6322.3826,6214.3076,5673.9331,5214.6147,4701.2588,4187.903,3917.7157,3404.3598,3350.3224,3080.1351,2431.6856,2323.6107,2269.5732,2026.4047,1729.1986,1648.1425,1377.9552
False,2.0,Волгоградская область,2,False,27000.0,60000.0,10076.7578,9100.3991,4310.7154,4237.0279,3868.5907,3555.4191,3205.4037,2855.3884,2671.1698,2321.1544,2284.3107,2100.0921,1657.9675,1584.28,1547.4363,1381.6395,1178.9991,1123.7335,939.5149
False,2.0,Красноярский край,1,False,27000.0,45000.0,7557.5683,6825.2994,3233.0365,3177.771,2901.443,2666.5643,2404.0528,2141.5413,2003.3773,1740.8658,1713.233,1575.0691,1243.4756,1188.21,1160.5772,1036.2297,884.2493,842.8001,704.6362
False,2.0,Московская область,2,False,50.0,92000.0,15451.0286,13953.9453,6609.7636,6496.7762,5931.8391,5451.6426,4914.9524,4378.2622,4095.7937,3559.1035,3502.6098,3220.1412,2542.2168,2429.2294,2372.7356,2118.514,1807.7986,1723.058,1440.5895
False,2.0,Московская область,2,True,29000.0,29000.0,4870.4329,4398.5263,2083.5124,2047.8968,1869.8189,1718.4526,1549.2785,1380.1044,1291.0654,1121.8913,1104.0835,1015.0445,801.3509,765.7353,747.9275,667.7924,569.8496,543.1379,454.0989
False,2.0,Тульская область,1,False,20000.0,110000.0,18474.0559,16684.0651,7902.9782,7767.8846,7092.4163,6518.2683,5876.5735,5234.8787,4897.1446,4255.4498,4187.903,3850.1689,3039.607,2904.5134,2836.9665,2533.0058,2161.4983,2060.1781,1722.444
False,2.0,Смоленская область,1,False,23200.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,2.0,Хабаровский край,1,False,26800.0,75000.0,12595.9472,11375.4989,5388.3942,5296.2849,4835.7384,4444.2739,4006.7547,3569.2355,3338.9622,2901.443,2855.3884,2625.1151,2072.4593,1980.35,1934.2954,1727.0494,1473.7488,1404.6669,1174.3936
